HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;protectionLevelValue;protectionLevelValueExpressionType;initialValue;initialValueExpressionType;priceEventValue;priceEventValueExpressionType;strikeDate;finalValuationDate;kIBIProduct;kOBIProduct;lastTradingDate;timeClosing;distributionType 
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;18160697216455619479;1;16169831815405170410;2;204;201;28391;48024;214;146;6441;669417526712119481;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;17895648465764506181;2;2556155856821954260;1;389;50;32120;41681;159;18;32960;2796673077609217521;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;14227050580093390718;2;15771367333294274956;1;294;164;31627;34121;221;210;59803;13559967357095340823;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;11903150151404497532;2;12664526708823349453;2;289;147;34204;20257;9;173;3051;12234949208815103106;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;6561515745955433093;1;2206161096350412893;1;153;15;54243;35626;207;130;56535;16063672854130928492;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;12683749284027494423;2;5592308377807779529;1;393;249;16352;10738;146;124;62732;1830256865607651466;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;4301391673398370281;1;11092739031910491856;1;217;53;18644;57295;158;69;21583;11909168228910752370;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;403858942640934558;1;6975002042540259286;2;158;194;64226;34197;142;214;49123;2304996468226777610;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;17972936247888667711;2;14451737788989215485;2;396;88;16461;29907;228;233;56872;17381739771584090957;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;14154580525630448201;1;10597785126938413708;1;469;29;63211;782;107;215;55620;16028613584326672370;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;3022393682090580089;1;5510486034244388724;2;287;138;51344;56324;28;179;53167;4562602725330194205;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;12828347103074880594;2;10202372377286384026;2;16;213;28264;1721;56;80;8834;579661890942484996;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;5987151467824804926;2;18377282677128249616;2;49;219;8204;15491;127;152;40828;740060268790167633;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;7974884578045711032;1;4570357050266816924;2;482;85;19671;15478;75;94;1064;10433283412074149745;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;1964824771652339572;2;14894941866700970690;2;67;60;29487;29282;0;218;45461;5360632539040719987;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;13107455711480440029;2;7692127754853633476;2;453;138;40123;27454;153;254;3567;15865119779844662376;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;173934668577936508;1;10350848873200509298;2;241;80;35233;25195;243;185;56023;86833585280479473;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;9261396438482688725;1;11752231728815825329;1;448;181;46005;29607;129;63;45949;14264006004165851165;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;10379143689775438069;1;17807368863185650305;1;321;86;24843;12817;74;57;31436;5713420627731534577;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;4528194588210817219;2;11974282106501135403;2;226;185;50229;34732;176;158;29079;305301428852588144;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;17609359125471519609;2;9007122614193295973;2;269;234;64291;14335;131;231;40490;12342271450988495107;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;13483062439214552143;1;12527486244658389312;2;267;33;1958;47479;212;185;61127;2268157875728560649;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;382558160668567403;1;14069473599752792918;1;141;203;62025;38787;5;41;35804;10688021691705737043;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;9879315418009333891;2;7543281726286366261;1;158;162;62547;18615;16;220;39803;2936471393712436434;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;13429047925159339735;1;17397865147822476349;1;118;46;1084;42369;91;25;33681;12416390924695498361;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;16841924473148886289;2;3400533112901436470;1;66;97;35788;32273;28;201;42902;16310563032133783284;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;10423035311217066953;2;11440707946346964439;1;283;83;28086;56296;46;114;32515;4749696854040675788;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;17853926575685320387;2;14436482676319284099;2;385;143;19062;48927;224;116;4793;13513849341339678866;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;13369454807331885999;1;4403980140377837299;1;135;107;62489;8378;63;153;23279;9383027540572954727;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;4859998860816521554;2;7514301350686711996;2;160;53;19692;56131;194;232;15751;7459611124223646257;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;14563303605861942945;1;8267429077951443431;2;435;251;28719;13410;27;40;6862;13175898850750935400;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;15530809715001629322;2;11770629540086082541;2;463;222;271;32546;68;72;16379;15666427839496635409;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;12807013425258992295;2;9716408288657728306;2;257;191;7641;18954;240;137;50143;15621979253989061535;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;17017741385689822922;2;10654289599321637597;2;162;96;50418;37279;22;237;10779;16912243915604710954;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;5103782594164980178;1;10529956724772412804;1;218;154;34994;58006;68;38;9790;9641949014748783313;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;5436565218700479887;2;4325115707268494461;1;196;200;779;9390;35;82;29484;10787368720774405544;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;11829486526984641799;1;7786902221983080605;1;40;84;3369;42802;21;121;3051;10959086398564768899;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;140472777178438726;1;4830041409160722128;1;371;197;35232;3744;48;42;1076;12377553121721786528;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;15043308337331623638;1;13322706429415938417;2;345;99;37524;54132;178;31;11117;11035921563626976804;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;16372189574626817049;2;15659024060061701484;1;370;223;3843;4048;18;17;49030;15664174365803530074;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;4210305751385037067;2;4127230578762375462;2;419;180;27196;35618;194;233;51488;4522003304312339883;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;6606395469291639877;1;12197168473644791340;1;451;79;48165;58276;66;232;16598;8525116333924010798;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;10421437492360448349;1;17919960524359934688;2;168;75;22824;12789;103;120;50759;4232898685890519276;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;16059137892743681451;2;17632257878797933754;2;216;100;13467;63048;68;155;46877;12455385470067497388;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;5236175927121531481;2;17440598956218537778;2;245;191;33146;41348;15;28;43791;9263365473646869510;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;10070369644067515974;2;16130142573120467457;1;91;64;9696;24147;51;118;9723;16710401477640827253;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;6610719496853114769;2;15419849932974597585;1;96;182;37284;30604;23;10;10850;18110174911800243423;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;5131759119367547146;2;14033286564278467040;2;222;236;14407;17824;24;209;41269;14441707557664145244;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;6914801634096137509;2;17027697560176955445;2;496;197;2575;17317;135;6;29703;822572887223729391;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;3639345679258295396;1;10261495566699486085;1;64;165;50651;53010;214;212;12651;153767734204561219;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;6706443527328793891;2;16019389370295751126;1;407;80;47675;55431;166;147;59265;12394881687769468998;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;12487032013130137342;1;2428007304913207824;1;191;15;48107;28925;143;144;26516;11630397727863141073;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;739897527184573556;1;9216187581229827482;2;247;91;57938;14008;206;105;20714;1919637865665227035;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;2871157595420075101;2;2998002804141842932;2;402;254;22958;24284;146;170;43620;11152814757766985381;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;8581312290519903004;2;14727524656455986862;1;489;34;26927;27327;163;135;24325;2885838407651734984;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;10018479063415012940;1;4718061391125694978;1;190;51;7945;29162;181;69;15166;8361443928145460470;4
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;7274409064520150261;2;7130073901651664850;1;201;99;55652;50049;50;45;2467;13979311070495344510;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;18160583037489505395;1;12884516103752041393;2;488;105;38940;42666;135;194;19485;16974533767840621212;1
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;1935077448901085467;2;6462732667535272844;1;389;67;2736;15304;165;100;52365;13916049771964203905;2
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;8571408131838194990;1;18264546108990640028;1;90;175;16876;55026;155;250;13486;13257350261276622346;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;18008009942384399280;2;17996668252735759517;2;345;180;33437;8851;132;218;5649;9352989672798914332;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;4075113206512499273;2;1887059887334098410;2;118;132;36456;50193;103;23;62568;4439324555704202028;3
12224C;MTXCREFD;0;1;K2CDWMTXCREFD;1707914646011578624;12511066938818158230;331;1;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;768715101;10628160184800855458;1;16023268356792103399;2;108;231;46263;28448;10;241;12573;2218511015806797537;1
