msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;issuerCode;issuerName;lEICode;issuerICBCode;issuerGroupName;issuerLegalCountry;issuerNDGCode;issuerListedCompanyPrimMkt;issuerType;miFIDIssuerType;issuerVATCode
228;218;12232;0;331;MTXCREFD;0;;3293;1707914786040017664;17306782591529798757;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786040017664;17306782591529798757;1;zXRr2egcpJCd;fPnU31kIchGpLtmmiv1WBvyJ8eSf9SBc8tmg2s3g9SvvfcN4lDgBtKLtacTzFOoj4WiLaJmkttBMOa7v;8UkDfX5SDU6pTCdG0Zdh;EglSnjU0;bgT8QGwSWRpddVi45tgY4m863y0xcJjquhwqEdB9R3rjq2w8eUT4fjdVCNo6;m63;2733133831;1;3;3;ESGj7dgHavH
228;218;12232;0;331;MTXCREFD;0;;3294;1707914786040797696;18036958334646656850;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786040797696;18036958334646656850;1;YpE2mEWmrIvO;ph0Lm2J2mxlp1cxFDRyMvIByhur2oHNQCXuU6vNFb8SUfAmQWPT5nD0MyfhzPHQ31f9LacsoyCBWiqcR;U8g2OlgkeUB9KICqvOO6;vswKi0TS;KUvNpNVIIXssoBc8uoSpqXJCxwRhXkoi0LxsfqGuhxvMhXoStthZHPcpAcJg;wHj;1522644775;2;2;4;toWILVd4RXj
228;218;12232;0;331;MTXCREFD;0;;3295;1707914786041573376;7044575440427537380;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786041573376;7044575440427537380;1;ttVrMRTGoQIN;I6Jm08TE8O8SciSQnaTCzuiPfqZvrcOqEvphdQdGSWm9lYNYOgdmnoJHfKzp3hn3eMoMG7AlefXVINBG;FhC17JYna8ajJaQHTruV;zEVQ7VXb;s0gIPkM2qfe1ZK0cbk5vO06AOzZwCxEizdEMUG2wTbegMTIlEOSGKLgFv6wf;ANR;1342231230;3;7;3;TFq8HQV3AWU
228;218;12232;0;331;MTXCREFD;0;;3296;1707914786042362368;7244464161744085053;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786042362368;7244464161744085053;1;4rAjXrTTEVv6;VfVypevZTp4TbJjjnoV824qoMRVrjvVQRRZKqYziwQkpEKt2XpzirfDdSHmBXiKGKbMW1gGS2ZcZZ3Bz;TvHSWmtX3D9wrZHfqf8r;Hq247sJ5;1tvwEXVQJCGSoDiu0IctPCSVdWdAcNACMQd6MNtSHJNbm94HdjHN0sbQ3O9U;3yC;3161799107;2;6;4;Fb1gx7tEgoz
228;218;12232;0;331;MTXCREFD;0;;3297;1707914786043148032;18183092539196766667;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786043148032;18183092539196766667;1;khAtQa2RFxKX;gnXSLUnXuI8R4CBFQ1LzyO6GFlxLKWd8zXs2ulSvjz1rQUbbN9tA93TRFNVBT4bWZyoUUhSIqHDDaMRG;gF0ALmjGw0IGnkXwZvfP;tf0aC60F;9Sxob83kXBcvMtq1FvvhUg3PvHfKRVoHl6LXxry6tVdBAXrPmTXbVt82ANkd;shr;3864772055;1;2;4;zHJnIE9fdBf
228;218;12232;0;331;MTXCREFD;0;;3298;1707914786043931648;3398266492252639980;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786043931648;3398266492252639980;1;P2M2nUK22VjR;nJqO5eFBXHMTpBQC34ZtoVw2bfjH84Jde3gwQXegmPviR9kFQhGrTPafZQgYSYv0lFQgev3HLLGWaoGf;wcpzUl55eE10nydY4ayn;TSJlEGR4;mDZXi2xnlhsPClmwJXzjI4GpnZBcO02J2y3ZNVSDykVGQw1lH047uEBXGT8h;A06;2518993019;2;8;2;t9imFJRQFTv
228;218;12232;0;331;MTXCREFD;0;;3299;1707914786044715776;922492201401059264;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786044715776;922492201401059264;1;kfiiLm8jPMxH;L66LRWsTzu1r81NbTF8VsBQku46mUwV7pedQhhqerCU2AYyiRdW2EYHXOkgmds39NrCuDGIkE92FrqVN;Jl3E6WpJRiIymzqijCo3;n8N2sVfN;pwlkCFM1IE0DkAI0VY3GrTW3wWkGYxxwo3daTaWyU48xRtqGa446t0DDFJoc;jTh;1408487613;3;3;3;jwT3Nz95fnB
228;218;12232;0;331;MTXCREFD;0;;3300;1707914786045488128;4083223137725954614;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786045488128;4083223137725954614;1;0yptM48BenFl;3JwKBJxtuiy6YeM9MSQ6aml8Wep1wYzxw3DNMCtyFY0z3pOly5eAUcsFVP5ug785xLskMxt7ukVTFHcO;kRdWYYsQ8j0S1UjOYrmz;gH4rpiVp;pjsZDmI4918AJYutf075u58QganW0QJS0HOZSFVefJ0e2EbsJCZter3vmw65;zeE;4059940352;1;5;1;Frh6hP3neXv
228;218;12232;0;331;MTXCREFD;0;;3301;1707914786046276608;17963113384050540298;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786046276608;17963113384050540298;1;8Ik1JeGwSDJD;JkZXiYpaxImRJNGDGEg3fHoFAkbSjzFzf8gXs5XFKR2lngAMFJWdH55YRC63VsBAKaf8JAtVxulKRLNa;KFk3x4WTn53zFeLDVO7Q;q8KGHZvO;WPJ8M5pStdAmtCopL6x84bvs4b04OFQ8EBuCrkHFYIzLHF7G1Q2NFjzh5bJs;jQY;2783286227;3;8;1;bhrsJ2J0pf5
228;218;12232;0;331;MTXCREFD;0;;3302;1707914786047058432;11563264059936044002;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786047058432;11563264059936044002;1;oXqFda9ytSiy;Osta2Ua8MvaVXrhPvMTMHPkmrmSCaOwwwioafGWILJemokjhXyzaUxj4ODTxJNlk86568AV9l6ZsFcNq;4sO2Wapk17oreTDwyxbZ;O1fMAvey;NUzNa6lGGIO1DSPi1zJtjE7vYYSdJSgHQIJQJ0UGwEP1ZsVX1TjZzWcDTF7z;0Oh;3006810253;1;5;2;r1h107H3ERj
228;218;12232;0;331;MTXCREFD;0;;3303;1707914786047846656;1717441169370579824;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786047846656;1717441169370579824;1;iFNzH54xqDut;u0QFGBuGlGRuVB7KPjCkZrZUd3vj0zOnJabgoKfjz3O08xMpaoxVuX6d7PSEAOED5OqMfabHOqU5aB1G;65JZUpkmf2EiXz43AQXD;ELDV4fVO;TSKGhj8spLNICbGgHRiPbu7K4ns6AuVge5urSAWomnmUNfMot5J8h5QbGSOh;Ix1;3535216753;2;2;3;xDiRESZtlM2
228;218;12232;0;331;MTXCREFD;0;;3304;1707914786048625152;1447457435003111103;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786048625152;1447457435003111103;1;Yz1q3UvFS3q3;g8HgwtdQP1utmcI2zv2PTF5HEA8xh9H6NCsSgxJG1DvF3DORlKGbbCFF79KsKBjHfFmv10zs5F5shmkQ;icpGeTVxjXuTKSFWARHp;v0yxUVAL;FEChquXlf9mBmEilVtYV9AHrzH3dCXtq8g0R11WdTbtGs3b9yM55gk9SINHg;P1O;548809328;1;3;1;vdVg8y2qK4g
228;218;12232;0;331;MTXCREFD;0;;3305;1707914786049411584;1253443493636623955;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786049411584;1253443493636623955;1;LzHrwBUA94kv;T2QrLxQiJMGF9ArpgZHqXCCTIZsWUIuq5V5D8oe8jyd4s7CLH9sdxnBwEG0uvDSHYhLJCqe39s6sfTCi;AxwnL31RIS9aO11M408h;tjnFgX4D;6UWW9lFb8fqjxYoZ2F8jahCdEx0rlvvsYYEareIvvpQwsCd93pRzLL3Pqzk4;7QI;4015974113;3;3;3;Gfg9yRasXwP
228;218;12232;0;331;MTXCREFD;0;;3306;1707914786050191616;17226525083737623159;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786050191616;17226525083737623159;1;5qT24fhiOYWx;FsN2BlxoGl8fSqBS62xsagQphXiqvVP8YrRUFKZijc8jehQzZ84CzFs7DOovV1MUFdndNXcJ4YSZ7qiY;XqQE0YDvdrJSPAb8yXPo;c8WQjIW9;39VGvQY3uv2yXhEDdMfTwFs4NBzvKIbmqNPmbBW3hq5maaSkPnE0pa8Cmj5q;Sun;3596116440;2;2;1;NmC6FtRaNEV
228;218;12232;0;331;MTXCREFD;0;;3307;1707914786050983168;3354636695532091994;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786050983168;3354636695532091994;1;H9e88JkhPxYo;Xwm3E99RDLZW3FXrwol1lraqjUP3kcCNlBdy3oV256Oq7i93VGplwsEh7UYyEp2QXgQk2Mb5JSqkrMaR;SQD9XF4aS8DJjw6z6Pbq;R7pLAtHT;TQyXgCvKORaDYXENjaoMbH8yJRNaQ6er4mCOG3VqBNsKu7mTRyDSh0KA4fDo;dqe;2369601926;1;4;3;M6RmkGmegwd
228;218;12232;0;331;MTXCREFD;0;;3308;1707914786051772672;11076464158090812220;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786051772672;11076464158090812220;1;fWRy6RZhCxzd;lYQgAF8QDKURzqqMsXcqgC5OGRM072AKfUcgcka7Pe3k3KpDcqwRBOpf2OrYkPlaHBYGmZdUEJ4fwH0e;FYgFCnQqCBpMvWTxWYxq;o8iD8pxA;0443PWXH0lyNnrxVR0Q2B5oN5tvryEadQ5GpauDkC47VZtjnQ4F5ZCnJRS3y;ZJm;2133301126;3;7;3;1KfMAaHyiH6
228;218;12232;0;331;MTXCREFD;0;;3309;1707914786052547840;15116859726396779952;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786052547840;15116859726396779952;1;NfvFwoxoLySB;vkX9vCtrWli8lTJGVtO6o5XWsxmbl3IncqGpS6fAtJ9v80lb7uYZaOqG9zh3a2sSqQpTGt2xc0trRhRN;7OQBjUms4NUhrSfjrxoI;N5xyqdRD;cEwhv6mUC6MAq2x12yoRwbBJ4HO5NBhGEwSxDOyOqfDbYViKfgvCRPeFO5cY;kF0;1677811885;2;2;3;G5wV9KZzOLS
228;218;12232;0;331;MTXCREFD;0;;3310;1707914786053331712;563039566532790612;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786053331712;563039566532790612;1;38qjR8MqUBck;VhFOHK3Ubf9w6hJYHl5J5oxvoPFY2Q2ZxncG4mqRk4Gsn2583TZos2gxPzQ1Lhl2UutRl2twwd6NYHB7;YhTciWgT3LrThaDTz6Za;rO1o6XnN;0M96Tl8Lr6R9bXBdlQTlQI9GybdGF67cPsMOZ9KFsj02mdXFyZgjmS4GGTBE;GoO;2519953203;2;3;3;AFdLut4eyEK
228;218;12232;0;331;MTXCREFD;0;;3311;1707914786054115072;8023349235266961530;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786054115072;8023349235266961530;1;uuiFtLlpyPaE;G42i0M1mORrh0XYlXIBsWovz6SpWCirvB0O41Auz9gJROMwgeVku1vOKA3iXAschjbDNAo5GPDHNzU8i;CZeuM2TIHCggofm0Dn3C;ZDoh6tDU;uHjyypRlnruQMwFPQAcjE8sns0FUiILMzjV2FKqosTT1hQO8XkUy8MNmEaaB;bjN;1471522102;2;2;4;rCJb4N4SmkE
228;218;12232;0;331;MTXCREFD;0;;3312;1707914786054898432;13875477989825981993;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786054898432;13875477989825981993;1;18U3erlvpxjD;CeHWiaJSFzDKRYTvPerEPpaZyZYm6yEZgMn2bYkCpK65FYISD31oaY1EDfNKVozCzdpKLadID2urAUnG;6WhQDj9JveSdp7DIVOgX;k1R2KVpz;kC03D9TH8oBv8UFm94PKjTcF58dejwsktSSW0heotfuR8lFDW6wmvoj3aRKU;6L5;3474371623;2;4;4;KtkrDVxhtKM
228;218;12232;0;331;MTXCREFD;0;;3313;1707914786055676928;16953397241218326545;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786055676928;16953397241218326545;1;CJANIHDCR44g;9kTA5AUyDsMhqLbvi7jKu7QWCpQH5A7rXamt2Gdv7vzr9MDUCsZpTJlTJsDENkXF5ld3XKmO1LPRngll;N9VEOlHxu8CuwGAsdd3u;5jFGECVw;jsYPC7POrZI1nocWVbqfXbQ0h6EpMkwrh2CkIHYeKerbkSdtw8J9u9HLouEB;pRO;3013213649;2;6;1;yiQzKwxnaYY
228;218;12232;0;331;MTXCREFD;0;;3314;1707914786056462592;6774367112435408317;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786056462592;6774367112435408317;1;JJffh2thZo64;hoV3xztOiI6ZVBzM44HYyxanoV5yTHULxtyT0mdeAOh2WFeO58o61M8KUma1AiPrzNkBGVYtDQ1sqb1Z;9jbbTA6jH8pcjETaISRl;0xtBCSbR;XvBp7w4rKzyVS5rz2rRdAJdbyaSENu9RoSPBcS9AllwEjaa9fCaxtd4fmvxx;l4N;3506211356;2;2;4;79ioXNoS8OC
228;218;12232;0;331;MTXCREFD;0;;3315;1707914786057247232;10375884802712695442;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786057247232;10375884802712695442;1;PUBh352FuZLY;r42MPnunNNNnn32xZ1vYO3BD6kiEfecqlNlYhphc63gVrERotAqAcEzAWnwRXPbbBrcJ9LZa9dhgRsYU;u8TeKhSevR5kW9NwjkVB;C9jwQqLt;VB0g2JM0Uz96HSPloHV8Jjy82dVnNRwTBX759PDEh85U4jaqWmdjJiT4T9av;90q;747176121;1;2;2;CxxXdGuvYUJ
228;218;12232;0;331;MTXCREFD;0;;3316;1707914786058029568;14077147106088710664;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786058029568;14077147106088710664;1;epQ11PtJXIue;YeDb5H5rl3SjMsWqfZG00B1qcyrGNYtOLxhi99cFy672eagI7tnMvQ7hM51hO1u7sPGAsAt7RAphbZC1;jbE3spyXYKoISrZKudeo;yonaQU4j;gDm6wPJmyAwTnkPfiwiiZ78AeJr4SGRvQnWbbNVCy7YoFOZUhmNFbsSqht9k;DmM;1310415180;1;5;3;UF6UlWfZq50
228;218;12232;0;331;MTXCREFD;0;;3317;1707914786058807296;2031412845559407838;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786058807296;2031412845559407838;1;lYJFVCdghb18;dZYVINiarZBHJuT95NP8DMe9kaf47yPhXfAjcuWC9jdrQj7BFSJpVDpdHJODABXjJJlorv7EsiAfSt2K;fVICl5KiLgtTiiXmwVN9;FSIzqUAq;GrDuE0r8O6DUdds3Hj1QzVVhkCrm4ju2ZzPx6tTZhuaxd6pXR2Pf4i8hyazP;RJi;706389026;3;8;1;7ilPrh3skJT
228;218;12232;0;331;MTXCREFD;0;;3318;1707914786059594240;10150559396086421364;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786059594240;10150559396086421364;1;clYAPqJRBObc;E8qxLROs7IeViZNSVryDRFYaOA9xBLT6Vc9HiWsDLQgBK7GUfYSu1luqhnhbNFAak1wMY969yGEi1Sje;byiuJWAaPqOICshXQM9N;gT7XTSYB;sI611pQFAEzjx0dMXqKRDmfJpnD8tDCwUqOW8hmAkhKoZHpSMOLg5jwBysxa;gHa;1554188756;2;3;2;mUofUJIN0rT
228;218;12232;0;331;MTXCREFD;0;;3319;1707914786060376576;13842655583200796641;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786060376576;13842655583200796641;1;llvtZntpFrCh;LtJmseNSO5oMsjA0mHwUWg9VdB3pLbKlpi6vWTdOLHxyA7qReXl4UM7OQtl5M6pe6svcsGfhIt5DPtSc;UF4KELbd3YjGuZV53jQS;H1rj8H6Q;JmMPmIpsRaG0WGB6VJ0zdoQo4jqftg13BhCBf39PON8FPnmWBVMRrnREdnzX;J54;3223956101;3;8;1;c3XYmoIp3jM
228;218;12232;0;331;MTXCREFD;0;;3320;1707914786061158400;12673076137164355565;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786061158400;12673076137164355565;1;K6XP06OWIswP;eGjCGuB7elVbXeEKWNuKzCEA8m9p9JK9JtwzeLYmVGbwfrKFs2MMk9WWxQ8LGKufSRwPjjzcCVIJxGyp;kqikxMZv3d3CH1Q30EeS;RZcvrurl;L4JcpVzovIcs8K1oipkywRkKxkU1hOftOVazmkXg3JgQUaq0iSMI0YYGq9fD;hnh;3079857939;2;4;3;UefZ35lJanP
228;218;12232;0;331;MTXCREFD;0;;3321;1707914786061943296;16398192155193726793;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786061943296;16398192155193726793;1;pPLNqkRx0j82;K4akeIqCABkfjfqDH8qa3cIm9c5bJoFkCVCB6pkAF0i9Hp5ZAoaTj3zfQ9DEDlaP9BfyjKd8xF3836mO;aybRFs4eVuQMSIjiy3kl;d3RTwg5p;6opr557clsvx6zK4D2v5lasQuYxbbvLD55woFZldr6kDtlXueLDYe6NvJ2Jj;s2K;3169025943;2;4;1;otneqmXwDF4
228;218;12232;0;331;MTXCREFD;0;;3322;1707914786062724096;12894441409464136200;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786062724096;12894441409464136200;1;CUwW73v7QPvU;bUSV12io4stimg0vas36fjjpcYgo88gGAVDkgMJZXvkv1oiDbGA9MK6jrfn0is5xiOanXh87b57mqFgm;p5iEVxE2zjSSgT8wiFzq;iFiCRtIl;qmB3u6EWdsjpGwBBbsOF9YKtKX6Kj56lTFTaOlZjl6MGp1gNJLaStQntJH93;601;678756704;1;5;3;OxuhI7JK3GO
228;218;12232;0;331;MTXCREFD;0;;3323;1707914786063498752;8942083891205297498;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786063498752;8942083891205297498;1;k5hUhwSy2X2f;IDJClhv5km6iEpBjEP1TA5IQ1VXLNURS8vkncufEyRUrB4wLEGq2fEhtg2ItskmVJkbfI2fl2akzNzCM;0O2HS3LAkR5kxGuOpuaU;re2ZuK7R;gWjQBxP637PcakOCTDJCRtBNq4PuWlHKPQtDXYgACI4vO1U6Ym8Hr06AYoU8;gq5;749268467;3;6;3;CJBYwXK5rKt
228;218;12232;0;331;MTXCREFD;0;;3324;1707914786064283904;13305413947815139679;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786064283904;13305413947815139679;1;7UPGJkjdFowo;Ah4rOSaor7Abyv9ycKPS6J2O1bCRpQbRbMa7RSGU4xNCoJ1QDmq0PxR0qw47yAZUyDa2Y9nEEvQaKeRF;6axiAlJvQOOWnYFEKH0T;Aty89xkL;cnnpsjbUu11GqD5hahUrSdLNmFQKMOwiG5SJyxmCQuOMIB4RBlb3jsk1KYAu;7iI;1105896110;1;7;4;tclZcP80Xy6
228;218;12232;0;331;MTXCREFD;0;;3325;1707914786065067264;9325259661973656291;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786065067264;9325259661973656291;1;utQLwoKXcQBF;dxrB76rWW8iIWQnAhIghDAC5XoUur3CgbRQogc63hhlPCHdhhnwmtRY8oRTngI7EyI1p1AvuoMq884ax;cI3QbuKyNkVXGaduGmn0;fQPwWWHQ;THMt0fHPIDqeemfmmY5qdv0EDXLmeFaWO7tgyNF9T26VKF3XEcWvKPtudaGQ;m5R;501301401;3;4;4;CcGEWnh5TW0
228;218;12232;0;331;MTXCREFD;0;;3326;1707914786065854976;9696866762357592317;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786065854976;9696866762357592317;1;tDbnKa5hG8ii;473EHW05MyNEjVjeQR5qLdsLdw9NQPQCwREkYvbfEXMVWawBm1YVmGwPCUICnHzv3O6SM9TGWjO8KQQH;O20M3epNJDcCTMeSthYU;569o7ojq;v4JvjGQl0WM7rP0qskfd2b13kBVgzMcJnSaxAZGyXi2lFLJFxGAsWNyYX6P1;0s9;961360777;1;3;4;gqfN7ymfFT6
228;218;12232;0;331;MTXCREFD;0;;3327;1707914786066641664;3200003578835785284;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786066641664;3200003578835785284;1;Eo5xemGKN9BB;GYnX3jKqqdQdk9c0H55I8NoDoajv3SVpIfOXcMoRMeMwabLbVTZLQTXKndftK6lsCVahK29EBfm6FB64;PRd9l8jFOt2KfgMeGHVu;JFVOcGG5;UaNU9ZtbtDken8bA56jarmVwY5J4khhKnTzOmGXoEwQHiXKqESD86odUs9Ii;ToI;1216846539;2;8;4;Cxf3rxb2iWO
228;218;12232;0;331;MTXCREFD;0;;3328;1707914786067427840;7416568286357635476;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786067427840;7416568286357635476;1;OxEIjXK7Kq68;w3jGd5lH0EtReyLPmMQvv50S75AKZvMqpN1WOYrYD4CDKdPwlHIigUzq5PC6jrIhEIq4oNgkEWEeW7R9;NPcIlRcij9uwtJ9pbKEe;dJZIZeup;PaIbCqrCXfXLO3NsA5i98V8DGiNaxGurwpl9VDHnFFeQwThQGK2GWLkjf25R;WxX;3277109206;1;1;2;lOFsRlqfOWL
228;218;12232;0;331;MTXCREFD;0;;3329;1707914786068213248;14181592126636958473;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786068213248;14181592126636958473;1;UHoEnCBGv4BO;fKSCRereHkK6aK7YSytUHoId3XMnZKoH0tKz4DjuZTlyin35tELjyoAAuAiDr6Jio2RsrZxb3FB1MWK4;pACtyn1SyaRdDL9NjnZm;l6RXHNsL;FScQlKuH7LzC8kPuLrUgsvkAsX2e3CRwOXZ3KfnrSBtADKT6KlH7AI0CkIZf;HcY;1163420234;1;8;3;AdXHBrcJPqK
228;218;12232;0;331;MTXCREFD;0;;3330;1707914786068996864;13218577370130019212;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786068996864;13218577370130019212;1;F97wih7NPPeQ;UegljIspWBJbMhvDU4gWMuhzPrZ92F8Bf1LqpV2QE1EA8oEv7GKZeiSwIWl7mz7cXblMmNn5TfU7KfJD;cjdJLCCe7FjNdOlF2M9J;TOVpQoOq;4AtYDYItf6I6lEcldkMbizDQjtzEP51f5t8sPrxWt1nhRnf68umaoUEnOJFT;uuk;2713478459;3;2;4;QSznSP9B4LK
228;218;12232;0;331;MTXCREFD;0;;3331;1707914786069778944;11394185136169384126;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786069778944;11394185136169384126;1;nvhstwiY9lXy;aIMZqD30T3Hf444GHpsC6SVCKYt0mMV8k0RbhSKza4OF9qULQ5GWpLKV4RlJdZzw3VroDpnSQ8MWeRR0;hiEvIuVG0k3hJ6NZJx6e;qMPKtA8r;Dh2KMJZdwzc4p7mSb9CjIiDoIka8wiXvlIaQdCzsiUcvLUdwWld7RNbMk6OT;f4f;2979136162;1;5;3;kwwpD7XdJVa
228;218;12232;0;331;MTXCREFD;0;;3332;1707914786070551296;9899205406522777941;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786070551296;9899205406522777941;1;bZbcw0bG5tKP;n1wmqPBBY2TXMq36ZDuQTky1n2LVNJM5azJidINOPEePdglCCfKeE3iIoBSCbj1kRzhYkt8yd7kIBMYG;osCc039duimK3e7tlw9D;zF1EWkx6;JOVQ8mz5m1m9HDxKV3UhPifesIFMGilqjjDvKJO0PiWsdxCahAm0LPiQM0CX;1i4;3575384058;1;2;4;Ndk6YvDPHzW
228;218;12232;0;331;MTXCREFD;0;;3333;1707914786071332608;7518632306308208937;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786071332608;7518632306308208937;1;EsvFjjLvGLa3;Y3DmnwqbJeGI8lQCSfpg6CVhKXvvUrZDAepPf2d6J4MF4St2iSc3eodsYaoiqD3aD6EVBZRbHbwaL9wR;xcAfqx8zSsligxaz8QH9;Qj9I5gr6;KuMaeBolgeV6ybqpHSWEAk4IVRq5tNfoYglXtTJlR1dICT6vtnfbpJUGPzEb;u5e;712600504;2;6;4;OdPHgZJP1vg
228;218;12232;0;331;MTXCREFD;0;;3334;1707914786072115456;10801716860398327319;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786072115456;10801716860398327319;1;YhKtDYAfnAiF;Ka2ffE0c4GEX7ngUIZht5sYywny1Z7YPusBCs4WXruseyyxYxLvNJXWYvasKQcAz8vFd6u6b00lNii9a;1fH2peU8si8y3D7C5m3N;aXU64LW2;50C5BC67o3gaK2JwenfKAHBld6Q5Yth56YkNdINFRxW1AzvRg7ug4HxAHHeO;xsl;1177583461;1;2;4;iTA12XkYnVX
228;218;12232;0;331;MTXCREFD;0;;3335;1707914786072899840;9613184021959383499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786072899840;9613184021959383499;1;ZsDr3uph6OHE;xt17Uczy2ATfdqcAqmMeciVVN3w2rXTdL4rsyJ5px5DmX0vIlXF13HuxvA4LY1J7wmWiye6ZAQzy3anB;VevEnkWKHAVbNr0QBlZC;e7G0yVri;Clqq8bwaQE0que7swcnNd3wL5aI6MyL3ILzgFUMsVfhz7IuJwRkbw4fmaSSq;6f3;189340582;2;2;1;bkhXD4NjpOI
228;218;12232;0;331;MTXCREFD;0;;3336;1707914786073675008;16895946898422291194;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786073675008;16895946898422291194;1;ohRTErrFQVLy;Q0NB0T25UNGQnxTjXRTPqTFQriNPZvSz6mnCGsCyaV9R3S4OCKFtCaUxeQR3tpRoZBApaNMbwVsA26JU;wlVzj2vBhupob1H8EYKp;fhM1Buqr;lb0XJWRuaGHLsLUlrzH03r7Upr5HnDOa8i0ryxiIknUtNnbLSlzUimadP8EB;N56;371986293;1;2;4;UXGXptoBa9l
228;218;12232;0;331;MTXCREFD;0;;3337;1707914786074455808;3173744474138780428;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786074455808;3173744474138780428;1;t5t5wuaajKyg;VsSFdRaRUX5CxxjhaGceDCgv7BTJbnLg8KbwnNK8FBmCHtMtA9ZG8rKU8iriEwqovncAbyGf8FXoQLs7;i2pADYkppigsh19OuQ9I;3hujIXqp;OUZm4NvaLtGS8paaF8RwqZubBKF50FRnPd2JavMLw1UKnPyYuM4YIGuiTlGa;fVb;734841512;1;2;2;0KWLnZpndQD
228;218;12232;0;331;MTXCREFD;0;;3338;1707914786075243776;18094313386406503669;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786075243776;18094313386406503669;1;dqybPnvgZ0kF;ieV3j6Pr8SLfcTGg3ooV2DGKR7z3bthXv0X2AC7jclK8N5yQdZUXBG57pksnZUIemhAlv4HCDMMYK39X;2YBZOgtBDKTMgxmoX5qW;qPqxJKeP;nUijHTpUNAZmkutW1f7DLIuvhJhrL7ODH6D3oHgsvzTc2CHtmkM5KdDZCwIg;pnI;4007646770;2;1;1;9nBzIqJB0Ig
228;218;12232;0;331;MTXCREFD;0;;3339;1707914786076029184;9611123837329843457;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914786076029184;9611123837329843457;1;AQ89nuaOFBR5;3PoP826OL9FPTYpe1UwceKX7pBRBLH655ArQ02xBR3FGs9UO2WMQ5dK0NBFlxys4QKTQZMVNJwqpDuFS;0RDYgAVStPxUQohBGr1u;TKANB1Or;CVMqJVsIFYWoMzHS8SPcjzppXmOG8BotTd53afyQYfWfxNRmFdMFdGoa2FFL;ngv;1753778838;1;8;3;mCT1PZnzAsO
