msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;symbolIndex;eMM;declarationID;actionType;tradeUniqueIdentifier
72;62;543;0;331;TCSALLIN;0;0;466;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;754942373983176466;gD3bneei;1706095049594343428;1872731345667271489;213087042;10;8612986034518758139;1;icZiB7u2NqLrjJlw
72;62;543;0;331;TCSALLIN;0;0;467;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;3313029200761062191;JekSBPD6;1706095049594470998;-821374147939781494;955011091;17;14286284901393972482;3;GHWe213j4W6rSQZR
72;62;543;0;331;TCSALLIN;0;0;468;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;6625739102202090321;Vn98nJAS;1706095049594599953;-5925253554737822885;782873053;10;11037099607420226043;3;SnHCUihITkirYCom
72;62;543;0;331;TCSALLIN;0;0;469;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;5872762675461953349;tDQhZE5X;1706095049594735387;-1257800987690041047;142043921;8;7711263644144090937;3;ucAGbAugnFguBzP1
72;62;543;0;331;TCSALLIN;0;0;470;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;2854789811157862165;OheqydPc;1706095049594867203;-2757414250593347727;451829176;10;11741511644379370339;2;ED8OrDIHgu9GXimq
72;62;543;0;331;TCSALLIN;0;0;471;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;4787289949784463904;gxHNrpU3;1706095049595001787;8782859851280423475;359830187;5;13781014363149122483;3;vVeXUk4AI0jMkOAs
72;62;543;0;331;TCSALLIN;0;0;472;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;3910430607472121706;pmL05kjI;1706095049595135684;9133794937474793481;778983872;1;12337256383633951967;2;bFenQg4QQjTmuh12
72;62;543;0;331;TCSALLIN;0;0;473;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;11847602114102891140;geksRNWt;1706095049595273789;-959912047688471693;564169381;14;4071631091965396128;3;N0HHcU1WVbX95Gfi
72;62;543;0;331;TCSALLIN;0;0;474;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;3147307990215838002;SkvTjLBb;1706095049595410373;4182540652092937839;193650200;8;16951692906554403002;3;JFeNZsmBKK3zGmyR
72;62;543;0;331;TCSALLIN;0;0;475;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;9143952062089461573;x81w9pqN;1706095049595551048;9121882788579793642;780255171;1;1723149506561123268;3;ZghKKq8ccshuGZKL
72;62;543;0;331;TCSALLIN;0;0;476;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;10299401844498562066;f1D9lgOT;1706095049595692067;7270688635153777190;671031343;2;4914150022839408362;2;FrVRdbaWJ1O1cTcr
72;62;543;0;331;TCSALLIN;0;0;477;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;14112625410035117234;oOiNksZ4;1706095049595840354;3580734665093893686;236162361;5;5216557131502509414;3;MkcWM32G8fo8F8cV
72;62;543;0;331;TCSALLIN;0;0;478;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;17292565955356650258;NYe8VsFN;1706095049595983748;-9076144726093828306;506920201;6;17646652458649247879;2;zRqNKMNLKlB7o5M2
72;62;543;0;331;TCSALLIN;0;0;479;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;17137383978777702198;WBXl9mxk;1706095049596130034;2598937894509818256;927008545;6;15862311321551178556;3;8jrn5md54gA9z2BH
72;62;543;0;331;TCSALLIN;0;0;480;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;738437270332592263;PuIU37p5;1706095049596275095;5140914393380132789;841345320;15;1401303616698387267;1;A195wV5Vuz470CWQ
72;62;543;0;331;TCSALLIN;0;0;481;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;14458357575705314231;SwGIuz93;1706095049596424004;7337154649937939006;646191940;6;1817595248989687723;3;qgsydGNqHO4mpEu2
72;62;543;0;331;TCSALLIN;0;0;482;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1021755991001936311;o7SANN6O;1706095049596572138;-396081629849786016;138846668;7;3331844047252149830;2;vX6ppMCmMa0LnOf4
72;62;543;0;331;TCSALLIN;0;0;483;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1934022810811482570;UJ3jpLwj;1706095049596725942;-7945938793006545357;274114089;11;18083318095618854111;3;Q8aGW5ka4bua6BVi
72;62;543;0;331;TCSALLIN;0;0;484;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;16990070125683500256;WJO5oZB8;1706095049596878393;2341656965896887499;773384389;15;14912395940367206001;2;Wxw8dBeV1etMWjkU
72;62;543;0;331;TCSALLIN;0;0;485;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;17473352938765088232;ql0VCGDC;1706095049597032534;4056174867271900981;648090412;11;2109197421831373455;2;1Qdf67vAKk05eYYR
72;62;543;0;331;TCSALLIN;0;0;486;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;5485258055388660208;2mQgyU2o;1706095049597188098;342403735593460446;767156925;7;454363874467334293;1;v6BkY3T1ZYb8GrRt
72;62;543;0;331;TCSALLIN;0;0;487;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;9710031135753254096;EuJcOccI;1706095049597344589;6475468590964763803;515238894;5;1368017522473538858;1;NsuHVchYz8ZispXA
72;62;543;0;331;TCSALLIN;0;0;488;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;2712413526030409271;avEH3DI7;1706095049597506812;-1824839459462524084;366139516;15;15583749450520606514;1;3F0QS8yNwvHmV5xT
72;62;543;0;331;TCSALLIN;0;0;489;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;5561708281641363767;C0;4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO;szr;2271801785;1;3610844124;7;13962748053913999882;CoPimlUa;1706095049597669456;-6020637297842637034;521966104;6;15077547723456737508;3;BeVAl5j4lerBNPqN
72;62;543;0;331;TCSALLIN;0;0;490;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;2857591527157786868;1i9jMYMG;1706095049597834838;7019126885747300049;451829176;5;2817520675744571496;1;90srRXbGOJhxL0fQ
72;62;543;0;331;TCSALLIN;0;0;491;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;6047325659411536118;Nba6ay24;1706095049597996548;4406322586983850577;361376530;11;18283732949305653714;1;Lru5tHUTPqEPZpLC
72;62;543;0;331;TCSALLIN;0;0;492;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1369153280929992983;JrnUSprq;1706095049598158834;-7552258735899362681;583228200;10;15699585024006210706;3;kwhn9ZDHFdf8v4aV
72;62;543;0;331;TCSALLIN;0;0;493;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;4283416625156725389;3bfzAPLZ;1706095049598323213;-7507399836790135870;132552347;8;16727902183776239939;1;W2dtZTPDL4LiM5Q2
72;62;543;0;331;TCSALLIN;0;0;494;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;6768575589585545426;lZ7WZ89D;1706095049598487823;6786660760803591041;579919728;11;12377689468647051062;2;JNn8lPmSzYuXLdfE
72;62;543;0;331;TCSALLIN;0;0;495;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;16403035307855709935;4mNz50hd;1706095049598656265;3881428486387513170;355525551;5;17295592062273841987;1;1crn8OYs2ennB2VC
72;62;543;0;331;TCSALLIN;0;0;496;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;9645536325044303110;n9tka1BX;1706095049598839651;2497064038918867533;20640451;4;1695633808942740137;3;ekGZksUNf9XQhrf5
72;62;543;0;331;TCSALLIN;0;0;497;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;13591859895925755072;zZ;f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb;9UD;2141840673;1;965100886;7;6708645281884947193;N2Otro4S;1706095049599010625;3512787253595612356;231362315;4;4280898396716424543;1;dvwzWHvKejK8An6V
72;62;543;0;331;TCSALLIN;0;0;498;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;9838652477924435565;a6Aj065b;1706095049599182208;-493243842452405860;906768783;11;6991117716491952720;2;23ErhwzikNfk46O9
72;62;543;0;331;TCSALLIN;0;0;499;;;K2CDWTCSALLIN;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;7088530229682007941;BovL6HfM;1706095049599354374;6669094931774083737;225699642;4;80918750872850462;2;rl4jcyr12zSCjZ6o
72;62;543;0;331;TCSALLIN;0;0;500;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;0;uj;GLPdGOYNx4zBgbDC1wtRx1klDjOwrSsQRUf21VfGqhYEczwWHbxAeP1YyJHfDsDGtZgJ7H;kPH;4294967294;0;4294967293;7;3859556150262458945;60PpAa32;1706095049599528101;1339313556128341389;969692305;10;5718578676166050165;2;1xmPDXSbrSxfmKsq
72;62;543;0;331;TCSALLIN;0;0;501;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;843003356571171029;oixkTVvu;1706095049599706023;5782308465382746522;138846668;7;5479117141872075700;2;wkJ3JlRPc1xsRWYj
72;62;543;0;331;TCSALLIN;0;0;502;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;6846768596986126767;sXwp15yO;1706095049599883247;6144083427419896977;857233523;17;16917147745560410935;1;gLFarT9hHXcAmvcE
72;62;543;0;331;TCSALLIN;0;0;503;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;5455352270874049282;G4CjdYnG;1706095049600062387;-8620733802476487393;352622121;5;13608118197030321134;3;AXi3nsJ1qAHM5js2
72;62;543;0;331;TCSALLIN;0;0;504;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;16987285914694494982;jiSoTKJt;1706095049600241571;8273380732835476923;618823017;1;11102591397684639085;1;VlV3nIdsgIWqTwga
72;62;543;0;331;TCSALLIN;0;0;505;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;5901741294151506189;9JZSpBh9;1706095049600422784;7413469433067801790;910422888;9;12748679911787611072;2;rlMNzLe7AJdYUeT7
72;62;543;0;331;TCSALLIN;0;0;506;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;2538748864326274866;LLBlKoPc;1706095049600604263;-7638926602841539587;225511348;9;2865559391673253994;3;UBVC9tFRTrEIbk6E
72;62;543;0;331;TCSALLIN;0;0;507;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;10260138348301305438;j89FXngw;1706095049600790543;434427601942216799;564169381;2;3586841786680746306;3;7tIR0uJAT12zYh8s
72;62;543;0;331;TCSALLIN;0;0;508;;;K2CDWTCSALLIN;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;15192837420982288971;FwkuDkYh;1706095049600973477;-4630231727989753482;32654720;2;8258011961524924948;1;nZYjnHYm4i7qaVwE
72;62;543;0;331;TCSALLIN;0;0;509;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;7318977987599723259;8bbqzYSR;1706095049601158092;4919174747320791309;519103305;11;12369622127884661565;1;ISqR1FhmEHOh0ang
72;62;543;0;331;TCSALLIN;0;0;510;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;6772849408431938810;fXsjum90;1706095049601343772;-6329892016368571924;255231752;9;15445360539307055021;1;K9kTV2PZJ86ASXb2
72;62;543;0;331;TCSALLIN;0;0;511;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;6312219119316071172;jVQ1TD9Y;1706095049601531293;835047274465815616;315494969;2;2932633962024146322;1;sXvkKxehFh1zoRi1
72;62;543;0;331;TCSALLIN;0;0;512;;;K2CDWTCSALLIN;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1576690417032079277;sROkbNkP;1706095049601728466;1058611129973435645;255231752;14;9264081410540508059;1;OJUYTAjFdwSrYCqY
72;62;543;0;331;TCSALLIN;0;0;513;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;16901076057743536364;mzg94KII;1706095049601918931;-4071692376821124314;912775729;2;6237446742090701549;2;8ORVhIlZaEJrIqnb
72;62;543;0;331;TCSALLIN;0;0;514;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;136383756536745750;sr;bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG;MV2;860359950;0;4513943;7;10182472476663419078;VjhT1APZ;1706095049602108776;4868897397579259388;678028550;2;3144850019399314356;2;yKofQseFh1haGV53
72;62;543;0;331;TCSALLIN;0;0;515;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;4750229956990587773;ChgR3tdo;1706095049602300864;-8495012880865456759;235516096;8;12093107522732259770;2;KFY17lLRHURigMeI
72;62;543;0;331;TCSALLIN;0;0;516;;;K2CDWTCSALLIN;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;12504980915113277723;HLXTOl9W;1706095049602495296;-6212902043836770708;968476971;15;11091888750226879419;2;2NFNWBzcJg80nFj8
72;62;543;0;331;TCSALLIN;0;0;517;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;8589430419296323044;Q2m3Tb38;1706095049602691380;-985140631483005322;653494834;99;5092991993345101635;3;sJJ429GMdfgducil
72;62;543;0;331;TCSALLIN;0;0;518;;;K2CDWTCSALLIN;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;10818116351374087053;Q7NZKGN3;1706095049602893909;2446377082975712475;586141911;5;8722832334520764907;1;VLwBfBV2hoPHgnEn
72;62;543;0;331;TCSALLIN;0;0;519;;;K2CDWTCSALLIN;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;12492062738783548460;OBSceqqW;1706095049603093081;4917719788919221460;993224417;5;4349265858053910841;1;PZRDfk0mJyYuyRfP
72;62;543;0;331;TCSALLIN;0;0;520;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;13828859915025084293;axoNeyI3;1706095049603292849;-7539224941409824060;317605844;1;9317375111386754928;1;SFhuyjlWppImSbBI
72;62;543;0;331;TCSALLIN;0;0;521;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;10740668731641806101;26WVYqus;1706095049603494769;-7912986960315694392;213087042;9;10541762280352095938;3;w3n1VrNlTJFAF8hP
72;62;543;0;331;TCSALLIN;0;0;522;;;K2CDWTCSALLIN;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;867548603317656341;tcJqoz4t;1706095049603700727;-7953457760384835331;75493707;8;9841832708414343526;2;afhtsU8Y9ZFUmGIz
72;62;543;0;331;TCSALLIN;0;0;523;;;K2CDWTCSALLIN;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;15863067986681579985;RzX6Uo3T;1706095049603905211;7426748813917078042;142043921;6;8265040874878006560;1;xGRI1ld63MwfxntF
72;62;543;0;331;TCSALLIN;0;0;524;;;K2CDWTCSALLIN;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;11914990480461131993;e67tMBB3;1706095049604110764;-3238045463209906606;882027164;15;17314098588815451302;2;NIPFyLimQTHeZQIj
72;62;543;0;331;TCSALLIN;0;0;525;;;K2CDWTCSALLIN;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;4844860232828994641;IkzgKEgF;1706095049604315807;-2931154133428486122;581937651;8;6972262309969612080;2;G8pNoVLc2MmFg9wF
72;62;543;0;331;TCSALLIN;0;0;526;;;K2CDWTCSALLIN;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;13886927094694773177;ZaIlgspc;1706095049604523206;-7413255076517948885;53738436;6;9175638853023968207;2;09qT8BlWngCVEUxg
