msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;orderID;orderPriority;symbolIndex;displayedQty;sequenceTime;orderQualifiers;regulatorDisplayedQuantity 
92;82;12012;0;331;2BLKPTOL;6;0;375;1707914901592895744;10967905135619224274;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914901592895744;10967905135619224274;10;1;5;6;1706095058342514895;15;671642325122720983;9207735580130437518;5545590648987233830;24832667;12769554759501001821;1706095058342524088;0;8815362481070579708
92;82;12012;0;331;2BLKPTOL;7;0;14;1707914901002590208;6392970409492639468;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;1707914901002590208;6392970409492639468;20;3;0;21;1706095058288679544;8;15202516022692302937;8003284155118102938;9086669505676187076;927008545;11047114731726345302;1706095058288688625;0;11667340580186808851
92;82;12012;0;331;2BLKPTOL;7;0;15;1707914901005188352;6195468403113145567;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1707914901005188352;6195468403113145567;4;1;7;13;1706095058288968849;11;11938793193470997902;537561450475344676;5707363359412645238;870348840;398671403120011846;1706095058288977800;3;17488225614120314983
92;82;12012;0;331;2BLKPTOL;7;0;16;1707914901020406784;7004494666279369260;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;1707914901020406784;7004494666279369260;17;7;2;5;1706095058291044894;10;2493921786150123948;6792659890970048007;3075713648749041954;509093810;1763050187403785401;1706095058291054070;6;11036505572945386957
92;82;12012;0;331;2BLKPTOL;7;0;17;1707914901026809088;1586548606939510301;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914901026809088;1586548606939510301;6;7;6;11;1706095058292161256;11;7035906929027774988;14785088548863272016;10272604716430218205;765519849;9675712345820373508;1706095058292170011;2;1888578721098964495
92;82;12012;0;331;2BLKPTOL;7;0;18;1707914901027594240;3613697086559724885;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914901027594240;3613697086559724885;13;7;0;13;1706095058292310125;11;12123229135662115557;4006786810704953584;6838353503488861467;120173096;9209851076947569188;1706095058292318932;4;14540084943907735165
92;82;12012;0;331;2BLKPTOL;7;0;19;1707914901035592960;13161359021363239976;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914901035592960;13161359021363239976;2;5;7;4;1706095058293758665;11;7419164659909144642;3943540544443468953;1673569073475694546;453799485;9355767179229382748;1706095058293767660;4;9631900994505900955
92;82;12012;0;331;2BLKPTOL;7;0;20;1707914901041251840;16874945217693138838;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914901041251840;16874945217693138838;6;7;4;8;1706095058295002718;4;1351193078487030767;4852271878504497867;1538110948367130418;618823017;14529333431191553905;1706095058295011600;1;4019148152131012263
92;82;12012;0;331;2BLKPTOL;7;0;21;1707914901049473536;4993180806604606352;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;1707914901049473536;4993180806604606352;14;1;7;24;1706095058296945513;15;18384196752065370310;3496471512271766883;2264570344807890121;586141911;5222770383115334704;1706095058296954200;1;13219045336963730609
92;82;12012;0;331;2BLKPTOL;7;0;22;1707914901054121984;4544891681988361103;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914901054121984;4544891681988361103;16;5;2;19;1706095058297990019;6;7862802619384504039;16215667848433291765;9050153819796204438;653494834;9532870493123611860;1706095058297998961;5;16821151842248536587
92;82;12012;0;331;2BLKPTOL;7;0;23;1707914901057372672;12432759198107362845;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914901057372672;12432759198107362845;19;5;5;15;1706095058298864893;1;17861001039994824967;16383251398132991175;14391918214435710876;733634346;11015085376606164541;1706095058298873560;1;7532944549969637721
92;82;12012;0;331;2BLKPTOL;7;0;24;1707914901070096384;5506977412326918252;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914901070096384;5506977412326918252;11;5;5;19;1706095058302718243;5;8531117631662966265;10447926475618846203;11235104160780241121;955146857;16406194129353701621;1706095058302727339;2;9171931215052294251
92;82;12012;0;331;2BLKPTOL;7;0;25;1707914901073268992;2342864165382399505;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1707914901073268992;2342864165382399505;4;1;2;22;1706095058303759014;9;9390261315739211809;3739892718654177263;17793650882943545948;610827639;3662750383911886505;1706095058303767939;0;2753915366927595359
92;82;12012;0;331;2BLKPTOL;7;0;26;1707914901085155840;604245213294325051;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914901085155840;604245213294325051;21;3;4;0;1706095058307995575;4;12935884554248244373;8341281938407415438;15817375866241911789;780255171;8938492616615243771;1706095058308004564;4;15512619925160502481
92;82;12012;0;331;2BLKPTOL;7;0;27;1707914901085947136;16761097317405988466;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914901085947136;16761097317405988466;11;1;0;19;1706095058308289654;5;1766458277596002280;2937198621918545796;14870896392179056487;762062763;11640529369323762775;1706095058308298540;5;4841831611653972871
92;82;12012;0;331;2BLKPTOL;7;0;28;1707914901096280320;5564033582685745990;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914901096280320;5564033582685745990;6;8;6;0;1706095058311689971;17;4283066296822667127;230105611828727603;18350211722948559298;273258314;8439532281120562581;1706095058311702577;1;6716409975409869745
92;82;12012;0;331;2BLKPTOL;7;0;276;1707914901282062080;16247758772952340780;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901282062080;16247758772952340780;11;5;2;11;1706095058316046630;5;6200351430598237169;3765509458766172261;18227643430955202124;179056924;4772076509951588197;1706095058316055624;1;8297556769318192106
92;82;12012;0;331;2BLKPTOL;7;0;277;1707914901292777472;2626110819898720531;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914901292777472;2626110819898720531;21;3;5;8;1706095058320743545;1;14267936135003566810;10440419788070529636;16658994897268523868;636453490;3885974024668928280;1706095058320752504;5;3542987043037125460
92;82;12012;0;331;2BLKPTOL;7;0;278;1707914901295984128;5280107243953034153;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901295984128;5280107243953034153;3;3;7;17;1706095058322259745;5;3388385257977675424;85054550348552389;418129516516599248;579919728;13141020920099560682;1706095058322268814;4;8050742964218620355
92;82;12012;0;331;2BLKPTOL;7;0;279;1707914901314325504;5544245813917497773;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901314325504;5544245813917497773;5;1;3;16;1706095058331595712;99;10934310748195225348;6289081336450411818;9082239294342486663;376270613;6724608866427530004;1706095058331604749;1;3702017042794818535
92;82;12012;0;331;2BLKPTOL;7;0;339;1707914901596928000;2020939597511670670;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914901596928000;2020939597511670670;3;8;3;24;1706095058344953741;9;1496748325524129601;17365544326504874482;6441347109443857286;40139414;10550710421700951067;1706095058344962505;2;8391860573875263188
92;82;12012;0;331;2BLKPTOL;8;0;33;1707914901007967744;13808020532008284560;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914901007967744;13808020532008284560;7;3;6;7;1706095058289271991;4;9905074393688989270;9033231629739012678;7435720032326057576;45567501;8652462804416143886;1706095058289280919;6;2585296811738637529
92;82;12012;0;331;2BLKPTOL;8;0;34;1707914901011546368;2259880250085723950;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901011546368;2259880250085723950;15;4;3;8;1706095058289703478;15;2692901645913538959;1504794223365461916;362191617267788236;125257059;6873590014789312473;1706095058289713100;4;3955838934284387557
92;82;12012;0;331;2BLKPTOL;8;0;35;1707914901024408320;11348250292881135418;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914901024408320;11348250292881135418;22;5;6;22;1706095058291728236;2;8974381323277919908;6044675923443811396;13907151321438543201;648090412;7563813840040532443;1706095058291736799;0;4082036668228140245
92;82;12012;0;331;2BLKPTOL;8;0;36;1707914901081179648;6383832433792892683;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914901081179648;6383832433792892683;21;5;7;19;1706095058306515398;17;9061015045313901733;10901551939028292160;17225998016521007651;641357936;12861697691794462023;1706095058306524101;1;14598863226496885931
92;82;12012;0;331;2BLKPTOL;8;0;37;1707914901091332608;7091357537934763069;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914901091332608;7091357537934763069;2;7;6;4;1706095058309806374;17;1277903553817991783;6229677135151634492;16359857556925298315;317605844;1944143871720461271;1706095058309815288;4;10837908254975637638
92;82;12012;0;331;2BLKPTOL;8;0;38;1707914901097089024;1056124574600858018;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914901097089024;1056124574600858018;11;4;5;12;1706095058312014757;4;2854885269341372592;9311477643262811386;1230132780470662295;471710007;4818138152576730918;1706095058312023646;1;15955396277943529903
92;82;12012;0;331;2BLKPTOL;8;0;184;1707914901275525888;17442954747547283762;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914901275525888;17442954747547283762;2;3;5;17;1706095058313322779;5;8421975200740378017;8562205469876095915;10059334100788205239;880524655;10041617293768658622;1706095058313331892;3;2469907132900230519
92;82;12012;0;331;2BLKPTOL;8;0;185;1707914901280463360;9802211007970764534;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914901280463360;9802211007970764534;22;4;3;2;1706095058315353697;11;11637052972794095498;10752700764368985031;15126180846142036664;142043921;932892569778964663;1706095058315362823;2;6171461820664673457
92;82;12012;0;331;2BLKPTOL;8;0;186;1707914901284498176;14170717459177344675;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;4302214173325118317;zE;ovH7yCj5z6Nu0HcDZwmWxxL8wAhlreNWutsmHlrjUt90r2zkG1NbJJvfUsNg1MD5PIvOkr;nN7;4174597307;0;3774155814;7;1707914901284498176;14170717459177344675;19;3;2;12;1706095058317099288;7;5916500866690772677;17859609875803171077;16972153146343830461;727509241;14565016470477140315;1706095058317108211;3;3011634176629229712
92;82;12012;0;331;2BLKPTOL;8;0;187;1707914901287720192;12377340575078882432;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1707914901287720192;12377340575078882432;13;7;3;15;1706095058318533067;17;10560687620316296922;767979420847627661;6340656651628388675;610827639;17816120731509845022;1706095058318542098;5;8817780986633713799
92;82;12012;0;331;2BLKPTOL;8;0;188;1707914901300800256;2233082142051443127;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914901300800256;2233082142051443127;8;6;1;7;1706095058324582632;17;6575094713802258713;5356137657191541481;4154632837009615878;338352934;4539686744158697491;1706095058324591514;1;17916715142235535745
92;82;12012;0;331;2BLKPTOL;8;0;189;1707914901307976704;12989079349950878212;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914901307976704;12989079349950878212;19;7;0;11;1706095058328230106;8;12066625179445578317;6356661387277593701;10454654009747985711;993224417;18299912649154383193;1706095058328239134;4;9633846287010207864
92;82;12012;0;331;2BLKPTOL;8;0;190;1707914901308778496;8470909698688020642;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4464391562571660486;Ro;8R93JgLqtgUOQf7bYc4l0UTfmVaeZxnvCTxmveY8dOMhc1eZ4Z353awpQ32mgWieFYrObR;1Ft;3991807441;1;4244207925;7;1707914901308778496;8470909698688020642;10;5;6;9;1706095058328642033;11;565167737562997673;13833016786720586554;1302906127156767255;611076622;9676311847874913460;1706095058328650825;3;14332393707898513411
92;82;12012;0;331;2BLKPTOL;8;0;191;1707914901315914240;1422191588940718236;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914901315914240;1422191588940718236;4;1;0;18;1706095058332461854;1;16157609892886790553;9817118059319487647;18184999667974488665;306138594;8906884730909928306;1706095058332470557;5;5059234493983885236
92;82;12012;0;331;2BLKPTOL;8;0;290;1707914901587229952;4648795363617072760;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901587229952;4648795363617072760;1;1;6;9;1706095058339211952;9;12431306736056003598;13799709369425914875;8970766109653993321;359830187;17429825204302152651;1706095058339220722;3;15366902864663433385
92;82;12012;0;331;2BLKPTOL;8;0;291;1707914901588874496;5593682280260914687;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;17178618988375998938;38;VS8shPftpZ3vOp4OfxaA44bBmrNYxGzvsHLaHFRAeI8704noqzjLWkWgDwc09jz6TM4wak;FIj;3092920877;1;171703297;7;1707914901588874496;5593682280260914687;16;6;2;6;1706095058340149336;6;5831200556809155287;12275223699789232122;15930404382930736590;388645711;11471176288762212058;1706095058340158415;3;13742469864846553346
92;82;12012;0;331;2BLKPTOL;8;0;292;1707914901589671424;16161499273404516475;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901589671424;16161499273404516475;12;6;7;7;1706095058340619578;99;9726237574434604906;9165284513912943761;10794033958972620072;840406118;1558344591527845773;1706095058340628440;4;9585299732493848035
92;82;12012;0;331;2BLKPTOL;8;0;293;1707914901595336448;10211135590025602870;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901595336448;10211135590025602870;5;8;4;23;1706095058343966250;1;9407832808621155042;2518837337931765571;17541910495604445783;315863755;9750516511187852512;1706095058343975473;6;2926016664581122968
92;82;12012;0;331;2BLKPTOL;9;0;28;1707914901008946432;14438226839995904457;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914901008946432;14438226839995904457;9;7;6;9;1706095058289374347;7;274603033055701416;9253202706895017754;15864658991188275154;226183924;11112828120383317463;1706095058289383231;6;9914247457248276158
92;82;12012;0;331;2BLKPTOL;9;0;29;1707914901017997312;1933081525930684913;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914901017997312;1933081525930684913;21;4;7;19;1706095058290652788;7;3156037163272140654;8881464365993647082;9660308879626533475;315494969;10386236138295379605;1706095058290661609;2;4758496145273261000
92;82;12012;0;331;2BLKPTOL;9;0;30;1707914901018801152;15924576058341849356;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;1707914901018801152;15924576058341849356;16;6;7;24;1706095058290784824;4;7196439976227660194;11474686563506966426;5564051258132792237;129588308;14695668395595028530;1706095058290793724;5;4222301946584789984
92;82;12012;0;331;2BLKPTOL;9;0;31;1707914901021205504;10327821925452893527;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901021205504;10327821925452893527;23;5;5;3;1706095058291178544;4;12234134834647599325;12412027764998562927;11984909101831504209;315339150;18277394399287802317;1706095058291187365;6;3171059636310299230
92;82;12012;0;331;2BLKPTOL;9;0;32;1707914901030790912;4455665391404785883;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914901030790912;4455665391404785883;11;3;5;11;1706095058292933760;17;12361574341225400080;198185275725042823;11722659020721825364;971929135;2533553153272728121;1706095058292942841;3;8379175709819461480
92;82;12012;0;331;2BLKPTOL;9;0;33;1707914901034656256;14070549618373432591;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;1707914901034656256;14070549618373432591;21;2;5;4;1706095058293587233;14;12946454534690706983;2945755835152465301;3708776876417053906;263580681;11531557372891818405;1706095058293595921;5;11923819429811162133
92;82;12012;0;331;2BLKPTOL;9;0;34;1707914901066915584;13295795367478241457;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901066915584;13295795367478241457;17;2;2;14;1706095058301692296;14;10813862071019612794;6717939938244505529;14434747316764848143;767156925;13477763247313049977;1706095058301706964;2;1863354416634586974
92;82;12012;0;331;2BLKPTOL;9;0;35;1707914901072473088;10519555173803234776;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901072473088;10519555173803234776;22;3;2;15;1706095058303494357;9;13418748637015978912;4699937798592142967;9203368021461654361;213087042;7641190798440486421;1706095058303503463;0;1916693575814469643
92;82;12012;0;331;2BLKPTOL;9;0;36;1707914901076440064;6998102528792631935;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914901076440064;6998102528792631935;15;7;7;21;1706095058304831964;11;4517721419926430979;8238143777114745203;15025240766087019516;785304035;14377133022546594466;1706095058304840794;2;10262441075756533087
92;82;12012;0;331;2BLKPTOL;9;0;37;1707914901077234944;14154895870457859594;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914901077234944;14154895870457859594;22;5;0;12;1706095058305110126;1;7630339909637588386;9895283842564779435;17014022517689325145;630708295;17549720582729864217;1706095058305119281;3;7597042121539640796
92;82;12012;0;331;2BLKPTOL;9;0;38;1707914901082779392;3184518726326730868;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914901082779392;3184518726326730868;3;2;2;7;1706095058307116136;2;5838217819644797655;9512699802013934432;17484768807935570869;225511348;7201651921861767078;1706095058307125057;4;9248583450632414921
92;82;12012;0;331;2BLKPTOL;9;0;39;1707914901092260352;17791831846594058841;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901092260352;17791831846594058841;23;6;1;0;1706095058310114546;9;6899521333397428084;6353436712467023675;6421470094685082931;487911392;12896807202159426744;1706095058310123262;2;16558406404471803364
92;82;12012;0;331;2BLKPTOL;9;0;40;1707914901093067776;2267546429332761188;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707914901093067776;2267546429332761188;18;5;3;0;1706095058310426037;14;14790933086323308195;17694879934638131069;178829104530468409;495012502;3995893436496376808;1706095058310435208;0;17924141904551646915
