msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;bookINTime;symbolIndex;eMM;eventId;orderID;oESessionID;executionWithinFirmShortCode;clientIdentificationShortCode;sequenceTime;orderQualifiers 
92;82;12020;0;331;2ETFPTOL;1;0;321;1707914930086435328;1278196430990033343;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914930086435328;1278196430990033343;17;3;7;8;1706095059492464199;1706095059492466898;941734235;17;1563414638117008358;18269437956189911370;4882212922706832982;-1847641057;-431930676;1706095059492475696;3
92;82;12020;0;331;2ETFPTOL;1;0;322;1707914930094460416;8603680543440456478;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914930094460416;8603680543440456478;20;6;7;3;1706095059496021218;1706095059496023896;138846668;10;8967909986558945716;4544173036833756602;18186955707487747756;1666738376;-819279081;1706095059496032586;2
92;82;12020;0;331;2ETFPTOL;1;0;323;1707914930099296000;1475505037909269772;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;1707914930099296000;1475505037909269772;19;3;2;3;1706095059498283374;1706095059498286002;411542454;2;12179767813371524696;17549238166154443896;11921538786533909989;279828875;1882758543;1706095059498294693;5
92;82;12020;0;331;2ETFPTOL;1;0;324;1707914930103287040;1320605745932467055;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914930103287040;1320605745932467055;3;8;3;15;1706095059500234530;1706095059500237357;773384389;1;3876089706531112026;1397496789200132584;14339862552716077976;-1235820384;439838146;1706095059500246195;5
92;82;12020;0;331;2ETFPTOL;1;0;325;1707914930110409728;4219159645450762100;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914930110409728;4219159645450762100;10;8;0;2;1706095059503462954;1706095059503465702;48267691;4;7911939620103478884;10217988988235509041;7828422950873485504;173001374;-842349575;1706095059503474430;5
92;82;12020;0;331;2ETFPTOL;1;0;326;1707914930377294080;1826551344613103820;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914930377294080;1826551344613103820;17;8;7;8;1706095059511412832;1706095059511415561;645935213;1;16285062809888946999;5400816583086825271;14987587414708566176;-1586678048;559682910;1706095059511424261;0
92;82;12020;0;331;2ETFPTOL;1;0;327;1707914930379705088;8275936927790020349;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;2197614320122933494;FU;vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc;dbq;3442516015;0;758568016;7;1707914930379705088;8275936927790020349;4;6;0;17;1706095059512818201;1706095059512821018;944323497;4;16821704207571702628;3417529008367030368;7924043886745312003;-304826108;1619247182;1706095059512829829;1
92;82;12020;0;331;2ETFPTOL;1;0;328;1707914930383552768;16702657453556877090;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914930383552768;16702657453556877090;2;6;1;5;1706095059514730470;1706095059514733203;687820829;99;385192374006849518;5260357171429439466;14774889306610230691;2144052814;-870138814;1706095059514742095;6
92;82;12020;0;331;2ETFPTOL;1;0;329;1707914930388792064;2769240221150973476;K2CDW2ETFPTOL02;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914930388792064;2769240221150973476;23;6;6;1;1706095059517658996;1706095059517661667;839729658;8;12083198677107182536;2464355195014582179;6505264320568325176;-2017301385;22453116;1706095059517670212;2
92;82;12020;0;331;2ETFPTOL;1;0;330;1707914930404129024;17070655069606549152;K2CDW2ETFPTOL02;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914930404129024;17070655069606549152;19;5;0;1;1706095059527576694;1706095059527579370;583228200;14;5770626749334199940;777431097147233853;13327205474561571652;-412699177;1929300294;1706095059527587976;6
92;82;12020;0;331;2ETFPTOL;1;0;331;1707914930406525696;2949498065245822358;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914930406525696;2949498065245822358;16;2;4;10;1706095059529227046;1706095059529229662;274114089;4;2125561629070113192;12428458025544226246;14917461145605363366;1125585858;1534208737;1706095059529238207;1
92;82;12020;0;331;2ETFPTOL;1;0;332;1707914930412100352;5944761599834924298;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707914930412100352;5944761599834924298;14;7;3;7;1706095059533135008;1706095059533137888;495012502;1;17551567669906266671;5278882881483873032;1407882518884941417;-1600585147;-1694708893;1706095059533146554;4
92;82;12020;0;331;2ETFPTOL;1;0;333;1707914930413690368;3253808703080188864;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914930413690368;3253808703080188864;23;3;1;4;1706095059534288425;1706095059534291103;685651177;14;5113063554469009660;13176108459644764930;16573642404466884872;1542279608;-730812286;1706095059534299625;5
92;82;12020;0;331;2ETFPTOL;2;0;302;1707914930019233280;15731512391493243451;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914930019233280;15731512391493243451;22;8;1;3;1706095059472447053;1706095059472449700;869985226;10;18180984467563790367;16216563875670612179;2814245119183149684;-172753184;-210228308;1706095059472458194;1
92;82;12020;0;331;2ETFPTOL;2;0;303;1707914930036812800;7000190102263826280;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914930036812800;7000190102263826280;21;4;4;17;1706095059475974864;1706095059475977538;487911392;14;15362914516627884575;8140434584004161221;10231573502808078778;-454205607;1183861963;1706095059475985901;0
92;82;12020;0;331;2ETFPTOL;2;0;304;1707914930040002048;2737171952359121380;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914930040002048;2737171952359121380;8;4;4;5;1706095059476740717;1706095059476743449;190979236;7;2956782259488283272;12700886635663444662;8468613799678089177;-2140127186;-815976601;1706095059476752006;5
92;82;12020;0;331;2ETFPTOL;2;0;305;1707914930051937024;3006273475797883561;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914930051937024;3006273475797883561;15;1;1;20;1706095059479989721;1706095059479992505;897061568;5;11584003135303782301;654687457335216166;201927077933659755;-736422052;-1728463402;1706095059480001233;6
92;82;12020;0;331;2ETFPTOL;2;0;306;1707914930067957248;15560942406933671611;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914930067957248;15560942406933671611;19;5;6;20;1706095059485204499;1706095059485207232;876746933;6;17914982334657522758;15290349573128533570;14755149379316501949;-1593604347;1799375044;1706095059485215700;6
92;82;12020;0;331;2ETFPTOL;2;0;307;1707914930074397440;4935043086168676882;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914930074397440;4935043086168676882;1;1;7;20;1706095059487566488;1706095059487569142;958873221;11;14401847864395208510;13290937699017361263;14978980600992092782;-1362379658;-346437491;1706095059487577721;0
92;82;12020;0;331;2ETFPTOL;2;0;308;1707914930079213568;7564482776938786725;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914930079213568;7564482776938786725;16;5;7;14;1706095059489467762;1706095059489470524;588523366;4;17328599571371071185;12084511330094035957;7969015995715239363;1238784663;-613770103;1706095059489479263;4
92;82;12020;0;331;2ETFPTOL;2;0;309;1707914930096898048;6345255033385421113;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914930096898048;6345255033385421113;21;7;1;15;1706095059497140683;1706095059497143403;359830187;7;5575117648197784991;15464155000266825011;3578705760540168426;-1390333580;-723716266;1706095059497152055;5
92;82;12020;0;331;2ETFPTOL;2;0;310;1707914930097689088;6161998521545411541;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914930097689088;6161998521545411541;7;8;5;24;1706095059497522113;1706095059497524957;393921509;15;15916049855702536301;16910628736839420421;14579274580139009137;635568590;1104658529;1706095059497533716;4
92;82;12020;0;331;2ETFPTOL;2;0;311;1707914930102484992;17866794235428681804;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707914930102484992;17866794235428681804;16;4;5;20;1706095059499838251;1706095059499841063;273371376;2;14087887185834066697;11478498284963198021;970343320905253491;-1327876420;-711835867;1706095059499849749;2
92;82;12020;0;331;2ETFPTOL;2;0;312;1707914930106461952;15495115618044632114;K2CDW2ETFPTOL03;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914930106461952;15495115618044632114;10;2;5;21;1706095059501823095;1706095059501825742;293632506;8;12170502341274785732;9148711729263317262;14148709701489749638;-361230520;83293484;1706095059501834487;0
92;82;12020;0;331;2ETFPTOL;2;0;313;1707914930112921856;8184260548636837517;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914930112921856;8184260548636837517;3;5;1;5;1706095059504303882;1706095059504306557;125257059;11;9158118651512654230;7270418528708219714;7067028392162460811;-397201950;90728690;1706095059504315170;0
92;82;12020;0;331;2ETFPTOL;2;0;314;1707914930371642624;13107236857131336990;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707914930371642624;13107236857131336990;8;5;3;16;1706095059508221197;1706095059508223914;361807266;4;12587570674267263494;12787308398028178911;15058543512596634311;-315822422;43074518;1706095059508232542;1
92;82;12020;0;331;2ETFPTOL;2;0;315;1707914930373259008;4063317363814454969;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914930373259008;4063317363814454969;23;1;5;16;1706095059509121346;1706095059509124039;743125215;9;7599233413921500390;4844724362926549402;8769773488918353534;-1616753630;-2084230288;1706095059509132644;2
92;82;12020;0;331;2ETFPTOL;2;0;316;1707914930392888064;1696649921887365252;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914930392888064;1696649921887365252;10;8;5;0;1706095059520186983;1706095059520189740;41437899;15;10617610738727055261;15689012633438079377;9680416868244398110;1714668917;-1499393578;1706095059520198360;1
92;82;12020;0;331;2ETFPTOL;2;0;317;1707914930393716480;11262601477536198912;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914930393716480;11262601477536198912;5;5;1;23;1706095059520692022;1706095059520698260;355525551;15;15545050285107345202;16854022262397346796;6995106281493598232;-1871431613;1771143297;1706095059520707140;6
92;82;12020;0;331;2ETFPTOL;2;0;318;1707914930407320320;16231517788987557403;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914930407320320;16231517788987557403;13;1;3;8;1706095059529764107;1706095059529766903;162618251;15;18139296039375138642;14595563183006869012;5937779590340546429;-887486198;1726336655;1706095059529775706;3
92;82;12020;0;331;2ETFPTOL;2;0;319;1707914930409704960;16032586715949210485;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;4240817722133414201;Nc;91pf1G46L40DH4FhwbvXCFMAYShrmIw1KOUdBoXoJHtBX0dl773nO5JvjMbbIFVd6JeBFc;b49;2686139131;0;2331932517;7;1707914930409704960;16032586715949210485;21;6;3;17;1706095059531434496;1706095059531437354;766266667;8;8146825393094061949;8435072783809134281;10985500494099154629;-1377167711;-1590904271;1706095059531446192;3
92;82;12020;0;331;2ETFPTOL;2;0;320;1707914930416081664;13921360449268535937;K2CDW2ETFPTOL03;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;1707914930416081664;13921360449268535937;13;7;6;12;1706095059536029792;1706095059536032412;657517808;9;14056463577506040316;8540294729239952116;16541987053927655931;-384667678;949700719;1706095059536040948;2
92;82;12020;0;331;2ETFPTOL;3;0;307;1707914930004811520;129717768900581585;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914930004811520;129717768900581585;21;5;1;23;1706095059470927952;1706095059470930643;162618251;2;5562982358788332923;6152497891467773802;11413935097583353243;7669010;-1894574092;1706095059470939546;5
92;82;12020;0;331;2ETFPTOL;3;0;308;1707914930011598336;1524521774375011746;K2CDW2ETFPTOL04;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914930011598336;1524521774375011746;3;2;7;20;1706095059471346876;1706095059471349484;946518645;1;10311298858474063949;7538211203132171310;12940819879752217419;-965974761;862365896;1706095059471358479;3
92;82;12020;0;331;2ETFPTOL;3;0;309;1707914930012425728;13510926787339708052;K2CDW2ETFPTOL04;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930012425728;13510926787339708052;10;5;0;0;1706095059471458416;1706095059471461237;782873053;4;14568810475354547148;5713118754758742983;9280465086814027955;1838505045;-49904896;1706095059471470053;1
92;82;12020;0;331;2ETFPTOL;3;0;310;1707914930014852096;4227430948415563158;K2CDW2ETFPTOL04;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914930014852096;4227430948415563158;19;8;1;22;1706095059471812787;1706095059471815421;687820829;14;5512240516293159237;13809902673538024849;14787865088667754573;23724351;-1212940544;1706095059471824241;2
92;82;12020;0;331;2ETFPTOL;3;0;311;1707914930018428416;10407892945178859688;K2CDW2ETFPTOL04;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914930018428416;10407892945178859688;1;5;3;9;1706095059472310539;1706095059472313081;149423575;5;17204162758370406811;9397223554840529157;8128727326483891632;-697993703;788197052;1706095059472321604;4
92;82;12020;0;331;2ETFPTOL;3;0;312;1707914930023246336;8290842495600189469;K2CDW2ETFPTOL04;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914930023246336;8290842495600189469;4;7;5;4;1706095059473141754;1706095059473144408;882027164;2;16732699497338118938;14518177932918389673;2239440731462162908;260283484;-660328588;1706095059473153099;1
92;82;12020;0;331;2ETFPTOL;3;0;313;1707914930030429440;777088575529531632;K2CDW2ETFPTOL04;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914930030429440;777088575529531632;2;4;0;21;1706095059474542126;1706095059474544851;281877941;99;468342073418430708;4254282995641962912;1654510235328848926;938678528;1632519547;1706095059474553533;0
92;82;12020;0;331;2ETFPTOL;3;0;314;1707914930033640448;12460953500516070910;K2CDW2ETFPTOL04;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914930033640448;12460953500516070910;21;7;0;20;1706095059475230467;1706095059475233142;880524655;2;7363601750087136625;9075270526826934750;868026359055553990;-1895819530;2083718459;1706095059475241802;6
92;82;12020;0;331;2ETFPTOL;3;0;315;1707914930059934208;13294589743013980502;K2CDW2ETFPTOL04;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914930059934208;13294589743013980502;17;5;0;12;1706095059482461780;1706095059482464451;515238894;17;12057466043179091369;15881850517928279238;524331988855048238;-2043823921;1083517083;1706095059482473353;3
92;82;12020;0;331;2ETFPTOL;3;0;316;1707914930062330112;5539164119635203637;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914930062330112;5539164119635203637;7;3;6;19;1706095059483253859;1706095059483256593;784339346;15;18392072037980553437;8609381063480122357;352347333557037634;-1759134346;1432025747;1706095059483265443;0
92;82;12020;0;331;2ETFPTOL;3;0;317;1707914930066341888;15330664451322746925;K2CDW2ETFPTOL04;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914930066341888;15330664451322746925;13;6;1;20;1706095059484623577;1706095059484626359;722112170;17;9212108295137562543;2243001842294267080;13941552166616476429;1943771105;299601787;1706095059484635065;2
92;82;12020;0;331;2ETFPTOL;3;0;318;1707914930067149312;11168973290473621878;K2CDW2ETFPTOL04;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914930067149312;11168973290473621878;14;1;2;20;1706095059484918687;1706095059484921393;225699642;99;10561671454170147700;3990273483976044947;17306734742038360590;-580379388;-676441297;1706095059484930786;1
92;82;12020;0;331;2ETFPTOL;3;0;319;1707914930069526016;16520679261607412100;K2CDW2ETFPTOL04;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914930069526016;16520679261607412100;12;6;0;13;1706095059485783141;1706095059485785814;526725252;14;14976810348166584912;16172887760940613321;1875104395374067854;-654420498;-466612039;1706095059485794544;3
92;82;12020;0;331;2ETFPTOL;3;0;320;1707914930083194880;17895089501874938587;K2CDW2ETFPTOL04;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914930083194880;17895089501874938587;13;8;1;11;1706095059491111481;1706095059491114315;993224417;2;2677675208763296133;596875047113981466;9283288449039976173;-1260885515;1965884382;1706095059491123164;0
92;82;12020;0;331;2ETFPTOL;3;0;321;1707914930100894720;14728280786258994848;K2CDW2ETFPTOL04;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914930100894720;14728280786258994848;16;3;2;7;1706095059499057354;1706095059499060020;587677045;17;2897219066428673552;7768924863883131130;6948001648990269297;-1192798800;-142974674;1706095059499068692;6
92;82;12020;0;331;2ETFPTOL;3;0;322;1707914930389584384;4134679387504552996;K2CDW2ETFPTOL04;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914930389584384;4134679387504552996;23;7;3;23;1706095059518161287;1706095059518163938;487911392;17;14154956572476909602;14131159667980391125;1716804026459164041;1773547681;30180077;1706095059518172520;6
92;82;12020;0;331;2ETFPTOL;3;0;323;1707914930396161024;15058137049713009442;K2CDW2ETFPTOL04;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914930396161024;15058137049713009442;2;8;4;0;1706095059522241680;1706095059522244412;966477508;99;11410529647907177475;16659753686261007904;15771495988809240998;2078701536;-830143383;1706095059522253149;3
92;82;12020;0;331;2ETFPTOL;3;0;324;1707914930400943872;6859810613527433304;K2CDW2ETFPTOL04;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707914930400943872;6859810613527433304;4;6;3;19;1706095059525413250;1706095059525415994;273371376;6;12388796206546249456;11631641732631555331;12213892849053604239;1314106648;542017138;1706095059525424759;2
92;82;12020;0;331;2ETFPTOL;3;0;325;1707914930402533376;31725597429308205;K2CDW2ETFPTOL04;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914930402533376;31725597429308205;10;7;5;0;1706095059526489660;1706095059526492387;571771961;8;16574731162475124554;3690071032208400332;9300527113950387263;-2126358438;382740354;1706095059526501142;6
