msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;sequenceTime;bookInTime;symbolIndex;eMM;totalAffectedOrders;eventId 
59;49;12253;0;331;2ETFFORD;1;0;8;1707914910020954112;6926875968368653555;K2CDW2ETFFORD02;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914910020954112;6926875968368653555;1706095069199939707;1706095069199942305;213949604;2;-1634250933;15989895343586925129
59;49;12253;0;331;2ETFFORD;1;0;9;1707914910026404864;12872644801611539388;K2CDW2ETFFORD02;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914910026404864;12872644801611539388;1706095069200746295;1706095069200749049;315339150;99;171955343;6960883762686066176
59;49;12253;0;331;2ETFFORD;1;0;10;1707914910038926080;12691683100636154544;K2CDW2ETFFORD02;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914910038926080;12691683100636154544;1706095069202875908;1706095069202878711;876746933;10;1982380555;638341391140182618
59;49;12253;0;331;2ETFFORD;1;0;11;1707914910064705792;9634203307840409719;K2CDW2ETFFORD02;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914910064705792;9634203307840409719;1706095069208775108;1706095069208777836;526725252;6;-426965757;14585461426937804727
59;49;12253;0;331;2ETFFORD;1;0;12;1707914910073307136;3350085847041503767;K2CDW2ETFFORD02;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914910073307136;3350085847041503767;1706095069211165637;1706095069211168253;662272845;1;719260364;12731349282108053612
59;49;12253;0;331;2ETFFORD;1;0;13;1707914910077225984;6743504490217056226;K2CDW2ETFFORD02;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914910077225984;6743504490217056226;1706095069212322086;1706095069212324819;274114089;10;1197718085;13037227757147936445
59;49;12253;0;331;2ETFFORD;1;0;14;1707914910078009856;407843120275069237;K2CDW2ETFFORD02;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914910078009856;407843120275069237;1706095069212557403;1706095069212560046;897061568;9;-650261667;761677386821478007
59;49;12253;0;331;2ETFFORD;1;0;15;1707914910081944320;11157119963964737700;K2CDW2ETFFORD02;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914910081944320;11157119963964737700;1706095069213769924;1706095069213772624;768715101;14;1459366713;5568476932715630436
59;49;12253;0;331;2ETFFORD;1;0;16;1707914910084288768;14345268382210157886;K2CDW2ETFFORD02;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914910084288768;14345268382210157886;1706095069214516173;1706095069214518853;955146857;9;-395374013;10906186575644832662
59;49;12253;0;331;2ETFFORD;1;0;17;1707914910089730816;263423988589091872;K2CDW2ETFFORD02;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914910089730816;263423988589091872;1706095069216322750;1706095069216325341;971929135;14;-1464816408;4427586255644971123
59;49;12253;0;331;2ETFFORD;1;0;18;1707914910092058112;17478796047966655148;K2CDW2ETFFORD02;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914910092058112;17478796047966655148;1706095069217130414;1706095069217132920;841345320;2;-30173752;17126784730733638003
59;49;12253;0;331;2ETFFORD;1;0;19;1707914910102975744;15660632685836317086;K2CDW2ETFFORD02;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914910102975744;15660632685836317086;1706095069221076802;1706095069221079444;142043921;7;205469545;5967828454064750761
59;49;12253;0;331;2ETFFORD;1;0;20;1707914910118509312;2445004581896257770;K2CDW2ETFFORD02;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914910118509312;2445004581896257770;1706095069227373117;1706095069227375982;897061568;1;-1260599194;8766020317666060992
59;49;12253;0;331;2ETFFORD;1;0;21;1707914910121603584;6554876327799551851;K2CDW2ETFFORD02;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1707914910121603584;6554876327799551851;1706095069228711826;1706095069228714562;870348840;9;-476680096;5825353902127704866
59;49;12253;0;331;2ETFFORD;1;0;22;1707914910134032896;14908857881368110283;K2CDW2ETFFORD02;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;1707914910134032896;14908857881368110283;1706095069234315886;1706095069234318504;361376530;9;-1060102659;11011911139634697087
59;49;12253;0;331;2ETFFORD;1;0;23;1707914910146445312;3166042116530166240;K2CDW2ETFFORD02;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914910146445312;3166042116530166240;1706095069240395156;1706095069240397993;14113038;6;-1037878527;9686189343507396822
59;49;12253;0;331;2ETFFORD;2;0;6;1707914910015495936;1854267112030204525;K2CDW2ETFFORD03;EXGM;DSS_CDW_test;7;7;7;8695965697730502662;dW;YOhJY9QsMyy7kB0oDnWSP4wzHU6mY2lBGgr5xNESnl0A58iBpZmbFbk23YtnKFzQYZGuON;RgQ;574056598;0;1464455073;7;1707914910015495936;1854267112030204525;1706095069199221980;1706095069199224649;659932215;10;-1305001686;6554584619141429933
59;49;12253;0;331;2ETFFORD;2;0;7;1707914910032669440;3648391986805618370;K2CDW2ETFFORD03;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914910032669440;3648391986805618370;1706095069201754841;1706095069201757423;840406118;6;1133723673;5510240847682127675
59;49;12253;0;331;2ETFFORD;2;0;8;1707914910045159168;17530740898981977712;K2CDW2ETFFORD03;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914910045159168;17530740898981977712;1706095069204114476;1706095069204117123;137559582;7;-1799628576;14620536041359415453
59;49;12253;0;331;2ETFFORD;2;0;9;1707914910047508736;14561539813412550534;K2CDW2ETFFORD03;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914910047508736;14561539813412550534;1706095069204607550;1706095069204610192;225511348;14;1972404835;2781935982607079334
59;49;12253;0;331;2ETFFORD;2;0;10;1707914910059261696;16434060327693006815;K2CDW2ETFFORD03;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914910059261696;16434060327693006815;1706095069207362806;1706095069207365442;743125215;14;-1926863611;13091070684877022968
59;49;12253;0;331;2ETFFORD;2;0;11;1707914910063923712;9721811815701895657;K2CDW2ETFFORD03;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914910063923712;9721811815701895657;1706095069208567173;1706095069208569772;372840;15;1143904835;18237537118671510975
59;49;12253;0;331;2ETFFORD;2;0;12;1707914910071747840;16492531525647997238;K2CDW2ETFFORD03;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914910071747840;16492531525647997238;1706095069210715602;1706095069210718403;896742034;15;-1364526886;6255578356590059481
59;49;12253;0;331;2ETFFORD;2;0;13;1707914910079581696;1231569136696563417;K2CDW2ETFFORD03;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914910079581696;1231569136696563417;1706095069213039018;1706095069213041804;255231752;15;-425630075;3175444008935204567
59;49;12253;0;331;2ETFFORD;2;0;14;1707914910080371712;16500518597639815364;K2CDW2ETFFORD03;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914910080371712;16500518597639815364;1706095069213280663;1706095069213283312;586880250;11;1379108257;15157228716582599890
59;49;12253;0;331;2ETFFORD;2;0;15;1707914910093601536;13835814770089236688;K2CDW2ETFFORD03;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914910093601536;13835814770089236688;1706095069217671710;1706095069217674494;453799485;2;-196564959;8359746959399712272
59;49;12253;0;331;2ETFFORD;2;0;16;1707914910095162112;5001944682950643549;K2CDW2ETFFORD03;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914910095162112;5001944682950643549;1706095069218221952;1706095069218224693;53738436;5;-2105426230;10999570406357816137
59;49;12253;0;331;2ETFFORD;2;0;17;1707914910098276352;10406329682957559810;K2CDW2ETFFORD03;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914910098276352;10406329682957559810;1706095069219342978;1706095069219345640;356770038;10;-719301670;17353057698546227768
59;49;12253;0;331;2ETFFORD;2;0;18;1707914910105307136;352294666811658275;K2CDW2ETFFORD03;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914910105307136;352294666811658275;1706095069221971790;1706095069221974490;179555593;2;2090110046;18381281161039963942
59;49;12253;0;331;2ETFFORD;2;0;19;1707914910109976832;2680738890586666123;K2CDW2ETFFORD03;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914910109976832;2680738890586666123;1706095069223820345;1706095069223823055;164996825;14;-608440502;9193342953363392198
59;49;12253;0;331;2ETFFORD;2;0;20;1707914910122380032;9530086679067612192;K2CDW2ETFFORD03;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914910122380032;9530086679067612192;1706095069229051228;1706095069229053846;971929135;8;1216427878;3844080812326054236
59;49;12253;0;331;2ETFFORD;2;0;21;1707914910126265856;8868178426321584155;K2CDW2ETFFORD03;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;1707914910126265856;8868178426321584155;1706095069230771753;1706095069230774468;752014678;1;725047517;10401445189427932129
59;49;12253;0;331;2ETFFORD;2;0;22;1707914910140246272;5173767121887250727;K2CDW2ETFFORD03;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914910140246272;5173767121887250727;1706095069237294108;1706095069237296900;946518645;8;1976747846;10555798515568442944
59;49;12253;0;331;2ETFFORD;2;0;23;1707914910145663232;8931131742935539043;K2CDW2ETFFORD03;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914910145663232;8931131742935539043;1706095069240001628;1706095069240004419;198522762;9;873559612;14365565725278266709
59;49;12253;0;331;2ETFFORD;2;0;24;1707914910151107072;8745160016688268103;K2CDW2ETFFORD03;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914910151107072;8745160016688268103;1706095069242786837;1706095069242789670;782873053;17;-1696572666;11495338230052575257
59;49;12253;0;331;2ETFFORD;3;0;10;1707914910006812160;1654693832851860061;K2CDW2ETFFORD04;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914910006812160;1654693832851860061;1706095069198269361;1706095069198272064;190979236;8;-185169026;2893557479037878162
59;49;12253;0;331;2ETFFORD;3;0;11;1707914910010764800;8479274296077909793;K2CDW2ETFFORD04;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914910010764800;8479274296077909793;1706095069198676529;1706095069198679190;48267691;2;-265056923;11009474563565940449
59;49;12253;0;331;2ETFFORD;3;0;12;1707914910028772096;14745525040868281427;K2CDW2ETFFORD04;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;1707914910028772096;14745525040868281427;1706095069201111101;1706095069201113687;509093810;4;1036722252;7507540929697044677
59;49;12253;0;331;2ETFFORD;3;0;13;1707914910045946368;14280008531906686566;K2CDW2ETFFORD04;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914910045946368;14280008531906686566;1706095069204276671;1706095069204279397;407371549;4;279590585;2984278402945442924
59;49;12253;0;331;2ETFFORD;3;0;14;1707914910048300800;16436853892003087979;K2CDW2ETFFORD04;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914910048300800;16436853892003087979;1706095069204780395;1706095069204783138;641399268;99;-687765420;3281574070626911273
59;49;12253;0;331;2ETFFORD;3;0;15;1707914910050649600;12488206972710688471;K2CDW2ETFFORD04;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914910050649600;12488206972710688471;1706095069205296284;1706095069205298989;587677045;6;-2116938762;15644858002107230345
59;49;12253;0;331;2ETFFORD;3;0;16;1707914910052224256;14262434965816557962;K2CDW2ETFFORD04;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;1707914910052224256;14262434965816557962;1706095069205649068;1706095069205651600;132552347;6;1349333032;12188840297938990767
59;49;12253;0;331;2ETFFORD;3;0;17;1707914910057707008;13740876251396802831;K2CDW2ETFFORD04;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914910057707008;13740876251396802831;1706095069206963336;1706095069206966146;608805387;14;1338059170;13935916240603924091
59;49;12253;0;331;2ETFFORD;3;0;18;1707914910074092288;6442168954340826056;K2CDW2ETFFORD04;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914910074092288;6442168954340826056;1706095069211392025;1706095069211394772;584956955;11;572878905;13778217806257802097
59;49;12253;0;331;2ETFFORD;3;0;19;1707914910075662336;4181701354353125183;K2CDW2ETFFORD04;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914910075662336;4181701354353125183;1706095069211855113;1706095069211857705;116590120;8;1571083039;16801158945909500346
59;49;12253;0;331;2ETFFORD;3;0;20;1707914910088180736;12426850753066505468;K2CDW2ETFFORD04;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914910088180736;12426850753066505468;1706095069215798727;1706095069215801459;630708295;11;1660186667;3696559118901958155
59;49;12253;0;331;2ETFFORD;3;0;21;1707914910110761984;18249936428945398671;K2CDW2ETFFORD04;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914910110761984;18249936428945398671;1706095069224131992;1706095069224134692;198522762;99;350439962;12465744080847358568
59;49;12253;0;331;2ETFFORD;3;0;22;1707914910115410688;8920014362356985069;K2CDW2ETFFORD04;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914910115410688;8920014362356985069;1706095069226062284;1706095069226064928;767156925;8;-1355210;5751397989650805622
59;49;12253;0;331;2ETFFORD;3;0;23;1707914910147222528;9406019326757037507;K2CDW2ETFFORD04;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914910147222528;9406019326757037507;1706095069240787430;1706095069240790136;24832667;99;97485699;16804490721665893512
59;49;12253;0;331;2ETFFORD;3;0;24;1707914910154210304;20704449344285120;K2CDW2ETFFORD04;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914910154210304;20704449344285120;1706095069244419410;1706095069244422135;418664403;10;1984216784;18010268629741246214
59;49;12253;0;331;2ETFFORD;4;0;1;1707914910004427776;2369031016614741450;K2CDW2ETFFORD05;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914910004427776;2369031016614741450;1706095069198043254;1706095069198045971;468243658;1;292619160;12000112526700976792
59;49;12253;0;331;2ETFFORD;4;0;2;1707914910035791872;6030355039253902523;K2CDW2ETFFORD05;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914910035791872;6030355039253902523;1706095069202300802;1706095069202303324;83351337;14;-1350749780;12806367247932014639
59;49;12253;0;331;2ETFFORD;4;0;3;1707914910060046080;14526139384249217420;K2CDW2ETFFORD05;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914910060046080;14526139384249217420;1706095069207558958;1706095069207561743;767156925;2;-778756700;17107633558494794862
59;49;12253;0;331;2ETFFORD;4;0;4;1707914910063148032;16528855307065487934;K2CDW2ETFFORD05;EXGM;DSS_CDW_test;7;7;7;4302214173325118317;zE;ovH7yCj5z6Nu0HcDZwmWxxL8wAhlreNWutsmHlrjUt90r2zkG1NbJJvfUsNg1MD5PIvOkr;nN7;4174597307;0;3774155814;7;1707914910063148032;16528855307065487934;1706095069208364241;1706095069208366904;727509241;7;1778571979;4599976259528892000
59;49;12253;0;331;2ETFFORD;4;0;5;1707914910081158656;4710809097689003103;K2CDW2ETFFORD05;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914910081158656;4710809097689003103;1706095069213522921;1706095069213525654;946518645;14;296424085;7536868903407752090
59;49;12253;0;331;2ETFFORD;4;0;6;1707914910083506944;12011682143916546081;K2CDW2ETFFORD05;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914910083506944;12011682143916546081;1706095069214266127;1706095069214268879;105108297;4;1726416183;11488579675378404167
59;49;12253;0;331;2ETFFORD;4;0;7;1707914910094380800;2459617053743029240;K2CDW2ETFFORD05;EXGM;DSS_CDW_test;7;7;7;4240817722133414201;Nc;91pf1G46L40DH4FhwbvXCFMAYShrmIw1KOUdBoXoJHtBX0dl773nO5JvjMbbIFVd6JeBFc;b49;2686139131;0;2331932517;7;1707914910094380800;2459617053743029240;1706095069217947268;1706095069217949923;766266667;10;-365000947;13761560281579371038
59;49;12253;0;331;2ETFFORD;4;0;8;1707914910108421888;6725055685844611148;K2CDW2ETFFORD05;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914910108421888;6725055685844611148;1706095069223200190;1706095069223202890;40139414;6;-1211079645;6810607007903308971
59;49;12253;0;331;2ETFFORD;4;0;9;1707914910114637568;9087492495910833712;K2CDW2ETFFORD05;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707914910114637568;9087492495910833712;1706095069225751172;1706095069225753903;778983872;10;-1771161054;144262322703916606
59;49;12253;0;331;2ETFFORD;4;0;10;1707914910124710144;121165628367713541;K2CDW2ETFFORD05;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707914910124710144;121165628367713541;1706095069230073234;1706095069230075820;958128478;9;-955782786;12595421237558582015
59;49;12253;0;331;2ETFFORD;4;0;11;1707914910135577344;5632396501234263296;K2CDW2ETFFORD05;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707914910135577344;5632396501234263296;1706095069235049849;1706095069235052495;984029995;9;-1504309230;3378996643312985031
