msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookIn;bookOUTTime;clientOrderID;eMM;eventId;firmID;oEGINFromMember;oEGOUTTimeToME;orderID;symbolIndex;breachedCollarPrice;collarRejType;rejectedMessage;errorCode;sequenceTime;orderQualifiers;executionWithinFirmShortCode;clientIdentificationShortCode;miFIDIndicators;oESessionID;orderSide;timeInForce;MSC_eventClientIDShortCode_1;MSC_eventExecWFirmShortCode_1;SCDM_eventShortCodeType_1;SCDM_eventShortCodeType_2;SCDM_shortCodeRole_1;SCDM_shortCodeRole_2;SCDM_shortCodeRoleQualifier_1;SCDM_shortCodeRoleQualifier_2 
154;126;12010;0;331;2ETFPTOL;1;0;109;1707914930429929472;13941635851064881378;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914930429929472;13941635851064881378;2;1706095058136406469;1706095058136408951;-5448815396741857295;99;8504515052363994746;74mFvcM3;1706095058136414920;1706095058136417633;1402859045684753844;587677045;-4098249438017936389;2;101;41954;1706095058136427180;2;998739850;-270960310;5;17495377450758492292;3;5;-1325128947;-1253071046;2;1;122;3;24;24
154;126;12010;0;331;2ETFPTOL;1;0;110;1707914930439094784;12766053326135849564;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914930439094784;12766053326135849564;12;1706095058138383382;1706095058138385887;1108738197322219644;99;15074639424349053699;5s9pEp8s;1706095058138391875;1706095058138394411;94189774842988768;433085588;1730445227010665086;1;106;42626;1706095058138403996;5;557936434;1282191719;0;10019125905205015874;2;5;-1178433940;-1457116147;2;1;17;12;23;24
154;126;12010;0;331;2ETFPTOL;1;0;111;1707914930445971712;11357676657723913904;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914930445971712;11357676657723913904;19;1706095058139912259;1706095058139914908;6483686556924071674;9;8702960223221140855;U0W0s7Qo;1706095058139920857;1706095058139923638;2829104483681699837;587677045;-4664580676377396904;2;139;47157;1706095058139933158;6;-547028889;-593193468;4;4011639566574818641;2;7;-1170212000;276957268;2;1;122;1;24;24
154;126;12010;0;331;2ETFPTOL;1;0;112;1707914930457439232;4789738317968473688;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914930457439232;4789738317968473688;12;1706095058142515649;1706095058142518308;3200855879625541790;14;4398928514019671163;oMWwcI54;1706095058142524516;1706095058142527126;6420937528588805321;840387731;7721627523490527032;2;172;19413;1706095058142536619;1;-1217374917;-428459566;0;5784596022899616318;3;6;84754332;-1059359202;1;2;3;3;22;24
154;126;12010;0;331;2ETFPTOL;1;0;113;1707914930496652800;9298316240693170779;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914930496652800;9298316240693170779;19;1706095058152168060;1706095058152170501;1593960916645250675;7;7935109012370040887;vNK8mmbg;1706095058152176644;1706095058152179220;5133136312281677625;345150432;8647168193197264624;1;248;28483;1706095058152188880;4;-383085675;-635475972;0;13163998879802725684;2;7;240915194;1801353813;1;2;12;26;24;23
154;126;12010;0;331;2ETFPTOL;1;0;114;1707914930498953984;15568886696680760932;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914930498953984;15568886696680760932;10;1706095058152778534;1706095058152781077;1337490346017405039;6;13900870401836502034;MdGbzeq2;1706095058152787265;1706095058152789917;3464620891751716120;993224417;3391056722787179672;1;66;3815;1706095058152799538;1;2032983578;826803898;2;11692954990860465798;3;7;994830493;154960422;2;1;3;12;22;22
154;126;12010;0;331;2ETFPTOL;1;0;115;1707914930657770240;16852150630749592661;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914930657770240;16852150630749592661;6;1706095058154627663;1706095058154630226;-296822099614151748;9;18318811070396872716;10pPfb7e;1706095058154636403;1706095058154639046;5083717032577810699;168342053;-6330852321103069294;1;61;11454;1706095058154648615;6;1256885622;-1187638225;5;4684781725787140068;1;7;-1459758955;314190352;2;1;12;26;24;24
154;126;12010;0;331;2ETFPTOL;1;0;116;1707914930678411264;8634887769190972734;K2CDW2ETFPTOL02;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914930678411264;8634887769190972734;23;1706095058160347809;1706095058160350302;-2212646261043637589;9;16732635338634794220;Z2OP62L2;1706095058160356476;1706095058160359100;7374084434793899666;27066957;5715451318815336395;2;79;64382;1706095058160368550;5;1856194321;1010270630;3;11855433737585045333;2;1;-1114064716;1879641016;2;2;1;26;24;24
154;126;12010;0;331;2ETFPTOL;1;0;117;1707914930694452480;6095448375049838880;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914930694452480;6095448375049838880;11;1706095058164981316;1706095058164983750;4723853644377603844;6;7287960161701346113;GylyOn7a;1706095058164990131;1706095058164992729;12651898695417085041;179056924;-4416704602303740485;2;242;662;1706095058165002375;5;2042341632;1916402257;5;160578617997657646;2;10;-1096957468;-2123381229;1;2;122;12;24;22
154;126;12010;0;331;2ETFPTOL;1;0;118;1707914930758676736;18189543512880383239;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930758676736;18189543512880383239;17;1706095058185515334;1706095058185517730;8393953598924341986;2;2253895120713089259;SyISwJUS;1706095058185523942;1706095058185526554;1288154650966978235;782873053;4843291237795463032;2;114;9805;1706095058185536293;3;1922977512;-587848510;4;128576623425948216;3;2;-1589780663;-94334466;1;1;122;3;23;23
154;126;12010;0;331;2ETFPTOL;1;0;119;1707914930786307840;1013159499196745444;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914930786307840;1013159499196745444;22;1706095058195200021;1706095058195202430;-4029715502209216640;5;2326095725360403707;iBNvBur8;1706095058195208629;1706095058195211213;17431631436906203201;105108297;2546335400676463068;2;18;42427;1706095058195220776;1;-377406234;1262247132;5;4702647398684572439;1;0;1828529466;17653834;1;2;1;17;22;22
154;126;12010;0;331;2ETFPTOL;1;0;120;1707914930864116992;14791260477495426601;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914930864116992;14791260477495426601;21;1706095058225738578;1706095058225741240;1774811548116210802;15;7597886417096425012;P7u67pDp;1706095058225747431;1706095058225750136;17080220412113746088;687820829;-1370697475602078951;2;182;35327;1706095058225760116;1;2007120223;-924429144;5;2271609136643645730;3;1;-671544888;1481051170;1;2;26;122;24;22
154;126;12010;0;331;2ETFPTOL;2;0;98;1707914930075857408;7247601723695972957;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914930075857408;7247601723695972957;14;1706095058118505788;1706095058118508332;-5765978362604653237;9;8877594552834830658;N76X8AuQ;1706095058118514564;1706095058118517171;1356536005452420400;193650200;7780470089724683891;1;180;20566;1706095058118526660;0;-386549457;2134408908;1;11477739710117696544;3;3;1790598623;618668099;1;1;122;17;24;22
154;126;12010;0;331;2ETFPTOL;2;0;99;1707914930091975168;1101855499963482751;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914930091975168;1101855499963482751;22;1706095058120790077;1706095058120792544;1111247428446608119;4;8937843686832352530;Jv0LrXxO;1706095058120798803;1706095058120801454;16497641309118319018;841345320;3237308614861667597;2;127;51232;1706095058120810975;4;755743173;-58798208;0;1593110209673203466;2;2;1297952393;-145590846;2;2;122;1;22;24
154;126;12010;0;331;2ETFPTOL;2;0;100;1707914930381746944;9943648299251505862;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914930381746944;9943648299251505862;11;1706095058127135412;1706095058127137879;8936115306392876980;8;9704774061327363656;XVC0le49;1706095058127143989;1706095058127146608;12782874456313867899;193650200;7318342515269438834;2;3;23681;1706095058127156053;2;-2032854056;308797083;5;5022850602006626754;2;3;-1420302338;285768030;2;1;122;3;22;24
154;126;12010;0;331;2ETFPTOL;2;0;101;1707914930386332672;443336923229541621;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;1707914930386332672;443336923229541621;6;1706095058127942257;1706095058127944671;8314833741744037458;14;10732922162924027885;Ebjio40e;1706095058127950943;1706095058127953691;2615370848460046221;509093810;1698144635919716241;2;161;64665;1706095058127963406;6;416377669;430646774;4;15095524255939626780;2;8;-404188465;1792923286;2;1;26;1;22;23
154;126;12010;0;331;2ETFPTOL;2;0;102;1707914930406922752;1678528038761407956;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914930406922752;1678528038761407956;7;1706095058131783136;1706095058131785604;4794071198361115215;8;4774404276448640279;hz5sH9S0;1706095058131791966;1706095058131794713;5724249455769346451;919853333;-6718883038112374113;1;59;26555;1706095058131804377;6;1422310513;-336474918;0;4412912944943708003;2;10;776902547;-760780385;1;1;3;26;23;22
154;126;12010;0;331;2ETFPTOL;2;0;103;1707914930425321472;1533997158526560310;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;5561708281641363767;C0;4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO;szr;2271801785;1;3610844124;7;1707914930425321472;1533997158526560310;5;1706095058135447484;1706095058135449941;-7748558247627868082;99;768740471683618226;9a3k13NV;1706095058135456081;1706095058135458823;17816356849965928936;521966104;-7675358773626230132;1;157;32672;1706095058135468386;1;-471301464;743417491;3;2554334456942807981;3;2;315687184;-653739518;1;2;3;12;24;24
154;126;12010;0;331;2ETFPTOL;2;0;104;1707914930427627264;3565466108330513682;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;1707914930427627264;3565466108330513682;2;1706095058135934010;1706095058135936731;825709170499417432;15;11944840715794847430;kWg8btWV;1706095058135942868;1706095058135945621;12746799863217437140;418045634;-3792070413138279352;1;118;4657;1706095058135955158;6;-1092242360;-322686451;2;6622703130510463122;2;3;1323765966;-1393960337;2;2;3;26;23;24
154;126;12010;0;331;2ETFPTOL;2;0;105;1707914930432213248;6023162280679980576;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914930432213248;6023162280679980576;13;1706095058136901492;1706095058136903966;3487510145435528300;5;6224185995941516619;LFeokooy;1706095058136910167;1706095058136912761;12675566293417468726;355525551;5906606174888867684;2;33;43700;1706095058136922296;2;1341179707;-1020983829;2;3186836509766791502;3;10;1847932944;-914086032;2;1;17;12;24;23
154;126;12010;0;331;2ETFPTOL;2;0;106;1707914930455143680;5421578876702258170;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914930455143680;5421578876702258170;18;1706095058141996854;1706095058141999408;-421932536969150189;17;18288040682853601713;Nzxxfsix;1706095058142005525;1706095058142008306;13018676363163751532;190979236;-1426450379911871661;2;233;51365;1706095058142017926;3;-9725504;-1929909442;2;11055448700693256103;3;2;-204508279;-1987801203;2;1;17;17;24;22
154;126;12010;0;331;2ETFPTOL;2;0;107;1707914930671501312;10780919244940372021;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914930671501312;10780919244940372021;8;1706095058158418271;1706095058158420876;8539183273077073049;9;16270216288556662253;5nqQ8MYN;1706095058158426926;1706095058158429628;14919827489820930503;393921509;-6919092812892994903;1;41;56864;1706095058158439197;0;-718044634;-442684059;4;16912964453378482392;3;7;-519135932;-1977457451;2;1;17;122;24;23
154;126;12010;0;331;2ETFPTOL;2;0;108;1707914930728941824;9346758607568112867;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914930728941824;9346758607568112867;6;1706095058175664763;1706095058175667331;7781073920164567827;15;7860515705621184990;CULKEeZU;1706095058175673539;1706095058175676197;248733032303903693;783519657;3683366966640348337;1;4;8337;1706095058175685728;1;2037186600;-878160747;1;15174591546972476673;2;5;1320049604;1557541553;2;2;1;122;22;24
154;126;12010;0;331;2ETFPTOL;2;0;109;1707914930738110464;13511754283633301020;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;1707914930738110464;13511754283633301020;9;1706095058178646857;1706095058178649423;-4193327187840174213;11;9656604703697301102;ZFgfSLyu;1706095058178655508;1706095058178658225;12096053076480835510;910422888;1902107909449215380;2;3;52730;1706095058178667985;0;-1308538183;940458551;1;4285033559537060726;2;8;1852212384;826390520;1;2;26;1;22;22
154;126;12010;0;331;2ETFPTOL;2;0;110;1707914930740379392;7228739688012828499;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914930740379392;7228739688012828499;21;1706095058179381452;1706095058179384072;-6732468349852521856;14;7376786117879123188;GGhF6H7j;1706095058179390361;1706095058179393057;11359655633467943022;958873221;-6970969337439693194;1;143;44149;1706095058179402671;1;1530502884;-1030411059;4;6084686858213192571;3;10;44254901;1696733926;1;1;12;17;24;22
154;126;12010;0;331;2ETFPTOL;2;0;111;1707914930765618176;15591329785062558963;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914930765618176;15591329785062558963;19;1706095058187890602;1706095058187892992;499466093721467420;14;2651258829161440685;PepNBLaK;1706095058187898963;1706095058187901622;7507693140424304286;618823017;-1497044319029597791;2;43;22812;1706095058187911059;6;1839199653;-896217495;4;14854094729731753558;3;0;-625237111;276139507;1;1;17;12;22;24
154;126;12010;0;331;2ETFPTOL;2;0;112;1707914930857240576;7442760046135829970;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914930857240576;7442760046135829970;6;1706095058222889511;1706095058222892010;-6080847093026090950;8;9858317357363452679;dVOoCR9C;1706095058222898150;1706095058222900743;9505467184925177077;841345320;2901924119114266143;1;36;9688;1706095058222910346;2;-2026977675;492028907;5;14471026743196162874;2;7;-229122829;2050319723;1;1;3;3;23;24
154;126;12010;0;331;2ETFPTOL;3;0;102;1707914930004737280;1812640290196871335;K2CDW2ETFPTOL04;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707914930004737280;1812640290196871335;3;1706095058110932535;1706095058110935098;7667507791938259688;5;15861341442335202377;M504QB3o;1706095058110941966;1706095058110944503;12818728932001048500;451161021;-1575661994556179651;1;135;21840;1706095058110955514;3;868828619;-1131101222;0;1361604368814152590;2;6;-1560858832;524841712;2;2;12;3;23;23
140;126;12010;0;331;2ETFPTOL;3;0;103;1707914930010109440;152803386717291006;K2CDW2ETFPTOL04;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914930010109440;152803386717291006;9;1706095058111228153;1706095058111230562;30323491693759031;15;5362969130117751637;3T2tetDt;1706095058111236815;1706095058111239496;15581226259917893151;221113253;-6927079527548230334;2;26;8781;1706095058111249392;6;-368136263;1124550095;3;18428575661038308862;1;3;;;;;;;;
154;126;12010;0;331;2ETFPTOL;3;0;104;1707914930024525568;8819211005398955954;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914930024525568;8819211005398955954;23;1706095058112491715;1706095058112494092;-8106499718123359105;8;1825332978570679710;sUFoVga4;1706095058112500413;1706095058112502932;16675249506697148516;184047301;6127383574654667491;1;172;32938;1706095058112512337;4;-1650394195;-1326671080;2;13036481454032095035;1;10;-170555507;-17528041;2;1;12;122;23;23
154;126;12010;0;331;2ETFPTOL;3;0;105;1707914930078150400;16357384760855823706;K2CDW2ETFPTOL04;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914930078150400;16357384760855823706;22;1706095058118824389;1706095058118826880;8826075716240831627;11;17650178301321356674;7mgV61ye;1706095058118833059;1706095058118835756;16806812698413668185;356770038;278411498662394087;2;196;4700;1706095058118845328;4;-1825979916;1325411448;5;11981333324355844550;2;10;19147808;-462301055;2;1;12;17;22;23
154;126;12010;0;331;2ETFPTOL;3;0;106;1707914930377156096;725012196606845136;K2CDW2ETFPTOL04;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914930377156096;725012196606845136;7;1706095058126316451;1706095058126318891;-8318644868557850212;8;18183782026194394032;rryop7me;1706095058126325125;1706095058126327705;18201832537862660965;164996825;-395652178569775750;2;246;64658;1706095058126337111;4;1416311404;-486242647;3;2590848523981796621;2;5;1283721781;1926987906;2;1;1;17;24;22
154;126;12010;0;331;2ETFPTOL;3;0;107;1707914930397756160;8467387452011166214;K2CDW2ETFPTOL04;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914930397756160;8467387452011166214;17;1706095058130032822;1706095058130035254;4465382329630232887;15;11207278180955688059;J1OSwxKi;1706095058130041422;1706095058130044029;7800620189653480467;120173096;-8139987714000501734;2;;4113;1706095058130053660;6;-2114519628;544337339;5;8361425019469752346;1;6;1560685752;207776646;1;1;3;1;23;22
154;126;12010;0;331;2ETFPTOL;3;0;108;1707914930420738816;324780026519978001;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914930420738816;324780026519978001;5;1706095058134500171;1706095058134502864;4140336894705695794;99;7537413912975016148;HD7VMxbV;1706095058134509011;1706095058134511694;12434520488471491809;190979236;-7346763598358925438;1;103;7668;1706095058134521183;1;-402060038;655361007;3;7818896139721653161;2;3;830192044;-1858212595;1;2;3;1;22;24
154;126;12010;0;331;2ETFPTOL;3;0;109;1707914930473492992;7935275094638890908;K2CDW2ETFPTOL04;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;1707914930473492992;7935275094638890908;15;1706095058146381012;1706095058146383628;4475681120716476655;2;15658074242605130362;gB766ozZ;1706095058146389736;1706095058146392601;505948320929088739;365314678;-6167489198689618676;2;209;27782;1706095058146402033;5;-204326961;-632452231;4;13252663922960506241;2;3;-432238177;-1610511613;2;2;12;3;22;24
154;126;12010;0;331;2ETFPTOL;3;0;110;1707914930680715776;15130102999351931447;K2CDW2ETFPTOL04;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914930680715776;15130102999351931447;15;1706095058160998386;1706095058161000899;-3052837554340137019;8;480216162637866900;SjkxZt74;1706095058161007016;1706095058161009650;2612891356776790502;785304035;-2686111968406238527;1;164;42973;1706095058161019423;1;-1863125356;1464257330;5;13296614186940119094;2;1;1175718746;-420593880;1;1;1;26;22;23
154;126;12010;0;331;2ETFPTOL;3;0;111;1707914930756381696;17690488119352940269;K2CDW2ETFPTOL04;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914930756381696;17690488119352940269;3;1706095058184756613;1706095058184759072;-3916165522492773398;11;12158709525692795927;lrcsCC8g;1706095058184765093;1706095058184767724;14172454290795881281;843359534;6464683832372015458;1;129;59202;1706095058184777224;2;-1520288434;527642805;0;2541988896285646232;2;4;483990748;-750559748;2;2;3;12;22;24
154;126;12010;0;331;2ETFPTOL;3;0;112;1707914930784028416;13052571909738926071;K2CDW2ETFPTOL04;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914930784028416;13052571909738926071;13;1706095058194367556;1706095058194370139;1665574435581328421;10;9106831134246973881;TcA3zCpR;1706095058194376185;1706095058194378845;1787498113780120568;587677045;-5988451694343969413;1;139;3538;1706095058194388101;4;1749905370;1449793356;3;18238578490082251014;1;5;508180067;-1780019437;1;2;12;3;24;24
154;126;12010;0;331;2ETFPTOL;3;0;113;1707914930820579584;7653568864834891818;K2CDW2ETFPTOL04;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914930820579584;7653568864834891818;7;1706095058208068271;1706095058208070831;5931973040518669075;1;3839238406069965394;ht9IvDJr;1706095058208077065;1706095058208079973;7131192605350113843;993224417;1631058583782457590;2;183;42486;1706095058208089695;1;-120284472;892578584;4;12628832776956914981;2;10;-902228624;-742555698;1;2;122;1;23;23
154;126;12010;0;331;2ETFPTOL;3;0;114;1707914930829747200;15745161821911752030;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914930829747200;15745161821911752030;13;1706095058211664665;1706095058211667401;-225841568694781538;9;10536216710282611974;MgkvXTxx;1706095058211673494;1706095058211676277;15474042814080023635;25531303;-4975520305995111088;1;43;19060;1706095058211685732;5;-447495709;-1486483024;1;17560481632675008114;2;6;-1753313459;1278022781;1;1;1;26;22;23
