msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eventID;bookIN;bookOUTTime;clientOrderID;darkExecutionInstruction;eMM;endClient;firmID;firmIDPublication;oESessionID;oEGINFromMember;oEGOUTTimeToME;orderID;orderQty;orderSide;rFQStatus;symbolIndex;minOrderQty;sequenceTime;accountType;NMSC_originalClientIDShortCode_1;NMSC_originalExecWFirmShortCode_1;NMSC_originalInvestDecisWFirmShortCode_1;NMSC_originalNonExecBrokerShortCode_1;SCDNM_originalShortCodeType_1;SCDNM_originalShortCodeType_2;SCDNM_originalShortCodeType_3;SCDNM_originalShortCodeType_4;SCDNM_shortCodeRole_1;SCDNM_shortCodeRole_2;SCDNM_shortCodeRole_3;SCDNM_shortCodeRole_4;SCDNM_shortCodeRoleQualifier_1;SCDNM_shortCodeRoleQualifier_2;SCDNM_shortCodeRoleQualifier_3;SCDNM_shortCodeRoleQualifier_4 
175;133;12022;0;331;2ETFPTOL;0;0;1930;1707914930697059840;17360878537532472658;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930697059840;17360878537532472658;8025658665631939927;1706095059815724228;1706095059815726676;-4970174088597030867;2;11;AKznzZPmJ4C;pykB1QVM;97;5083748072015539757;1706095059815737542;1706095059815740292;4054043449121200923;4625807870778351456;1;2;782873053;9203505694981127829;1706095059815752779;10;-1620831502;1869140643;-1508840067;1176947722;1;1;1;4;12;12;12;3;24;24;23;23
175;133;12022;0;331;2ETFPTOL;0;0;1931;1707914930720145408;4040738392940492391;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914930720145408;4040738392940492391;8226355157010796118;1706095059825057997;1706095059825060591;3803159344078712905;3;5;UO5GlJ0uimK;w1cuSc9o;153;9976403239889124940;1706095059825071393;1706095059825074218;9791337870507361833;13113478275470270555;3;1;27066957;15370748512191374944;1706095059825087162;14;2142250969;1142494114;1363325695;-1144214927;4;4;2;4;122;26;1;12;24;22;24;22
175;133;12022;0;331;2ETFPTOL;0;0;1932;1707914930750143232;16848441538899779893;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914930750143232;16848441538899779893;4395962398470994938;1706095059837819140;1706095059837821625;3728539336913268624;4;11;iCbKuprpWJs;OGJK4myb;180;12165261166129764514;1706095059837832569;1706095059837835368;17031837985639642859;14745610288173341575;2;0;519103305;6810277148729751650;1706095059837847846;11;-70960510;-1300192606;322191271;-457604388;2;3;1;1;17;1;17;1;23;23;23;24
175;133;12022;0;331;2ETFPTOL;0;0;1933;1707914930766309888;1459596364502927650;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914930766309888;1459596364502927650;9147059948335571460;1706095059845030180;1706095059845032679;3537700129754128904;2;4;Q6W5uLJkDWu;SsITaUWO;88;7084045434585089370;1706095059845043703;1706095059845046415;12530471329157098259;12435583195196419773;3;0;225974287;14062107804777279955;1706095059845058828;6;1137079879;551817826;-1771171874;-969149382;2;3;2;1;26;26;12;17;24;22;24;22
175;133;12022;0;331;2ETFPTOL;0;0;1934;1707914930777840896;7609841646755393004;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914930777840896;7609841646755393004;3133496588100005200;1706095059850294629;1706095059850297028;-1884962961406526096;3;14;2HhJiMw0nxj;gJQ3zAXc;53;1551551313036701255;1706095059850307955;1706095059850310807;5891729941500629545;13872686652995125162;2;1;850417414;12829993484182169208;1706095059850323329;2;1724632131;89025776;-313152360;236309513;1;4;3;3;26;122;3;26;22;23;24;23
175;133;12022;0;331;2ETFPTOL;0;0;1935;1707914930787074560;11747212620564120771;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914930787074560;11747212620564120771;14512488925601013416;1706095059854596301;1706095059854598750;3276130919878036620;0;10;255u64JkCcO;E9xwAdgP;138;2945397899153895226;1706095059854609609;1706095059854612317;151400822060331232;5212189100621279413;1;3;922513693;16195668299624632696;1706095059854624608;13;-922026200;-1612625034;-1189072766;-531059481;3;1;1;4;17;3;3;12;22;23;23;22
175;133;12022;0;331;2ETFPTOL;0;0;1936;1707914930800916736;748775038012327433;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914930800916736;748775038012327433;7220201723247666991;1706095059861216517;1706095059861218905;8714388245850998149;1;9;3QoK0XP4Ukl;3KXfsc7U;66;17777465256870739728;1706095059861229744;1706095059861232436;1605905309885367048;3351778790863728810;3;3;762062763;4200500994353400505;1706095059861245061;1;1924439244;-573521961;-1187322700;122568538;2;3;3;1;26;17;3;26;22;23;24;24
175;133;12022;0;331;2ETFPTOL;0;0;1937;1707914930812434944;576009120287098651;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914930812434944;576009120287098651;10149783377804026791;1706095059866763624;1706095059866766138;-1775353922549419020;1;15;o46g6BR9lhd;qRNAjJ0e;56;3100705886904837330;1706095059866777214;1706095059866780151;17114739903779187875;13951574289602296192;1;0;564169381;12305029695177829448;1706095059866792770;13;1134758607;-1733997067;-1776480677;-827963012;4;2;3;4;12;26;17;1;23;24;22;23
175;133;12022;0;331;2ETFPTOL;0;0;1938;1707914930835499264;15181877605506385974;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914930835499264;15181877605506385974;986627851001563904;1706095059878172043;1706095059878174438;-2623010578320506721;3;5;XSvVO7NnQsv;OmxVbYyb;170;1055738977748403434;1706095059878185104;1706095059878187905;5165924572234503217;18241558763816796322;1;2;213949604;10994062669866915520;1706095059878200401;9;-583938214;-526760007;-1120926621;157014230;4;1;3;4;26;1;3;1;24;23;23;22
175;133;12022;0;331;2ETFPTOL;0;0;1939;1707914930856262656;13146415516177876128;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;404485177659377737;Rc;wUqjOBFAr8ISYNTWIw0SAMImCjLpKw8hqkn0pPyKEQ0KWq28RYdHCjio9VSfzb3lq7bvwN;Wn9;1910389133;0;3823951554;7;1707914930856262656;13146415516177876128;2549687632482832955;1706095059888458949;1706095059888461370;-6832459419935279199;1;17;Dj4ytBDT7Aj;mHdNIMcz;144;6068183052972190370;1706095059888471856;1706095059888474586;5106303383837614723;3852262760390013302;2;1;610827639;12580679666720039343;1706095059888486963;12;-1288024418;1225262790;-1792009141;940939767;3;1;1;1;17;3;122;3;22;22;22;23
175;133;12022;0;331;2ETFPTOL;0;0;1940;1707914930867802112;11560756162228031535;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914930867802112;11560756162228031535;14911900291977144655;1706095059894136321;1706095059894138782;-8395488140609089746;2;1;LqbAIxkDws4;WTEWanlB;57;3901894755909526548;1706095059894149898;1706095059894152637;5393714054000474942;16681946263983377626;3;0;221113253;11928695503535826113;1706095059894165435;2;1447718482;2002146024;1635541855;1679671574;2;1;4;4;26;17;1;122;23;23;22;24
175;133;12022;0;331;2ETFPTOL;1;0;352;1707914930098490368;8198764812394887435;K2CDW2ETFPTOL02;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914930098490368;8198764812394887435;15661516756146264205;1706095059752978415;1706095059752980804;7153668483567565151;2;1;U4U8rM5rNzu;KYDW0D7A;92;17399658878311124119;1706095059752991600;1706095059752994419;14802989025156091284;2943125501056024958;2;1;502919184;527194612286050997;1706095059753006646;7;-105903102;251772318;114217152;-1428629680;1;1;4;3;17;1;122;26;23;23;24;22
175;133;12022;0;331;2ETFPTOL;1;0;353;1707914930379677184;11932585035759179386;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914930379677184;11932585035759179386;8677688646385629833;1706095059760742181;1706095059760744824;7513746271589853734;0;2;NvwIqiNqXUX;HgIYkutR;190;15582775832870013765;1706095059760755729;1706095059760758502;14880988282189164407;13174241783755083685;2;1;648090412;14443149859655178857;1706095059760771221;9;72757153;1701747775;-944251782;-690319764;1;2;4;4;3;3;122;26;22;23;22;22
175;133;12022;0;331;2ETFPTOL;1;0;354;1707914930387179264;16411126013161195150;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914930387179264;16411126013161195150;6288921571643277774;1706095059762612742;1706095059762615281;-7098712009547890425;2;17;nxPnFuxIRrp;XUwTm9Ag;83;15453786706188035588;1706095059762625827;1706095059762628738;12785644109483809199;16424897005343634736;2;3;682402479;15245283977755225000;1706095059762641666;10;-1398525710;1247956098;336881426;-1758863974;3;3;3;4;17;3;12;122;22;22;23;23
175;133;12022;0;331;2ETFPTOL;1;0;355;1707914930391809024;13936511143935633517;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914930391809024;13936511143935633517;17462327829495328193;1706095059763898772;1706095059763901213;1121977840575333855;4;8;IVz3IfIH9D2;COXidGUb;65;7105357053199992841;1706095059763911979;1706095059763914720;6892023421577421782;10118035340992787603;3;0;614218173;3794422245413785600;1706095059763927653;5;123607323;606940061;-1553337874;-2086978844;1;3;3;2;12;26;122;122;23;24;24;24
175;133;12022;0;331;2ETFPTOL;1;0;356;1707914930401071360;12463437530737796845;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914930401071360;12463437530737796845;3468010213240692740;1706095059766498590;1706095059766501060;-4514746221997475160;4;4;fXIfUK9g9aR;lmXD3vEG;36;6704834985691972177;1706095059766511967;1706095059766514812;6188811943377743242;11167649954775797510;1;2;812571727;9163758398105211002;1706095059766527585;8;1721796935;-1777522885;-281026304;-958071615;4;2;1;2;17;26;26;12;22;23;23;23
175;133;12022;0;331;2ETFPTOL;1;0;357;1707914930468321792;16847868046725971414;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;1707914930468321792;16847868046725971414;15203743458489532312;1706095059787672202;1706095059787674679;-7443536607152969799;0;4;5J6Z6Nen24l;JiHysm7w;;14601481141268873877;1706095059787685457;1706095059787688168;12896665726944291222;6474719738644966485;1;0;955011091;8796341493027379436;1706095059787705738;5;1610003303;-202224839;969383481;-1435762509;2;4;2;4;122;122;26;17;23;22;23;24
175;133;12022;0;331;2ETFPTOL;1;0;358;1707914930470633984;5118770676873345753;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914930470633984;5118770676873345753;4849466145555953157;1706095059788467967;1706095059788470534;6589556530615845325;1;7;7vb5bInAgmu;c9cMrxTR;25;4269992904248961028;1706095059788482039;1706095059788484887;15674313726315521177;2655627786920025677;1;3;149423575;3523743827273058888;1706095059788497872;5;-22246565;1375385508;1324202179;-899068848;2;3;3;4;17;122;1;12;23;23;23;23
175;133;12022;0;331;2ETFPTOL;1;0;359;1707914930484515328;12579236332550050880;K2CDW2ETFPTOL02;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914930484515328;12579236332550050880;299360426413735290;1706095059793195136;1706095059793197800;9074663137968958856;1;14;Jn1cU4yCkFe;yXsLxDMD;154;8384439093184151365;1706095059793208901;1706095059793211767;13344069210922812528;6367131328298815835;3;1;352622121;6821368084645262230;1706095059793224680;8;-1017521586;-1354424257;186706646;-558849525;2;2;4;2;12;122;26;3;22;24;22;23
175;133;12022;0;331;2ETFPTOL;1;0;360;1707914930493785856;9610532527974251094;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914930493785856;9610532527974251094;8654042703654969172;1706095059796455247;1706095059796457767;-4888697586865722139;3;2;Gf3NKX0oITh;Xi5NT0FK;210;13727040006585477160;1706095059796468681;1706095059796471406;10454631299644311736;17712262936803220625;1;3;302074901;16655075194123769434;1706095059796484075;4;350066280;721118107;493173093;1638071748;1;2;1;3;12;1;3;17;23;22;24;22
175;133;12022;0;331;2ETFPTOL;1;0;361;1707914930673916416;9610087483881942893;K2CDW2ETFPTOL02;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914930673916416;9610087483881942893;8027287836871049615;1706095059806730910;1706095059806733481;-1647663312111908193;4;10;PjvKYDCGfae;4emF9LP2;15;13099598605253186633;1706095059806744528;1706095059806747416;11234184993670452292;3913713521996983087;1;2;586880250;15325812029518984924;1706095059806760180;13;-1305941664;1797274913;-6987025;-1514462624;2;3;2;3;3;26;12;12;23;22;24;24
175;133;12022;0;331;2ETFPTOL;1;0;362;1707914930715532032;2385170362199506206;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914930715532032;2385170362199506206;7068513321048483372;1706095059823167136;1706095059823169640;8783974867236141059;4;8;iMa4btPvElH;YhflK5uW;35;18233495195226593378;1706095059823180276;1706095059823183038;4157778440518682638;5147003502259058611;2;3;468243658;15686436592291479047;1706095059823195681;9;-74587030;482641329;-1646555273;1955530898;2;4;1;3;122;1;26;122;24;24;24;22
175;133;12022;0;331;2ETFPTOL;1;0;363;1707914930740910080;4020036338080439049;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914930740910080;4020036338080439049;10612563893503502983;1706095059833764906;1706095059833767458;308177216642192102;4;7;aqCqKkktJZ9;E9e6gRfJ;198;2517992863871381324;1706095059833778298;1706095059833781174;2288463062250067751;2573031035314427674;3;3;149423575;13741833901333831389;1706095059833793868;6;-1544137708;901160247;341042708;693785265;3;2;4;3;1;26;3;1;22;24;22;23
175;133;12022;0;331;2ETFPTOL;1;0;364;1707914930747833600;5371114266641588704;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914930747833600;5371114266641588704;208651908843209770;1706095059836800923;1706095059836803507;-7849471581206208482;1;6;zreBzyVWA1Y;NLeUME6V;12;13742674807187498236;1706095059836814365;1706095059836817181;1016815311561512303;8142593991607059261;2;2;542212191;3306499194870739211;1706095059836830249;7;-893322664;-1509965066;1109038558;677756346;3;1;2;1;3;17;12;26;24;23;22;23
175;133;12022;0;331;2ETFPTOL;1;0;365;1707914930805525760;9663648635649403749;K2CDW2ETFPTOL02;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914930805525760;9663648635649403749;7743691620714575510;1706095059863447762;1706095059863450439;-982355816160392526;2;8;bZC3JfDgrOX;BBzu7Yjo;66;11779906583972849222;1706095059863461556;1706095059863464390;3474935869388975655;6496147713821271432;2;3;315339150;16320211987935409588;1706095059863476927;15;118770699;-1424330566;1736276893;-1999160074;2;4;1;1;12;12;3;3;22;24;24;24
175;133;12022;0;331;2ETFPTOL;1;0;366;1707914930821660416;15782057188036729556;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914930821660416;15782057188036729556;4582300434081030472;1706095059871303550;1706095059871305964;-5994663767785422640;0;14;O6uIWvEHdQD;jByCS95i;24;13811004133180483011;1706095059871316711;1706095059871319534;8447558921530298839;8483818071132274811;3;0;768715101;9762081444125015044;1706095059871332237;4;1751944397;90919448;142218466;987228944;4;1;3;1;17;26;3;3;23;22;23;24
175;133;12022;0;331;2ETFPTOL;1;0;367;1707914930830887936;6825924707930697396;K2CDW2ETFPTOL02;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914930830887936;6825924707930697396;2804074205024414781;1706095059875878955;1706095059875881583;1877402688344361650;1;1;BycEgkrXEBM;JGvKqrzi;51;8819223785589863322;1706095059875892738;1706095059875895590;12624556575312578612;4437565199976818192;1;2;407985055;8832071058712515724;1706095059875908346;9;393922672;1098694868;1857817037;-2097409147;3;1;4;4;1;12;3;17;23;23;23;23
175;133;12022;0;331;2ETFPTOL;1;0;368;1707914930849324544;2745737620832788250;K2CDW2ETFPTOL02;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;1707914930849324544;2745737620832788250;12113577789589437214;1706095059885057030;1706095059885059378;4705154633086839608;4;9;I6cFUS9pjsH;qV84rNlj;;16754347341516134342;1706095059885070356;1706095059885073142;1480284972101181384;15131241398139270249;1;2;836350944;17482409737448058117;1706095059885085555;13;344901988;-883165627;-636915115;-357248500;4;4;2;1;12;26;26;26;22;22;22;24
147;133;12022;0;331;2ETFPTOL;2;0;345;1707914930010174208;8560744539310116739;K2CDW2ETFPTOL03;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914930010174208;8560744539310116739;87124881775157824;1706095059734558713;1706095059734561400;2098902978019380250;2;7;7EwwW98XCrq;cQkAIieT;32;14620057825516920227;1706095059734573109;1706095059734576001;10152227036044054318;9215119197755886744;3;0;526725252;11563820962817490564;1706095059734589349;11;;;;;;;;;;;;;;;;
175;133;12022;0;331;2ETFPTOL;2;0;346;1707914930066056704;18052344919371667193;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914930066056704;18052344919371667193;5053306337750158254;1706095059745429528;1706095059745432136;3988395233509653333;0;17;FDApDh1kqWP;y77RrBUY;76;1681593926526343391;1706095059745443068;1706095059745445749;14999546947985397748;12446903664383676122;2;0;584956955;3661212594067765103;1706095059745458454;6;-179465639;-1278863898;-1961316817;540754044;1;2;4;1;26;3;26;17;23;23;22;22
175;133;12022;0;331;2ETFPTOL;2;0;347;1707914930070705152;16706808404411166552;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914930070705152;16706808404411166552;17704264875625494991;1706095059746458126;1706095059746460466;6569967397603862824;1;99;dwpunLW6Fxt;GwoJGHhs;163;18153424314291177009;1706095059746471291;1706095059746473965;847300917005585932;3205938582776271541;3;1;32654720;15768402701869705343;1706095059746486247;15;2047149409;-13724193;-1051407271;-1420921932;4;4;2;1;26;12;122;17;22;23;22;24
175;133;12022;0;331;2ETFPTOL;2;0;348;1707914930082299136;1849006932354810212;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914930082299136;1849006932354810212;7236166067062289225;1706095059749109374;1706095059749111894;3876734185633774871;0;9;OApcTmgoEKH;iAzyOQr3;133;3605914146797502052;1706095059749122513;1706095059749125239;6817931895613314994;3616746325041050224;1;0;784339346;7333411008157711838;1706095059749137854;14;-1448407806;2006427712;357375351;-1457275448;1;1;3;2;17;12;122;122;23;23;23;23
175;133;12022;0;331;2ETFPTOL;2;0;349;1707914930091544832;16479441816075630570;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914930091544832;16479441816075630570;7232647409876859395;1706095059751293527;1706095059751295842;-4144167912642426225;3;17;9TIzuwE5AdZ;NtXqOztx;170;7392323074558211614;1706095059751306392;1706095059751309111;6199554107569579354;5765933309616207611;1;0;780255171;3925992897264474018;1706095059751321744;8;-1825577480;1481544889;1755876183;-1764365435;2;4;3;4;26;122;3;122;23;24;22;24
175;133;12022;0;331;2ETFPTOL;2;0;350;1707914930100806656;1906328744928103300;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914930100806656;1906328744928103300;5675280368426827473;1706095059753552106;1706095059753554606;6601614597864160013;0;99;wNsXhDWDWFF;NwPIvsc6;110;11748752637020248983;1706095059753565637;1706095059753568388;8180079835385396339;1740338956516855351;2;0;919853333;17507847451922395690;1706095059753581492;2;-1634960600;1711740679;1711340491;-1573657215;2;4;4;1;122;3;122;17;24;23;22;23
175;133;12022;0;331;2ETFPTOL;2;0;351;1707914930375051008;5723249893416923247;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;1707914930375051008;5723249893416923247;16226652906885042429;1706095059759503695;1706095059759506195;-478390481306147951;4;6;uUii7WzZALO;QuSlvkvV;89;8692421496651331438;1706095059759517060;1706095059759519912;9588387569848914828;17073703237903554446;2;3;671031343;10307489606386413283;1706095059759532519;5;1335638758;-2066349366;1171424084;1694419948;4;2;1;2;12;1;26;3;24;24;23;24
175;133;12022;0;331;2ETFPTOL;2;0;352;1707914930419717888;8028436050407324231;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914930419717888;8028436050407324231;9885304689352494150;1706095059771939187;1706095059771941644;-2656139400303552815;3;7;wCjmlp3ggpK;47p9C9ch;120;5926440162212300074;1706095059771952188;1706095059771955012;9555107145274889057;3954934443810567022;1;1;270958719;6115601411109460570;1706095059771967425;1;1777628100;1909860460;83873654;-1844187347;1;3;4;1;122;122;1;12;22;23;24;24
