msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;symbolIndex;eMM;price;priceDate;priceInputType;sequenceTime 
56;46;12052;0;331;2ETFPTOL;0;0;1998;1707914930018760960;18406175773751397267;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;13591859895925755072;zZ;f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb;9UD;2141840673;1;965100886;7;1707914930018760960;18406175773751397267;231362315;10;442;192;68;1706095060419782825
56;46;12052;0;331;2ETFPTOL;0;0;1999;1707914930029902848;4750296483887575016;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914930029902848;4750296483887575016;137559582;15;266;183;44;1706095060421203169
56;46;12052;0;331;2ETFPTOL;0;0;2000;1707914930042590720;15845624295213710014;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;1707914930042590720;15845624295213710014;189069970;11;190;314;162;1706095060423221831
56;46;12052;0;331;2ETFPTOL;0;0;2001;1707914930044167168;4394685968920129432;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914930044167168;4394685968920129432;703220993;1;351;378;188;1706095060423501876
56;46;12052;0;331;2ETFPTOL;0;0;2002;1707914930047317760;7204164497497689392;K2CDW2ETFPTOL01;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914930047317760;7204164497497689392;880078379;1;329;126;246;1706095060424096448
56;46;12052;0;331;2ETFPTOL;0;0;2003;1707914930048908800;16207932310175981348;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914930048908800;16207932310175981348;830866530;7;436;361;149;1706095060424398025
56;46;12052;0;331;2ETFPTOL;0;0;2004;1707914930058401024;11559982585143927379;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914930058401024;11559982585143927379;366139516;2;376;116;248;1706095060426349658
56;46;12052;0;331;2ETFPTOL;0;0;2005;1707914930059193856;18321238345579197122;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914930059193856;18321238345579197122;946518645;5;261;32;140;1706095060426522606
56;46;12052;0;331;2ETFPTOL;0;0;2006;1707914930064726272;10852681607820050802;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914930064726272;10852681607820050802;120173096;7;134;438;151;1706095060427797285
56;46;12052;0;331;2ETFPTOL;0;0;2007;1707914930067082496;15432038561940397317;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914930067082496;15432038561940397317;583228200;9;156;42;18;1706095060428361749
56;46;12052;0;331;2ETFPTOL;0;0;2008;1707914930068675072;14598542754084083600;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914930068675072;14598542754084083600;179939061;4;351;97;112;1706095060428745055
56;46;12052;0;331;2ETFPTOL;0;0;2009;1707914930079764480;14431003525179265462;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914930079764480;14431003525179265462;457170075;99;447;130;221;1706095060431606842
56;46;12052;0;331;2ETFPTOL;0;0;2010;1707914930082952192;4583799334359371884;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914930082952192;4583799334359371884;137559582;5;447;222;128;1706095060432482469
56;46;12052;0;331;2ETFPTOL;0;0;2011;1707914930089326080;15888254091718365481;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914930089326080;15888254091718365481;451829176;15;210;128;208;1706095060434324198
56;46;12052;0;331;2ETFPTOL;0;0;2012;1707914930102044928;1771058343194194500;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914930102044928;1771058343194194500;685651177;8;105;309;25;1706095060438306625
56;46;12052;0;331;2ETFPTOL;0;0;2013;1707914930102838272;12891075854196688835;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914930102838272;12891075854196688835;841345320;4;109;295;135;1706095060438568104
56;46;12052;0;331;2ETFPTOL;0;0;2014;1707914930108346112;3229241538366029232;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914930108346112;3229241538366029232;955146857;7;329;278;125;1706095060440453150
56;46;12052;0;331;2ETFPTOL;0;0;2015;1707914930369187840;3696263196225226926;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914930369187840;3696263196225226926;636453490;4;227;183;162;1706095060443293853
56;46;12052;0;331;2ETFPTOL;0;0;2016;1707914930372443392;9170428862621246324;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914930372443392;9170428862621246324;105538185;9;416;351;46;1706095060444480260
56;46;12052;0;331;2ETFPTOL;0;0;2017;1707914930384031488;6096429987168230172;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914930384031488;6096429987168230172;471710007;15;405;392;96;1706095060448820438
56;46;12052;0;331;2ETFPTOL;0;0;2018;1707914930403047936;13782947300458089762;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914930403047936;13782947300458089762;397856163;17;360;191;172;1706095060457005434
56;46;12052;0;331;2ETFPTOL;1;0;421;1707914930003976448;12204890800736593297;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914930003976448;12204890800736593297;56973008;4;42;429;44;1706095060418633903
56;46;12052;0;331;2ETFPTOL;1;0;422;1707914930005619968;7090027898439683651;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914930005619968;7090027898439683651;646191940;6;347;401;11;1706095060418794318
56;46;12052;0;331;2ETFPTOL;1;0;423;1707914930021167616;3019576497622420057;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914930021167616;3019576497622420057;765519849;4;360;473;113;1706095060420062039
56;46;12052;0;331;2ETFPTOL;1;0;424;1707914930036272640;16541561743979440583;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914930036272640;16541561743979440583;911319188;15;129;292;137;1706095060422161008
56;46;12052;0;331;2ETFPTOL;1;0;425;1707914930037846784;12410878314309350821;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930037846784;12410878314309350821;782873053;11;360;441;72;1706095060422414959
56;46;12052;0;331;2ETFPTOL;1;0;426;1707914930040210688;11086225156933356560;K2CDW2ETFPTOL02;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914930040210688;11086225156933356560;315339150;17;109;279;106;1706095060422814719
56;46;12052;0;331;2ETFPTOL;1;0;427;1707914930041015808;6358399015887735956;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914930041015808;6358399015887735956;812571727;8;160;191;77;1706095060422949333
56;46;12052;0;331;2ETFPTOL;1;0;428;1707914930063134720;10918950546663542332;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914930063134720;10918950546663542332;726810605;5;182;123;235;1706095060427431248
56;46;12052;0;331;2ETFPTOL;1;0;429;1707914930067887104;15726369079421995262;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914930067887104;15726369079421995262;164996825;14;277;391;208;1706095060428550891
56;46;12052;0;331;2ETFPTOL;1;0;430;1707914930076574464;17253099464815970235;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914930076574464;17253099464815970235;142043921;10;315;496;220;1706095060430756139
56;46;12052;0;331;2ETFPTOL;1;0;431;1707914930078970112;10264328794603967083;K2CDW2ETFPTOL02;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914930078970112;10264328794603967083;630708295;11;40;450;226;1706095060431390634
56;46;12052;0;331;2ETFPTOL;1;0;432;1707914930106772736;16782143883507356253;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914930106772736;16782143883507356253;281877941;4;95;225;176;1706095060439907786
56;46;12052;0;331;2ETFPTOL;1;0;433;1707914930378003712;12845740000671843325;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914930378003712;12845740000671843325;15674241;14;225;449;226;1706095060446607158
56;46;12052;0;331;2ETFPTOL;1;0;434;1707914930380359680;11708915043723196022;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914930380359680;11708915043723196022;15674241;6;115;387;112;1706095060447545193
56;46;12052;0;331;2ETFPTOL;1;0;435;1707914930383249664;6947444680804686512;K2CDW2ETFPTOL02;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914930383249664;6947444680804686512;897061568;11;182;449;187;1706095060448498052
56;46;12052;0;331;2ETFPTOL;1;0;436;1707914930389606144;8285952134246884528;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;;yR;wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY;3rR;;251;0;7;1707914930389606144;8285952134246884528;189474699;15;438;98;231;1706095060451108298
56;46;12052;0;331;2ETFPTOL;1;0;437;1707914930404632320;8165573065665326714;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914930404632320;8165573065665326714;302074901;7;345;179;66;1706095060457736633
56;46;12052;0;331;2ETFPTOL;1;0;438;1707914930407030272;2893198268703442894;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914930407030272;2893198268703442894;843359534;17;63;320;187;1706095060458836295
56;46;12052;0;331;2ETFPTOL;1;0;439;1707914930410189056;8421162236998712590;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;1707914930410189056;8421162236998712590;681310362;4;222;187;142;1706095060460312374
56;46;12052;0;331;2ETFPTOL;1;0;440;1707914930410978304;9967926859678730278;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914930410978304;9967926859678730278;274114089;10;365;10;64;1706095060460684223
56;46;12052;0;331;2ETFPTOL;1;0;441;1707914930411768320;9583749822505343284;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914930411768320;9583749822505343284;840387731;15;84;91;6;1706095060461069325
56;46;12052;0;331;2ETFPTOL;2;0;415;1707914930025135616;8866981374984472466;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914930025135616;8866981374984472466;703220993;8;390;248;226;1706095060420555886
56;46;12052;0;331;2ETFPTOL;2;0;416;1707914930031502848;15081438783298373249;K2CDW2ETFPTOL03;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914930031502848;15081438783298373249;844959358;8;282;173;181;1706095060421431853
56;46;12052;0;331;2ETFPTOL;2;0;417;1707914930037061888;16927750197132724156;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1707914930037061888;16927750197132724156;870348840;14;441;373;47;1706095060422287936
56;46;12052;0;331;2ETFPTOL;2;0;418;1707914930051277568;6562988006466350235;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914930051277568;6562988006466350235;588523366;11;142;464;217;1706095060424865097
56;46;12052;0;331;2ETFPTOL;2;0;419;1707914930052067328;7019910859434191678;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914930052067328;7019910859434191678;330454191;11;477;54;205;1706095060425022368
56;46;12052;0;331;2ETFPTOL;2;0;420;1707914930060761600;1119018726682696501;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914930060761600;1119018726682696501;830866530;17;177;330;77;1706095060426891343
56;46;12052;0;331;2ETFPTOL;2;0;421;1707914930074208000;12796081663188894581;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914930074208000;12796081663188894581;274114089;6;311;162;224;1706095060430137800
56;46;12052;0;331;2ETFPTOL;2;0;422;1707914930080562432;5333583056658231931;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914930080562432;5333583056658231931;471710007;15;317;351;59;1706095060431826333
56;46;12052;0;331;2ETFPTOL;2;0;423;1707914930084579328;777585305213025983;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914930084579328;777585305213025983;919853333;11;182;411;24;1706095060432942760
56;46;12052;0;331;2ETFPTOL;2;0;424;1707914930085362432;5241744627124196449;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914930085362432;5241744627124196449;515238894;11;112;500;22;1706095060433167042
56;46;12052;0;331;2ETFPTOL;2;0;425;1707914930086968320;16972933645352447460;K2CDW2ETFPTOL03;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914930086968320;16972933645352447460;941734235;6;159;98;185;1706095060433624824
56;46;12052;0;331;2ETFPTOL;2;0;426;1707914930087758848;5452984195325962692;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914930087758848;5452984195325962692;765519849;10;279;28;253;1706095060433857181
56;46;12052;0;331;2ETFPTOL;2;0;427;1707914930112167424;10337008616781873701;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914930112167424;10337008616781873701;703220993;4;340;95;76;1706095060441287680
56;46;12052;0;331;2ETFPTOL;2;0;428;1707914930112947712;14178620332239506440;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;1707914930112947712;14178620332239506440;129588308;9;189;118;248;1706095060441567693
56;46;12052;0;331;2ETFPTOL;2;0;429;1707914930366470400;11832832654424591036;K2CDW2ETFPTOL03;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914930366470400;11832832654424591036;880078379;10;112;336;85;1706095060442713759
56;46;12052;0;331;2ETFPTOL;2;0;430;1707914930384822784;3127256257698145314;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914930384822784;3127256257698145314;704352555;11;315;290;235;1706095060449142246
56;46;12052;0;331;2ETFPTOL;2;0;431;1707914930391985920;13170971002457482941;K2CDW2ETFPTOL03;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914930391985920;13170971002457482941;149423575;8;96;222;157;1706095060452118978
56;46;12052;0;331;2ETFPTOL;2;0;432;1707914930395129344;13285103604137622325;K2CDW2ETFPTOL03;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914930395129344;13285103604137622325;168342053;5;316;335;152;1706095060453483268
56;46;12052;0;331;2ETFPTOL;2;0;433;1707914930395924992;5347122023727147066;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914930395924992;5347122023727147066;916475071;6;491;430;179;1706095060453829344
56;46;12052;0;331;2ETFPTOL;2;0;434;1707914930396712192;13361382421830399710;K2CDW2ETFPTOL03;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914930396712192;13361382421830399710;453799485;11;435;169;204;1706095060454177335
56;46;12052;0;331;2ETFPTOL;2;0;435;1707914930397501184;241884180841525666;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914930397501184;241884180841525666;571771961;9;465;23;184;1706095060454522578
56;46;12052;0;331;2ETFPTOL;2;0;436;1707914930412566272;12003731831356317633;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914930412566272;12003731831356317633;471710007;6;435;22;185;1706095060461444807
