HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;basisofAccrualsCalculation;linkedISIN;linkedMIC;linkedCurrency 
12224B;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;7;F3VlvuozzRwK;1IM0;XXk
12224B;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;5;Puz35JuM4Eso;GxRY;gB3
12224B;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;1;yehNUzImXRJ8;9LWL;NHX
12224B;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;6;docuRGjBHXUW;bpL9;KTp
12224B;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;7;BY6o22D4hQ85;6fIs;UVp
12224B;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;12;0GbeAJy5r11s;JNBz;0R3
12224B;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;8;uNroNrWkDyuN;lW6V;kKO
12224B;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;6;ldOsdBPIDTrj;81dT;BxE
12224B;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;10;a0JXjKb5S6Oj;Siab;9E1
12224B;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;11;og6qb3BVLmix;OdA5;osK
12224B;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;8;FQyddsbmlQSb;U42R;jss
12224B;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;9;ATcz6hKeHsND;5BCf;LCC
12224B;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;13;tZglE0g65IEm;xE5L;glv
12224B;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;4;7OczcDym2lD7;qshX;b6e
12224B;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;6;h6iAROXb9TRg;eVOz;8av
12224B;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;7;0mDNqZQjaA5k;tZE7;IGK
12224B;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;4;1X4r7L3cQK5d;6W2C;Mli
12224B;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;7;87sZ2NIvBN5F;YewA;i4J
12224B;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;5;iQqi5q3X0EDv;5WBm;6KF
12224B;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;11;2l1MSi2wnvmG;zi9n;0xG
12224B;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;5;fbYhZWARsdpu;QqVC;eVh
12224B;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;7;y01mJtaEdDJx;HZwF;fju
12224B;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;2;5kXWlhwGHiDy;nGxZ;lSC
12224B;MTXCREFD;0;21;K2CDWMTXCREFD;1707914646420954368;1820649583449868729;331;1;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;267525860;8;7SeohnsHGt30;3nkn;Z2P
12224B;MTXCREFD;0;21;K2CDWMTXCREFD;1707914646420954368;1820649583449868729;331;1;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;267525860;13;dNgcqb3i2OhZ;3IES;dKM
12224B;MTXCREFD;0;21;K2CDWMTXCREFD;1707914646420954368;1820649583449868729;331;1;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;267525860;10;mUrXcMUTUtEU;wx1Y;2CP
12224B;MTXCREFD;0;21;K2CDWMTXCREFD;1707914646420954368;1820649583449868729;331;1;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;267525860;11;LUyGPIcO3QYX;NxOo;GNz
12224B;MTXCREFD;0;21;K2CDWMTXCREFD;1707914646420954368;1820649583449868729;331;1;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;267525860;13;7eNdmnA7FSoC;RWqt;wR8
12224B;MTXCREFD;0;22;K2CDWMTXCREFD;1707914646428502016;10182285349855462604;331;1;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;449655990;1;gGMuLs93KVeG;s38T;SVz
12224B;MTXCREFD;0;22;K2CDWMTXCREFD;1707914646428502016;10182285349855462604;331;1;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;449655990;10;No2EivW1gQ1X;ktjl;M4D
12224B;MTXCREFD;0;22;K2CDWMTXCREFD;1707914646428502016;10182285349855462604;331;1;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;449655990;6;s2PP9eLnkvFN;6tPX;7yT
12224B;MTXCREFD;0;22;K2CDWMTXCREFD;1707914646428502016;10182285349855462604;331;1;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;449655990;3;ijwbUU0IDJh4;laHP;4F0
12224B;MTXCREFD;0;22;K2CDWMTXCREFD;1707914646428502016;10182285349855462604;331;1;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;449655990;12;1rL2ImOVPMpi;Ls7i;XmZ
12224B;MTXCREFD;0;23;K2CDWMTXCREFD;1707914646436048640;1468618861302559045;331;1;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;105538185;6;WFu6ZIGFtI6a;5MTb;f04
12224B;MTXCREFD;0;23;K2CDWMTXCREFD;1707914646436048640;1468618861302559045;331;1;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;105538185;4;ElLUnzYIbTzU;VraU;Jmc
12224B;MTXCREFD;0;23;K2CDWMTXCREFD;1707914646436048640;1468618861302559045;331;1;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;105538185;2;01JwcPdcGFBt;7fap;Iiw
12224B;MTXCREFD;0;23;K2CDWMTXCREFD;1707914646436048640;1468618861302559045;331;1;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;105538185;10;GioaPTDyOSj1;TDpl;kog
12224B;MTXCREFD;0;23;K2CDWMTXCREFD;1707914646436048640;1468618861302559045;331;1;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;105538185;2;oDR6BunL6RZw;RUQB;CL2
12224B;MTXCREFD;0;24;K2CDWMTXCREFD;1707914646443612416;15046863095348060921;331;1;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;662272845;12;iQC7pz8Kn0eR;R92k;rWB
12224B;MTXCREFD;0;24;K2CDWMTXCREFD;1707914646443612416;15046863095348060921;331;1;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;662272845;13;lK4CsFjhE9iO;CW1q;NXS
12224B;MTXCREFD;0;24;K2CDWMTXCREFD;1707914646443612416;15046863095348060921;331;1;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;662272845;8;befd59Lc8Tah;rNks;noH
12224B;MTXCREFD;0;24;K2CDWMTXCREFD;1707914646443612416;15046863095348060921;331;1;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;662272845;5;xw9j32y4ruXU;Eo25;8qb
12224B;MTXCREFD;0;24;K2CDWMTXCREFD;1707914646443612416;15046863095348060921;331;1;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;662272845;10;tNwGDhCquN7q;zFnG;8zG
12224B;MTXCREFD;0;25;K2CDWMTXCREFD;1707914646451264512;7897881397629965389;331;1;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;15674241;4;4U7L4tw755ag;9YxM;rEy
12224B;MTXCREFD;0;25;K2CDWMTXCREFD;1707914646451264512;7897881397629965389;331;1;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;15674241;8;50glNZtjyswR;8z9X;4ou
12224B;MTXCREFD;0;25;K2CDWMTXCREFD;1707914646451264512;7897881397629965389;331;1;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;15674241;4;YkuukKJbWp22;eAHk;Qlr
12224B;MTXCREFD;0;25;K2CDWMTXCREFD;1707914646451264512;7897881397629965389;331;1;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;15674241;5;1suOXxhfIJFz;07yb;YpZ
12224B;MTXCREFD;0;25;K2CDWMTXCREFD;1707914646451264512;7897881397629965389;331;1;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;15674241;9;6ewjzZ0svTvX;a4Ju;wxG
12224B;MTXCREFD;0;26;K2CDWMTXCREFD;1707914646458819072;9219836154228408002;331;1;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;168342053;3;KwNvoXbVitWS;FHpX;D1Z
12224B;MTXCREFD;0;26;K2CDWMTXCREFD;1707914646458819072;9219836154228408002;331;1;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;168342053;4;tEDn30AGU6Mr;jonF;8DH
12224B;MTXCREFD;0;26;K2CDWMTXCREFD;1707914646458819072;9219836154228408002;331;1;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;168342053;10;fYzecoJHb394;yMa7;REU
12224B;MTXCREFD;0;26;K2CDWMTXCREFD;1707914646458819072;9219836154228408002;331;1;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;168342053;2;WLzGU65ldOri;ghBe;6ch
12224B;MTXCREFD;0;26;K2CDWMTXCREFD;1707914646458819072;9219836154228408002;331;1;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;168342053;11;KH5XTclBt5RT;GEDk;zAf
12224B;MTXCREFD;0;27;K2CDWMTXCREFD;1707914646466353408;2694311863324486920;331;1;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;653494834;13;Xt5pv3gyMZue;fxEt;f9X
12224B;MTXCREFD;0;27;K2CDWMTXCREFD;1707914646466353408;2694311863324486920;331;1;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;653494834;3;RpZKNt5wMqAw;siSZ;e3X
12224B;MTXCREFD;0;27;K2CDWMTXCREFD;1707914646466353408;2694311863324486920;331;1;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;653494834;7;8MmCT5WwpQFJ;uo6W;2MN
12224B;MTXCREFD;0;27;K2CDWMTXCREFD;1707914646466353408;2694311863324486920;331;1;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;653494834;11;3HwxmrEhd5KQ;O5Cy;09I
12224B;MTXCREFD;0;27;K2CDWMTXCREFD;1707914646466353408;2694311863324486920;331;1;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;653494834;12;POPfsibczz44;HLMV;mjq
12224B;MTXCREFD;0;28;K2CDWMTXCREFD;1707914646473948672;7162574171263379934;331;1;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;243374731;8;6LIhL11Hrjmk;3jij;0nS
12224B;MTXCREFD;0;28;K2CDWMTXCREFD;1707914646473948672;7162574171263379934;331;1;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;243374731;8;REoimNFC5Bvz;2kRL;PPT
12224B;MTXCREFD;0;28;K2CDWMTXCREFD;1707914646473948672;7162574171263379934;331;1;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;243374731;5;uFcXD6dzrF1s;JLn9;zRu
12224B;MTXCREFD;0;28;K2CDWMTXCREFD;1707914646473948672;7162574171263379934;331;1;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;243374731;7;Vbw5lQY9JovO;K15G;zu0
12224B;MTXCREFD;0;28;K2CDWMTXCREFD;1707914646473948672;7162574171263379934;331;1;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;243374731;6;QWmWOC9Wxb6F;G6Gv;9Ta
12224B;MTXCREFD;0;29;K2CDWMTXCREFD;1707914646481487872;14256439484718583809;331;1;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;468896029;8;ochrlbw318uq;Zo4Q;dOg
12224B;MTXCREFD;0;29;K2CDWMTXCREFD;1707914646481487872;14256439484718583809;331;1;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;468896029;3;v0oqLZCAa7Vr;ce98;SSc
12224B;MTXCREFD;0;29;K2CDWMTXCREFD;1707914646481487872;14256439484718583809;331;1;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;468896029;6;TibkoUfJ10R2;wOdP;0EA
12224B;MTXCREFD;0;29;K2CDWMTXCREFD;1707914646481487872;14256439484718583809;331;1;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;468896029;2;o8LycsHAmn7G;zIRY;4k5
12224B;MTXCREFD;0;29;K2CDWMTXCREFD;1707914646481487872;14256439484718583809;331;1;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;468896029;13;ztx9mEe91b7v;Jr3H;eq9
12224B;MTXCREFD;0;30;K2CDWMTXCREFD;1707914646489038848;7495061674776408594;331;1;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;179939061;3;hXfqwj4U0MQl;asBS;JAT
12224B;MTXCREFD;0;30;K2CDWMTXCREFD;1707914646489038848;7495061674776408594;331;1;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;179939061;13;c2jaVRPOjjkI;DGTM;1il
