msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;declarationID;symbolIndex;eMM;mICofSecondaryListing;operationType;preMatchingType;waiverIndicator
62;52;541;0;331;TCSALLOU;0;0;61;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;6002728676478323593;ckrrgpnY;1706095049488117500;1599141171749271863;4755257396655132491;410867151;2;zXRF;6;2;4
62;52;541;0;331;TCSALLOU;0;0;62;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;13804568596497400928;qIgbuIzc;1706095049488277560;3936575674951647932;17144165410625182773;225511348;6;dPL4;5;5;2
62;52;541;0;331;TCSALLOU;0;0;63;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;16370818936484140374;QZGnqxlC;1706095049488437923;-5443570210799970845;1213247480861988740;267525860;10;SnSO;4;5;0
62;52;541;0;331;TCSALLOU;0;0;64;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;12219215559778929483;gY0E58sk;1706095049488601059;2078624162846418478;8748656057903437842;184047301;8;EyTU;6;6;6
62;52;541;0;331;TCSALLOU;0;0;65;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;11599268026834192745;lJKwkxqG;1706095049488765960;3932568022115593653;15530594108114300850;146079271;8;uIAj;7;3;2
62;52;541;0;331;TCSALLOU;0;0;66;;;K2CDWTCSALLOU;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;5853478224810069700;kWItdS7R;1706095049488930772;7657794847600357460;6074412205963047509;880078379;2;xMt5;5;3;1
62;52;541;0;331;TCSALLOU;0;0;67;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;14075810548210829270;TLp7I81G;1706095049489101094;7817140713507763555;15863287867672983467;812571727;4;aMq4;7;5;0
62;52;541;0;331;TCSALLOU;0;0;68;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;3243132349458248473;7qzy6Ze1;1706095049489270181;6642425987499122081;6055802387349232439;641399268;15;TeNJ;7;3;5
62;52;541;0;331;TCSALLOU;0;0;69;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;6562969477522550484;wG0WA5bM;1706095049489440010;1886285696665541355;10343040483168003938;922513693;9;Ux2E;7;5;6
62;52;541;0;331;TCSALLOU;0;0;70;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;16653266339924270372;B0mZ6J3T;1706095049489612103;3989494816829229943;465567398581506050;762062763;2;kW7F;5;6;1
62;52;541;0;331;TCSALLOU;0;0;71;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;5681367100327637486;dA3Q8MDH;1706095049489787517;-5853326132830937150;11020197516110526949;105538185;5;iqk7;4;2;7
62;52;541;0;331;TCSALLOU;0;0;72;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;15320875420995271130;SaQ8xbr0;1706095049489963023;8916328434225090128;15560784930652331452;361376530;99;3iSO;7;3;5
62;52;541;0;331;TCSALLOU;0;0;73;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;8640673832809730500;O1KJwUoi;1706095049490138450;3610985804432741047;2454402614601004011;687165927;2;GujI;4;3;2
62;52;541;0;331;TCSALLOU;0;0;74;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;8874741457710062762;QiEpmVUI;1706095049490315533;-4638607783684175527;10646501104338539933;40139414;2;kiE1;6;4;0
62;52;541;0;331;TCSALLOU;0;0;75;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;17571737325348015120;tk1Pf7Ic;1706095049490494969;-5007483773167002004;15816563179766014682;149423575;5;kkx4;4;4;4
62;52;541;0;331;TCSALLOU;0;0;76;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;8604359867903653183;gIfgd0xF;1706095049490675359;-629876737702488822;7031294950322351455;105108297;14;78K8;6;6;6
62;52;541;0;331;TCSALLOU;0;0;77;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1124055153146321405;ptc0oCAO;1706095049490864807;-7647028079250766480;7159470427772468377;338709066;6;BRI5;1;1;3
62;52;541;0;331;TCSALLOU;0;0;78;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;7197399224679577226;OQyNOzSg;1706095049491047803;7363921167685652045;6921135585896967432;650176422;14;4lfZ;5;2;3
62;52;541;0;331;TCSALLOU;0;0;79;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;546670537259822007;PVlGsbon;1706095049491233187;-5142566261238578024;11839630599820079157;840406118;10;ZuYo;7;2;6
62;52;541;0;331;TCSALLOU;0;0;80;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;5655172227530975189;gQWPeg9j;1706095049491418986;8146709993054923709;15556248432161419358;958972949;17;nmOn;5;3;5
62;52;541;0;331;TCSALLOU;0;0;81;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;2837436465646591606;pf5fTKZU;1706095049491608109;1206634072725159370;3210869433815332647;897061568;14;VMNB;7;6;7
62;52;541;0;331;TCSALLOU;0;0;82;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;4764271625830852291;HiggyEY4;1706095049491807092;-2477429476256181090;13153008220757188209;361376530;99;l0B2;5;2;2
62;52;541;0;331;TCSALLOU;0;0;83;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;9489619010364710761;Xt14tw5Q;1706095049491999704;-7466507671917211882;10106157556212293766;225974287;2;M9MK;7;5;2
62;52;541;0;331;TCSALLOU;0;0;84;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1710655846631409008;uoQ6T2mG;1706095049492192042;1316474592144537196;14645471944838625563;179056924;14;r2F4;6;5;3
62;52;541;0;331;TCSALLOU;0;0;85;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;5390758995908276545;1Rf8AXm6;1706095049492385025;-2731404293587031646;2368474573546101127;263580681;4;yzyn;5;6;4
62;52;541;0;331;TCSALLOU;0;0;86;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;7938609538013726913;fKPG9k68;1706095049492578705;1424372864825266043;7165011083361073620;968476971;17;2eK7;7;5;2
62;52;541;0;331;TCSALLOU;0;0;87;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;498723142716402162;5tNvUkvc;1706095049492778176;-2513667739474944492;1138726085155174052;193650200;15;qL8O;5;1;3
62;52;541;0;331;TCSALLOU;0;0;88;;;K2CDWTCSALLOU;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;15622538596824735629;8ToHY5Wn;1706095049492975816;6148898929517459706;2340632307812675181;880078379;9;a55H;4;4;1
62;52;541;0;331;TCSALLOU;0;0;89;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;6534526585352389711;zd8ASmgs;1706095049493177041;-7538754235473260144;6947840733297845014;273258314;5;yRc7;4;5;7
62;52;541;0;331;TCSALLOU;0;0;90;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;10654874720398412131;tYcjXIzE;1706095049493377562;3622596838101702778;15072787230966180350;418664403;9;5gZt;4;5;7
62;52;541;0;331;TCSALLOU;0;0;91;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;15252711988238089739;oaAB2xu6;1706095049493579836;-8107940383746176067;7104579596260008737;889615201;7;1d5g;1;1;1
62;52;541;0;331;TCSALLOU;0;0;92;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;4299562555184973023;xcuL37hQ;1706095049493784926;-2500628389662225026;1362783711091522794;911319188;14;Wgmx;7;2;2
62;52;541;0;331;TCSALLOU;0;0;93;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;171367871095739228;i3cpwvZd;1706095049493991486;6535281180679384784;13247201924974593956;32654720;11;J4Ww;4;2;7
62;52;541;0;331;TCSALLOU;0;0;94;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;5169886036548784063;Al6V0NRx;1706095049494197186;-8899635241119074266;11415957095151250480;317605844;11;TEiH;1;4;3
62;52;541;0;331;TCSALLOU;0;0;95;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;4046037286307569303;LFUFEY9A;1706095049494405000;-7227751686212972979;15450088259139525059;993224417;1;sDmT;7;3;3
62;52;541;0;331;TCSALLOU;0;0;96;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;8019511893193637716;B78wRDmw;1706095049494613851;6381480043301397064;4574427444607831515;850417414;4;jB3V;4;3;1
62;52;541;0;331;TCSALLOU;0;0;97;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;11001002524124954627;niNHjL3L;1706095049494826221;-1130216910326010207;18120802664477758204;836350944;15;tFsA;6;5;6
62;52;541;0;331;TCSALLOU;0;0;98;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;7836062348442326754;Wq9wq3XZ;1706095049495038548;-4828158704284338797;8921355398325224253;645935213;2;AMFO;4;6;3
62;52;541;0;331;TCSALLOU;0;0;99;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;8770917886361126164;PtRtgktU;1706095049495252239;-5567499697709713936;2954168541110874431;587146478;99;Hvpf;1;1;0
62;52;541;0;331;TCSALLOU;0;0;100;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;3511114124725949167;azmshWct;1706095049495466918;-4087602384372445971;7878400326363101084;984029995;10;drzS;4;6;1
62;52;541;0;331;TCSALLOU;0;0;101;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;18429887676207078287;pBEDNgm3;1706095049495683902;-8611206512585970852;18090920673211494746;681310362;9;EJUP;7;2;7
62;52;541;0;331;TCSALLOU;0;0;102;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;13667393773703122333;x2zjaO0V;1706095049495908103;-7056082716457179085;14901911399685128838;768903345;2;dTB9;5;4;0
62;52;541;0;331;TCSALLOU;0;0;103;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;4216141819941405954;DhehPIr7;1706095049496128009;-6605605737552516880;14692719688255525761;189069970;7;ngAa;7;4;6
62;52;541;0;331;TCSALLOU;0;0;104;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;5143672441543085317;U2Pr6YdS;1706095049496348372;-6283126979619940230;7410089661267960788;293632506;11;9uN2;6;3;6
62;52;541;0;331;TCSALLOU;0;0;105;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;17789769238039251809;Avr5ov9G;1706095049496571405;-1997820929985440011;420304073630521667;105108297;5;Q4e0;1;3;5
62;52;541;0;331;TCSALLOU;0;0;106;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;13977547788550110915;cg22aVKm;1706095049496811237;-660446964252399812;14772391897196750696;840406118;8;CW1c;4;6;7
62;52;541;0;331;TCSALLOU;0;0;107;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;15169984457320322440;lB8v5xsB;1706095049497039441;-4859986959486526018;16701426357910402532;614218173;17;11Se;6;3;5
62;52;541;0;331;TCSALLOU;0;0;108;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;2704582580603535421;KfWAZoDP;1706095049497266435;5667163546246241190;10150047141718146713;485081213;6;8dVf;5;6;4
62;52;541;0;331;TCSALLOU;0;0;109;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;14090202830358505530;BEy4dlsB;1706095049497495570;-5012287972428470511;6880692159752727145;840387731;14;pDJz;1;2;0
62;52;541;0;331;TCSALLOU;0;0;110;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;13132440115718314841;z0Oztd0I;1706095049497727908;4398486062715167842;2326412589326406886;433085588;15;AviR;7;5;7
62;52;541;0;331;TCSALLOU;0;0;111;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;18164195800485996197;GK2LIyOI;1706095049497959702;8296467697990578694;16718429385705727063;433085588;11;Rpqk;5;1;4
62;52;541;0;331;TCSALLOU;0;0;112;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1598259736421365696;fxYBLAp0;1706095049498199297;2040163201730182270;7093581600754637487;221113253;7;EvqG;5;5;0
62;52;541;0;331;TCSALLOU;0;0;113;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;5071857727005198772;op4LF7Jv;1706095049498432595;-6205833126949704959;18357764480106244860;966477508;2;3HIi;4;2;5
62;52;541;0;331;TCSALLOU;0;0;114;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;3954786713559560448;9jH8sEpi;1706095049498667595;-483954490697201627;16057537265591187938;993224417;99;ndn3;1;6;5
62;52;541;0;331;TCSALLOU;0;0;115;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;605228231075418474;txsM0Ke5;1706095049498909683;4636310287112783569;1070052153697257698;778983872;17;Jud1;7;6;5
62;52;541;0;331;TCSALLOU;0;0;116;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;9077314381565506891;HaRXXepQ;1706095049499147262;-2478994030416008647;9105720980323085177;812571727;1;o8AZ;6;2;1
62;52;541;0;331;TCSALLOU;0;0;117;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;6765202018563199489;2ySSySlf;1706095049499387785;-259582248403967670;583732037691026402;710897910;1;uUgp;5;5;6
62;52;541;0;331;TCSALLOU;0;0;118;;;K2CDWTCSALLOU;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;9092956509332917254;LTwQLcWt;1706095049499629478;5112555038890608680;4950142802697842761;315339150;15;oFn8;5;6;2
62;52;541;0;331;TCSALLOU;0;0;119;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;3140873985211298265;tBG7Fc6q;1706095049499883058;-1305175639745132384;5558957863981476316;393921509;7;1ead;5;2;0
62;52;541;0;331;TCSALLOU;0;0;120;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;721718232127627318;cDTVu6zG;1706095049500127144;7432308590380844206;7261343699454568262;25531303;1;GbRC;6;1;6
62;52;541;0;331;TCSALLOU;0;0;121;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;6897801186219138797;vPo0ZzSX;1706095049500372905;-6515100461785482784;14927740169294949990;189069970;7;M0Zn;5;3;1
62;52;541;0;331;TCSALLOU;0;0;122;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;6005671078627733454;QPfOiTMx;1706095049500626745;-4758444843814427242;17011556083643494717;179056924;14;JfcL;7;1;0
62;52;541;0;331;TCSALLOU;0;0;123;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;9553135460257712956;DIm5deh5;1706095049500877728;403684067896839749;15460926528875345584;657517808;5;EAHk;4;1;3
