msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;orderType;orderID;orderPriority;symbolIndex;orderPx;sequenceTime;orderQualifiers 
85;75;12013;0;331;2BLKPTOL;7;0;73;1707914901018702848;4855660860405748237;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914901018702848;4855660860405748237;15;6;1;0;1706095058347927202;1;10471161498871720663;7;12498250564239719880;6754282186779353684;576024396;7114223819300779539;1706095058347938870;1
85;75;12013;0;331;2BLKPTOL;7;0;74;1707914901021107456;15726773764717912915;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914901021107456;15726773764717912915;5;7;1;15;1706095058348314954;5;7627374525692612398;8;1251901538808144186;5104535522873286783;515238894;-9149996309995093233;1706095058348327029;4
85;75;12013;0;331;2BLKPTOL;7;0;75;1707914901029067520;2291740676187621910;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914901029067520;2291740676187621910;12;5;2;0;1706095058349749483;9;6884141535517900540;10;15863999002012747190;12536438007777544772;56973008;7079536341256176149;1706095058349761404;6
85;75;12013;0;331;2BLKPTOL;7;0;76;1707914901033660928;16795990706818501250;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914901033660928;16795990706818501250;9;6;4;11;1706095058350541501;1;11289898722836226974;1;17088173194115678115;2620216542376795636;41437899;-1592013662030602241;1706095058350553641;5
85;75;12013;0;331;2BLKPTOL;7;0;77;1707914901051464192;10368457321402775946;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914901051464192;10368457321402775946;9;4;1;8;1706095058354492495;2;18187702526040186254;11;4286910795617471566;16603742499611178517;916475071;9101749866915410081;1706095058354504809;3
85;75;12013;0;331;2BLKPTOL;7;0;78;1707914901064364544;18175137004978862132;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;136383756536745750;sr;bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG;MV2;860359950;0;4513943;7;1707914901064364544;18175137004978862132;13;1;1;13;1706095058358128240;2;17905847764660855618;2;11094292509724128979;10600289884994387640;678028550;-3767393064562551445;1706095058358140172;1
85;75;12013;0;331;2BLKPTOL;7;0;79;1707914901067534592;10818516857067855048;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914901067534592;10818516857067855048;6;1;0;20;1706095058359114203;1;5435031015261639773;7;3527342916955795637;15608134384446885196;273258314;5773799388627372194;1706095058359126352;4
85;75;12013;0;331;2BLKPTOL;7;0;80;1707914901071502848;3687756228610949869;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914901071502848;3687756228610949869;18;6;2;24;1706095058360397887;5;7950428250617953102;6;16933912227829592063;1567164847929316660;636453490;6159640026789495939;1706095058360410072;1
85;75;12013;0;331;2BLKPTOL;7;0;81;1707914901074686464;10110461642761270296;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914901074686464;10110461642761270296;5;6;6;6;1706095058361459566;2;5940643625387732463;8;3428311722940447586;3708652956835895259;958972949;4155151127874246058;1706095058361471583;2
85;75;12013;0;331;2BLKPTOL;7;0;82;1707914901091167232;13372027968040040498;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914901091167232;13372027968040040498;11;2;4;14;1706095058366984962;7;5754224632839874790;2;4122164756675459638;8790267144726190084;971929135;4295331126223750439;1706095058366997073;3
85;75;12013;0;331;2BLKPTOL;7;0;83;1707914901098287104;7561170826529434163;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707914901098287104;7561170826529434163;5;7;4;9;1706095058369561166;14;13084716190488894066;2;6410917093188728852;2105158845121538136;361807266;-5514693919718114559;1706095058369573498;6
85;75;12013;0;331;2BLKPTOL;7;0;255;1707914901281146624;14331189072950595132;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914901281146624;14331189072950595132;17;6;5;19;1706095058372653092;11;9256389566001688849;1;8754372162135085373;3993448878732927814;136283212;-1637867213894574523;1706095058372665380;2
85;75;12013;0;331;2BLKPTOL;7;0;256;1707914901281937152;2259542163715383862;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914901281937152;2259542163715383862;19;6;5;7;1706095058373007969;4;8519437281253629218;5;15245527885937351377;13838458167306134296;56973008;-731182318804551642;1706095058373019973;3
85;75;12013;0;331;2BLKPTOL;7;0;257;1707914901293888768;17711606955629215943;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707914901293888768;17711606955629215943;22;2;4;23;1706095058378520196;9;14155669970797508241;3;7022214135093440655;13896681171661048171;786357755;734635066677918296;1706095058378532454;4
85;75;12013;0;331;2BLKPTOL;7;0;258;1707914901306646784;10166804092143274152;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901306646784;10166804092143274152;12;8;7;2;1706095058384925981;5;5636980244925196487;6;1303364794221223674;915759799069275967;468896029;1873340913776900141;1706095058384938339;3
85;75;12013;0;331;2BLKPTOL;7;0;259;1707914901318604032;8116993389037660019;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914901318604032;8116993389037660019;9;3;0;13;1706095058391402499;2;8699094444413547966;11;8468689698511469463;3817899908435096457;352622121;8300060848901121747;1706095058391414931;0
85;75;12013;0;331;2BLKPTOL;7;0;260;1707914901322591744;2584162275849733409;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914901322591744;2584162275849733409;23;7;0;21;1706095058393672129;9;13587927767074856624;1;7726204824275332622;11012033324814986439;372840;-8106726166754101295;1706095058393684152;1
85;75;12013;0;331;2BLKPTOL;7;0;329;1707914901593521920;6551596797108962748;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914901593521920;6551596797108962748;22;1;6;22;1706095058400297727;15;10282101567422231339;8;7651206968098936588;4347397240291681234;854171136;2734602635931122456;1706095058400310001;4
85;75;12013;0;331;2BLKPTOL;7;0;330;1707914901599953152;10977064696368762022;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914901599953152;10977064696368762022;20;1;3;5;1706095058404268198;99;13648919906066018683;3;7536563461424834475;13416949537930534878;433085588;6246996687355810540;1706095058404280676;2
85;75;12013;0;331;2BLKPTOL;8;0;23;1707914901004637696;5149841205318754108;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;1707914901004637696;5149841205318754108;19;3;4;16;1706095058345987062;1;13246425572456914970;13;5527514300416561501;3255011552900294196;912775729;4023329769078376492;1706095058346001125;1
85;75;12013;0;331;2BLKPTOL;8;0;24;1707914901013889792;14593944895809812459;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914901013889792;14593944895809812459;4;3;6;11;1706095058347196405;10;8011383236965277440;11;6712655168575785921;11510503099234977586;869985226;4468840202299469957;1706095058347208861;6
85;75;12013;0;331;2BLKPTOL;8;0;25;1707914901017083648;17437809430758806196;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;14761009529419667952;aD;mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl;oqS;3649434989;1;2752062206;7;1707914901017083648;17437809430758806196;6;4;1;23;1706095058347672969;4;931777757401221181;13;78586060410371759;3724370785856577917;911386486;3616196067444317032;1706095058347685275;3
85;75;12013;0;331;2BLKPTOL;8;0;26;1707914901020302336;5873684627589455259;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914901020302336;5873684627589455259;11;8;2;2;1706095058348182435;11;10767753927973437216;5;5207926990559616121;563045203689455099;225974287;-4491285412171061945;1706095058348195091;2
85;75;12013;0;331;2BLKPTOL;8;0;27;1707914901023498240;17497069098130408403;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914901023498240;17497069098130408403;10;7;6;8;1706095058348726224;8;5866156408675716632;12;10350884635461544704;17965487630819990782;733634346;-6996901305927915340;1706095058348738945;0
85;75;12013;0;331;2BLKPTOL;8;0;28;1707914901038543104;5660823061304634096;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914901038543104;5660823061304634096;12;1;5;13;1706095058351566942;17;15762488116216394735;3;4516744341939561368;841708506984253486;773384389;-6718146818936844219;1706095058351579024;5
85;75;12013;0;331;2BLKPTOL;8;0;29;1707914901048480512;7348826125707047026;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914901048480512;7348826125707047026;16;6;1;4;1706095058353875708;11;12582858840479771655;8;18082773151685149235;676100767888255846;922513693;-2151072845256120743;1706095058353887723;3
85;75;12013;0;331;2BLKPTOL;8;0;30;1707914901072316160;4681996315063242733;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914901072316160;4681996315063242733;2;5;1;2;1706095058360660432;1;15821608647077177845;2;9999495444711474633;4942512975738804853;906768783;2722499518735111286;1706095058360672479;2
85;75;12013;0;331;2BLKPTOL;8;0;31;1707914901076274432;7378713150878655370;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;1707914901076274432;7378713150878655370;15;1;7;13;1706095058362006893;9;1826189175881207513;7;16310801819756433041;11451837432671561316;836350944;-41331987150829112;1706095058362018577;0
85;75;12013;0;331;2BLKPTOL;8;0;32;1707914901078665472;3718456056141623949;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914901078665472;3718456056141623949;15;7;2;6;1706095058362834911;99;1787408260080067305;2;10757160171603798458;14935670557259407321;243374731;-1817938433616681337;1706095058362846911;2
85;75;12013;0;331;2BLKPTOL;8;0;271;1707914901298649088;18117019239274057747;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914901298649088;18117019239274057747;15;6;3;12;1706095058380867442;11;9343523274717992016;13;7854034048161148587;14663712019922007535;75493707;1117919304704456031;1706095058380879335;1
85;75;12013;0;331;2BLKPTOL;8;0;272;1707914901299457536;14889026940303322494;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901299457536;14889026940303322494;20;1;3;24;1706095058381265586;15;12451149271490790949;3;12413407896469319884;10614858868460206714;487911392;-6992092211646558837;1706095058381277839;1
85;75;12013;0;331;2BLKPTOL;8;0;273;1707914901302634496;1468932067651583210;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914901302634496;1468932067651583210;1;1;4;19;1706095058382873232;1;6979230256776724406;9;9103874599190228225;417726981234928009;330454191;4140615715488818387;1706095058382885399;3
85;75;12013;0;331;2BLKPTOL;8;0;274;1707914901304217600;18139053747943708907;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914901304217600;18139053747943708907;2;2;5;14;1706095058383685197;8;4518983364639047456;1;5196360703964890971;10924350506175189797;315494969;4601680727435128552;1706095058383705081;0
85;75;12013;0;331;2BLKPTOL;8;0;275;1707914901315448064;17962458807880243392;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;1707914901315448064;17962458807880243392;2;7;0;18;1706095058389627561;9;11165818485973174838;11;3086346065562344246;4001803805864521289;752014678;-5301903459212306086;1706095058389639369;3
85;75;12013;0;331;2BLKPTOL;8;0;276;1707914901317820160;981043377067926234;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901317820160;981043377067926234;9;7;1;10;1706095058390954462;5;17868259357354429207;7;11458107875329496369;15896861203268197573;198522762;-5668396422899944171;1706095058390966538;1
85;75;12013;0;331;2BLKPTOL;8;0;294;1707914901587791104;7063296619277825284;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914901587791104;7063296619277825284;16;2;6;11;1706095058396936242;15;7034128539314930672;3;14240997657868256097;8494153771501790471;641399268;-295145232477915612;1706095058396948514;3
85;75;12013;0;331;2BLKPTOL;8;0;295;1707914901599146240;8509772855815389096;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914901599146240;8509772855815389096;5;6;4;10;1706095058403760158;9;7720937005159389405;12;13022464051496915528;4331482623100051404;506920201;2912015442636148309;1706095058403772192;5
85;75;12013;0;331;2BLKPTOL;9;0;57;1707914901007428096;5238514163805465759;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914901007428096;5238514163805465759;17;7;2;18;1706095058346334332;4;1144070375934970605;12;360656057214775882;7281288149813535792;653494834;3037073590835135860;1706095058346346671;5
85;75;12013;0;331;2BLKPTOL;9;0;58;1707914901012286208;7813431506180113398;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;1707914901012286208;7813431506180113398;7;4;3;19;1706095058346973530;9;2674506869437417963;3;11882320288881101980;3201001853046629041;814610997;3390690802981471605;1706095058346985836;2
85;75;12013;0;331;2BLKPTOL;9;0;59;1707914901013082368;6200966979409851432;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914901013082368;6200966979409851432;10;5;4;24;1706095058347084108;11;8824658957420616941;1;11047798170271539468;18232053610316653350;366139516;3891474484345231534;1706095058347096330;6
85;75;12013;0;331;2BLKPTOL;9;0;60;1707914901019506176;16139477802139452563;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914901019506176;16139477802139452563;20;7;4;10;1706095058348052397;7;10717499507328340218;4;9764148237812286453;6509804056762190199;366139516;-4103113333865380640;1706095058348064312;6
85;75;12013;0;331;2BLKPTOL;9;0;61;1707914901026684160;16293823743765795743;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901026684160;16293823743765795743;14;5;1;11;1706095058349298943;1;3886622816349208461;7;213762501684600897;12196890512302418712;315863755;-7209732369651583363;1706095058349310754;0
85;75;12013;0;331;2BLKPTOL;9;0;62;1707914901028275456;17000879503137023352;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914901028275456;17000879503137023352;21;8;5;3;1706095058349594582;17;16543410810124377583;1;14773365917175719750;9620176479428693615;83351337;-3856867870530608894;1706095058349606473;6
85;75;12013;0;331;2BLKPTOL;9;0;63;1707914901030640128;11044418832423263976;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914901030640128;11044418832423263976;2;6;6;22;1706095058350060242;8;3948623952159855531;8;15180302954941396306;5461390146961466148;648090412;-1546405491681725540;1706095058350072395;4
85;75;12013;0;331;2BLKPTOL;9;0;64;1707914901031711744;441228756131199157;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901031711744;441228756131199157;15;7;1;8;1706095058350218168;2;16846505557226616249;6;10708473215982339177;22714022306287618;198522762;-4833269894271740163;1706095058350230304;6
85;75;12013;0;331;2BLKPTOL;9;0;65;1707914901034579456;3168998801327107204;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914901034579456;3168998801327107204;17;2;0;9;1706095058350713055;17;8272420636879594786;11;6536262462511976398;11256963828860577886;880524655;6678534732678625618;1706095058350725030;6
85;75;12013;0;331;2BLKPTOL;9;0;66;1707914901058779904;733786097049988498;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914901058779904;733786097049988498;18;7;3;4;1706095058356468078;5;8707382708878283217;9;7150901144822030992;13087352031922318818;906768783;3493078631317378393;1706095058356480112;0
85;75;12013;0;331;2BLKPTOL;9;0;67;1707914901063564800;4526509011447203252;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914901063564800;4526509011447203252;10;2;3;15;1706095058357886135;5;2353141571980920208;3;7420346325845150294;1411445239715530285;281877941;4993137722433219509;1706095058357898096;6
85;75;12013;0;331;2BLKPTOL;9;0;68;1707914901070714368;3251746936140076906;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914901070714368;3251746936140076906;1;6;6;3;1706095058360137097;1;13595833544429609571;2;15060127749573891263;610611644177235795;27066957;-2989313454027373891;1706095058360149280;2
85;75;12013;0;331;2BLKPTOL;9;0;69;1707914901084993280;3716066855294493419;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914901084993280;3716066855294493419;4;5;1;0;1706095058365156008;17;8675509558180559979;1;14890738105401305973;6504849436184912140;213949604;-1306340328669852373;1706095058365168084;1
85;75;12013;0;331;2BLKPTOL;9;0;70;1707914901088559360;12153931131530594824;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914901088559360;12153931131530594824;13;8;5;5;1706095058366366003;7;17620859125111711639;2;14688841789477584033;11594806694846348980;966477508;8618618682557507766;1706095058366377974;1
85;75;12013;0;331;2BLKPTOL;9;0;71;1707914901089496576;18238711040597950433;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914901089496576;18238711040597950433;8;2;4;5;1706095058366671772;17;7215910999718703317;7;11497131192747055564;11669555201885931413;773471534;1569272305998779276;1706095058366683625;3
85;75;12013;0;331;2BLKPTOL;9;0;72;1707914901093553408;11747883626114789355;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914901093553408;11747883626114789355;14;4;5;7;1706095058367941115;10;18330657059527386130;1;16434779047271392717;16648160820612989411;592228969;8995671554597466899;1706095058367953642;2
