msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;postTradeActionIndicator;eventId;eMM;symbolIndex;iSIN;mIC;tradingCurrency;settlementCurrency;settlementPeriod;settlementDate;settlementSystem;endValidityDate;lastTradedPx;priceDecimals;lastShares;quantityDecimals;tradeQualifier;tradeTime;crossOrderIndicator;guaranteeIndicator;exchangeRate;exchangeRateNbDecimals;tradeUniqueIdentifier;marketIdentifier;tradeEndValidityDate;tradeType;messagePriceNotation;temporaryTradedPx;finalTradedPx;tradingSession;TCOS_orderID_1;TCOS_orderSide_1;TCOS_firmID_1;TCOS_bookIn_1;TCOS_tradeQualifier_1;TCOS_accountCode_1;TCOS_tradingCapacity_1;TCOS_clientOrderID_1;TCOS_freeText_1;TCOS_clearingFirmID_1;TCOS_clientID_1;TCOS_accountNumber_1;TCOS_technicalOrigin_1;TCOS_openClose_1;TCOS_clearingInstruction_1;TCOS_originalClientIDShortCode_1;TCOS_originalExecWFirmShortCode_1;TCOS_originalInvestDecisWFirmShortCode_1;TCOS_originalNonExecBrokerShortCode_1;TCOS_cCPID_1;TCOS_longClientID_1;TCOS_cCPBicID_1 
412;138;12234;0;331;PTBCPTRD;0;0;50;1707915014084492544;1115899966713091552;K2CDWPTBCPTRD;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;1707915014084492544;1115899966713091552;5;3087391242002451647;1;752014678;JzrRCw3SMhmr;ETFP;788;nJE;13;18986;11;20240124;122900844;7;3854;7;5;1706095069966811317;205;8;1;7;1jemQyD02eShkacm;ETC;62191;40;213;3182411601175433217;-2610218888322032399;;9995377809018113229;3;qCIcPiXS;1706095069966868415;7;14;1;136233457453146887;4Wb2UAArJFU458y3Wi;62hamjDv;lZViCdAs;SQPSmgQSl82m;5;7;8;-262721911;1389306506;1602893412;-494957676;8;JFjmHXgz2J85s09A;KD3n3YavLb6
412;138;12234;0;331;PTBCPTRD;0;0;50;1707915014084492544;1115899966713091552;K2CDWPTBCPTRD;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;1707915014084492544;1115899966713091552;5;3087391242002451647;1;752014678;JzrRCw3SMhmr;ETFP;788;nJE;13;18986;11;20240124;122900844;7;3854;7;5;1706095069966811317;205;8;1;7;1jemQyD02eShkacm;ETC;62191;40;213;3182411601175433217;-2610218888322032399;;8809486737744810090;2;1q6YzBUK;1706095069966994076;0;5;2;-6690449845606818934;5z5pGovWMDYcp0CxAQ;POeANNQi;B6QDChfu;WxWl6fdvIglL;1;8;8;1539465548;-1804847020;1045424521;1082299997;1;e7Q4oDLiZM1tUMFQ;BJlWrwVIEOV
412;138;12234;0;331;PTBCPTRD;0;0;51;1707915014086102784;17642911221770424283;K2CDWPTBCPTRD;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707915014086102784;17642911221770424283;5;299620323786432597;17;854171136;zGutKo6CetM4;XMOT;YKx;cmt;112;3756;51;20240124;116014864;7;1752;7;0;1706095069967516568;248;0;1;7;ZRnEHFtpCQUHULa9;UMO;46701;49;85;3103086097338112809;-4798647171340544847;;10176160930379668340;2;1ddQ2Iqp;1706095069967574214;7;6;1;2925246353189476026;EZkFj1yzIq5KwLMnDg;x921chkT;3Bq5ZaKP;f0SbsYiat6Td;5;6;10;849360364;-784404199;491451166;-34903677;8;TxJjy9gFmHDNNnTp;OHZ84Myhb8a
412;138;12234;0;331;PTBCPTRD;0;0;51;1707915014086102784;17642911221770424283;K2CDWPTBCPTRD;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707915014086102784;17642911221770424283;5;299620323786432597;17;854171136;zGutKo6CetM4;XMOT;YKx;cmt;112;3756;51;20240124;116014864;7;1752;7;0;1706095069967516568;248;0;1;7;ZRnEHFtpCQUHULa9;UMO;46701;49;85;3103086097338112809;-4798647171340544847;;5765815016691684443;1;qytkAMwB;1706095069967708612;2;7;2;1869192400256051173;9Ps3XKxXtdlttwPFJq;DD0EkcQl;Ggmt4pIJ;oZel9iLJqQvz;2;5;4009;-55745353;-1783252291;831752770;-635340689;3;OeNQSUoddtJdFcay;epJp0EtrfFo
412;138;12234;0;331;PTBCPTRD;0;0;52;1707915014087723008;1774076009403874079;K2CDWPTBCPTRD;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707915014087723008;1774076009403874079;5;14325372973427904034;10;120173096;VrFKzcP8Kf1q;ETLX;GVf;san;235;62991;11;20240124;551989417;7;597;7;3;1706095069968231734;36;2;1;7;1StdsBPiK75qQt9U;TLX;41374;20;59;-7797667532607841969;5999189869572408953;;2824613334875588086;1;yF0GQ6lE;1706095069968289694;2;12;2;6650145536686918976;7T7j25yHJxCK9Wz7Tc;ux1XVXuy;TFy6zwNL;wkZMdWOHGKTg;5;7;10;-387317145;1101639119;-1343612869;-1609236746;9;gAF109vvCzS4qn0d;k8HW3qxe2HW
412;138;12234;0;331;PTBCPTRD;0;0;52;1707915014087723008;1774076009403874079;K2CDWPTBCPTRD;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707915014087723008;1774076009403874079;5;14325372973427904034;10;120173096;VrFKzcP8Kf1q;ETLX;GVf;san;235;62991;11;20240124;551989417;7;597;7;3;1706095069968231734;36;2;1;7;1StdsBPiK75qQt9U;TLX;41374;20;59;-7797667532607841969;5999189869572408953;;11854491309276644249;2;RljAJcie;1706095069968414586;0;7;1;-8629217841810455555;oQL1whkF5gSShZjnSB;A8djxbu6;Iynb2rDs;KQtzmTmwBMzE;4;7;8;986919082;1150150553;-1716908359;364647734;0;QbwwCgIHlT46GQth;yw9y0DFI6zN
412;138;12234;0;331;PTBCPTRD;0;0;53;1707915014089339904;11472575941502655677;K2CDWPTBCPTRD;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707915014089339904;11472575941502655677;4;17224597955291365932;4;765519849;N2EcPQXzVzR1;SEDX;XFp;OBA;81;8635;10;20240124;10974088;7;3168;7;5;1706095069968963421;35;1;1;7;C2ivrRVf8tJy58U4;SDQ;51593;18;179;-4332000556304849680;-4979715768448982046;;11968418195256926326;1;DvMpJLUP;1706095069969021634;6;13;2;7224529867008519128;6xktS6x1PvjbIbquvI;0GWzZXs6;FmheRava;OuFTLfD6zNnH;4;4;4010;-589335693;1720701954;1330216714;-331223822;2;jhCrGjkQUeszij3Z;91bLgqvecZk
412;138;12234;0;331;PTBCPTRD;0;0;53;1707915014089339904;11472575941502655677;K2CDWPTBCPTRD;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707915014089339904;11472575941502655677;4;17224597955291365932;4;765519849;N2EcPQXzVzR1;SEDX;XFp;OBA;81;8635;10;20240124;10974088;7;3168;7;5;1706095069968963421;35;1;1;7;C2ivrRVf8tJy58U4;SDQ;51593;18;179;-4332000556304849680;-4979715768448982046;;11815689480879018844;2;p8UgKjtv;1706095069969151779;5;13;2;7745571318004615443;sHJ3hoFJF8zjoWFTBV;4AGYp3WX;5hVvj8og;Z8nrWMzLOvO2;5;8;4009;262660698;-1806148660;-1632909815;-2146890816;1;AkE6SiX5HsTo1TsS;MbXIVyFqqxG
412;138;12234;0;331;PTBCPTRD;0;0;54;1707915014090964224;5836478646332915149;K2CDWPTBCPTRD;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707915014090964224;5836478646332915149;3;15716306874993414593;10;946518645;6dTr4mMhO6vF;ATFX;kV7;P3h;54;11590;12;20240124;407688880;7;2436;7;6;1706095069969686992;44;1;1;7;27tVlMxTImait1ZM;AAA;58010;2;35;-8620176649422238645;5782670651872296812;;10893409402733703322;2;uZF3xyPs;1706095069969747257;0;15;3;9191078239599970527;R5XlcsM8uvRobSi6iT;iDPqA6Cy;tE3NtnDB;POZZmqOdjqXx;3;5;10;-717449906;109818090;141397284;1395273684;9;kzNGY4wthXwRuguA;y0svHmusDA5
412;138;12234;0;331;PTBCPTRD;0;0;54;1707915014090964224;5836478646332915149;K2CDWPTBCPTRD;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707915014090964224;5836478646332915149;3;15716306874993414593;10;946518645;6dTr4mMhO6vF;ATFX;kV7;P3h;54;11590;12;20240124;407688880;7;2436;7;6;1706095069969686992;44;1;1;7;27tVlMxTImait1ZM;AAA;58010;2;35;-8620176649422238645;5782670651872296812;;4193952314021554333;3;XYxTEhMB;1706095069969872103;5;15;1;5639829153640693059;IlABgFzNXrkV5R1FRu;fxlKvRfC;mDCfMIEL;sH2ITbvF9oum;4;6;4010;-882814192;-3640907;614280214;384826970;6;NVPbuw7Y34Ub7Fl8;4z0C8WY0yV4
412;138;12234;0;331;PTBCPTRD;0;0;55;1707915014092574208;9135916000905233440;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707915014092574208;9135916000905233440;5;4110822304121942833;14;587146478;XTOcEiJ1OArD;EXGM;Qjh;wSr;13;15916;11;20240124;926622527;7;706;7;3;1706095069970412744;94;2;1;7;krVxY37VRXenDfxc;MA3;59758;26;9;3648473121354125664;1144765107395565152;;18062912187433096372;2;ps7x3mdF;1706095069970471251;6;8;2;-5453160783542704457;43nidqbbZUCHsMjQtU;Bdgpos7J;558HpZsk;gML0gZ2epjEh;5;7;10;-1319699203;-1559692404;-1422065370;1546621653;2;l7QVyVovUJRWcfz1;DOUHQPIMOIL
412;138;12234;0;331;PTBCPTRD;0;0;55;1707915014092574208;9135916000905233440;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707915014092574208;9135916000905233440;5;4110822304121942833;14;587146478;XTOcEiJ1OArD;EXGM;Qjh;wSr;13;15916;11;20240124;926622527;7;706;7;3;1706095069970412744;94;2;1;7;krVxY37VRXenDfxc;MA3;59758;26;9;3648473121354125664;1144765107395565152;;7098719296340688711;3;JOs5TjU3;1706095069970601524;4;4;3;-8629992668058813677;Q33TCjltZYXx8zr5Cy;VZljwkqz;3jRty425;UdnaGbPwxSax;3;3;10;25199153;256907279;-695711481;-200541313;1;wJdLxECZ3xJccvKc;k7OQTT41Ik1
412;138;12234;0;331;PTBCPTRD;0;0;56;1707915014094196480;6019411223601698312;K2CDWPTBCPTRD;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707915014094196480;6019411223601698312;5;7406867749728726652;15;906768783;9IOszWnVVvnw;ATFX;QYs;Mup;149;34768;51;20240124;62765570;7;1132;7;5;1706095069971152364;165;8;1;7;6VXdar8mkYAp2eHu;AAA;11934;13;109;-1913392971501951153;4707663042166719798;;310524903552621671;3;tGi3l66p;1706095069971207956;5;9;3;4181166044180195058;BVQ8PdngywB75vkyOz;dSnIJMGe;9Er75Q3W;G6mPmNXFcr6b;5;8;8;-554097909;-1909140521;-1621741421;2001907464;5;zZqH3U9rxamaEN7X;0I5NYLJdRN4
412;138;12234;0;331;PTBCPTRD;0;0;56;1707915014094196480;6019411223601698312;K2CDWPTBCPTRD;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707915014094196480;6019411223601698312;5;7406867749728726652;15;906768783;9IOszWnVVvnw;ATFX;QYs;Mup;149;34768;51;20240124;62765570;7;1132;7;5;1706095069971152364;165;8;1;7;6VXdar8mkYAp2eHu;AAA;11934;13;109;-1913392971501951153;4707663042166719798;;2776583777283080942;3;tzXZnyXx;1706095069971333375;0;2;2;2487119228813388169;wwIBHjTFt0jsLcCDfx;mjDgNHeH;QHr9SJ9Y;7m51cLibijr5;3;1;4008;472197374;1934754634;-120193122;-1386603914;6;u7Y21KoI6Q6fwn1T;4ARMelUcZdP
412;138;12234;0;331;PTBCPTRD;0;0;57;1707915014095808256;11710975703423632002;K2CDWPTBCPTRD;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707915014095808256;11710975703423632002;5;14040157863693131854;9;502919184;KDddO3UseZPi;MTAA;5rY;4pe;128;59410;10;20240124;912392018;7;2308;7;5;1706095069971897827;68;8;1;7;LANHKx1bpKlPZ5Mk;MB2;36541;46;203;635313087184870925;-2518514683239225385;;8096143011257080248;3;c6bE1FLf;1706095069971955833;5;5;3;7609666257409343777;YMAHphsR8uSvTHVksl;tMWa1F1a;sJl1IbKc;ZcA9ntBpFwiK;4;9;0;936650302;-830984643;-1008688885;2014168461;8;1dJzUpllVobUTBAB;hDN5ckgukvs
412;138;12234;0;331;PTBCPTRD;0;0;57;1707915014095808256;11710975703423632002;K2CDWPTBCPTRD;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707915014095808256;11710975703423632002;5;14040157863693131854;9;502919184;KDddO3UseZPi;MTAA;5rY;4pe;128;59410;10;20240124;912392018;7;2308;7;5;1706095069971897827;68;8;1;7;LANHKx1bpKlPZ5Mk;MB2;36541;46;203;635313087184870925;-2518514683239225385;;6251064789353577722;3;rLQUnIp2;1706095069972100333;1;15;2;-2046975435184067851;SosaUwtan7xsBr5DAD;DjxT32Db;BM3pL8MF;YUBZ6TsLQhAQ;1;0;10;-1118122203;656719299;-800279456;470689721;1;MlrIpkqdwnYjtwBx;R7xtRynfN3v
412;138;12234;0;331;PTBCPTRD;0;0;58;1707915014097423104;6340931220845366873;K2CDWPTBCPTRD;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707915014097423104;6340931220845366873;3;9954874188447645792;11;243374731;d2gs2HlrCNHF;BGEM;8qv;xBB;80;14614;60;20240124;795074549;7;1566;7;0;1706095069972711174;173;8;1;7;74oCcsYPwzeDUSzj;MM1;64284;26;119;-1021224649524412635;4311311814250523885;;16421346115941391385;3;LK8JWoI8;1706095069972769246;7;2;1;-7400931724523808183;TIMeCIovVEceZoRnW0;iABrGvYa;ZrPUIGBG;pm5Xa7nn2UtX;5;1;4009;697026084;2079926003;-398954244;892956741;5;ZcJt8UJdbdDvdYWI;X43stRFUipF
412;138;12234;0;331;PTBCPTRD;0;0;58;1707915014097423104;6340931220845366873;K2CDWPTBCPTRD;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707915014097423104;6340931220845366873;3;9954874188447645792;11;243374731;d2gs2HlrCNHF;BGEM;8qv;xBB;80;14614;60;20240124;795074549;7;1566;7;0;1706095069972711174;173;8;1;7;74oCcsYPwzeDUSzj;MM1;64284;26;119;-1021224649524412635;4311311814250523885;;890921405979721559;3;2ehL5qTn;1706095069972895217;0;10;1;-990674019067055622;RpHsdZGyXAPwmTCfJ4;2CA7AqgP;CVFtGRQF;tH8ilomK4Nca;3;8;4009;-955720733;488319094;1915099877;-184248558;1;OOxzjtMW9q5AwffZ;LHfsnAM0V9p
412;138;12234;0;331;PTBCPTRD;0;0;59;1707915014099055104;13038809521329972772;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707915014099055104;13038809521329972772;3;6862848716575911145;4;83351337;qSVGtpPK520e;EXGM;JoB;ksS;224;5065;60;20240124;173642390;7;4325;7;7;1706095069973482656;10;1;1;7;PUpfQ3H69owtMTD0;MA1;48761;47;85;3239348539341493171;-8158947324481897609;;8537362694095378139;1;zQ2fDZIi;1706095069973539891;4;2;3;3476432778498237974;gYgPMQxbZiKsROZXVj;KMnFyf3n;q1mrUq21;H7e5tnN3sIh0;5;2;4009;1696787702;297980012;2090817275;-1733031299;9;87CzMfkS2HCmIgfd;K7sX1Bb1FOM
412;138;12234;0;331;PTBCPTRD;0;0;59;1707915014099055104;13038809521329972772;K2CDWPTBCPTRD;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707915014099055104;13038809521329972772;3;6862848716575911145;4;83351337;qSVGtpPK520e;EXGM;JoB;ksS;224;5065;60;20240124;173642390;7;4325;7;7;1706095069973482656;10;1;1;7;PUpfQ3H69owtMTD0;MA1;48761;47;85;3239348539341493171;-8158947324481897609;;18183298349532482514;2;50zhr9yi;1706095069973669065;4;2;3;-210546775289911306;JFROGzp8tnaHe5YgUQ;YQ87Yh7e;KkFqZcoR;E8hl32WnI1ac;1;7;9;-1369951629;689603553;388333308;704956844;1;CUJeImMkFzsq3RO1;Oq5cIKzQcvu
412;138;12234;0;331;PTBCPTRD;0;0;60;1707915014100675328;2584584580369761720;K2CDWPTBCPTRD;ETFP;DSS_CDW_test;7;7;7;;yR;wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY;3rR;;251;0;7;1707915014100675328;2584584580369761720;2;12357256734982415036;1;189474699;MViZO9EJ7TJE;ETFP;eYh;A8c;234;46668;10;20240124;605948182;7;1809;7;3;1706095069974244152;186;8;1;7;Crlje4zT4Ax5USAD;UTF;23804;104;18;-5968332063029648117;9053458914464949106;;13334030457822887963;1;CNFLI3Ye;1706095069974300035;7;9;2;968559128481075987;RkUBAwjap4yr6E0nXR;1pTeh6Ps;X4bjFTgJ;F5RaUlwd6HyR;1;1;0;1705086680;-910266432;-1769090217;-1767183454;2;kx6uZ1r1Fse6ieFL;zUBopKDXOyQ
412;138;12234;0;331;PTBCPTRD;0;0;60;1707915014100675328;2584584580369761720;K2CDWPTBCPTRD;ETFP;DSS_CDW_test;7;7;7;;yR;wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY;3rR;;251;0;7;1707915014100675328;2584584580369761720;2;12357256734982415036;1;189474699;MViZO9EJ7TJE;ETFP;eYh;A8c;234;46668;10;20240124;605948182;7;1809;7;3;1706095069974244152;186;8;1;7;Crlje4zT4Ax5USAD;UTF;23804;104;18;-5968332063029648117;9053458914464949106;;17259521127099611268;2;A4m64L8H;1706095069974425524;1;12;1;-3591238107762192599;J8pvPp2wFOWfTQ9I7I;IxMoF2WE;zXZ5TX3D;zWgjnupcDKid;5;0;4008;-1740052309;-1668366265;429355329;-253042560;3;WTF5lWY9JiIlc8dI;2AeGMJHmYrx
412;138;12234;0;331;PTBCPTRD;0;0;61;1707915014102295552;17876432619621603322;K2CDWPTBCPTRD;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707915014102295552;17876432619621603322;2;3238532427089275536;6;526725252;CB0E5mSv2hux;MOTX;FvR;sp3;190;32747;51;20240124;971106740;7;1233;7;3;1706095069975017745;143;2;1;7;drzez4zade3FY9iP;DMO;11858;2;102;-331973430581719429;-415999594902377954;;4861899618899775414;1;PjwASsKm;1706095069975076672;6;5;3;417884263516025164;u38TmE1Q8pzha3oXtX;OW9b4DvC;RrdFZtuJ;RY5DuYOQhaac;5;3;10;-1699628805;-772507009;1542933737;475727462;1;hrFpvsUMvRtFMtTx;im7WNIzsFhR
412;138;12234;0;331;PTBCPTRD;0;0;61;1707915014102295552;17876432619621603322;K2CDWPTBCPTRD;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707915014102295552;17876432619621603322;2;3238532427089275536;6;526725252;CB0E5mSv2hux;MOTX;FvR;sp3;190;32747;51;20240124;971106740;7;1233;7;3;1706095069975017745;143;2;1;7;drzez4zade3FY9iP;DMO;11858;2;102;-331973430581719429;-415999594902377954;;4737938589020566363;3;nlZwrvMl;1706095069975207975;3;7;2;-9170910821411726207;IagnzVD1RudjDHSXJB;hd48mO2F;wAuXhFLe;w3VlTinvDRcB;1;4;4009;158039333;-2019111890;1250123685;1043573228;9;nBJUF8Y2GrKFUUyq;MOTPoJiJBul
412;138;12234;0;331;PTBCPTRD;0;0;62;1707915014103909120;10098252496965631506;K2CDWPTBCPTRD;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707915014103909120;10098252496965631506;2;6587857860925645523;2;889615201;USnOv9mIpP4X;BGEM;hMv;bxQ;68;24064;11;20240124;886426279;7;261;7;5;1706095069975795049;118;8;1;7;GzHnCdLhyzQ7ciH2;MM1;1740;5;162;-3520733136019262994;-7540931630252213058;;4203440577856937504;1;QJsCShoU;1706095069975853929;4;2;2;-8043108683004237741;SrIj3VkDIApfGGGMRg;bVHLjw4m;Lxr9h7Nc;FCH7I2wkQnH9;3;8;8;-1705858661;205808135;-2120258926;-81361168;7;Iar8bbViVnkIxgS4;ax4LxDX9npS
412;138;12234;0;331;PTBCPTRD;0;0;62;1707915014103909120;10098252496965631506;K2CDWPTBCPTRD;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707915014103909120;10098252496965631506;2;6587857860925645523;2;889615201;USnOv9mIpP4X;BGEM;hMv;bxQ;68;24064;11;20240124;886426279;7;261;7;5;1706095069975795049;118;8;1;7;GzHnCdLhyzQ7ciH2;MM1;1740;5;162;-3520733136019262994;-7540931630252213058;;16364680771667336370;1;wr6aqJi1;1706095069975981427;1;11;2;5598223149479381352;pJ69eugxMFdVhcsXs7;YFOpE4qW;qYlsllfT;ULNg677ouJCI;4;1;0;-690301912;580043476;-91562109;-667170168;5;ShvOsDFkG57lpQ63;7Tq8rWWYdip
412;138;12234;0;331;PTBCPTRD;0;0;63;1707915014105518848;3385463123810823278;K2CDWPTBCPTRD;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707915014105518848;3385463123810823278;1;3804914091772481887;4;782873053;ULfN3CnlpiuY;MIVX;3Zd;Wg8;151;6033;10;20240124;500865645;7;1314;7;5;1706095069976563081;210;2;1;7;j0muK3b5uM1FSbbL;MV2;49000;25;167;4295054414863472524;5984316495161576935;;9489322741265273845;3;dmTzxnpO;1706095069976620462;0;2;2;-6274977369192949149;EyVFuU1un0JFw2MiO2;BJ8nEC2u;uYDjc3Od;BAVBRlBR5kkf;2;8;8;-1070970868;537492171;2052737469;124075684;9;KGCM6ZcTN5bxKTsx;FhWy4WkOg4y
412;138;12234;0;331;PTBCPTRD;0;0;63;1707915014105518848;3385463123810823278;K2CDWPTBCPTRD;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707915014105518848;3385463123810823278;1;3804914091772481887;4;782873053;ULfN3CnlpiuY;MIVX;3Zd;Wg8;151;6033;10;20240124;500865645;7;1314;7;5;1706095069976563081;210;2;1;7;j0muK3b5uM1FSbbL;MV2;49000;25;167;4295054414863472524;5984316495161576935;;4959870718651718602;1;CJrJu38t;1706095069976754386;1;1;2;-6325686838188737084;CV55blgUw3vUNGBxPm;y25J0OCQ;GaVOs0dj;NIr1LmSCdAXz;5;7;4009;-1411416381;1874752667;-1135050547;-261815032;9;Sfum8wMnLmZchmjf;2xhk0CwuopW
