msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;marketPlace;marketPlaceLabel;operatingMIC;batchID
94;84;12223;0;331;MTXCREFD;0;;2135;1707914737073848576;294071911216550920;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737073848576;294071911216550920;i4i;rLghssjM3B7XoXu3khrtyl7psG3JCVo6k42d7860WHsLO8BMqKju72jxykvL;FxMm;1
94;84;12223;0;331;MTXCREFD;0;;2136;1707914737074609664;7950088249180305075;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737074609664;7950088249180305075;8Wu;m6MlswTJB05SwerY5aWGUkctHy6MxXBm53ZkzkGLzXeVYsAJpZhVTO9w746O;7C46;1
94;84;12223;0;331;MTXCREFD;0;;2137;1707914737075383808;16877361326101360702;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737075383808;16877361326101360702;CWP;aAdVThq5PsTOZfjlyAS4pOGRvI6ltxFXngFY07F3pxHZL8q2LVhhsc4t796G;X9KQ;1
94;84;12223;0;331;MTXCREFD;0;;2138;1707914737076148992;17694012373529907159;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737076148992;17694012373529907159;UAd;XFku8tbdnVRRHUObvOOszcQYt9E0ixj78JZk2xY70OZOXYAN4ixEKuxIMh1n;1EUd;1
94;84;12223;0;331;MTXCREFD;0;;2139;1707914737076926976;8372927284688782407;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737076926976;8372927284688782407;2h5;8t4j5Z9XPqG9jH8jk90r27ootWZo0bmkyLMbGwlj83EKeTSR2kIYb7LkLbqG;zjG4;1
94;84;12223;0;331;MTXCREFD;0;;2140;1707914737077686528;1855522097190518668;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737077686528;1855522097190518668;VQq;Z9Lq4DLj5Q4zdk29x0oLxxsIKohf1Gaq2vQrLl3Xtu2uaJ7Ls1b6lKtGPhVO;fmsU;1
94;84;12223;0;331;MTXCREFD;0;;2141;1707914737078471680;3500625675041307729;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737078471680;3500625675041307729;8vD;OZAQl7lBHfqfB89rcbzh3rrtekkxYXN8tibVcqgvGkhLa8RXnTIdTOPkfVb1;2rdX;1
94;84;12223;0;331;MTXCREFD;0;;2142;1707914737079239680;1672635702230000599;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737079239680;1672635702230000599;X3f;jVqGv40Ak1VhAqylg4Ojs40qUxHbYF4IDVOpz2Nu253TlwhRBs5lcwOKzfoc;g37e;1
94;84;12223;0;331;MTXCREFD;0;;2143;1707914737080020224;12279827757297365059;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737080020224;12279827757297365059;a4r;xXJTutRXRtpKJqC0Q71nKG7itqSeazS4CqRtDUmDKiSq8kx0KT3T6WPuSK8t;mpJt;1
94;84;12223;0;331;MTXCREFD;0;;2144;1707914737080789760;15014411357589382508;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737080789760;15014411357589382508;oRn;hrK1eEs52bs2G6YAG8VcouMRJSjBn28EDB5M8jjOsgkbLrXJA2ROjIy7pBif;vNRz;1
94;84;12223;0;331;MTXCREFD;0;;2145;1707914737081561600;13249442770693852066;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737081561600;13249442770693852066;iWc;KsLl0arCkvSjYbfoDqcAdsP34xCg1ue5a7EKJgjGiyeFszIQpJ2t6LkHZTqw;11JM;1
94;84;12223;0;331;MTXCREFD;0;;2146;1707914737082324480;1367062837924693120;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737082324480;1367062837924693120;6iQ;tyY1Vd7QPOZPvHcGfDqGZrDq5w482ulL553RY9RoTbfHjg7yx6RUIsUKxEoa;ceZQ;1
94;84;12223;0;331;MTXCREFD;0;;2147;1707914737083104768;6134564908341953904;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737083104768;6134564908341953904;u6d;0duAVG8xvNPsEwz1UohXOJ4BKBhwprpnxCXbiUYCzRTCaOEdfshTrn4o98zP;Ck1i;1
94;84;12223;0;331;MTXCREFD;0;;2148;1707914737083870464;17450897691273436402;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737083870464;17450897691273436402;fkw;PWJXOCDhXmVqXmLBP2E1mbRRApsSJVlyT4ViWYl0CHhbSQemfM16bhfPoCcx;IjO6;1
94;84;12223;0;331;MTXCREFD;0;;2149;1707914737084646656;2744857459000893847;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737084646656;2744857459000893847;KZr;RB0vXZQvd1qJ6Gm8LAdMTZEyuc8scDmepEMdhcmU7yWa4nalRXn1ymh4qJKZ;i6v0;1
94;84;12223;0;331;MTXCREFD;0;;2150;1707914737085408512;8175842020208459692;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737085408512;8175842020208459692;KWd;rSWHtMcSuzJGu1i1lSgwmkyGIL436Yo9LdxaorB4WA0U8YVrJCQqazEsvm4N;XdzM;1
94;84;12223;0;331;MTXCREFD;0;;2151;1707914737086187776;4923004320637900873;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737086187776;4923004320637900873;yT8;Jxy3wT4SC9DSCUr89KhWFfr370dR43SyrRzTV17OyoRc3DWGGxCSfgcA0chm;cqoC;1
94;84;12223;0;331;MTXCREFD;0;;2152;1707914737086953728;11743995414467815261;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737086953728;11743995414467815261;R8F;UW9Fz8gLbyHJSWOYH5QA9WnKFnJzvln4ENC0tzzX9Xc5CLhz54M0OIXnmOnz;BaCh;1
94;84;12223;0;331;MTXCREFD;0;;2153;1707914737087726592;6093289177093612066;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737087726592;6093289177093612066;kNL;n9HPSMu4krLCmwtvbfUMUOpIK6n6ZyG1oQhS9m36mM6toUOKPYx4dxDqzarR;iJJH;1
94;84;12223;0;331;MTXCREFD;0;;2154;1707914737088495872;8673127273912413820;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737088495872;8673127273912413820;IFF;BXi7Yv2TPxXTTqlYySEmaMQQgxF3VhL8vtgmsVPOCvwOAPgiixsC8DVHxyQY;reya;1
94;84;12223;0;331;MTXCREFD;0;;2155;1707914737089275136;4811351485991540014;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737089275136;4811351485991540014;DXp;C3Bnllf26Ak0vrKcqo71F9H8NdHJfVl5S4v9R1SsgIrEcs9PZNOFqG9wHfm1;jrPY;1
94;84;12223;0;331;MTXCREFD;0;;2156;1707914737090039040;6537435114236847476;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737090039040;6537435114236847476;gJz;IhCpvbsWyXHlqerf2anQ2XlKMmv5RZj7MLPCjlOPizFIMmgKPNeLP2mxWoyN;tOfm;1
94;84;12223;0;331;MTXCREFD;0;;2157;1707914737090816512;8171209155362315209;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737090816512;8171209155362315209;Xna;xhxnH2ChETRn7cuOMa836j0UU4gbIzGyTxIqpJvlwo4wMae3PRPGYx6e96KC;aiS9;1
94;84;12223;0;331;MTXCREFD;0;;2158;1707914737091586560;17717064193348718820;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737091586560;17717064193348718820;c0a;Wmgtq4haC0pWExzeIU0fMZA0W7eMUiiXQU7ObxPuCmvwfMxBRFrVyndLCgjC;BUGq;1
94;84;12223;0;331;MTXCREFD;0;;2159;1707914737092363264;7988040048814862879;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737092363264;7988040048814862879;aAg;SxMxsYX78NA2Vb4gcBbuKL32aNnbhNox22Kv6Y2Bs3Y2BEO7HsVq6PtDSEBW;dbXz;1
94;84;12223;0;331;MTXCREFD;0;;2160;1707914737093128448;6946958632579320658;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737093128448;6946958632579320658;RFC;pqK8Jq8BpwSozLbgRQzHUWEQfcuwvVeNzoVGqjgNFnlMVUzYPL5fyKPbtHx5;QQKn;1
94;84;12223;0;331;MTXCREFD;0;;2161;1707914737093909248;15354812770875449072;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737093909248;15354812770875449072;RIW;rByRKdetrUL851U8kG4CVqCYTNh36X1PZOsDX2hxdUIChPQ6O7CZ2jKKSFf2;cxE3;1
94;84;12223;0;331;MTXCREFD;0;;2162;1707914737094677760;18125287369351566535;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737094677760;18125287369351566535;DE1;oEkPJH8o3yhaV3hKIZXo9mHtPV3IredUDzidM7f2R9YnbyPymgfBHxf0vGY5;yFTw;1
94;84;12223;0;331;MTXCREFD;0;;2163;1707914737095452672;4202546071474791787;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737095452672;4202546071474791787;VoK;XrNrWNwqZjcH09sNH1138xu1zSAhqC6Aqb8UJ24ybiuKXMYWRoI6sYzBlmyp;5HIA;1
94;84;12223;0;331;MTXCREFD;0;;2164;1707914737096224768;219914719440639407;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737096224768;219914719440639407;Y3f;v3hZj8FsoBEPBodWwzfThuFMavrs64b3OPDbSKY1UwQsJv3bSFg1G2WTZBpH;0myN;1
94;84;12223;0;331;MTXCREFD;0;;2165;1707914737097004544;14998271433181674182;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737097004544;14998271433181674182;Tpf;HYioVKwgE3gmAjLEdssldpSWtfEOmBofDawbd79GbCLEQejqWoduKB8NN6cf;kCRj;1
94;84;12223;0;331;MTXCREFD;0;;2166;1707914737097769216;9038880141121457451;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737097769216;9038880141121457451;3uk;tUUHiimhDU3imZlTpkt1jo7z5CiGUYzh9bHeAeL23SGkqLPRID0Gk3VEQmeA;HXlq;1
94;84;12223;0;331;MTXCREFD;0;;2167;1707914737098539264;7241632559728771180;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737098539264;7241632559728771180;dAw;jX5NvXKe1uev9J36kK6v1C5Q0ATTrTJRhRn6LMuSTkIjmA5v5qNi0AnVqGve;2d1i;1
94;84;12223;0;331;MTXCREFD;0;;2168;1707914737099304192;11383827531177710639;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737099304192;11383827531177710639;ank;IZVeT9AiNLoXvjQyIxsKLdI7YJ31zOF9bzQofn517XJQvefA5GFq7P2GADw1;CsAW;1
94;84;12223;0;331;MTXCREFD;0;;2169;1707914737100088320;6638954694605136379;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737100088320;6638954694605136379;fEU;6XghjV4Qu8dEpUAjFBpE0ahr3XScCTb1MwIP1FUrUHrXoWAz47AA9oTUycF2;bLd1;1
94;84;12223;0;331;MTXCREFD;0;;2170;1707914737100857088;15426000368173862591;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737100857088;15426000368173862591;vkc;QtlZQMVLazf1UnfQcIUaVSSoP86BHtAPsgskX4ogk3P5tsGqB0yFZA5njhyW;3G3S;1
94;84;12223;0;331;MTXCREFD;0;;2171;1707914737101629440;15740979668611331921;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737101629440;15740979668611331921;BAT;jIwpwU8kfqn8EMMBUdHCAZu1pumVHKTiLmviKDh45DIM07jcbdFxxAZFVeBs;JQaS;1
94;84;12223;0;331;MTXCREFD;0;;2172;1707914737102399488;3818499291203666312;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737102399488;3818499291203666312;zeC;g0BsFJBT9YNg8bdgiab0kMlINX7qPp2UOpdwYvVpnVcvYvIqv5t5qhnQhmFC;ImQu;1
94;84;12223;0;331;MTXCREFD;0;;2173;1707914737103172096;18052388493795823647;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737103172096;18052388493795823647;QnF;fjMflPwiJviG8Aa993qZEuV9QfzPwATMZL2RkaVjmoZSQ5zxEoHC21YfVs18;uADs;1
94;84;12223;0;331;MTXCREFD;0;;2174;1707914737103946240;16905342865614023241;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737103946240;16905342865614023241;Wkg;gdKCrjsJs0zuz4Z0qgbQT9KY9XsG0lkvu5wW7Cu3dFl3soP45BpZgvsGkuJM;Al8S;1
94;84;12223;0;331;MTXCREFD;0;;2175;1707914737104726528;16208743623462033994;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737104726528;16208743623462033994;OuV;ACYcBmQCBnNodmHlgaRQ0cqxYNX0fCJUGmGi6PanHj3ko3zpNH6VrxtimWFN;bDw3;1
94;84;12223;0;331;MTXCREFD;0;;2176;1707914737105500416;9965285418472581436;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737105500416;9965285418472581436;ZVb;bCfGBrmfaKRZax8DPkMZry72Vczty3vM70SnIG1bpeUHAWbAHgBWDIzlJZZ5;sD4j;1
94;84;12223;0;331;MTXCREFD;0;;2177;1707914737106280704;4320262933376598937;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737106280704;4320262933376598937;MF6;zdrTNDSWh8ytnk9KYbdVSdxw2Vizwi2kvs29yPW6FD3QOtPiylyc8xusqlRn;QiSX;1
94;84;12223;0;331;MTXCREFD;0;;2178;1707914737107047424;7037254526059758754;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737107047424;7037254526059758754;plc;DzaqkNZ4SI7U9nl4t6u0aCPZ9KRtUWb1sHk61Xftp4svVsiT4ekONmAs9LMW;DR2m;1
94;84;12223;0;331;MTXCREFD;0;;2179;1707914737107823616;16686421124818811291;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737107823616;16686421124818811291;BKi;209V9kRmV9HW33H0RoAGUktvbYq9brHmxVuGomI9hds8JMPR5b3upsaDXpGm;V6ce;1
94;84;12223;0;331;MTXCREFD;0;;2180;1707914737108586240;4466241505540581095;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737108586240;4466241505540581095;r0Q;bCtilPO3lwgcpakJkyT0XXtbnUrxYZdSV3eoDYI5zY0tiVMRxvnkLDrwXemD;WFB4;1
94;84;12223;0;331;MTXCREFD;0;;2181;1707914737109362688;17670852471638457068;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737109362688;17670852471638457068;TGt;5zlA6SBJnXaUOkwxumWcfLBn2V65VeRA1CNoEI90iu0DWNFrd1xnzX56PbCZ;oLXX;1
94;84;12223;0;331;MTXCREFD;0;;2182;1707914737110129664;2392252416252660513;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737110129664;2392252416252660513;3PE;wZpTMPWZLw1u8XltyELE5tJzXVrWxzSPuxc4oJQC8awbM4fklJex3mUnXJjo;uMHX;1
94;84;12223;0;331;MTXCREFD;0;;2183;1707914737110902016;14145705644444488238;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737110902016;14145705644444488238;Pv7;rMTjEFQh06BC2RS9Wrg8WRVe0w7iC3BOu2TzRcSHc2SdPo2CMGh93UNqLQ4u;cDsZ;1
94;84;12223;0;331;MTXCREFD;0;;2184;1707914737111663872;952538284658792992;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737111663872;952538284658792992;E5P;lYBY4OaXHBZybNGuQ1CIZEfHHDiaRiV4y2rqMKP4DEhdO7JrhNAOrtl76TMc;1pwU;1
94;84;12223;0;331;MTXCREFD;0;;2185;1707914737112437248;9662881596310490653;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737112437248;9662881596310490653;9xO;bEumTTR1HoNXhBkHsbWVouZDtWg7xcGvoCwsgZo2WLI2SPlKnxfql1KBdeQc;d9Ok;1
94;84;12223;0;331;MTXCREFD;0;;2186;1707914737113203968;16940107910463470724;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737113203968;16940107910463470724;ZvP;KJURcjD5PSYGeLS6hCA9yc5QZlt9NjTAye0dBE215TUGJBXDzv32rEXn1BWx;o6Hj;1
94;84;12223;0;331;MTXCREFD;0;;2187;1707914737113975040;3730714173533406444;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737113975040;3730714173533406444;7tT;1AU7ce7vDF4SW8oaRMmYsILQprbPXiw3FIa40Dby0Qrs7KFRx4NcflkLFmwg;aBsJ;1
94;84;12223;0;331;MTXCREFD;0;;2188;1707914737114740224;5184400825478827426;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737114740224;5184400825478827426;u10;8KU3uRBSK8umNypDkKyyy38X1DDRH1bRUQCYjQUnUcWwpmoh6rV1DneOLsIE;h6YX;1
94;84;12223;0;331;MTXCREFD;0;;2189;1707914737115504384;11061568227408374914;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737115504384;11061568227408374914;reE;jnsoyVP3JaJzRQz4rccPRL3awia5Ou3hszUVfB1tJP0W4H2PK6c66Taleuix;wWAn;1
94;84;12223;0;331;MTXCREFD;0;;2190;1707914737116273152;15645351585959928339;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737116273152;15645351585959928339;Wga;P2sOpFfnOhnamipPoN8IQLvbeki1PfmQxiKBvFZf7jk9pQMAZPf3PvlUx7ZY;L1MA;1
94;84;12223;0;331;MTXCREFD;0;;2191;1707914737117044224;11794601876935704785;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737117044224;11794601876935704785;7fo;htRtU8NuhMmDu0Wmh4pQeLe7OhzqOIO89NezP7JUYmyjzoxNwWqfLogHHL88;Ffw7;1
94;84;12223;0;331;MTXCREFD;0;;2192;1707914737117805568;14547320022196568920;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737117805568;14547320022196568920;R8f;hVMeggoLsfocgPsqFupaPCSeYH7etOSzpU0TPORsTAcLmrWQULkeeRlofmS5;p8Px;1
94;84;12223;0;331;MTXCREFD;0;;2193;1707914737118569728;16038054822332041400;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737118569728;16038054822332041400;Tn7;HnBE79Ed0RziWEfzjgovDG2PkFg1scastN4Xzqc7QiVL9r4Z6xAo6iGWWcHd;tptx;1
94;84;12223;0;331;MTXCREFD;0;;2194;1707914737119330304;6724911105503113434;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737119330304;6724911105503113434;Y4s;6kekKYWAIzFx1nhMttS6taJtuvkkQbbmWedmWdenwXAnFlMRY5uczI9pNnBX;ceVL;1
94;84;12223;0;331;MTXCREFD;0;;2195;1707914737120106496;7625794299434169889;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737120106496;7625794299434169889;oed;SWPaj4piuykSLpzgSlsDhh82aiHC3VEDkd7Aap4oZ1ArhfbvHoMV0RbyPOz1;vqOP;1
94;84;12223;0;331;MTXCREFD;0;;2196;1707914737120873216;10004283166789775466;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737120873216;10004283166789775466;ywC;osDs1FLw2BFx8JOoArcO4VMr46nOmLm4qVY3gLhq34Rr1qxEvPnOInM5p0mD;vM1E;1
94;84;12223;0;331;MTXCREFD;0;;2197;1707914737121643264;9263239360721380278;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737121643264;9263239360721380278;mbW;S4lL8Uu3KiRpR8b0FrhJU5Ih21mLXbQRBGimrZLZ8728t67Sdq5hsywB8Wgy;axll;1
94;84;12223;0;331;MTXCREFD;0;;2198;1707914737122409728;2720815199698066364;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737122409728;2720815199698066364;lMU;fCV6z5uI6gLmNow6OByPMH8nMzRty3uvccfC5mFRskIuAphdTZFpq6VkUqiS;g4Kf;1
94;84;12223;0;331;MTXCREFD;0;;2199;1707914737123185920;14252424229419820986;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737123185920;14252424229419820986;i3d;5FGfMHbPYuH3Qav2gcSW2mUMsiBdHk82nnA6yrvu7Tx3NZbcGssPapBwgHyB;IRRE;1
94;84;12223;0;331;MTXCREFD;0;;2200;1707914737123951104;14671962367280897898;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737123951104;14671962367280897898;yfo;i60fEHLnuuWAPsfqV7tGeq8H0dxdpnC8elmefDEOUqWnNdZDEpedGg2HpugB;kKpp;1
94;84;12223;0;331;MTXCREFD;0;;2201;1707914737124732672;7569057882236023220;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737124732672;7569057882236023220;23p;yVmjY1ehsNDAhb0m6kFEr6n8i0MQ9QaGPqPXs8WdaofP4FsTUmA25qLqzSyT;bgj2;1
94;84;12223;0;331;MTXCREFD;0;;2202;1707914737125498112;769758088176494440;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737125498112;769758088176494440;i5G;0yVUJDNG8Sj7wuZWbWqpLOQgUQbGyF5K6S8X9UdICZTvLxceeb4SPQTF5Tlc;U6zZ;1
94;84;12223;0;331;MTXCREFD;0;;2203;1707914737126270208;8285573653547898435;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737126270208;8285573653547898435;rYP;30Idn9dYi9nvDxdbaVcLa0Ff8wvnR8Vov4KrZTqEtJmE1G9IgFtdVQoBvLVO;ebPw;1
94;84;12223;0;331;MTXCREFD;0;;2204;1707914737127037952;18260221992452346539;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737127037952;18260221992452346539;ZgV;uJjUx5cTvkRNuzkH61G8QMRhW05Hwi4TRGMk3TJlcJyDNoZLhVsQMNnwAjzb;B1kV;1
94;84;12223;0;331;MTXCREFD;0;;2205;1707914737127811840;8157883789106597799;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737127811840;8157883789106597799;MZT;2hW1zCNLbOxfzTcsU2XBcod9v2hT4U6VFhBNja5iCOItqSmrrSMpgXALDLad;KFAA;1
94;84;12223;0;331;MTXCREFD;0;;2206;1707914737128582912;119235693000411408;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737128582912;119235693000411408;BGe;BpMxK4i8xiXNQ4jseEtVujfbUzdXxnfeE7MqYQ9oXqauIgGj37nJw04Qujwv;KF0H;1
94;84;12223;0;331;MTXCREFD;0;;2207;1707914737129356800;14993703574290066334;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737129356800;14993703574290066334;LsX;GuZKwsRMNMAQ7RsYuXpD1WuCGRvHYIIMZgWYD5Yl2hwVGO4MbaLhYffy1JMd;iL9X;1
94;84;12223;0;331;MTXCREFD;0;;2208;1707914737130127616;16807527282517763899;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737130127616;16807527282517763899;vzH;XroIpZf8Co52qg1r3ftXPSfRRqhvuIITzmE2nGVdY36A1Y69S0kWJ2CdXzWz;KwkQ;1
94;84;12223;0;331;MTXCREFD;0;;2209;1707914737130902016;609435834649927227;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737130902016;609435834649927227;Vap;yOYz5PrYfdBCE0NW9qVwTIW1fVplcs4qRfgLfJS5gk6GHtMot1LJh0mbbXYY;ftY2;1
94;84;12223;0;331;MTXCREFD;0;;2210;1707914737131662848;8950895719605761841;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737131662848;8950895719605761841;5Cb;sdc80rHd0sMpgyYhZ665kQyqmqrz2H10gNZrAxI2buwoSDj6jgmVGI7kVLnO;XWMG;1
94;84;12223;0;331;MTXCREFD;0;;2211;1707914737132432128;5408697076432325922;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737132432128;5408697076432325922;EsX;cNoZfMDDwC9UfPkHeXYct12mPtNmoKR1u7IPZ1vIQfFVfcO2ftEDSnxMrJV6;tJEL;1
94;84;12223;0;331;MTXCREFD;0;;2212;1707914737133201920;10293895066024770223;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737133201920;10293895066024770223;A0Y;0QYSKEN20IdGj9iGOk3054IzLzbc6sbjDbeYK7q59Irwny4DgML4RED6GJo5;RC3X;1
94;84;12223;0;331;MTXCREFD;0;;2213;1707914737133971712;15380811268666874156;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737133971712;15380811268666874156;7yz;QFchC2wuTcMsM1c98fhgdzXbHoiIXVZzNDttNviuS6l7EKgjheWtqGQCf0W8;yuP5;1
94;84;12223;0;331;MTXCREFD;0;;2214;1707914737134738176;4896253678738709558;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737134738176;4896253678738709558;CDr;Kegs16RWfikrC8taqDOvG2dWT7moPlRjZiiJGXj0F4VWMqSrVUBPUQ6KJO8f;rzT4;1
94;84;12223;0;331;MTXCREFD;0;;2215;1707914737135508480;16798740567668384856;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737135508480;16798740567668384856;t4V;g9bdfSE673AkmWWCRHjjH5q4NHMiSsiWTpmxD5f6owMQeruYF2onHYvBAoVS;AX94;1
94;84;12223;0;331;MTXCREFD;0;;2216;1707914737136273664;11595675902476269194;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737136273664;11595675902476269194;XOJ;xGgsh5mhS1taRFgSNDi90RlN55Tq8cu0jrSJNuVDCZmu7rrCoDLbB6XpwY1X;yVnk;1
94;84;12223;0;331;MTXCREFD;0;;2217;1707914737137049088;8584969497891299951;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737137049088;8584969497891299951;Umy;nO4cGnZVInRxdfoUgWzP1pCR0je0GBSVpagy2QvzBSmSjeAXZPOnv48VohTt;e9bl;1
94;84;12223;0;331;MTXCREFD;0;;2218;1707914737137817600;2871746903922004390;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737137817600;2871746903922004390;6QH;CEVB6elgDgdiXepnOBUluAKsr04TFearqt6vqGQTQJoT4ZZ6ULEG6vxSGQY5;SQSy;1
94;84;12223;0;331;MTXCREFD;0;;2219;1707914737138588928;13399910286266411163;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737138588928;13399910286266411163;AlQ;uAo1hlFR6Th9OtxBc1XMnTtv4BEP0ubxKhQF4l2IaO7Y8RFaNunIUHjH7Y3v;93hK;1
94;84;12223;0;331;MTXCREFD;0;;2220;1707914737139360000;5568971460321784695;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737139360000;5568971460321784695;b2F;mPinukobY2qQ0k4OykK0vYJDVP9SgHdyUQc38sMJvzPTYruMfZTE0syysjdn;70Wo;1
94;84;12223;0;331;MTXCREFD;0;;2221;1707914737140138752;16657403929108734527;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737140138752;16657403929108734527;qkS;qEcXemnea8MNECR4w8YPHfYmIWkOmEN8siyufXccaq5eYNwAFTtNVHpENsy1;hXiw;1
94;84;12223;0;331;MTXCREFD;0;;2222;1707914737140905728;10139534221056050802;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737140905728;10139534221056050802;yny;qutViNynCt5dzyOacErteqM5eLjJuG6R96MXhql0Thy4V6PsmnLiZycQF9Ho;WGfc;1
94;84;12223;0;331;MTXCREFD;0;;2223;1707914737141676800;16766700026219798426;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914737141676800;16766700026219798426;tkz;VlYiNeGBLPErWusv6h7BExsSOIUWt0964WWeLvoeY6ss3xi64FhwSPI8awwS;pFlA;1
