msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;milestoneType;applicationID;mIC
32;22;12070;0;331;2EQUFORD;26;0;0;1707914876025388800;8630254593955359423;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876025388800;8630254593955359423;1;70;qYX
32;22;12070;0;331;2EQUFORD;26;0;1;1707915035022567680;335711050469926478;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035022567680;335711050469926478;2;70;NyL
32;22;12070;0;331;2EQUFORD;27;0;0;1707914876026167808;7070185572179235421;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876026167808;7070185572179235421;1;70;Mer
32;22;12070;0;331;2EQUFORD;27;0;1;1707915035023341056;8580475555622752523;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035023341056;8580475555622752523;2;70;yln
32;22;12070;0;331;2EQUFORD;28;0;0;1707914876026947840;5710739219370526346;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876026947840;5710739219370526346;1;70;Enn
32;22;12070;0;331;2EQUFORD;28;0;1;1707915035024135680;14666106305890482124;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035024135680;14666106305890482124;2;70;Scx
32;22;12070;0;331;2EQUFORD;29;0;0;1707914876027725312;15987402685580623004;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876027725312;15987402685580623004;1;70;Fwc
32;22;12070;0;331;2EQUFORD;29;0;1;1707915035024915968;15628404336050460224;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035024915968;15628404336050460224;2;70;GKB
32;22;12070;0;331;2EQUFORD;30;0;0;1707914876028507392;4247689754004545469;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876028507392;4247689754004545469;1;70;rSX
32;22;12070;0;331;2EQUFORD;30;0;1;1707915035025710848;3293183429476895836;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035025710848;3293183429476895836;2;70;NUJ
32;22;12070;0;331;2EQUFORD;31;0;0;1707914876029291264;2279759545280457891;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876029291264;2279759545280457891;1;70;89S
32;22;12070;0;331;2EQUFORD;31;0;1;1707915035026481408;15386526315385986523;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035026481408;15386526315385986523;2;70;wS4
32;22;12070;0;331;2EQUFORD;32;0;0;1707914876030075392;14380416586628418028;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876030075392;14380416586628418028;1;70;4iR
32;22;12070;0;331;2EQUFORD;32;0;1;1707915035027276544;14879678411462633203;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035027276544;14879678411462633203;2;70;2kJ
32;22;12070;0;331;2EQUFORD;33;0;0;1707914876030860544;13758183354291217456;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876030860544;13758183354291217456;1;70;wFE
32;22;12070;0;331;2EQUFORD;33;0;1;1707915035028060160;12392805906736836309;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035028060160;12392805906736836309;2;70;usC
32;22;12070;0;331;2EQUFORD;34;0;0;1707914876031640320;10286525331990415516;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876031640320;10286525331990415516;1;70;6E0
32;22;12070;0;331;2EQUFORD;34;0;1;1707915035028849408;9174187900081503820;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035028849408;9174187900081503820;2;70;y3h
32;22;12070;0;331;2EQUFORD;35;0;0;1707914876032421376;4415328415003914620;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876032421376;4415328415003914620;1;70;Luz
32;22;12070;0;331;2EQUFORD;35;0;1;1707915035029632256;17400426621101690741;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035029632256;17400426621101690741;2;70;vgu
32;22;12070;0;331;2EQUFORD;36;0;0;1707914876033207040;725676301117834684;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876033207040;725676301117834684;1;70;ZOJ
32;22;12070;0;331;2EQUFORD;36;0;1;1707915035030420480;1391136605591916099;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035030420480;1391136605591916099;2;70;ZzN
32;22;12070;0;331;2EQUFORD;37;0;0;1707914876033985280;14506100287622830038;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876033985280;14506100287622830038;1;70;StI
32;22;12070;0;331;2EQUFORD;37;0;1;1707915035031199232;7998039124138607632;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035031199232;7998039124138607632;2;70;PBf
32;22;12070;0;331;2EQUFORD;38;0;0;1707914876034770176;8853112431699830908;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876034770176;8853112431699830908;1;70;LU3
32;22;12070;0;331;2EQUFORD;38;0;1;1707915035031989248;14620626483388834052;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035031989248;14620626483388834052;2;70;VwY
32;22;12070;0;331;2EQUFORD;39;0;0;1707914876035545088;4605466504096333422;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876035545088;4605466504096333422;1;70;KcK
32;22;12070;0;331;2EQUFORD;39;0;1;1707915035032768000;1467586960417723835;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035032768000;1467586960417723835;2;70;qlg
32;22;12070;0;331;2EQUFORD;40;0;0;1707914876036330496;2578307111644909828;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876036330496;2578307111644909828;1;70;27U
32;22;12070;0;331;2EQUFORD;40;0;1;1707915035033561088;17069952031476553704;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035033561088;17069952031476553704;2;70;UDe
32;22;12070;0;331;2EQUFORD;41;0;0;1707914876037117952;14088706410935587346;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876037117952;14088706410935587346;1;70;PPG
32;22;12070;0;331;2EQUFORD;41;0;1;1707915035034333952;8945373942183295885;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035034333952;8945373942183295885;2;70;Wmz
32;22;12070;0;331;2EQUFORD;42;0;0;1707914876037893888;11754315811782852047;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876037893888;11754315811782852047;1;70;NA1
32;22;12070;0;331;2EQUFORD;42;0;1;1707915035035128832;15973337794719047919;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035035128832;15973337794719047919;2;70;XXs
32;22;12070;0;331;2EQUFORD;43;0;0;1707914876038671872;16787900434715047645;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876038671872;16787900434715047645;1;70;Vcy
32;22;12070;0;331;2EQUFORD;43;0;1;1707915035035910912;5699337428407138430;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035035910912;5699337428407138430;2;70;FfG
32;22;12070;0;331;2EQUFORD;44;0;0;1707914876039453440;13245795342229379766;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876039453440;13245795342229379766;1;70;d4g
32;22;12070;0;331;2EQUFORD;44;0;1;1707915035036702720;14982479918429375987;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035036702720;14982479918429375987;2;70;EKy
32;22;12070;0;331;2EQUFORD;45;0;0;1707914876040228864;17361046208012459755;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876040228864;17361046208012459755;1;70;70p
32;22;12070;0;331;2EQUFORD;45;0;1;1707915035037473792;8805764121522980369;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035037473792;8805764121522980369;2;70;trc
32;22;12070;0;331;2EQUFORD;46;0;0;1707914876041018368;3753756262979028367;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876041018368;3753756262979028367;1;70;IeJ
32;22;12070;0;331;2EQUFORD;46;0;1;1707915035038269952;2304646867031298864;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035038269952;2304646867031298864;2;70;2m0
32;22;12070;0;331;2EQUFORD;47;0;0;1707914876041801984;16466346988670103936;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876041801984;16466346988670103936;1;70;L31
32;22;12070;0;331;2EQUFORD;47;0;1;1707915035039042560;12690113009310923832;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035039042560;12690113009310923832;2;70;iFc
32;22;12070;0;331;2EQUFORD;48;0;0;1707914876042573824;362335869421755420;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876042573824;362335869421755420;1;70;eqI
32;22;12070;0;331;2EQUFORD;48;0;1;1707915035039834368;6427052266055038351;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035039834368;6427052266055038351;2;70;kNr
32;22;12070;0;331;2EQUFORD;49;0;0;1707914876043362560;430189005857088130;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876043362560;430189005857088130;1;70;63M
32;22;12070;0;331;2EQUFORD;49;0;1;1707915035040603392;8302368282622958750;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035040603392;8302368282622958750;2;70;07f
32;22;12070;0;331;2EQUFORD;50;0;0;1707914876044141824;14148223258164129739;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876044141824;14148223258164129739;1;70;spg
32;22;12070;0;331;2EQUFORD;50;0;1;1707915035041396224;18204664635207214292;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035041396224;18204664635207214292;2;70;Z0E
32;22;12070;0;331;2EQUFORD;51;0;0;1707914876044919552;8417015061297249800;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876044919552;8417015061297249800;1;70;5QQ
32;22;12070;0;331;2EQUFORD;51;0;1;1707915035042176768;2604041165126366999;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035042176768;2604041165126366999;2;70;GCA
32;22;12070;0;331;2EQUFORD;52;0;0;1707914876045692416;3375613174937349429;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876045692416;3375613174937349429;1;70;XZI
32;22;12070;0;331;2EQUFORD;52;0;1;1707915035042968832;16395542209093892078;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035042968832;16395542209093892078;2;70;wHW
32;22;12070;0;331;2EQUFORD;53;0;0;1707914876046473728;9400665991164622433;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876046473728;9400665991164622433;1;70;2XE
32;22;12070;0;331;2EQUFORD;53;0;1;1707915035043752448;7210028247688255247;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035043752448;7210028247688255247;2;70;o4P
32;22;12070;0;331;2EQUFORD;54;0;0;1707914876047249664;4462178581589122683;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876047249664;4462178581589122683;1;70;rJF
32;22;12070;0;331;2EQUFORD;54;0;1;1707915035044537856;7344196059043635711;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035044537856;7344196059043635711;2;70;vfl
32;22;12070;0;331;2EQUFORD;55;0;0;1707914876048033792;2692815885950449272;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876048033792;2692815885950449272;1;70;lNu
32;22;12070;0;331;2EQUFORD;55;0;1;1707915035045311232;3216629173912145635;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035045311232;3216629173912145635;2;70;QJZ
32;22;12070;0;331;2EQUFORD;56;0;0;1707914876048812800;5087265543550632123;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707914876048812800;5087265543550632123;1;70;gT5
32;22;12070;0;331;2EQUFORD;56;0;1;1707915035046102016;1140170314511503833;K2CDW2EQUFORD01;-;;;;;;;;;;;;;1707915035046102016;1140170314511503833;2;70;8hx
32;22;12070;0;331;2EQUFORD;57;0;0;1707914876049593344;4317590711581222045;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707914876049593344;4317590711581222045;1;70;MsV
32;22;12070;0;331;2EQUFORD;57;0;1;1707915035046881792;17165123986965441690;K2CDW2EQUFORD02;-;;;;;;;;;;;;;1707915035046881792;17165123986965441690;2;70;Yb5
32;22;12070;0;331;2EQUFORD;58;0;0;1707914876050369792;34901350237740526;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707914876050369792;34901350237740526;1;70;MMO
32;22;12070;0;331;2EQUFORD;58;0;1;1707915035047669248;2710334373870552251;K2CDW2EQUFORD03;-;;;;;;;;;;;;;1707915035047669248;2710334373870552251;2;70;nMO
32;22;12070;0;331;2EQUFORD;59;0;0;1707914876051163392;6955098359375157002;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707914876051163392;6955098359375157002;1;70;ws0
32;22;12070;0;331;2EQUFORD;59;0;1;1707915035048453632;8663110598867403232;K2CDW2EQUFORD04;-;;;;;;;;;;;;;1707915035048453632;8663110598867403232;2;70;UvC
32;22;12070;0;331;2EQUFTRD;0;0;0;1707914876001182720;17221235215524255246;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876001182720;17221235215524255246;1;70;tFK
32;22;12070;0;331;2EQUFTRD;0;0;1;1707915035004667648;7041590385922700941;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035004667648;7041590385922700941;2;70;lA3
32;22;12070;0;331;2EQUFTRD;1;0;0;1707914876002242816;12725694327507229693;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876002242816;12725694327507229693;1;70;sj7
32;22;12070;0;331;2EQUFTRD;1;0;1;1707915035005688832;12493104076780436084;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035005688832;12493104076780436084;2;70;Qsc
32;22;12070;0;331;2EQUFTRD;2;0;0;1707914876003083264;8910057862351550678;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876003083264;8910057862351550678;1;70;q9W
32;22;12070;0;331;2EQUFTRD;2;0;1;1707915035006519296;6482699262314183722;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035006519296;6482699262314183722;2;70;b2A
32;22;12070;0;331;2EQUFTRD;3;0;0;1707914876003886080;7431500852553465661;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876003886080;7431500852553465661;1;70;q0D
32;22;12070;0;331;2EQUFTRD;3;0;1;1707915035007317760;5264411495529300562;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035007317760;5264411495529300562;2;70;0qn
32;22;12070;0;331;2EQUFTRD;4;0;0;1707914876004676608;4788964557276822606;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876004676608;4788964557276822606;1;70;c11
32;22;12070;0;331;2EQUFTRD;4;0;1;1707915035008122880;15284520628119484132;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035008122880;15284520628119484132;2;70;yTq
32;22;12070;0;331;2EQUFTRD;5;0;0;1707914876005500160;14875178302301139894;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876005500160;14875178302301139894;1;70;0xW
32;22;12070;0;331;2EQUFTRD;5;0;1;1707915035008914944;2054769933168782286;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035008914944;2054769933168782286;2;70;EBj
32;22;12070;0;331;2EQUFTRD;6;0;0;1707914876006284544;5938611771850533422;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876006284544;5938611771850533422;1;70;FYg
32;22;12070;0;331;2EQUFTRD;6;0;1;1707915035009707776;7708178669435289029;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035009707776;7708178669435289029;2;70;VLq
32;22;12070;0;331;2EQUFTRD;7;0;0;1707914876007068416;2863133731316277109;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876007068416;2863133731316277109;1;70;lJR
32;22;12070;0;331;2EQUFTRD;7;0;1;1707915035010497536;14547222197725982167;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035010497536;14547222197725982167;2;70;X4t
32;22;12070;0;331;2EQUFTRD;8;0;0;1707914876007869440;2351224146554433891;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876007869440;2351224146554433891;1;70;d7c
32;22;12070;0;331;2EQUFTRD;8;0;1;1707915035011299584;8381993967356161658;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035011299584;8381993967356161658;2;70;YcP
32;22;12070;0;331;2EQUFTRD;9;0;0;1707914876008654080;2303298484194730439;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876008654080;2303298484194730439;1;70;VKi
32;22;12070;0;331;2EQUFTRD;9;0;1;1707915035012083456;8254857083264594479;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035012083456;8254857083264594479;2;70;8Ti
32;22;12070;0;331;2EQUFTRD;10;0;0;1707914876009452544;1711807184539309912;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876009452544;1711807184539309912;1;70;Szy
32;22;12070;0;331;2EQUFTRD;10;0;1;1707915035012866048;7099955372549199039;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035012866048;7099955372549199039;2;70;htP
32;22;12070;0;331;2EQUFTRD;11;0;0;1707914876010247168;12683054689459568482;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876010247168;12683054689459568482;1;70;i2e
32;22;12070;0;331;2EQUFTRD;11;0;1;1707915035013635584;3291923127360851960;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035013635584;3291923127360851960;2;70;9O8
32;22;12070;0;331;2EQUFTRD;12;0;0;1707914876011028992;18008598695881889352;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876011028992;18008598695881889352;1;70;jbI
32;22;12070;0;331;2EQUFTRD;12;0;1;1707915035014412800;13176204187569722815;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035014412800;13176204187569722815;2;70;QfN
32;22;12070;0;331;2EQUFTRD;13;0;0;1707914876011823360;17146168208008162611;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876011823360;17146168208008162611;1;70;vRE
32;22;12070;0;331;2EQUFTRD;13;0;1;1707915035015196160;1473278023827366821;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035015196160;1473278023827366821;2;70;BE7
32;22;12070;0;331;2EQUFTRD;14;0;0;1707914876012611584;9662396485858812620;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876012611584;9662396485858812620;1;70;64W
32;22;12070;0;331;2EQUFTRD;14;0;1;1707915035015979776;15786179108696932141;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035015979776;15786179108696932141;2;70;9My
32;22;12070;0;331;2EQUFTRD;15;0;0;1707914876013403648;14613545732521409238;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876013403648;14613545732521409238;1;70;W1J
32;22;12070;0;331;2EQUFTRD;15;0;1;1707915035016756992;8398586430640995128;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035016756992;8398586430640995128;2;70;c2c
32;22;12070;0;331;2EQUFTRD;16;0;0;1707914876014184448;6341092450641139035;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876014184448;6341092450641139035;1;70;kkC
32;22;12070;0;331;2EQUFTRD;16;0;1;1707915035017525248;3755487259892047540;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035017525248;3755487259892047540;2;70;y5H
32;22;12070;0;331;2EQUFTRD;17;0;0;1707914876014971392;14299910028175286350;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876014971392;14299910028175286350;1;70;iMv
32;22;12070;0;331;2EQUFTRD;17;0;1;1707915035018324736;14299013798707674955;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035018324736;14299013798707674955;2;70;8v7
32;22;12070;0;331;2EQUFTRD;18;0;0;1707914876015753728;595422333526819898;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876015753728;595422333526819898;1;70;VOW
32;22;12070;0;331;2EQUFTRD;18;0;1;1707915035019097856;18297343492718778849;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035019097856;18297343492718778849;2;70;KXO
32;22;12070;0;331;2EQUFTRD;19;0;0;1707914876016540672;926564645828381416;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876016540672;926564645828381416;1;70;RsW
32;22;12070;0;331;2EQUFTRD;19;0;1;1707915035019908352;14216551966497435560;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035019908352;14216551966497435560;2;70;3xl
32;22;12070;0;331;2EQUFTRD;20;0;0;1707914876017321728;1149919010678685538;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876017321728;1149919010678685538;1;70;LBm
32;22;12070;0;331;2EQUFTRD;20;0;1;1707915035020709888;8301309655500165859;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035020709888;8301309655500165859;2;70;wI6
32;22;12070;0;331;2EQUFTRD;21;0;0;1707914876018110720;11937917207035360665;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876018110720;11937917207035360665;1;70;k5p
32;22;12070;0;331;2EQUFTRD;21;0;1;1707915035021488128;17138528865589967765;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035021488128;17138528865589967765;2;70;Stg
32;22;12070;0;331;2EQUFTRD;22;0;0;1707914876018892800;13442621641349439447;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876018892800;13442621641349439447;1;70;qnQ
32;22;12070;0;331;2EQUFTRD;22;0;1;1707915035022259200;549302684067792890;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035022259200;549302684067792890;2;70;qJs
32;22;12070;0;331;2EQUFTRD;23;0;0;1707914876019666944;5959926859413985486;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876019666944;5959926859413985486;1;70;tt7
32;22;12070;0;331;2EQUFTRD;23;0;1;1707915035023034368;14097150107520769765;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035023034368;14097150107520769765;2;70;YDo
32;22;12070;0;331;2EQUFTRD;24;0;0;1707914876020451328;14889356284259164733;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876020451328;14889356284259164733;1;70;vtK
32;22;12070;0;331;2EQUFTRD;24;0;1;1707915035023805696;10788446239311052444;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035023805696;10788446239311052444;2;70;KrC
32;22;12070;0;331;2EQUFTRD;25;0;0;1707914876021237504;13065318530893655555;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876021237504;13065318530893655555;1;70;NAG
32;22;12070;0;331;2EQUFTRD;25;0;1;1707915035024585728;1291209458984784639;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035024585728;1291209458984784639;2;70;Elh
32;22;12070;0;331;2EQUFTRD;26;0;0;1707914876022023936;13155433720538626693;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876022023936;13155433720538626693;1;70;65V
32;22;12070;0;331;2EQUFTRD;26;0;1;1707915035025368576;17969364376849563141;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035025368576;17969364376849563141;2;70;bq9
32;22;12070;0;331;2EQUFTRD;27;0;0;1707914876022805248;17588568769037665596;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876022805248;17588568769037665596;1;70;ts6
32;22;12070;0;331;2EQUFTRD;27;0;1;1707915035026144256;10054504580808643074;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035026144256;10054504580808643074;2;70;Yql
32;22;12070;0;331;2EQUFTRD;28;0;0;1707914876023582208;7268676479966955783;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876023582208;7268676479966955783;1;70;YA3
32;22;12070;0;331;2EQUFTRD;28;0;1;1707915035026928128;5938707989408154839;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035026928128;5938707989408154839;2;70;koo
32;22;12070;0;331;2EQUFTRD;29;0;0;1707914876024368128;10620787132072817592;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876024368128;10620787132072817592;1;70;WX9
32;22;12070;0;331;2EQUFTRD;29;0;1;1707915035027715328;316775556892373052;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035027715328;316775556892373052;2;70;1g5
32;22;12070;0;331;2EQUFTRD;30;0;0;1707914876025150720;17209339472492651852;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876025150720;17209339472492651852;1;70;84g
32;22;12070;0;331;2EQUFTRD;30;0;1;1707915035028502016;746399657864437565;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035028502016;746399657864437565;2;70;kkT
32;22;12070;0;331;2EQUFTRD;31;0;0;1707914876025937664;5690256568479551222;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876025937664;5690256568479551222;1;70;dLl
32;22;12070;0;331;2EQUFTRD;31;0;1;1707915035029280768;12682287517302014596;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035029280768;12682287517302014596;2;70;EqZ
32;22;12070;0;331;2EQUFTRD;32;0;0;1707914876026715648;12736184929098619149;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876026715648;12736184929098619149;1;70;2X7
32;22;12070;0;331;2EQUFTRD;32;0;1;1707915035030081024;17342784862718110220;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035030081024;17342784862718110220;2;70;lCK
32;22;12070;0;331;2EQUFTRD;33;0;0;1707914876027496704;10921608326185110468;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876027496704;10921608326185110468;1;70;xyE
32;22;12070;0;331;2EQUFTRD;33;0;1;1707915035030874624;9234806881547093876;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035030874624;9234806881547093876;2;70;zw7
32;22;12070;0;331;2EQUFTRD;34;0;0;1707914876028278016;3690151137915041444;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876028278016;3690151137915041444;1;70;0nR
32;22;12070;0;331;2EQUFTRD;34;0;1;1707915035031647232;14977251732121698521;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035031647232;14977251732121698521;2;70;vyF
32;22;12070;0;331;2EQUFTRD;35;0;0;1707914876029059328;15738056172815638743;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876029059328;15738056172815638743;1;70;bmf
32;22;12070;0;331;2EQUFTRD;35;0;1;1707915035032428032;832150350729268440;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035032428032;832150350729268440;2;70;CwU
32;22;12070;0;331;2EQUFTRD;36;0;0;1707914876029840640;17767645540315677624;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876029840640;17767645540315677624;1;70;O70
32;22;12070;0;331;2EQUFTRD;36;0;1;1707915035033201664;17782286353171801574;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035033201664;17782286353171801574;2;70;du5
32;22;12070;0;331;2EQUFTRD;37;0;0;1707914876030609664;10276803333199190068;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876030609664;10276803333199190068;1;70;FiE
32;22;12070;0;331;2EQUFTRD;37;0;1;1707915035033982208;9551753862055406879;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035033982208;9551753862055406879;2;70;kYt
32;22;12070;0;331;2EQUFTRD;38;0;0;1707914876031394048;10154493342966520547;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707914876031394048;10154493342966520547;1;70;nLX
32;22;12070;0;331;2EQUFTRD;38;0;1;1707915035034751744;4946445941743382805;K2CDW2EQUFTRD;-;;;;;;;;;;;;;1707915035034751744;4946445941743382805;2;70;aom
