msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;oESessionID;firmID;messageSendingTime;clientOrderID;symbolIndex;eMM;mICofSecondaryListing;operationType;errorCode;rejectedMessage;rejectedMessageID
57;47;546;0;331;TCSALLOU;0;0;676;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;17372812042954517047;KjUP5pwU;1706095049714173560;8715371676702322048;304152982;4;2Dps;1;35048;226;23590
57;47;546;0;331;TCSALLOU;0;0;677;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;7832430930368347170;sh4aEx7R;1706095049714317668;7348234718099808990;154123499;4;NG7n;5;17936;55;9453
57;47;546;0;331;TCSALLOU;0;0;678;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;17989820004783560422;pix3XYbA;1706095049714464154;3293007031048214689;636453490;9;SN6v;4;26540;193;58183
57;47;546;0;331;TCSALLOU;0;0;679;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;9635882946696367274;peaM7pGR;1706095049714611523;-5860034372206028272;149423575;17;eIbg;7;30438;193;5450
57;47;546;0;331;TCSALLOU;0;0;680;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;13626121124082990398;uMh1yuLn;1706095049714770718;-2940768114675369864;24832667;6;vfgo;5;10032;107;61404
57;47;546;0;331;TCSALLOU;0;0;681;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;17494066529815107071;4Ksy4tra;1706095049714920260;-8520386588912621538;487911392;15;n6G5;7;59889;79;7088
57;47;546;0;331;TCSALLOU;0;0;682;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;3563144742412632905;6bEzRho0;1706095049715070632;-3185620179728911493;105538185;99;1ZYI;7;28909;206;60433
57;47;546;0;331;TCSALLOU;0;0;683;;;K2CDWTCSALLOU;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1477257216747552260;DNyz1sFN;1706095049715223311;7644050403197838767;880078379;9;5ha6;1;10671;230;63486
57;47;546;0;331;TCSALLOU;0;0;684;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;13632140160049297819;oAGk5KXF;1706095049715376362;6341152034625854009;164996825;4;NiWT;5;56632;58;59936
57;47;546;0;331;TCSALLOU;0;0;685;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;14044946348497080429;SX6xmliq;1706095049715533487;7577489663214181718;955146857;14;FlQ7;6;4045;166;32661
57;47;546;0;331;TCSALLOU;0;0;686;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;226449125198785182;M9no4FN6;1706095049715700385;5700805413147172649;338709066;4;mswS;6;39332;10;33400
57;47;546;0;331;TCSALLOU;0;0;687;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;14311491149532021029;XddPnfIN;1706095049715861564;1127481268192995203;270958719;8;QMTQ;7;47487;163;59171
57;47;546;0;331;TCSALLOU;0;0;688;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;13964884572831666117;8qPTHi3I;1706095049716023604;-2906597334229711595;703220993;8;aOYN;4;1053;14;22324
57;47;546;0;331;TCSALLOU;0;0;689;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;4523552063218814325;4OK3uRui;1706095049716185356;-6929737811672036567;587146478;14;c8vH;6;11937;185;33539
57;47;546;0;331;TCSALLOU;0;0;690;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;14269978374224807898;EHX3urZS;1706095049716348009;-7334486576175701116;193650200;5;snBn;4;55138;130;53331
57;47;546;0;331;TCSALLOU;0;0;691;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;9051513195601219563;e5;LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD;py7;4243157527;1;1263944569;7;6893435941949517061;whBO1jNL;1706095049716512362;-274878235914962360;548619297;4;KhuU;4;53036;248;28438
57;47;546;0;331;TCSALLOU;0;0;692;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;13982024644807829643;k03uzVGq;1706095049716676633;-57555471896545005;326226168;17;uJS2;7;17126;74;41108
57;47;546;0;331;TCSALLOU;0;0;693;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;12217425752851777550;zqMCkkZ6;1706095049716853452;-636553616206463632;471710007;17;gLEb;7;62316;14;3427
57;47;546;0;331;TCSALLOU;0;0;694;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1627732588357056927;aNRus3gz;1706095049717020843;4850621319616930181;315494969;11;ZIIz;1;8519;43;52033
57;47;546;0;331;TCSALLOU;0;0;695;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;14388789883358041202;o5a6PKeY;1706095049717189093;-7644728759499630114;608805387;99;y7u8;1;53084;241;30128
57;47;546;0;331;TCSALLOU;0;0;696;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;14992545539645763544;BmJM5xwv;1706095049717360835;-8222237149385817454;410867151;2;r05w;5;58767;133;43602
57;47;546;0;331;TCSALLOU;0;0;697;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;17059489113176069273;0d3XtiHf;1706095049717533274;6505599513591515282;910422888;6;QFLE;5;4803;57;16818
57;47;546;0;331;TCSALLOU;0;0;698;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;14094308714554340635;5XXRbyk3;1706095049717709808;-5167286246545126344;958972949;9;VFER;4;64300;3;56653
57;47;546;0;331;TCSALLOU;0;0;699;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;12001777412113382845;inNk1VLK;1706095049717885386;-3964039912318695156;137559582;10;WQWi;5;52757;239;33384
57;47;546;0;331;TCSALLOU;0;0;700;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;14761009529419667952;aD;mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl;oqS;3649434989;1;2752062206;7;13049288852100395553;HjVOoc1B;1706095049718061485;2817897679343784147;911386486;17;t6v4;6;30405;161;57818
57;47;546;0;331;TCSALLOU;0;0;701;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;7027377510741312138;Jr0y1PaS;1706095049718240038;-8272837204292617789;506920201;8;uX47;7;57833;240;6933
57;47;546;0;331;TCSALLOU;0;0;702;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;6896606078103750340;fWJ1cVkL;1706095049718419074;-6203552179887833211;896742034;7;aBIr;5;12258;178;64853
57;47;546;0;331;TCSALLOU;0;0;703;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1533425275658992208;8nF39fmr;1706095049718606252;-1004608662683500252;345150432;4;Tbju;1;19888;77;37438
57;47;546;0;331;TCSALLOU;0;0;704;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;11448838910293031374;xORvu7dY;1706095049718790649;917277453448407186;955146857;4;pDSC;5;64740;30;60713
57;47;546;0;331;TCSALLOU;0;0;705;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;17933481258502844580;yEaFfadn;1706095049718972661;-7711615171575872019;921949621;4;Avx4;1;13451;236;16457
57;47;546;0;331;TCSALLOU;0;0;706;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;5825477365447811885;23;6o0deIcAzGwYeAPtwJ0SD2Zlmd23R3Xw2T4U0oxzJsyTWk6u73ebgOeFjvXXsfi1koA5oy;cA4;2793246266;1;3358185533;7;14194688675997260590;Nj95yjmL;1706095049719156016;-1752248840519706973;77516395;9;eL9v;7;47462;96;27048
57;47;546;0;331;TCSALLOU;0;0;707;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;6078285958349667626;qREPKtW9;1706095049719342086;-1091881657975185942;15674241;99;tTmZ;1;59845;164;36092
57;47;546;0;331;TCSALLOU;0;0;708;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;5950847655860465892;ejssiXlJ;1706095049719528308;3720876824023363303;584956955;2;1VQB;1;25221;156;47567
57;47;546;0;331;TCSALLOU;0;0;709;;;K2CDWTCSALLOU;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;8270774636625341030;CjRoAnrg;1706095049719719068;6408293656304436370;407985055;5;9FMx;1;48652;99;17035
57;47;546;0;331;TCSALLOU;0;0;710;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;5321743200399898043;ahTCh8mP;1706095049719909433;-2174667078637419373;910422888;1;T2e2;4;50058;254;19611
57;47;546;0;331;TCSALLOU;0;0;711;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;1975843389352265188;41;temCwWKv3emBG9RQN9OsPNMxEHNFe7KX23N1RfbG0VsAxWikeY2uuk4I0vmDn4DRZUaY8K;x6f;2817915161;1;3089514342;7;8428598504702040085;8Fslrfu4;1706095049720098998;189468636295858779;927008545;99;lde1;7;17799;147;5704
57;47;546;0;331;TCSALLOU;0;0;712;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;2229538151594266151;W0GzIbFa;1706095049720292123;-2188885257852027761;41437899;1;nfy5;7;9672;118;46065
57;47;546;0;331;TCSALLOU;0;0;713;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;12009809268990101290;SK3Ara09;1706095049720492996;4338462289023676734;306138594;11;FGKx;7;48967;69;2997
57;47;546;0;331;TCSALLOU;0;0;714;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;6183346284314537887;FffAJFvf;1706095049720688229;59268023005083321;916475071;4;IevY;5;16917;176;7718
57;47;546;0;331;TCSALLOU;0;0;715;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;18142243084565686401;jj2kgKYj;1706095049720889710;-6710054726707516085;581937651;9;eo8O;1;31884;133;48869
57;47;546;0;331;TCSALLOU;0;0;716;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;4823783353567806478;xLwYlL4k;1706095049721086430;6290202983519545589;910422888;9;C4B6;1;7310;13;34008
57;47;546;0;331;TCSALLOU;0;0;717;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;4301879902672897621;nnlhtHnl;1706095049721284624;4281341499883430945;687165927;7;FAK4;5;14144;224;46377
57;47;546;0;331;TCSALLOU;0;0;718;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;14757547457702992166;Rsac7qkW;1706095049721483359;4473919277292697684;958128478;17;A4kx;7;296;130;25267
57;47;546;0;331;TCSALLOU;0;0;719;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;15516022347368871412;yvhuRgTZ;1706095049721684284;6647749099255819394;882027164;1;uJQD;6;23699;107;18708
57;47;546;0;331;TCSALLOU;0;0;720;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;5720535577681147897;ZJ;MLRxcRoTyAjj4iUUGfZQi5Se182yhXLZ0JbJzrQOwSWZYI8NwVpnbp8yLuVUOKFh2Vw13p;dsy;2996878951;1;4176256316;7;10868531146108039361;28zpBqj5;1706095049721911633;5650590826740883044;873184920;11;qZiS;6;42466;230;4037
57;47;546;0;331;TCSALLOU;0;0;721;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;7883626598883968486;f70k9ewp;1706095049722118324;-7882151102003656734;236162361;7;UCk9;1;4474;113;61918
57;47;546;0;331;TCSALLOU;0;0;722;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;9474871098231910122;k8JXtlwA;1706095049722322391;-1870340956294612080;281877941;7;UXZV;5;61536;191;20497
57;47;546;0;331;TCSALLOU;0;0;723;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;12130957235111165890;bdckD7Df;1706095049722531024;315403903273008924;743125215;10;Iwy5;7;62606;236;7351
57;47;546;0;331;TCSALLOU;0;0;724;;;K2CDWTCSALLOU;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;11849745631757934536;nPqQQm6H;1706095049722743129;-5361552411327077447;704352555;7;9bsA;7;8803;161;2887
57;47;546;0;331;TCSALLOU;0;0;725;;;K2CDWTCSALLOU;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;8525014910293019270;5U3mwdoS;1706095049722953426;-6585999635595405096;51267762;1;VJnb;1;28291;201;25032
57;47;546;0;331;TCSALLOU;0;0;726;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;18174776823489583612;ROBlYQOl;1706095049723162550;-2167605992661059113;468896029;17;H1yV;1;25295;53;25282
57;47;546;0;331;TCSALLOU;0;0;727;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;9834948830337772947;9ouID7qe;1706095049723376448;-5157986723494009491;125257059;11;zEhS;1;62664;121;57398
57;47;546;0;331;TCSALLOU;0;0;728;;;K2CDWTCSALLOU;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;13254996527171197835;FPXDOmJt;1706095049723589655;-4315082758255937550;648090412;1;74en;4;7231;108;20486
57;47;546;0;331;TCSALLOU;0;0;729;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;18069185108294501620;vKQSEyEJ;1706095049723804824;5006037515607745372;812571727;7;Iq9Y;1;49243;180;649
57;47;546;0;331;TCSALLOU;0;0;730;;;K2CDWTCSALLOU;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;5985975909042227593;NWucen4Q;1706095049724022829;-4045141534384851115;225699642;5;KKDt;1;6473;238;40329
57;47;546;0;331;TCSALLOU;0;0;731;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;12228815880487024394;FjEI4BvR;1706095049724240834;-3554963123548062125;27066957;15;pSIK;5;20039;137;2709
57;47;546;0;331;TCSALLOU;0;0;732;;;K2CDWTCSALLOU;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;16616034244864868721;J34eEeTy;1706095049724458957;7303831673113691986;662272845;14;T8Ng;6;30860;82;52263
57;47;546;0;331;TCSALLOU;0;0;733;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;9993279977679822143;zj5Dnxvj;1706095049724680178;-7049396942119417129;83351337;99;S4gT;7;10107;63;35324
57;47;546;0;331;TCSALLOU;0;0;734;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;12170557566694825124;whpxMwaY;1706095049724904478;3801153065869949359;882027164;2;2M7f;7;62064;39;2332
57;47;546;0;331;TCSALLOU;0;0;735;;;K2CDWTCSALLOU;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;7661962728748144697;EKzLWJHl;1706095049725128126;-5112711820774872855;302074901;10;t18h;5;45158;73;448
57;47;546;0;331;TCSALLOU;0;0;736;;;K2CDWTCSALLOU;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;12400026395304407518;qbf9DeBB;1706095049725353390;-1015903237899434994;255231752;4;pUpE;5;8620;73;24735
57;47;546;0;331;TCSALLOU;0;0;737;;;K2CDWTCSALLOU;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;8459269334159904855;fzep7dAS;1706095049725579675;-6028762189600555866;767156925;1;0d4E;4;54406;23;2292
57;47;546;0;331;TCSALLOU;0;0;738;;;K2CDWTCSALLOU;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1588076836402890288;lW8roIXn;1706095049725810750;-5251233696072284372;687820829;15;ntkl;5;7616;117;59406
57;47;546;0;331;TCSALLOU;0;0;739;;;K2CDWTCSALLOU;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;4763004940323117498;wPmJm2Qy;1706095049726039845;3834052361129192272;844959358;17;65KM;6;21269;77;43924
