msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eventID;bookIN;bookOUTTime;tradeTime;publicationTime;executionID;symbolIndex;eMM;sequenceTime;tradeUniqueIdentifier 
99;89;12023;0;331;2BLKPTOL;6;0;151;1707914901087837440;8545219921911833896;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914901087837440;8545219921911833896;6675333197685078469;1706095059919745768;1706095059919747945;1706095059919750029;1706095059919752721;1021334159;922513693;9;1706095059919762254;uIbfRsbP82UT1BMn
99;89;12023;0;331;2BLKPTOL;6;0;152;1707914901093859072;14395573749172893852;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914901093859072;14395573749172893852;16240723419160608301;1706095059922184922;1706095059922187071;1706095059922189198;1706095059922191859;644428595;138846668;11;1706095059922201442;lD1kKcrXLe2FgzvS
99;89;12023;0;331;2BLKPTOL;6;0;206;1707914901099387136;1445265520471508135;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914901099387136;1445265520471508135;1781923546924893714;1706095059925173611;1706095059925175740;1706095059925177795;1706095059925180397;6773814;971929135;5;1706095059925189604;jJ7RtUbT9hWhK4Ag
99;89;12023;0;331;2BLKPTOL;6;0;207;1707914901287350016;1723388855305578864;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914901287350016;1723388855305578864;8651111455497177290;1706095059932600322;1706095059932602290;1706095059932604258;1706095059932606847;1492965706;648090412;15;1706095059932615830;cTHgnwTEDre4Tqj4
99;89;12023;0;331;2BLKPTOL;6;0;208;1707914901302542080;11006907692272013457;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;1707914901302542080;11006907692272013457;3347915779632088934;1706095059942499463;1706095059942501610;1706095059942503721;1706095059942506498;330159290;910422888;11;1706095059942515782;xG1Ky0k6YkugViyu
99;89;12023;0;331;2BLKPTOL;6;0;209;1707914901307291648;1652875123669625742;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914901307291648;1652875123669625742;581020560959331135;1706095059945884713;1706095059945886954;1706095059945889039;1706095059945891848;8437720;355525551;9;1706095059945901158;nzFgNcRsEAk5q2Xw
99;89;12023;0;331;2BLKPTOL;6;0;210;1707914901308908288;9389049139518115003;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914901308908288;9389049139518115003;8658444448564313324;1706095059947028148;1706095059947030247;1706095059947032153;1706095059947034733;2269398317;213949604;1;1706095059947043791;wPluuHYz5SCvqSoB
99;89;12023;0;331;2BLKPTOL;6;0;211;1707914901311261952;1887906731977164254;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914901311261952;1887906731977164254;3144035912898162336;1706095059948772948;1706095059948774964;1706095059948776884;1706095059948779504;2304961534;453799485;15;1706095059948788317;XF4Pjccx2bBgRAE0
99;89;12023;0;331;2BLKPTOL;6;0;212;1707914901313631488;4782307275954338397;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914901313631488;4782307275954338397;442889482239504579;1706095059950527414;1706095059950529468;1706095059950531424;1706095059950533928;938273814;662272845;4;1706095059950542651;XaL4KJzvPUHdzoQb
99;89;12023;0;331;2BLKPTOL;6;0;213;1707914901315226368;12583874299811210467;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901315226368;12583874299811210467;6909893964879933129;1706095059951725884;1706095059951728030;1706095059951730115;1706095059951732763;1954319570;48267691;8;1706095059951741914;4PknuaZwzulK1sNN
99;89;12023;0;331;2BLKPTOL;6;0;214;1707914901319163136;3395344549932740559;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914901319163136;3395344549932740559;7203357868636422597;1706095059954765288;1706095059954767470;1706095059954769603;1706095059954772406;909418065;51267762;9;1706095059954781862;rGXlGL7V5EO3xHWi
99;89;12023;0;331;2BLKPTOL;6;0;356;1707914901592159488;5305320978850986700;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914901592159488;5305320978850986700;14567493502202647566;1706095059965701544;1706095059965703526;1706095059965705451;1706095059965707983;365042865;896742034;2;1706095059965717049;9M97Fq4SVLBOC2lm
99;89;12023;0;331;2BLKPTOL;6;0;357;1707914901596088064;3124265318766388266;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914901596088064;3124265318766388266;1132320432798364766;1706095059969105552;1706095059969107556;1706095059969109561;1706095059969112205;1039584897;24832667;5;1706095059969121480;Nj2b8TyU4I3NlIjF
99;89;12023;0;331;2BLKPTOL;7;0;114;1707914901004683008;59818071821583575;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914901004683008;59818071821583575;2607016726709853789;1706095059895327845;1706095059895330736;1706095059895332963;1706095059895336111;4165383395;743125215;8;1706095059895347634;L2rMwswi0YN2Lh18
99;89;12023;0;331;2BLKPTOL;7;0;115;1707914901006611456;7132193989101249044;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914901006611456;7132193989101249044;9547884019059648170;1706095059895546225;1706095059895548442;1706095059895550449;1706095059895553230;201775822;880524655;6;1706095059895563152;qplIaAeT7j7xYqyv
99;89;12023;0;331;2BLKPTOL;7;0;116;1707914901024905216;16683710682182450209;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;2277666122434755719;go;tgHguhWjlI3ctcpoGBi9vCdfz9si5nOb2YHEKUBXC68diYarQac6jHoKe6NAMNrAbQ4hk3;vHh;209292385;1;506800696;7;1707914901024905216;16683710682182450209;15698677235861256489;1706095059898274937;1706095059898276987;1706095059898279036;1706095059898281715;1815135657;671031343;5;1706095059898290867;CI33VPmCeZX5Kgnm
99;89;12023;0;331;2BLKPTOL;7;0;117;1707914901030471680;14605517320314784769;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914901030471680;14605517320314784769;507004167300959705;1706095059899427453;1706095059899429515;1706095059899431447;1706095059899433948;1568531825;608805387;6;1706095059899442867;L3QKymwiBbn4xfrF
99;89;12023;0;331;2BLKPTOL;7;0;118;1707914901033427456;16833678182779323745;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914901033427456;16833678182779323745;3364286911450507305;1706095059899968557;1706095059899970553;1706095059899972501;1706095059899974994;948288105;243374731;1;1706095059899983995;DTLGHWYpUY0YmC0n
99;89;12023;0;331;2BLKPTOL;7;0;119;1707914901042117120;11614475455759602701;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;2197614320122933494;FU;vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc;dbq;3442516015;0;758568016;7;1707914901042117120;11614475455759602701;11357372211487234952;1706095059902184123;1706095059902186281;1706095059902188344;1706095059902191001;492260729;944323497;2;1706095059902200287;MNjii8t4uMweisLp
99;89;12023;0;331;2BLKPTOL;7;0;120;1707914901047698688;11880813762744472242;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914901047698688;11880813762744472242;9159212244946464528;1706095059903800853;1706095059903802943;1706095059903804919;1706095059903807443;457887597;584621813;15;1706095059903816364;yRDi8fAALJNGMoCb
99;89;12023;0;331;2BLKPTOL;7;0;121;1707914901057895168;3071734394496502604;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914901057895168;3071734394496502604;7375602622413866171;1706095059906907150;1706095059906909213;1706095059906911227;1706095059906913733;1216937207;75493707;10;1706095059906922887;QCiq7oVnuaWlYErX
99;89;12023;0;331;2BLKPTOL;7;0;122;1707914901064998656;9653860918727184890;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901064998656;9653860918727184890;4022770583548085994;1706095059909539160;1706095059909541348;1706095059909543330;1706095059909545899;785340068;843359534;11;1706095059909555120;l4ylsRotAULnxN5d
99;89;12023;0;331;2BLKPTOL;7;0;123;1707914901065792256;2203117288894099969;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914901065792256;2203117288894099969;2164408896138779957;1706095059909849357;1706095059909851457;1706095059909853404;1706095059909855923;2039700140;226183924;9;1706095059909864897;Ki6hKChyGaRc2ym3
99;89;12023;0;331;2BLKPTOL;7;0;124;1707914901074463744;16002642122002038977;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;5720535577681147897;ZJ;MLRxcRoTyAjj4iUUGfZQi5Se182yhXLZ0JbJzrQOwSWZYI8NwVpnbp8yLuVUOKFh2Vw13p;dsy;2996878951;1;4176256316;7;1707914901074463744;16002642122002038977;5157413440646192265;1706095059913441637;1706095059913443738;1706095059913445792;1706095059913448373;2557094008;873184920;17;1706095059913457392;1X2XsoZ7eQTJq23A
99;89;12023;0;331;2BLKPTOL;7;0;125;1707914901091314432;848953740053078089;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914901091314432;848953740053078089;10603157664950300114;1706095059920951423;1706095059920953555;1706095059920955618;1706095059920958357;1677361563;704352555;6;1706095059920967929;uvCZHk6B0gugpCZ4
99;89;12023;0;331;2BLKPTOL;7;0;126;1707914901098579968;8461922908090917200;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914901098579968;8461922908090917200;8409522703566921816;1706095059924738286;1706095059924740456;1706095059924742527;1706095059924745212;3114452889;584621813;17;1706095059924754587;E5M7THsPaYhT0YrH
99;89;12023;0;331;2BLKPTOL;7;0;228;1707914901277866752;8236581077542740738;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914901277866752;8236581077542740738;4977432834571018320;1706095059926958044;1706095059926960013;1706095059926961934;1706095059926964448;4237520773;372840;15;1706095059926973203;lfqxxNaFIcCcQcHX
99;89;12023;0;331;2BLKPTOL;7;0;229;1707914901283415040;7386067647125304949;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901283415040;7386067647125304949;10800817138807224867;1706095059930197487;1706095059930199634;1706095059930201733;1706095059930204494;1627315502;198284442;14;1706095059930213953;wKy0bTjZHGujNrZ0
99;89;12023;0;331;2BLKPTOL;7;0;230;1707914901305706240;1959386700497029539;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914901305706240;1959386700497029539;886204679270457314;1706095059944754265;1706095059944756420;1706095059944758374;1706095059944760954;630590828;608805387;8;1706095059944770171;gXPE41Pg2dAapJxB
99;89;12023;0;331;2BLKPTOL;7;0;231;1707914901306489344;12861566659946840364;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914901306489344;12861566659946840364;16237887932709942159;1706095059945316002;1706095059945318048;1706095059945319980;1706095059945322557;2965005260;116590120;11;1706095059945331652;ojyrukfuCCxToawg
99;89;12023;0;331;2BLKPTOL;7;0;232;1707914901312053504;4374629681938224567;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914901312053504;4374629681938224567;4973161724327692273;1706095059949356105;1706095059949358310;1706095059949360430;1706095059949363230;2406846393;583228200;99;1706095059949372514;Rg3NxZiONpiHBmQr
99;89;12023;0;331;2BLKPTOL;7;0;324;1707914901592953088;2737937849895363030;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914901592953088;2737937849895363030;7794763267351444978;1706095059966369714;1706095059966371835;1706095059966373874;1706095059966376654;2638867982;584621813;5;1706095059966386124;ae9YCAgEHMGNt6Do
99;89;12023;0;331;2BLKPTOL;7;0;325;1707914901594510336;5753567424287304289;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914901594510336;5753567424287304289;15631640497892235096;1706095059967742534;1706095059967744502;1706095059967746497;1706095059967749218;1959075695;24832667;6;1706095059967758320;882CARt19Ad3DpFk
99;89;12023;0;331;2BLKPTOL;7;0;326;1707914901596873984;9006579331165922418;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914901596873984;9006579331165922418;976455414121122322;1706095059969793322;1706095059969795294;1706095059969797195;1706095059969799804;3010177260;273258314;10;1706095059969808749;D1XgwWcCrc1MnhG5
99;89;12023;0;331;2BLKPTOL;8;0;112;1707914901008216320;3282882179559800665;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901008216320;3282882179559800665;14948413768447651865;1706095059895724065;1706095059895725992;1706095059895727860;1706095059895730382;1962881627;843359534;99;1706095059895739606;omGZir2svtuh42Zy
99;89;12023;0;331;2BLKPTOL;8;0;113;1707914901018589184;17848582212757741583;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707914901018589184;17848582212757741583;13050042212740221779;1706095059897147094;1706095059897149230;1706095059897151208;1706095059897153877;3435590446;273371376;99;1706095059897162688;nPAwGOmwoCt6GkUb
99;89;12023;0;331;2BLKPTOL;8;0;114;1707914901028052224;976922463960097664;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914901028052224;976922463960097664;13554355672239602469;1706095059898915619;1706095059898917682;1706095059898919645;1706095059898922156;2890758254;317605844;14;1706095059898931123;NldSVh9PZwXHFpPZ
99;89;12023;0;331;2BLKPTOL;8;0;115;1707914901029678592;409074155553270653;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914901029678592;409074155553270653;4624834459410626889;1706095059899254708;1706095059899256822;1706095059899258842;1706095059899261467;1585659598;179939061;17;1706095059899270682;Es4LszXjXjZ1rkpu
99;89;12023;0;331;2BLKPTOL;8;0;116;1707914901042935296;14434679342340855560;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914901042935296;14434679342340855560;7068799650745777183;1706095059902403805;1706095059902405850;1706095059902407805;1706095059902410324;3940955497;922513693;17;1706095059902419337;n0Tp8Vi3sqnbbea4
99;89;12023;0;331;2BLKPTOL;8;0;117;1707914901044539648;16224084491289763209;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;1707914901044539648;16224084491289763209;11590962792772139753;1706095059902857842;1706095059902860007;1706095059902862071;1706095059902864701;611885094;267525860;2;1706095059902873886;yhKHnVTFnv6N3KeK
99;89;12023;0;331;2BLKPTOL;8;0;118;1707914901058680064;17840691507526465687;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901058680064;17840691507526465687;5644733056550724687;1706095059907184179;1706095059907186128;1706095059907188063;1706095059907190549;1020099454;48267691;8;1706095059907199652;Ts504fZLfttmyN8R
99;89;12023;0;331;2BLKPTOL;8;0;119;1707914901061825536;14604008151009770690;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914901061825536;14604008151009770690;11998994261392280541;1706095059908332259;1706095059908334435;1706095059908336516;1706095059908339224;349466865;149423575;14;1706095059908348622;BDt7a8QyqvPtHQWK
99;89;12023;0;331;2BLKPTOL;8;0;120;1707914901068938496;3045066886088041514;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914901068938496;3045066886088041514;4564755177824311975;1706095059911112849;1706095059911115006;1706095059911117139;1706095059911119831;2389029577;506920201;6;1706095059911129194;iMQq7GxSoB6kj8Ca
99;89;12023;0;331;2BLKPTOL;8;0;121;1707914901069735168;16827135953070261696;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914901069735168;16827135953070261696;4532208480000422727;1706095059911435545;1706095059911437725;1706095059911439737;1706095059911442293;3972250548;177707962;10;1706095059911451305;ZLPVBhRU1EdMCHHr
99;89;12023;0;331;2BLKPTOL;8;0;122;1707914901072892672;5043905446526252617;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901072892672;5043905446526252617;291061039820167334;1706095059912761187;1706095059912763253;1706095059912765355;1706095059912767856;3709414315;767156925;99;1706095059912776627;qQgkuosCQ2MYshSV
99;89;12023;0;331;2BLKPTOL;8;0;123;1707914901083113728;16444326589753495522;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914901083113728;16444326589753495522;6197183452986696617;1706095059917411733;1706095059917413810;1706095059917415912;1706095059917418622;992404884;15674241;99;1706095059917428237;EN7ael73LiXyhOQP
99;89;12023;0;331;2BLKPTOL;8;0;124;1707914901088617216;7929850130466471954;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901088617216;7929850130466471954;16710503837853276042;1706095059920144693;1706095059920146764;1706095059920148723;1706095059920151243;872284056;315863755;10;1706095059920160442;VgDmJ6RbXs36PaGf
99;89;12023;0;331;2BLKPTOL;8;0;125;1707914901090327040;2442364533508914935;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914901090327040;2442364533508914935;6871041271843864746;1706095059920544485;1706095059920546498;1706095059920548440;1706095059920551003;1513394058;338352934;6;1706095059920560056;FTvzEJBaASCxMBRj
99;89;12023;0;331;2BLKPTOL;8;0;177;1707914901275366144;8366539112732237487;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707914901275366144;8366539112732237487;16499319919954405529;1706095059925611141;1706095059925613104;1706095059925614982;1706095059925617518;347412391;923345875;17;1706095059925626387;SkabdJFOdJnS6sh5
99;89;12023;0;331;2BLKPTOL;8;0;178;1707914901288140032;13420601386920602635;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914901288140032;13420601386920602635;1145148231009083915;1706095059933091626;1706095059933093696;1706095059933095755;1706095059933098481;2434039215;581937651;7;1706095059933107968;C3c5ApaD7YsLJrqX
99;89;12023;0;331;2BLKPTOL;8;0;179;1707914901288929536;2540579261310486037;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914901288929536;2540579261310486037;7966647442969883167;1706095059933582696;1706095059933584747;1706095059933586783;1706095059933589340;4129443665;869985226;7;1706095059933598544;WXXCOxwG1lOSh0oK
