msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;countryLabel;countryCode2;countryCode3;batchID
132;122;12215;0;331;MTXCREFD;0;;518;1707914665060773632;5121103971002267719;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665060773632;5121103971002267719;YwZZ7MqUJXvFsAY2pRjLALojyl0j4e2iPRZk7wdcZjferKln4uNmm4kImDmztTP3pIv9EX8rMMgNjoa9dHvVr89gAE3Oz85I1yIy;Ih;yxM;1
132;122;12215;0;331;MTXCREFD;0;;519;1707914665061543424;5869557247843005458;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665061543424;5869557247843005458;nKv9n6jB8e5cPrI6Xl6PpBPmcHD8Kqpi8lvn3oolKpT1tod8nsXLfhh1j0QLi7eQ2QOVnZIQztEtmT1dXSBjKDRPVu0HAntCEPeR;ff;DHI;1
132;122;12215;0;331;MTXCREFD;0;;520;1707914665062316544;14707436803464391271;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665062316544;14707436803464391271;SkeKm1lA29japwWl5thf1RG5S7a1Glf11a4bRPe7NC1wiDyyjoerMw2DIsAp9BW0P9DgrK4nguMl4EcQoAAuTz1AVOqv0S9x1iix;Ur;NHq;1
132;122;12215;0;331;MTXCREFD;0;;521;1707914665063090176;16655157283579284239;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665063090176;16655157283579284239;NwivIsfmWxffVS0MIpkZMsE1o9sfMbPyiyomH5TyCP19AiFRGHG0OoRUppJX3KuxkXSusBxZeVidsEZhjhbZdZrbabjXLGpN0ZMD;rY;W05;1
132;122;12215;0;331;MTXCREFD;0;;522;1707914665063856128;5148675901520715044;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665063856128;5148675901520715044;Q91Ye6HxNOGSwUZmO1ag87aCIJlQJwESvULwrgHD7S04oyoL46ZqpqUMGSVLijBnSg5f7sZNRI5ysTG2lLqRQQRjPcPnbzklCxYY;DF;ouf;1
132;122;12215;0;331;MTXCREFD;0;;523;1707914665064634368;4983091843835544567;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665064634368;4983091843835544567;FMG3jhGXK5EyUAyiUlHXwe8MqD0FgxWqXHcrTHS2Illudk0H9bsvSbKREmHMlGBVycyUkZDaq73CCRYgSRW5StivJ8hjc1A5IuWz;ST;5Hi;1
132;122;12215;0;331;MTXCREFD;0;;524;1707914665065403648;14445589225979764572;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665065403648;14445589225979764572;yGbMmoAPwjirCGiaSDi2vVGTxqjBWrImo1KzXCOTUVRPyoOqpS7cT14XCIJyJOCaRRFJgtcOReKoVlOLpIo4uIQvcVMUfGYvpeVg;Ut;6Kp;1
132;122;12215;0;331;MTXCREFD;0;;525;1707914665066173952;15813525841895989833;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665066173952;15813525841895989833;LWvAGxApmS6h98r13CEhvMKRsPA003NWDnYyPv93zIHKFvwK8D5imYwUD3lhYzGzmSLUM5jxBIYrnYd18Qf8vtZZFN6yaVM1J2Ri;O4;agj;1
132;122;12215;0;331;MTXCREFD;0;;526;1707914665066944256;15860620812111963257;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665066944256;15860620812111963257;jgI962pDjhcl0SZEVJlP4pUrjtCrX609J9xG8NUM1ZtC0Shu394C3Onc6GequXjVuwhAubGOr6nAUIEU43NyhldMtqnlO4I4WLLx;sm;hqV;1
132;122;12215;0;331;MTXCREFD;0;;527;1707914665067723264;15094032247037145674;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665067723264;15094032247037145674;a2IBrw5DAtKSzeg8ms3eZVj4M7efxoD8ORaMswdHaPMsH5JjjRLXkzXQKmE0DWBB4PRWsKZeZ98bYMeqCIIhJR9Tihvu3CYUuHsT;Fu;NTO;1
132;122;12215;0;331;MTXCREFD;0;;528;1707914665068499456;6095221855818917776;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665068499456;6095221855818917776;qSacDaK4bVAH9GgIacieiaylaCry2toMbsAJHcozorACfkdSYwg2TLhjmld0GibnpJfMDW6uzIw6hl9e7HB2Eee0mk7mf5sfnd8H;Eq;EyK;1
132;122;12215;0;331;MTXCREFD;0;;529;1707914665069270784;6742756096517208083;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665069270784;6742756096517208083;EcTx4NOKzAYrIBzNit1NZepanohtKkAwPm58TR1c3R1lrmEDSRD0zFUQskxdT3ApddrpNCqlBfaLzU4tGUMkik53Edexf7NKyyqK;0f;JkU;1
132;122;12215;0;331;MTXCREFD;0;;530;1707914665070045440;10858401271267438906;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665070045440;10858401271267438906;XJyohCGvhGJzA1yBcudbfocuZkkgvDnXQ3LVwEgHnxSJFdGhBiC5Zn8QMrXWF5yOuZej4aHulotEk0jdHIqTtPBSD8jCdhvfUcqM;xM;0wd;1
132;122;12215;0;331;MTXCREFD;0;;531;1707914665070811136;9727224767488351505;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665070811136;9727224767488351505;6oA1AVymmZ4ROHjbQsYrZrMlMO7eukH9WRXyOwLUailrt5Zw3eXjUPBMSoMdySjeQXgdmRupu8mPdF1YW19SsYiCKhf0gyJsAY5C;UP;9L5;1
132;122;12215;0;331;MTXCREFD;0;;532;1707914665071581440;9967692539851281162;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665071581440;9967692539851281162;RmFA9sf8fR3hlXcTYRokh883Zs6cyswLmSKfn9RvPZ2gbtAfqvRP1HpC77J8wJj1ojwqM2Y3LhTUlWdgZcgAJmdaGAD9rIYMC7jv;0g;Z8X;1
132;122;12215;0;331;MTXCREFD;0;;533;1707914665072357632;8005154637894486960;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665072357632;8005154637894486960;lmJ7uoJ9Uj1OepwFybR8GlybuHV94Pk0gvJNm1bf1eCVOXFhq1wCibhCXj8jUYixEuaXVEEaFP2EvMg5SVcWehACYFJN3Ez424tS;3k;McQ;1
132;122;12215;0;331;MTXCREFD;0;;534;1707914665073127936;16010431821697274850;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665073127936;16010431821697274850;XSZKfIDF0umAh2Wqdqbxhjg6qWxOiYrYVabYbQa5HVTFEI6w2yL2DAKXQg4lfCQNfOrtuQFWSwr47fy57bUlZJ8UslMFF8os8VLk;tf;6tQ;1
132;122;12215;0;331;MTXCREFD;0;;535;1707914665073894912;4494193765344420205;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665073894912;4494193765344420205;vAkzgtOl74fFXtYTaKL40C9A1OJJDQhTcHOwYnBf3W9OBM1KwrG7xVNjVw4CiSEKIehyz2pk4n52H2vavkMWvQnTjpxII3vyeTVN;4G;igE;1
132;122;12215;0;331;MTXCREFD;0;;536;1707914665074655744;2073293428636515942;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665074655744;2073293428636515942;jN1MRfUsA9Q8Tm9cIv4xYI6LKgHuMMNDWru72rETbZcspRpiGgoO4hlYCulr2BTaVReAIHl8fKe9TWyPDyxu6YugZeciuqE0xO7k;Lx;HHy;1
132;122;12215;0;331;MTXCREFD;0;;537;1707914665075429376;2833441350224525738;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665075429376;2833441350224525738;oduYQ0eNzG56mzEPtcKqptgqdcAw77DqCpV9t3tJ9vkEimVyTq5GXXmowbyur5AEKpukUn5WlzyJyrt8mc7lBVN1GfSI1Qh9V5AW;ha;Nxu;1
132;122;12215;0;331;MTXCREFD;0;;538;1707914665076203264;3455592933653583615;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665076203264;3455592933653583615;87UnxPxrfOcWM79RsgszY2RO9J6tRkhGfyTvc6LDq1r87bSmS1DJAudm7HvDs6a4MoasOkho7NeciIEBmH5ToUYi5BqSWeCoHhHT;Ct;yR9;1
132;122;12215;0;331;MTXCREFD;0;;539;1707914665076980736;7025511408504425026;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665076980736;7025511408504425026;xUqmIpGT0lwqdMjRFiT0PiqhuZxD6c3RZaypCKegvkZcN4QBpBAzT81Zq9HTwjoOmm1IW0jjNyqeDL1tXw1kJVkmY9oYOtRJHvOn;BY;FkC;1
132;122;12215;0;331;MTXCREFD;0;;540;1707914665077760256;5784073904596460399;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665077760256;5784073904596460399;oCpZ766W7L3wG7vVqQfRratWdcLNMJ8f0yusjOAh0R2FyRHwyjlXj4kYu85ZTOYcDwQtsdpbgXz2crk4VxcTGSKy3tHxUapUm1qC;TG;jMH;1
132;122;12215;0;331;MTXCREFD;0;;541;1707914665078522368;17596499529108921871;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665078522368;17596499529108921871;FOzCRZQtAXKWIjHEEY1qLFze6USc6ABu1iFi0RfmAdnTfjW08iEEG42eUZbytz9P2xCZXLONrUA200AptcYY2Zb7emkdrkMAr2El;qU;aVH;1
132;122;12215;0;331;MTXCREFD;0;;542;1707914665079295744;10498048071348454790;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665079295744;10498048071348454790;oZDrmuS2a0o71SsTCtO3cf5CPssa4JolRE5uOJ44VzdwrLJKhhXB8S840jsnAttfMBcjAZoGB0G1XmdgaQkq0Pdc6lypGWcqO5Ik;3Q;IRc;1
132;122;12215;0;331;MTXCREFD;0;;543;1707914665080068608;7555134425634044490;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665080068608;7555134425634044490;3zwyv0tVxCgPgRyBlLI40A21Yurr6GMeAiLTt5ThwfbwKq8hIYEaD5oWhxQLIoHrkPxbdKlTSvHXAjG8X2CE8VvGgKLbwqPzbROr;Ai;IyF;1
132;122;12215;0;331;MTXCREFD;0;;544;1707914665080847104;11633743955896220715;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665080847104;11633743955896220715;qsfFVK5ZKQTD56YfpVvJaPl9KgXNYvttfLSkqhrEM9HEnyFZrEdf7xbX1mo5AF7JF5Xo8LIohg8VOVut5gwsuuxTva7Iph5zwTKq;4J;wvW;1
132;122;12215;0;331;MTXCREFD;0;;545;1707914665081619456;3531057358065466403;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665081619456;3531057358065466403;LegG7gPoR5rOI5vH2iyoxgdWWCB1xxMQAaOwiwD6U4hoc0XQzCRq0984IDgzRJ5aOUqrvjPsnBxN0rZA95HiqmhsBDvddZJ0pC8L;ky;mgz;1
132;122;12215;0;331;MTXCREFD;0;;546;1707914665082393856;957604407596786218;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665082393856;957604407596786218;7882e2RUrE2Fg7h5Ka1Wno9VAi8AHlQCqhcdgqvcCN8tdj3izcbU4G5ihpZ3ClIlfDRtBaMq7ukIMay8US7cjKFfV1h7SwG6b2QV;X3;cs6;1
132;122;12215;0;331;MTXCREFD;0;;547;1707914665083169536;5304773142120398434;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665083169536;5304773142120398434;PCSIl6fveV6FNGQuyJzOBHOTty2YI94oLLV8PIRGjh5sA0xQT3I3IS2rzJ74NUAG2QMm78x49eK3CzeWPk4z5JKNyU61xiEPH2Na;qx;LYU;1
132;122;12215;0;331;MTXCREFD;0;;548;1707914665083936512;18170285885417104422;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665083936512;18170285885417104422;k4CtNhezc4YCDR1SwmR3SnWlSOpTcyRLVWAzRIcgJmVY2CxSC7DqN3VDtDeFCZEUJ5oKMFgpNdVkvmiZUYlX5pa1ND5hd7A1QmBj;d8;TAO;1
132;122;12215;0;331;MTXCREFD;0;;549;1707914665084709632;16868619191173942870;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665084709632;16868619191173942870;NayMFHJY2OYuyuF7qSMbjClBA7y3RtPpVuadtOAsfsuaomzvtpCXE5SjKzS4BWz5qgAplMd6DhLCy3jvsPHeGPlL2HXwMyEnrmGY;lD;Q1v;1
132;122;12215;0;331;MTXCREFD;0;;550;1707914665085483776;17335523663553744164;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665085483776;17335523663553744164;RNWCS4ddTFz5TmB7KxHXSblH2Y20qjzpWS3iPxzNj5Qc3FQ3lZLsL8jPcLVyGyNT3HjVce5OXiqQGlpavuGg37jYbo8t5kIlc6UY;Fp;jaJ;1
132;122;12215;0;331;MTXCREFD;0;;551;1707914665086254848;2323627138416502858;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665086254848;2323627138416502858;TiNf07yTgkf5rEzuPzyJHBbShwzelH47hnjRddORsIbSpYkR0fa0YnDiT6NYOZSpjXIghwFc2heWxQGUvjvFdYtgorTWgiIEBHI3;8G;1i8;1
132;122;12215;0;331;MTXCREFD;0;;552;1707914665087028736;14633445084609011023;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665087028736;14633445084609011023;rnJqbww2jBEyKgCuLuQue9CbA9vlXYHSubDLl5qo4Xp7KsGeMUrLCBnqvrehCzzr94nAIUIYZ6iDMhfeuXXJ8bIxiKlawuHkteSl;26;pbT;1
132;122;12215;0;331;MTXCREFD;0;;553;1707914665087803648;18325210238798520068;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665087803648;18325210238798520068;sZqJdQzXW9dQ7LFgwpwyySdQKZSzFyjg1IDiw5ohdUEgNWNCOqChJ72qb37ighMYNt6f2YvGpGhHr9mMY2FzhWO91tylFI2wxDQB;Ij;NmB;1
132;122;12215;0;331;MTXCREFD;0;;554;1707914665088573696;1666504400580683915;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665088573696;1666504400580683915;Lloa0vwszgzyunzxvJMAzWuZcKczcu1ahFtu6TnXtYqbxd2RuTBnizhy50fV62nyGzHJZcOorxayBcS6QOpVueOkYUNHxIJdKWiU;ic;bcK;1
132;122;12215;0;331;MTXCREFD;0;;555;1707914665089345792;9718821638925987033;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665089345792;9718821638925987033;4xZwlmtls7FnjpWfXU2igM35Mrs1CkvzG9VQdAVNWsZQOtEhHFjGsxZavngp1fERLGIqPqILHfb0w4GCBGa8dD44QviuSt70A5jk;Av;BxM;1
132;122;12215;0;331;MTXCREFD;0;;556;1707914665090115072;14628190635435560831;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665090115072;14628190635435560831;mrP0dB7ft5TxjLpYs31VRcP2LGDC5H7CXp24krZ69Op7FWsBpksEFCgYhV7PnlVoxGFF63LlZCDxwtJitJBH5UQB3TQF76kzRkeO;T0;cih;1
132;122;12215;0;331;MTXCREFD;0;;557;1707914665090884096;8417145184314935448;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665090884096;8417145184314935448;sPRsa81BpiiHXv70KhmEVjlgN7hlRAuFTVKNWQsKEbDzhORm2aWPD2r31CWqaz1IshJ6TlhahYNKQxh2nq73jv9VEY8nl1nUMk37;dU;YmL;1
132;122;12215;0;331;MTXCREFD;0;;558;1707914665091658752;15646226020847032283;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665091658752;15646226020847032283;oIWtGSSSKtXcfjNdzcotv6OD4MqKtGkLZ52kkaPF2U9NOOuGT9tyroHoPaybPHapejm7LY2r5itrQalTUcGHFNH5nnjgdF1uiSld;tI;cAw;1
132;122;12215;0;331;MTXCREFD;0;;559;1707914665092426496;6542730942184931106;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665092426496;6542730942184931106;rW4D6JVr45k7EDYKrC0WlypnQdyDsUlVLKPpiGEy8aoGegg8GqyTM2TjHYxNaJwOFtDDhryqLJWUYvAHsXzYnLPa7UJDJDHEBAPj;QY;ClY;1
132;122;12215;0;331;MTXCREFD;0;;560;1707914665093199360;11624230163168461245;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665093199360;11624230163168461245;ve1XtcdGxK2EEY8tpAQHmc1FRvtoeujLFWMRxUxvuEPj2b36WPla1mFVmMx90THYJsTrPuP4VerOkKwGP7dnkJT5Gw2HzGYHSG2e;DA;Td4;1
132;122;12215;0;331;MTXCREFD;0;;561;1707914665093971456;5712225340303873660;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665093971456;5712225340303873660;r2CCHOne4BySKmQMZP7nCcW39gcT99vfQ9mSnPHjDnE5F6ywYDvFSXhjvlOwLIzpNHyMK4FCIL22UAaLdvcbdkWXWzAa4K3QHEkK;eb;dkU;1
132;122;12215;0;331;MTXCREFD;0;;562;1707914665094740480;15176683507795763376;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665094740480;15176683507795763376;iIMr5v1sVubVWDsRfsVn7Xcd97VXbDwF90ixOUC3KP0w3eYhlkEYszH7FJ30PaFD1j7whFfcmruQnj1TiOhA8lPWnjDYdJFV7Jk6;OK;Qog;1
132;122;12215;0;331;MTXCREFD;0;;563;1707914665095508992;16181299534670722661;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665095508992;16181299534670722661;Gp4U9wk8i4demKQPcIajCMeem9MMclzPbiJKNmB1ehbnMB9aBI97rxJTozHy4YDxwPhVb5ZuUkzrsMvqh8M9qYrWwuxZBM0bazaJ;lf;xrj;1
132;122;12215;0;331;MTXCREFD;0;;564;1707914665096276224;250518327724445189;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665096276224;250518327724445189;olNFY1tSp9HwmfWR4TWFbT1WWGYfGEUoHNgElUsBlIhCgdr1msbt8YT6LqEFnnnXgHoE3IWYceNcaehgawrS5OaBiCpntOslkHTJ;yY;TXt;1
132;122;12215;0;331;MTXCREFD;0;;565;1707914665097052160;2019436092390797605;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665097052160;2019436092390797605;a7nd4oMPRKD1BECzGhgOY0WAW5GbF9vYWEUNtwqttgCU8AB0nSf9hOFYZHuY6GYRo6o2GHzPcqJm9nmyj9DMXTxt0cyJrsQctPx7;AY;XUG;1
132;122;12215;0;331;MTXCREFD;0;;566;1707914665097827072;15325547154259306069;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665097827072;15325547154259306069;OHsnDzz8UkYpl9OboO23rJOaBOIOm7oCPaKJNeShj172kll7kkQfuYkqIFB72ziGo85QEl8gDUMievioq4N2tMDceQdROVAryIIm;Kv;wp1;1
132;122;12215;0;331;MTXCREFD;0;;567;1707914665098604288;12554521854182064826;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665098604288;12554521854182064826;xj5rA75eptAr2zStpYubkpD6rCYqIs6hY67WxyqtUcEUnBO6mDrZFm0D4VwS395sN2yjXSETvwBT1nRh1QVNBka77rLyi3lXD3Es;yz;c67;1
132;122;12215;0;331;MTXCREFD;0;;568;1707914665099534336;18335595326700438540;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665099534336;18335595326700438540;GjgEf9iixgu3JeErJkyAFgaQVdnjuwXc3AQkQDSHTyetrzzvsRP1HZFASbyWWqEJnNGnV5avLm2XKxTzapr9CirhNLGZlQxtsxdF;Ac;8Wd;1
132;122;12215;0;331;MTXCREFD;0;;569;1707914665100333312;5418632498833958361;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665100333312;5418632498833958361;9oacQddMs5XJPJwvk5Ai0NFMMZBPzdqEjmWQVZCDpq9svXzj7ap1p930YCxGoRPH86Ec1Y7xXfuvkqWlkVGnLxAGTaopf8wkt47t;aY;g0R;1
132;122;12215;0;331;MTXCREFD;0;;570;1707914665101107968;14292557271082524260;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665101107968;14292557271082524260;7pTx1MqoC2HphA5YSIPFkiRYr2A9fdZfK2GaK0P8CYs5EiKlN6i3NSUpfnhelsPqnziKH0m7eayZdEGu6cFnzAj7tb6GLqs7z8lH;2T;caX;1
132;122;12215;0;331;MTXCREFD;0;;571;1707914665101882880;2932749379775452724;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665101882880;2932749379775452724;lRwnL3QQWQ7S40C2dEnfMuO1mlEAIfLJ37lsiG2disiHE6K33TnrRzLVhl8eoHhIYbJmIzTuunRAXOlU3ksAqxCYqekvDBtfC16Y;qd;FzP;1
132;122;12215;0;331;MTXCREFD;0;;572;1707914665102673408;9528707581885438577;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665102673408;9528707581885438577;3o2woJ3H8sHmG1Pbs6LAAto6k4WcKQYC1USPg8FgtWnvVivl0AlwwHyuJqdHotjkoqvoe8aLHFZOcxG7pEc6VTkKfceKTEvy5FRk;vN;6L4;1
132;122;12215;0;331;MTXCREFD;0;;573;1707914665103453696;17928704463920273607;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665103453696;17928704463920273607;o9cUxgK4ROIqFhiN2lD1DcNrE1do2fCKxnwqptzgzahh5UR7JXYuoVEdvhvBTYQRJe7fqIzqMHjnb0iHVZqe5viAIL1FonbWdmiI;T5;W4F;1
132;122;12215;0;331;MTXCREFD;0;;574;1707914665104232960;8015033923086668102;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665104232960;8015033923086668102;grdPPkVA1mhrYHbpZQbgiqhyTviAvZdaiXOuMTu3VYkAGrztnnF6mzxlnVnOBvjK6okZn2fm22FHOa27po2TG5vya1SyUSdZK73W;Tx;rpi;1
132;122;12215;0;331;MTXCREFD;0;;575;1707914665105016064;13460610680591719517;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665105016064;13460610680591719517;mx2K36dRPJHpuiKMwem9EHsfW3DV2DPa0nfVFAZwP4JDURHDldjQhNGtbjVdza8c411g87A45BM9sLV0XUyTbC8bTnDEeQRNSt8J;63;uTh;1
132;122;12215;0;331;MTXCREFD;0;;576;1707914665105788416;10744267665650767089;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665105788416;10744267665650767089;CRjyy8VvtZxK7QpMRxniHToLnIup651LWwKiSRZv3JFIiBSlKsdHjRBP0fs2A7J66SOMozhb0xQaeeDFhUfMjdWPdgffXVnRxNb8;zp;rgH;1
132;122;12215;0;331;MTXCREFD;0;;577;1707914665106564864;9054401687699726699;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665106564864;9054401687699726699;VTniWN7FxeacQiX2FP5Gx4hqoUHuCDWL3mrUDmblq0niIZNO0zta4i13OP4bVV9GEhP0o0OuPBczDTXW99dVsCys82HXkbH01hLQ;PO;6tV;1
132;122;12215;0;331;MTXCREFD;0;;578;1707914665107336192;2041844305647884181;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665107336192;2041844305647884181;8PqAi07zxZoWlSFS9RMhO1jKGdGxELhVm3jlmuWrZW67JwjUSAZgTOqZSIonTrX43DDzVUSXeBWeNpCbmXzooRoDHO3GKOAFv1wi;2I;r5w;1
132;122;12215;0;331;MTXCREFD;0;;579;1707914665108114432;2667636403068107594;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665108114432;2667636403068107594;YefwNxdgRHz4YG4FBuTZzlJboW2gARWgEDvHQ6Mbm0v8b57kVVvA4mKCVhS3BBSXccr48eiTIk1wH9hoxeI1zH3ycv13raEVn5Bk;PY;axe;1
132;122;12215;0;331;MTXCREFD;0;;580;1707914665108887296;6426987290402724745;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665108887296;6426987290402724745;tgO0f7aYkdlzwiq3lXiFbFJX8E0kWpFy5M3l0QEM5F6Sg19qadhTqRfaoBlMoacm9MqR6XeYBNeToVQetI1iY8Vu6GGtJTC4uJaV;Z2;9Wc;1
132;122;12215;0;331;MTXCREFD;0;;581;1707914665109659904;2024533494861482139;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665109659904;2024533494861482139;SATio5IbuYzt2xRQQuIAkdPESxS7q2cvnLhgTrY6PHC2t6sh9EtcOS3XLGKEzSLftU8mWL1zYWe8WBQYEYNwHp3lFl0oy7txO2TA;qY;1Nt;1
132;122;12215;0;331;MTXCREFD;0;;582;1707914665110428672;15065941903149983219;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665110428672;15065941903149983219;8KZu7HbwrOa03X0vJnnumUJP73SKmkxrD89QHXUoU7TE4y5kFnNuHpa0iYL352rJ1XI326vdtyhDC1FOs9rDHpVYeU3O41GS2Lbx;ZR;rNT;1
132;122;12215;0;331;MTXCREFD;0;;583;1707914665111204096;14669894414556361848;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665111204096;14669894414556361848;PzV3lAhYaHEqcT3003UKdntFfQpjV1HiUPRs0oO5pNVHhwARPh7eJ14HPMeqyB0ekX8JyxJPFlcXXUcTzL7MUsGzKGOqogPm6p7I;Gp;B98;1
132;122;12215;0;331;MTXCREFD;0;;584;1707914665111975680;16993412510754626099;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665111975680;16993412510754626099;LknUiLmMVXC7lQWTz2P0bb5FY0B2qz1juIACTd4SczoWxQ50eaKtYes6IAkqYIm0u8HczVxjsAyKGh58quArCycDjpwWTH0bVI1B;0w;2ux;1
132;122;12215;0;331;MTXCREFD;0;;585;1707914665112751872;3686266902326115539;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665112751872;3686266902326115539;v8kUMxa0KWnADDyYvPwSihdQHGdQ6oopCwyDDHgiraLpgQY2ElWTEfypqRDFqzR4d4QrBbZjp8xA6h4rxnKIgPxkSImeZEjzrruw;eQ;1O8;1
132;122;12215;0;331;MTXCREFD;0;;586;1707914665113517312;18361194629604872740;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665113517312;18361194629604872740;567S9dGt3TcwC6uWLV4FOnPmuiKefNZJdO6Qtwp3ASVXkZuGTVRI6XvewW6C0J4lPDFirxLcAwXZTMoRk2Y61Les0tu9Vtz5VulU;kK;JJT;1
132;122;12215;0;331;MTXCREFD;0;;587;1707914665114291200;9441401082333029576;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665114291200;9441401082333029576;caEZC3BoFlvhOsOIrJGvuGO991H1MaABAyzQW8VyoZtvO7qzwC3Vx8S2Uj8EggZrRAphwhIt4QCTta87INUmZ52Bnkp4RqNzrxzj;xT;uXd;1
132;122;12215;0;331;MTXCREFD;0;;588;1707914665115063040;1639215327443524898;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665115063040;1639215327443524898;8N7NQiwtiCgLe2d1ey4U4INL946jvmasO7ndBklhKdas6nNz60mcvUK04z7FMwjKa2vOTPgeGGV2vOkKSuSsnqg9GkQ7yHXjEM8e;dT;Glp;1
132;122;12215;0;331;MTXCREFD;0;;589;1707914665115835392;17201562887357349809;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914665115835392;17201562887357349809;50CCc6BmRxDMtJz7HVc4LUO5za6PlOavHJSdh4RTDu7r6qS8DeD5gFOaz7KZ93wmUWs9JzRbwAaZMLPvj1zEEJRIOHwQIbUbjIPd;FC;Dfa;1
