msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookOUTTime;eMM;eventId;symbolIndex;crossOrderIndicator;counterpartFirmID;executionID;executionPhase;lastShares;lastTradedPx;leavesQty;orderID;tradeQualifier;tradeTime;tradeType;counterpartyReasonType;tradingSession;displayedQty;sequenceTime;orderQualifiers;regulatorDisplayedQuantity;tradeUniqueIdentifier;QR_bidSize_1;QR_bidPx_1;QR_bidQuotePriority_1;QR_offerSize_1;QR_offerPx_1;QR_offerQuotePriority_1;SF_legLastPx_1;SF_legLastQty_1;SF_legInstrumentID_1;SF_legSide_1;SF_executionID_1;SF_tradeUniqueIdentifier_1;OFD_evaluatedPrice_1;OFD_messagePriceNotation_1;OFD_finalSymbolIndex_1;OFD_finalExecutionID_1;ISFO_symbolIndex_1;ISFO_orderSide_1;ISFO_orderPx_1;ISFO_orderQty_1;ISFO_lastTradedPx_1;ISFO_lastShares_1 
298;137;12008;0;331;2BLKPTOL;8;0;377;1707914901786212096;16824563273671195685;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;1707914901786212096;16824563273671195685;22;1706095057952667299;9;7991453369164094546;129588308;124;0hzQoSsU;330794825;4;2493;170555707;2724756791302682416;7547589544059981837;4;1706095057952690766;11;3;1;3883781714140517100;1706095057952712861;4;11293309634379706577;XejDB5TXv83i9eXL;10371475181312151036;2833291947509786835;4786261020495613540;7516522792563135049;-1715229464964907854;5138326853405918722;8010749287102620692;11917406733544302693;2456339216;2;3616983778;GejYQuZUjPzl0ckw;-7230436983052381019;121;3328858170;4257229235;129588308;1;-3391499475907342292;2339863347614916257;-1435470855375570368;3637167441075720217
298;137;12008;0;331;2BLKPTOL;8;0;378;1707914901804921344;5343681303404306112;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914901804921344;5343681303404306112;10;1706095057955092563;5;3664173184078297305;773384389;76;wffzPtI6;1863248233;4;3518;391159551;14805103343549931530;3772159022638772859;6;1706095057955115536;15;4;2;13968169271434113959;1706095057955129424;2;4658279556477256049;9LOTiNpR0mvGpnPx;17820213073061334404;3990059186094623512;3930560173792074875;18128078486431233494;-8336858957380081262;872642592843673308;8482859117182675656;16304794593099738771;402406536;2;2860535289;Aw58UsUpee3UTjiy;-6343221894839177409;36;3779871139;2406717491;773384389;2;-280297810013682704;15954016549645970853;7296516446018371591;8214753170765597365
298;137;12008;0;331;2BLKPTOL;8;0;395;1707914901827281664;2252375932711949709;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901827281664;2252375932711949709;18;1706095057958196683;1;1104554890743175756;767156925;211;wXRJwRM5;2465026066;3;4073;885666891;2917104986824397274;14709635532562455175;3;1706095057958220490;38;3;1;3509990093051545744;1706095057958234482;3;7573240558748112604;pZlHxrf0jv71jdho;17164360081059318780;3499949493828567974;16657610601388657560;14611767627806594252;8498891301472909546;11474275681864520879;6432495918168791851;17993079932456562967;2555696232;1;3252604518;9807UubDIVenmGVu;-3095927234353479127;200;3106061938;2825476501;767156925;2;-3026680220606823501;4517068006382113471;-6674235302542760170;6267294262979527804
298;137;12008;0;331;2BLKPTOL;8;0;396;1707914901890734592;12264524321670053070;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;1707914901890734592;12264524321670053070;16;1706095057967738462;99;12042490040293049165;650176422;40;SsAgJ6vu;1919033925;4;4935;594073355;8059801379873378668;3081802439555455214;1;1706095057967761147;50;4;2;3475318063747666190;1706095057967775872;3;7656392627823023944;6CPOnBtORYdD5k9n;875502081758275077;-6745417376270510883;17451276354089565791;17205465425076962572;-6006109528086139602;13102128028106156578;-7975961604868315590;11633606240943282819;3820082926;2;582088422;4aKryMZiWQAoll4Q;-5598577571373625535;193;566491405;841352479;650176422;1;7071420725160006827;13942482564094730861;-3278565283846615307;970913241287191723
298;137;12008;0;331;2BLKPTOL;8;0;397;1707914901909419776;15635811423229835041;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;1707914901909419776;15635811423229835041;2;1706095057970775512;7;8161748970142250390;687165927;217;UgRrT9vT;3983809515;1;3623;83949544;17267759940111835457;1324888609805855295;1;1706095057970798255;100;5;1;10754542946805029781;1706095057970812449;1;16994928103251760426;IfMi6weiDYETQ2Br;5957137849903490203;2105929820305758675;4886757154130660454;10441700549982864989;-5794640492289033332;16206409509983191039;1354336157830812953;9233368813328251948;853048775;2;1894356988;2eneoZQIeV2RTy3W;-8782151074141820410;192;1510554024;714003162;687165927;1;3283183477175645115;14077940572823359058;3293874858301528107;8159726368331353505
298;137;12008;0;331;2BLKPTOL;8;0;398;1707914901924349696;1228721159958682378;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;4403052311478408602;ZJ;HR0owOlnfPpmCv5A5GnTBNqsBLe02c6ZYsy2F9GRoCwO78CZL9btXNrGjLHPLTuNkB0Q3A;4bF;4187754424;0;2043547757;7;1707914901924349696;1228721159958682378;6;1706095057973315520;99;5565213990536905521;357076211;251;x6emNmGl;3681106856;2;2201;502329411;12728702964811858097;11836517876494949388;1;1706095057973338685;36;2;3;15117007488741858368;1706095057973352514;4;7622524524593551248;okop4qCR1TMzHOtk;8522392290241399625;236200931780776097;10455260229810587621;5771852176625388182;-9164964588943269244;7965812919477788134;-1789748415081520491;11782459142158835724;1370328887;1;535132490;9eEz7poASlJyM8dg;-1748283428156870191;12;3328282974;2017160202;357076211;3;2822992351350467806;6035273788970117582;9109790830516062275;17641427149965914297
298;137;12008;0;331;2BLKPTOL;8;0;412;1707914901984173056;5192890751168643893;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914901984173056;5192890751168643893;20;1706095057983860792;17;3162864764489440641;916475071;107;W9GT8iYN;1008308673;3;273;865405459;1441983670650184434;8041513379666717490;7;1706095057983883831;39;6;2;4503473472626476483;1706095057983897987;3;853509845750670583;qMQLPcDk5guNJ11C;75219379297502907;-4440966073857906730;17414550752250308621;5337271544920977510;-6340817691147141673;18177215654557241580;-3143029027673181021;5243366533170252475;556659110;2;4131675049;Xx486nOM5wHCTfq0;-7342349448083116762;199;2711578288;1639979147;916475071;1;8741100742999417844;2744330745008850553;-1477688400458804366;5322636428358237878
298;137;12008;0;331;2BLKPTOL;8;0;413;1707914902010321664;11776912101319631434;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914902010321664;11776912101319631434;19;1706095057988756870;10;13629158103513205987;840387731;115;H4ZJWHaE;1134535306;5;903;566586107;1213697108793632045;4738849272108457233;0;1706095057988780918;28;6;3;3425106410413462049;1706095057988794873;3;5221406579736813469;YCY4zynwCAVvDfHx;5285471745358602420;5931598363778523632;11801103767873301494;6705575453693136293;-3853163934636591642;5507427139664292936;6688241511998761811;15523290185416217433;194770964;2;3503558147;ICPloScDoQKzdJJX;178533700469087142;187;4174250157;284330778;840387731;3;-460902319007437323;7522675612618890913;-8445045229583013648;1917779419727441502
298;137;12008;0;331;2BLKPTOL;9;0;85;1707914901016642048;3853254857789250390;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;1707914901016642048;3853254857789250390;13;1706095057923569523;8;14187041260595422570;912775729;93;LZszeE7a;71155789;1;239;227867263;8425722820115519598;2618937053535331642;0;1706095057923593108;104;3;2;297879702812334667;1706095057923608035;6;13847127961441816654;kqNgixvbTnfXQMy0;13397335973611819823;3684677464386701296;2819828559601500357;11593037609997415958;553635192649763788;17371247895553496409;3029868155833533060;4767568647656350826;845190412;1;505028072;EVR9QXUy8fDJMN2P;60057566981198100;175;1705946196;271137825;912775729;3;3505998449077081414;13942528720115093914;-4201904550966443922;6931735189067749728
298;137;12008;0;331;2BLKPTOL;9;0;283;1707914901283873024;12717174817772716475;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914901283873024;12717174817772716475;6;1706095057928567530;14;15962071758885098489;685651177;199;OQxFnfm3;3597125751;4;4831;830239105;17471971321630577846;9995415153084757988;6;1706095057928591162;30;7;2;2608189929836202732;1706095057928606429;6;5069897111551305191;ChZcc5zXqLluiLMh;5088978670282942671;-1330148242150671192;13991115710398129414;2870649485925228551;8146314750394036110;14327317966420006460;894604061370309267;7962978225994063159;285326500;2;2140362984;5Q9hDfBmgkgVlLTf;-7330956740524966518;162;1560989706;1722995098;685651177;3;-1684705750191642182;17517811298380360540;-4925434342602548626;8055746651033166068
298;137;12008;0;331;2BLKPTOL;9;0;317;1707914901325074688;11752730755311854680;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914901325074688;11752730755311854680;5;1706095057931546391;11;8934419884151755051;32654720;90;duw0SE09;1101097186;4;1130;401194156;7009039588320863749;4942908208085345796;7;1706095057931569211;37;6;4;8515823551860463106;1706095057931584082;0;11702400552836050103;ayPtpfpmJtC7YMti;10578882688504698433;5032962497929043506;1198629426554491013;13932932763707090899;-8366498208087650647;17438875227433753965;-932888346129604127;4959819584563631169;2901045396;2;3828350106;tMI2rD1MXglg6lk4;-3310968648201764984;189;1056873502;3951710996;32654720;1;-4980171049747015027;16994177388846085808;-6810573346864514227;3523470512653914091
298;137;12008;0;331;2BLKPTOL;9;0;318;1707914901632964864;8578298336953376179;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;17038630954790900019;BG;wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F;DXt;2810650698;0;3380190096;7;1707914901632964864;8578298336953376179;10;1706095057935679533;7;11952632214345508718;577265363;170;L0Ps2bP4;3178186010;1;2961;175336788;11689817295235706288;3186254963941145310;0;1706095057935706450;37;7;1;3219253886313116065;1706095057935720626;0;4130575247787913856;2SrBMiN0XmQyrhxI;14170027625695507136;510594862812286063;7330384377311299523;7519127323185551945;-3278326357587397026;14771479921123112607;5294883377954323238;16696831950828660372;2863596804;2;2360181104;0yFtBRqprSAA1fvn;-8600013101785656123;27;1076470599;2297384320;577265363;3;7830860878116174679;13088048273917519295;-4583512185888886984;3339738511865541939
298;137;12008;0;331;2BLKPTOL;9;0;379;1707914901685315584;11093470699356496275;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901685315584;11093470699356496275;18;1706095057940824152;2;5617627069815387559;359830187;150;tNK3DzXd;579930181;4;4049;914604232;3593993917789272383;3911618813036035423;5;1706095057940847512;33;2;2;9801745360375102595;1706095057940861594;5;3912310036018935109;zQvM4y7csYDtLGWg;16987788892945469630;-5648913809458318509;8315269596937277949;11012047725896849290;4972998207805488204;7420162594622557949;-6957718411720653208;9980273024199331379;3176269876;1;1917156146;htSjTPpP2DyOpWHA;-6549846657490369322;36;2338607164;1839941834;359830187;1;269094876885793885;4273771734253168197;-1520690906174549345;14336684705737128871
298;137;12008;0;331;2BLKPTOL;9;0;380;1707914901722735360;2910262210348122735;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914901722735360;2910262210348122735;14;1706095057944890096;2;10588836445335331173;614218173;163;1qf1Lsbp;3955139920;4;2531;157245435;13909891025200960329;18333495233746979759;1;1706095057944913190;26;6;3;45587979849208846;1706095057944927281;5;6281222885032915572;9hYCnPSP27zt4srN;4922320185955679783;5644323020317275822;12079846383035258793;18304063578383128609;1898919624175130483;11253796458158296749;8434658946384731245;1546478589660180418;2627526495;2;3165029937;Av82H7fBlnntpvK5;-1568302100963710432;165;1375668467;371814620;614218173;2;-1283866025750436919;3128994744649166389;-8040349860987841235;7431998887159463129
298;137;12008;0;331;2BLKPTOL;9;0;381;1707914901767555072;15773733542945553891;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901767555072;15773733542945553891;13;1706095057950265450;15;14633993392117261977;198522762;245;DlEPqcBi;4063685152;3;2918;803434982;15755345480645641917;3832854118201278166;2;1706095057950288582;1;5;3;5663228014193882903;1706095057950302988;3;4147464998323782657;ljSkCoIN9yDWQps8;5790890588480983312;1014321810001230204;5694408402918427301;17732294367381829185;946608326110907285;10517132709489870764;1969703899450565970;7557075328869789755;2390966242;2;1114186384;sSkTnZHXtj5t7gN5;99699106181694365;141;547207792;4022325397;198522762;3;-3269606121607026355;14492998121351769112;-3417036588718094331;17538487307848497967
298;137;12008;0;331;2BLKPTOL;9;0;419;1707914901838492928;1089859181333202820;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8695965697730502662;dW;YOhJY9QsMyy7kB0oDnWSP4wzHU6mY2lBGgr5xNESnl0A58iBpZmbFbk23YtnKFzQYZGuON;RgQ;574056598;0;1464455073;7;1707914901838492928;1089859181333202820;21;1706095057959779528;14;16427272708870765910;659932215;216;JTW4zJMK;675881087;4;139;201108721;7894586589628257553;3888042338764442017;3;1706095057959802789;102;1;2;17424077024834967235;1706095057959817465;0;527787838945661440;nqwzd5rNCs61OLBy;3040566628616748469;6852595445577167374;6486506639430560363;8808798580845008347;-6714260171098765307;2972896053121047015;-8365609080307219062;14716413255668421051;2916951145;2;3518112295;MXiMzbWRPzGeQXdM;5626001042295672229;84;1642995458;1237268064;659932215;2;-3973519212302894687;2169368249643554497;-226462584995901571;17564600958630897834
298;137;12008;0;331;2BLKPTOL;9;0;420;1707914901868338944;5483478531567128310;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901868338944;5483478531567128310;4;1706095057964240073;14;13764670911899157423;315339150;1;hJ6I1TtV;3921223150;4;4458;144432332;5970949000578917590;14846462817396922100;6;1706095057964263167;16;2;4;3491915170799504612;1706095057964277673;0;15922846238143262816;rTJE5IkjX28e5O0e;1870107829949634557;4786067541436219680;12365264087499063955;1328891447085936183;4014493652049965086;4846816203280957881;9202736111969691861;8119902075134601713;4009653254;2;2597822342;KnKQ9ycP5ux8pXh1;4524464569777832675;203;1631611628;3877207486;315339150;1;-7002573422119822912;16165194825206048674;-4747615204172270334;11133271270822693253
298;137;12008;0;331;2BLKPTOL;9;0;421;1707914901920615168;15139495676779952330;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914901920615168;15139495676779952330;4;1706095057972674658;10;14293653021202511912;56973008;133;dwSEZlwu;1318323523;1;1549;295613674;178004527752595610;17543665394158042420;1;1706095057972703832;19;3;3;16140930931372985761;1706095057972718389;3;16003044327624970160;DNjuHGEJkDp3QVcc;2458484052501622105;-5029345780745197289;8939453268665572928;6991502041245218450;2761777481505206655;12900531919685796589;3027856548021660179;4299432585479397103;1473031991;2;1544940511;WZ7MhKo4zqbavLDh;-3479444148094264704;16;4145796531;651277813;56973008;1;-2030729774831881626;1390333272270468948;-9108515197393558371;5343874210290632060
298;137;12008;0;331;2BLKPTOL;9;0;432;1707914901939291904;13848892624108726756;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914901939291904;13848892624108726756;1;1706095057975882430;6;7398961977857435887;526725252;39;skFirF9N;2698768882;5;225;816084010;1904416153320130664;11044242377535582269;5;1706095057975905894;28;7;1;5513866138253671082;1706095057975919780;3;1098134179782437167;uW4hR9iNT9GvYJJU;8097901298423049768;165779401648041893;6894716788545880264;14106391299901902994;-6943190902461060914;18230824252932845626;-730042184824611088;8994775377232606175;631812655;2;3116198839;EU78KYd1E1CgF3PQ;-8253186563606525718;230;1170205948;3635252902;526725252;3;3024177126078519887;11246091945365332115;3984200430123519462;16763161925995655290
298;137;12008;0;331;2BLKPTOL;9;0;433;1707914901943022080;14692089875360048998;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914901943022080;14692089875360048998;21;1706095057976527214;9;2257404477443590433;190979236;212;mc2KbLzf;3638576497;1;4547;815617936;9708031398118617046;13984785123719037407;6;1706095057976550322;28;5;2;5546095646484741326;1706095057976564565;2;15181379997986428607;hIeUWGFaiUAz8cyk;16511594547545069790;8335642538457036579;16571548900695971281;15775115328370405277;-3836624426759681785;11178666216612499520;-8247808766426379205;5516098108714443195;2621411030;2;586110504;49oT6ynLbwIYvy3T;-8000209400391057852;107;1257457633;3174247769;190979236;1;2563338404693885816;15275059200388300937;-964860959992139468;15955301759665002425
298;137;12008;0;331;2BLKPTOL;9;0;434;1707914901950506240;13661213131054968819;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914901950506240;13661213131054968819;10;1706095057977844063;5;4201869574186608172;564169381;216;93I59T96;4169662031;5;581;528148214;3322960374726779051;16831621609780458133;1;1706095057977867793;25;6;3;17822693208379580212;1706095057977881992;5;5465839125470852661;NFPbE3bg2QNzKzQK;11764263861548423487;4536899967002581826;4283249445868549894;6567757099622836592;-7394576333055977216;16875780449333867698;-9135412216162251376;2740634306687485881;952418618;1;1723849312;8BM9wnjWuBrSKBnE;-3310168771058618759;131;653159791;280200234;564169381;3;-568992031909574840;7998315159643450272;-1771215387131581461;70800693466548433
298;137;12008;0;331;2BLKPTOL;9;0;435;1707914901961697536;11812859677712234074;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914901961697536;11812859677712234074;22;1706095057979830457;99;13987308847534116509;850417414;199;JLpCrh3Y;2141578701;2;2448;587817099;12286922388464367614;7911918186884067041;4;1706095057979853113;22;3;3;4329493652090751868;1706095057979867189;4;14903678895310194376;wVCVvUkR1Wok3LkK;17364364723755510593;2931680508038103735;15885751844106338433;9989579208551874956;-8087512679183660074;6243415842005359990;-1173749085426622848;15761904453733382846;4108393207;2;1431455427;yf8jMXZcPXcktAfA;2039363573420122242;217;2967732443;3551627037;850417414;2;-961446355026464968;11508503286268373717;1029235654692112680;14947839476754944507
298;137;12008;0;331;2BLKPTOL;9;0;436;1707914902014062080;809840710022640853;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914902014062080;809840710022640853;23;1706095057989471660;11;6679654364211705355;116590120;99;PERbOvja;4174425558;4;1326;749734757;14291379096160769671;1527484002832580988;1;1706095057989495233;29;5;1;10200263638285111436;1706095057989509212;4;13154306635970870345;dPmW7uofO3baTFDP;1043169317255846847;8172490233027568069;14554207821814946195;7633373267448642498;-1135558833362564884;1159214470495368859;6066437498482571333;9686042052058786065;704057683;1;903118771;eKlnmxFgBxBKZ5Zw;-7685855239848890744;39;1000332893;40913544;116590120;2;-6812245191459818486;15657261079252913636;-8092544468574496787;9013797352548412799
298;137;12008;0;331;2BLKPTOL;9;0;447;1707914902066374400;12792842712463735753;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914902066374400;12792842712463735753;18;1706095057999880623;7;13831268814319357309;966477508;194;NIW7q99q;1472144889;1;2270;598566465;3132766295290982921;14434617765239741694;3;1706095057999903826;34;7;1;11923840054621332758;1706095057999918162;4;322483356919491487;VIUs2X7ka9b0ff53;6360635418918797713;-5514772819528820225;13396417398725541873;1897149191956814373;-8877445422384032919;493674194334295474;6686887440116936214;4206880753962385408;2044560825;1;4202267409;ptmEXVnEq8w8BYGh;9188896515226065733;132;3968079019;2958801101;966477508;1;6170009640557215635;11946157697039113860;-5507323285473944451;3402471883109371118
298;137;12008;0;331;2BLKPTOL;9;0;448;1707914902144762880;12886434871108887713;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914902144762880;12886434871108887713;19;1706095058016840170;5;6512580954881149296;471710007;163;qv9BW9dB;2002607503;1;1907;821606310;11417061907081869766;9110921451698048761;7;1706095058016863806;1;1;4;13756134659936287452;1706095058016878409;2;16545212367218333456;H7z3c7E8JRtEf4xX;12142308866192785105;-2742499926950134492;16233524058217622167;16564019420880970426;7700669376441766474;433550075068467779;3553250277853476115;17459596205044893404;2503617043;2;2883698845;dsrbnMYBintLrXps;4687378666390948181;202;1933175813;885333736;471710007;3;1809122882167636244;2049074847024675840;7314552491694103744;13628908259439025502
298;137;12008;0;331;2BLKPTOL;9;0;449;1707914902163381248;13066735252214396506;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914902163381248;13066735252214396506;3;1706095058021141134;2;16482000692113048243;326226168;7;Xj5IBjvd;1394004683;1;512;777471571;13639943075521700005;384449125527719482;6;1706095058021164171;49;7;1;8378715565410007353;1706095058021178488;5;2236322932685926686;qdZz8xrHYG1xE0ui;14191041371549141934;-4823577086756868797;13717740992952906595;7633848313553920779;4030383895257300680;8820331229208730119;-8497041658841935307;628952943421713058;785857866;2;3990456186;WjlmPxVXXjc9138b;7893456580267062337;101;2928161453;101106225;326226168;3;4299434145201492651;16250039437044253985;-2017582641816407797;937762680816131050
298;137;12008;0;331;2ETFPTOL;0;0;1050;1707914930067065344;3136906787040560549;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914930067065344;3136906787040560549;2;1706095057926224848;14;694700846255958536;338709066;230;BNycSNvF;1864917543;3;3446;413107307;12322599148818297972;3342693241105051481;7;1706095057926247964;29;5;4;17398204647531208334;1706095057926262592;1;16853332793686053969;8EO6PRG7BDqH1OIw;8109560219536073596;-1086639122614923222;3106766732806650800;5922037203731041886;4439428677581845700;231905769998019446;3129417684317458298;12866061726615262300;2270817343;1;1689450612;SF54ETZt8b3nzLFZ;-8148595073330749167;121;3964103304;3249896;338709066;3;-7420764425781621432;1626931449723081744;2395480161339312997;3846906575492719064
298;137;12008;0;331;2ETFPTOL;0;0;1051;1707914930070831360;18153295911245275625;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914930070831360;18153295911245275625;3;1706095057926439075;17;46677115139545560;293632506;181;dofzvdKC;4247430030;3;3411;452496383;6609571971267288909;4297989964311131645;4;1706095057926462511;32;3;4;2775159097443157441;1706095057926477706;0;9417165444114404241;UFHcpwiJrVLlPIOR;926448445388167538;-1941172793144440383;16893589586387147942;5662122912903088802;9217961847308042435;817535026724458767;2692368359112905129;10849608978781735379;46684131;2;195765843;UcttJvhDZEXU0w1i;6299083958237346150;30;3875421233;3889360531;293632506;2;1523680227595563205;1955676897723720858;1188092260548317218;13719789866404131402
