msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;symbolIndex;iSIN;operatingMIC;marketPlace;tradingCurrency;indexLabel;longMnemonic;fullInstrumentName;instrumentShortName2;ratioMultiplierDecimals;priceDecimals;numberOfConstituents;indexCalculationFormula;indexCalculationFrequency;indexBroadcastMode;indexBroadcastFrequency;indexRoutingIndicator;indexMessageBroadcastIndicator;indexLevelBroadcastStartTime;indexLevelBroadcastEndTime;eSGProductClassification;mDGSetOfChannelsID;mDGSetOfChannelsName
367;357;12241;0;331;GISXPIDX;0;0;24;1707915002020803072;8646244889368296643;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707915002020803072;8646244889368296643;1;225974287;puGa08W3PkWm;i30i;vDN;bse;FUEBvlAwHbGN0j75ww;kLRopE;HhjyYuk4TpmyiZBSBapVvwCBhoBB4IThYb0Mbn56R1NKTfa9I0zV4l02Pc3trg4wWjb1JELoSkXepqPATwdY3FQeqaWFqWYLE5tC5T;HC1FLA9JW0QAoKOA0EhXH6i6obzXxZ0OFNbg4oHJzx38LbDkrv4ZYW1xepQM6EEhub;7;7;16031;0;62317;1;22918;0;3;2418313258;715933511;2;11;7WKoBDtZmvTlncj4YgltcHftz5dKwiodnJKRXgEQmRcf5YfADdZmTsz9vV8InGTJBAMJHsUYii9v8EDpiAf5I9Dy4neBWmWcSdY5
367;357;12241;0;331;GISXPIDX;0;0;25;1707915002021606144;11664451098899481044;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;4464391562571660486;Ro;8R93JgLqtgUOQf7bYc4l0UTfmVaeZxnvCTxmveY8dOMhc1eZ4Z353awpQ32mgWieFYrObR;1Ft;3991807441;1;4244207925;7;1707915002021606144;11664451098899481044;6;611076622;yCyCwvznvFBn;N73V;htG;DX5;8JujNo6OEzS58vyiZm;Gl1d0F;dTfz6esxtRN7uwL29maEKktOXYMxqzxNyVFa4PIHLa7S30j86CYWGHv2r9QKhY2uU2K7meXUURw5o9249ekFY6Awvl7RBLZ8oWd154;I9VIcNCnUPJ2ppLF89UnvNL7DrszXOQKYTQJNTD955R8SmYV937Vx7rv6Dg49Nxe6b;7;7;17811;9;24383;1;54576;0;0;2627080382;3915256568;3;45;BuM716Q9y1NdVQiYzpOjOaeIuMkCy2uUN4qbG5pomfdf9mlRDQW6C352UraQf45cGqafusubJbqurquucTx0TbOPqsMglsp1ZCPe
367;357;12241;0;331;GISXPIDX;0;0;26;1707915002022419968;9947299849177411301;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707915002022419968;9947299849177411301;1;315863755;YISs2OcxeEwD;p7hL;gf4;9VY;YZ6LOO1zivwCfuR3iE;2kjmoC;c8pa8O5iU9GiyH8cZpDSrP6ssWsdxK8iZJ6MP1yJhhXrFAAOvj1TbCs65142AeYjnZaPnW1Ll48GEdfnCuVW34pDA3vW1y0hC1cmh1;6jWAOYVSXpXz2nUilxMNEWnzXjgFVVjshPRll0SKohTvZ6Zlj98P5TJoDlCWQLt5uN;7;7;51059;7;13358;3;33929;0;1;4184334279;3977038527;8;44;7BO2o0mMNEm3B7ICGy3nAcmqUsEnlDhKZwvLlpk6S7TkMP5Rs8TePJDyVtU3kkH8Ms7T5XPKzmjZ87zF3n5MsuTmxMmuTUTpf0BT
367;357;12241;0;331;GISXPIDX;0;0;27;1707915002023231744;225582160044857192;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707915002023231744;225582160044857192;7;330454191;3jnIhRpd65ru;0Wp1;BrC;QcN;YIUXCTWlsP0oyd42C5;GNwfAS;SaKtVzbLjVjtpJlE4M0UN0quKFzHSf33d0C26lCSt2N8GMlO1EoufbqzahffHzX0QTfXApKMgdA461JPdMgXyfhu4kKZCkep69D0MI;cL2Wt9R6ugX8YbFlZlV0PqFBpXwdwwVx9ptyzQtzCqenxoXokaovEBz07NKp9IXPdQ;7;7;44894;6;14252;0;46432;0;0;1061769886;3914790952;1;33;0eqSqfz9rDQwASMhdcW2YrCc2U4GljgaHrJIa07cFlLfO7iLVCKf5NmJCuo4CsaqphfnuCt82u6ogEoS1hWrJIaRJ98P4mGN0bHV
367;357;12241;0;331;GISXPIDX;0;0;28;1707915002024043776;2917097641683352978;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707915002024043776;2917097641683352978;10;778983872;0gAYL9YALIfR;YSXW;zS0;EmH;cULKEh8E6Rlu2bGzDP;YVWqPE;Qgl4kvO1Wdw9fxUEyO6UnmD5mdL4sRH9h2jMhtoIpSMSYGhn5O1mR2c5DwB3hMXRc8mPmud6jq6gySG1XUL1iPHb7ajQWpPnrLlinK;QDwwJq1xtfrtb9f3tFbmncfxe7B7M5uDEqTUsTpXCbdK0cKW9r8rbWYCQN6Ea2NAk1;7;7;33858;6;3239;0;36680;1;2;929005808;2393138626;1;5;uWwhbDEWObFauML3C1E8j4oT6dPv7zkZqWCrcsO43qaGNRTTjOxzx6uWVYDvMtpG3lATywsRb9hW8nfu9lgIXQK9Y9gU8ypa2Mo0
367;357;12241;0;331;GISXPIDX;0;0;29;1707915002024857344;6590577920101162456;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707915002024857344;6590577920101162456;99;844959358;znz1rmhclsyA;Qt0I;cdd;XB3;XjdFoRrE5p7csLbyBc;YQCRcj;DYeFkNYqMK10MJYOzVIrbl7iwTeJGSU0ubjuDxeE8zwyKcefbkP1aYKPeZWJPcPvG3Jjs5Wcpz3tNyq8H0e87lv8gCiuvesHmIQmJZ;Q6F6EWAdjt2z74slM30qMTW3ddjGqug22QrBlcUj7L8FEfZjIUgUfY3reKSR9ljlsx;7;7;16931;1;64287;2;17559;0;3;1908017913;3081580280;12;31;gWlLTnTXpvjvZ3Ix9cR12j8jTYhQO5dI3vb6shMK70rbasED16GCB6MHbeB1NXexH1WQdiBTYH5Xq4v3qgCj3TIEcdDX1pQiqTG9
367;357;12241;0;331;GISXPIDX;0;0;30;1707915002025661696;5953137541324296361;K2CDWGISXPIDX;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707915002025661696;5953137541324296361;14;345150432;GFxHPqTf8gsC;x7IW;yNR;tFV;wLx3OOnEARUaoYf83L;9s4GiX;tg5WpyvlJv6dgVra5BgOrVHxhoH0eCLnYsOn16jqJFd1AhahmfCiijxQdgdu8rPC2SU4IRXhjrLin7yPgohzeHE6QiyPdw7duIjqZF;8sAi6FJCNodcdw01UYduwdSG7nbPDFW8s7XJ4YXvCgEHk2Owpjty8NHvu1nuHs2ejE;7;7;44058;0;11383;1;29527;1;3;3906513488;67571294;6;17;dWQQIpjJeOyJuoXe0s4m062CHxWb0QHeI1BaHc2OgC0JdXX0mcAn0s3Ucoeb61KCbec9dVAIns38XM6d9sgAjepiuGEf5rCgkyGX
367;357;12241;0;331;GISXPIDX;0;0;31;1707915002026477056;13231336150142847593;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;1707915002026477056;13231336150142847593;11;912775729;1VEOyMwQnfXq;EcTy;lqH;x6r;U8qkiiPWgxF0DnowGq;UropOr;kpi2bS5fZtedYqlUK5PvLKePNcFGVeXuG8uCKAmx9AfHrnTl3UPDhRGaIa1F2hkSx4Jib7SjPTuCkREVckXaTSKrzdqGl3boZb2bIA;JpId8s6VvQlvVeT3JXcopuXceG1750DCwRObQXyn5TTnDkTmKlza5hGhV7uc1b0PtW;7;7;61702;9;63439;1;22665;0;2;2472528052;1584908441;1;101;CrlMpN8o3BN2OX3WAd1qrRdxppDxoQ3aTcCSkQScs8nhZ0T3YQajl73tceNN3v9mQ4c32vhkekgRNaJQm33m3h8HiVNen0Vw4f60
367;357;12241;0;331;GISXPIDX;0;0;32;1707915002027288064;717355723579617446;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707915002027288064;717355723579617446;8;468896029;7VoSXQVtphKO;MFbd;D1z;ooa;ZwkCQyfx9BfR81Oaei;Y9gRBv;S2MgRxE9kDE7ygEWHPazL0M6cSlZxfzhwic1HkLMZkBKMwLSFiStaGXqINXOGmPuFyhDWkXOlpGrM6dy4WiLKCfF2im0dwhmQpcDFd;nFUIBMFTNb2VyNSEL5LdEGAvjqQAKynFEEkl2CCzRI75EWLHQBYfdvP9FSPou6w7pb;7;7;34826;10;18522;1;57336;1;0;974869674;1112400748;6;32;r7U3uMVdRH1hmgbnVSTQyBu0tNsAdKifp1ub2IHduYDUqGJ4T6081gWRwznGSHoEu6MWgvaG7VZbvhv59olHreqTd8EfrcAyRISA
367;357;12241;0;331;GISXPIDX;0;0;33;1707915002028104704;1876331963500223984;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707915002028104704;1876331963500223984;9;584621813;LcHnjmOGBtKo;MPjM;FLq;Opn;lVeCSYOzzFFStaUnDg;OmwyGD;IwJEjtHH5WaJVrX6UmOyXaz6jo3tuC6yvZ8VvMTz3bNrujgmNDd1K37gfkDP80tHxEFIBKA7xXYsphAoTjuA9B5MucqC3i0tCEOrJQ;4Ht8w3KDT36TADOD9Z9lnQsTPqJ2vsO3vplJd6B4apqO5esGEq1PK908KGaNc7btnE;7;7;2119;5;49644;2;8780;1;3;2666615919;41665119;6;36;gEB9XCz3POdl01AdIyJQ2zhv2iDQnSKbPCEPKCgkfbGGrNVtcXETlZRCFW86wfnoCATESs0adXJHffbIwYxFFk4LLlrp0Dg6k7RB
367;357;12241;0;331;GISXPIDX;0;0;34;1707915002028921088;11477783459264147203;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;1707915002028921088;11477783459264147203;10;273371376;vH9xr1eNlkAr;ImXK;Bh7;e5R;fynfU1qCqQweb5A8fu;hfmiym;RMH8w2TQikTzbXZ3ArHB22xmmhJphRCR3k5D8i4xrZ1zDHPTneyRm9Tg8gacNz1Jr3xWSPy97n2BN3wGJS57QY55i8VexbcpgJokaN;JtW2fahYU6dHtFHNoWxZ5mKvT8b7K8mbt8JitkxZl3FlzI5Psz1VLL2oIDqp0GxlmI;7;7;60934;3;36916;1;60434;1;2;3013292608;3166740528;0;10;f9eLcqXEZzuFZeULKwh8c1PTSHS2b2eVYGPyza4nvNqdqFeVK2tkPWUpC2dpwaRawi6p7qTnNutmBwGlrF6sHyMgfv4dRx35VN6b
367;357;12241;0;331;GISXPIDX;0;0;35;1707915002029737472;9729225148745106586;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707915002029737472;9729225148745106586;7;984029995;n3IK5uHoATdX;gxgz;7VU;ioW;PxvQBnqNZxYW68EUW4;SyOcEF;qi35HCvsuH1NvcBlqL7di0upW49tmyBJ0MyuCe1TCX010HiOh4cqlNEklcZU2AnX7TsgQdL2SCBOo5EkddDvtZXV4hnzxOOmNJ5oiB;vL9kGaFRUGx75hVL3kTQpc13Si22Rz5djVhR137PSXzU2WDplokQf9bG7AMT6xUDb9;7;7;3234;10;16783;0;20018;1;2;2204229126;702137074;7;13;YhhdBZEvAY16JDUVccLdb2LLbCUiV1Tm93n912WbU6VlaJYxeg9YPqKfK8Orl0rqBFhM7TcHaT0uaS5xUeg9p84TC9spgwwJv3ht
367;357;12241;0;331;GISXPIDX;0;0;36;1707915002030543872;916602239628784416;K2CDWGISXPIDX;XMOT;DSS_CDW_test;7;7;7;9515101337159919625;Lq;kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6;U0S;1353536500;1;2729531948;7;1707915002030543872;916602239628784416;9;47741981;6KntXNKTHrHY;FyhQ;2YF;Xey;LlLAZBomPt22YUNCE0;rr9VLz;zsDnK8g5AZKfq4QJyQjEIq6urOlGwyT6zuWhUzfvZTvyyF4AYXOVOOKA14B33IPnreN0nHuqaYsDd0NNDrUq3kv8IsylOcULbi6Sbu;ne37t5TyRLlWsrQGL88W0VeFcF5XLkpINIoZecWweOS1E3XpFGKThJNKHfE01RHRYF;7;7;62678;0;15201;3;27113;0;3;1650738099;469069152;10;3;rCCWRfHg4E2g7a9MeoaOC6gt2MVCtogUNLmjFQYL9zcKxRjGFoFZysxg4iWnShnFHO6eW4xvLysCNmYdPv7T9tUWk5obU8WgyIEp
367;357;12241;0;331;GISXPIDX;0;0;37;1707915002031353344;3756756374580760818;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707915002031353344;3756756374580760818;7;355525551;8varyas3lJzA;4173;K3d;PQH;ThrJD3lYu5TtcWEToS;Unzz0d;c2bmOfdodX6VUsegCcs3xTaKnzviix7Nfis7zxhGcog6YpABOpUaspwbKXj90HWvog1r9au3HRcWJ2ThsUjzeYEg4Pp5IvOOUXtMFZ;jvczYdSlKpE8oMbZoPMc0VtXg6MGQqSNWbj03mJiGJTuLP5eyiNT6PUkJF8LnXnedD;7;7;3534;6;39780;3;27359;1;1;955360250;2731157175;1;9;vbFN9OtNE0mFbu10tmKm7CfSCZbtBBMDeuTTC0IA5WrqOkcVBT4T2a8BalIvM2EhfmVGLiagCv5PmkKTbDmvVnc9HVHjIWh4I3yO
367;357;12241;0;331;GISXPIDX;0;0;38;1707915002032167424;16174940088365362012;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707915002032167424;16174940088365362012;7;786357755;OA0tnYPGch11;m2ia;wpI;xA8;dR1XUMzAG7yRqn78vT;jVawtJ;hi3ptd2VOAzS4yRvmyZczlQ2AoGCdhkawuIeXUKkOPchuXbP0asl3Mr6Vn1fHa7TP8abodcDE6uesgtGGuv4V1aNGWdgkrQWlNWEGR;fvb6geI3j8ethiONN82Jk0Gpq84jNStQQpetmaZhFHoCu9WJaNm2h6hMMMFmuAZSci;7;7;15658;0;9312;0;9554;1;3;380362330;2094096720;1;19;bcdzuGYRUBRrZ3WwB7H1o6M7XZQgtCnN4pcyCCRNBEy2rYsfdiADHDkVOBZzfdw8lXAoynOlLTTDjxFrJJsbLadS34LzV4XaA3nA
367;357;12241;0;331;GISXPIDX;0;0;39;1707915002032976128;8393867212522351667;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707915002032976128;8393867212522351667;4;338709066;brpD11udYldo;QkSq;EOh;FnG;M467V14NX1kmTVBGVV;BGnPK3;bdHPqFIL4NdQVKs5kE5s82v9XED9D01NWrgwB6uul0tCTaZmSIY6FjeCUnVDBwrCV0c2TITs0xdomsXWK3ZQXPAhJFebqrSpoUvuLO;zZZ2bTJL7JuEAALNzIzIV2hdO0YVINvqXBCGryTnbXjMXS5lWcyuSR9Sa8VZNUSAfL;7;7;30059;4;14535;3;46581;1;0;3279101074;2503706427;7;20;1JOEn5AtjS1k95UnPs1S2ysYIYmpzvhpbKCWi3Zi5znhyjoL5WUJoP212P8UGQv9TLZrBEHa5ETTMWySSBsfz3lLwRyMJ7hRpS7f
367;357;12241;0;331;GISXPIDX;0;0;40;1707915002033788416;386958126595413417;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707915002033788416;386958126595413417;2;576024396;fKCv6qRPRdNR;VybG;Ie5;Gy4;Vp9LoUEwgIntmbgIca;ofiAQ0;JSPTkxfiC9I5BYq0aN2Z2wBJ1lrUw3U6UH87Emmnvf1m7FMMX5fTPUjLUM1veClViTj1V8nj1ErDhB16upoIeXaV6eFaMNsv6JjqyL;S0rD5OtReCjptqFTgOznjleFCiaYx1zp1doU1g9voaaQdJg4jOESEAzvMQqB0oLkDf;7;7;41790;8;4390;2;1070;1;0;2067626544;365159137;3;26;lJryqNTWA2pQCkdFafKY9ETiepEp5hPbECdFeY6z2213Gvk3bLnf2bwwrPiHQ3H3acw4LESlennRfawI0X4T39c8xi3V7MtEywKJ
367;357;12241;0;331;GISXPIDX;0;0;41;1707915002034594304;17592932023474549108;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707915002034594304;17592932023474549108;1;359830187;KgjAxkfPL04M;ugpx;B7L;2be;0Cgu8mafoohc4cKxiF;EmoHI0;jdrZsw3d0K8ksbllFHDZpxGOa54zk4DCjVENz1CsOM0BeL1wMYU8xHafgWSD72Cai8EwHB9lLgmusFMyBO7QDDK4RU50uS4tzUmrnm;ego15oBFdYAdTWDYKbixTb0BSNycwPYrSzodEBJMz05JfquUiZ6lWls9KjkZrHOzuY;7;7;25480;11;2725;3;22309;0;3;3462739319;1935008232;0;21;KqDe0767RMLrepzgPYoWH6PbI6SPKAJgIC30tQNgeI8O3g2TZIArALO47HdnYx9F1WtFpj9TR7BXZQ9CTSHPJXaczrv2qkjc7aHK
367;357;12241;0;331;GISXPIDX;0;0;42;1707915002035401728;14642898091428496235;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707915002035401728;14642898091428496235;99;281877941;j0JLSvQaCY4v;6NZu;ABj;yFM;PmeGicol0FymO3ww2o;d0evC5;4WsPrqDnIAeoxmEbnzdwB2dBdMKP5EM5ANkzfcEaV9zHhTJySdinrAvMEg6UMmJQ27EBsaA7LWl5VucGGrohZnQlrOflYZwAoN034L;HdSoMi4h9yyBr9JtGgPzYCUeWwpkqq5jF7hpzTJoZB7hk41E7f18FzYhIIDjEM4Hbv;7;7;11714;9;38231;1;46799;1;1;3101093409;4232016368;9;39;85YZvl1igcYCZzLsCApd7AtKff5SggurJsfme6uojru160Vv8x2AZxbjlheJxAlb6PD5ocowOC3DtOyGD0L0H1a2w4RqEp3BYRzQ
367;357;12241;0;331;GISXPIDX;0;0;43;1707915002036209152;16320935580517375128;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707915002036209152;16320935580517375128;10;506920201;OjukP0sDXhod;xOsL;tyj;AGA;D2MOnOcPx3UN6JVsQo;f7Jl1d;R27zHwfuTlDXmKzTcgYkNHIR7mnYGwPilBLHA2aKl8xk1g6CUvQ5onKe1wEpMVxmsZOOXL22vMl97IMpaYX1IhxwDGkAloMTYZAmgy;ONJDLe4RyFe4T9iOQ5nAkr2TLupT5OF9fB54Tg5wMt0Z7XHT4JtyyyM2a3oyfUCYRS;7;7;9854;7;62911;3;18971;1;2;470965892;3072198430;0;34;fVGXL6P4kLwPDAyk7q6z6NsGJi5q19anqbn3OWBE8nDXyE4xu1z0yMFLMQBihmdAYGhGehsMiOfwqglfxWKji1tNEHtmTuaGp9ud
367;357;12241;0;331;GISXPIDX;0;0;44;1707915002037023232;975463804526136923;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707915002037023232;975463804526136923;5;783519657;iWIUrLzCVDyf;bXC6;oLR;onF;nFsjIwPruO5WkYnE1D;kwPQoD;TMdNDjt6XvMmp5cCvu7EpTT5myPvjJK5vzeoq6YTzBZNPTUDSWBd8b7elqPUVL2jxOBcz87Yzck2m12vDJ3m8Q0p2ZVF4Tl6Xvec0Y;Gdr8kTirEP1cyUdggch0q3sMpClCWSZfkyBhrGlNyjLwI8wFqjX6jRmqHtctlvhQlV;7;7;21948;10;62320;0;53800;0;1;88863333;2619676732;7;22;lYNzBj4ufONvB9LZ8m3zJX8UPM6Ck0jT2Mvch1rlhq3YxReNvWbR3n2UMdatfib5GmgnkufkvZo70hH4qOeMCRhjYYufDQlokRDh
367;357;12241;0;331;GISXPIDX;0;0;45;1707915002037833984;10093474977371113498;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707915002037833984;10093474977371113498;6;20640451;2Isu1WqK7bCz;giUD;mTr;iSP;lkILuinDgZFZE6IyCm;7Zr1JP;1ynC3FQd61pmtY0urCRFwBEQ6G4aLu2yd4Y1d4h8IiYqmVCuJK63siGoEGNm9rCvTbXxrUMqx4UYUlCZiWly630c4cVjOxbfTipLo9;awysUmZ4oBUcJpAFekeLGxvmRXAw6vvWKmxCthZje8VgHZOpdC88Ib4ScQUw2mUpWu;7;7;1177;9;47451;0;5216;0;2;3507910759;3452813455;7;23;VREQ6l4jdsF5D8Sw343lFqLbfEz5ty4SWvhX7HO8tE0XdFwONkdaqc4kWnJrtLq6csaQVSGitKdgJ232AEdvIDrYrbmeXxx76xPv
367;357;12241;0;331;GISXPIDX;0;0;46;1707915002038641408;9203386116095627326;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707915002038641408;9203386116095627326;11;315863755;cnnL8AU6QqCc;amQg;LNk;UW8;oz0djtlCxJolmlZwYp;Qs24Og;Da41UVbqOvoombB51BoiIBeLNi4mgqTI9FG6yZw4dyWFB7YbWAOw6AXWOXhrkVJERCax8rt5fmXBpOJvleAjjZGARCLLWVX1zjGE2x;Ts6kC2nZLuEBpYmEAeYdpj5nYskU91NxJzhMflILKV6C5kQITuSkLpqtytXplVqkiI;7;7;16531;10;6912;1;55484;1;1;2724690348;3151587332;10;150;KKEBRnzVs7hv6B8msrUPbPN2hFj2pHiDWSxwzdq7EulrTSMqO3u9vZc09K0sA2bF15HZuiKa479KTSwLFWPz0v7NFHic43Nux6Md
367;357;12241;0;331;GISXPIDX;0;0;47;1707915002039462400;11281624337124172601;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707915002039462400;11281624337124172601;6;958128478;Oa72Y3mvQMDJ;1z7I;dK6;u5l;kowVVxbKv0fPkIJsib;Ht03gV;LvhDVex1erlOfOy5H7fwYBn1U2wg5MatFzVsUwunmDDb6GRZiJuNipEZ1B1HThtF8hkSLnpWzo4FInCVahALqvM2q8XiexmxUyvtEP;yInpBAfliCS2Lo77t7s8XtTh6nMyJ1TmK9zj8FmuSjISBzi9P6Vrm7BEChFOLkLL9g;7;7;46640;8;34866;0;52507;0;2;4125161816;4064355722;2;6;VACNqWcs9T5s6vFcu8N9MSPIiu0pLRl4rbxBJcCUkQ6OCkdMFmERpVhZ52RUiBsP8D2yUv8fpuxn1FbcujCztpl6MXXuXhhnIqrQ
367;357;12241;0;331;GISXPIDX;0;0;48;1707915002040273920;13745099394213155984;K2CDWGISXPIDX;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707915002040273920;13745099394213155984;8;880078379;O3phxhU4Ygmj;0www;8lC;MHm;K2UovdLYTcjA9Et22B;oaEGDv;CCmtlC3nA6W6X0LQ4nBCXFK3qgT5wE2HOL57hTxRRAlu7ukkNPIVXTdsejT3z06f9LSCIuZ6vdaHDPPNAIrPqsn2bY5vW2qsY2nTmC;GH1GKzyrfHtiqCKQC0sk8cmAbc3xXCQ7HVI0URf6a9ome6nR0LCVWCuWViPNdwbOAh;7;7;42558;7;4210;0;16867;1;1;3633150432;3186862400;8;24;ZYGWR1BdzpTu9acrtSoVmsXWe2aFu0tq5op9ubrBvkA2coEHGLiVY7aygPMZNcP0Cn6rF5WYJtjFYPeAqUeMMKF3U8DeuFSPVYc8
