msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;iSINCode;reutersRICCode;pseudoCode;cFICode;underlyingID;underlyingMnemonic;underlyingName;underlyingTypeName;underlyingSubtypeName;underlyingCountryCode;underlyingIssuerLEICode;underlyingBenchmarkArea;depositaryReceiptISINCode;parentInstrumentID;underlyingCurrency;bloombergTickerCode;underlyingIndexTerm;underlyingMICCode
502;492;12251;0;331;MTXCREFD;0;;4071;1707914822021122816;7491273347705500892;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822021122816;7491273347705500892;1;gJ6lci6sBUen;8vdCOzCs9mlVRq2xzeMmHNY9;tufNW7SWuzz7r0G2e3rdQ58dfXDrBOloO3TGFHa3;3lVB0j;4787038261182516455;LMUQSo;SayRvBn8qdEyI8uyjMhAbTGuXPVvWsLaIeG5dlEMp5jSRZL2bNATZRZfM15W18wkIW5PNXbLecfXLgTa4OQCHriA0CefhpoG71FDdt;209rinFJsS7mdQwFNScgbd6S3YCTgThyXH2alwSj;ufRqlGAUqt31tK6ATisdCb4xszXXuLTLZZ6jfBT9mb6fZBTZR0hqWnArujqOrmVVmeft8y;F8L;bvGD1MH9uhTms1u0DsMD;ZnYZAl1b5PE9j53SD4pSpvgaeQahgIwY1OH3pXgmWVAt80vGVXgO8mdrTtQ5hlxMWzGx87n9XZw4lUiB9K5iXqAWLqThI2foZMvN;J3k66UuDTLQa;3566193543044456048;vuj;OKpPJsX8nLg2f;rwZ4zM6o;
502;492;12251;0;331;MTXCREFD;0;;4072;1707914822021908224;13809405889065906507;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822021908224;13809405889065906507;1;GOIykGZXko4c;6jmQfjzBR4xwk07u3QQcHcE8;StFFZjnTcirrlnkffRWtQZY2nOdRk25WGnk9y0NZ;9vTlV3;2932604847088400286;LZ395w;x2oqh5liVVnQ8gyWXy253Q02nmCNbqBI2EwhSvYulqMJWprSVw7MQdWQo0VxL9zrroU0s30mFTIhndS7TPZ2Y0IapWygnb43oCEIBU;iwybpWZ3nGw9VWXW0Cxm0Pr7gjbbeGrnHV2yJXTE;1wPtWLkB8Nh6qeQ35bMOPq8iBfEx0VTN6ZY13IRF7VivjoBUfKCUVWk4fcpr5Zk261xGNS;Krr;gqFpnVs6NiXfB0LuCAc9;3OehCWwAel67Q8qeZRUsmsZEdNSMcOthJR9PchEPO3L4YYgpZB7kIkRe2K24k4gr4LooVDhInzmZ4fGezObTbax4zpBwUfsInFQf;6Xckk26RvPjj;5076627121740474959;EVm;A0hnaT0KylByr;DOq3RY36;
502;492;12251;0;331;MTXCREFD;0;;4073;1707914822022703872;17588733818860005764;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822022703872;17588733818860005764;1;2YoGseTOkLqN;yAw0Ts88FpPCqvHCILdclHil;4Tp0eUQL9GU4x0Ia18zAXlf36JbYExVoKrbNIKbF;vLDxrS;8686921548910973139;2WBYRz;AfvfrcT9zbvbALjj1DFEz6xWmbEVSlzt9oHLXahO5U6ikSftOHeh8X3x9VgtEaEpl8lqfpN6PITTaosqNUWnJn24A83QGnZioyWCY3;CvNXsrB41PgaIgX8gy65lvrAmNXtubl1wMQNBopl;Rr3KXXnSjJ2ACZRqzcBKXnbvBcLBBVyLZbGz0xdfj1xVWwUEOQo6QDTrigec1QGeniadXp;Xl4;ZsbMMo3lD9dXY8y3FztP;5ZyJZAF4ipBzu5vpyosZPMeezcYnwfHQ99v7qYCCloky4vriIsT10EV0XJ1rrBpZ685CcoWLRfrPMuLFAkMN33zfHqQaqb7UNOwQ;UvSsiwKd8M0X;525815278373890282;Vle;Nj5iI6PZwLOcZ;Gt8sDyLo;
502;492;12251;0;331;MTXCREFD;0;;4074;1707914822023490304;3574431102376798911;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822023490304;3574431102376798911;1;3ITsBaL4OGyn;yKdanSl730wqRxg1o7bowL5w;6kOWYOzviAzuA32HSh9DtYIHN5B23eueaIFrECrr;SyjSYK;18378374251408560019;7Nq4Ld;PGY7UK4yueWXstbivl2tcr1KxvZj4bYus8i3JBhTr9axyk7N9jfZojVY4hbvwktfWjxVWm037DXwhyjaXfjECYDKQduSJejOtwJq5q;8PM9nPqAQNW6CTX7xhKT3k8VdszGyI2SegxQJ5P7;uDYg2sfhGN1KzfHy2G7DZ6RwHog1OQhNegdzVkD1wiUK1G5jUM3T7c2souyLyqOMcsKlZH;orH;HSHDzWZ7S6ozXO6vUo2C;pgmwkMwl8zLJQlABEhFthoHnf3CUl0jUXIOyCBPfnyd0axYRSYIMARtJrMQYgdNq44et9GYzIHjmSlPl4s73JYijN32JLki4YVwk;Fc3hmgkJDT82;17874548131530425731;INr;uThDQTT4wlz32;fjoh1ZZp;
502;492;12251;0;331;MTXCREFD;0;;4075;1707914822024286720;17018581981344488028;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822024286720;17018581981344488028;1;YND9eNdmZrcN;qwwzvA2RxnzLSKi96thvNdLT;6O4oAPxRymxTLrG192WF95lH9nP7sT0g3TvVT5ZU;haq9TS;529396025216460682;Du4OjW;M289VCq8EtSH7SvXGwbxwvCZAmNf4W0JqfXJDqk33w9dYETtJYHLjVUznLMB8A4F8aqLS0H5G5MoS4lQSzZCnWDGJt5gzl0b7c7MeZ;oDVMSa8b7UtUqEwuqx1cUXk85DzORRAHHda6Q4h8;qePQC9QfvegU1xnZIbHDaHcTguWgBn4hXQiDf472PDtYN8zRmZKre2oJcAnbrJ4ueolq4z;R4I;IpdR8VsxMWFOVGzdAiF3;yKyg0Vy6yRxUtC1o4G1p2rSdFS1GIYihds98XzcbFe3nFzTwTcbk72pSHbHA8brggqZ2CPtc79MFuSdjPizgIZSa00Zy7ZLMlO1m;XPIngsSVd59O;15698899110387800833;xnH;BGTuJf43kUYcu;GHowLi0p;
502;492;12251;0;331;MTXCREFD;0;;4076;1707914822025079296;13819200943094189510;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822025079296;13819200943094189510;1;fQPG0y8cXV9e;xKVpOk6mizg25SCoybh0zTEX;GgdGEDImmb16RJEvYz1J5bAhGeBgkoNG6UQ45Z70;GjC0ho;15616724407041686984;1UMlRU;mjszKpL67NAg3h3ZzwXKLdMkNyzI6R51YZKtY2cPGdlnY41smu1UrsisN1NghpioRsKesvhFCCCCmRDElZUeUAMYeLEVSSrVlQO2Sz;S7RtdpnhXIEbGoC5Bgg57RmeiYgsXZe8eD7nLBdI;c9UZpAdl0rGzIurgDgbmQVObO7bN2xiTxzlNU8wYtZgazO1BuJIyzKZs1KzEBQxjswmX2p;iTy;Pmvie8WaSn3ixuH4UtDj;TDExbefilkYUyLooM2dVMrvyxljOqXN4BviSn81PGKWpD0qyLgFmnnloGq9evSTJvVfybHhPLiWYSH0Wg2HA93Op0RhIGqVJpmJ7;zuAOXtClRUbi;6969056412846932908;T4I;3SbhkXQlWsiI1;rZ4JN4Ff;
502;492;12251;0;331;MTXCREFD;0;;4077;1707914822025877760;9743309429061413566;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822025877760;9743309429061413566;1;KKdsTcmDMSAe;bTA7zWIJo5xmV5aZrnMgnHyi;DdiI8KOUEAMnWXQmAUSO0fpvS2CO1v0gluHgftqU;1qsN7D;7470730740073782867;0nXUfp;8IjLAspsMn0Yvipug1eGKk7BLkoazAWoM6k2zEIwD2IxI3SD4Hqnr3gpir3G4fBr1RnJKzZy3c0ORxCH4jofbMU1AHiRfQvCRaQ6Mc;vxymvknVO7vZSjy6V94g4YfCJqFUrEvOdmHSmNkM;bW75sLk5gOUh61YFUdoXjQBdnSS3jGXCCKCEyRkGzNOhMe2DfZ3ITwGJg0s6aa4KRyYHvG;xa7;3MZZ3lEpmVnrbMNH4tST;EPQjKeCSNl8Y30p9B9dHbnrvx1JbNJtVAN7wmwbe3J4uHBzAOHnZkqy9l5odLdLNjtA1bxGg4328nNZyEDTSprVsl2EZDgZ093XS;RjWWGbddyh1K;9248399671999221051;IUA;rMc9fJSFPtmSA;ZPBpSb1v;
502;492;12251;0;331;MTXCREFD;0;;4078;1707914822026659840;17723064619917253364;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822026659840;17723064619917253364;1;t5SxTU6qzOAZ;qelW46asmleMUFBqvNR0X9w5;GcOqk0vmmghRivGoaA5OLmfYb4krBG6VqM5AiVrk;CiwGe4;13498462272872287496;UhOQkD;znqhFdequoJnlJxiMqlLbu5LazYoQq047ZBYQ6thDeetsCwFhvWU5ih6LO5e6pvoVRZVUjWt3VT1XeqD3Dc9uxR0p0GXqaKpSgy6C5;9dZMoeIHl4vvJzC2STallTzExTgoz8morb1WkBej;nn8jiINXHjwc0HSdzt7sNwIyZzpqnCXOF4wEM08AmgsLE0ckLFx1EB486C83TocPrWF1Fs;kVp;aSfZxyOaSAkyPjj280wD;dIwP5WEvtjrf6I5K9A7F7doNQgHNGm3n2wuVR8CG7yTReinpxZwdJf6hYCVq22VoiqwO4udtCKmL2xIb6H1dvTVn9TPoxxhLkmNy;Anu7ch6RYiTy;16288666492180682027;jCr;tzMDfeURn9yTm;J04F3vpx;
502;492;12251;0;331;MTXCREFD;0;;4079;1707914822027453952;5450345725552598095;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822027453952;5450345725552598095;1;gKFO5FqW0XLc;a8ykepjedtG6T5JvfQ0CSxql;r4ngfbSMMOwIrHJ8lLqekxsoYt45lvPlOwXyJxMh;g8YtYT;16217609843367819154;RI7fQp;t2jHONGPYHIr2r5oZAVpkAHj573gvHwB0JH2MLIcUqiHdjsYLaA96MVTn1R2XeGka4m4yIR7BA0oM3TCrwyjhcZ1hyAqhqqy5GQ5f2;raRIYUQkN49gg1Yhv154raWKBGfnk5l7bZAJSoCY;LTRTTUDpaSpvappdm2MIVrB8wTptVIL1rKYjpEkTAwnmNE61WcpWXvvsB3O4NmohTAk9R9;9kL;8nt0HV0TpdQWByBRJEo2;JkNPibIP6ge97WiTZjmXqHFtbcE97Sh5hW5Sup3eanGXOYiMZI565g5z8K5s4LBxfve1GPmsAjUVtncio0PgZr5KTEjwNDWRSf1B;FLWZbA2fqtnC;9713026036655642842;oX5;UUQLTndc0RE8M;ECYQrryR;
502;492;12251;0;331;MTXCREFD;0;;4080;1707914822028243712;10528578780790485150;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822028243712;10528578780790485150;1;jieE1hrMbzZm;fJl7F3FivosEMG2Ubg9TDcZJ;d7dhqDVVgecEXlFqId3VtRSJPDUOpvFqT1eV4xrS;wdUHfq;17371051170662082088;W9ybsn;NYBq3QW4iBxI0f2s0V30yenkdyGrAL0x1bhME3m757aEj063YB9Erl0cQbSzn6RujCCQvPxTQfYOFLt6EazscrHgffTmkYoCVWxzSa;kcKRov72ggSqunXBKhMBAkuvF5prbzywBTtljlL9;fjL7V4NzZBsD7w5mwZsLP0jiZlnvG8dVUmURuYJJdpOGWSaeMJiGLRWTKEwg5tVYUJppW2;Ipv;Nrll5G2kVnnyXTVe3OC2;qcddYHSGhNBxeyytDplvuJa1h1nUPUpYV4ZsSHxHchraFbkTZbSMTgKQq5ZLlRRpjC1PCU929J02zN8a062tjO0CYsMGjslaXhCH;OZPfyLbRCM2D;10354472881895575195;Y50;R6PUFIQrbsQzO;X428VK9X;
502;492;12251;0;331;MTXCREFD;0;;4081;1707914822029040896;826371440524856741;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822029040896;826371440524856741;1;BrObEQPHkOxV;SQ9wZFQmfJX3Lgt8Va3rlT0t;KX3oaK4q0JGZNgKrqwh3oSwxxiaC9LmlAd9WHc6X;fK9h9Z;10963503808294844292;PE38gh;7Ls1BdgumlndjauTt8edxu8XPls8f7aCx8V3PXE7fMdH07Jv8fBnKsDYWdVP0G51KmoDoDJzpuGESLWnzImXR9BUn3ira0bqiRRZV4;LTAngOqlw062aIH3ZHHNCmyxiVhSJ62tmfIb9Bs6;5uzlKMLqKNLErjVnsERP26uMeDxRPSp45w0KGdH2LRiN9c4KFyzbghSHA47SP2vNxqOgnV;FGj;spUmFXdo9dCRSNZZCnS3;b1Ba0legihz7qAnqvcIOU9NdtMhmbR3C5UgYQNjtorzzbLYiaAbPruhd6fF3S4kkwSUrtmiyp15v3jOIyrCuecyIeAvGfbHUWm9d;czwK2lUHyZOR;15818741216405782283;6Mq;ji2ZScxUE2ZRf;1xwBebhR;
502;492;12251;0;331;MTXCREFD;0;;4082;1707914822029828864;17609790005010147791;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822029828864;17609790005010147791;1;DXeKK7RM3aCV;fxW3G6XMHQlRWNgrhNY55SPi;Kz13VqMJQIunAieHxb6LJRQkXZ496p15dajJWsZf;2SCHg9;4849913173236640269;7IeNpF;OD5PfIQoq6OllszWe2dM9YH7AZDGGdxVYiQlkp1PXGipvaLhWJTXLiomN263PE3fH88gcFcjuCEdK4lEGwCWIsb7wM73CdywgxxW3r;UHcNCI1odqk9HgYk9lSspkS7g1iQoU5le3Bhxg6e;PJnUNNxnjQuxE95vhpiVSXkuV2IGCjUBBM3nKOIxlINFIAryiCeqgQVStAXLiFyTsmwg9p;m5m;CVHJSZYWun4ndG9OI6Ho;u5wjauz5cbrtvIee98tGwnkW8u2ooxAwomKeGSBj2huESgMpSt270n03ANPqzwVNJ1TbNSWewfpBONUcTpDpKhEP6ZiuKeVb1KHn;AJyTIuoDL99h;2451566320537308994;QfF;ueIJvj4X9GNAA;n2jgDT8n;
502;492;12251;0;331;MTXCREFD;0;;4083;1707914822030619648;11002286857071099965;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822030619648;11002286857071099965;1;01ahTpp4tNoZ;YArbFMNGMUAsQ7XlN4lTlrKv;5cwecg88FVEIMV05AfYKLIYMM61pzBXRGvgPNWSg;oihe0F;9033198819940156662;llkVPP;WLSO8nzNPrvYMtq0uvMyzNWP03amwBrz78vaf2kPDq5o5WaZH2g0yrbn7oY6RD9wGtgPgKR1u5JYGH3cJHjk7u8BsGgLQzJYaBmyM5;jJ3dswAAwqxx5pY58uhOolTKdW1IBTCEITMlDZuR;4cET9abimQKdHeB7A4iYI9Wxk3OBwgdgvaojx5n8gKrntIxSmy22I2U7OnKmw5MMv6hapX;UW1;UCk3Lm9YBarh6Io9GKR3;m0KdkpebPggkrQRyrutzSFneG80C4k1XVbUhrzwVH9Fy8WEHELW9yKmuN8SkCPeCspGHKpVw0EkzzxAVi30oG0JWl5BHIL0uCUnN;gtjTxHAsMrVo;8376630348245475859;XCP;TbAwG63B50idG;xjIXbATg;
502;492;12251;0;331;MTXCREFD;0;;4084;1707914822031416832;17358662052816420954;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822031416832;17358662052816420954;1;eHLNg7a0j5z2;lnAeBbQgM9BazLi6QOplB378;c4cIkEiMa03CBkFQijwrfLbrwhm48LIH4ouSF6r1;9vEPAH;6416166213472470222;VBdKhV;ayQNihr1m0goUhKnYS2k8yrUdsuaSeR9l076k4ro8ain3ppuqjsxknRiSZFYOEYBGXvnpcND2Jw3tkWN1Rawn9fuwp1Qy4b6LbQo7S;3WOywOEtVhYyoQRiESnoSvQbwOsJiHvMNgrSaYCJ;qWHYFQEBKIoowjvfGx3FoJvb2AkDaRaYHz7H0aG5SazHbaXGb8U3nV3gLmtI2ubUBrfL00;2v3;hacja9xLj4XA0RJeiaMX;c1qEN4pmrIrq4jhITVWuUHvmBV5EJXsHzpJVPq3EdZzShoshisGT2iPezcEeGN3qETTNdOgniYMKjSv42wjQI5isHSvbNc10gRN8;SNmIDw8vrNvM;11250618929753276428;BjA;ka67geYqnmYVc;L8Z7OuZF;
502;492;12251;0;331;MTXCREFD;0;;4085;1707914822032208384;6637820766992445567;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822032208384;6637820766992445567;1;0jza7faJFObi;OPvnb3RUIREfJBH2iLqiGeuF;AnLSFTFlKEdmnNo9djTYglX816GRHmPtlb0wuIlZ;Jh3in7;15160024383296125659;zXEMnq;KFHkjb3sdRwzisnyBTXiIYmcgrKpyhKHMR206XXcdJEFZFiZ7f51avJcMLwPEPv8ugEPrJ5EGN53XdMbiIBbDlixfQ91nmR98ybkru;jPdlfu3I4DlxlxFNrA2DQ5yWMSkywXvB4aBDLBpb;sBCLLHi1HCLikDRVYvW4pHYpVZsMTbJ3VTMjB4aUQF1B6woKIuTj1AohBz86vSEQjjosPi;iUr;XecJuH9iTD6oWTKP0mxF;KaiHV1BDSWS5FiVLUFJAy1Md9PNxBauxU7TjszIi8LiHuvRw1V77dEG8UpaHVjDjuBKCOLXeUdaxSAMHabzjIoI3qy0A5DAapvAD;5Kic3vT4kdEd;11931227283907952738;bEq;wQce4u7Lhs386;TXiIF4mB;
502;492;12251;0;331;MTXCREFD;0;;4086;1707914822033005312;13764283839617032522;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822033005312;13764283839617032522;1;goVmZiZ0Tg2Z;Uj63LHL6dYLZtTDBjjMKV6Gl;VJPn26IOvpKZejpxKYW0DYqGbEzXCmSj2I5qqiN6;bbX6f4;119802826564471601;4aa5af;qXhfPAB2GrVBjYRfHrS5DHlxHTtOxt6cSiZiouh62pcNZWXr3JaGvnUq0kQFz3s0HgGT4PDZvFS8bitW2mBbTv00oy5FrOQKPCblUv;jv7gyfmz5ONHZwqEAzuuGOXFdXUZUn5a4PGmHWvV;Qfi1lMGE53DBjsgEZXmgo6uy1jAd4b9Gydmc2AlJdB30h1SIO9ZBV80KTqs8BOiTHRXPZP;6Jp;xbADoY8NF4y4s2V4JHDQ;ftlC3PRJjkjfKNqBNLJrg24GsJ5UEgcHUkNPqTVMG15QTk8nxBaUe3CuTKU9jw2MMK3dgbXIArslmjjLR6qUe3JiYLPOOh2BE8Y6;u35qscdg10jP;15765465227292838421;dB7;z5QLPblr0vLTa;YKGtj553;
502;492;12251;0;331;MTXCREFD;0;;4087;1707914822033792768;11160742783042185316;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822033792768;11160742783042185316;1;MMchPzZxCIed;Hh0FkapHxIrCn2xevq4nDZNH;Op9GqxjK452rzfPHWBVTuryQwo5gzmttbsXdMh20;xAxwr9;6164103292645044573;nllinM;pL7xwoxkwqBPYP737IDfPBVktTsnf7GkupdMa83s13H8s15NYdKgeZlrm8vJdzO6cG3hJZb7cTyUoe2ed6UkZNMyv0syex0puuy7hc;JYErVGfijQ4O8GVpmZuUNkyfBlophaJEYMQXjEtQ;TE3QIZ2U4f4lpxYaZdsCMmOzOFvFVmfm0lbQGOQJBxv1mLoXe6pOdh3suRda2LSUikoeI0;Ozk;2M8vFoi4yUjyV3H1XSd7;YhVeyHHnx5bcnLMyU3TwSWhMQSSrPffLO0y3rp0hg8yCGUtVcOfu0sDSyqI0F8JDBjemh6FIqp5lx6xMDRDi3CuzUqfZ4JsBRUh9;cdbK4yZiutYS;17525921676006615694;ZMZ;I7MDDWmLy4ijt;411HqL7h;
502;492;12251;0;331;MTXCREFD;0;;4088;1707914822034580224;15180712777944650016;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822034580224;15180712777944650016;1;jkMroDsx2YIT;V8mKOTnLvdlflNuyUo14UrrP;28V6wW9SMXXAsQDGImFF2wnIkyyHxkMeDPz88Uas;OfnGYq;10401659552795890906;SDeyfc;9UbY6Smdsr2yBzyBbOguI28MX4RoCNlghFUOtkxo1YZnXILX4mZvhfgcQXhP1I8Dz8aG3hl7g30v61Sar3bRQN8feFPHYFm3lwCojM;rsoV67V810a60Z4WDPbRaHS4P3m61U7ydtKkKv5f;7OTzyAmj0Bfr3sgmuTauZtwGnZWoh1DYhuwHgvkung8p7Cz8G0Hr3a9y26izRs7VAGfUkj;15g;wVpReNb1dPmUZG4GYNn7;3k9ZGdBv4VimsBkB1iiMhf6aQlq3keQuhGSUsFvlwbO4N1bZIW4LKDOIMEBCqicUx2ukXAWP7eLmE7xD2Xyt5VbtPZ1Fo4Ol8bvm;uj3j099ecLz5;9601541113313137046;pym;xSR7hd9uEJmUw;VHowcclh;
502;492;12251;0;331;MTXCREFD;0;;4089;1707914822035382784;2607445986336629219;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822035382784;2607445986336629219;1;BJqGMhycRz2y;Qms7aQE6Fy54oPsgwBfmK3ij;jEejKRcLTD0ZqMYXzdxoZk9nZuLmsx10BctRzuNo;8vDQ3S;487874749454021607;x9E8C5;rnhvxINRcWPvDcGVNz1m0ciwx89LX3hF4tK8KbexSUES2PLl2JFXgLI64Wkk0S8G9VU2GXMO9c4gOGs6SBENffC0weNXF4U4d7D2ST;FfK9xyekeQaaVR2nLNJQZFDuZwiBdoShxZOcpeLl;V69g4TUzblO8FFKY26Ha0hXla7HCHRQDOKIl9Nb5N5fbScKxUMz9EmJFFYTltdItVKc9u2;7ho;x5M3LjJFT4gsAKeG9cSO;ceE7YiZbk1N8LfxiVXPif2a1dgE4LLj3o6ttYhGe0YXJ8xRLHL1eTGPKzIBAYNopokIBqhzOHtMhXKzdvpS7GUFvXR12Agbx3N38;ZsQbtYZJtSOG;11461122180119289385;yoA;vxlvhXkVVAKQS;XDpXeI7R;
502;492;12251;0;331;MTXCREFD;0;;4090;1707914822036169472;8481670460238692710;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822036169472;8481670460238692710;1;E70ZOwMKsepc;AlMcQvgCYmaaZzHC9ruDVqWl;r5vu6BEUQR4r77zVxV4ykxlsue2NXBqVqZiPzpQl;cEdqZc;12073177242426381857;8tOYfK;V5EirZKDYLz4tqCCpHznJA2kqHewq3aNtU3M4TzeIlnYigvBpV2EBUE4GTsxklWOg0kZIADtdLd6d87ZX1aJCCG36FLfF8xk8j3UGh;iXJQBHBP9dlsp4Kd7H0fhHdptbStcBTvaXlxI8dD;TmfVCtSl1Xu7sraZ2IuWP09mBknPiKu34or9VXJlK1ZcMz4DQaHd7oC3JF0RBzH3NgR6mJ;RXo;8VWqkLLpcHqFQ6Tu0KYv;rT31718AMuKfTdUTbi92Igs3iHXxAQlWR5FBTTEtAIDvfh33O2egnuKDVbKQ5Amhmyrw7yUbEK3kGXYOkXkoiTQKZnESMHBJ81jW;BlHsRmI08FBa;14115364992332294865;7Tp;KiCU4MYITbijC;yoNhIBUF;
502;492;12251;0;331;MTXCREFD;0;;4091;1707914822036959488;10860941623116343237;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822036959488;10860941623116343237;1;6ekqTZESbWne;xOVg2PxFWzGxjBmsgpWhKlUb;ajeY0yYcpUGEHpVM1VpVQ6HHV9p3QRaeLuDRH4JC;n6fVuA;16277778400094438472;yhMD5T;ews0CZzydbL5xYmVeWG1rXFYIoZ8ZVeQu2j9BsIdkQP3Db03V1R0o9mhJnGLtlxryIZX1HQU2jee7Fi0da2l9rJjhOqevAcyb4UFy6;wj2uXpZh0Dm9ffA2YWFeaBHwkVjyglsrjO0H6xdC;ts4E22WkpbmoUJmJzwcipqY6MCrUsn1I884PAKLrElZuqVqGJUzv7xjn1pOaMFbAPoN1Oi;UaC;xAmwWmmUvGuQY8NthQKE;3weM4kdGUS7XBLZXdAvTL7MaWurWPAkpXRh48cRVqvohphT2TAzogrpTAIno6WLjofXnsougiEOhbSWo2S9ym8YEeoMaLezwyL1P;zeN9R6EazbM7;2274619203152983616;gup;vtK4COlFr6xrG;IAtBjiez;
502;492;12251;0;331;MTXCREFD;0;;4092;1707914822037757952;1002783900934633116;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822037757952;1002783900934633116;1;Lrc4oihSXaLK;31RvbFuRZC75CQFgtuFGMtb9;jImhIFctCnqZgNDlElXMwo2K5FKpkFlyfUtlAAaD;qlqz7v;12911877661244804788;ffH7M4;kUaSFQxxkLg761wVG5ROhLJ6Vrzhwwa3SHfX1TiTF0qR3ImWlSl3L4Z2EYrrPOjBry6d2Vt3n9GS3KZEXup98gANQGDlLOU5RYDPJe;O9dK4YgDysf7fwwoZmxofMDJ5Wb45a5GT9dyoPD5;jsW34STMKJA4XTA2zmGLJ01gA7hYeH9QywiThS7lBJQNvgaiHfV8XR8PbIlgL3kx7Ktiod;T3N;8XQFMx2JBLZz11MDygDm;UjzHAhz7cMtQYm9SJ8Vaw6n4AolblSNQWLQx72ClWmNtxb3SEWkv15HXq7b8g6hs0cfTISYe4tSqym9KN2kOHMsJXvxJydLZEXci;vtyXm8XtcQ0x;783087315993128459;p1p;n086Eh1jktiB5;YvFGOKlO;
502;492;12251;0;331;MTXCREFD;0;;4093;1707914822038543616;1861487837373302481;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822038543616;1861487837373302481;1;eRjE0FbiWVyu;41SsVCwehT5wiiKgALeHFWji;klbLiKyUKJpwTA0Vx7LdzFVRLlh7VFIGiQ1eA2Pe;JJHpsb;16877141967497985680;4C5L7X;EtEGe65YyAImpPqUNWKg6tjRxGPxQJF5OCM6KE19bVmRxxzmUka1CGCbH93Z26rCwmIW0x7JJu5DLwCMz4nMnHLMDuC3bKvRhrlDg4;ELL1ZJzywIBndp4NvFtxcWrw4gLrLOU6S7YCg7pr;ZP5ob8mukLFs6OKD80ZGzq4S2f6gur7FtGUtzgUPZ4MI5huC4Ti5vsKhwzSBIyaike6T8X;C5G;cwfflTtwFqkUVa8IGUJR;Zjm9XiVbxJZTpojvyRYe4ofzyfxB5k0cDFg81G88m1PlfaE90hzdU0KiujyOedu9nVMWlw8YTK0MZM91QAmuacUvCraVAUqpRTxP;kqSOHMCI7baU;15352460106069653894;tSk;xLFHs5WTiErMD;yrCmvnCu;
502;492;12251;0;331;MTXCREFD;0;;4094;1707914822039338496;16158369951444841808;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914822039338496;16158369951444841808;1;ZkMUiadU1ePS;QJ4e4mwSnJAhAzoApqa3c1xc;zjt9ZoC4XBP6ctehRezZzzMESPZs1mUpM8PvsCH7;lyJNCv;10021274253870430748;G0e838;9CQJbsk7E3UU73FNEsFjPZgaLgj9wBCnKzgBzh7tYABmWZsy5wcXFTYuU6FBKjIgXyWhkeCdUftCje68YRElFL9n9AulrAguCKTyA3;f2cT3yohkFhxkVKtWOF6Rge19W5d6nupHCdcgdPn;pJZePUSzf835GUgw6Z2HFM8xcAn7Ys8NsrdTk8dnSUaYSkmJluJTFQxrIwA5LRonRBEGmd;Bqq;vC2pWfe5145EokD3tjYO;Wm3qfJBuBcHL4cIYL4BQpkcuOfBjthceVO7jj39xZw8CC5W9nu2UiOxkHeOJB9w9LouuV5uecIyhQRjiqteH93SQDxmoUX6C8U2R;19b0gEavakQs;3000207097844620937;hhn;EWUAlWsgDTTRy;KV086uU6;
