msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;rebroadcastIndicator;eMM;symbolIndex;indexLevel;indexLevelType;indexPriceCode;pctgOfCapitalization;prctVarfromPrevClose;numTradedInstruments
60;50;12240;0;331;GISXPIDX;0;0;256;1707915002051216896;7000761300665841878;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707915002051216896;7000761300665841878;238;4;468243658;-3063381341516557154;7;25;17628961744010328986;1685788678794628802;55912
60;50;12240;0;331;GISXPIDX;0;0;257;1707915002052001024;9605193759669354252;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707915002052001024;9605193759669354252;61;17;330454191;4640597086456362169;1;10;17734045792528654722;-1079671639929637824;32381
60;50;12240;0;331;GISXPIDX;0;0;258;1707915002052792064;9095405861249082473;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707915002052792064;9095405861249082473;123;8;583228200;-7634172635517255031;4;39;10900690101066927659;8928687202046093750;28514
60;50;12240;0;331;GISXPIDX;0;0;259;1707915002053575680;2781824233888306875;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707915002053575680;2781824233888306875;23;14;354837546;-6334021589642766879;5;162;12544743727529263784;4426532927776770481;49222
60;50;12240;0;331;GISXPIDX;0;0;260;1707915002054359040;12812050117868601997;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707915002054359040;12812050117868601997;32;10;876746933;-680302217945173799;1;222;2752408702243498910;-3681875656808745856;61752
60;50;12240;0;331;GISXPIDX;0;0;261;1707915002055148544;2671434883692497581;K2CDWGISXPIDX;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707915002055148544;2671434883692497581;99;1;154123499;-536340327500820730;5;160;9184994739692093697;-2433339791928436898;58071
60;50;12240;0;331;GISXPIDX;0;0;262;1707915002055935744;6583882410546816851;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707915002055935744;6583882410546816851;102;8;966477508;-8349146014116522392;5;211;5087822436893489721;2238616169079677721;19514
60;50;12240;0;331;GISXPIDX;0;0;263;1707915002056720128;11517872048917217449;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707915002056720128;11517872048917217449;86;8;923345875;-2573449261604596191;2;172;13127407515098092614;3200138825314835880;26229
60;50;12240;0;331;GISXPIDX;0;0;264;1707915002057498624;11127156559773955958;K2CDWGISXPIDX;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707915002057498624;11127156559773955958;220;9;906768783;6431663964159830022;1;99;10880991153137413301;4323856768283465951;17073
60;50;12240;0;331;GISXPIDX;0;0;265;1707915002058285056;12461962774915939864;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;1707915002058285056;12461962774915939864;174;8;132552347;-4828733044710973336;0;10;8412681643089034916;-5014639894407677815;10948
60;50;12240;0;331;GISXPIDX;0;0;266;1707915002059073536;9450019913937502680;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707915002059073536;9450019913937502680;225;15;921949621;1142051065241703825;6;195;8473107849805866177;4663777841883954409;52686
60;50;12240;0;331;GISXPIDX;0;0;267;1707915002059855360;7760675193860860242;K2CDWGISXPIDX;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707915002059855360;7760675193860860242;41;1;315339150;3507403952310531775;1;238;10753830929812215065;1741221180934642219;44969
60;50;12240;0;331;GISXPIDX;0;0;268;1707915002060635392;6735966424783811965;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707915002060635392;6735966424783811965;60;4;274114089;4334446794717987454;6;146;16100399127371469817;-1693399334131786459;19500
60;50;12240;0;331;GISXPIDX;0;0;269;1707915002061414656;12429083624290873843;K2CDWGISXPIDX;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707915002061414656;12429083624290873843;166;10;697925876;-8933771800656724270;1;171;3961276667925609901;-6776513639271273326;55001
60;50;12240;0;331;GISXPIDX;0;0;270;1707915002062211840;10773476530118041837;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707915002062211840;10773476530118041837;112;11;646191940;1747145824747383278;7;213;578517350415662992;-2980148349919335779;52694
60;50;12240;0;331;GISXPIDX;0;0;271;1707915002062995968;178040360554455929;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707915002062995968;178040360554455929;9;7;850417414;-9181224553853076287;5;53;2984922587448196710;-5923003833293103655;4868
60;50;12240;0;331;GISXPIDX;0;0;272;1707915002063783168;2401022730933443009;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707915002063783168;2401022730933443009;95;99;25531303;4470674979290312148;7;53;76192127821956905;-373994999984414388;22993
60;50;12240;0;331;GISXPIDX;0;0;273;1707915002064560896;3914354852634029868;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707915002064560896;3914354852634029868;105;9;83351337;-7942204066452664736;7;191;4331773196041174818;2899000489733059421;15812
60;50;12240;0;331;GISXPIDX;0;0;274;1707915002065343488;15675881126947978266;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707915002065343488;15675881126947978266;221;4;784339346;6890980373090712258;2;77;1002781537249463625;-7457390285756078451;35010
60;50;12240;0;331;GISXPIDX;0;0;275;1707915002066125568;3359122680331270186;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707915002066125568;3359122680331270186;154;15;495012502;8434494929362420344;7;186;9632599653610998917;-7452857645901845231;13535
60;50;12240;0;331;GISXPIDX;0;0;276;1707915002066908928;3679633343361478995;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707915002066908928;3679633343361478995;61;11;451161021;-6638225795316858493;5;20;17386091927173472869;-7262053304519577189;27533
60;50;12240;0;331;GISXPIDX;0;0;277;1707915002067697408;6883945437379849876;K2CDWGISXPIDX;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707915002067697408;6883945437379849876;139;6;361807266;-1897972237219486763;2;1;12713218117195334043;4417418011230010343;56099
60;50;12240;0;331;GISXPIDX;0;0;278;1707915002068484352;9991661976563284811;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707915002068484352;9991661976563284811;230;10;495012502;-6986273914479414334;5;45;3502061298292015805;7651677932147154247;40374
60;50;12240;0;331;GISXPIDX;0;0;279;1707915002069266688;15639601310791700148;K2CDWGISXPIDX;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;1707915002069266688;15639601310791700148;165;6;687165927;7552085975145179914;1;118;14891587689884224172;9220919015240009266;64231
60;50;12240;0;331;GISXPIDX;0;0;280;1707915002070048000;3264888402627374382;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707915002070048000;3264888402627374382;81;15;177707962;1602145190890286409;7;138;17693836234965971731;-7723015073364967983;35603
60;50;12240;0;331;GISXPIDX;0;0;281;1707915002070834432;3443127803786954879;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707915002070834432;3443127803786954879;142;17;493822760;4499137743798162398;4;26;7890263901870956126;8480559081703147373;35369
60;50;12240;0;331;GISXPIDX;0;0;282;1707915002071620864;15516782241803184662;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707915002071620864;15516782241803184662;107;6;993224417;-6873390147114930902;0;41;2955010062569032593;5446070958129062861;44855
60;50;12240;0;331;GISXPIDX;0;0;283;1707915002072411648;2546381082349357419;K2CDWGISXPIDX;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707915002072411648;2546381082349357419;172;6;906768783;1819696471534612203;3;161;18403827826753060211;-6593732152317337990;43166
60;50;12240;0;331;GISXPIDX;0;0;284;1707915002073195776;8110765509223088195;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707915002073195776;8110765509223088195;11;14;653494834;3423760602148376822;3;108;10979077719225211574;-542531005773405631;3760
60;50;12240;0;331;GISXPIDX;0;0;285;1707915002073978880;5627626641142985028;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;17038630954790900019;BG;wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F;DXt;2810650698;0;3380190096;7;1707915002073978880;5627626641142985028;182;9;577265363;-5163331368583540974;0;64;6063821867105942958;1775005862611556353;5910
60;50;12240;0;331;GISXPIDX;0;0;286;1707915002074770432;6148045082536703244;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707915002074770432;6148045082536703244;31;9;869985226;-8223636099539271509;3;68;7039480361606748066;-3805835555741163968;2548
60;50;12240;0;331;GISXPIDX;0;0;287;1707915002075549440;7493610972637226279;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707915002075549440;7493610972637226279;62;10;773384389;1636008625274048945;5;234;11196156253709943060;1709255291355850184;28050
60;50;12240;0;331;GISXPIDX;0;0;288;1707915002076337664;2008785975325841812;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707915002076337664;2008785975325841812;46;11;20640451;6648165088633010768;2;193;397227245536161051;4446993224664921981;38603
60;50;12240;0;331;GISXPIDX;0;0;289;1707915002077120000;2410103081594685795;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707915002077120000;2410103081594685795;158;99;56973008;9211331395937036719;4;44;6152340110578449041;3602601064626531875;61296
60;50;12240;0;331;GISXPIDX;0;0;290;1707915002077906944;5705226544746346715;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707915002077906944;5705226544746346715;118;10;137559582;-8467439710599211396;0;123;4947924131554827074;-6711907144727918394;43468
60;50;12240;0;331;GISXPIDX;0;0;291;1707915002078690560;2084368361436144321;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;5825477365447811885;23;6o0deIcAzGwYeAPtwJ0SD2Zlmd23R3Xw2T4U0oxzJsyTWk6u73ebgOeFjvXXsfi1koA5oy;cA4;2793246266;1;3358185533;7;1707915002078690560;2084368361436144321;37;8;77516395;-352330903278515635;3;12;9169057586066720067;322697311591052872;1337
60;50;12240;0;331;GISXPIDX;0;0;292;1707915002079483904;14933814986337997909;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707915002079483904;14933814986337997909;140;1;451829176;-7502089692960898530;1;42;13673281169491716482;8484182224231520917;14086
60;50;12240;0;331;GISXPIDX;0;0;293;1707915002080283648;15428198331664462481;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707915002080283648;15428198331664462481;39;10;923345875;-8582370413574915491;7;52;3372353932942423056;-2864740843197708489;60277
60;50;12240;0;331;GISXPIDX;0;0;294;1707915002081068288;14766178184187304031;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707915002081068288;14766178184187304031;210;4;120173096;7371165481908389875;7;116;10923123432833983351;3466373915010820261;6828
60;50;12240;0;331;GISXPIDX;0;0;295;1707915002081852160;7371012582295201211;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707915002081852160;7371012582295201211;102;9;785304035;175501893227192596;6;121;11485030299090744360;3649013805342978731;61196
60;50;12240;0;331;GISXPIDX;0;0;296;1707915002082646528;5948757349259588958;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707915002082646528;5948757349259588958;191;15;372840;-8955902933707383269;4;129;4721083317521814170;-4618165511439254957;12563
60;50;12240;0;331;GISXPIDX;0;0;297;1707915002083437568;10554386141366531498;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707915002083437568;10554386141366531498;46;5;243374731;-8691907808515914891;1;106;6586585491089887459;-8473094039750492148;45062
60;50;12240;0;331;GISXPIDX;0;0;298;1707915002084229120;6981820374759557766;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707915002084229120;6981820374759557766;26;10;955146857;-5671328475214675279;2;213;14476791859810575470;-3892699180590238773;63898
60;50;12240;0;331;GISXPIDX;0;0;299;1707915002085010432;16706254626871470411;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;1707915002085010432;16706254626871470411;93;4;778983872;-5992048819761936558;4;93;10422949429570212173;-300619143840270067;2546
60;50;12240;0;331;GISXPIDX;0;0;300;1707915002085800448;11922925034019386006;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707915002085800448;11922925034019386006;202;7;56973008;7623376670938898088;0;156;9488887774939060192;6550455786490232127;30766
60;50;12240;0;331;GISXPIDX;0;0;301;1707915002086583552;10600484943343093838;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707915002086583552;10600484943343093838;134;10;418664403;4338278701806689393;2;231;11147589684144862074;8263690126218435741;19400
60;50;12240;0;331;GISXPIDX;0;0;302;1707915002087368448;9853524866469861853;K2CDWGISXPIDX;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707915002087368448;9853524866469861853;132;10;880524655;8524165154460687658;4;44;13608311799788519685;-6666517380192476563;60174
60;50;12240;0;331;GISXPIDX;0;0;303;1707915002088150528;9328482641562107657;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707915002088150528;9328482641562107657;108;9;782873053;7064601568723505579;5;111;2443169519946371447;1858795850241749466;14520
60;50;12240;0;331;GISXPIDX;0;0;304;1707915002088934656;2932996594699394333;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707915002088934656;2932996594699394333;238;2;20640451;-7146462294375444276;7;49;16213661545032500948;-7824151505236724043;4056
60;50;12240;0;331;GISXPIDX;0;0;305;1707915002089738752;13988919647655299860;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707915002089738752;13988919647655299860;142;17;583228200;-6079114456224954280;4;28;16101979265329100198;2839011675397578926;55980
60;50;12240;0;331;GISXPIDX;0;0;306;1707915002090518784;3056773909801193752;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707915002090518784;3056773909801193752;61;5;397856163;-6473972757263175980;1;252;16854042807536759508;-7507197244610982586;46951
60;50;12240;0;331;GISXPIDX;0;0;307;1707915002091302912;11719476740563724356;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707915002091302912;11719476740563724356;36;11;506920201;2745721771789545958;2;236;4067618672603429773;-6127001361063243290;10509
60;50;12240;0;331;GISXPIDX;0;0;308;1707915002092090624;6066519129712476693;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707915002092090624;6066519129712476693;132;99;921949621;6109017866860820502;1;46;7218371729985237034;-4863132479775234402;48275
60;50;12240;0;331;GISXPIDX;0;0;309;1707915002092872704;10631563116672328505;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;17038630954790900019;BG;wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F;DXt;2810650698;0;3380190096;7;1707915002092872704;10631563116672328505;25;1;577265363;-2494176818383990091;0;209;7856754058406949256;8665788238616106264;57175
60;50;12240;0;331;GISXPIDX;0;0;310;1707915002093654272;15467660732998064934;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707915002093654272;15467660732998064934;133;17;840406118;-3046809202553133442;5;96;11297962201847801471;4784865305346329217;42062
60;50;12240;0;331;GISXPIDX;0;0;311;1707915002094437376;7814909768803102282;K2CDWGISXPIDX;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707915002094437376;7814909768803102282;160;15;495012502;1090423335778950503;3;197;15243491819769600766;-9047414829581622426;29736
60;50;12240;0;331;GISXPIDX;0;0;312;1707915002095219968;6983461706239104610;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707915002095219968;6983461706239104610;50;8;608805387;9202090315358409286;7;53;4721212846444253624;1695169520525873723;18154
60;50;12240;0;331;GISXPIDX;0;0;313;1707915002096006912;2740375561660093540;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707915002096006912;2740375561660093540;45;1;135619081;3561279502066866247;7;175;28080138725109707;-8263799686476621853;30431
60;50;12240;0;331;GISXPIDX;0;0;314;1707915002096789248;2252227610979239759;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707915002096789248;2252227610979239759;165;9;136283212;-198461473136049699;5;184;13075097686358124584;4093232909356101454;35632
