msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookIn;clientOrderID;eMM;eventId;firmID;orderID;originalClientOrderID;symbolIndex;oESessionID;sequenceTime;orderQualifiers;MSC_eventClientIDShortCode_1;MSC_eventExecWFirmShortCode_1 
107;87;12015;0;331;2BLKPTOL;7;0;349;1707914901673750016;8803398617731247443;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707914901673750016;8803398617731247443;22;1706095058497993314;-7249344517363110421;9;7528223845302271870;VeA9PVZI;7776323900461587668;-1538450696926743174;361807266;3105663504465519250;1706095058498002551;6;-1210841772;630287603
107;87;12015;0;331;2BLKPTOL;7;0;371;1707914901713527552;17611438098679089570;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914901713527552;17611438098679089570;20;1706095058508189239;-5723929826220369706;15;1512939014572649200;CrmiPOM7;6214375588398385943;-4638784224875325706;83351337;2684962311427207794;1706095058508198423;3;1532761385;-1910003683
107;87;12015;0;331;2BLKPTOL;8;0;156;1707914901041833728;16387058800874536831;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901041833728;16387058800874536831;20;1706095058466751990;-4363824580060838294;17;2330093578480350477;2bAOr18i;6356201485457100913;1702937238884795149;586880250;8838919451255569970;1706095058466760991;0;1476941984;77834473
107;87;12015;0;331;2BLKPTOL;8;0;157;1707914901052936704;12241459788724008166;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914901052936704;12241459788724008166;9;1706095058467636287;-6400921673807635958;15;16527258133840784778;EBo41qAb;12466298869549551074;-1019094186586310264;845948744;5405214829177773150;1706095058467645271;1;579568942;-1446584832
107;87;12015;0;331;2BLKPTOL;8;0;158;1707914901057528064;12232936113295885049;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914901057528064;12232936113295885049;15;1706095058468043380;-5907388185255956369;10;3505832181121453304;VHVePPfh;9036242997927756737;3072077141680229970;142043921;2156571041875385943;1706095058468052431;6;1534968100;-1673293410
107;87;12015;0;331;2BLKPTOL;8;0;159;1707914901065153280;15357580598938133924;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901065153280;15357580598938133924;22;1706095058468761267;-4275844966760183347;1;12564682459131070971;wT9huiWw;15230546169612575689;-1304217824196272766;468896029;518570017152622076;1706095058468770268;0;-1334185795;-843480133
107;87;12015;0;331;2BLKPTOL;8;0;160;1707914901075835648;17191029765577178841;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914901075835648;17191029765577178841;6;1706095058469858375;-6941146214061994280;5;1444659086278313666;DsibeshB;17768522923279577119;-8783551209436200668;345150432;4265774414844528106;1706095058469867585;5;-93876180;-1352274966
107;87;12015;0;331;2BLKPTOL;8;0;161;1707914901078885120;10763200133451776541;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914901078885120;10763200133451776541;20;1706095058470187149;-7913266207530164178;9;2208545555188097128;NTs0OKim;5695484487948289292;-2347805172845965727;338352934;11428359180819238239;1706095058470196439;3;-1552911412;45152770
107;87;12015;0;331;2BLKPTOL;8;0;162;1707914901088535808;18085891215533388375;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914901088535808;18085891215533388375;6;1706095058471235741;6147853404007744157;15;9075573855531126590;pdTLUzs8;679839794448163552;8169055302513994694;20640451;16594467539613978426;1706095058471245034;2;-363266360;699125186
107;87;12015;0;331;2BLKPTOL;8;0;163;1707914901093430016;13813494780058509338;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914901093430016;13813494780058509338;7;1706095058471783892;5399631507612280268;2;6415844551322223132;gPiA1MgH;7089332335628774878;-7551017883231481002;105108297;9455627733592486603;1706095058471793016;2;1476947676;1592471811
107;87;12015;0;331;2BLKPTOL;8;0;228;1707914901281422336;1160557513183426509;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914901281422336;1160557513183426509;12;1706095058473314956;5519672380651149760;6;993834705703502713;fPP85n7x;2404746060448281437;5277018767198142875;911319188;9091147944430796713;1706095058473324468;5;1027308881;626177726
107;87;12015;0;331;2BLKPTOL;8;0;229;1707914901282996224;18363511705345070323;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;1707914901282996224;18363511705345070323;6;1706095058473513192;727756804981750837;14;1850548171890764432;Yl5EPD6M;8071319008459686849;-7934327160578046769;703220993;6708616947854150074;1706095058473522557;3;1267588523;717982758
107;87;12015;0;331;2BLKPTOL;8;0;230;1707914901284540672;11560553974399387483;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9607954405898040147;M0;jBvQLfCUaDTDRXO4nr0UuFYqDGnNvjcmsoxwNrf4sMSpOkPfRkA5FixoCGLynGRKvmTgwQ;65k;1518471675;0;3902323836;7;1707914901284540672;11560553974399387483;17;1706095058473718740;-3892533589535370053;15;11788872343947020396;ki2D5t7S;7326192078716900;557946145393362253;912775729;1782071716498327879;1706095058473728093;6;1653647858;555484587
107;87;12015;0;331;2BLKPTOL;8;0;231;1707914901293822720;18224043079476337634;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707914901293822720;18224043079476337634;4;1706095058474972387;7599275107973471635;4;15205889212677569337;ZGUBwiWi;13566171015353645072;6900767888978985367;984029995;9602349122420569348;1706095058474981673;1;-1112349033;1136707791
107;87;12015;0;331;2BLKPTOL;8;0;232;1707914901318273792;3182479459517142343;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914901318273792;3182479459517142343;6;1706095058478637373;8762288167911741434;4;6688105108143772956;gxqs5zVs;14014674272773671724;-1134396707020693824;354837546;11856078431652798372;1706095058478646661;6;1220633481;-629999728
107;87;12015;0;331;2BLKPTOL;8;0;333;1707914901601881088;18145234681803761611;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914901601881088;18145234681803761611;20;1706095058482838513;3481293517913464184;4;15424462097149611902;qHkyYSQx;3148534547474750398;-8451918205265941264;407985055;10660721523283500671;1706095058482847952;3;846496530;1059043307
107;87;12015;0;331;2BLKPTOL;8;0;334;1707914901611111680;6633438183126288890;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901611111680;6633438183126288890;1;1706095058484529736;-9123962360724794670;5;10626401353120206175;avZwQuzD;3919180928943243779;-8871461616386965376;198522762;12124337231046665149;1706095058484539070;5;-1711916052;-885710149
107;87;12015;0;331;2BLKPTOL;8;0;335;1707914901614169344;13306376526878823931;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914901614169344;13306376526878823931;3;1706095058485114159;8052890420544809406;7;10102333350431432684;iltFhpqh;11711765203872663759;6764908305602303365;243374731;17452364126203935568;1706095058485123540;3;-1710031659;390305007
107;87;12015;0;331;2BLKPTOL;8;0;336;1707914901626356736;16659085858161705225;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914901626356736;16659085858161705225;23;1706095058487510855;-2816430260557276969;7;6189514763943455159;Za0xhfUv;3712083877066918592;-3751212106221608134;896742034;4815614974919888288;1706095058487520102;3;-256967241;-1599516934
107;87;12015;0;331;2BLKPTOL;8;0;337;1707914901649265920;4181577477009664270;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914901649265920;4181577477009664270;9;1706095058492351225;6011998685195639902;2;14215917921089327798;zykmgZSr;2157150202709960258;-8485990807048938265;922513693;16956205029612644293;1706095058492360539;3;-566507274;1811249824
107;87;12015;0;331;2BLKPTOL;8;0;338;1707914901669165824;10768826233658629113;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914901669165824;10768826233658629113;15;1706095058496900873;-5524142110093365449;14;8845221987082187408;3ZxeYctt;13494930083383612735;-2948363494032366210;952282621;14326323353344607879;1706095058496910378;1;-1886982066;1348707839
107;87;12015;0;331;2BLKPTOL;8;0;339;1707914901678299648;10561762430964645654;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914901678299648;10561762430964645654;5;1706095058499102521;4148710333551267051;17;10123068821331889611;NmZ8RypU;2985005762252403090;-1655949686223974961;83351337;11585712086519394365;1706095058499111690;1;-737797393;-1537352022
107;87;12015;0;331;2BLKPTOL;8;0;358;1707914901705906944;16437856247056053068;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;1707914901705906944;16437856247056053068;14;1706095058506118800;-6995037187627587457;5;361227545466625332;DMGyngVm;6573618386886631828;-1238483371359252669;235516096;5891989461604159500;1706095058506128177;0;-1290902764;-2105970406
107;87;12015;0;331;2BLKPTOL;8;0;359;1707914901712006912;18200160727033585227;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901712006912;18200160727033585227;18;1706095058507770667;-847228510566475573;8;2642045105860070265;bwGdxjOK;7138822216577581844;7278664542701420944;880078379;12314599131390618798;1706095058507779892;6;284032665;1771215473
107;87;12015;0;331;2BLKPTOL;8;0;360;1707914901727264512;7136233855802448155;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914901727264512;7136233855802448155;6;1706095058512043649;-8707964456455740638;5;1771439723755935615;MMKB2g9Q;13052653952532937660;7939221307268852196;624214946;516017083128892238;1706095058512052855;4;1422056111;-1549964755
107;87;12015;0;331;2BLKPTOL;8;0;361;1707914901742526976;11627715992065951531;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7926209950832736966;7k;0jK2c6P4DrRkdYDx7coRvIFgfZtpGfo0DH97Pvs7sSmijPLwc17hsh6k149ffOW1gHpdiw;Pk0;3469556622;1;223330446;7;1707914901742526976;11627715992065951531;15;1706095058516509756;-8091043132835754689;11;529109370187772070;c7iQ05Q4;4499441599302126204;-7736246780437039592;361376530;14851599070624454080;1706095058516519321;2;-747456131;-1581008325
107;87;12015;0;331;2BLKPTOL;8;0;362;1707914901744043520;1990275872215681101;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914901744043520;1990275872215681101;20;1706095058516968031;4046292938956461893;10;13370781293268970717;GFHfHtID;13251980739601988286;-3210166148312220313;515238894;8226609547166502026;1706095058516977498;2;-36317353;1742846247
107;87;12015;0;331;2BLKPTOL;9;0;115;1707914901022843648;1122896683402655136;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914901022843648;1122896683402655136;16;1706095058465435071;6122117140886812650;15;11479921003561573549;0rgeBOwX;17565020524750789740;-1969092947579914042;45567501;3614857385413653379;1706095058465444102;2;1236960297;-1872047508
107;87;12015;0;331;2BLKPTOL;9;0;232;1707914901276682496;10793796514032045454;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914901276682496;10793796514032045454;19;1706095058472728410;-6379641290612450789;6;4977457639381818392;nIca9RyU;17536368999912218765;-1342498251982223982;315494969;11839551591134058704;1706095058472737834;0;973951791;1830099100
107;87;12015;0;331;2BLKPTOL;9;0;233;1707914901304536832;4061893929360384129;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901304536832;4061893929360384129;19;1706095058476513084;90513188820736977;15;6067114012863784199;PMZtj38T;10291481869234751824;-843457150053506282;135619081;5285003082005787415;1706095058476522167;5;-1473553685;-2058395161
107;87;12015;0;331;2BLKPTOL;9;0;234;1707914901325879296;6703433046635919845;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901325879296;6703433046635919845;18;1706095058479889361;-1228193317719169870;2;14812904074301022747;aOCNacR2;9969146651962564509;-1687595396969684874;839729658;678300924885532816;1706095058479898506;2;1968074461;-2016353713
107;87;12015;0;331;2BLKPTOL;9;0;345;1707914901595698432;5956922944490594585;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;1707914901595698432;5956922944490594585;17;1706095058481745912;-8869820886138877302;6;4130398323436509665;PZNsn7p1;11703893093162119566;3180729591810522791;79594686;6773225435797364459;1706095058481755415;1;-281207340;2098031125
107;87;12015;0;331;2BLKPTOL;9;0;346;1707914901623306496;12670327263329429580;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901623306496;12670327263329429580;1;1706095058486901985;396111186120385079;2;12133055464139620303;UYiQygxC;4255036682755842443;-4188264598715222671;359830187;7011554428660479014;1706095058486911339;3;-1127137881;994283792
107;87;12015;0;331;2BLKPTOL;9;0;347;1707914901634035456;3565511049710674609;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707914901634035456;3565511049710674609;8;1706095058489085450;1055579535895911724;14;8263547252368082401;CoQvQzos;4052409660416219429;8348031517841422502;495012502;15349296086654432920;1706095058489094802;5;-48441589;453882508
107;87;12015;0;331;2BLKPTOL;9;0;348;1707914901661521664;1071805794784224439;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901661521664;1071805794784224439;23;1706095058495118263;3763771668188900646;10;9851175016667064586;NmtpJb8P;8954162699750436023;9105275464981050043;125257059;10003167125488942758;1706095058495127518;6;195561615;1563336850
107;87;12015;0;331;2BLKPTOL;9;0;349;1707914901675262464;2051853151996522997;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914901675262464;2051853151996522997;9;1706095058498359751;4670732390078884341;8;9208656334389353178;rXxyx5eo;6552087950555139227;-7731326165428658096;468243658;4283535806616522404;1706095058498369012;0;-584270208;64749513
107;87;12015;0;331;2BLKPTOL;9;0;350;1707914901682881024;5158112623077350391;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901682881024;5158112623077350391;14;1706095058500220254;6371430899780056592;5;496858175527286093;17CFh2Vf;4621184376973976406;-1420597682757721901;193650200;3969125247176458532;1706095058500229352;3;1461219474;-391474809
107;87;12015;0;331;2BLKPTOL;9;0;351;1707914901684400128;11472868241662648475;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901684400128;11472868241662648475;5;1706095058500596434;-3644610619973236493;17;15997241112582321711;k5rrozEW;17454480252870100550;-4196496914100395378;48267691;5710165577116319976;1706095058500605757;0;397239611;-857854195
107;87;12015;0;331;2BLKPTOL;9;0;352;1707914901687451136;8226256725554761788;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914901687451136;8226256725554761788;20;1706095058501363492;7659511429816241781;9;380209553177762889;ZvLZ76kU;612971461182551813;-4245362037077696772;105538185;16046035773774765016;1706095058501372795;4;-231677321;-15652919
107;87;12015;0;331;2BLKPTOL;9;0;395;1707914901721168128;7812981730325189248;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901721168128;7812981730325189248;17;1706095058510310215;-1578757334380818073;11;11159674382503731100;lkBli7El;897130846689996905;-4922182903556222178;880078379;10699504077718796421;1706095058510319371;4;-1242903202;-494989416
107;87;12015;0;331;2BLKPTOL;9;0;396;1707914901722682624;5752029398065126134;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901722682624;5752029398065126134;10;1706095058510743252;-3784594793453888262;15;6721681583268345526;6X11gpPT;4557718535663231473;4176879862081486979;840406118;8382977452316780061;1706095058510752766;5;-1111847643;695827597
107;87;12015;0;331;2BLKPTOL;9;0;397;1707914901739474944;13706027758022672341;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901739474944;13706027758022672341;23;1706095058515596175;-712000155998954316;99;5749877322640031396;upqKTt2J;4387248746605143660;8596181521030655189;225699642;1820872156065957405;1706095058515605362;2;-183347284;1941538623
107;87;12015;0;331;2ETFPTOL;0;0;1804;1707914930020566016;777664197658399076;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;1707914930020566016;777664197658399076;11;1706095058465151493;-6581475379087920187;6;5026189611596523559;sMn6fMIk;94096428292011433;-5909397243882805181;836350944;17229578695269848527;1706095058465160790;6;-1475896043;-979221810
107;87;12015;0;331;2ETFPTOL;0;0;1805;1707914930031293696;17921806307061063750;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914930031293696;17921806307061063750;19;1706095058465844999;4674348425756080208;15;2979369816311218350;y8eUMlPG;13558087524649565870;-1023527689299767654;783519657;14747868709225124581;1706095058465854213;6;425661174;1307710028
107;87;12015;0;331;2ETFPTOL;0;0;1806;1707914930041922560;12082188116434122857;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914930041922560;12082188116434122857;15;1706095058466631206;1357418618539017639;9;17281167612499416419;dWdODpsZ;14564249141814520759;-4410978680865803808;742696025;15081515022613973023;1706095058466640170;1;-1045455045;-1452046120
107;87;12015;0;331;2ETFPTOL;0;0;1807;1707914930051036416;10785005664761431849;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914930051036416;10785005664761431849;2;1706095058467374854;-9072108865545449764;8;16629012634352755757;5IwUQZfP;11865114402602900771;2065791599424844156;726810605;12007201426152357707;1706095058467383714;1;-1708688822;-2064323219
107;87;12015;0;331;2ETFPTOL;0;0;1808;1707914930075442432;14512240063270791043;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;8695965697730502662;dW;YOhJY9QsMyy7kB0oDnWSP4wzHU6mY2lBGgr5xNESnl0A58iBpZmbFbk23YtnKFzQYZGuON;RgQ;574056598;0;1464455073;7;1707914930075442432;14512240063270791043;14;1706095058469691048;-9053152879269603402;6;15386939249564500519;FhcCefTa;16777623816975469024;-301994445791475359;659932215;14918789803584850146;1706095058469705134;0;584576590;-429926838
107;87;12015;0;331;2ETFPTOL;0;0;1809;1707914930098327552;4214478297885612079;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914930098327552;4214478297885612079;7;1706095058472345065;-6395441636053224807;7;12971634589604599961;ByAHMtjE;11131113775057829464;807261366487811753;25531303;15664726299609495727;1706095058472354191;3;414303833;-733691485
107;87;12015;0;331;2ETFPTOL;0;0;1810;1707914930115681536;16140039813508824008;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914930115681536;16140039813508824008;7;1706095058474334551;2461116725836507306;10;5243833147095081876;9sxOMq3c;1349132694723001358;7122184429995360465;765519849;15024189448629619239;1706095058474343817;0;-1730299348;1709851376
