msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;eventId;eventTime;priceType;symbolIndex;price;quantity;imbalanceQty;imbalanceQtySide;priceDate;sequenceTime 
89;79;12003;0;331;2ETFPTOL;0;0;2673;1707914931228111104;2764847252860511807;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914931228111104;2764847252860511807;11;11293349197009133565;1706095053140884890;27;571771961;436;429;12776595222587310719;2;322;1706095053140901829
89;79;12003;0;331;2ETFPTOL;0;0;2674;1707914931228898560;502330294726516243;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914931228898560;502330294726516243;9;4288168310845428945;1706095053141753127;25;471710007;449;415;11766092044931611992;0;151;1706095053141769623
89;79;12003;0;331;2ETFPTOL;0;0;2675;1707914931229679872;10661314341907613935;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914931229679872;10661314341907613935;17;10978698594089046575;1706095053142608822;25;857233523;357;407;17013711417425326517;2;205;1706095053142625139
89;79;12003;0;331;2ETFPTOL;0;0;2676;1707914931230468608;426143505458720368;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;9515101337159919625;Lq;kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6;U0S;1353536500;1;2729531948;7;1707914931230468608;426143505458720368;4;8001873420036699733;1706095053143477492;30;47741981;80;316;1373557978147470885;2;395;1706095053143493612
89;79;12003;0;331;2ETFPTOL;0;0;2677;1707914931231256576;14755675752387099283;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914931231256576;14755675752387099283;17;2741712821710213587;1706095053144344219;30;302074901;225;464;14819533389006918720;0;398;1706095053144360645
89;79;12003;0;331;2ETFPTOL;0;0;2678;1707914931232041728;17060979469084693537;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914931232041728;17060979469084693537;11;13755868974312429982;1706095053145211055;25;768715101;82;126;13462878274481257767;0;108;1706095053145227055
89;79;12003;0;331;2ETFPTOL;0;0;2679;1707914931232825600;2481356332919100259;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914931232825600;2481356332919100259;10;14304838977171820775;1706095053146078031;28;83351337;296;27;13641699439113364990;2;11;1706095053146094127
89;79;12003;0;331;2ETFPTOL;0;0;2680;1707914931233606144;18268127970808367162;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914931233606144;18268127970808367162;4;11568361832386577779;1706095053146942314;27;255231752;214;73;14975194657996341305;1;302;1706095053146958319
89;79;12003;0;331;2ETFPTOL;0;0;2681;1707914931234393856;5973377817654754244;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914931234393856;5973377817654754244;1;17514776650349109684;1706095053147807498;25;955146857;349;356;4424205153287993847;2;461;1706095053147823730
89;79;12003;0;331;2ETFPTOL;0;0;2682;1707914931235175168;15732519188557991095;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914931235175168;15732519188557991095;9;13726416936931398878;1706095053148670536;30;844959358;276;375;2827339810873065175;2;201;1706095053148686752
89;79;12003;0;331;2ETFPTOL;0;0;2683;1707914931235958016;1294070661141466133;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914931235958016;1294070661141466133;17;1873587002703172959;1706095053149536953;30;302074901;109;148;7990522377034496350;1;428;1706095053149552889
89;79;12003;0;331;2ETFPTOL;0;0;2684;1707914931236753408;16964954473788728423;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914931236753408;16964954473788728423;6;18332037934957785417;1706095053150400814;28;840387731;452;472;14826696838325383685;2;176;1706095053150416951
89;79;12003;0;331;2ETFPTOL;0;0;2685;1707914931237537024;4923028214009269090;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914931237537024;4923028214009269090;15;7152405259923711309;1706095053151264610;28;592228969;196;278;2191980392944271873;0;39;1706095053151280882
89;79;12003;0;331;2ETFPTOL;0;0;2686;1707914931238317824;3869838397472021154;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914931238317824;3869838397472021154;9;1007184548052655162;1706095053152129962;28;880524655;198;190;7540724990819576904;1;493;1706095053152145908
89;79;12003;0;331;2ETFPTOL;0;0;2687;1707914931239108608;14774427529535421110;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914931239108608;14774427529535421110;11;6784981822714827474;1706095053152994503;30;14113038;208;379;5228359710793934505;2;231;1706095053153010833
89;79;12003;0;331;2ETFPTOL;0;0;2688;1707914931239891200;9222904247936541633;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914931239891200;9222904247936541633;14;6553143663632742357;1706095053153862678;28;184047301;370;403;7196256768557748381;2;181;1706095053153879088
89;79;12003;0;331;2ETFPTOL;0;0;2689;1707914931240663040;8931711964117241521;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914931240663040;8931711964117241521;6;11068332946817149857;1706095053154731336;25;418664403;376;494;11873755345391720454;2;119;1706095053154747620
89;79;12003;0;331;2ETFPTOL;0;0;2690;1707914931241457408;6684766750077997319;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914931241457408;6684766750077997319;1;4898198139308663521;1706095053155594636;28;502919184;126;88;9141374097327435430;2;191;1706095053155610912
89;79;12003;0;331;2ETFPTOL;0;0;2691;1707914931242239488;11307398670491928215;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914931242239488;11307398670491928215;1;8463633591758276014;1706095053156462067;30;911319188;211;425;7892463789918982965;1;239;1706095053156478511
89;79;12003;0;331;2ETFPTOL;0;0;2692;1707914931243023360;16499248104655431813;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914931243023360;16499248104655431813;8;74911264570167091;1706095053157322482;28;225511348;259;188;7482196188041178483;1;177;1706095053157338312
89;79;12003;0;331;2ETFPTOL;0;0;2693;1707914931243805952;321363057876508137;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;3983510484137490242;dc;IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX;gSS;2337822234;0;121355362;7;1707914931243805952;321363057876508137;4;15698028225900124027;1706095053158191194;25;870348840;482;150;2066539697482709284;0;414;1706095053158207380
89;79;12003;0;331;2ETFPTOL;0;0;2694;1707914931244585984;11328138116911526607;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914931244585984;11328138116911526607;15;5272306680901378292;1706095053159055633;27;726810605;452;415;17598066003985557394;1;193;1706095053159071339
89;79;12003;0;331;2ETFPTOL;0;0;2695;1707914931245364736;16519262748816407265;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914931245364736;16519262748816407265;8;16718449889327901211;1706095053159922884;30;845948744;49;157;13016710470857191257;0;89;1706095053159939013
89;79;12003;0;331;2ETFPTOL;0;0;2696;1707914931246146560;12869566710919325486;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914931246146560;12869566710919325486;9;2629833895165780501;1706095053160790777;28;958972949;18;258;3163482084730156444;0;11;1706095053160806726
89;79;12003;0;331;2ETFPTOL;0;0;2697;1707914931246935040;12719166597384553968;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914931246935040;12719166597384553968;99;17112614807054756024;1706095053161657182;25;506920201;296;17;7342166830976225738;0;491;1706095053161673686
89;79;12003;0;331;2ETFPTOL;0;0;2698;1707914931247724800;3152239782528324267;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914931247724800;3152239782528324267;5;843860412019804325;1706095053162520388;28;785304035;305;112;10080354348720321948;2;110;1706095053162536516
89;79;12003;0;331;2ETFPTOL;0;0;2699;1707914931248503040;7151318524711494478;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914931248503040;7151318524711494478;9;14264267686026676321;1706095053163401583;25;352622121;33;262;5807532394878614228;1;386;1706095053163418244
89;79;12003;0;331;2ETFPTOL;0;0;2700;1707914931249290240;16017240040235637783;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914931249290240;16017240040235637783;1;12835317704498593687;1706095053164272612;28;51267762;143;321;1476983717403524750;2;287;1706095053164288785
89;79;12003;0;331;2ETFPTOL;0;0;2701;1707914931250076416;2685310198302334462;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;9222983221400517313;oi;nsSiNFv22775HnasYddBsXGpDWMQiL2lLW0ENLgtoMKC1O3HNSjc1tJWpuoMtjgByDoUQQ;8ZD;2235014983;0;2553562222;7;1707914931250076416;2685310198302334462;10;11529395958010353707;1706095053165136263;30;132552347;266;164;11141383120482673264;1;296;1706095053165152536
89;79;12003;0;331;2ETFPTOL;0;0;2702;1707914931250858496;15096032620957468380;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;2;7Y;F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl;FVk;1;254;4294967293;7;1707914931250858496;15096032620957468380;4;10830792510272197252;1706095053165992252;27;225974287;254;104;11619499743084581572;2;99;1706095053166008171
89;79;12003;0;331;2ETFPTOL;0;0;2703;1707914931251635712;9941219209278345167;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914931251635712;9941219209278345167;11;3556836301655985936;1706095053166866902;25;687820829;459;283;16089176879245046191;2;188;1706095053166883420
89;79;12003;0;331;2ETFPTOL;0;0;2704;1707914931252425728;17343752401259623655;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914931252425728;17343752401259623655;14;5938764349750648311;1706095053167735548;27;840406118;225;408;13392944487998834844;1;382;1706095053167751672
89;79;12003;0;331;2ETFPTOL;0;0;2705;1707914931253213696;2195793064547765222;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;15737253087374332469;dI;tof6kmIROAfvkWLjZpYkX3liii7UCK8yfUeVHGhNggrriJKLr41MR12ZFKvGLxtSdMMZFU;iPI;108538112;0;2845375302;7;1707914931253213696;2195793064547765222;10;11432205475827252243;1706095053168599636;28;495012502;451;106;1297030262603926883;0;77;1706095053168616145
89;79;12003;0;331;2ETFPTOL;0;0;2706;1707914931253999360;10522564527086081189;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914931253999360;10522564527086081189;6;15758579668035521249;1706095053169470434;30;366139516;41;355;16768127917833995525;2;52;1706095053169486418
89;79;12003;0;331;2ETFPTOL;0;0;2707;1707914931254789888;6837333211233063314;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914931254789888;6837333211233063314;5;2269095406506326032;1706095053170337365;30;840406118;351;80;3164756510719556158;2;444;1706095053170353706
89;79;12003;0;331;2ETFPTOL;0;0;2708;1707914931255571712;9698743578696589165;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;1707914931255571712;9698743578696589165;6;5815913005505060808;1706095053171205328;30;411542454;352;16;10107946320618678700;1;355;1706095053171221447
89;79;12003;0;331;2ETFPTOL;0;0;2709;1707914931256357120;9648049414454420848;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;1707914931256357120;9648049414454420848;5;8736310292325052676;1706095053172069572;25;79594686;188;144;15638112257261852381;1;40;1706095053172098782
89;79;12003;0;331;2ETFPTOL;0;0;2710;1707914931257139712;1727464670273727975;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914931257139712;1727464670273727975;14;15222558473514005271;1706095053172971656;27;685651177;326;444;15809338683918151413;2;381;1706095053172988924
89;79;12003;0;331;2ETFPTOL;0;0;2711;1707914931257929984;8783006429246508951;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914931257929984;8783006429246508951;9;686119702957555528;1706095053173839922;27;198522762;277;56;9476712758109836606;1;422;1706095053173856783
89;79;12003;0;331;2ETFPTOL;0;0;2712;1707914931258714880;5480769055046313247;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;1707914931258714880;5480769055046313247;99;7707913381786633424;1706095053174705895;25;921949621;236;140;12197926010714503762;1;306;1706095053174722384
89;79;12003;0;331;2ETFPTOL;0;0;2713;1707914931259496192;17518629692725212783;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914931259496192;17518629692725212783;6;14200367830912983794;1706095053175574514;30;226183924;318;236;10875336599640084298;2;461;1706095053175591125
89;79;12003;0;331;2ETFPTOL;0;0;2714;1707914931260284928;12414101084126687205;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914931260284928;12414101084126687205;8;985204928832060584;1706095053176439833;27;624214946;129;365;11368277487009453895;2;68;1706095053176456195
89;79;12003;0;331;2ETFPTOL;0;0;2725;1707914931261065216;12677216352994774145;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914931261065216;12677216352994774145;4;4661795232761639343;1706095053177303867;30;326226168;491;106;992921928832762608;0;269;1706095053177320192
89;79;12003;0;331;2ETFPTOL;0;0;2726;1707914931261851392;11850803087913418166;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914931261851392;11850803087913418166;2;12775064153526803852;1706095053178164515;28;993224417;20;68;1934254869351974662;0;410;1706095053178180517
89;79;12003;0;331;2ETFPTOL;0;0;2727;1707914931262635776;1670780723752938003;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914931262635776;1670780723752938003;99;2000364219041538638;1706095053179029142;25;225699642;361;42;14576113799737323187;0;211;1706095053179045759
89;79;12003;0;331;2ETFPTOL;0;0;2728;1707914931263421696;12730362817977849336;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914931263421696;12730362817977849336;10;14433096361877362488;1706095053179896278;30;407371549;415;73;16520275156269733650;1;283;1706095053179912369
89;79;12003;0;331;2ETFPTOL;0;0;2729;1707914931264209408;1887051409196023845;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914931264209408;1887051409196023845;6;7247578253663111282;1706095053180753465;28;198522762;335;381;16185314919418112181;1;260;1706095053180769628
89;79;12003;0;331;2ETFPTOL;0;0;2730;1707914931264992768;1584660104821731664;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;4397524956389506157;Vj;I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK;TmD;1496310362;0;1842345775;7;1707914931264992768;1584660104821731664;5;15879213178909694292;1706095053181616715;27;263580681;259;24;5955139975685977234;1;204;1706095053181632738
89;79;12003;0;331;2ETFPTOL;0;0;2731;1707914931265780480;16854468465164805019;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914931265780480;16854468465164805019;2;4774808315066009724;1706095053182486658;27;184047301;74;432;9619410691141075073;1;106;1706095053182503003
89;79;12003;0;331;2ETFPTOL;0;0;2732;1707914931266566400;10997179041240945501;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;1707914931266566400;10997179041240945501;2;9247304932481060699;1706095053183355562;27;814610997;418;376;5480490815666513300;1;273;1706095053183372130
89;79;12003;0;331;2ETFPTOL;0;0;2733;1707914931267344896;6826010333768726335;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914931267344896;6826010333768726335;9;17137786456943041182;1706095053184217136;30;315339150;249;21;14435818814854015948;0;97;1706095053184233240
89;79;12003;0;331;2ETFPTOL;0;0;2734;1707914931268130048;5735930160150476436;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914931268130048;5735930160150476436;10;3667441048816457075;1706095053185085105;30;784339346;241;152;10167753900674480449;2;330;1706095053185101340
89;79;12003;0;331;2ETFPTOL;0;0;2735;1707914931268914432;16899164300231426441;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914931268914432;16899164300231426441;8;13865300349352154334;1706095053185953342;25;564169381;88;19;16660490504627705616;2;186;1706095053185969870
89;79;12003;0;331;2ETFPTOL;0;0;2736;1707914931269707008;4374753526863399578;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914931269707008;4374753526863399578;1;7657475769721571347;1706095053186821925;25;32654720;282;105;12559137626903701779;1;184;1706095053186838741
89;79;12003;0;331;2ETFPTOL;0;0;2737;1707914931270490624;13538179254456619204;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914931270490624;13538179254456619204;99;7877366668328868106;1706095053187681475;27;457170075;354;444;7912705142658726528;1;145;1706095053187702395
89;79;12003;0;331;2ETFPTOL;0;0;2738;1707914931271272960;10541409590065423890;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914931271272960;10541409590065423890;15;5071248248369982569;1706095053188546303;27;40139414;342;181;18038484639175064730;1;126;1706095053188562394
89;79;12003;0;331;2ETFPTOL;0;0;2739;1707914931272052224;7058373328747110320;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914931272052224;7058373328747110320;11;14484963015105164799;1706095053189417893;28;255231752;99;26;8657067650098830777;0;439;1706095053189434412
