HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;eMM;patternID;tickSizeIndexID;marketModel;lotSize;instUnitExp;orderEntryModel 
12224A;MTXCREFD;0;6;K2CDWMTXCREFD;1707914646307396352;15434023537638830673;331;1;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;681310362;8;2090;3;3;10296972582915070241;5;15
12224A;MTXCREFD;0;6;K2CDWMTXCREFD;1707914646307396352;15434023537638830673;331;1;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;681310362;9;39442;2;3;15523486179197726783;3;19
12224A;MTXCREFD;0;6;K2CDWMTXCREFD;1707914646307396352;15434023537638830673;331;1;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;681310362;14;3772;5;8;9569416600029329445;1;14
12224A;MTXCREFD;0;6;K2CDWMTXCREFD;1707914646307396352;15434023537638830673;331;1;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;681310362;5;65404;2;4;9410029470744279423;9;3
12224A;MTXCREFD;0;7;K2CDWMTXCREFD;1707914646314990848;12137890546486238699;331;1;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;564169381;5;42759;4;2;1744750670846664646;9;7
12224A;MTXCREFD;0;7;K2CDWMTXCREFD;1707914646314990848;12137890546486238699;331;1;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;564169381;17;24377;2;7;10154805002230870206;7;13
12224A;MTXCREFD;0;7;K2CDWMTXCREFD;1707914646314990848;12137890546486238699;331;1;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;564169381;8;54272;3;5;4960617111711847631;2;19
12224A;MTXCREFD;0;7;K2CDWMTXCREFD;1707914646314990848;12137890546486238699;331;1;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;564169381;1;2470;2;3;12197536201472858922;9;5
12224A;MTXCREFD;0;7;K2CDWMTXCREFD;1707914646314990848;12137890546486238699;331;1;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;564169381;17;37551;1;2;9680971866989131271;7;1
12224A;MTXCREFD;0;8;K2CDWMTXCREFD;1707914646322549248;16128496931735490621;331;1;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;189069970;15;4603;5;2;10285242703071204638;3;8
12224A;MTXCREFD;0;8;K2CDWMTXCREFD;1707914646322549248;16128496931735490621;331;1;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;189069970;10;17151;1;8;5952177262402185564;9;2
12224A;MTXCREFD;0;8;K2CDWMTXCREFD;1707914646322549248;16128496931735490621;331;1;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;189069970;9;6677;4;2;1286052244634708654;9;9
12224A;MTXCREFD;0;8;K2CDWMTXCREFD;1707914646322549248;16128496931735490621;331;1;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;189069970;11;41092;2;1;14102777723318855267;5;15
12224A;MTXCREFD;0;8;K2CDWMTXCREFD;1707914646322549248;16128496931735490621;331;1;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;189069970;2;50334;3;2;16731518961197961919;5;2
12224A;MTXCREFD;0;9;K2CDWMTXCREFD;1707914646330107648;9828206966824894878;331;1;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;179555593;6;30678;1;7;7601661724004192824;4;8
12224A;MTXCREFD;0;9;K2CDWMTXCREFD;1707914646330107648;9828206966824894878;331;1;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;179555593;8;30650;1;2;4211660648570396428;8;18
12224A;MTXCREFD;0;9;K2CDWMTXCREFD;1707914646330107648;9828206966824894878;331;1;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;179555593;6;1872;5;6;8969636171489814426;1;2
12224A;MTXCREFD;0;9;K2CDWMTXCREFD;1707914646330107648;9828206966824894878;331;1;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;179555593;15;19809;3;5;9096294685962147531;7;6
12224A;MTXCREFD;0;9;K2CDWMTXCREFD;1707914646330107648;9828206966824894878;331;1;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;179555593;10;12449;5;1;14047501958414875634;7;7
12224A;MTXCREFD;0;10;K2CDWMTXCREFD;1707914646337653504;9386335378575663983;331;1;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;129588308;9;10055;5;2;2230510784981924172;1;2
12224A;MTXCREFD;0;10;K2CDWMTXCREFD;1707914646337653504;9386335378575663983;331;1;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;129588308;2;46420;2;7;3947143711795416702;8;8
12224A;MTXCREFD;0;10;K2CDWMTXCREFD;1707914646337653504;9386335378575663983;331;1;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;129588308;17;287;5;5;9782664771395631186;3;16
12224A;MTXCREFD;0;10;K2CDWMTXCREFD;1707914646337653504;9386335378575663983;331;1;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;129588308;11;32619;5;4;16990095839131506938;1;14
12224A;MTXCREFD;0;10;K2CDWMTXCREFD;1707914646337653504;9386335378575663983;331;1;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;129588308;11;63594;2;4;12020282120707718464;3;18
12224A;MTXCREFD;0;11;K2CDWMTXCREFD;1707914646345270528;5147462354645039152;331;1;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;345150432;6;17190;5;8;14290388600092899189;7;13
12224A;MTXCREFD;0;11;K2CDWMTXCREFD;1707914646345270528;5147462354645039152;331;1;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;345150432;15;40417;3;2;12246760532243589995;4;13
12224A;MTXCREFD;0;11;K2CDWMTXCREFD;1707914646345270528;5147462354645039152;331;1;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;345150432;10;55444;1;7;14093331693711118389;1;11
12224A;MTXCREFD;0;11;K2CDWMTXCREFD;1707914646345270528;5147462354645039152;331;1;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;345150432;8;54594;1;6;11347220124453376456;7;5
12224A;MTXCREFD;0;11;K2CDWMTXCREFD;1707914646345270528;5147462354645039152;331;1;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;345150432;99;58040;4;6;6979598889700197892;8;11
12224A;MTXCREFD;0;12;K2CDWMTXCREFD;1707914646352811264;6048228306036543897;331;1;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;958972949;14;27400;4;7;11576280760552350714;7;12
12224A;MTXCREFD;0;12;K2CDWMTXCREFD;1707914646352811264;6048228306036543897;331;1;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;958972949;15;4197;3;6;15957141506986065155;7;7
12224A;MTXCREFD;0;12;K2CDWMTXCREFD;1707914646352811264;6048228306036543897;331;1;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;958972949;11;54672;5;8;14803092772242387767;9;14
12224A;MTXCREFD;0;12;K2CDWMTXCREFD;1707914646352811264;6048228306036543897;331;1;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;958972949;2;31657;2;7;9898138493039378469;8;17
12224A;MTXCREFD;0;12;K2CDWMTXCREFD;1707914646352811264;6048228306036543897;331;1;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;958972949;99;20872;4;6;16278367024725539251;7;1
12224A;MTXCREFD;0;13;K2CDWMTXCREFD;1707914646360346112;10470664044036900623;331;1;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;636453490;15;21184;4;7;8847982469132175539;2;2
12224A;MTXCREFD;0;13;K2CDWMTXCREFD;1707914646360346112;10470664044036900623;331;1;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;636453490;5;15584;2;2;15387197921273039953;2;18
12224A;MTXCREFD;0;13;K2CDWMTXCREFD;1707914646360346112;10470664044036900623;331;1;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;636453490;10;23468;4;1;4594779134042914349;8;11
12224A;MTXCREFD;0;13;K2CDWMTXCREFD;1707914646360346112;10470664044036900623;331;1;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;636453490;17;34120;1;6;6891322664351868966;5;4
12224A;MTXCREFD;0;13;K2CDWMTXCREFD;1707914646360346112;10470664044036900623;331;1;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;636453490;6;23013;1;8;16910570950008712232;5;6
12224A;MTXCREFD;0;14;K2CDWMTXCREFD;1707914646367910912;9906207919937752537;331;1;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;179056924;1;6382;3;6;12142945794855095981;3;1
12224A;MTXCREFD;0;14;K2CDWMTXCREFD;1707914646367910912;9906207919937752537;331;1;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;179056924;14;26084;2;8;16437671239276667498;5;20
12224A;MTXCREFD;0;14;K2CDWMTXCREFD;1707914646367910912;9906207919937752537;331;1;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;179056924;8;64450;2;5;16448691285988499858;3;8
12224A;MTXCREFD;0;14;K2CDWMTXCREFD;1707914646367910912;9906207919937752537;331;1;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;179056924;5;61073;3;1;13183484160057081038;4;11
12224A;MTXCREFD;0;14;K2CDWMTXCREFD;1707914646367910912;9906207919937752537;331;1;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;179056924;11;29771;3;2;9294253467718019481;2;12
12224A;MTXCREFD;0;15;K2CDWMTXCREFD;1707914646375481088;6080231994243178180;331;1;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;697925876;4;7270;2;8;6684203698994475309;2;12
12224A;MTXCREFD;0;15;K2CDWMTXCREFD;1707914646375481088;6080231994243178180;331;1;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;697925876;14;64808;3;2;6879021651575338388;8;11
12224A;MTXCREFD;0;15;K2CDWMTXCREFD;1707914646375481088;6080231994243178180;331;1;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;697925876;17;46587;4;7;3057553392661544735;8;5
12224A;MTXCREFD;0;15;K2CDWMTXCREFD;1707914646375481088;6080231994243178180;331;1;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;697925876;8;11451;3;4;17410595874282180846;4;3
12224A;MTXCREFD;0;15;K2CDWMTXCREFD;1707914646375481088;6080231994243178180;331;1;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;697925876;10;17711;4;8;6782047169963607486;7;14
12224A;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;7;56430;3;1;10363723862124714202;5;7
12224A;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;15;26338;3;6;2067966684597872264;1;21
12224A;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;14;35933;2;5;3221594933214343073;5;6
12224A;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;10;23847;2;8;11668420272338894933;7;13
12224A;MTXCREFD;0;16;K2CDWMTXCREFD;1707914646383073280;11857747682458020363;331;1;ATFX;DSS_CDW_test;7;7;7;10618195290529947463;CQ;GQqjhpa21VTx8TCkBpV5FR3FvznQLLX5XON6mxg1QJYybU1mVnQboceOSJZM9WByB7QICD;AAq;2681927103;0;40643180;7;703220993;15;49848;4;6;4904252021271752701;5;10
12224A;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;17;39727;3;2;5809451933537240117;9;13
12224A;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;1;35436;5;1;6900293775289694380;3;1
12224A;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;4;40171;1;4;2127239429748012509;3;21
12224A;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;4;30476;4;8;14083601098096815185;2;5
12224A;MTXCREFD;0;17;K2CDWMTXCREFD;1707914646390644480;4954037525963078187;331;1;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;282931915;6;63982;1;5;17254300493289737574;3;21
12224A;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;4;15536;3;7;1446486757599542173;4;16
12224A;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;17;3416;2;6;107556234757623506;1;9
12224A;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;17;39714;1;5;18096117054447101888;9;19
12224A;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;1;12910;5;3;8504227750726042013;5;15
12224A;MTXCREFD;0;18;K2CDWMTXCREFD;1707914646398193152;3208967539324081357;331;1;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;685651177;1;31453;2;8;13096628838125820245;7;5
12224A;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;10;13460;4;4;16553924096535843632;1;9
12224A;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;99;22956;1;7;14009815186882607661;5;15
12224A;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;17;60561;4;1;16582845319125859758;5;3
12224A;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;2;60589;4;7;8210391957150742070;2;14
12224A;MTXCREFD;0;19;K2CDWMTXCREFD;1707914646405852672;15224148101224288277;331;1;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;946518645;11;30888;3;5;8744328075513328853;7;5
12224A;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;9;57343;5;1;13071775506156963550;3;20
12224A;MTXCREFD;0;20;K2CDWMTXCREFD;1707914646413423104;4502762413317996817;331;1;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;843359534;10;63915;2;7;14436509937696248497;8;9
