msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;aFQReason;bookOUTTime;eMM;eventId;symbolIndex;firmID;aFQIndicator;oESessionID;sequenceTime 
73;63;12051;0;331;2ETFPTOL;0;0;1983;1707914930078445056;5337953700322860470;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914930078445056;5337953700322860470;3;1706095060382274946;10;16247735138021215168;468243658;gzBhwmSs;46;10230266429277000278;1706095060382283477
73;63;12051;0;331;2ETFPTOL;0;0;1984;1707914930082425344;12802590623333170723;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914930082425344;12802590623333170723;4;1706095060383417381;5;5424225393757745398;519103305;N7yyLYyq;51;3193248248888873784;1706095060383425747
73;63;12051;0;331;2ETFPTOL;0;0;1985;1707914930084014848;18094555352588331305;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914930084014848;18094555352588331305;4;1706095060383888288;10;14648497348763909630;584956955;hXqFARax;174;16237503197785942079;1706095060383896747
73;63;12051;0;331;2ETFPTOL;0;0;1986;1707914930086457088;5331388857180632286;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914930086457088;5331388857180632286;5;1706095060384603376;1;4042360343867730013;843359534;SFfnPpRE;177;13513250342453513583;1706095060384611673
73;63;12051;0;331;2ETFPTOL;0;0;1987;1707914930091292416;7146633618727378782;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914930091292416;7146633618727378782;1;1706095060386089134;14;859737658779810258;519103305;Q0BYTmaC;78;11073619575327708775;1706095060386097681
73;63;12051;0;331;2ETFPTOL;0;0;1988;1707914930093674752;17944063214271103977;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914930093674752;17944063214271103977;3;1706095060386854684;10;13694514655114363422;317605844;KWqsdJaX;137;5250482766352772197;1706095060386863170
73;63;12051;0;331;2ETFPTOL;0;0;1989;1707914930108904960;3003736445458419820;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914930108904960;3003736445458419820;2;1706095060392116303;5;4304437853684895576;451829176;3YY5lEMV;86;17570311025660557279;1706095060392124771
73;63;12051;0;331;2ETFPTOL;0;0;1990;1707914930370025216;2026233983036925533;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914930370025216;2026233983036925533;2;1706095060395145261;6;2798408530587701612;733634346;kfJhKLRx;45;15074707920742792880;1706095060395153739
73;63;12051;0;331;2ETFPTOL;0;0;1991;1707914930383555072;15480361594766594115;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914930383555072;15480361594766594115;3;1706095060400415405;7;15071356010783556608;32654720;dWaY0jWc;229;9468862832368815767;1706095060400424038
73;63;12051;0;331;2ETFPTOL;0;0;1992;1707914930388001536;15744507388504784280;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;14761009529419667952;aD;mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl;oqS;3649434989;1;2752062206;7;1707914930388001536;15744507388504784280;1;1706095060402165312;7;17528361822343865095;911386486;X4Qhq4yE;205;5184232368613048691;1706095060402173737
73;63;12051;0;331;2ETFPTOL;0;0;1993;1707914930394390784;4517989265315189639;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914930394390784;4517989265315189639;3;1706095060405035414;2;1023843580237676520;958873221;ZZLepR1k;185;2285311451904328308;1706095060405043932
73;63;12051;0;331;2ETFPTOL;0;0;1994;1707914930398409984;17745026397825149077;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914930398409984;17745026397825149077;4;1706095060406883659;8;10015106834188923624;857233523;H7eC2Gdw;56;14064253715172554170;1706095060406892288
73;63;12051;0;331;2ETFPTOL;0;0;1995;1707914930419906048;12638370927418800137;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914930419906048;12638370927418800137;3;1706095060417638616;6;13093989954583913286;743125215;puWe4Nl7;1;15596239782485227308;1706095060417647189
73;63;12051;0;331;2ETFPTOL;1;0;403;1707914930012066816;3663379703018423592;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914930012066816;3663379703018423592;3;1706095060369875565;5;118574432475107563;306138594;Ov0uTl5A;223;13927389401757267481;1706095060369884075
73;63;12051;0;331;2ETFPTOL;1;0;404;1707914930019366912;15944922804932601747;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914930019366912;15944922804932601747;4;1706095060370630937;6;14139767416915363936;579919728;Zwqsp9ei;224;18304919522851783139;1706095060370639721
73;63;12051;0;331;2ETFPTOL;1;0;405;1707914930032140544;7500518542977519170;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914930032140544;7500518542977519170;5;1706095060372331465;99;4357933717532895040;958873221;x3M9QXZy;148;5226041279706276947;1706095060372339867
73;63;12051;0;331;2ETFPTOL;1;0;406;1707914930033757952;16903570641888200026;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914930033757952;16903570641888200026;2;1706095060372574779;10;9367182791353025732;468243658;Fc7t2k1N;120;10934811584536479685;1706095060372583227
73;63;12051;0;331;2ETFPTOL;1;0;407;1707914930036157952;5057622663940717390;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914930036157952;5057622663940717390;2;1706095060372950662;4;8124905586536376702;213949604;zuD9BTP7;177;12101694682597434724;1706095060372959029
73;63;12051;0;331;2ETFPTOL;1;0;408;1707914930036962560;13065461075898796079;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914930036962560;13065461075898796079;1;1706095060373078241;15;3944652924178396650;137559582;DaMng7ts;212;8992827545761189495;1706095060373086670
73;63;12051;0;331;2ETFPTOL;1;0;409;1707914930050452736;16060206834269642285;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914930050452736;16060206834269642285;3;1706095060375531090;15;17165796117140775493;687820829;cjykH7uX;24;14123888675439883527;1706095060375539622
73;63;12051;0;331;2ETFPTOL;1;0;410;1707914930088060416;8311910656173017848;K2CDW2ETFPTOL02;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914930088060416;8311910656173017848;4;1706095060385093670;14;1323592068227116071;971929135;rxRdbmUm;205;6306829542517344379;1706095060385102150
73;63;12051;0;331;2ETFPTOL;1;0;411;1707914930112097024;13646578448972754454;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914930112097024;13646578448972754454;3;1706095060392708920;1;5827376174663913003;270958719;pC1RUYrn;134;7756412507903728065;1706095060392717353
73;63;12051;0;331;2ETFPTOL;1;0;412;1707914930366254848;15916409994285621670;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914930366254848;15916409994285621670;2;1706095060394217608;11;2811791824276343173;515238894;CqsG4ydJ;14;8100344025998621762;1706095060394226023
73;63;12051;0;331;2ETFPTOL;1;0;413;1707914930368363520;4769843935260028965;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914930368363520;4769843935260028965;1;1706095060394524141;17;8465731535182821867;869985226;5SMclKP2;108;10348762863894443087;1706095060394532549
73;63;12051;0;331;2ETFPTOL;1;0;414;1707914930374076928;10647884242432768195;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914930374076928;10647884242432768195;5;1706095060396730788;2;11802622669050640684;830866530;8psvqIuV;63;4478011366132950970;1706095060396739208
73;63;12051;0;331;2ETFPTOL;1;0;415;1707914930379715072;4308690850850138607;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914930379715072;4308690850850138607;4;1706095060399032538;14;15964228730031825139;168342053;yzaIPYDu;234;7574585895215543747;1706095060399040949
73;63;12051;0;331;2ETFPTOL;1;0;416;1707914930390398976;12025082393569352474;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707914930390398976;12025082393569352474;4;1706095060403229200;1;15981553313919337990;236162361;AyJ6gzhm;220;16419937900015323839;1706095060403237721
73;63;12051;0;331;2ETFPTOL;1;0;417;1707914930392804864;1674304945785797241;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914930392804864;1674304945785797241;2;1706095060404307496;17;5933798265257009854;168342053;cdlb45Mr;232;12979300306391350177;1706095060404315950
73;63;12051;0;331;2ETFPTOL;1;0;418;1707914930407973888;519947747658219214;K2CDW2ETFPTOL02;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914930407973888;519947747658219214;3;1706095060411518576;11;1115342270252272815;315339150;nuEZNu4Z;61;16307485895994761942;1706095060411527028
73;63;12051;0;331;2ETFPTOL;1;0;419;1707914930411145216;15572014177723629501;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914930411145216;15572014177723629501;2;1706095060413113973;15;7051130567313066791;338352934;mdj8w6px;239;6261085189287516868;1706095060413122368
73;63;12051;0;331;2ETFPTOL;1;0;420;1707914930417524224;13135501995060802968;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914930417524224;13135501995060802968;5;1706095060416382591;4;5620778992004244630;840387731;XO1rQ7uW;2;7000423285903591139;1706095060416391028
73;63;12051;0;331;2ETFPTOL;2;0;395;1707914930022549248;11988094353958782727;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914930022549248;11988094353958782727;3;1706095060371012540;9;4327380837326539061;946518645;QunWqAV3;184;5640994332874960056;1706095060371020928
73;63;12051;0;331;2ETFPTOL;2;0;396;1707914930031344640;8542211739099358007;K2CDW2ETFPTOL03;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914930031344640;8542211739099358007;5;1706095060372207199;14;18162280427478960513;179555593;ouSFtVt9;145;15029508245274239608;1706095060372215533
73;63;12051;0;331;2ETFPTOL;2;0;397;1707914930037772544;486199595092425089;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914930037772544;486199595092425089;4;1706095060373206585;1;2221522194139862197;850417414;FoB4zcTb;109;1044630757104991700;1706095060373214926
73;63;12051;0;331;2ETFPTOL;2;0;398;1707914930040157184;10804826369800842213;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914930040157184;10804826369800842213;3;1706095060373602335;10;6786300073412724553;542212191;wkVwayQF;215;13623874673808104813;1706095060373610570
73;63;12051;0;331;2ETFPTOL;2;0;399;1707914930068018688;17512286669617333278;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914930068018688;17512286669617333278;3;1706095060379508122;6;14324557107300937975;326226168;5CC3PmS6;55;17236396924106646059;1706095060379516597
73;63;12051;0;331;2ETFPTOL;2;0;400;1707914930075240960;1225338140381483738;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914930075240960;1225338140381483738;3;1706095060381391081;7;17080798365233672074;190979236;qPX0blaC;104;18265377742791429908;1706095060381399528
73;63;12051;0;331;2ETFPTOL;2;0;401;1707914930079233280;9495676207079163021;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914930079233280;9495676207079163021;4;1706095060382500221;15;10043998194618727548;105108297;pkZMKCkz;252;17358082827510135794;1706095060382508862
73;63;12051;0;331;2ETFPTOL;2;0;402;1707914930083225600;7048698038422702598;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914930083225600;7048698038422702598;4;1706095060383649108;5;15162415704811400902;225699642;PxMgiyga;4;17328452208971797383;1706095060383657696
73;63;12051;0;331;2ETFPTOL;2;0;403;1707914930084842496;18393705830698221877;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914930084842496;18393705830698221877;4;1706095060384125525;4;1942991832489520507;955146857;wXLc7Nyz;6;7417691491327837806;1706095060384134022
73;63;12051;0;331;2ETFPTOL;2;0;404;1707914930092885760;14093866035756826142;K2CDW2ETFPTOL03;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914930092885760;14093866035756826142;5;1706095060386595958;2;3137211139295303062;138846668;PWjriLoz;191;10333159300821693094;1706095060386604277
73;63;12051;0;331;2ETFPTOL;2;0;405;1707914930104105216;14332008314659316570;K2CDW2ETFPTOL03;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914930104105216;14332008314659316570;2;1706095060390375216;5;7532736664881195388;645935213;r6EFLZvM;50;2806516156020492978;1706095060390383630
73;63;12051;0;331;2ETFPTOL;2;0;406;1707914930110417920;12913086298406789327;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914930110417920;12913086298406789327;3;1706095060392410573;11;17166339210455968444;48267691;zUzsY8Pl;89;2185247058676769478;1706095060392419002
73;63;12051;0;331;2ETFPTOL;2;0;407;1707914930373269760;18237187287709008957;K2CDW2ETFPTOL03;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914930373269760;18237187287709008957;1;1706095060396408695;4;10859774099416791554;515238894;8OMCddeF;221;749040523731657326;1706095060396417199
73;63;12051;0;331;2ETFPTOL;2;0;408;1707914930384542976;6787802505641287518;K2CDW2ETFPTOL03;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914930384542976;6787802505641287518;1;1706095060400763579;7;17641416652987663643;783519657;3hthiNhx;110;5050247312164481417;1706095060400772207
73;63;12051;0;331;2ETFPTOL;2;0;409;1707914930391187712;6625836517993946714;K2CDW2ETFPTOL03;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914930391187712;6625836517993946714;3;1706095060403585705;15;14512200946895008803;135619081;14oLjd73;104;4046154177523792660;1706095060403594069
73;63;12051;0;331;2ETFPTOL;2;0;410;1707914930400823296;368784441164627195;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914930400823296;368784441164627195;2;1706095060408033677;9;1775629543389715194;882027164;2R4MBsz0;81;10793165967800185547;1706095060408042243
73;63;12051;0;331;2ETFPTOL;2;0;411;1707914930402422272;8013973299250028660;K2CDW2ETFPTOL03;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914930402422272;8013973299250028660;1;1706095060408796553;2;17435264983842287682;75493707;Jxqn04bD;25;10456323573034312314;1706095060408805143
73;63;12051;0;331;2ETFPTOL;2;0;412;1707914930413526784;602154387630202144;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914930413526784;602154387630202144;5;1706095060414324376;7;7135761068816165280;767156925;8lE7yVkG;248;9740810162295556099;1706095060414332922
73;63;12051;0;331;2ETFPTOL;2;0;413;1707914930415126528;6978681968678153558;K2CDW2ETFPTOL03;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914930415126528;6978681968678153558;2;1706095060415140451;99;13386546562396814381;941734235;dcLBMtio;245;3467050058231455788;1706095060415148915
73;63;12051;0;331;2ETFPTOL;2;0;414;1707914930418315264;9900096703039288499;K2CDW2ETFPTOL03;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914930418315264;9900096703039288499;3;1706095060416801742;8;13457333002910050112;27066957;zDpNeoQU;128;7222610315002424892;1706095060416810244
73;63;12051;0;331;2ETFPTOL;3;0;402;1707914930011245056;17049749212017224686;K2CDW2ETFPTOL04;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914930011245056;17049749212017224686;5;1706095060369800966;11;18250783670588164279;366139516;h71ViVYm;193;11921617377393231685;1706095060369809980
73;63;12051;0;331;2ETFPTOL;3;0;403;1707914930039361792;1268315308630471050;K2CDW2ETFPTOL04;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914930039361792;1268315308630471050;4;1706095060373469187;17;2514045613439534981;571771961;h4dY2gPC;215;7481909385330537750;1706095060373477665
73;63;12051;0;331;2ETFPTOL;3;0;404;1707914930045730304;964913764527758382;K2CDW2ETFPTOL04;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914930045730304;964913764527758382;1;1706095060374602256;7;13041600294976638812;418664403;JcrLv4yH;181;3139780051876512514;1706095060374610633
73;63;12051;0;331;2ETFPTOL;3;0;405;1707914930047302912;603830620678192471;K2CDW2ETFPTOL04;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914930047302912;603830620678192471;1;1706095060374904252;5;3649284345031103217;733634346;9sW10Ub3;27;1648436179058134420;1706095060374912556
73;63;12051;0;331;2ETFPTOL;3;0;406;1707914930080030720;10858553374811870326;K2CDW2ETFPTOL04;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914930080030720;10858553374811870326;4;1706095060382728889;11;11770521857682064188;588523366;cma05EuH;83;6267744613749952801;1706095060382737253
