msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;participantID;tradingGroupCode;participantCashAuthQualifiers;defaultCCPID;preferredCCPID;eRGCashSelfMonitoring;eRGCashClearerCode;sponsorFirmID;membershipRoleID;marketPlace;batchID;algorithmIndicator;dMAIndicator;coLocationIndicator
65;55;12221;0;331;MTXCREFD;0;;1744;1707914719082316544;14403789877067910562;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719082316544;14403789877067910562;a8ybig1X;Vm;0;7;9;192;haz9bdj2;IjUoPp7X;26675;2Bz;1;115;117;226
65;55;12221;0;331;MTXCREFD;0;;1745;1707914719083095552;1800070444599297849;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719083095552;1800070444599297849;nM2caT2O;AQ;1;7;9;146;ST9QN3WX;z9brallz;22773;ef1;1;0;69;94
65;55;12221;0;331;MTXCREFD;0;;1746;1707914719083873792;16367084942496972201;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719083873792;16367084942496972201;glXUhDmS;Os;2;0;0;79;ttryC4RZ;pSrrlrcM;14249;Bwj;1;40;25;59
65;55;12221;0;331;MTXCREFD;0;;1747;1707914719084666112;9983965398061160255;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719084666112;9983965398061160255;T2BR65HR;0i;0;7;5;104;cvrnYT1Q;giULU2ad;31404;IkR;1;25;153;213
65;55;12221;0;331;MTXCREFD;0;;1748;1707914719085455872;7403339359880601449;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719085455872;7403339359880601449;YQfs6exL;eT;2;7;0;246;d4ovwkE7;zhLx96FQ;51985;1O0;1;102;115;94
65;55;12221;0;331;MTXCREFD;0;;1749;1707914719086235648;16759574873857210538;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719086235648;16759574873857210538;UCrXMzVo;Tz;2;0;5;192;cIeGEHJ2;0wFu0gE2;30194;9EG;1;247;99;108
65;55;12221;0;331;MTXCREFD;0;;1750;1707914719087019008;995506301217533876;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719087019008;995506301217533876;hilbSaR2;gM;0;0;0;111;8JpvYPzJ;HsYqNK0N;13563;Sz1;1;152;201;89
65;55;12221;0;331;MTXCREFD;0;;1751;1707914719087802880;4342239815938244370;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719087802880;4342239815938244370;geKoRzpZ;dH;0;7;5;203;CcFvJ299;74zAIaXd;45634;Hkh;1;52;131;0
65;55;12221;0;331;MTXCREFD;0;;1752;1707914719088578304;12927130071599211123;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719088578304;12927130071599211123;Zrjmvwsc;Ie;1;1;3;3;ctAiW8sj;zJB1F0aF;9144;bi8;1;145;55;180
65;55;12221;0;331;MTXCREFD;0;;1753;1707914719089364224;2564221539230962091;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719089364224;2564221539230962091;JA9MOoeU;rI;1;6;1;251;VffL0p7T;RM7crZfv;13434;9TD;1;197;13;164
65;55;12221;0;331;MTXCREFD;0;;1754;1707914719090153728;12056527815499593604;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719090153728;12056527815499593604;ubYbFznF;Lu;0;1;6;75;A8orCym1;8Vir0m4V;45881;XHt;1;144;226;234
65;55;12221;0;331;MTXCREFD;0;;1755;1707914719090936576;5208103010671623887;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719090936576;5208103010671623887;6f91NEOM;3B;2;7;9;68;DvGmBAns;3kiPNXpf;53883;ndx;1;148;82;32
65;55;12221;0;331;MTXCREFD;0;;1756;1707914719091716864;14250606477577312467;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719091716864;14250606477577312467;n17ZRpSW;OL;2;0;8;119;WBK5h1JX;GzUNgyPP;11927;JrS;1;173;141;105
65;55;12221;0;331;MTXCREFD;0;;1757;1707914719092493056;9592910904711409774;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719092493056;9592910904711409774;9JovEGmg;E1;2;7;1;55;3UmMIZJq;20ZQMpVs;32694;qJV;1;224;63;60
65;55;12221;0;331;MTXCREFD;0;;1758;1707914719093276160;6554401323202207475;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719093276160;6554401323202207475;NCk5u0wo;IG;1;1;8;17;bEoJ1OMT;OeUMSDSG;58475;eEh;1;1;129;62
65;55;12221;0;331;MTXCREFD;0;;1759;1707914719094067968;4679753040782611945;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719094067968;4679753040782611945;ftCAg2FF;V0;1;9;2;216;E35JqRnD;YaJZIP1v;29325;Cy4;1;96;205;231
65;55;12221;0;331;MTXCREFD;0;;1760;1707914719094847488;4745330111327620710;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719094847488;4745330111327620710;bohCfIql;z1;1;8;2;211;tmiKePIy;Yhfwj2BM;64513;L10;1;59;31;96
65;55;12221;0;331;MTXCREFD;0;;1761;1707914719095621376;9930139672050562054;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719095621376;9930139672050562054;wIcTqOJ9;ip;0;5;3;2;q5AY2Ngy;52NjZ9OM;20099;nwS;1;129;182;106
65;55;12221;0;331;MTXCREFD;0;;1762;1707914719096403968;12708846534483358398;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719096403968;12708846534483358398;YVkpg6uK;j2;2;9;5;183;AqpxQjrl;XjMZtaFl;9367;VCE;1;110;145;239
65;55;12221;0;331;MTXCREFD;0;;1763;1707914719097191936;2506480220535149974;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719097191936;2506480220535149974;THnfVsxB;69;1;9;9;153;B4zTVtQD;0DYOtdZg;19805;1t6;1;8;173;221
65;55;12221;0;331;MTXCREFD;0;;1764;1707914719097973504;9090248504576896932;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719097973504;9090248504576896932;wuSIWaEB;EW;0;1;2;158;uF7tzW8Q;M0UkniT7;35449;9QZ;1;7;250;59
65;55;12221;0;331;MTXCREFD;0;;1765;1707914719098760448;1361200719458903314;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719098760448;1361200719458903314;vdnhY0kd;nh;2;9;1;125;clXAFY4w;wDwadNAP;11103;wuC;1;248;214;76
65;55;12221;0;331;MTXCREFD;0;;1766;1707914719099539200;3934507906552143638;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719099539200;3934507906552143638;7NJqL5wL;sh;0;2;5;100;JmsJFaX3;ntU5kyRL;5588;qE4;1;8;208;104
65;55;12221;0;331;MTXCREFD;0;;1767;1707914719100327680;12925083099934922153;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719100327680;12925083099934922153;zezaiYNI;B3;2;8;5;104;4LPdnjYI;61fPPAqE;6000;pLG;1;27;35;204
65;55;12221;0;331;MTXCREFD;0;;1768;1707914719101111552;7014188083098380634;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719101111552;7014188083098380634;Z2Kza8xh;Qa;1;2;8;127;EycQVegt;oiEN7DF3;16943;vnF;1;33;146;173
65;55;12221;0;331;MTXCREFD;0;;1769;1707914719101896448;2067928997278744499;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719101896448;2067928997278744499;JlshT8bZ;dC;1;9;1;192;uohFmfZg;ccsFryDV;50475;Uw2;1;18;81;113
65;55;12221;0;331;MTXCREFD;0;;1770;1707914719102680064;3221849426931832540;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719102680064;3221849426931832540;TmTBs5GN;YR;2;1;8;126;tuBhryLe;TsntJwO4;7481;GHv;1;101;250;247
65;55;12221;0;331;MTXCREFD;0;;1771;1707914719103462656;6463146367527889855;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719103462656;6463146367527889855;DECqngov;xI;1;9;8;85;E9fkesWh;QYvvsAP7;31617;cIL;1;107;199;83
65;55;12221;0;331;MTXCREFD;0;;1772;1707914719104249088;10693551091032808200;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719104249088;10693551091032808200;OwR75MoW;Dn;0;6;7;83;fazDd365;PCwAPO3G;36390;MlQ;1;57;45;194
65;55;12221;0;331;MTXCREFD;0;;1773;1707914719105039872;4542384488763198261;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719105039872;4542384488763198261;hyKvaNA5;S6;2;5;6;186;CnUdMEYP;FzACaKk1;4760;qvL;1;187;190;222
65;55;12221;0;331;MTXCREFD;0;;1774;1707914719105830400;7574619730048526549;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719105830400;7574619730048526549;lpUYuGla;gD;2;1;9;138;dex2zslC;Cj93Mgke;54289;u7n;1;105;81;
65;55;12221;0;331;MTXCREFD;0;;1775;1707914719106608384;16764745716206792963;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719106608384;16764745716206792963;ygNEdUM4;eT;2;8;1;76;I9fC3dZg;2QJthWRA;38110;CAt;1;45;221;85
65;55;12221;0;331;MTXCREFD;0;;1776;1707914719107394560;17342862289997529530;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719107394560;17342862289997529530;IIjIkmw1;Lz;2;0;3;102;3X3DrYeW;xQrhG7E6;41299;UF0;1;247;106;207
65;55;12221;0;331;MTXCREFD;0;;1777;1707914719108183040;14059135691853201076;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719108183040;14059135691853201076;9YnSWD27;xW;1;0;9;151;D4kY095c;nqZeSIXe;19410;1Gm;1;182;182;56
65;55;12221;0;331;MTXCREFD;0;;1778;1707914719108961024;6378211721997822093;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719108961024;6378211721997822093;NTZ0tGfv;oS;0;2;9;3;uP0dp7yS;45NXlLzb;6781;9cy;1;106;110;138
65;55;12221;0;331;MTXCREFD;0;;1779;1707914719109754368;14545305131956504342;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719109754368;14545305131956504342;jtlx1sK5;t0;0;1;6;101;8uRAuUpE;pkZcn9z7;3675;ouv;1;122;129;48
65;55;12221;0;331;MTXCREFD;0;;1780;1707914719110542848;17559401549890378769;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719110542848;17559401549890378769;lzpbQn3E;82;0;3;6;86;mQkTYO9n;VI0nG2TF;30624;rFM;1;96;230;62
65;55;12221;0;331;MTXCREFD;0;;1781;1707914719111329024;5227097824748363507;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719111329024;5227097824748363507;U9Wz8vAU;a6;2;6;1;225;xxpMIEws;Zm5gdyWp;24973;Beq;1;177;242;62
65;55;12221;0;331;MTXCREFD;0;;1782;1707914719112110848;6710985118159430424;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719112110848;6710985118159430424;dQNSQN26;yr;0;0;7;117;jQMSvMe8;jBiKWGIb;38389;ONF;1;68;218;206
65;55;12221;0;331;MTXCREFD;0;;1783;1707914719112896512;8045676110105134512;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719112896512;8045676110105134512;xSXjRuqQ;3V;1;1;6;102;BnM3Y0o0;76uHxF9h;4939;LlO;1;63;90;1
65;55;12221;0;331;MTXCREFD;0;;1784;1707914719113676288;14235290942919355650;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719113676288;14235290942919355650;F5Jkzfh9;bm;0;3;2;212;0dLZ9cC1;TAWO3hsF;22957;fkh;1;198;138;138
65;55;12221;0;331;MTXCREFD;0;;1785;1707914719114465536;17260960571592279936;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719114465536;17260960571592279936;XrZAqQsX;r5;1;0;3;10;VQwxnslE;HGSI1YDy;53283;MTm;1;47;200;238
65;55;12221;0;331;MTXCREFD;0;;1786;1707914719115258368;2014169099474063824;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719115258368;2014169099474063824;DrII5p7t;aw;2;5;9;165;0C9srsFZ;0xem1zD3;61604;Iwc;1;211;93;235
65;55;12221;0;331;MTXCREFD;0;;1787;1707914719116048384;18177931017081742108;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719116048384;18177931017081742108;73LlWklj;D1;1;6;0;17;QA2qQoCF;N59ilqhL;44731;ZAm;1;232;196;74
65;55;12221;0;331;MTXCREFD;0;;1788;1707914719116835840;1329692736977031189;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719116835840;1329692736977031189;QWbqSK4b;SH;0;9;3;246;6HmlFPvY;382tQ1BH;43179;SnN;1;232;175;179
65;55;12221;0;331;MTXCREFD;0;;1789;1707914719117619712;3099774850249770917;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719117619712;3099774850249770917;yi1ROO5D;Ue;2;3;1;110;qBmR3Xov;8SDgafi9;57214;Rve;1;213;166;80
65;55;12221;0;331;MTXCREFD;0;;1790;1707914719118403840;16732388582473061751;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719118403840;16732388582473061751;euGH1rvV;7x;1;7;8;81;G0eJcru1;Y2tgEwzj;21584;F5D;1;60;229;243
65;55;12221;0;331;MTXCREFD;0;;1791;1707914719119195136;8282726423624169348;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719119195136;8282726423624169348;GV1BX5a2;oG;2;9;8;187;V88cEkzS;T260Juwk;25230;mjI;1;120;108;209
65;55;12221;0;331;MTXCREFD;0;;1792;1707914719119980032;5220724692320039800;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719119980032;5220724692320039800;9oNW4aXG;2N;0;7;1;156;rQI4eaoP;n4YyXbRQ;15110;Mtq;1;207;188;12
65;55;12221;0;331;MTXCREFD;0;;1793;1707914719120762112;15009384093973800858;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719120762112;15009384093973800858;Jh12jODv;PD;0;1;8;211;45QacABe;nuRC2k4G;29209;UOU;1;24;230;243
65;55;12221;0;331;MTXCREFD;0;;1794;1707914719121536512;11813377927306593068;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719121536512;11813377927306593068;PhS8x0TJ;Tz;0;0;5;231;dqI7vCKK;y2wNVcor;44795;dsk;1;0;197;210
65;55;12221;0;331;MTXCREFD;0;;1795;1707914719122318592;7139589337823330712;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719122318592;7139589337823330712;sTUIafep;aj;0;9;8;10;t7Q0trZY;2SLcRqar;13639;OKx;1;252;60;18
65;55;12221;0;331;MTXCREFD;0;;1796;1707914719123100672;13743645111713231359;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719123100672;13743645111713231359;IjbB3b3P;Oq;0;7;0;201;LhLChbMa;t8Vkz6uU;16992;VGZ;1;208;2;192
65;55;12221;0;331;MTXCREFD;0;;1797;1707914719123884032;9202908546278213561;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719123884032;9202908546278213561;X7CuPuuk;4H;0;7;0;49;shxDMwvX;eyiCpmgX;46517;pY2;1;239;96;128
65;55;12221;0;331;MTXCREFD;0;;1798;1707914719124660736;15086509364273265431;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719124660736;15086509364273265431;uBLmKTac;KW;2;6;1;137;hdjvmQpk;GAzJBzIv;62113;zJQ;1;163;64;90
65;55;12221;0;331;MTXCREFD;0;;1799;1707914719125446912;15584440217334189359;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719125446912;15584440217334189359;CeQYClOu;5t;2;6;5;201;eqw0zooQ;bbcdif2O;12293;H8R;1;195;192;154
65;55;12221;0;331;MTXCREFD;0;;1800;1707914719126231552;17871121973737065634;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719126231552;17871121973737065634;CFbe700r;Aq;2;8;0;16;90mWvFg8;acwLY9HP;39824;RIE;1;192;154;3
65;55;12221;0;331;MTXCREFD;0;;1801;1707914719127015680;18286310206957159819;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719127015680;18286310206957159819;qkKEKWa4;4G;2;2;0;83;i2fKwPvT;lkMyfOtf;64747;Neq;1;20;65;153
65;55;12221;0;331;MTXCREFD;0;;1802;1707914719127796992;368577667503724015;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719127796992;368577667503724015;5atPdMIC;1h;2;8;1;47;2jrcTWAS;2GK8ka12;15644;Fy9;1;224;34;165
65;55;12221;0;331;MTXCREFD;0;;1803;1707914719128578304;6047674573155769316;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719128578304;6047674573155769316;rDzmpzNc;83;0;1;7;9;rn5A2V0x;BedRXFK9;51999;o9T;1;5;246;194
65;55;12221;0;331;MTXCREFD;0;;1804;1707914719129366016;9955817365390538264;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719129366016;9955817365390538264;afiSxRAU;fG;0;0;9;144;eQRJqakG;apHlVaCb;20319;RBB;1;57;120;81
65;55;12221;0;331;MTXCREFD;0;;1805;1707914719130154752;7722497458839702351;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719130154752;7722497458839702351;yDZ7Mg7u;Ei;2;8;6;112;Q9hfO55H;y9I1Ndcg;63595;vvo;1;127;124;28
65;55;12221;0;331;MTXCREFD;0;;1806;1707914719130936832;17419784304275295386;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719130936832;17419784304275295386;UGtfgIZe;XX;2;1;1;83;2GXVgpOZ;KKbZJMeZ;24347;ts8;1;219;148;20
65;55;12221;0;331;MTXCREFD;0;;1807;1707914719131725568;15631700176608776841;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719131725568;15631700176608776841;aFI6SwZd;v0;0;2;8;80;98UJIwgH;2GZGEJwm;33940;eLH;1;142;130;205
65;55;12221;0;331;MTXCREFD;0;;1808;1707914719132500992;4219571465048118777;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719132500992;4219571465048118777;urlZhQ42;aH;1;2;8;32;ETyUdOGG;BDS258vU;19409;6g0;1;9;55;45
65;55;12221;0;331;MTXCREFD;0;;1809;1707914719133285888;15500854362779413809;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719133285888;15500854362779413809;5aEHAxLn;ia;0;1;2;229;VEOCT4tV;PhOzS6kl;24592;HRD;1;16;21;205
65;55;12221;0;331;MTXCREFD;0;;1810;1707914719134066688;12174579411250187184;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719134066688;12174579411250187184;u9t4Nn7w;B3;2;9;7;143;gkYmR129;itb4iM8U;36056;ln4;1;96;45;136
65;55;12221;0;331;MTXCREFD;0;;1811;1707914719134850304;6973834338955378823;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719134850304;6973834338955378823;aFR43QWm;ES;0;5;0;90;dklFVgaU;VrQKxtzA;6858;2pU;1;213;25;69
65;55;12221;0;331;MTXCREFD;0;;1812;1707914719135626496;15572758730885943557;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719135626496;15572758730885943557;l3b1Tm05;Es;0;8;7;108;weB2Hupy;ezCabdNN;45171;QtW;1;168;226;247
65;55;12221;0;331;MTXCREFD;0;;1813;1707914719136411136;5630194706557905504;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719136411136;5630194706557905504;r6UisfzK;7y;2;8;3;91;cq2ivSmq;UExnuBPQ;11276;2Ds;1;180;233;177
65;55;12221;0;331;MTXCREFD;0;;1814;1707914719137195776;3863183938415827464;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719137195776;3863183938415827464;n9RRfzmF;NI;2;6;0;17;esCiFgZH;GGCvF6gl;42751;rA6;1;94;235;209
65;55;12221;0;331;MTXCREFD;0;;1815;1707914719137980160;16878883067182148912;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719137980160;16878883067182148912;Xn2HFZNu;7M;1;5;1;109;56KpMS4w;sP1WQO9F;8262;2yP;1;38;62;37
65;55;12221;0;331;MTXCREFD;0;;1816;1707914719138768640;917143619006382897;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719138768640;917143619006382897;A63A7DPJ;7G;1;5;5;166;ubGxTmoU;Ugx42ILC;12265;Zbn;1;112;254;28
65;55;12221;0;331;MTXCREFD;0;;1817;1707914719139546624;8846158119031618648;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719139546624;8846158119031618648;n0fGxIeH;1W;0;2;9;210;uaQ7noyW;C3Vb8lSx;63069;KNA;1;249;231;102
65;55;12221;0;331;MTXCREFD;0;;1818;1707914719140326144;2071871846197935536;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719140326144;2071871846197935536;PMiNhAV5;Zo;1;1;5;69;YwzBWgSJ;K81iRAbi;11214;8ef;1;105;157;69
65;55;12221;0;331;MTXCREFD;0;;1819;1707914719141106432;17764007592192507975;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719141106432;17764007592192507975;0som0ZJg;pY;0;8;1;85;8n9S224Q;fV3IWxgb;20207;Kgr;1;133;84;20
65;55;12221;0;331;MTXCREFD;0;;1820;1707914719141887488;13389608319839610445;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719141887488;13389608319839610445;5UnqjKU3;ZU;1;7;9;109;ToMiD7q8;HkbUx7yA;12864;EO5;1;67;236;64
65;55;12221;0;331;MTXCREFD;0;;1821;1707914719142670080;8108430558910228797;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719142670080;8108430558910228797;Dv9sJQtv;H1;2;8;0;27;PpFbAi62;FvfHfk5k;64985;z1c;1;108;151;61
65;55;12221;0;331;MTXCREFD;0;;1822;1707914719143451648;4088504813875627687;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719143451648;4088504813875627687;2hBoZXvu;fg;0;7;1;15;cYq86Yo6;L4I6Rm14;58515;DDh;1;29;250;144
65;55;12221;0;331;MTXCREFD;0;;1823;1707914719144236032;7544360846182454602;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719144236032;7544360846182454602;SFinEeKi;3q;0;7;6;157;1gz3o4V9;chd8Ltxz;22026;LqR;1;234;70;42
65;55;12221;0;331;MTXCREFD;0;;1824;1707914719145017856;7947195956107762946;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719145017856;7947195956107762946;as8gqbkN;MA;2;5;7;135;DXblNgDH;Wj87C39s;27355;oSG;1;40;102;67
65;55;12221;0;331;MTXCREFD;0;;1825;1707914719145796864;17931690622427636289;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719145796864;17931690622427636289;K03XR6vh;yJ;2;2;3;60;n7sJ6W4O;lJcObQbd;13608;CmH;1;153;218;74
65;55;12221;0;331;MTXCREFD;0;;1826;1707914719146578176;2217310396897527029;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719146578176;2217310396897527029;KUfv3V4e;kK;2;9;8;48;LPiCQMit;UlzHU2Si;39434;qPA;1;51;253;190
65;55;12221;0;331;MTXCREFD;0;;1827;1707914719147361024;3790434329340835272;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719147361024;3790434329340835272;fllBaQcV;N7;0;8;5;226;ktlYalC1;kbanXass;1390;Jsn;1;234;216;177
65;55;12221;0;331;MTXCREFD;0;;1828;1707914719148144384;5538512164797567282;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719148144384;5538512164797567282;k7ACfxrR;1E;1;3;7;252;ssUnfaN9;W7H5sN70;28962;c50;1;250;48;82
65;55;12221;0;331;MTXCREFD;0;;1829;1707914719148926464;5308415240182798302;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719148926464;5308415240182798302;ixEnjQjd;d2;0;8;9;238;pqBb2TfI;n1huP3BF;8976;rXi;1;246;229;219
65;55;12221;0;331;MTXCREFD;0;;1830;1707914719149713152;7042817912278287721;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719149713152;7042817912278287721;LaX94vup;zo;1;9;0;62;i5BnOGCc;6mxrQYVe;39911;vEf;1;149;23;38
65;55;12221;0;331;MTXCREFD;0;;1831;1707914719150496512;13074519574790342547;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719150496512;13074519574790342547;Df6myG0X;4S;0;5;8;216;kTRNqzqH;PmStPlsa;8839;Gl7;1;59;238;154
65;55;12221;0;331;MTXCREFD;0;;1832;1707914719151282944;6866517159899705728;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719151282944;6866517159899705728;5OsOQ6fa;Ie;1;3;1;183;QSCQJeY3;L9h4c0lW;1219;Z1K;1;142;166;217
65;55;12221;0;331;MTXCREFD;0;;1833;1707914719152067840;9713394490014404447;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719152067840;9713394490014404447;r1lYA9Te;Gw;1;1;8;91;HzXchdFR;4pLL8w6t;33965;Vkt;1;0;14;134
65;55;12221;0;331;MTXCREFD;0;;1834;1707914719152846336;1833212342780575347;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719152846336;1833212342780575347;WUl0Frhn;LU;2;8;9;151;qcak18HU;XdRSxcE4;43161;xBp;1;226;217;5
65;55;12221;0;331;MTXCREFD;0;;1835;1707914719153625088;3697313396266196556;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719153625088;3697313396266196556;THWFY5SF;Dk;2;9;8;14;c8bFxALs;CIjIpADi;51751;k3a;1;243;71;157
65;55;12221;0;331;MTXCREFD;0;;1836;1707914719154412800;929649698821849779;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719154412800;929649698821849779;xncGwDm3;Uo;2;5;6;56;TeIFv5z3;TICzl5XH;14500;ZHN;1;37;225;216
65;55;12221;0;331;MTXCREFD;0;;1837;1707914719155201280;16376254652855443213;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719155201280;16376254652855443213;bgyLXwEI;1B;2;9;2;11;3unWnolI;K2hx7uA5;39326;R0Q;1;216;82;66
65;55;12221;0;331;MTXCREFD;0;;1838;1707914719155988736;12837106901557938278;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719155988736;12837106901557938278;Jcb1tEAe;VB;1;0;1;1;1JkYHejj;aoE0uyq4;41680;TbF;1;134;75;146
65;55;12221;0;331;MTXCREFD;0;;1839;1707914719156781824;1199529300016839692;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719156781824;1199529300016839692;Jxjs9Om2;X3;1;8;5;16;P3OyCOr8;IJMQEHmk;2182;pHi;1;77;167;13
65;55;12221;0;331;MTXCREFD;0;;1840;1707914719157618688;13064638783026393309;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719157618688;13064638783026393309;yVM8xt4n;bJ;0;6;2;53;k9FfBg1w;dHRtFmCK;31539;3Xc;1;161;15;138
65;55;12221;0;331;MTXCREFD;0;;1841;1707914719158412032;2918533010917342691;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719158412032;2918533010917342691;tTWokBjU;sR;1;6;8;2;aypETast;8RCBZtL5;57755;u6w;1;84;19;79
65;55;12221;0;331;MTXCREFD;0;;1842;1707914719159200256;8267365924296306766;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914719159200256;8267365924296306766;paeFF2i7;T1;2;8;1;227;Fs227wf3;ZuBMD8PF;23587;vv7;1;135;147;143
