msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;symbolIndex;eMM;sequenceTime;SC_updateType_1;SC_updateType_2;SC_updateType_3;SC_price_1;SC_price_2;SC_price_3 
68;29;12018;0;331;2BLKPTOL;6;0;350;1707914901674829568;15633773640330961259;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914901674829568;15633773640330961259;75493707;4;1706095059380676382;36;28;252;216;49;101
68;29;12018;0;331;2BLKPTOL;6;0;351;1707914901679410688;4694210022410318008;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914901679410688;4694210022410318008;306138594;1;1706095059382000693;51;96;66;225;467;136
68;29;12018;0;331;2BLKPTOL;6;0;415;1707914901702294784;11326167141201838335;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;1707914901702294784;11326167141201838335;941734235;5;1706095059388892657;2;65;6;153;452;297
68;29;12018;0;331;2BLKPTOL;6;0;416;1707914901714515200;9516964740266232082;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901714515200;9516964740266232082;493822760;6;1706095059392717681;52;2;75;204;466;252
68;29;12018;0;331;2BLKPTOL;6;0;417;1707914901737403648;10732295489707004192;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;7543779628463121226;Zv;oM9u2Gv4glWUDnxXjh73s9ROn7SFSFNDw5qgLKxrfyrz13xxSseTVmkqa6NNywvKXHdXoW;3pd;1144034105;1;3453138748;7;1707914901737403648;10732295489707004192;752014678;14;1706095059400276181;91;36;104;328;201;359
68;29;12018;0;331;2BLKPTOL;7;0;92;1707914901004992256;11244696291597844563;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914901004992256;11244696291597844563;154123499;6;1706095059335731212;36;71;100;146;357;358
68;29;12018;0;331;2BLKPTOL;7;0;93;1707914901024284672;15772172231135868125;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914901024284672;15772172231135868125;502919184;5;1706095059337779416;40;66;48;320;278;487
68;29;12018;0;331;2BLKPTOL;7;0;214;1707914901098908928;13253668385484591070;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14307308784099107851;C4;HYmPjrYjwYMtfp12fcinP3k0Ugqv3Mu1A2fNVuJxqKC704ZtWiSrdlfKfNh4ClqdhXOrkt;c1S;373537242;1;2314197216;7;1707914901098908928;13253668385484591070;267525860;9;1706095059348265482;44;38;77;264;41;274
68;29;12018;0;331;2BLKPTOL;7;0;215;1707914901282103808;9043827281042258759;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914901282103808;9043827281042258759;116590120;9;1706095059349609990;48;81;55;14;315;141
68;29;12018;0;331;2BLKPTOL;7;0;216;1707914901283626496;17286875518931618745;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901283626496;17286875518931618745;880078379;17;1706095059349888408;36;44;4;370;308;498
68;29;12018;0;331;2BLKPTOL;7;0;217;1707914901289787904;17442426250125712430;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;17178618988375998938;38;VS8shPftpZ3vOp4OfxaA44bBmrNYxGzvsHLaHFRAeI8704noqzjLWkWgDwc09jz6TM4wak;FIj;3092920877;1;171703297;7;1707914901289787904;17442426250125712430;388645711;5;1706095059351014030;38;77;7;376;213;235
68;29;12018;0;331;2BLKPTOL;7;0;218;1707914901311237632;14415776927206346056;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914901311237632;14415776927206346056;785304035;11;1706095059355187088;44;57;83;61;256;85
68;29;12018;0;331;2BLKPTOL;7;0;219;1707914901324966656;13199631251940835840;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901324966656;13199631251940835840;213087042;4;1706095059358067396;45;5;45;69;397;326
68;29;12018;0;331;2BLKPTOL;7;0;314;1707914901587660800;17000905564997170521;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901587660800;17000905564997170521;767156925;7;1706095059358728066;54;79;103;204;134;227
68;29;12018;0;331;2BLKPTOL;7;0;315;1707914901603168000;11773206431187977971;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914901603168000;11773206431187977971;704352555;8;1706095059362138320;45;55;8;121;499;297
68;29;12018;0;331;2BLKPTOL;7;0;316;1707914901613868032;602876535695338083;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914901613868032;602876535695338083;345150432;8;1706095059364620433;101;10;63;88;218;477
68;29;12018;0;331;2BLKPTOL;7;0;317;1707914901664142592;14498878816261614635;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914901664142592;14498878816261614635;966477508;2;1706095059377618514;11;29;92;174;10;337
68;29;12018;0;331;2BLKPTOL;7;0;318;1707914901671780608;17564112006866313520;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707914901671780608;17564112006866313520;786357755;5;1706095059379798358;28;34;13;412;94;121
68;29;12018;0;331;2BLKPTOL;7;0;368;1707914901703827200;16048979597853539801;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914901703827200;16048979597853539801;784339346;11;1706095059389352782;53;101;7;488;471;367
68;29;12018;0;331;2BLKPTOL;7;0;369;1707914901705357568;2889189185531753933;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;9051513195601219563;e5;LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD;py7;4243157527;1;1263944569;7;1707914901705357568;2889189185531753933;548619297;2;1706095059389833001;74;41;14;378;67;147
68;29;12018;0;331;2BLKPTOL;7;0;370;1707914901709955328;11044613872075099521;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914901709955328;11044613872075099521;783519657;5;1706095059391280069;253;18;67;482;314;58
68;29;12018;0;331;2BLKPTOL;8;0;81;1707914901018126080;5012076646939645580;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914901018126080;5012076646939645580;407985055;4;1706095059337075448;67;70;86;470;76;308
68;29;12018;0;331;2BLKPTOL;8;0;82;1707914901050455040;17790849150912406719;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914901050455040;17790849150912406719;773384389;17;1706095059341028258;42;87;4;114;329;392
68;29;12018;0;331;2BLKPTOL;8;0;83;1707914901058532096;9536556533324632430;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901058532096;9536556533324632430;315863755;14;1706095059342071614;85;77;71;214;441;422
68;29;12018;0;331;2BLKPTOL;8;0;84;1707914901075295744;9107079113547992323;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914901075295744;9107079113547992323;592228969;2;1706095059344544410;99;42;106;338;195;29
68;29;12018;0;331;2BLKPTOL;8;0;277;1707914901299022592;4399793117981981960;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901299022592;4399793117981981960;880078379;4;1706095059352761164;65;37;19;451;168;18
68;29;12018;0;331;2BLKPTOL;8;0;278;1707914901317336320;3185299030109302180;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901317336320;3185299030109302180;710897910;1;1706095059356460125;59;3;97;375;121;400
68;29;12018;0;331;2BLKPTOL;8;0;340;1707914901607766016;2738322664876039768;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13591859895925755072;zZ;f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb;9UD;2141840673;1;965100886;7;1707914901607766016;2738322664876039768;231362315;10;1706095059363188347;41;9;38;367;277;318
68;29;12018;0;331;2BLKPTOL;8;0;341;1707914901609300736;11087972838696282237;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901609300736;11087972838696282237;843359534;15;1706095059363544281;2;37;71;55;198;490
68;29;12018;0;331;2BLKPTOL;8;0;342;1707914901626050048;10675117454147360516;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901626050048;10675117454147360516;315863755;99;1706095059367576255;39;39;253;263;476;440
68;29;12018;0;331;2BLKPTOL;8;0;343;1707914901642811392;7537091101485762600;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;3412129210960478891;Ir;uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ;GLc;2818742835;1;4061968911;7;1707914901642811392;7537091101485762600;225511348;4;1706095059371813853;48;16;32;93;409;323
68;29;12018;0;331;2BLKPTOL;8;0;344;1707914901673307648;10038114297365738630;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914901673307648;10038114297365738630;897061568;14;1706095059380235609;3;48;27;430;198;491
68;29;12018;0;331;2BLKPTOL;8;0;345;1707914901688544256;7435753970160377267;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914901688544256;7435753970160377267;162618251;6;1706095059384680179;34;55;26;245;416;450
68;29;12018;0;331;2BLKPTOL;8;0;346;1707914901694662912;2883544078098400980;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901694662912;2883544078098400980;493822760;7;1706095059386544228;39;53;75;23;482;338
68;29;12018;0;331;2BLKPTOL;8;0;373;1707914901719095552;6057652874333646620;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1707914901719095552;6057652874333646620;304152982;5;1706095059394189989;91;2;52;392;247;295
68;29;12018;0;331;2BLKPTOL;8;0;374;1707914901734355712;15708726665438617204;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;134081198521016079;XW;ThQjhPI3wpEI4IMOGkQHxYfopoDWOGHIVvuclFJBkadF84b7Nh2N35TYArgo2cXGhqHfOZ;fbM;1126464058;0;2344463059;7;1707914901734355712;15708726665438617204;129588308;5;1706095059399257519;54;91;104;349;248;407
68;29;12018;0;331;2BLKPTOL;9;0;135;1707914901028869120;17046249830201124772;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914901028869120;17046249830201124772;704352555;8;1706095059338317031;35;56;79;219;282;130
68;29;12018;0;331;2BLKPTOL;9;0;136;1707914901030396672;15988015215753752102;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914901030396672;15988015215753752102;830866530;10;1706095059338497339;85;63;13;359;162;345
68;29;12018;0;331;2BLKPTOL;9;0;137;1707914901036487680;6504679114382066284;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914901036487680;6504679114382066284;587146478;4;1706095059339248936;6;74;34;350;191;333
68;29;12018;0;331;2BLKPTOL;9;0;138;1707914901082915328;4842293812003246369;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914901082915328;4842293812003246369;221113253;2;1706095059345740988;41;93;12;184;180;327
68;29;12018;0;331;2BLKPTOL;9;0;139;1707914901089454592;12603894908855761117;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;1707914901089454592;12603894908855761117;235516096;4;1706095059346734533;5;3;106;376;246;51
68;29;12018;0;331;2BLKPTOL;9;0;365;1707914901606231040;11156912528686554791;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914901606231040;11156912528686554791;952282621;8;1706095059362831965;105;44;95;379;163;467
68;29;12018;0;331;2BLKPTOL;9;0;366;1707914901610817024;1236954300820298005;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914901610817024;1236954300820298005;164996825;2;1706095059363897184;70;5;254;122;309;116
68;29;12018;0;331;2BLKPTOL;9;0;367;1707914901621491456;11039345750259717831;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914901621491456;11039345750259717831;136283212;7;1706095059366451973;17;252;7;323;442;290
68;29;12018;0;331;2BLKPTOL;9;0;368;1707914901632120576;15745954578346803086;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914901632120576;15745954578346803086;366139516;8;1706095059369080245;29;253;90;349;453;253
68;29;12018;0;331;2BLKPTOL;9;0;369;1707914901656524800;7210754266260647588;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901656524800;7210754266260647588;876746933;1;1706095059375525268;57;29;84;445;108;314
68;29;12018;0;331;2BLKPTOL;9;0;370;1707914901658047488;4118782901971268913;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914901658047488;4118782901971268913;41437899;5;1706095059375946307;34;100;34;24;115;404
68;29;12018;0;331;2BLKPTOL;9;0;371;1707914901668721664;3488320551660597778;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914901668721664;3488320551660597778;581937651;5;1706095059378914578;37;15;78;38;293;331
68;29;12018;0;331;2BLKPTOL;9;0;372;1707914901683980544;12054406416880560566;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914901683980544;12054406416880560566;952282621;8;1706095059383323135;88;51;19;473;245;261
68;29;12018;0;331;2BLKPTOL;9;0;398;1707914901722148864;6035375043682143626;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914901722148864;6035375043682143626;356770038;17;1706095059395196012;1;60;93;104;53;310
68;29;12018;0;331;2BLKPTOL;9;0;399;1707914901725205760;5690057847511461863;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914901725205760;5690057847511461863;293632506;17;1706095059396204572;5;14;6;476;382;388
68;29;12018;0;331;2BLKPTOL;9;0;400;1707914901743485184;1072748734251272594;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914901743485184;1072748734251272594;75493707;5;1706095059402373421;74;31;67;13;204;390
68;29;12018;0;331;2ETFPTOL;0;0;1841;1707914930016318720;12412801358221216033;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914930016318720;12412801358221216033;840406118;10;1706095059336906922;97;29;90;182;168;161
68;29;12018;0;331;2ETFPTOL;0;0;1842;1707914930027207424;16560937310822580864;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914930027207424;16560937310822580864;154123499;7;1706095059338136624;254;60;65;340;402;209
68;29;12018;0;331;2ETFPTOL;0;0;1843;1707914930034861568;1273397483053159477;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914930034861568;1273397483053159477;971929135;15;1706095059339059540;65;31;102;279;130;437
68;29;12018;0;331;2ETFPTOL;0;0;1844;1707914930045623296;7496396634623515803;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;10420890321279608836;L4;BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu;7HO;4044296391;1;4041271779;7;1707914930045623296;7496396634623515803;773240909;7;1706095059340421435;86;3;89;251;140;364
68;29;12018;0;331;2ETFPTOL;0;0;1845;1707914930054864896;17882169665191159337;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914930054864896;17882169665191159337;198284442;2;1706095059341648113;60;32;95;188;217;113
68;29;12018;0;331;2ETFPTOL;0;0;1846;1707914930056395008;5612146494194658863;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;2445560449030391989;Jl;Nf933GnXcYWG39wqSN4KW2Lbg3Xw1kzS2Qhr2u0oWf2CsMaF2rxtgxcQBUwwJWxy0RPBsZ;O2t;686367361;0;3471620477;7;1707914930056395008;5612146494194658863;79594686;10;1706095059341861950;94;54;61;483;491;311
68;29;12018;0;331;2ETFPTOL;0;0;1847;1707914930076317184;6725948566957528821;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707914930076317184;6725948566957528821;786357755;6;1706095059344782396;92;28;39;84;137;112
68;29;12018;0;331;2ETFPTOL;0;0;1848;1707914930077861120;11171841753252721856;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914930077861120;11171841753252721856;135619081;4;1706095059345020771;26;104;59;65;324;143
68;29;12018;0;331;2ETFPTOL;0;0;1849;1707914930103934976;10708154233765171642;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914930103934976;10708154233765171642;762062763;7;1706095059349337514;58;55;45;265;356;56
68;29;12018;0;331;2ETFPTOL;0;0;1850;1707914930108589312;3706914049128175354;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914930108589312;3706914049128175354;576024396;10;1706095059350164134;1;65;37;31;49;60
68;29;12018;0;331;2ETFPTOL;0;0;1851;1707914930115659776;5767844223060684066;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914930115659776;5767844223060684066;376270613;15;1706095059351299108;31;41;52;73;401;365
