msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;participantAttributeDefType;participantAttributeDefID;participantAttributeDefName;participantAttributeDefDescrip;batchID
336;326;12218;0;331;MTXCREFD;0;;1082;1707914692030622464;15627685394662031886;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692030622464;15627685394662031886;3;7401710315692476396;1TmXQEEMVeaihmHWYqGEkZBn4rXk3HHm0m1CdBc0NwJIwAr79mRRYAdVK6o5krmJZgBfBMTrcWyHrLhh00LejWCepQvmpeYxRX6I;oDBhl1lAYpNRiEjfpxRces1pgvKOcuXIA2pcnYDeRhTG9tKaRXIWs5Pwe6l2jBPKEXA4UcIB6GxGY7aVgaFKuABIirv4Mw78f2GB53MwhDGwf3vzZglw1LFioOGYFP6YbBhZdeuuyXgeZ2Muzj3n2SL8LkZEi1Nf8I6lJcsvDXzM6WkK4YNUFPd5t0zf62Pt4jUWZxXF;1
336;326;12218;0;331;MTXCREFD;0;;1083;1707914692031420672;7128998639752503208;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692031420672;7128998639752503208;2;10621548541358018653;VxG8efZzbNI7jA5VDSoo8BeYG47i8Qlej4Dg6ClewyDlFePgeKgSLieRe8jeNWv7jS0pXGUYs2up3r2VwNogeF0HiaYnDuWPtGsk;7Yr22zo3gSU12YgELZTj0YpM0fw78qqhXqD5CGQjR6UrvrfoJBQv3K3bRZ2Z7F2hkNknkgqLpgaHWqRGEuvT0oSBLZidrTWrv7agbBxd4XxB6SeKjdjBEDYJSdQ85tRKt6MZE72Y1jhWTMTGd3C4Umk1710BlE7YQxhENdgptUmEPMEr5cqj3ZNGV5iZ52jCmOSTJWfl;1
336;326;12218;0;331;MTXCREFD;0;;1084;1707914692032197632;13194925074226976966;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692032197632;13194925074226976966;3;2846758054834062926;qUpgfBlaAm1BcjDXjgWBUc98nV5FwQicAY1nxNRttthxZPFrbPYqX0Td1bShv8ghYt7U1TjKJkFNk1x9nUpvW2n7Ptx6WZCF5c4v;YbLmGwpdYlG00csUIat7Rw080htokweO1s5h8VIWqFgkttQ8BU4ZTqUdQMQH6Z9VJZu9Hj09t0nP4V2bf2DbnErBgoK7aMyUi26VvhKaOxIY3c9e3TIxwzFYQcHsfdjucfibxZEXYWX2T3MvoNpXvbJL8dQCawm9gpoBZRbZ260JyliiaG10uXZN2pAB0CBzjlEaktKj;1
336;326;12218;0;331;MTXCREFD;0;;1085;1707914692032985088;18169839047036659484;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692032985088;18169839047036659484;3;17505801339006265448;SaUPVw4Uuo46sLh6EhaSqzJrgNYSpHeq7uWLZXqWSFHUPOUDD82J6Igb5J97VgZsfLsTh46T9mNH17y62pfr4Dj4jPbq1SGQx22N;Y32En8oMLHeIvDdz1qnpYPaLOmOYMyMd87OjFVfeQMC65L79yfFdV1ASTOroiJ8ahfjs5SbAlDMc86A1NLGPK8O9xDkK3Yiana4qMibwm9ZRWH4ETCfgo8MEezpl0elAlwadDeZACDwRgGMfLlft13snltsvgWsDSfgq72Hp5j0HtCuwvFoYqL9sLrcBvMWP4UVRs6uM;1
336;326;12218;0;331;MTXCREFD;0;;1086;1707914692033766144;6032946195844268748;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692033766144;6032946195844268748;2;1681370464747125375;k0Fmbsbj3pJAlKEXfllaLRxQy4Wo0o1QmRzm7q92v7mPZHG9MimDSlSLJgYP36TX8jsdYkLXVEhGKI2LEzGvS48pmVYUPiBkcAzy;e9gbRsQZkmiIMzSDxQIfcNfIe2DLviJV708FFJJ90bdr3Zn6yP5cvqIKm1Uyc0dqz0s4swRSl5UD3YDpJixxlLpePBKWCbTFgzuGpK4w4CUEYKDDy2S7f3H2Or5G8tLJP4oPVEs3IPa7ejHrlpT0fU9e0Bqd3GcaJ0IVWTwuLpOMAS7JUhS8a9Dq23O48O6ZZdrkFdNf;1
336;326;12218;0;331;MTXCREFD;0;;1087;1707914692034547456;13256243690346780620;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692034547456;13256243690346780620;1;2868774001351967706;y6BAtVGe9vJiQJKjKawlH50cMHCzhmxsLwRx6BdMsSDrrOhcYpc1UP6K5rQ4052YSjskIS2uLLbZHhjCqcTevIebmPCZ0kJeBDhm;rGSDYZT7e5lPn9QJdxzqW2hSK7TTxplpIOmrAhcywuUPx2FffXX5mzy4K9YONIlkxvVp77UkPw0iqENeX2JYCnomfvHjv8UCn2AtmKCHhetJ3LZtN5iO0Jvmx0ptbdE2aTN1QVO7H3136x1IkLUR1QKVAdX5n4agUjA7GoEqZKrJYS5DJT0zMF3wLxFWZ0YZkPeJ9E3T;1
336;326;12218;0;331;MTXCREFD;0;;1088;1707914692035327744;6400533160714654140;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692035327744;6400533160714654140;3;8098400494366939623;flyGnsElRYDGPr0uKJTZjQkrw3k3dTIBpOqeV60yXSMgP8fTU7cMb9SbVbnIgSqjFu3Xtgma7ijpNoTgdL3o6wclHjmkUD9l88jK;XpWFjYTTup1v4U9cMpbpGEtmQVXMfyIn0XoLHL1AVW9jSAYrSdw13XeeAlOJdIZYroZFb0xQ42J1yG3b7Itss28vDjpkPOSCAJnBmCH9N1zgfJ8q1mprMCPAg1mxwwkE622zBrcsufoVOh8moyMlSnxaW3Pqxl46k382lvzC4ctLDj6YbcCgS42T7SdcgiNIqyq2i2cc;1
336;326;12218;0;331;MTXCREFD;0;;1089;1707914692036109312;13641708483758064620;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692036109312;13641708483758064620;3;494071159012628887;Zx8dMdwZJSKu4D5usTKGBzXDRh83u1734AsxJmfkeU3lEpwvnLldxPIqUNeAAO3x349E9FyuGKWasThpZ5RML1WEa2v4I3THGO8S;6TEQGv8xm6kM11R8ZSJZziNusw0u1KoLqgBNctgPG9SMiNMDRg42NN7XjYRHoEcwrGrGIa44S7OmIdEseGOFRSWBfwgzEcCi1c5VOOCz3AY73sZHRxgV9N9kYCCAzRtoAo5JfQG2sVyaZVwLMxLwUhgNKeQMyBjzOCyU4cwYBt5KY8tnvXs0QbwdWw2z5Fp3jUHUKLkk;1
336;326;12218;0;331;MTXCREFD;0;;1090;1707914692036889856;491729755927439179;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692036889856;491729755927439179;2;17611120603468754930;3oygs9qQ0Drvt7WQJaMME5aoSEyJsSlYf7P6v2zuWyurV5N1oto81MyEsVP1OrvoydOLPPfhviqNPdY9X4NVsGF1jLAjDzzcZYva;p9KGfpzQwMovAnsKc5pfnUCqxEb2tmFjUBDC1QUgdVU0qXpj9IfzTuG695i4tVy4dPoJjAuiEF3z3nwoa94hmaI9FoJVwWoil8UoXVbKzLVlvqPIEX7hSE8C2BSzPofZt65XaMILMd4toqJ8I32rbehaARlmaNLRvzkGIZ7EcFKrRYhWfxC9ZQ5nexM4j12O5bB4mlA9;1
336;326;12218;0;331;MTXCREFD;0;;1091;1707914692037664768;4583415184926442188;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692037664768;4583415184926442188;3;5124630100586747786;HyfGqYWz18oOyHIFZxfvLVEpwgVB7aUnD6KZflqfrWs4Fja4INBCL0xlCvMReXvHJ8eKrwRsMp69rUX0LSJPMGUaCi5Vo5fPAxyd;fV2F5y95B0o3HwjEt4ZlFBSj2ZQgCFMdFLlOJW5yA9QEXJOSlZRdWIdVJaug8yQwYNPjVwYMc1Vy2d96JoaMlH67Yf61fJbpsW4HiukoaSSxS90uMsmlth1cEpCm2X5g1sogQrA919u340hMNeBlGQkQF9rn2RAXNXKeUWQS6N2EQeZd5NK4JPTPx89Zpy9w5kcSEYDc;1
336;326;12218;0;331;MTXCREFD;0;;1092;1707914692038437376;11257984789591830898;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692038437376;11257984789591830898;1;4588356209766133384;2jw4TqsI64jkD439rUjlHGu4IA6SkQZrCjco9Cz1POJtOEVV5gBsfY5bi7p3twqzLDYT70ZwOhqaKY19XIHqENFXp2gMYoB2lUGv;3xSvXyDJCymoHvBxUrNBQWQedHTzkf1Fn7LHWMYXYmrTIQFE0uHxbVq0U7BX2hW3Wbultj8TnkbigZtFV3Ewt6SdJq6GnXPB0QBNxERgPrgv4G6bnuO0doIUwdAqWPprMNabziF7ayzIhiflCpull7iXzE6h7MIDHg6q5BT4Tk3RH3bTxYGYXAYKIBjRhogRh2B77Fj7;1
336;326;12218;0;331;MTXCREFD;0;;1093;1707914692039215104;16801790549517350523;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692039215104;16801790549517350523;3;1002033275176789850;gyr7nILFsuq0LQ3fRaOk6BQ660P7mmFIY2O4oVrep3IeTWHnkvlSgo5cXv54YHRwJMDJKeFzBbvPlkSKhXNipjHDeG1gMjmw8OSl;bddF4QUT49eyQVR8lIFJgqzOZlAzX3Rnq7ZLlU2eibX3YrNne2FpthXZ8jnkSqQ4C5U7c1GEFWEnL6A8nSp7ixelAIzKB7x8WIy44l1sfyHZO7BHNGpoosIRi6uuYAWtuygQjWiUZlTdcVdw35aBXv5SeTd8QrHjflhYTkHK16dEczSROhLfWNFqOTdgTHMFvKyUXKFq;1
336;326;12218;0;331;MTXCREFD;0;;1094;1707914692039994368;167054235903642477;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692039994368;167054235903642477;2;8364397249263839662;xG9Sc7Y6KiXchu181TQrSq5Km3ey7ixPG2caFTmppiXKU0oQBIESDRtM9N32BjgEPuTfueFjX8YJrpMQ9T9ijEMC9gIIaoWDJ8us;Kp04XHoHtCQcNX48jggyyXl6yj5P70yIO2XxYqr1zddawP1yoYWkfj3r6H4TdGDoscIw4SNCr7nkmN6vGicjP3c0RVW8NqRHc9ZJ1mLE3je6Q8BaZu2Ww5f4XOhZ0UDGVRcs4WGzP3krlDaVYhS6zreOR9jiQqLFZ2Sn8MjMtEIisZfNjLAheIYjcTjzUsImjFIrR3te;1
336;326;12218;0;331;MTXCREFD;0;;1095;1707914692040775424;10826304760649096269;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692040775424;10826304760649096269;2;1540152473457127856;BfJK3Y2f3X02fqHiZV0rMmNOQzVRHQBO5YylpQqFHSQkhgNAtGlq5Yft719FRAGhrbzROv2s9L5ZVc4lY2Er2h6Bzh4euoSJro7d;dCaPALN0r3N5dCmIJMPxE5Ux5uoxHDTzxJtPwxCgydmcQBPpQwUUB7B9jFyrVstlcS5gI1Hb7BVIDOC3Enu90fpCxOVw5cLoel0E9uIDzprWPzT6HVFn4xNCqZdUlcG8ObQ35pVBOx7057LTZUB49qkIx6V5qVk6p6RFNOPAv23K3snOsUaCUWZEoJTmoJzC6cDnkw5G;1
336;326;12218;0;331;MTXCREFD;0;;1096;1707914692041547776;17993021834202707566;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692041547776;17993021834202707566;3;14417224721461360400;HmIW5y07tlMp3vERPY1yxp3UGg4qvlg50mqvjYDJyDv0VAWvgNTTex2U2bdHnDmTtGNAFXOuAVU4eSBAEcM3PynIRacm0gT3iQyA;7JChSPGeThfrMBkfDMFhQW6Scm61oVROHmNnc97Y8rjit0CWVrL9v24uwu4KbUcleBbVUPKOhwO4xh6zn3D1dUoO3peMCuBxPGZ07o6vwOjc74xNUITFIbM8dU1LVJT3PKRoN4dwtyKooOUCqJbdn8QwNSq2PKPJl5rFmlUCyXZG1j19vtcEd10SqREeMyG7x1nPXPEA;1
336;326;12218;0;331;MTXCREFD;0;;1097;1707914692042323968;4272203019965748725;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692042323968;4272203019965748725;3;83335860543794076;CYzZrqilFGlhPv2a5y29V7z0W20zyYQmFOJON4VIv2P4OSdNcZofdKk78ucX9WL04C31jLNskqtpnkjNMTzXSt9OkiXJv83apQKC;TuNKR67FgM8FePI5q3vrQKYG1YWZLdRqAVX4pjwqTrCOdOgzSRRL4LLkezGfSinMQdnq4W8lm0FUEBciMdcIqW2QeFsDPONdI0GwBMFhFOC5G5N2WzVh3dr7w64YG9EX5hLyWm2UhImiWG7m4uqZnHvBJsGwOixbsx48kO0NZjtLOw4ze3MwUzZtCYhZmM3B3SQuIBZE;1
336;326;12218;0;331;MTXCREFD;0;;1098;1707914692043099136;5622646980115044457;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692043099136;5622646980115044457;2;17910841296296261903;gQc4uwMEODDMTKYyseWfZ3OIJD5b1MGU0cuO4Hq2YzvFyH9CT1ZcUnrLXCrX4hEyrQAEYhnJt4jdtwrNNETMbiCGEMpOzCRKMrIt;S29VJ0wSCjhrLjelFgwFW0NXTclsXG3hM1JeYeas2Sr8ihuo1WrL5yTMOtGyWTjF4lRwYs0TzDDws5iYWmc6JnhADimPEluDas7bIVT1jnjd4PXX0LDPUykVH7V9nwPdhjO8BlN5bKqXtB4BfWoDVmoEVLcCY0OhdgJvCqoKnGGoZmZBtHnXFIZ9qn1mfjuNAWXdor9g;1
336;326;12218;0;331;MTXCREFD;0;;1099;1707914692043869440;12595045610678379696;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692043869440;12595045610678379696;3;9963932313928693945;GLYlelNDGNTu8jEXWgOHuGe5q0gLb4W8j8Qp5GlbARxQcw8Cj4OmcGqq3swv6CcTP47wpi9s9SKc4qUcsYom9631bugJZy7hjDNW;W6NTiE1ZBNXmmRUiYfvGiLb1GnDy7YEZsKvPHSEqvxO68C42GQjGyFy3OFoIMCy6f5Bz7fHKWPjBvmD4AovU7gkqHBqoZUXzOY3f8ftFSS2qpk7hNLdigCsYtNox4b8thNxy13oSQUbRYCTP62EwdyHW6qDZHGiV6zSxXhVlitsfIvw1C8P8pHYfbomq3GsYOLpdL8V2;1
336;326;12218;0;331;MTXCREFD;0;;1100;1707914692044640512;6978753578070862479;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692044640512;6978753578070862479;2;6787701660638611899;5femCGmxEzonOBIwTdKwFgRwIpeJc2HcJmFFUDdl5xY2iE58e6GypDWpLCnTjcOkLRcUXdStBnTmaSux2G0VyH2s0CL1TxoSK8Hp;Am5ChvGL3zQWM8lXaiIplgW9s929QCL5WFhdz9q7ISJpxC0FD8eKHb8IEZ8BFLde9tQ4jXnKzRFG3pDJw7XjbMwkyyQnAPkx45xwmRMhslRK5U8LsqvpdQvGlufJw93AmZ7qqFwkjZVHabHZrBIRvnsL8ei1WDsJwsXnrgi305fZ6e6Xd7uqtImvL9CZTLqMNMTBYZAk;1
336;326;12218;0;331;MTXCREFD;0;;1101;1707914692045420288;7035005851425285851;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692045420288;7035005851425285851;2;6834861678005638656;ct7c5NGQyaktUW5h89LPoYDpruQZfGarWwOA75uCuByq1NqxwVjpmPASB2vYYqtUEpfg1Wk7GTrqkzcbg7BguNltiD1ZGxqp8SPY;48oP856qkBDbJBrbbw9Ghb42gN2j9zPxrpPLqEksyyYNkGSp7xmytYf7lXZsJvHCm51gsxLH6rdyefg2tnNQNy1c4vIxdD45Srj4UOlPaGptIlVKNreYEXRA1alR1X3VdyR4qTwTIIO13Id4E7vc11ILZ3ooTwzgCi1YfjAklhuPmmT5vgrl0wihWF3zPnTHxmVqx3M1;1
336;326;12218;0;331;MTXCREFD;0;;1102;1707914692046203648;14039113396121750297;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692046203648;14039113396121750297;2;4546373505016389570;divi5BbDbclt12GucAMA4OnU4vCdvXkpSPaUHOFEvTbBcuQ5h8nSZYtB99YQiyIu94Do1FgYtSrcyYLXD55NSCM8r99WDvuo00dG;4rBahkhOF3XXFKhcH1VqZUbMd7nNiL34xAHYdjcDyOV6NeqgLbEoGNDPs3E8seYP4FnBNj27XBXavMTTW5oJGNByd1aDjueKLCOAZGrKTBFUldtHIX4CxHQP2APbojggKTPu2VsxiLaQg4dHoJmyhca4ks4OcIccS9onD6AXD8Xgyq80SbOpP5wRmgFEcyVPAggYSRJL;1
336;326;12218;0;331;MTXCREFD;0;;1103;1707914692046979328;12444191453544095633;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692046979328;12444191453544095633;3;1350363975438290370;mm0NnwH3yOMWRDyXZmf94WButyqqucMTMVykkzzzxHfz7IMvXITIrUgpv7YO9ZyZE0V0gai7lFXAirqUV6UuoOmcbdMrZiHQFevS;ID9gVeBuTA9qugQT5V24OA2sExNNNu2cqzm3vBMAiJiniZG7Mf1Ej77tFyxkZuBlKT7xbVwedPgvMYX6SPibCtUz2hvPOfrQnHTovGKlz46o8dsDGw2GZqt3yfZEA6ugbZwyG2FlTn8uvwNRipuXiV4Qnlk0WCJidyy2zn4r4oC3HEDK4vzVdysM9jxoyF46CxOeaRIU;1
336;326;12218;0;331;MTXCREFD;0;;1104;1707914692047750144;11912364336241924118;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692047750144;11912364336241924118;1;16218798333338415714;NKVNLbLJcsaiobUnLskbfMXn6MwX1coeXiMEaKlUayInFjzxFwxl5lGcjZ7P71ke3mqA4gPYor7T6wBp4VBzK9xW0R2HkEFtIKne;HFQdTX5EDVSniOAovNi2ibEb6efhzWfXmhB1sHNHJLw8vQAsqi1amiVMHo9eGWmxMfJKbSYNhGsZxDQAqRrXn1wgmrn7RpnveTju7p8IvyghgGhed6mkgX09cYQJDJhTRn12pRVjeljqGV3Tj3nIXmCo3rNhnc7tf7I1ZpqJYe9wSrb7s3ooqgm6DPImO3ZgWEmK299G;1
336;326;12218;0;331;MTXCREFD;0;;1105;1707914692048519424;16424935279220277074;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692048519424;16424935279220277074;3;907124505544433299;ZRydMSfSw7Gmaya0XP9w5Q3X5UesAFhz44Q4MtoxsOUwAvRjHXAc7ZrJyZD9MITZY9qakSz7LiZSNDQn9c01onvLS2ri5UdsnJIJ;UVQKVMsKISpZZtgL9WsSx8BStZt8DFQp7djgyXUwwEgDIVGqymA9zXlX5JXsE7rwJc1r82D5BkcMAeyPO3fr4M2TmxPPw1o4adQErR7RXxistQVdazKyhD54PC1cdfGHN26buexQY1yhpW0Pr5UzSdhRzgUvwiWLqE2kUvCj9BSB79zwNqxznyhPX3Lubr28indjVkQD;1
336;326;12218;0;331;MTXCREFD;0;;1106;1707914692049296896;15789041072691691073;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692049296896;15789041072691691073;2;10071907171142175552;th0T9ghYB51fiFG8pgSVRBl2SzR5cYGW3NZPOcuwXxn5fS34XeRbpBrgF4w5Ne2wKgk1wPO4gAAz3rK8NeKCrOpUckTF59OhCwjP;cRkNAfngL25teryGIlJlfM1o8hneVEWrC4MQQEaGXnOCYoUVrBITEDGBAHIB4NZULmJlXLCSdiv86hTbl4BjtipjkzdO4wnOE7pFDD7IWfdqii1LuddxGlZ2YpUkJQKwwZeG7r0YlLFQObtXZ9gLjBAKLoRH7ur1x0O7nODzDnEEe0DxbdJMJMYtYJ5yTF58SmmFj714;1
336;326;12218;0;331;MTXCREFD;0;;1107;1707914692050080000;9680388525164594431;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692050080000;9680388525164594431;1;11937361350307727951;uCAVedov4FLHXS0l24AbVja9yoXx7WChUbliHeHxJtAAPcg7s0HbDppFOuywraMK5tr6Lcl4kx6msKZs8sTOvfMRavAwYb1RY3yl;CEj31InTCPf3vjNvlquM6WcD4OWKs0DZOodRUpkBpOkDKHulmTboxIZzvESePwDXYb4mQZwHgY6JF6kICC6ZLANUjuQnThTjnCSiJHVlJvvyC2NwApE1SzonPUGeexYzuINsIgUNWUrjGrf46DeD6se132nV9RGuCXG0TVAfbNNZZiRjY8cV0xq7rtkHIEdM7ZSAf1pT;1
336;326;12218;0;331;MTXCREFD;0;;1108;1707914692050858752;2281372976573353202;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692050858752;2281372976573353202;2;13170093688021455790;ik10rT3xPB5IuMwFebWhetMwpgS8dcAWaqjuVnGihfcYVKptKNUBgaSj7cgGRYyBVM04pm72Vjix7cx9GjTsso4THOX15AOXGXBd;C6PJUYukQ1d3WHqAUOxvlR8jLaxTVrZmKKmmliYtJbn8AM5m6CNnMs7beS9xhwmqgnsBp0kdwZ9br4fx08WqoAKjJiOY1BAAWbepb1uRPgE9NX3tK4HF83NeXfAP0G6U3NPYzJxbCZfETK3qYlCjoFHFF4Rjdl70gmpiQDHQtci1SaWlTfYs7Lrt4rvHWCTNzc2XdqFV;1
336;326;12218;0;331;MTXCREFD;0;;1109;1707914692051634432;12067205343835501770;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692051634432;12067205343835501770;1;2491299010002030606;FyoWM76CygqZRDoicXeCNRuW9BPcS6ItOFO9txhuBe6igRXrZm9iy4XTWda4jWQerN2LUgP5feDR8B9NOtfqgzUqS5Ov8pZsLZMV;qViR3nioXG6dw75mRGOGFKEoh6myGhd2HIdpKav2qGCfTyGKMYmWL0I7TBwDy3pMiXNi1jWpJDa4no56fXFS78kSwRrs4nxY4mqu11IF4aEvVNplcRl1mhjATk9LFFl4IW4Smj7SVztjqvTmXYRYrVexKXQyfKAXCoL8wtG9gAIcCTeiwkgHmgjTaVViiKwyj9FCJgvL;1
336;326;12218;0;331;MTXCREFD;0;;1110;1707914692052411136;9402788199391331747;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692052411136;9402788199391331747;3;17466379252714819565;4BCfIY1ayZ7XyZx5jgic5PIvNKU6j1uF4mFJyVGoOlXhwEhxnoymgyeQtQ9j2V33Dt4PDzHMeXUXLocd5ixqUDEDZF2bWxCwA4fR;Q6JWb9bCm5n0kg519Me7bMj1R7xK1AohZILP0Jf4D1tG5L89mpT49rHd34r35tp9y6Bvjc3Hbw17RRCWSY9BO7tbRjnucTpO8yKdkY3cFVoxTEEU807LMaLcbGSH3lq61k67NEZY6FCorfl6DE4RxyHna4tHLYyefgLYhEQxs7mFNCA0TRRLlivznMwEQ5PTgBUaFlxq;1
336;326;12218;0;331;MTXCREFD;0;;1111;1707914692053183744;17131649201166889706;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692053183744;17131649201166889706;1;1290414508426481431;nrm3ohLEzreKbct6hYKRhxcr3ufREdXGm5sWpWrR2z7FpS74BeAwOSyRy1erwkE5ty5m3Esoaww0EWlfjq9gppgPR52cOsy6SGCv;4Q7rI73G7EHvD35VK2YwVdBWstCPK3cCpbMp75bvt8RMBd8Mom8CKXPPVtTMKNTb31x4XcY41E2a1fV1ZAPQhE4xfdD7GQWjPJjztXnOyJ8EyuLuWcKwLKO7c5o48rcIsAA6en1VKrc2ljWnWgsPaf1oBrnhNcaVB7YQTWWFkWXrhhTWqCL9clinv6vZrArTsROaAWU6;1
336;326;12218;0;331;MTXCREFD;0;;1112;1707914692053965568;8193054544399864166;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692053965568;8193054544399864166;1;16388890217542344795;oNlmDr6jdtXhxGTZS53qzJcVfqgQxC4TIG3z7cwUUbWn6z95KvEisgZ1iCw9QbSdbw8llUCTZ2XhyMnbQk302QBYgID1qC51Q5EY;ZCrdz2Fwd6R5jUOoHppLxBWJtMJZxXI60Eok0BLFmjk1ROVvUAeO3RxFrO4REPSJQ1U9b8G8n6hGUpeL1rFMU1VMgfL0yc1hJDfIPgXW2iH3vb3Txg6Zet3Q5dZZktv3bEMsHdzprThF6Bm5Ts5FaJXnNDuBthE2Zz415Y7q1399vWtE1ItWE2IVT3oDohu5gClWUOED;1
336;326;12218;0;331;MTXCREFD;0;;1113;1707914692054748928;11338024435790402773;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692054748928;11338024435790402773;1;12517314508963959143;odFdTJd2XaKIFyBDMJS8iOm6vtiIqARLZr7QB1HkLUsB0kRrqqy51Bo7ckUVSkL04PHmYpaeDgOWDHTZRdfB5ox4KYYRGPk2NmAW;6rxMnu4FvnF8V9VSaTWaLtOyat27qEDYbpDOyXW0hWmGCsqVwEqITAofpcFASH8ZTtYLfzGQEYtpeJm7r9hhfkk8E5cEPODKQ6RzztdnRo3NEdlhbIPKshMp2vnwiQzCOeWrCuhAWN7GzlG0SnhcBZpaXg1sJEGo8uls23R3jOVzZm3M7P3M9GuuvvgRSgve2uIzuMlL;1
336;326;12218;0;331;MTXCREFD;0;;1114;1707914692055517184;2000252807797059965;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692055517184;2000252807797059965;3;13882567133129857495;W3yPFilW1hkOcu6wCy0VBa6TPk2Hf1hID2t92ZY0L6kbJUoV84pnYvroxrqt3E0UCvPU52jGqCQghmmVnlTjPEoAaU3zAFUgBTVU;jHZkYgX6nTTdXfaTjXGqHFOQX9vdv7CIcpzrYH2kKFVX1x7es2Pa2r2kVqTIlyQpqKEfa5fWsIQFKMBQk1osz7XOAJG7M9JWCjiSSFIVmMSTRcFhCWC6gWWfqmraKqh6zLegSm557cU0OF0DNS4W7OQtGn9ntglL1dUgfDC3msPryoCtSxysUHpXKR1dZBwNGOaKAxj0;1
336;326;12218;0;331;MTXCREFD;0;;1115;1707914692056289792;7775185196430720509;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692056289792;7775185196430720509;3;10496523653240764072;ap0Ce4s36jeNikYSeuXfZPBhHxR4rG7E1ccVoRunMmO0Vo9a4RJ9o6mTPLrrkFCWpJwX6WeOtBUVFr67qyaFwnUk0Zy7NKh2uZNB;fOiCZWYH3cM9zFpyY6mZkDipVqtvrw3WLsAS3xSt7k2qKbHD9bhJro8XOTVfz3aJyLvWNfVkDF4t6IAn9vA6NJ6U4rpGPvnCis5GljB5xQg5TCYdlTQMehFxvCfOPDqi7sDdVrKlsLlMM7wERjGH8nvb2ohTfzK2tP9zfeoFDscCFE5e4JfmPp002x3jzF8s0E0NNJyW;1
336;326;12218;0;331;MTXCREFD;0;;1116;1707914692057070592;2495960405296024884;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914692057070592;2495960405296024884;3;1978554355454670011;AP6LVit5T64uFvZBtqnYfoCG6FmlRD9xKIQNwtar6Ffejpy4g7bG1y6N8P1Bf3RYXCwxY09tHBBaf1RTmtjSkoIa2TM5IuTfffKK;azDcUI6t25JkSGvHR7rAaCnmA0aLWOLGGbZa03Pt5gYBU4ouKsZpRenDVb7eE3FWWy95cwz2WzfkUD077fXxKBXGW61ncSgVQv00vBJwErV3ez2tXwsxfW4CBvWAI2bfNuBBRQ5Jeq0VbtwSfRIlOvXO7cxtwUY8BdZR41TUZtcweYaqk65KMtfW2x2BJzwgPKzR82nM;1
