msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;iD;commercialName;iMiFIDCompliant;eSMAIdentificationTypeID;iValidity;lEICode;positionHolderTypeID;positionReportingTypeID;reportingRegulatorTID;participantTypeID;transactionReportARMStart;transactionReportARMEnd;transactionReportENXStart;transactionReportENXEnd;aPAPreTradeStart;aPAPreTradeEnd;aPAPostTradeStart;aPAPostTradeEnd;countryRegistration;commodityPositionReportStart;commodityPositionReportEnd;lastUpdateDate;sponsoringFirmID;sponsoredFirmName;batchID;operatorIndicator
324;314;12222;0;331;MTXCREFD;0;;1880;1707914728029884416;9564295635490260169;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728029884416;9564295635490260169;05RTvxij;RQL23n9hLCrPlcj8jduxet8bJem5nY2pcG4LMcIJHhEIhKD18egyM1T84KnkOpAZwqBxmkoVECQOgWUJOumq6DoJE3kKDIvv17Js;61;3399609842432241129;92;67yPzQatvGEL44A3jw23;5688398046520576861;13049373647645300513;2856362825505095152;6;65100;2745;5230;7866;10703;12857;15655;18488;5IA;21389;24293;26934;Dh1cCafr;3qAaXXp35DPumh4hzA5Wy28ylybuDWP3CHpbcq5qKbrk1eyBHCNJiSDVpM8D4AWj7wF3VIt8JkLTRSwbqJPChsoc9UTFbdTsGknn;1;234
324;314;12222;0;331;MTXCREFD;0;;1881;1707914728030692352;1678702607389292587;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728030692352;1678702607389292587;r55DuWNy;GkkAC8qcYuH5RYqp4DONwSvZG8Bw5yN1tDVNdqkTbzBZ1DGCHT81xujopyGpeMzsQ1U2VhoGyV44tpXyhCaAD8tcSv6T1I8E4xXK;218;5011156661922262738;75;RISNID80Uv26WyPATOMZ;2329742064604842105;13142761851610454460;9114553834644359854;11;22474;25675;28196;30853;33765;35874;38724;41513;uRE;44428;47240;49958;Sxk9vtGm;msTQopw1Enohyas5r7hA8O6fNgkhLRt3ko6YZKtZzL8B5gvE7Z8aOvZsGdO67IJpfb6IDluqtnkHDOV1uAHCfgMYk0jCbVn77DoI;1;231
324;314;12222;0;331;MTXCREFD;0;;1882;1707914728031497472;695308789560852389;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728031497472;695308789560852389;MNzZ1mRz;VtlWqMGeklzSONNu1xjlexuys7bLshH23uInHldDFUWigovvC0PqEgmXhlI8Y5egvUHiK1ZpiTXvL0SvFM40Q6zohcbQ6NqnZGq2;201;11719207452047350677;164;SMaQVACuyfrxA1zoEEys;17280510437904509996;10157071524672687679;18330258112077423639;9;41781;45017;47523;50187;53062;55277;58139;61038;vkL;63941;1247;3999;KWY61MVA;AODkCe0Q4zvsrxUMu4eAVGBHQp9lOz3ZpB7wmSPV6tQb7kaKwVUwY8NCR5DG0xt7En0CDJ1lkTi2YVruicscjKCwxKpJL5r8SCs6;1;215
324;314;12222;0;331;MTXCREFD;0;;1883;1707914728032309760;9251838024251511982;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728032309760;9251838024251511982;qLVcIWWH;EmFn8FstrXwfOzmzC0gX3aoQZBUvsfd7QLsqDsETCyvY8s55KZN6LmeucfQSmOMEMZCHGUPRMmazEibZEOpyakmNFoBsWgcfXJru;245;17300618148880222439;249;2WzI2x3Mae2gxxB72dmA;10883575808026442493;5313640200700862527;3465917045125849854;12;7091;10274;12756;15428;18285;20451;23309;26086;RGD;28984;31842;34452;oMTs4xOe;FREy0kg0jPrYI9b6nw9qnySUYCxfsHQj6Bi6xfP6nUbSXAuTZzJwluYm4xWVpaWx5sO2EYWXmEghC40ayRkgkNKYMKLfNe7I6WIY;1;88
324;314;12222;0;331;MTXCREFD;0;;1884;1707914728033119744;10217584426643993763;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728033119744;10217584426643993763;vpzdNyet;n0p0xZjMaU0b7EPVM0RBaEzCk2m79PsVJsoFN7DhCr7lg76vI4rUQcaovMyLGn1rjfgCmaXPvKGp4Cx0aIjYIlMKp9WIiVTtvuob;199;17642611602462929876;146;64KdbqscmTt9BzaAKfRM;4584927098912971244;9150101977015274499;2186074748290306365;7;44628;47828;50321;52916;55775;57877;60711;63516;OJJ;861;3768;6511;D7fIwFIK;eWnFkokmAYn4NjVJ3FRL8KedXJt8mBO1rMwDyfAWA2BQ9RDNEYaCHWN2fXleAWkrzyYoSz438LdadbIleTXp3PqDpTnfcysWIoEt;1;106
324;314;12222;0;331;MTXCREFD;0;;1885;1707914728033932288;2322264021744564022;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728033932288;2322264021744564022;4GJ7m7hm;Vcn9nVHfHRSQAzKclUcgPheluIzwW56uNx4ISfQ3LAgXstyIP80d5WDUFUuRv1Y3CquEMSU2RIsyTIzhvguNHXfibW4EQdwYkrKT;;17735606681400208342;94;FjKR0yNZqp3vurLSfDen;14139534858873424141;13788114921999452557;6417897535707784418;2;24834;28053;30585;33217;36020;38102;40954;43731;MHU;46519;49425;52085;D8wL0rY4;cQ1pg6L14BlCldgxC9FmAwhQ8BY125rSt20GkmWqdDDp34wQitookPq8iE5VVhYzdwysA1MI1MeqIGrdPTPu809UjKqAMDrTvcFP;1;148
324;314;12222;0;331;MTXCREFD;0;;1886;1707914728034751488;13913104771767249720;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728034751488;13913104771767249720;NC5HjNEo;NIZym9fLg4ZOUQsXp5MVgRTNeDI3fyytAYcVP4hP1Z6TLhrMKZAJvrN29ISdUHeIH2lNpE0CHWSrqLJw9J26QgFLMiB0IJgMZvt2;148;3907451848022314358;112;CNlWHV8yhj7y3oHZSJ59;17227850635079613825;6452133654785934750;6950162775004965895;5;8610;11885;14352;16930;19742;21890;24806;27610;Qf8;30519;33435;36175;j3a40kNs;Y0291eXd0pzIIZUhhAo0ro93DDDb0zqexGCnjGx1MA6tsEPQxh0I7o1AYNiFub4ViKqXiwMU1OW3N0ztPKAjEK446xNNjJy9fhq2;1;173
324;314;12222;0;331;MTXCREFD;0;;1887;1707914728035554560;6515056232376220231;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728035554560;6515056232376220231;TGzyJGTO;9VEREBwewYG1z46tJhCbmKnGf8PX6etO627tsVCHu9IoyIe5JGSkOd9Mk4cCb6368tQgWDzilxTdds3MAiB3jfG23vLe3U9GoahL;95;5416622554971106092;108;yjOFGnlevvVQGqN6vYkJ;13435675781100227098;10797812904370759097;5366720329986393228;10;63506;1098;3605;6184;8965;11097;13898;16604;3V4;19447;22311;25017;hj2hXAss;Lw8seB9qVPczL3IK9RoS8eBxqjSEctTbBN58lRfyesU1fl1yCg7DIMVMs15w38O0ogskbXhQCIJo8V4QCaiVH2f8uO1KM4VqMqXv;1;150
324;314;12222;0;331;MTXCREFD;0;;1888;1707914728036361728;16478606178218464098;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728036361728;16478606178218464098;4qQgR2Ns;8iVrDwe0EC0Wvbc4gYGIHUUcmfrcYZ4zY6AmvOi26Rruf6YqOkhnMGpGf6j4zcZiUupJ2sHKAEakn5rvIYWzz1kS8WFMmbNDFPub;240;3679122884642970834;130;rgRhaiwOl4N7yfA5Q18I;12311242355841764500;9522802103201881450;7626709421743814933;7;59397;62666;65296;2438;5325;7531;10387;13295;nLK;16198;19096;21781;FudpnMHh;b0jMfqbReHms23JobbQ7TTtnhXzpKkAUJCdURWJXnG2uHAu72JZgaZiYu7jgsHXjsjS7aMuKIaUlJf5vQUQyfABStU5KC8MoJNxz;1;154
324;314;12222;0;331;MTXCREFD;0;;1889;1707914728037170688;17905803740467292319;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728037170688;17905803740467292319;Tz6l7Rzx;cFEN0Q5yLmj7lAQMYa2tWvMMvQhz1u22PwFMRURjNFj5eXiTCu1cU3gI5UcI5TdC4j4EyAP7lok0WTBsErFYWRrEor6L4w5OYZ8S;215;17215168984696781354;49;Mt4V4GDMBoG7RET6vtnY;16914420962555184763;7530932574882650239;1567204884347027579;7;60156;63340;354;2979;5770;7970;10804;13607;G8r;16451;19317;21946;fTGph637;uDRKcvPvU1a89Rwz1bKFLvG5wzhtBBKZZf3qlgGdu7wOaOknKSyPqvRwHNjHNggiC8T7dvIBaHscV6jj5miqnTqAcC5nQkQEViXb;1;46
324;314;12222;0;331;MTXCREFD;0;;1890;1707914728037976064;11944582967935064890;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728037976064;11944582967935064890;kDgoS9oN;UnpwlFX9fGo62SKoCHwHSsTtsfJobugkqprHXlqgLZNWPSvwXh39X9ysSjDwZ63hiKHfhsbzHa176nT7pzMmxMLrqap5CUp5wBDC;230;1978529903003801963;132;jrPnnkmqugnlwL0PlLs6;3719540992201142380;11781097242690521005;9762091073964318813;3;850;4133;6616;9342;12183;14298;17145;19998;JCr;22925;25809;28447;aVvog7F7;xEgdevnEZA8RIIuYbE7L0ilFEJ6SlNikPc2C7l5XgTGTN6j1grEbmZzjO1KpHrMaGioNtEiYCwPicfqgDvOCgRzXAuCqx2sF5wyg;1;115
324;314;12222;0;331;MTXCREFD;0;;1891;1707914728038785024;9303239464354445732;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728038785024;9303239464354445732;VqCkfIPd;M1pReXWsFhMMsNVGCyH9jsUBafRf2q1RS44fUo4S1v480zC9A9zZFtDCWDTxFNIW2OCQcVtjgdMUnb44IBut6Xr2xgTZ3mcxaef6;71;1867029991099835736;205;oNkHQhNxXEyblZf6msya;7052939141708762796;5084940864801105440;9514363950598609906;6;14788;17998;20536;23148;25968;28160;30993;33749;YUL;36597;39413;42181;r9fq6ASJ;nZS8rKDhs4pLohG0yu84BJUfZgPCRlHCqs06AW15fWvGCFYksms5PfUSYKkh7xSvskci8KZP1LORKBtfY3AkzKelMjGOazYdUbdg;1;22
324;314;12222;0;331;MTXCREFD;0;;1892;1707914728039584000;4450087053455145694;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728039584000;4450087053455145694;RVeo6wqf;sTSvHUWRz1H0mjC5P8oBbavK6pubPAgQv1A8d2o4rwZvwIyVsnr0S0ag2YD3LO0c5WVwZim0UcV4yOxdVwgGrkkXPbO30wfEdxvu;167;15862640467422797496;237;wx04yQoWyLDJYz9sa2Lt;7395911394397582116;17095451949626810141;7846234703549462502;7;33045;36292;38806;41417;44334;46454;49278;52158;xkr;55189;58084;60910;23JzPNJ6;Np46WRoPcMZARcHJAkk5l8QFf5h82Iw74H9cGxuTIoP8IOfflB9l6WAdYDqkTMPIMQ6mInBxhvDss92ZF74CGiJwJHysmesFDTMX;1;147
324;314;12222;0;331;MTXCREFD;0;;1893;1707914728040394496;2798048011857263193;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728040394496;2798048011857263193;nhMbXOOE;NgGIJTEcGWOwwpciFdyXUvwfljoAa9fw0udJr9iANv9MlgnLBkyBdhEa0kLdjXWlU0XurGrPHwLwyWXSdf8vrgvbl2siz20YN6pN;56;1352829489785625826;60;QD3BejNs5k3v3Uf2sTCj;1179235058703634935;5268428253946386821;3757277505931540553;2;54687;57870;60362;62912;214;2471;5350;8161;0ix;11056;13874;16611;Oo9uIwXj;lULKSm2JgWrbOZuFfeODO27KX14kQx8VPYNJZJqqE9Moq9o3V20YumFHE2kHBwVhjL3r7BBihCWe9ZmIVV1dJZEG3mmXTFpdJ6tX;1;248
324;314;12222;0;331;MTXCREFD;0;;1894;1707914728041198336;8821346013171196277;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728041198336;8821346013171196277;SUQNOJNs;JqRg0qdkE6U9933hfVZ2mufypiIO6m0ZpBNGaVCUZhBLXUhxp353gyVL0ZIFx4sseQyJmdDEymGfBfR07PywHFEbAx0dNr53ZYRu;152;7355320064863397012;243;9UnsSe1XooqgfAscsfoc;17126837006486220528;2108930124371144484;1514119531399985428;3;18098;21337;23877;26573;29501;31731;34636;37601;EyF;40625;43498;46271;ZX2ZzAs1;udlDCTYcRp7ekkUCFKqxTfhN7fffMcu7G0gKlqsa26QTQnnIE4VNAYOxtzrnTtNLmPu1w4xX2oAgWb1CnYEsudtTaTh27UdufmDY;1;141
324;314;12222;0;331;MTXCREFD;0;;1895;1707914728042002432;17242804681109209199;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728042002432;17242804681109209199;e6Ffa5tz;PzSsiuCfUa0EcDY0EzuxBwg4OKly7kxc8TnnQX3gupWy6i2ucJTubwkrSx8m3PssrCS1Gtr7oGG5GI3kG5uM9c0nEa6JuJJXbYsa;168;8432297407213572977;36;12U7l2cnLb8X9SK7VUpQ;16675502967475572127;11432150075601906861;7788507859719817933;4;53898;57152;59670;62316;65104;1695;4628;7359;ga3;10305;13251;15890;nfJImDOE;ByXac0MOBtP2KflTrvw5yroaIFmAHpEpLcQpRLwMjr6k1X6mwfz1m58Jpyk1foWIW3HK1qj5nydvtVvaNTQ9jjVMe6qrXl2Oag4f;1;224
324;314;12222;0;331;MTXCREFD;0;;1896;1707914728042810880;10760475596494304633;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728042810880;10760475596494304633;FfGZLdmP;ArtlTj9q8gWZKFemR0KkSmgQbZvlpMy029wEgQsvbUtD6tp9g8RngMDRRNqe5NFlk2abp1uEEDHTEPVOzeO7Qhd0GXNwYyeCb6C1;170;17576140385289850412;14;B5PqmUcvd4DN4Zwz3pnq;16562107351243653653;6155404390899653323;13637970546338393427;5;28727;31986;34474;37079;39994;42099;45009;47877;xS8;50892;53739;56418;B99LU9Nu;BwlGgt7Zn7qXwQozMjbxJZUobgJuods9NC0ioIF2woBA0HFdzAMBj9rBdqog3zDoJfb31U9wenQyd354jXVUqEvmvrrIu0Zrg0wR;1;19
324;314;12222;0;331;MTXCREFD;0;;1897;1707914728043609600;15717855068247185017;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728043609600;15717855068247185017;QiMOr6qn;Qs5Wenhb4Vn6JLn06cnXmxsPjhDY1yGEYUuVW2StCeiyeBWTQfX8FqGjwXeGBnhUi6ffw6jrSyvvoEgxw3DRg0umLeXa4bDwEmpO;100;6920876947801292095;63;al8oVrxIdnpM3tJzQsfM;12003939089382395722;17414603683773522639;9435183119536622188;12;11794;14984;17486;20114;22996;25111;27983;30790;VFP;33595;36468;39186;3pPRrpX7;VdE6lmbPb8JniVinhMW0M80vRyVa4B1RhuhyPsjNHLlSUJVHokIZPq5n4TXy8fMSrENuNECfhx9yje8DACCLkcGcuojqe21AXddn;1;6
324;314;12222;0;331;MTXCREFD;0;;1898;1707914728044412928;3683629615744214918;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728044412928;3683629615744214918;ke233i93;RZWvCLOk2wKsjpLIoeNAIrmfRaoPtGZoHr7aGoDBSREVzOcvHvJ4JFU9tSxXp3l1c3Bz89WWbHcPd8bCrnp3ubCVsVZI34cwEMkV;52;18223568251964982609;53;bBwtrsX83swEw0Av30UK;1312625307007146862;5128653594167418222;2261938269543856102;5;63244;951;3414;6052;8864;10971;13916;16743;xxo;19681;22505;25365;cbKCY0M9;Dy6PS38tcFYzfcKAkFx7U1IL2UEmfTW5ZGePjwT9TFMfVkho8eTcE7egMQ3mghaNtAWnl8nZPalS1qrRvTpFQv2Xv2lXA0D6aouN;1;114
324;314;12222;0;331;MTXCREFD;0;;1899;1707914728045219072;1451234767357780321;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728045219072;1451234767357780321;Xl15f6Xo;I3heToEBwR6VNY6MJuDqiQEv43sufjHRK6i64asNdX8w7iCFl4DAG0ZzRKJe2QMUvh4vswqvbXKrfoc7oCHAnTesqBt5hk0MZoEg;40;9300382330780604935;99;drRvt9c5NHwpsgPRntgD;10701921132001568614;14148712923706394099;1150715109255653122;5;54153;57291;59831;62443;65239;1790;4644;12536;TRQ;15456;18303;20943;5LwKiifS;5TDZcUV5UIHhSjYOZpXzJrvd8Ji2uXlJmlwkW9XgoDEIrR5z5wZ7HS8F8SK2A2W7rjCn1MfqwWUmig4lJ09wxkH0VN8KAjj1chqb;1;31
324;314;12222;0;331;MTXCREFD;0;;1900;1707914728046023936;15523548104922097767;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728046023936;15523548104922097767;MPjw9FYF;yAtfwJELOfha1J0RliZ2QeKzV3Xv7pyaXFt8YgQZ63hEU7TR1kuYnSX0LogNmK055Ep8wI0iO09HqNFnYtWxZLFN76DJrpv9qVEx;168;3294504013920498306;193;v5ycZQg71aZZbpyCUlUO;2532555056430516946;7560253589548134341;7285614737016057937;1;55742;58948;61507;64126;1512;3663;6619;9464;mg6;12366;15234;17981;QARxULR3;dXxrGkaiRPRYxXcbMeFYDP9BzOkiScDxPIVMPxcKYKyvrCff4OJoPqVs2UkDU2Je58f8GYAmbpff7hFCGS5pf5vkLgv9n4fOr1vp;1;148
324;314;12222;0;331;MTXCREFD;0;;1901;1707914728046828032;10963229768323816353;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728046828032;10963229768323816353;Hqk6He9O;DUxBpmuypKhnWCvxYX7qsEyh8Sx0QDiUJdGg33I2k4G6ABTYxHWSyIUkCXhCIOS8SqAAIx0bnqTf8Cx0ytowzp8UmJzMJgMSUULC;223;12523768221837568440;9;my5eMfaQRCb7ZfNfIjUe;13727713921065764992;9798693878318577445;13316276145293633598;11;54745;57844;60326;62894;229;2321;5186;8029;320;10919;13719;16370;84RvhrpR;nnvg4o7RABrN3CRrpkXLMxi0BjmdqAur4cNalpceUIqDj9BH5goypCuKYxDgaGnLgpFHEz62g5TTFuFQtEDTl8NHp5EW1joQ67eZ;1;95
324;314;12222;0;331;MTXCREFD;0;;1902;1707914728047626240;7349795051213820567;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728047626240;7349795051213820567;xFZDBelg;5czsy23X1VUyqznswoHUYWzDb21qb8v98EMHUDxUsYUm7IxWaQVNpXBI7XgLw1u5QD43hDDJGX4SjiHvmjP5zIiHsHRvqZIxHoVO;246;15236277724183672228;220;DrvXH3sfRyY4xaHN7DlM;2185266196502767105;9701940245722276342;6534691982164941612;9;1671;4867;7385;10028;12912;15043;17923;20719;5ta;23617;26473;29196;3RYSKTIH;9tAx5D5ykb30Q90CNvpvIXlMcvCuDHRW68p4KwcedQ98J2Iljfk5QJDSTtYgLACB3QIQQAcStGIA1K8GElETu8nR1XOAr7rBT5QL;1;2
324;314;12222;0;331;MTXCREFD;0;;1903;1707914728048431872;654617107261248391;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728048431872;654617107261248391;IX2WNWeT;xKGb1U1qxbfcyvm2vm0Ok90a6pLoh9ne489qzWjA7k8EhrW6UDMXWjNkfsOhRHZ90e5PbTyXjh9xlH9LOjV8pP245K6xTjVyMTJU;87;8545556122508538489;197;zVylTM1BpofL9ZoAWQig;13224893579386153524;17274482048685868756;10300758001015415306;5;15131;18341;20885;23496;26273;28409;31267;34079;Ct8;37052;39933;42626;Iv4dwAsR;CpIMzwrognlMf9bvR4aqgFR4rFoEj8UukCmeFhs1oQ0OJ40jzdQe2pRxILd4KQqIkJpPcmCXInUh5nfUVMvr61aNbzRHhzPOySwh;1;244
324;314;12222;0;331;MTXCREFD;0;;1904;1707914728049243136;13729052681773108293;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728049243136;13729052681773108293;dRbl5lMS;5znTBu5BF053MB796fw3usdjr4gxArrYBPERDZRNMKafWSRxqZokjq5fUocH3o6L95wVCaU8xF6djcJ3g5aqGKbGXxIzNYA9PSoH;11;16705514661378610797;4;Sqy5g8qRvOqMk2ffGuob;2717404832692157145;911767273902740421;12945600802079154483;11;33614;36908;39417;45704;48623;50731;53630;56559;jMx;59455;62305;64986;xMmO1BAB;TQqahFPLT1pe4tiwbs93rt8drjqqBh3SLNEkOujC618NqUqnar7OyXERX18pBLkyixBO4lhUIRMHsQKNQnAyx4J1LiVFl2pBeTFz;1;245
324;314;12222;0;331;MTXCREFD;0;;1905;1707914728050050048;14025066277799523418;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728050050048;14025066277799523418;QEp6W79L;mrTtFmL8ezolnAcL2GeQSk4p4LoMfU5mPYWo3ECdiFrsbUg2iKuRlIhg1P14RkebnVXzxnORqUXfbsXNFeok1JcwR7uOcLSFlykB;183;16910106501534537608;106;ocYLahVyBr69Ltx7Y6C4;7849969286820435413;782921046641790242;15673047385447771126;3;58492;61711;64189;1207;3990;6129;8984;11710;6A7;14638;17493;20136;zEM0u59Z;vM5ZXtMIvL6Y1ITBlNCwYNVDK3ySZlbJIPUYIhx1jcVCSuVjGMt8CTcizmoTLHSjRBGwmiqbUgPBKpCY2HXAOXGnsKkhCBwFPmQR;1;143
324;314;12222;0;331;MTXCREFD;0;;1906;1707914728050854912;18249909641746819153;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728050854912;18249909641746819153;rl0hPoYw;A8oLetTUQvfoHoc5EFs3EJdfTeKpJuN5e0tmiA7YGJZbTWALPrqx18mxHoJXZmbH6Xa18TJJK3VsF8AJmzsc6MRftfakVoeJA5fT;231;15308910053955673810;206;Cm95YgQzIC3ey6HPUzbo;13052122577585169554;17450958345447497879;12421181616982765407;6;20960;24173;26649;29265;32141;34277;37178;40151;RG8;43031;45924;48589;N0mAbuIp;saY0W5HDfxQtbBpU3BkOJKxbeuicnVsj2uizbZjwV3hxj4ckY3ayDVru3ayg60MmCTygEdrSDsPq9xmPHttw2eL0MSzYRrw7z53l;1;10
324;314;12222;0;331;MTXCREFD;0;;1907;1707914728051653632;8200154744437910793;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728051653632;8200154744437910793;t7c8F5i9;bgT5ET8WEaUJMNElzr1H8tlSfqSzeHvJ7qqvkCGn7NWjnfv87AWZvCWS6Vwdp9eKCmZbsWNb0WRgbxOyv9gzhvTfKRjXNXs1AJEQ;188;8214823089270399817;176;lfVomuTMbLOYLnlXhEji;3439153654256183262;5496934619225272274;1582151558548565853;12;47167;50292;52836;55492;58237;60366;63293;510;5MS;3376;6230;8907;RaRyLpGk;L4tHnez9b71188mwgqFkXJdPcw32zERpJA6Q0rg751AWQW5hsvJrjgR2T8KYJYVKJ3ybaoP6rGKlycl9vXyBotJxOyULFf0ScSOs;1;218
324;314;12222;0;331;MTXCREFD;0;;1908;1707914728052458240;5610800881083086193;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728052458240;5610800881083086193;rDUts1LY;HiRdQCClwYOTpXCEIAxjjhJB7rk5g7hg412IxffYgaPhAkmzdeFV8bq3BdmcplqdjQ2ZoJaEXmEtMztTZ11qmGnS1LAh7Xr7JjkB;83;6016931403550695538;17;6XIUUoo83qhnH4vWkmyd;17808598147686596439;1538665177646416216;10337882917926425745;2;23567;26808;29367;31988;34795;36953;39811;42612;TMT;45636;48469;51200;2E6rMjPG;LdUDTojhNnpNKkXD5dDfH2z18VC0lMM1gtNAtdRWGZD8LPVknl5nD3uEtDjfBYt6uY7FZ2JffLA0bADJlIcyx8knLxiNZk6oMln8;1;181
324;314;12222;0;331;MTXCREFD;0;;1909;1707914728053272320;3129572560937096553;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728053272320;3129572560937096553;2TG1g9R3;fVhvWHtDeeOLaFpR1EMUlDcezltAZJwmIjDusB5bWYHcQea1n4iokBmgisXU65knz1L72MTb0oXYYmWrc7yp7WgjdUjjIOwGNJu4;152;9172412365158681507;119;wsGjhS1KVoWH9kWn9eWZ;9494357904567261520;1189173394562665041;3464400534691879739;6;17408;20652;23194;25709;28602;30766;33707;36526;P1t;39476;42412;45122;0NFKyHVf;i8e83OkNHxzxdmMt345SzSJDyWDK3QlJ8wjGm7JqjmItUDDKy4NUFumFf82nOn9p3vC23wwdPngb3PgRlzwulfYg2TwIaqSaPri2;1;124
324;314;12222;0;331;MTXCREFD;0;;1910;1707914728054076160;10153713832950107737;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728054076160;10153713832950107737;J8siqocR;3sQY5myFOOv6P9Inj37SJ86FG5J9FOKzrwLEPXWvnSad0oeW2Mj16BiO4KiKJkah62nHWXCfNxo5nyPnnyLwZERLMzW3TEQf2K54;28;15094549236444169038;125;N8c6AiHn0585cqgyeyxG;11287111323425148106;7718814921804943513;16048437447977371125;4;5776;8986;11465;14093;16957;19099;22033;24909;gZp;27847;30730;33496;xTorvetU;OxUOyClFvF5gxBsaZlcmBmg2l5gYG4hcXG0ITq7hrsOvL608jMPYvsUzpaqcOnMpmVMKh6yYsot5UfKP3m6HXaV4dWgcQZOFZSJK;1;192
324;314;12222;0;331;MTXCREFD;0;;1911;1707914728054878976;11154801823417672493;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728054878976;11154801823417672493;pAtyR3yj;GY6ZvYS0cXPMT7zbmymFGcT6vzQ9zwvEpEfJrkb9FGOipaT0ezVtqZPEweqJNxKRElVOXjfCzBA9vnMkBVmHV0LTsbu9waoswECW;137;16391250745093037815;132;ZyJTCtEFH0x6wgD6Azci;1564486255240575659;4437337859215610429;15795413537603558925;2;64694;2320;4795;7523;10304;12489;15388;18194;yyQ;21100;23958;26683;baVZySHF;odxvIF9MNtaC2x1Iy7f9eAdQAqe3jcmu2GNQ1hedadxNhUuo4CLAvWzM7KR30xv1yF365GhjVExwxeUEw97mmlPEIurNIGLkOWRT;1;14
324;314;12222;0;331;MTXCREFD;0;;1912;1707914728055677952;1503941261092763963;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728055677952;1503941261092763963;1EtEnnPy;AzDRnAu3XCAZgw57mRGxiw82suSPMOOrZ9cU7yHCcmdcTXI0d0USpUkrstBIf00cxFhQHvfKuMMGWhw2UX86JihJfrxaGrofATsw;131;1930614611067535824;198;fakZO4XTsa8DK4VsTBKL;3972791969125470416;8645310212434015765;11633402196602004270;3;58442;61623;64238;1286;4235;6418;9212;12118;BHF;14994;17904;20604;m3e8rVIS;EdvKzxn4vy8TnaxRtVIysDfKypCPIoWwOYhnctCDH3DGiFDE7Raz3bsG6z7udlPaWvLlxVQ7t3CNFAym19BmD7B9B2ypDuDtMa9w;1;234
324;314;12222;0;331;MTXCREFD;0;;1913;1707914728056486656;1528852367600558494;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914728056486656;1528852367600558494;DNWW0J4K;NTXBDeIwRdB70EXsZ4XaTUdMMGrBEQHqTXy7EsLaz2bKjLkYjoPOYjOfZ6eU92JkMp4qI3JhwlCWpufasp9aS5GFSnkK3vgOykTX;149;8992739579080568799;149;xc1lF9plTGPgHErC5sQj;12216638458974885902;6112673617227499990;4030594869613704709;5;57372;60556;63035;152;2929;5126;8029;10775;pJH;13639;16454;19224;QwP7Y2bn;YE5zZj6BW8kajGCoAbfT53D5KPmotSm7DDI5qlUG2Mt70stDqF2qnE6nxVeZ8qkNVzpAhXJU6640MuYS30PdaJbbI89zHpNAyrrf;1;110
