msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookIn;bookOUTTime;eMM;eventId;orderID;orderType;timeInForce;stopQueuePriority;symbolIndex;sequenceTime;orderQualifiers 
86;76;12017;0;331;2BLKPTOL;5;0;68;1707914901038915584;1296618590480138247;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901038915584;1296618590480138247;4;3;0;12;1706095059271544824;1706095059271547095;7;10680534495627509640;15122611130017627673;2;5;18202805905709606927;586880250;1706095059271562090;6
86;76;12017;0;331;2BLKPTOL;5;0;69;1707914901043733504;11067715552228985017;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914901043733504;11067715552228985017;19;2;1;8;1706095059272904075;1706095059272906252;15;12358574658372437676;7301688674620332109;9;1;11193154060811407961;955146857;1706095059272921198;6
86;76;12017;0;331;2BLKPTOL;5;0;70;1707914901045360128;5483662979188697235;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914901045360128;5483662979188697235;18;6;7;22;1706095059273374730;1706095059273376935;6;12861525036156527506;3434143964215517340;7;0;14933719186468088831;726810605;1706095059273392091;3
86;76;12017;0;331;2BLKPTOL;5;0;71;1707914901047767808;15047982398649023440;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901047767808;15047982398649023440;19;7;3;20;1706095059274104600;1706095059274106944;10;12538781895322107016;17277805738845240903;6;7;17583205548784082999;135619081;1706095059274122594;3
86;76;12017;0;331;2BLKPTOL;5;0;72;1707914901051597568;13850213923838181036;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914901051597568;13850213923838181036;18;1;7;11;1706095059275122042;1706095059275124207;4;3463005522370975869;4896109607514857014;5;3;4094408898114075344;641399268;1706095059275138963;5
86;76;12017;0;331;2BLKPTOL;5;0;73;1707914901055632384;8216381822010930994;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;1707914901055632384;8216381822010930994;20;7;1;20;1706095059276685926;1706095059276688224;17;13725090739607282576;9329219584339253430;12;6;977888401203495952;681310362;1706095059276707995;3
86;76;12017;0;331;2BLKPTOL;5;0;74;1707914901074748928;17127614557326833926;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901074748928;17127614557326833926;5;4;5;7;1706095059283978985;1706095059283981108;8;2801989948575142732;12143401378217186892;6;2;6374229700307489948;586880250;1706095059283996210;6
86;76;12017;0;331;2BLKPTOL;5;0;75;1707914901091341312;6398777925805709380;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901091341312;6398777925805709380;13;8;2;18;1706095059291238753;1706095059291240806;17;18287956410361994089;10453170174228786931;5;8;17391438560548771607;146079271;1706095059291255333;1
86;76;12017;0;331;2BLKPTOL;5;0;183;1707914901099357952;2420368978988765037;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;7028453693031795075;Yo;8UcGY2IsmQ5J37uGuCCeEpmuIT39Z5780VlCgeiCEJbsQ6CkRSkYNSg9D4JWHZ1FEqZyrE;j3L;423532867;0;860683633;7;1707914901099357952;2420368978988765037;7;4;2;20;1706095059294852572;1706095059294854665;11;18355114141219774072;6778159120082492685;12;4;10741174509310802248;685651177;1706095059294869669;3
86;76;12017;0;331;2BLKPTOL;5;0;184;1707914901278085632;13042577641345750158;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901278085632;13042577641345750158;17;2;4;2;1706095059296525171;1706095059296527452;2;10359981432428117107;15922119067172853083;11;0;16120604517709989558;958873221;1706095059296542722;3
86;76;12017;0;331;2BLKPTOL;5;0;185;1707914901293375744;2869142409867687308;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914901293375744;2869142409867687308;23;3;6;9;1706095059305052668;1706095059305054921;11;4207242884971541755;3891396262237079988;12;7;8721361906441803981;221113253;1706095059305069900;6
86;76;12017;0;331;2BLKPTOL;5;0;186;1707914901321425920;7554333936045813223;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901321425920;7554333936045813223;13;5;0;10;1706095059323198412;1706095059323200764;1;2352262321101974451;5578566371302647293;2;2;2180975666649640672;315339150;1706095059323216420;0
86;76;12017;0;331;2BLKPTOL;5;0;298;1707914901593004800;11972319137408522248;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;1106572295755281863;Wx;OBWGTFZNP8754AX2g66SWnSLqmoUgvUiVRQ3ERhYyGh1SWIvgntgmVEC41pktYPjGgws3n;te1;2553492281;0;11358153;7;1707914901593004800;11972319137408522248;4;1;6;21;1706095059331997902;1706095059332000115;4;12283137618103978284;13025551863500471422;13;1;4660846525705024612;509093810;1706095059332015609;4
86;76;12017;0;331;2BLKPTOL;5;0;299;1707914901594649088;1564610875467289014;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;5522568490991218310;89;khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT;HaX;874078754;0;1133637383;7;1707914901594649088;1564610875467289014;11;6;4;0;1706095059333214219;1706095059333216254;2;15716275013264928241;6674112700563341352;10;3;18204847029389671701;773384389;1706095059333231008;1
86;76;12017;0;331;2BLKPTOL;6;0;90;1707914901012310528;11926406665031477462;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914901012310528;11926406665031477462;23;6;2;7;1706095059265887185;1706095059265889533;99;14551023738541639092;15011321107418945841;1;5;7223734125061628243;282931915;1706095059265904667;2
86;76;12017;0;331;2BLKPTOL;6;0;91;1707914901015509504;8096315961710319723;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914901015509504;8096315961710319723;18;6;1;6;1706095059266444825;1706095059266446988;11;14651192379652639633;1746674959859151648;11;4;10491894423804479921;354837546;1706095059266461872;0
86;76;12017;0;331;2BLKPTOL;6;0;92;1707914901034667008;10798287433377920173;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;7127745270821806453;75;PdsUTbX4Gu6t8kcc4bbCYfzLbmKqCMO8vT8EYof0XF0DZndT82wd3cZ4PbhUH0AQZfNWks;QWZ;1719884878;1;346840462;7;1707914901034667008;10798287433377920173;6;2;7;0;1706095059270488990;1706095059270491028;5;7807320156197149543;11739312791685142151;8;10;11260431357781459653;189069970;1706095059270505940;6
86;76;12017;0;331;2BLKPTOL;6;0;93;1707914901036449280;5561385053648687440;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;136383756536745750;sr;bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG;MV2;860359950;0;4513943;7;1707914901036449280;5561385053648687440;16;4;4;7;1706095059270907052;1706095059270909245;5;13714244847126250515;8568402030933912054;12;10;12385110986740226582;678028550;1706095059270924190;2
86;76;12017;0;331;2BLKPTOL;6;0;94;1707914901042098432;14557370750691070643;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901042098432;14557370750691070643;23;4;2;7;1706095059272437737;1706095059272439828;1;17198938519929934233;10817385747515130963;8;0;2342213960562875950;315339150;1706095059272454765;3
86;76;12017;0;331;2BLKPTOL;6;0;95;1707914901065187584;6058543442882034659;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914901065187584;6058543442882034659;8;7;4;7;1706095059280149942;1706095059280152175;9;12529794108207720234;8691124985275590790;10;7;11503713243644701665;41437899;1706095059280167455;3
86;76;12017;0;331;2BLKPTOL;6;0;96;1707914901069163008;1092987639001745797;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;;yR;wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY;3rR;;251;0;7;1707914901069163008;1092987639001745797;19;5;6;5;1706095059281698348;1706095059281700453;8;5096545156949920423;4608105580607051782;12;2;10358817220579523680;189474699;1706095059281715215;3
86;76;12017;0;331;2BLKPTOL;6;0;97;1707914901079529472;2765965266880528067;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901079529472;2765965266880528067;16;3;2;21;1706095059286050202;1706095059286052387;1;1924737126821303252;4614555444183598684;5;5;18101311064829611689;493822760;1706095059286067596;1
86;76;12017;0;331;2BLKPTOL;6;0;98;1707914901080344832;14891818624403096299;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914901080344832;14891818624403096299;7;1;1;11;1706095059286401744;1706095059286403766;7;13368194749293515296;15419327201452465692;13;2;15248073750044257635;354837546;1706095059286418806;1
86;76;12017;0;331;2BLKPTOL;6;0;99;1707914901088644608;565069578523415497;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914901088644608;565069578523415497;16;1;5;24;1706095059290080449;1706095059290082464;6;15096092642773854120;12973406729273626108;7;3;5007138798112099664;618823017;1706095059290097199;0
86;76;12017;0;331;2BLKPTOL;6;0;100;1707914901096150528;11926352730863396198;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;18446744073709551613;zt;NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni;R9T;4294967293;0;4294967291;7;1707914901096150528;11926352730863396198;21;6;7;5;1706095059293220643;1706095059293222861;1;12794129495203012367;18108173109514960153;13;1;16072288975788690517;836350944;1706095059293237957;3
86;76;12017;0;331;2BLKPTOL;6;0;279;1707914901279692032;8263156981265868019;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2864216930367635044;lo;67CogyjJh5BIwZmPmCruYc6aWCJ0zPxHvLqKAg6cSQfazQp2TRoJIhaIsRVuvXt2tqGnrE;7U4;1653924567;0;2095074526;7;1707914901279692032;8263156981265868019;14;6;7;5;1706095059297383004;1706095059297385193;6;4182463764635860475;7699021567744744522;2;3;3729484236562527769;235516096;1706095059297399802;3
86;76;12017;0;331;2BLKPTOL;6;0;280;1707914901282140928;8559610014514640517;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914901282140928;8559610014514640517;1;2;3;13;1706095059298679358;1706095059298681431;8;14575455689351342048;1004122342799658605;6;6;17715815902916980797;850417414;1706095059298699822;5
86;76;12017;0;331;2BLKPTOL;6;0;281;1707914901286996736;4346491334563283925;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901286996736;4346491334563283925;22;6;3;13;1706095059301351426;1706095059301353495;1;14572085102699164583;10536096855731424413;11;8;12151416565444681963;193650200;1706095059301368026;0
86;76;12017;0;331;2BLKPTOL;6;0;282;1707914901292569088;13612726110330398067;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;17024290165148727136;0t;GvLEPLqajK5rVbxGKuB35HxYtmXIOqpke6BRnFKj1QpxF6xOvQAvw47LJocdf29stjJpud;7hs;2333129586;0;4224521335;7;1707914901292569088;13612726110330398067;14;5;5;12;1706095059304578232;1706095059304580441;2;13908849687864762263;16605946562375149;6;7;18089807355935400683;910422888;1706095059304595763;5
86;76;12017;0;331;2BLKPTOL;6;0;283;1707914901298175744;13488838976609086103;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914901298175744;13488838976609086103;21;4;6;18;1706095059307950619;1706095059307952742;5;10818453484790076326;7617128840436193534;5;8;3738754584582129985;773471534;1706095059307967695;6
86;76;12017;0;331;2BLKPTOL;6;0;284;1707914901303792640;12315426372645277547;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901303792640;12315426372645277547;3;5;3;5;1706095059311431188;1706095059311433206;99;8556810206859810528;2435408329347525480;5;10;5877889764833595141;213087042;1706095059311448345;0
86;76;12017;0;331;2BLKPTOL;6;0;285;1707914901308672512;13320578618007665883;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914901308672512;13320578618007665883;10;4;1;11;1706095059314523723;1706095059314525824;10;2590426637021327086;13572693451387340621;12;3;179566347444990858;840387731;1706095059314540520;0
86;76;12017;0;331;2BLKPTOL;6;0;286;1707914901309476352;12281887176532776977;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901309476352;12281887176532776977;8;6;7;6;1706095059315033119;1706095059315035449;11;14514219919793801985;16888622648219522700;10;0;5051803937797952869;876746933;1706095059315050722;4
86;76;12017;0;331;2BLKPTOL;6;0;287;1707914901314265856;3111031137384630050;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914901314265856;3111031137384630050;18;8;6;12;1706095059318221623;1706095059318223896;7;6810829264369642997;13176332349265039002;13;4;2723061033816697433;282931915;1706095059318239215;0
86;76;12017;0;331;2BLKPTOL;6;0;288;1707914901324637696;765540523535509767;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901324637696;765540523535509767;19;8;5;9;1706095059325487942;1706095059325490133;14;9599786619813296550;12780925561766571976;6;10;4345089035034508302;839729658;1706095059325505445;1
86;76;12017;0;331;2BLKPTOL;6;0;354;1707914901591366912;9209260034073927888;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914901591366912;9209260034073927888;1;4;7;1;1706095059330797491;1706095059330799685;14;13090413186785633816;13047427691380503733;3;4;1428096344603753673;179939061;1706095059330814683;3
86;76;12017;0;331;2BLKPTOL;6;0;355;1707914901592198656;14138345936325360155;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914901592198656;14138345936325360155;8;8;2;18;1706095059331393458;1706095059331395685;17;2513963900523210873;7076149659234273664;12;1;9656360502856467732;221113253;1706095059331410430;3
86;76;12017;0;331;2BLKPTOL;7;0;84;1707914901018846976;11435496079537142093;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914901018846976;11435496079537142093;7;4;0;14;1706095059267044892;1706095059267047018;2;7699004698514157865;6613363383441667873;10;1;4840752051438471443;162618251;1706095059267061749;5
86;76;12017;0;331;2BLKPTOL;7;0;85;1707914901019663616;992602924512249007;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901019663616;992602924512249007;4;7;4;21;1706095059267198468;1706095059267200737;1;5411627924335399908;3819008638237763870;10;5;3242125765014866048;579919728;1706095059267215977;5
86;76;12017;0;331;2BLKPTOL;7;0;86;1707914901049492480;14725488762977420491;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901049492480;14725488762977420491;5;1;7;22;1706095059274602113;1706095059274604128;7;3420344708711073709;11704297574607020577;1;3;13209962627870711809;146079271;1706095059274618834;6
86;76;12017;0;331;2BLKPTOL;7;0;87;1707914901064393472;592508700469946030;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914901064393472;592508700469946030;4;4;2;13;1706095059279846216;1706095059279848366;11;15988690805262603811;9048364959784520733;5;1;4382038788614236087;338709066;1706095059279863338;5
86;76;12017;0;331;2BLKPTOL;7;0;88;1707914901065982720;9563029421288095205;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914901065982720;9563029421288095205;5;3;3;20;1706095059280452085;1706095059280454211;15;18354022945716594328;13781659069574613614;11;6;15411645695523092117;812571727;1706095059280468986;5
86;76;12017;0;331;2BLKPTOL;7;0;89;1707914901068373760;6642383299762336979;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901068373760;6642383299762336979;19;8;0;12;1706095059281382261;1706095059281384388;5;14555806865916422088;14512354771015078378;2;1;192871990803709215;487911392;1706095059281399335;3
86;76;12017;0;331;2BLKPTOL;7;0;90;1707914901081153792;15095666957058624266;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914901081153792;15095666957058624266;18;8;5;20;1706095059286758454;1706095059286760595;14;7412563621988545942;7355056887694163346;1;4;3479678069041310489;526725252;1706095059286775351;4
86;76;12017;0;331;2BLKPTOL;7;0;91;1707914901096962304;12900530188231984459;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901096962304;12900530188231984459;12;6;0;21;1706095059293623217;1706095059293625352;8;16711846466493749413;16250725380170629037;8;0;7945260744002043723;468896029;1706095059293640037;0
86;76;12017;0;331;2BLKPTOL;7;0;268;1707914901281314304;17555237173717539053;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914901281314304;17555237173717539053;10;8;1;6;1706095059298245031;1706095059298246999;14;15501810998901863461;15256589966316537877;7;8;910408099141826503;190979236;1706095059298261789;0
86;76;12017;0;331;2BLKPTOL;7;0;269;1707914901283801856;3205556474058866600;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914901283801856;3205556474058866600;19;5;5;23;1706095059299559510;1706095059299561834;5;6206685487139756046;5693843582866231448;1;4;13383800790740465477;359830187;1706095059299576737;6
86;76;12017;0;331;2BLKPTOL;7;0;270;1707914901286196736;12558279191554090282;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6285816865364031132;2y;TPEZxpXKI1v9sUW3p0HY3Bi7lvTUR946SfJJDJzc1ibRYuZazdKbBDH82d7z10On5jG2KW;rq5;2751551070;1;516439559;7;1707914901286196736;12558279191554090282;19;5;5;18;1706095059300900124;1706095059300902372;17;16776930278532590682;7519250341084270187;6;7;11717943348236312377;449655990;1706095059300917178;1
86;76;12017;0;331;2BLKPTOL;7;0;271;1707914901291778560;17235929176405758497;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901291778560;17235929176405758497;5;4;0;2;1706095059304113112;1706095059304115254;5;3811097948318802434;18198756334973988129;13;1;1272163164848693246;710897910;1706095059304130192;1
86;76;12017;0;331;2BLKPTOL;7;0;272;1707914901294984192;4396196146699282598;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914901294984192;4396196146699282598;15;4;5;10;1706095059306007992;1706095059306010301;9;11569975565724899366;2790761816482282386;1;10;9597576187972008870;302074901;1706095059306025482;5
86;76;12017;0;331;2BLKPTOL;7;0;273;1707914901295785472;13719027044799848056;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901295785472;13719027044799848056;2;7;7;12;1706095059306488691;1706095059306490749;7;11500401445232198599;8849463679314189944;5;3;14509036858211979467;958873221;1706095059306505593;3
86;76;12017;0;331;2BLKPTOL;7;0;274;1707914901298965248;16406004984930614082;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707914901298965248;16406004984930614082;13;3;1;4;1706095059308437455;1706095059308439497;10;16107386845123246330;1441507150138614444;9;4;14815476921448288815;958128478;1706095059308454257;3
