msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;instrumentGroupCode;tradingGroupName;optiqSegment;defaultCCPID;closingPriceType;nbofBestBidsandBestOffers;vWAPPeriod;cCPClearingType;patternType
200;83;12233;0;331;MTXCREFD;0;;3531;1707914795304729856;11984547423987919836;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795304729856;11984547423987919836;1;Wy;46g8yuwqh7DOGSKQBZyu298LPXfC5TNcNCB0milzp0NiuwnIDH;15;8;38;10;12367477599340024655;3;3
200;83;12233;0;331;MTXCREFD;0;;3532;1707914795307785984;2904278407612852362;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795307785984;2904278407612852362;1;y0;wTQCQLdTVP03D06kwDsEXxH6K3Nqy2yPGU2sf4F2dZLWq2FDTD;13;0;175;86;14561349294399348616;1;0
200;83;12233;0;331;MTXCREFD;0;;3533;1707914795310854400;12134034298791247675;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795310854400;12134034298791247675;1;0Q;3sKnsSpC1IVHkSF7xw6PNk1CxRS3IgvjcpfLH0aesTxONDJqBD;10;8;0;42;8425677415363625918;1;1
200;83;12233;0;331;MTXCREFD;0;;3534;1707914795313911552;11988508854960067109;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795313911552;11988508854960067109;1;zS;t2wBONlNAenkyOaf15agxuCXIB7FB24bOrE7ZuvZ4B83gpYXG5;9;7;125;91;5232575523568377416;1;3
200;83;12233;0;331;MTXCREFD;0;;3535;1707914795316979968;790580843094536316;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795316979968;790580843094536316;1;UT;09PJPICjIHYWebXdUkjLxTQKaXaPvBlrVc9cP8Jxahcd2JzkL9;8;1;104;3;10040203099558659653;0;3
200;83;12233;0;331;MTXCREFD;0;;3536;1707914795320041984;7960534097977444888;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795320041984;7960534097977444888;1;jA;HDJUQM853OlQk6Gym1p9qk6wcv9NZMgRYvpZeEbNMqnXMOUXA0;10;8;190;60;13409491983591035879;2;0
200;83;12233;0;331;MTXCREFD;0;;3537;1707914795323107328;8699038775903629675;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795323107328;8699038775903629675;1;LU;6NKD5lAnYn0TULNUna2pBA3xnoPTlonjgXJDbgoEa2YiIUY2yK;14;3;131;127;1368737972205539364;0;3
200;83;12233;0;331;MTXCREFD;0;;3538;1707914795326164736;11363606201566265668;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795326164736;11363606201566265668;1;Nw;jJRgD9CqfLoDPZWQoPFYcLmlxwAQxYRQdDjcGNFYHbpunm5FVr;25;5;122;199;9302574358962751355;3;0
200;83;12233;0;331;MTXCREFD;0;;3539;1707914795329227264;10627335480396632808;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795329227264;10627335480396632808;1;EL;g6Qx1B817RFWvrmjd6du20uQMXljg7ppD3dfjMfAHmgISDbIiA;7;3;101;31;5892841925739532528;2;2
200;83;12233;0;331;MTXCREFD;0;;3540;1707914795332281088;14009791763365616560;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795332281088;14009791763365616560;1;C0;KzspHP22V609Tb0u8qhOzlH854LWjvvu6sw9iP4vWm9mzCTSsL;6;5;141;73;2422011511593875708;3;0
200;83;12233;0;331;MTXCREFD;0;;3541;1707914795335346688;9924535891477359835;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795335346688;9924535891477359835;1;0O;9xQoiOI3PL6vo2FSImtqLzlOSSS7nBuNO9lpJhKg81BqJUaVow;10;6;48;98;15058429905969839504;2;3
200;83;12233;0;331;MTXCREFD;0;;3542;1707914795338409984;15462801516846433047;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795338409984;15462801516846433047;1;eN;lvbpVPv5xJ8nyHjxEqqBstXU5RjVGId4CxujHxZEdOk1SQO6FC;25;3;204;86;10224164533872450351;3;0
200;83;12233;0;331;MTXCREFD;0;;3543;1707914795341478912;9144253890630160625;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795341478912;9144253890630160625;1;PT;u2kmpAxCx4eUKhjNLIPWDAczSxyPyfkMPv7aHJMDrSx4jVYu71;7;3;25;152;7197426078064255256;2;3
200;83;12233;0;331;MTXCREFD;0;;3544;1707914795344563200;5457419588685887150;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795344563200;5457419588685887150;1;tU;Yi3tpw3OiVLq9QjPlgUuXhTjwBsWOmMGEsRDoJg67mAP5vb1yW;8;9;58;148;10217125857969120035;1;2
200;83;12233;0;331;MTXCREFD;0;;3545;1707914795347625216;17600292939376575095;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795347625216;17600292939376575095;1;wv;RoDsUi1R2gJmNc4o08L7ZfTo9qh9HVrQe8kPzAxYsrwoGFhXRA;16;9;142;9;7444252290531562932;0;2
200;83;12233;0;331;MTXCREFD;0;;3546;1707914795350696192;17061979655441735930;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795350696192;17061979655441735930;1;At;pj5GlftvI2c8DOiYiczzTrmysER854f8tMmgX4R3Y4fNHYZTNy;9;8;147;148;6634224071285176231;3;1
200;83;12233;0;331;MTXCREFD;0;;3547;1707914795353765376;587418851008717465;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795353765376;587418851008717465;1;4S;4n6lTcCpATrjTgYUter8oDXtvF1V2P2jzafNdtrqbQUiCaxsPH;3;2;41;44;14495452232540527124;3;0
200;83;12233;0;331;MTXCREFD;0;;3548;1707914795356853760;8334373729202814765;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795356853760;8334373729202814765;1;RC;b3XiiTtBMffMM62TzssttZBC7BdwORbNeEg0cK3vgZxY95RY0t;10;7;38;21;8699686181145543171;0;0
200;83;12233;0;331;MTXCREFD;0;;3549;1707914795359912448;8691223923839768964;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795359912448;8691223923839768964;1;qi;r5KaDujh5agODzXGxmvfktBya1jTMiLESg9gu43qKAktJgEkyW;13;5;16;233;10215202414354721516;0;0
200;83;12233;0;331;MTXCREFD;0;;3550;1707914795362970368;15495538380116617757;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795362970368;15495538380116617757;1;Y6;mOgfQkF5X1wVAu28Ax6i56ZsQVkyweLX2ykT2rCqQYTjZRqRme;16;6;28;114;1991631042985810812;0;1
200;83;12233;0;331;MTXCREFD;0;;3551;1707914795366062592;4744889195797231852;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795366062592;4744889195797231852;1;lO;SPRUGdRAv5AgrOdAbqU2yukKfeAumda0n0CCrAgfPSuz4DjpVR;10;8;183;116;13115823800074551477;2;2
200;83;12233;0;331;MTXCREFD;0;;3552;1707914795369129984;14539267370663284446;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795369129984;14539267370663284446;1;yJ;m09emH3eBHKc4urmDqh1WSPTSXFrfVqq3uMGrR0Mu79wDyoSgy;1;3;152;169;16705089440447888458;1;2
200;83;12233;0;331;MTXCREFD;0;;3553;1707914795372193280;17736586861577411193;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795372193280;17736586861577411193;1;e9;6uKGvHiRue9BuHP5qDZ2OojSMjgV15gzVoDQvqZpgvosxJ9Cu8;10;6;228;43;15354418791772951454;2;1
200;83;12233;0;331;MTXCREFD;0;;3554;1707914795375276800;2225070322770757576;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795375276800;2225070322770757576;1;OE;Fw9hyq44jxnZtZsO2QuF6O7uRbQbAbt7uCztbEip9K5RFUy3UM;5;7;225;40;4332092335312360668;2;2
200;83;12233;0;331;MTXCREFD;0;;3555;1707914795378348544;8320179512104081120;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795378348544;8320179512104081120;1;ty;LmPd7ceE1egUobTe1IfYNd1Y9dUufCjmJhNBsj03o8hqzAjejn;15;1;61;121;14973127669064199439;1;1
200;83;12233;0;331;MTXCREFD;0;;3556;1707914795381436928;11429578452222615947;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795381436928;11429578452222615947;1;b4;UbBdrw9fpMgTbsdxECZ5sVQ1vqFVyrniaJk9asxRGzxu4bXuzy;12;5;201;106;4616771369130614965;3;0
200;83;12233;0;331;MTXCREFD;0;;3557;1707914795384530688;6950138773917887454;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795384530688;6950138773917887454;1;S6;XqjAhEeYgxsCg2MNW4YcJ1GkDq8s7O6zB9E3Bztu30vKK2NCkw;4;9;37;165;7314473270306927683;1;3
200;83;12233;0;331;MTXCREFD;0;;3558;1707914795387611648;10163864345560033015;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795387611648;10163864345560033015;1;zJ;q2Wiw0ILDMvDLYFkT0jwq3gYxSmLRutkmEw6HwV5Vxh0w8EiOs;16;2;236;148;12754679296377684989;3;2
200;83;12233;0;331;MTXCREFD;0;;3559;1707914795390678528;6478073909809470001;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795390678528;6478073909809470001;1;KA;ov1c2vjmiY57GBmZE8GSgAiCi7WSpaIvdM1FuEXVXmQMpq94Uw;7;1;116;2;7491185437926967803;1;2
200;83;12233;0;331;MTXCREFD;0;;3560;1707914795393787392;12638887884295125251;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795393787392;12638887884295125251;1;qj;RqE9kwFQEgiUU2DxPmpgkCOuXwVKelRDmR7kJYbfpsUXU7XaFY;12;1;20;118;1509187994081789328;1;3
200;83;12233;0;331;MTXCREFD;0;;3561;1707914795396847872;9479122084094581578;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795396847872;9479122084094581578;1;yQ;vEoJSImf7dVeCpmFV8dBxdP6bktsmjpHZMOqv0u98UGC5hjCUA;12;7;179;38;4496460675550752119;1;2
200;83;12233;0;331;MTXCREFD;0;;3562;1707914795399922688;7460513849648339731;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795399922688;7460513849648339731;1;zM;KUR93e1c79S7ti5f3gjNoeik8rQS01ouR8CypuNzhLRC1Hv8E4;15;3;124;27;3650824025240759798;0;3
200;83;12233;0;331;MTXCREFD;0;;3563;1707914795402978048;6950720129173282822;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795402978048;6950720129173282822;1;Bu;JrKCRFohX2CPe58RWxtVBfTix5yhzbgrPAYyulbeEQciD1YQHS;3;8;27;44;15105984216949013152;2;1
200;83;12233;0;331;MTXCREFD;0;;3564;1707914795406043136;16658226751546214604;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795406043136;16658226751546214604;1;D2;FoinM8pqHj9iQ3Fwo8gcqiBBWeNFoXf7Ytp7zTR9UZRAD479nT;3;0;169;181;6331132975625904844;1;1
200;83;12233;0;331;MTXCREFD;0;;3565;1707914795409122560;5795283870951801835;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795409122560;5795283870951801835;1;j7;q78RyvyKknSuGfUOttJ5rw3bWVLBVIDwfuWbcemibxpEVZQ3t2;1;6;39;123;12081755042469438523;1;2
200;83;12233;0;331;MTXCREFD;0;;3566;1707914795412186368;6765253810857204991;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795412186368;6765253810857204991;1;uT;vC1Gq5y3avbvDv2YJ1g23g5qAj1yOL3b2JFliJCyiDlEVDjP7R;6;7;211;35;8482274748573348238;2;2
200;83;12233;0;331;MTXCREFD;0;;3567;1707914795415261952;6107013235344727817;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795415261952;6107013235344727817;1;Tr;ANx8uEXEopxar0qWNK9XgFG1DPTJCiUQfKS5DDUCVtApNVzPCo;14;6;225;80;1539423403186931913;0;1
200;83;12233;0;331;MTXCREFD;0;;3568;1707914795418360576;3196656143973309859;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795418360576;3196656143973309859;1;De;qNvIELRG8wPr0cA8PqjMqdoYeHwKnN3n3JIAhnGtZtanRtGbvq;10;7;164;1;12964581155503830500;3;0
200;83;12233;0;331;MTXCREFD;0;;3569;1707914795421421312;10483338015529357787;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795421421312;10483338015529357787;1;FO;2cLWSjH80Do6nY2W2LC9TcQ8PP15oqDe8wV6VCfYzxn2tE6V8W;8;2;42;133;12782973763834420417;0;0
200;83;12233;0;331;MTXCREFD;0;;3570;1707914795424506112;11092760081776138177;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795424506112;11092760081776138177;1;Ds;Mi8qBj9Stqx6SyxMjChrNxpMIA8lDfXfPTK4nfDexOmt0mzr00;10;9;136;134;1264693634019338039;2;3
200;83;12233;0;331;MTXCREFD;0;;3571;1707914795427568128;18161845147824504639;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795427568128;18161845147824504639;1;cu;nXQUnaulL4cW40ruOV3YM6xXFCKOgxYjrzVBV0SYroEvAVO53x;25;0;74;29;5784067824228438432;3;1
200;83;12233;0;331;MTXCREFD;0;;3572;1707914795430645248;11112198648478770642;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795430645248;11112198648478770642;1;E9;TJ8jgHGFFfRVxMf1b4H2MCceHpRo0C9Q30jh0pLo3n0SN9gF8b;10;3;248;225;9630774663808289305;1;2
200;83;12233;0;331;MTXCREFD;0;;3573;1707914795433705984;16567851642718090095;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795433705984;16567851642718090095;1;xA;GcfeNd6YfRFcReSRRfitrQpRaCfPi7MxenYh3FctCHtEBQ1tP1;6;6;29;99;17824340388321678026;1;0
200;83;12233;0;331;MTXCREFD;0;;3574;1707914795436795904;636140848430516271;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795436795904;636140848430516271;1;wL;tqFWdv7FseQ0RmtyrnelHyTn8ovFItTJYP1yhGIXdxCevBU1a6;12;1;118;132;17753781330958026879;2;1
200;83;12233;0;331;MTXCREFD;0;;3575;1707914795439876096;1379199498940682548;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795439876096;1379199498940682548;1;oC;uEjwojhKcIhiFO8Z14ciOHA0zwAPArhzfuXhpKiPVnhgtFnHxJ;5;5;41;252;13042407841352977798;0;0
200;83;12233;0;331;MTXCREFD;0;;3576;1707914795442957568;2043539195935815149;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795442957568;2043539195935815149;1;HX;xOu3iqZGRuSdhOw3ylkAFo2Dk20Uzw69J3uS4BbcHOayDurKWm;6;5;155;121;15277926882749621875;3;3
200;83;12233;0;331;MTXCREFD;0;;3577;1707914795446022656;3311728881976010899;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795446022656;3311728881976010899;1;fQ;4nOYT7kDDJPPldQ4aw5aCDEV8Ix6r0O4BcU1GqEzlKP5SylSvl;8;6;198;17;13771197502598683579;1;3
200;83;12233;0;331;MTXCREFD;0;;3578;1707914795449090048;17068163641730232701;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795449090048;17068163641730232701;1;4n;SwSqGbwmy6t8sj0RB2dilCtqBdWYld6KcZ5EOCyVYZXpw9QZAf;9;8;89;156;8467831523056958783;3;3
200;83;12233;0;331;MTXCREFD;0;;3579;1707914795452163328;10028260410498414997;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795452163328;10028260410498414997;1;QA;9uugBxAzvYYtg4W2ym3wTGCvJXiImDBybI5zvKNLSBVJmOREcL;10;5;183;230;15126602441180288815;2;2
200;83;12233;0;331;MTXCREFD;0;;3580;1707914795455228672;12318344568409390663;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795455228672;12318344568409390663;1;3M;0hulOWMtXSxMSrdXbaEC1tS9DbKIbLgPX4LEBmfzwgaa53RLdy;6;2;57;32;915923302923850218;0;3
200;83;12233;0;331;MTXCREFD;0;;3581;1707914795458287104;489017653535881224;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795458287104;489017653535881224;1;mU;L6AcyHNIV9q8xAaLUPiLzT6xZlO2jXwf2wffufdp3bFFkcMV6z;15;6;184;6;14275502141198743003;3;3
200;83;12233;0;331;MTXCREFD;0;;3582;1707914795461370624;14941127673377211715;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795461370624;14941127673377211715;1;xP;BBiy5acclBHzz1vyPmZ8UOlvIaPOinl7ogrBgTpmOTGfIra5t9;2;0;87;190;8838270772981675139;3;2
200;83;12233;0;331;MTXCREFD;0;;3583;1707914795464420608;7990482125986617055;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795464420608;7990482125986617055;1;LB;ox2pWvPrYcPJe5bjyw5rMGpukRa8nlIruVCUFMW1GajvbL7uWY;2;9;200;213;13345905859524801418;2;0
200;83;12233;0;331;MTXCREFD;0;;3584;1707914795467508736;8694295660680056984;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795467508736;8694295660680056984;1;Nk;bEQt0H6oCvBo8d7sQPb8bGQhegLCeEPNQEQUahOQTsbh6b9kwA;11;9;117;45;6048520132450887879;2;2
200;83;12233;0;331;MTXCREFD;0;;3585;1707914795470598400;6012333683126916784;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795470598400;6012333683126916784;1;wp;Gu4lp5jhFcKAFxqkwPgSyTo73dH068V0B23Izwqewa1r9fvL9z;2;8;111;16;5833724322344266637;3;0
200;83;12233;0;331;MTXCREFD;0;;3586;1707914795473678080;18065218563475186475;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795473678080;18065218563475186475;1;nX;aULxCpRiezOdEpBFsTlMistvNmAxkBYfqeqNjX6zWoDttmdTOd;11;7;140;213;10231951155621345243;0;2
200;83;12233;0;331;MTXCREFD;0;;3587;1707914795476748288;6277646818567662977;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795476748288;6277646818567662977;1;qP;nC6NWRruqXuZmhjXso0EtTmBxe5u1lDAYDr8USMebSuSFwiPRc;15;1;164;117;15573176185115837954;1;1
200;83;12233;0;331;MTXCREFD;0;;3588;1707914795479830528;9814854767489758936;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795479830528;9814854767489758936;1;e4;gFwJr5WuKl1Jrv3MJA3lSZk9HEEjROqR90u2tIUThxLuzHJY4L;11;9;210;162;11918880569879830405;3;1
200;83;12233;0;331;MTXCREFD;0;;3589;1707914795482890496;14048520598170377393;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795482890496;14048520598170377393;1;AO;RFymeQUGeTdLNOZ0SETWCT17kdZ7h8Jb3q3afrBDgKXDB7bukh;7;2;227;119;3435116765527315463;3;2
200;83;12233;0;331;MTXCREFD;0;;3590;1707914795485974272;9405479176798021575;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795485974272;9405479176798021575;1;9h;vh75SHnbJccb919GHHafi5fhhF244b4zY47Bmbm2tQLVucp23V;7;6;73;85;14124107664523782071;1;2
200;83;12233;0;331;MTXCREFD;0;;3591;1707914795489054208;13689111568215552470;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795489054208;13689111568215552470;1;mW;jfByj9NyDeS4Omev3zcfRc3Q5fnOdEE9A4mxuO3zuh1IbUy6Pl;1;0;123;246;16950109715361139842;2;3
200;83;12233;0;331;MTXCREFD;0;;3592;1707914795492140544;17342631264885201105;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795492140544;17342631264885201105;1;Ur;9sF9lioNrz0iQuNot13Jrm8seA5OIZyQHpaQhUwj3ysOuARyem;9;7;138;83;10908113417204283723;1;3
200;83;12233;0;331;MTXCREFD;0;;3593;1707914795495216896;1423157402884509686;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795495216896;1423157402884509686;1;gU;dMPJUG1cevF2WG322DG4qlcJyrKrz3qRJN6yFRkMPk4pWcuDEh;6;6;118;170;16102631889330732528;1;1
200;83;12233;0;331;MTXCREFD;0;;3594;1707914795498297600;4068746936103318108;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795498297600;4068746936103318108;1;3N;PlWnzI3MlMJBpNrcinIK654yVwFVfDiQ9fEbMerNTHiIlHdEJL;5;9;98;181;10050915490768955242;3;0
200;83;12233;0;331;MTXCREFD;0;;3595;1707914795501356032;16443564642649351029;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795501356032;16443564642649351029;1;BE;sy7NfHSsPKZy99ViHIRhpbQ8nLzCKDP0Pe8r43IIYo1rKlqe8Z;3;1;229;29;11160998611758429680;2;3
200;83;12233;0;331;MTXCREFD;0;;3596;1707914795504434176;4464861784401330004;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795504434176;4464861784401330004;1;QK;NTgX2aWdl7Gi45rO30YY5w2Ls4D2lYXErxjIvdGQDiOAiTS8QL;8;1;242;60;14771424161389679173;0;0
200;83;12233;0;331;MTXCREFD;0;;3597;1707914795507498496;897209776451812354;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795507498496;897209776451812354;1;OO;hLogBydPK87ZqV6FtlrC0gUNwBPGueaVxAlEcTTVwLpfZQgtWS;3;0;202;90;1177955043155804331;1;2
200;83;12233;0;331;MTXCREFD;0;;3598;1707914795510554368;8854628753451394758;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795510554368;8854628753451394758;1;2C;xi4JQ0bLa77aHJiuUb29nCqiKEMws19dXN1khBkqFqaWYVJuQs;1;8;72;9;5839915041400327321;0;2
200;83;12233;0;331;MTXCREFD;0;;3599;1707914795513654272;17027054072409451167;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795513654272;17027054072409451167;1;l7;rWzv5ZDnJyjnZFMN9Yp7Rs8oCMmOVQYJMWzAxRBrUBxuX1im4p;16;5;230;38;15103375792407055809;3;3
200;83;12233;0;331;MTXCREFD;0;;3600;1707914795516729088;10223684871058450777;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795516729088;10223684871058450777;1;Eb;j5jF2beWVQy9FocfQuhUmhySJGzLgpgdSA0NqyrtTysowmrxiZ;8;7;65;238;483784442476808909;3;0
200;83;12233;0;331;MTXCREFD;0;;3601;1707914795519801856;3589422183535860494;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795519801856;3589422183535860494;1;5s;WNyT3CMp9ZQVxIW3d3EyAoSJVEgdjxV7NuLZ2Ub6jo4LiLfmy1;4;7;40;179;2869945173713960141;2;1
200;83;12233;0;331;MTXCREFD;0;;3602;1707914795522888960;4000589831484034539;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795522888960;4000589831484034539;1;Yh;0g7592VPXC5I7xF10ciV15BUE6Mi10E1SO5fx2u3rI4bcFSLyt;8;9;51;15;10803231423824546945;2;1
200;83;12233;0;331;MTXCREFD;0;;3603;1707914795525961728;2887069602477044427;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795525961728;2887069602477044427;1;RM;ehHiNJdAw9yrRFLoXWEe9RAryPZPCoUdo08jumdV9IsiN9ANZd;3;9;88;173;17383897561468165168;1;3
200;83;12233;0;331;MTXCREFD;0;;3604;1707914795529024256;1456863555630377937;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795529024256;1456863555630377937;1;vh;nbYWm31VGTfJuvgUmcqlBv3UIhUEMitN2UP1hwCqtJHtxurb02;10;3;245;75;6706047863074525037;1;2
200;83;12233;0;331;MTXCREFD;0;;3605;1707914795532094208;8224527605984990704;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795532094208;8224527605984990704;1;Sp;jOzBo7kV3BZPaqTpZ8VIkv8vCUSfhhz2Q1avSCcudjXSA5BwBm;15;7;26;5;12272235741967880938;2;0
200;83;12233;0;331;MTXCREFD;0;;3606;1707914795535162368;15216244520482052659;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795535162368;15216244520482052659;1;C0;Dzq6SPCQFugihoeYepypxnamJU5X0lEB1HggsmxIiDAeMEfWHj;5;1;102;142;17651114089760861575;0;0
200;83;12233;0;331;MTXCREFD;0;;3607;1707914795538247680;4068082033437834464;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795538247680;4068082033437834464;1;WN;uwezz9QP1Vbki89tnPVTFCkB3docLvg1qfTM1pv3Uikg1BkXp9;16;5;31;185;15271206440544447498;1;2
200;83;12233;0;331;MTXCREFD;0;;3608;1707914795541322496;1554932535217377728;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795541322496;1554932535217377728;1;Rn;ECfF2JsyL3dCuhCK7NVRFmjnCIOWnItbTkECJOvBAZGH5OHCfZ;14;6;103;173;6290572816315751324;3;2
200;83;12233;0;331;MTXCREFD;0;;3609;1707914795544393728;6199899050912427069;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795544393728;6199899050912427069;1;jv;OUF05b8lDy6o63Z9lTDG9gSzZEWE0enRGIqITbKl37JrhGdfYS;16;3;65;252;8005326191730735551;3;0
200;83;12233;0;331;MTXCREFD;0;;3610;1707914795547462656;505956382234913535;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795547462656;505956382234913535;1;vU;hs5JNkzSWVfZWQn9ar8oy2OxgI95OPzb2JvfrXAHvbKoxUBY4D;2;0;0;87;16983995270450042076;3;3
200;83;12233;0;331;MTXCREFD;0;;3611;1707914795550532352;10129446336461872773;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795550532352;10129446336461872773;1;si;BWp4k5eDwOSGdk8CYIkvE8YiOeSIcauR9vYGlOXo2eaPlkAQSG;5;0;34;23;10209874975202206025;1;0
200;83;12233;0;331;MTXCREFD;0;;3612;1707914795553603072;10217710318180006524;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795553603072;10217710318180006524;1;ak;zxLEVLNFj9OOAKZE4VzIzbRzit7xGLFVXmEOdc194RjhyJOluZ;11;3;133;104;2766337602087681475;3;0
200;83;12233;0;331;MTXCREFD;0;;3613;1707914795556679168;15908157498208601704;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795556679168;15908157498208601704;1;4h;Ed1GbY3GHmjQT4XnSreBgDqPm17XqkbXIdtR4Vkgz6zMzDs3w8;15;1;78;49;12354568837339812417;1;0
200;83;12233;0;331;MTXCREFD;0;;3614;1707914795559732480;3059280803669712585;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795559732480;3059280803669712585;1;ma;VO2B8o2siGdCBjFe6zK43xnupkqT1ywVWIuNODZ2kw6GUrV448;11;8;151;209;9721452930481971378;0;2
200;83;12233;0;331;MTXCREFD;0;;3615;1707914795562793728;5910026329288376837;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795562793728;5910026329288376837;1;Jp;uYsXzDu40bCujkWFbFXUcJfZtNMbbShH76WP6HshRZztH7Xl7W;5;2;23;217;15971117491007595877;0;3
200;83;12233;0;331;MTXCREFD;0;;3616;1707914795565865728;8731438472436928740;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914795565865728;8731438472436928740;1;dK;apIJPnoCeHrKHejZBS4Vkx7CsLwUomtcEV0djUCVWS6GA4f4Po;10;2;16;38;16674120953450141303;0;3
