msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;marketMakerContractName;iSINCode;mIC;currency;symbolIndex;marketMaker;startValidityDate;endValidityDate;startTrackingTime;endTrackingTime;spreadExpressionType;spreadMaximumValue;spreadMaximumPercentage;volumeExpressionType;volumeMinimumLots;volumeMinimumAmount;tradingMode;mMRefreshDelay;snapshotDelay;warrantSegment;presenceTypeIndicator;marketMakerContractFamily;marketMakerFamilyName;role;percentageBBOPresenceTime;percentageBBOSetter;orderDurationofBBOSetterOrder;spreadMaximumValueDecimals;lPMonitoredPeriod;lPComparableSizeUnitExpression;lPSMCRelaxedObligationsIndicator;spreadMaximumID
280;270;12231;0;331;MTXCREFD;0;;3077;1707914777029127424;708504892640318052;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914777029127424;708504892640318052;1;XXCANLO1WUKpK7hdrOrx;IVw1QfrsrbLO;v8qs;mkK;608805387;iu9Vg1CJ;20240124;20240124;071000;190000;3;100000000;1401724139543100409;1;1826739619580152212;17910131148562015364;2;1564216092;3646804111206202598;0;1;Iwvh8d7OvK2nMpr;edzoZZV7ZLzwf7FBQkWqQ9xLOgFF5u;38nxDfbRiO7OSK0Uqy8wtxl1lXIu8rkqQOeqH8nw750LwKhL1n;3800087579661283488;10919227754742592224;10649291482115395834;7;3;T;5;49501
280;270;12231;0;331;MTXCREFD;0;;3078;1707914777029948672;3603500031287102147;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914777029948672;3603500031287102147;1;FYj9ClWcfIA08X7EsRzq;vR8YsXUfJGHa;bhSD;KzI;274114089;JH1s0AoQ;20240124;20240124;071000;190000;0;100000000;17856739040095325088;1;5797178319623405096;16798187933162514858;0;-861942208;4455804966414632749;0;1;sh07kjiZ36hKvYX;TI8Xa4sqOWkddNvd37JjQclwLYVwo1;mYr3AqHJ5KF40Ceh243hAG1jvIDM8wPK2Pp3d6Ii1CYUnk9IKJ;6586358999293999341;5723958361154284468;2302904801766971732;7;2;C;91;31781
280;270;12231;0;331;MTXCREFD;0;;3079;1707914777030760704;18041956359319695787;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914777030760704;18041956359319695787;1;hOi3SAPUn8A8r8fYziLu;q9ccvCYmZkO3;ux2E;LEt;213949604;ypPsBp9c;20240124;20240124;071000;190000;2;100000000;12021141121928520094;1;10521930611869108047;4879872791691109516;2;1137724786;2961771819174533996;0;1;WoFxY0wSO11NxqZ;tfepblD1635EnrTNVxOyXq9qL8Vu7z;HVMso96gtDGbkYxC3PDupWYmoxqsYdPCe7d0RuKA6l9Njbhqml;3666911774390690265;2098850564334199927;17816610181161879197;7;1;T;3;5043
280;270;12231;0;331;MTXCREFD;0;;3080;1707914777031571200;3607704543533247804;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914777031571200;3607704543533247804;1;OOEUEtS94sKeZzn26tnY;mO9KQRPTtODj;mIee;Zvk;24832667;vvRriH8C;20240124;20240124;071000;190000;3;100000000;15892319867925924869;1;15422591109998436676;13840922339258141747;3;1776195110;9432183323320937383;0;0;shbwvwcFrzd0FVG;I6dZVpHpD4DuW0y8rVkdBIG1BLnvAd;OVYhPFUHfBWyWmbAXgr6D2M1nl0sltgAZpU6FQdGsCs5tT13rn;8914926013253613192;13779201889746294785;591361788982574096;7;2;T;107;22537
280;270;12231;0;331;MTXCREFD;0;;3081;1707914777032388864;16510086003372367218;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;5561708281641363767;C0;4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO;szr;2271801785;1;3610844124;7;1707914777032388864;16510086003372367218;1;j2aMPCRtZdFiEXlSP6sJ;f85Pd3uujQdK;fFe2;bGk;521966104;kWarwvMo;20240124;20240124;071000;190000;3;100000000;407095434973515421;1;17590674076897146613;14929779420521266747;0;-1669723774;1669947260497362794;1;1;SdGmUbB8HScib8i;AcicIx1HhkT8IxBkzwLs3PqB15hPvn;Qaj1phMlPH63KcIsOnVxMB5YFhZSZzxgOVN0xaIKsXzimuGGgN;6381274545175614371;1115631696740384090;6504521767795991440;7;1;T;13;34274
280;270;12231;0;331;MTXCREFD;0;;3082;1707914777033214208;2164403961708518733;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914777033214208;2164403961708518733;1;h07UyHZaXslCusp2tx1z;oDnzSxD0Kvfs;k77h;QXW;958873221;ZFrmu4zP;20240124;20240124;071000;190000;0;100000000;17623494695290711146;1;3298985306581766040;6159631112940506119;0;-73053033;10627757656928853327;2;2;m8mTm0mqoMJKfD6;sLW16dOuPydnDAzMjkLyesINzeDUa1;ByLQEvCOBoq7IWQxV7lYkvzqxQ0gquNT7uQffu38qZI0Ok2uOO;10180647462375320804;12977970680242793484;12071886065419548831;7;2;C;63;50556
280;270;12231;0;331;MTXCREFD;0;;3083;1707914777034025984;5078009585622984489;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914777034025984;5078009585622984489;1;x7MCQvDQ5xODc7vjqHIk;8Hn3dAecTuIL;i4VE;78U;48267691;1pm3FAsj;20240124;20240124;071000;190000;0;100000000;3826771909704766679;0;12845274790892938912;16533787703755804174;1;-617239600;13779965828795244211;2;1;8xIi04nN5jOahqC;6711rJEVI5jgesaqEYtwkRrQ1Pyblj;PG26XwePayulEbD353e83SqdK0Zrac9NUNT1CFV6Mv2jnVMmyL;14422139032150283774;3660421882281117234;12079353440120548140;7;1;T;19;45810
280;270;12231;0;331;MTXCREFD;0;;3084;1707914777034839040;15092416268645339912;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914777034839040;15092416268645339912;1;uGR3j2eMGme0gVzV4cwZ;oJTE8U9ZW0pD;i6Oa;Jf7;726810605;N5yEw7ON;20240124;20240124;071000;190000;4;100000000;16567343166846285816;2;9165698653704420407;14225507150133050938;2;1302117297;15211227354345627545;1;0;MCM3cuUewSqdZUl;E1kxBZRJS0CpHHswTHrBmJG9TMYZ5Z;P5KyZkVTGuECb7MBJKQGfvIJsOGL85YYpSjT4IO8awhGH0MQcW;2022582617971988248;9119665636292023698;7465638948858359555;7;1;C;225;36432
280;270;12231;0;331;MTXCREFD;0;;3085;1707914777035648000;7828809336733700875;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914777035648000;7828809336733700875;1;eZbHX5HcRpwIiaj41pU5;4XBVKGrwn6tz;jND8;sJq;587146478;JLnQSmQH;20240124;20240124;071000;190000;4;100000000;9423178565112022060;1;1889621431376010305;16496205678702581117;3;2008049806;14808687081465343042;0;2;vuTQUai6gk5Mbkh;8qkWmYsf6zHp7UdfWWbTFJsGLfHiUs;U3AdJU2E8uHyT1X8Sjh5maVKISOB89rCJNIzmd9fF4pGfTEAh3;4414530034451371781;17953533988632084895;17091178037153253226;7;3;C;62;2803
280;270;12231;0;331;MTXCREFD;0;;3086;1707914777036457728;5841288015946216006;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914777036457728;5841288015946216006;1;oMnl3JGyb7TgyLtSMZmX;0MHeW5tDBBwx;JM4C;c2i;356770038;rWm3N1uD;20240124;20240124;071000;190000;1;100000000;13200608179945567606;1;13563179181196438829;13689237052127016821;1;-1746968843;14863661428441175534;1;0;c9ih9Xa0CzSVFsu;ao0fxPy0UdUcRB9vCvZClSc4m2Q5eo;vVjm0ToEp0CaIajullbO1w6nbMGQVUqQpTMu0hiKywgPORQ2Nt;2265527038186753378;6795008661171559871;15254619940170820774;7;2;C;187;28004
280;270;12231;0;331;MTXCREFD;0;;3087;1707914777037270528;8124762746880004020;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914777037270528;8124762746880004020;1;yehkdDiQQ0ascNNXgDQJ;tthW4lFgF8ii;Z6Ve;Fum;722112170;qhVBy2L6;20240124;20240124;071000;190000;1;100000000;1934798721920334676;2;2333047003123678320;16626254788612044711;3;1961583049;7760706653022348953;0;0;WWaddPIwMVhgkAz;sZxj0sfCnb361Wd1fT4vY3PSjFFAPT;V2XWypbZGhYFpDZBHAO2OTPJ1cHTf0CDvwJZv9UsjUvuElTXzl;6336553312398189606;4973303948256961762;3236833079891692718;7;2;C;176;8301
280;270;12231;0;331;MTXCREFD;0;;3088;1707914777038087936;4267058857606192831;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914777038087936;4267058857606192831;1;3NdWaUqntgODjPdZcLMm;uvDn8XvdzC4V;26PA;f1P;630708295;TFjPrTNV;20240124;20240124;071000;190000;3;100000000;16685611918883749277;0;16730984691677972099;11465028758649635255;2;-1352706313;1195308960515666719;2;2;aw9bB3VvfzTCpbn;0ZjflJEkQzbOizr8lYvv05e7Tdm14k;tpjnMD1nchiKocG5kRWr1RiVi83RISYjhmSYMYcMvBXc17QJ6m;4706782270650702737;18350708755011718659;11885388180484246246;7;1;C;27;30453
280;270;12231;0;331;MTXCREFD;0;;3089;1707914777038906880;5576947429042344611;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;12672311597597191309;DQ;mjYS0IGOuON8W9rka5o5qJ6Upf3g2HdL7wIQ6r6PuGtg7sW8TSLiVw6igYsvffvCXmguKE;1YA;1530548469;0;252317244;7;1707914777038906880;5576947429042344611;1;R7X7phwROnByNW0MwLgu;4fMUFZg424Td;JVus;dIK;681310362;VMeJZuDy;20240124;20240124;071000;190000;3;100000000;1560429007694531646;0;14026438871825853961;14690959357079739275;3;452470515;3048477691181228569;1;0;DeWP8da3vcJQs7j;SfARv2PZi6WGHrSoU5UOZm9DfeeaaY;FgxZ0qV0B1JoMPSCwZmmOMndeI3LX8hXd8Cur6CSxNkEEJUFcE;2361643656068766457;8970533416076895219;8144328086354895388;7;1;C;218;17448
280;270;12231;0;331;MTXCREFD;0;;3090;1707914777039718656;14438605571609186903;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914777039718656;14438605571609186903;1;VHz9WgOe98hNXdAlZI98;RLMroZFm8X70;U9v2;Nro;468243658;Nk4KInW6;20240124;20240124;071000;190000;4;100000000;16593054624155024924;1;13191903358632811771;8794667422465567540;2;453772221;11415870811786359166;0;1;EuWWvqnTOUNwoPi;4AMxhwfir77w62dv1GGLy6mOexFyWv;knVi3gCwEd6YLuXmBvaU8jyiXflJjJdfabD6pRrqeP2cN2KPKh;9445875222014216384;17264086580855029549;2910329740247947205;7;2;C;8;12167
280;270;12231;0;331;MTXCREFD;0;;3091;1707914777040529664;5918545645533449981;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;10929083452623909704;Qp;ZyDvZNtZftw347NF64GL6g1YOCjtNgTG4gn0PaO94v2iAMQffVIk7BpoCZpdvrCQIBcvGf;KGy;1159840746;1;561918784;7;1707914777040529664;5918545645533449981;1;sZYnh3OrCvhchOvLp03M;uq3JnoL1oczm;R0UC;Y4f;221113253;UBB5etnI;20240124;20240124;071000;190000;3;100000000;1003916676774940587;2;15492254029223966553;10125205543957962681;3;-1912556640;6900609951449813280;0;2;IvfsohKKePjvogZ;t4x7rnB1YWxkE3mElPqeY1ofLQJHrC;1oJrshnS6QEAoSy3C9q8rQgV7mj2UvjLmDW4dncoGHJXmh4hja;7179369577953648093;12938794837618788928;2266831398997819057;7;2;C;184;59024
280;270;12231;0;331;MTXCREFD;0;;3092;1707914777041345792;5750897703396847934;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914777041345792;5750897703396847934;1;Yl3i14tHUHcDQYuC8Whc;RP6AWd7cdwKV;tYuP;KcE;190979236;281O9Qez;20240124;20240124;071000;190000;0;100000000;14840476746956484421;1;1013707092730532206;15018295958129446272;0;-2093846989;11914652872782601863;0;2;grFauBtAeaX2PZI;xvxkEvxDDlkYgikathtzfshzpjGeyA;IYnKmcRkF4Xj4UDRp5rnSM3uHYDJn0fX4B1wEfAYeMSGSKe0dL;2103811052627691725;15682789709500065179;10245098281754849337;7;3;T;187;40753
280;270;12231;0;331;MTXCREFD;0;;3093;1707914777042162688;12247304945621665900;K2CDWMTXCREFD;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914777042162688;12247304945621665900;1;CXxCOZdtG9NZjVWFvreK;l7OF7KPyACgA;Y8hu;E54;880078379;mYcEMRn3;20240124;20240124;071000;190000;3;100000000;16036292221253042785;1;4948059826716095429;3818114644111817962;3;1011055869;15237120446546897934;2;2;IfPsZMWv6ZHvJOY;L38ZuSQ4lR2NL3Tmaocqo8KbIgMSSy;KYy3srabqCnu1OhgFzuKcm02EkJp2XG76jl7lZlY9to6wAKLJf;17651922707056186571;14906973485147991688;291085584483040177;7;1;C;182;55825
280;270;12231;0;331;MTXCREFD;0;;3094;1707914777042974208;16105593619750107266;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914777042974208;16105593619750107266;1;ePZZHwzp1Q8Yklct201R;956Ayv7BICLo;WcUi;3hh;942403957;RqzbITXy;20240124;20240124;071000;190000;3;100000000;13402252465058605500;0;9542293003505186812;11772640670853180665;0;-1609209876;11538752065019024243;1;0;IVoJ7mOQph6Yqra;jEuEwsN2TAvFw3an6nPnhss4xwhmUk;kdDjLn40wW2scTn1cOMPS37VJmRFy4GObrIZJpnHzs6P5aCfFg;1612945796203200520;16027046516277379780;8928839369905735426;7;1;T;252;45713
280;270;12231;0;331;MTXCREFD;0;;3095;1707914777043775744;11381490523120763556;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914777043775744;11381490523120763556;1;rlckawQTMquSxnP1bxOn;OWGd5pw1237m;u67a;DQJ;317605844;oluDbsoG;20240124;20240124;071000;190000;1;100000000;2211981707550559190;1;6513896656906609247;3423785336010997829;2;994725710;5014227468616069331;2;0;tHbO5qI18kGfFXn;u9kOucsuC6CLYdVfPbw01Z4RKdOU2p;ANu2a6Fz4Zkbgrqh3mIHfQqehTPYmrmcd9bBVxviClI3ePba49;9299521789106155804;6681284305598471612;1876209463321887645;7;2;T;234;30727
280;270;12231;0;331;MTXCREFD;0;;3096;1707914777044587264;11234384219348398624;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914777044587264;11234384219348398624;1;F13ANkfa2qPJPntzlN8F;qlSmQ85kWeby;4Yhk;t2z;41437899;kUMVfDl4;20240124;20240124;071000;190000;3;100000000;10156457647525316629;1;6026329276125284660;12011471411850065853;1;2034458878;1229022585410837363;0;1;DGlBmS0sRBv3x8a;HDje9L3ufVXftuyOxVAZNv1yph1EVu;Zqkg3flPvllZfbiK4K2OhEExWctReKPo756WxLYYzRLeij3qbj;3304818268910421395;1522892912900977868;11756710190298976922;7;2;C;186;29212
280;270;12231;0;331;MTXCREFD;0;;3097;1707914777045395456;4456847689133852840;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707914777045395456;4456847689133852840;1;snsRX6aQ2IH72u5TGH7v;kesMwqtIKEvU;tdvf;i6k;984029995;LAbdVbIA;20240124;20240124;071000;190000;3;100000000;1681172435106692580;2;9921121488846216193;6554116337177795602;0;-1721991086;12177705175016686493;2;2;1NFmgBkZz6RmvEO;RrFpDGzCiWsnzI2tyK9wTf2PVhVSGM;EhjxV7KWaz7eCPPxN4FdtJ5FMQ1XkDx8EvvT1G8WYaY7NuO0Rp;14857049510759005331;767023996846598593;10629583997945657525;7;2;T;81;48744
280;270;12231;0;331;MTXCREFD;0;;3098;1707914777046209536;9944236151386356828;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914777046209536;9944236151386356828;1;CDBJSO5DZX8NvJF6wfeD;vBwd7x8Pr2rb;eUav;pJN;641357936;vFaM2Zo6;20240124;20240124;071000;190000;3;100000000;9425798471027405374;0;16058642614127559580;1457511414678895835;3;1664685320;17990578031372427450;2;0;1CezNHjRUKbOMgy;25yJkh1Y7QBR2yFQXj5dnlYljAYhVz;jKDMXI3p4HSOxTjwBM9JNq89grOdVtW8qI3XLBUmFN9moVzdQv;5001449389866879829;4554208311012105847;13562272794102881080;7;3;T;162;40538
280;270;12231;0;331;MTXCREFD;0;;3099;1707914777047027200;4918755182360046217;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707914777047027200;4918755182360046217;1;k4sgSD3lX7o7ZsLNTNeu;02A6pA8Hwvrx;fdKW;hMd;451161021;ItG3ZbT6;20240124;20240124;071000;190000;1;100000000;7482098421123650319;2;11729630856893823074;11988597287284919570;0;2226736;8690931642238690007;1;0;9PZg9DVy0aCFkxx;6iqVOl6PwFDyMUAXo31ehTgGDCgZJK;0UA9aMDFSkmSzzkE0KgS7OlEn1d4StYFnku01DMGRhAUBKMRt9;3066398183562741691;3393216360496005857;5764173980233625762;7;3;T;78;22694
280;270;12231;0;331;MTXCREFD;0;;3100;1707914777047832576;711426409342408926;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;8325768794453793185;zl;nukLWvsvRBQWKANCEt54Wbzl4z6PqoP7I8Ra3iChBcowaknKXHoR6CkdMQCW3ib5GWtFUR;mdb;2080053579;1;3025084632;7;1707914777047832576;711426409342408926;1;PdYMWWpm9vcYycPjsdZj;GkgbmA2z98CS;r1dd;2YP;418045634;HkUjsTwG;20240124;20240124;071000;190000;3;100000000;4431852957863904730;1;10519686685096592670;4832623984322789190;3;-1296120400;8256607190653047877;1;0;yRy5golMm2MYnfZ;Z777uEQ5rY1dkiknVLllbeSvbGEWzz;Gs59bYodVd7wEQdZdzZBUrdHFn85j9CTrFXxcNhxz6dBzxhn3w;13718366303737566071;17523709697499852698;11773387367958725369;7;3;T;78;59530
280;270;12231;0;331;MTXCREFD;0;;3101;1707914777048644096;10174036996023715695;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914777048644096;10174036996023715695;1;uX7JJQfCtmO6o6QgA9Wv;QqRhGLjz6dMz;fwmn;XgA;105108297;vrbUi6Ks;20240124;20240124;071000;190000;4;100000000;10492424512807323060;2;6951565313197478415;14391975576308763466;3;-881221692;16012458499803655441;2;1;BOg1XGAGH4ttSpM;oWq91GP8CiswDUWBjjGW0NKmWST5JD;eNJTL8ZTvlfgRmWcho2PnPKlByAGkeloEsuqGURbvORuNLCwkl;9738183048817527366;4994158908342278151;9785179819405842824;7;1;C;49;17469
280;270;12231;0;331;MTXCREFD;0;;3102;1707914777049455872;3953523821739044687;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914777049455872;3953523821739044687;1;vbfrrAPTRgIKS0PfRqzV;w9CjfqBeqC0f;NQIF;81N;282931915;tRzwGIVB;20240124;20240124;071000;190000;3;100000000;10650031602479591093;1;10887681113524146767;4386329217360995381;3;1950903547;12630257877583866415;1;0;dSp0qjA3wNiUEX9;7yTAguWNadLaFAvK000mw0CqghrMp1;RCkhBxhi1RGy4Rh31oubWsEoh3fktzt8wGWwJQRGASfOhMwrtt;7628633846102456492;3628394054742375959;7353941929710923353;7;1;C;89;45623
280;270;12231;0;331;MTXCREFD;0;;3103;1707914777050267648;10262801388600866352;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914777050267648;10262801388600866352;1;fAN9yRqAudgE6ieOrAV4;gruGObvcYFH9;igIu;giV;526725252;YZjfKBix;20240124;20240124;071000;190000;3;100000000;18153094253730534480;1;14010018112741437418;16060733387487889136;3;1030746362;12123989699718052052;0;1;As3O54bu6Oix6Sm;QEJpRmeHWeki0Al8FuDFzmOSekjoc2;X2Kwoa1kL2C56Sp0V0k4ihcazvXWD037PF0o0YQ0vVpFfIrQWV;1134476831910968943;15153701167447651946;2421622345337106372;7;3;T;5;14496
280;270;12231;0;331;MTXCREFD;0;;3104;1707914777051076096;10299058011045134022;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914777051076096;10299058011045134022;1;b4fMzhUJTD5iedwh4KyI;HgFOR0nT6xEI;v3aI;6nI;780255171;afJrWqmN;20240124;20240124;071000;190000;4;100000000;14417913384528083735;1;14218360834251055085;2036381906485626198;1;-559455484;6998612619981823828;1;1;TwdCahYnQtykpXc;1xpcl4eWfsXeSXFAKlIuObGrF9W2xP;hkJOtPyFCMhFhLsOxtdvdIcjQhxWaLQRtSJL5h1XuJumrFGvSU;4091083818315017376;6579777698192204021;10169200641944297654;7;1;T;164;45471
280;270;12231;0;331;MTXCREFD;0;;3105;1707914777051886848;4716927371497670990;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914777051886848;4716927371497670990;1;C8Pa7EYpsjw56sdEPVhD;zTShO1apX1Eg;fl9g;Jqn;579919728;LvHZcnsZ;20240124;20240124;071000;190000;4;100000000;13874761372440164261;1;5752439650629713800;6825082159268631626;3;2122413347;9041431687856731699;1;2;xxQ40fFaeSOGMC2;rwkkUqHlvWYtGoLT43ss4gLHqNMuwd;mx7J6IAaDcYTDEFfpVNSr1OLes3frdOnSrbuIdq8MQDrUaBmIe;6566094399864572418;1707525764151382414;2591704101008237836;7;2;C;76;52751
280;270;12231;0;331;MTXCREFD;0;;3106;1707914777052690944;10960931629594288895;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914777052690944;10960931629594288895;1;JM0T60JM6m5xkECWLfYv;8vGUoANNIWqR;gsig;UBw;116590120;YIPqMFY1;20240124;20240124;071000;190000;1;100000000;11208613804146936537;2;7819886389461067215;13462756322631797611;3;562455801;5841263809017482637;0;1;RbduW5pP39wQLdB;ELJs1lXgqt1t5PSV2SdxFJaJu9G5HO;c9rFWJDeltMCVnKOph5ssxL5U9reCwQ5YOFy8RPWf1wn4L1oP9;15488333834822332576;18437474525490510662;17742250875809898517;7;2;C;231;56131
