msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;sequenceTime;orderEventType;ackPhase;ackQualifiers;ackType;eventId;symbolIndex;eMM;orderID;bookINTime;orderPriority;orderType;orderPx;leavesQty 
92;82;12077;0;331;2BLKPTOL;6;0;200;1707914901081703680;17645211082285078617;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901081703680;17645211082285078617;1706095060239854835;17;5;2;11;5738363843391977254;179056924;10;5831309871642227733;1706095060239877120;14668730665833864676;5;-2847165923966235553;5996615922156556819
92;82;12077;0;331;2BLKPTOL;6;0;201;1707914901085634560;11499466761426677942;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901085634560;11499466761426677942;1706095060241313611;15;6;7;9;2240328143756946645;767156925;4;7279589052375909707;1706095060241335709;4540767869327714340;5;873679342678494334;13536152251371784141
92;82;12077;0;331;2BLKPTOL;6;0;202;1707914901091149568;11564799477407940378;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901091149568;11564799477407940378;1706095060242830046;15;1;5;5;1339958930058120765;135619081;6;9993776121793184437;1706095060242851214;4934047284935458833;13;-2923562376581749756;11070749050338089430
92;82;12077;0;331;2BLKPTOL;6;0;203;1707914901095112192;9705481552637550618;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;0;uj;GLPdGOYNx4zBgbDC1wtRx1klDjOwrSsQRUf21VfGqhYEczwWHbxAeP1YyJHfDsDGtZgJ7H;kPH;4294967294;0;4294967293;7;1707914901095112192;9705481552637550618;1706095060244400489;19;7;3;21;1591694344588818759;969692305;5;769948321952854077;1706095060244422435;6415983427039330108;8;1287692078930495836;17943581865189945011
92;82;12077;0;331;2BLKPTOL;6;0;249;1707914901276078336;9278467025239660459;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914901276078336;9278467025239660459;1706095060246708278;17;8;7;16;5679849083109398263;896742034;15;10205085495852886779;1706095060246730265;16911234003197495427;11;6577122276427393697;7238199622875680477
92;82;12077;0;331;2BLKPTOL;6;0;250;1707914901278590976;12057459162544657084;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914901278590976;12057459162544657084;1706095060247725232;5;1;0;3;15298840218155177349;356770038;15;16765889916022915141;1706095060247747008;12225291066969330062;1;-6390506188437319856;4932800185514591710
92;82;12077;0;331;2BLKPTOL;6;0;251;1707914901280209152;7609490168830368441;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;1707914901280209152;7609490168830368441;1706095060248409764;8;6;0;22;8005121807937569259;687165927;11;1340955104359848480;1706095060248431684;6853293959599429199;5;-66061712416419934;116104472077719881
92;82;12077;0;331;2BLKPTOL;6;0;252;1707914901282670592;7887959114812086720;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914901282670592;7887959114812086720;1706095060249453734;17;5;2;1;15874375648913593825;648090412;8;16221075047698757448;1706095060249475734;14621183524967067029;13;6417679298346118160;2809400984466594889
92;82;12077;0;331;2BLKPTOL;6;0;253;1707914901283461376;9469649690611723477;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914901283461376;9469649690611723477;1706095060249807410;5;8;0;10;1336818273825749493;906768783;10;11263140986604033339;1706095060249828817;15356139317945393358;7;-4571083303440429326;2943514105360263258
92;82;12077;0;331;2BLKPTOL;6;0;254;1707914901293081344;7628786371213080488;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707914901293081344;7628786371213080488;1706095060254215836;9;7;0;17;10629763525281310275;786357755;7;9742288478599420278;1706095060254237203;6005031613912814108;10;-6975237804114132562;13446267288076001303
92;82;12077;0;331;2BLKPTOL;6;0;255;1707914901307446528;16704730711178811449;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914901307446528;16704730711178811449;1706095060261357042;17;4;1;6;11206840613556222648;722112170;8;1362464245986022643;1706095060261378726;15034284109037621442;9;-2693011341542515226;9216532072971969265
92;82;12077;0;331;2BLKPTOL;6;0;256;1707914901320243712;8403859479399135075;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914901320243712;8403859479399135075;1706095060268278506;23;4;2;16;13575465337647413173;587677045;4;6841966751187632357;1706095060268301046;16593869855763367557;2;-7374765554104539534;6933769614162809309
92;82;12077;0;331;2BLKPTOL;6;0;257;1707914901321035520;18072212889223232411;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914901321035520;18072212889223232411;1706095060268731946;21;2;6;4;15039496136629258321;451829176;4;17504180429359584252;1706095060268753919;1212792995172226498;3;2727384973742462556;12048664397952703998
92;82;12077;0;331;2BLKPTOL;6;0;338;1707914901327323136;7903434306086983407;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901327323136;7903434306086983407;1706095060272413578;5;7;1;20;8619806181441414832;315863755;2;6780231456717430840;1706095060272436038;11868196981265417220;10;-2472318400543856942;15918968386461918900
92;82;12077;0;331;2BLKPTOL;6;0;339;1707914901591821568;18116600033819870318;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901591821568;18116600033819870318;1706095060275264918;15;8;7;10;11845705145905708408;193650200;14;22532679437480688;1706095060275286860;5077041534057029381;3;-6314611043194080759;7539836358916784749
92;82;12077;0;331;2BLKPTOL;6;0;340;1707914901597453824;846827041691609167;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914901597453824;846827041691609167;1706095060278892927;3;7;7;4;15293462604046247008;453799485;15;8315468939531668236;1706095060278917480;17714247445270317507;8;-2300406478117103494;7761245784389214944
92;82;12077;0;331;2BLKPTOL;7;0;192;1707914901000621312;13494359398218501667;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914901000621312;13494359398218501667;1706095060221545040;23;2;3;14;9285162476984428373;857233523;11;7947997476991574676;1706095060221574099;11160097710983180399;11;4144235466770190177;18360389052684037763
92;82;12077;0;331;2BLKPTOL;7;0;193;1707914901004142336;7390814981953709642;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;266897078074289146;8i;jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy;eRU;3936869548;1;4082490661;7;1707914901004142336;7390814981953709642;1706095060221976177;17;3;6;2;7608630688880040087;768715101;1;3642076296719441848;1706095060221999063;7819982580878355745;10;8545267901926217767;7121585039557155833
92;82;12077;0;331;2BLKPTOL;7;0;194;1707914901011533568;1396328496167079749;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914901011533568;1396328496167079749;1706095060222783938;10;1;7;11;8469200454571373610;630708295;17;8994212317859813904;1706095060222805991;14223982835129100424;4;3573919748067585099;17670199714651537329
92;82;12077;0;331;2BLKPTOL;7;0;195;1707914901025219072;17961059159547389216;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914901025219072;17961059159547389216;1706095060224948834;21;6;0;20;6742823748767727396;583228200;8;357214028868692230;1706095060224970694;17009523569928006791;5;-8504952216854475296;1285169090241805967
92;82;12077;0;331;2BLKPTOL;7;0;196;1707914901026019840;8167474160113053825;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914901026019840;8167474160113053825;1706095060225093044;6;5;4;10;12009946966466460513;168342053;11;17181039280517580559;1706095060225114927;8777615002147456444;6;1580861226647688295;1109140020285170190
92;82;12077;0;331;2BLKPTOL;7;0;197;1707914901041206016;10790291722096529862;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914901041206016;10790291722096529862;1706095060228067192;17;5;7;1;14702099654000340256;726810605;17;15038155176683439681;1706095060228088496;17260548898305242305;6;-9115097413104661711;447078207063143422
92;82;12077;0;331;2BLKPTOL;7;0;198;1707914901046787584;13469200042793521789;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914901046787584;13469200042793521789;1706095060229399497;23;1;0;6;12368837078851377876;733634346;11;16070787644890719373;1706095060229421775;14485469460232727117;4;7625947350576264517;12344568696631757655
92;82;12077;0;331;2BLKPTOL;7;0;199;1707914901048504576;11384783466891588368;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914901048504576;11384783466891588368;1706095060229806773;6;2;5;16;4319979515174792507;40139414;8;7197488930465376723;1706095060229828570;4656495483686056186;5;677142490133548101;12457937486484598167
92;82;12077;0;331;2BLKPTOL;7;0;200;1707914901049426944;3643489791838348443;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914901049426944;3643489791838348443;1706095060230010798;16;7;6;2;16641239283429112913;293632506;17;6981357512568254235;1706095060230033164;8933587484963651073;8;-9053695760400211748;3812901632292954753
92;82;12077;0;331;2BLKPTOL;7;0;201;1707914901056387328;12994505684280258454;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;4302214173325118317;zE;ovH7yCj5z6Nu0HcDZwmWxxL8wAhlreNWutsmHlrjUt90r2zkG1NbJJvfUsNg1MD5PIvOkr;nN7;4174597307;0;3774155814;7;1707914901056387328;12994505684280258454;1706095060231712955;5;8;3;15;12124317104468952506;727509241;9;670190752560214479;1706095060231734588;9825167526124077909;5;4758860557949581760;17012816190814063246
92;82;12077;0;331;2BLKPTOL;7;0;202;1707914901062676736;14918185418796195562;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901062676736;14918185418796195562;1706095060233547736;22;1;1;12;15737254344895605729;839729658;99;7942179131895401591;1706095060233570016;12776636773342424937;3;7842745554234272315;63308467383224143
92;82;12077;0;331;2BLKPTOL;7;0;203;1707914901093520640;516104979662404043;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914901093520640;516104979662404043;1706095060243767892;2;2;2;20;8742357160153216273;889615201;5;14316188486213909577;1706095060243789408;8941075347258845500;13;-8115874320612962416;4314560851825426962
92;82;12077;0;331;2BLKPTOL;7;0;293;1707914901295494144;11715235106921730750;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707914901295494144;11715235106921730750;1706095060255365158;21;6;5;21;16470351859588822776;32654720;8;12116613995898748459;1706095060255386557;740186712071519076;7;1111130522032504829;9005042583313188638
92;82;12077;0;331;2BLKPTOL;7;0;294;1707914901299467776;1805700454117185937;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914901299467776;1805700454117185937;1706095060257317146;6;8;7;19;4742286218098813207;355525551;99;7269809931093318743;1706095060257339283;6307488703304880539;10;1277372142738351108;13657540101717122387
92;82;12077;0;331;2BLKPTOL;7;0;295;1707914901301863168;15499652155886114494;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914901301863168;15499652155886114494;1706095060258515189;16;1;0;8;9136836581218517656;782873053;99;3620729813439563329;1706095060258537134;7998894690043359674;7;-1064005194374943166;4366174355595835918
92;82;12077;0;331;2BLKPTOL;7;0;296;1707914901316286208;3152800212987629111;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914901316286208;3152800212987629111;1706095060266057246;10;8;1;14;10341149241863971685;451829176;6;17792187114378930318;1706095060266079342;8515544651980873242;10;4539064557298252323;10783977803176841774
92;82;12077;0;331;2BLKPTOL;7;0;297;1707914901317873408;4865137773302746233;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914901317873408;4865137773302746233;1706095060266935662;7;4;7;10;12196630727128598071;542212191;6;1800579665470654770;1706095060266957784;3027709572117237233;6;1543675651784432472;2550975527542367731
92;82;12077;0;331;2BLKPTOL;7;0;320;1707914901589372160;2124538246618091451;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914901589372160;2124538246618091451;1706095060273826311;11;3;5;3;2692406567042416265;682402479;11;13606901011352942074;1706095060273848503;3113249175713295600;12;7489416068187543216;844900330904668660
92;82;12077;0;331;2BLKPTOL;8;0;164;1707914901015540992;1906102814587530806;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914901015540992;1906102814587530806;1706095060223355942;13;3;5;21;17512181648935325588;662272845;2;10749957632816886999;1706095060223378379;15647931778630143136;12;7512296835103290575;9099393271143386964
92;82;12077;0;331;2BLKPTOL;8;0;165;1707914901016373504;841906209929619987;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1707914901016373504;841906209929619987;1706095060223477088;6;6;2;13;6029385030312055883;304152982;14;16533206882207067914;1706095060223499493;15430576328658638561;9;9166485537990454054;17185427449157115955
92;82;12077;0;331;2BLKPTOL;8;0;166;1707914901027609344;11629498782005300492;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914901027609344;11629498782005300492;1706095060225388486;12;1;3;8;15654249697325952716;830866530;14;16435314547904279812;1706095060225410487;13764282972667286678;9;-8293615515766800999;8759823478829322901
92;82;12077;0;331;2BLKPTOL;8;0;167;1707914901044379136;1315834065838693140;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;1707914901044379136;1315834065838693140;1706095060228815062;16;2;1;21;9136621208874633474;37149125;15;17187233174966526818;1706095060228837725;18433593969501930864;6;-315651343463715168;14431741610917139036
92;82;12077;0;331;2BLKPTOL;8;0;168;1707914901057174272;8116346903778675532;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914901057174272;8116346903778675532;1706095060231935065;13;8;7;19;6150571707075651652;502919184;4;818019636965940128;1706095060231957199;1375975061839062618;12;4688502319098432305;12778285732208197856
92;82;12077;0;331;2BLKPTOL;8;0;169;1707914901061097728;1696028313282130157;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914901061097728;1696028313282130157;1706095060233077769;14;2;2;1;11518603964094581986;433085588;7;6073095371517649211;1706095060233099264;3270312009647952044;5;-6965646127099844506;17494165422887890690
92;82;12077;0;331;2BLKPTOL;8;0;170;1707914901061892096;1825085294210933241;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901061892096;1825085294210933241;1706095060233311050;5;8;2;13;2996600432384401354;315339150;99;9282343602573445461;1706095060233333103;798978846120920947;4;6345834083497621660;18282397089100379921
92;82;12077;0;331;2BLKPTOL;8;0;171;1707914901065054208;84210762231558418;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914901065054208;84210762231558418;1706095060234271952;23;2;6;20;2144937838166240039;896742034;4;15972294331507206144;1706095060234294406;16522922233636030233;7;-6900505009519413242;3145722753701063014
92;82;12077;0;331;2BLKPTOL;8;0;172;1707914901065843200;1144101033865162947;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914901065843200;1144101033865162947;1706095060234517147;11;6;0;11;1188658050399332126;916475071;4;9322470167383489116;1706095060234538397;11414236828651785799;13;8396412972003133155;13747740312959262570
92;82;12077;0;331;2BLKPTOL;8;0;173;1707914901073817600;15198846843478006291;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914901073817600;15198846843478006291;1706095060237088215;16;2;4;7;5997318691370067267;433085588;2;1247287046219098360;1706095060237109974;15137692200419592948;9;-3877657768683702033;7156058893705896421
92;82;12077;0;331;2BLKPTOL;8;0;174;1707914901074597632;11188056761158934621;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901074597632;11188056761158934621;1706095060237355381;4;6;7;7;15712470619618647383;198284442;1;18094078568905661443;1706095060237377668;4920449301225325803;4;-1598403996896462060;2404086600876198816
92;82;12077;0;331;2BLKPTOL;8;0;265;1707914901292247552;8539307517086264829;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914901292247552;8539307517086264829;1706095060253838741;18;7;3;23;14466966044775434399;14113038;4;17446801707551429016;1706095060253860633;13528702411071476113;6;6469185238794433531;14551714269427408515
92;82;12077;0;331;2BLKPTOL;8;0;266;1707914901297883648;1186923454934601840;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914901297883648;1186923454934601840;1706095060256530563;23;4;7;3;12483932071780733323;922513693;10;15739793503501911404;1706095060256552345;16923987236408096770;7;1845590902092909627;9816816259047855362
92;82;12077;0;331;2BLKPTOL;8;0;267;1707914901324973056;9592379751150918436;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914901324973056;9592379751150918436;1706095060271018127;3;2;6;18;10271361061899748368;51267762;15;17350194810110458276;1706095060271040215;4337733684203813319;5;-3672326016677042471;4792152332755046379
92;82;12077;0;331;2BLKPTOL;9;0;206;1707914901029216512;310924790936001294;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3265245924283388256;PP;PS81FA8TgDqaJYWV3hVcd6cGKaNKeeqUWZ9pJCsiXfPYMSQ5XQT94iytJ4FFeswdSrf7Ib;ZqV;3161710950;1;2181840232;7;1707914901029216512;310924790936001294;1706095060225689844;20;6;5;24;8607514058378815329;958873221;9;13986072094077555377;1706095060225717113;17771440760603867144;4;6419212842910912156;9346852805556298924
92;82;12077;0;331;2BLKPTOL;9;0;207;1707914901035599616;13422810045180166403;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914901035599616;13422810045180166403;1706095060226828800;7;6;0;2;2916808730626057254;946518645;14;16646422446720785847;1706095060226850954;201709079832581165;1;785502926034555779;5595843577733288794
92;82;12077;0;331;2BLKPTOL;9;0;208;1707914901069050112;4506469875920616484;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914901069050112;4506469875920616484;1706095060235526560;2;7;4;3;7242650679476191233;571771961;10;8363128283617821738;1706095060235548483;569922598892585886;3;-3481846185678027046;6251202878948797433
92;82;12077;0;331;2BLKPTOL;9;0;209;1707914901096685568;17565990500163269773;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914901096685568;17565990500163269773;1706095060245044554;8;2;1;11;8118978558277117557;587146478;11;15173429006226697143;1706095060245066810;2353431876190004105;4;-7322736504546490102;15167607987894930727
