msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;segmentMIC;mICLabel;countryCode3;marketPlace;mICQualifiers;batchID
98;88;12220;0;331;MTXCREFD;0;;1531;1707914710066727168;5564150106956052282;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710066727168;5564150106956052282;OpFL;LwYk9QRX6kqgeREWu55ZiqkQQUYg1cSV7EZEIm4kx8eldY3TS398TZIhN56U;xBu;GFZ;1;1
98;88;12220;0;331;MTXCREFD;0;;1532;1707914710067494144;13304696470323187371;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710067494144;13304696470323187371;G9rf;8fDNbccKoLE9ixs5FceGBCZYY40CZI5XyjarmYmEyZsfVcLF1d8g9amsudfL;yQE;Mcx;1;1
98;88;12220;0;331;MTXCREFD;0;;1533;1707914710068268544;356677539015654538;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710068268544;356677539015654538;pAeJ;Lg6t37HKjeTHFotVLKMNR4deJ7BLqtYgpZqXBNvYxmeDYK7AQnQY9rrfCuhy;Neh;4MK;0;1
98;88;12220;0;331;MTXCREFD;0;;1534;1707914710069041408;18092644524621430456;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710069041408;18092644524621430456;zpmr;2TSgqQR05udo8DtU5jSvAfGHOdWYX16kqdxS6aTTAvBRk1W8mtM21XDw9yON;U3A;dDP;0;1
98;88;12220;0;331;MTXCREFD;0;;1535;1707914710069815040;13469829244430712516;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710069815040;13469829244430712516;niTF;cPTciLZnCqms9G86ojcXetMopNX9skNsR4tmOl5UeHJMYd77tGDac0D6okjx;wkg;dyt;2;1
98;88;12220;0;331;MTXCREFD;0;;1536;1707914710070593536;16182039052408828733;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710070593536;16182039052408828733;rxtR;wVFF0i6SxZBmkWxJjLfLVtIclKWpx6Sa8zotpj8Er178TU2dU82gubfW4OFe;JhG;Hl3;0;1
98;88;12220;0;331;MTXCREFD;0;;1537;1707914710071366656;10042911720022505821;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710071366656;10042911720022505821;LftK;HLIH5TrS5pTYu81HGfQe6mTz3eyxTUzRevT7eTYZ5ssz8U6SA39tAmCIjkXr;Rs2;2Pk;2;1
98;88;12220;0;331;MTXCREFD;0;;1538;1707914710072141312;14421657283436133787;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710072141312;14421657283436133787;iJAT;4KYKLcoYSgO5ee5THogJMPXmOIcD9NTvmsKuIqgUhiTFgGHnis0HAzwsyYg2;SVm;rS0;0;1
98;88;12220;0;331;MTXCREFD;0;;1539;1707914710072915200;10246213396021967244;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710072915200;10246213396021967244;ofBg;u26VXUlDCgiwmRLuvJOdjwkP7wwBC4IeSJG8viCFnwqIgIMilUdS5psC7sKi;PNn;5Bu;2;1
98;88;12220;0;331;MTXCREFD;0;;1540;1707914710073692416;2202732342865643737;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710073692416;2202732342865643737;BRDd;qsUDHslroUZmIe6SSbw64Y1asttRxNJd75C3N2pfE1CUUM6RIjTqP5eup43U;C1u;RZW;1;1
98;88;12220;0;331;MTXCREFD;0;;1541;1707914710074468096;13291610133349015295;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710074468096;13291610133349015295;XMSh;EVNtXeZ1idbnTHjLcfAa7D4ttjKgkrRWTSfK7Yq9HRzstc2BcAGHutIuu7aL;TL2;O3K;0;1
98;88;12220;0;331;MTXCREFD;0;;1542;1707914710075243520;3468390617448039642;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710075243520;3468390617448039642;gQlD;TXJwAxpbiH6lJDu5mQFkiyBATaK2IE27waLr0LVFP3ufjI61NDaLCbBYPduy;vnD;fAp;1;1
98;88;12220;0;331;MTXCREFD;0;;1543;1707914710076022784;7936558914931511983;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710076022784;7936558914931511983;AFjJ;urli9iCWc45jPfVJBqxa42OAiFYT9Hxux2sEUVF3El9fbRPrFQ8xdCElvvez;eom;1nn;1;1
98;88;12220;0;331;MTXCREFD;0;;1544;1707914710076803072;11875638931278374771;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710076803072;11875638931278374771;5VuM;d2mK0SYhRSdRtZPjCuMUjo1GwSvli8BRY4RO60XUzvrle6emm22BBGgbV5rj;U7V;UEX;1;1
98;88;12220;0;331;MTXCREFD;0;;1545;1707914710077574144;931611158966814377;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710077574144;931611158966814377;8oJV;EvzadyBTOPO1brsunVrKYWdTcxq7z3aXKGQyTdUIL7RgLVYCn5dcOWhfN3z4;wag;kTR;1;1
98;88;12220;0;331;MTXCREFD;0;;1546;1707914710078349056;9422596572436431389;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710078349056;9422596572436431389;83VW;xP3Xs8AaVXYQhJ4qv4y7nO3xm2S0yofBfjhe7gnYqeMHh9oSLzwpXkr6RWty;w57;Gqr;0;1
98;88;12220;0;331;MTXCREFD;0;;1547;1707914710079131136;12834600915212616732;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710079131136;12834600915212616732;mPeW;pgkVfRh7pBZtlqs7ZntojC2t9LpN5McRPsGkdJcR9IsVQZIBh6Z82kDGXAKh;Ejx;tuy;2;1
98;88;12220;0;331;MTXCREFD;0;;1548;1707914710079907072;9148241266527499156;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710079907072;9148241266527499156;Z2N0;EBYqekMv3jVheQze8Rqa6o4wvPtJoicXBsLhCqNdslG7x7oHAsgyuFn9qPbv;KMJ;OkN;1;1
98;88;12220;0;331;MTXCREFD;0;;1549;1707914710080684288;9697676318334571700;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710080684288;9697676318334571700;Pv0a;HFvUIH1vBvnzpMpacdxz1iDtHqFZRYuKaO1BbBMeN3tQcWnpr4QfXhHAT0b3;KFk;vDo;2;1
98;88;12220;0;331;MTXCREFD;0;;1550;1707914710081463296;9585921950581685982;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710081463296;9585921950581685982;hjWA;M5Ngxmu9ySeZsU7lWL0EDWimdMgCmD9bWOYe5QkEf5js6bpwcsE7Ih99a2UF;kco;Hsn;0;1
98;88;12220;0;331;MTXCREFD;0;;1551;1707914710082237440;14039932753343537721;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710082237440;14039932753343537721;NwUw;EVB7JKm8h7pYyC7yTpgKUCYS7B2uSCNVNbio4Xi3nXzOzRgwTZqxdong5IGu;N44;bPC;0;1
98;88;12220;0;331;MTXCREFD;0;;1552;1707914710083013632;16174746414008721915;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710083013632;16174746414008721915;nZzo;Wj8B91pvvqfbYz9AvMfTCrC3h5AA8dPiKumZzCWqUI4Deo10JSDd9DI5i3AP;XB0;tjb;2;1
98;88;12220;0;331;MTXCREFD;0;;1553;1707914710083792128;13169237228125575759;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710083792128;13169237228125575759;ASng;Ls1lIyHMleD6wsXT9pvN6HZOJZaQNu7EsrL92VxFu8pOpSVkSlT9dusj15NG;z21;QFy;1;1
98;88;12220;0;331;MTXCREFD;0;;1554;1707914710084563200;11665190793237655128;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710084563200;11665190793237655128;mtGb;mw0DdBRrzAeH4q007CqbXzIjzPMmjhfee4fg7YwGC7Y74uaDtFZx1l7zMwUr;TX5;eQG;1;1
98;88;12220;0;331;MTXCREFD;0;;1555;1707914710085339136;12569588065963594498;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710085339136;12569588065963594498;hAav;N1htcphXp1jovmaVLghskFHuBT7Bflv6gxIu7B7ILzva2X9ezD1FhZk5jmVp;o5a;z6n;0;1
98;88;12220;0;331;MTXCREFD;0;;1556;1707914710086113024;15780269082854092584;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710086113024;15780269082854092584;48nB;S3ZcyQK2eBTbHwbLXWyqGVs6A8SxOmDYCTHRKWQSiQTeo505R0TPiK45hpVj;5Jm;07H;2;1
98;88;12220;0;331;MTXCREFD;0;;1557;1707914710086890752;11596637882129305508;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710086890752;11596637882129305508;y3Ar;SQ7WTncXcrtZo6f1oWHgVRg1mFbJMtjnry9ncE6ypyn09f3S7EDogG2RLTtg;EhW;EwP;2;1
98;88;12220;0;331;MTXCREFD;0;;1558;1707914710087662848;9580282559835019959;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710087662848;9580282559835019959;pfAC;zp6dfRMoL5Ej0iCledAFMeLn1G6BjMoSsgIWGdtGNE0dPnAmHWKPgXrLScoc;0K3;YqA;0;1
98;88;12220;0;331;MTXCREFD;0;;1559;1707914710088439296;10297181620640027092;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710088439296;10297181620640027092;Q5yq;QWi9D8yq6MBpkK22j5cPb7tCBlUD8U6KwuS9XZaSrQoIZVyqAE4378LzbtnK;0BB;tp4;0;1
98;88;12220;0;331;MTXCREFD;0;;1560;1707914710089218816;16404562090897060909;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710089218816;16404562090897060909;d1cR;1fqGtC6T0AzcUczm9R6D6uWerTDOvGzGmERVZv2JEUFt3UjrcSBO0M02x1Gv;QVU;lXj;2;1
98;88;12220;0;331;MTXCREFD;0;;1561;1707914710089988352;14147580373205860989;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710089988352;14147580373205860989;fzgs;FFxNILfwugcOuNVxWnhmIsc5fyqMfU70XCMG354ekzSmNiSZd0Ob1y45M93D;kSv;gZs;2;1
98;88;12220;0;331;MTXCREFD;0;;1562;1707914710090768128;8423018759053081236;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710090768128;8423018759053081236;OcCo;2pkmqN6jUj2HWTQbeWMFiHPQLC7kZRg2rNadyDo6SzzihAoS0iSCHDRLuJFP;6pL;X4S;1;1
98;88;12220;0;331;MTXCREFD;0;;1563;1707914710091534080;15654093790398189958;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710091534080;15654093790398189958;LAIQ;1nAUer7FU8qLYhjpuhx8lsZ6NxPd1FuEsRvItp69IAiIp1vMmafo7idvhTEF;FjH;6re;0;1
98;88;12220;0;331;MTXCREFD;0;;1564;1707914710092308480;2416561420306356985;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710092308480;2416561420306356985;FTry;YvxHOcXpwH2YdHiKPegTAOlkIgYx2eRfLiss0AAaHtJZj7CSqXxxX3EZuDpw;VGY;TJt;0;1
98;88;12220;0;331;MTXCREFD;0;;1565;1707914710093080064;13795696531039380250;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710093080064;13795696531039380250;zZmB;xsqEnzDyaluntSQmo0xWYkc4j5IByz2Re4V67wZ2HWEpG4s07Hxc9x2b6sh9;8KJ;fCe;2;1
98;88;12220;0;331;MTXCREFD;0;;1566;1707914710093862656;1393464887319652023;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710093862656;1393464887319652023;vtdX;ILYv5BUs4A52tIvMmlv9dDMuATJSKCIpBWh89mWwjIbqt2eAwAmg7aUCBg4l;PW5;9LC;2;1
98;88;12220;0;331;MTXCREFD;0;;1567;1707914710094643968;13044751286985904633;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710094643968;13044751286985904633;4ZFk;oINDYHUPC9AV7W9pgTzEaYxdwrW68o6zTokq8ieQrtMnaFZWyKdN6ui1hwhl;fh1;7CH;1;1
98;88;12220;0;331;MTXCREFD;0;;1568;1707914710095428096;11074391556486428636;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710095428096;11074391556486428636;t5xt;lqL0LwDVWgTexow3wtNA5sPj9hJJRF7FVVNUbRrfqyUEFvAiR0aYQX00CxMP;dv4;1VC;1;1
98;88;12220;0;331;MTXCREFD;0;;1569;1707914710096204032;10600892598270082037;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710096204032;10600892598270082037;F7mc;sSHg9RI6CtQU9YFtS6NPIjr6Fl5egzkrQVGnUFlcpq50hlxDMFsFfO0XryMh;FFf;mNS;1;1
98;88;12220;0;331;MTXCREFD;0;;1570;1707914710096976640;520899057501479627;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710096976640;520899057501479627;C4Wj;p5HsuCF2UfdNShYx9KKXaRa51q5pqMBKrekxGtx4hxDDUBlOJw7HzgKmgWw3;HG6;Yb7;0;1
98;88;12220;0;331;MTXCREFD;0;;1571;1707914710097764864;8683871215889158801;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710097764864;8683871215889158801;TkBQ;wamkaxJFvlMY0d21JrdfELMHPKQLmV0gkG5FBan2Tz4HVYOUJuNgTnowMcW3;oei;TVB;0;1
98;88;12220;0;331;MTXCREFD;0;;1572;1707914710098532352;3061935128467024740;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710098532352;3061935128467024740;3IXQ;bMt052lMb4UPMoJwbLQOD1DpjFZvfMV9hovRriT7dpHb7FLy1tDvT8G8WmUW;UAg;c31;2;1
98;88;12220;0;331;MTXCREFD;0;;1573;1707914710099307264;1477216215832458010;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710099307264;1477216215832458010;F5oI;PCPNRWhV7k5g44pGnYVp1CbGb28Vhvx8XNnFgr6955c38O5rmV8gKYfr5xqh;j2L;x16;2;1
98;88;12220;0;331;MTXCREFD;0;;1574;1707914710100084736;14351632586953611328;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710100084736;14351632586953611328;SC8Y;wLrqzpOOYbcJQ0u0EYKGeg5LVwsWkTcBMqhiygSsMu4DH3evx3lRQtxi0pyW;3HV;HPC;0;1
98;88;12220;0;331;MTXCREFD;0;;1575;1707914710100862720;9293099913984903050;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710100862720;9293099913984903050;CwdP;3E3zrJ3n4YktMBTYMZsdvboLPbk6buWvVHpfPwbm2Nntu2UxJ25Znfzw8n9F;c5z;lNk;0;1
98;88;12220;0;331;MTXCREFD;0;;1576;1707914710101636352;2206355366063405996;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710101636352;2206355366063405996;bARX;kjMOAGYkrsOQsgKUMFxEWPjM6uLlnAWuBbcjTOzLoVnlvumo1nGqN2AvPGpH;IpW;U0O;0;1
98;88;12220;0;331;MTXCREFD;0;;1577;1707914710102409984;10994047444896993119;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710102409984;10994047444896993119;toNX;W9x2VQUWuME31lxr6KHH0tLnbvUV09qJN0MNLdZ4wmhGb7a1iUsGQErjoRza;1fA;7Un;1;1
98;88;12220;0;331;MTXCREFD;0;;1578;1707914710103188992;13570163605542386692;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710103188992;13570163605542386692;Ww6C;0KOVK2lCSJ4AmvENGB8sQinvsqU6DdxuVwGUhMwMBKHO3zkSauKAXWGho8sj;R0N;OSC;0;1
98;88;12220;0;331;MTXCREFD;0;;1579;1707914710103964160;1446853320307850838;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710103964160;1446853320307850838;PTLu;0aeopRR7VZOBqLMjsTibpX8ieCZylNcKiQHQTuruZ0O4UBudqjMkuLmNgmrh;9r6;ItF;1;1
98;88;12220;0;331;MTXCREFD;0;;1580;1707914710104742144;2844188406144257676;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710104742144;2844188406144257676;yTp2;2m8kaduReZy3OHqe0F9LRTFlGZSVqIbdlo8lYR9iTGaDvFgFXqX3tkSuqGXv;TvN;3Xr;0;1
98;88;12220;0;331;MTXCREFD;0;;1581;1707914710105507584;10192149973948608750;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710105507584;10192149973948608750;gVkM;IdBwe93Bdc7H4OzHsnlVPCAWpIyelCp2yCuA8n8CTV0RgdBRTS3ZSKL8ByiX;19v;FlH;0;1
98;88;12220;0;331;MTXCREFD;0;;1582;1707914710106282496;3206380644410353658;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710106282496;3206380644410353658;5CIg;vO1ERAnuJaMYm7LU8olaxGe19ZnedtvH6h8qxpCmxQTZ4lvv63PmQQG8PD65;ym6;XDs;2;1
98;88;12220;0;331;MTXCREFD;0;;1583;1707914710107057664;12680437720193498633;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710107057664;12680437720193498633;fLMk;wyGfMh9Oo1MY42Lj6g67uIqYl7P9vJiNikRSXVr3883h2IltEW0wKtybmRWY;Zue;7Ik;1;1
98;88;12220;0;331;MTXCREFD;0;;1584;1707914710107836672;476935883366278567;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710107836672;476935883366278567;pQD9;iIOdDy55eMr6m0Kcr3r6ZmSuDhc13rwCU1x8Eq9dbYA09cvTOZ0Rq3RKyHvV;C0G;kRP;0;1
98;88;12220;0;331;MTXCREFD;0;;1585;1707914710108611840;16682124192439574760;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710108611840;16682124192439574760;qjpJ;Z6QZXxzPAO1atcJvaVcSLNWrzZaIhBKhEHWwYNTaWbT9xxHO6A4kQYI7mBkB;1nB;Y64;2;1
98;88;12220;0;331;MTXCREFD;0;;1586;1707914710109394688;2226757187367047434;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710109394688;2226757187367047434;q1qU;C7XTejLFW8y4ZaWKucD2CMYMTafWWebyUSTnJan3CHU8awdbuUucSxKPkVXp;rxe;bwC;2;1
98;88;12220;0;331;MTXCREFD;0;;1587;1707914710110173952;16784418062044801347;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710110173952;16784418062044801347;gL36;1pXEVvFTDvEsgLv4R00sPHdIrZtyk48CnJGFN1LeCiOawkjvdtc9fwAfWKUu;Sgo;cmc;0;1
98;88;12220;0;331;MTXCREFD;0;;1588;1707914710110948096;931138163161939538;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710110948096;931138163161939538;lhHT;TsanDvxUFKKyJUsPyDuvTY51QrGnpY2wxzeICZbcrnKD1jkdsfW4NnMCgxoZ;vHi;2nn;0;1
98;88;12220;0;331;MTXCREFD;0;;1589;1707914710111725568;8689726576145226540;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710111725568;8689726576145226540;Gmyp;zhtCSfMTk5NuziqF8mi4Bkl5ofSpdiAvVhS7C8HDTGHyF5yNodqWkiubzqrI;vny;0gb;2;1
98;88;12220;0;331;MTXCREFD;0;;1590;1707914710112490496;1907612371511596932;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710112490496;1907612371511596932;qdd6;7ZIEy6Yi0SD66MXCJ19ubNF1lTNS7vSxvD3e5w51hUKRgL3fbxTLB2eM6Ro7;zbL;IOO;1;1
98;88;12220;0;331;MTXCREFD;0;;1591;1707914710113263872;18013261216396054215;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710113263872;18013261216396054215;osoa;OlzUqHs65cuYqrLXIgxbG7aCV8maSdNdwv59XEqmCM69M1AB2Jz9JH9kZo0O;oa2;o1D;0;1
98;88;12220;0;331;MTXCREFD;0;;1592;1707914710114041600;17478718240994268555;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710114041600;17478718240994268555;KKsO;UULG53Hf4nb1n7LP5aSljHBgKT450mW5n6fkZgKqHkx3syq4qXB6n00BPToj;2mv;8xa;2;1
98;88;12220;0;331;MTXCREFD;0;;1593;1707914710114812416;7407020299224342062;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710114812416;7407020299224342062;45Ox;gEUjQ1IXzlIbaVbQRf29hyagaJaXAvfWB9WJue8SR1JKE7rYxJ0THAL4PVkX;ctY;GBw;2;1
98;88;12220;0;331;MTXCREFD;0;;1594;1707914710115588352;15185190455646351323;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710115588352;15185190455646351323;P3bu;40dbXhuCLtYialsnapQv390czqkzzRbNI9xn4WYrIDjsLnax4XOOFK2scm5x;I0M;1VR;1;1
98;88;12220;0;331;MTXCREFD;0;;1595;1707914710116364032;6275849344802641883;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710116364032;6275849344802641883;ULyU;QZ2NjKFD0IVbClmzi6UvXXMjdeK2BXPsW88hy4opiQ4YECQDjNU9KqE5tnRy;m7n;2NJ;2;1
98;88;12220;0;331;MTXCREFD;0;;1596;1707914710117135616;6936514160838669384;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710117135616;6936514160838669384;fzkr;Y6TrbqqGriUGv4eHKWUp5uxEN2slSNSDCntAbB09ewQOE9xbS9erHi9JkPrD;TDm;9Tg;2;1
98;88;12220;0;331;MTXCREFD;0;;1597;1707914710117906688;15490320783185795422;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710117906688;15490320783185795422;qNBe;faDikkI9UUBOMyUFClcDMADHIK9S9F1HFSwHJzJrumtnnB0dB97riKoJ32Td;srP;vOI;1;1
98;88;12220;0;331;MTXCREFD;0;;1598;1707914710118683136;7939890848542039593;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710118683136;7939890848542039593;AMOH;SISC2dn6t76ABN0yKuDbjlueiDLW19iDYs6uwMVmU6K3MNIz91xTuYPvtDnZ;qvG;Nfz;2;1
98;88;12220;0;331;MTXCREFD;0;;1599;1707914710119460096;6322107636574356304;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710119460096;6322107636574356304;aes2;TtculWW5CBE0Cue39Q2ral5LkfgTWbZM29fEGe9t1VxgoG8yQ2AGBdWptEyr;tq1;cto;2;1
98;88;12220;0;331;MTXCREFD;0;;1600;1707914710120238080;16014156268461147607;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710120238080;16014156268461147607;kkyr;HTkRzWo8DfKGJW4i5rxEAiQXXylwfs58C7VLXiarSeT0zOZZGnACvjAGS7qp;yca;aiA;2;1
98;88;12220;0;331;MTXCREFD;0;;1601;1707914710121016576;17932725584639283108;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710121016576;17932725584639283108;RbXG;GxDXZE3mnHiOtSUpkvzf1kmoKeq4tmBtHWOS2z4ZeGiNQ7Gx1nb8fa04oJgN;cUz;2xb;2;1
98;88;12220;0;331;MTXCREFD;0;;1602;1707914710121787904;8219636307446384495;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710121787904;8219636307446384495;MlyW;nUM3IGjfBrfUVAy9ddNu0Ez9Lnl12L7dblOt0rF0rRuilH6j8elrn3kOVGf0;fBP;R4q;1;1
98;88;12220;0;331;MTXCREFD;0;;1603;1707914710122560000;1232504826508821170;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710122560000;1232504826508821170;kjbm;fkDtrSUXjjxNGFlSaXxWL01J3UycxL62BTkzkPOJhOIIqbDiU2A2Jewz0ohc;N5k;eE7;0;1
98;88;12220;0;331;MTXCREFD;0;;1604;1707914710123337216;7467097558626665455;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710123337216;7467097558626665455;pmrx;Qn19a9cQqlqx0ET2n3tonZDUPH2K1svIYZZxqn8QHrd3fwu5oCWJ3nIoBSfP;wCD;6aB;1;1
98;88;12220;0;331;MTXCREFD;0;;1605;1707914710124112640;5030709344770527818;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710124112640;5030709344770527818;wDxQ;uOVKeCr8Wcvz9JzNofyt0YPVvDZ09MocSnU8Ih2y7PqX8p9T04x02batNKaK;Ymp;JWx;0;1
98;88;12220;0;331;MTXCREFD;0;;1606;1707914710124899584;16802333082221604201;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710124899584;16802333082221604201;lYYP;GioKAJ8QHLXBxZS0DbiPrXsOMCsaVTtZwcQlbx7UHbleJ92DMN3amUI7FWl3;F8Z;HPb;2;1
98;88;12220;0;331;MTXCREFD;0;;1607;1707914710125672192;15363965930099243534;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710125672192;15363965930099243534;DECy;6zPvLTqMNyKB1nJhiyY6dIMeHggHPinPlHGQYTZRw1sFYS22brjG6ONrIvHl;pP9;eR8;0;1
98;88;12220;0;331;MTXCREFD;0;;1608;1707914710126457088;18438501876972784890;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710126457088;18438501876972784890;oO7h;4UOqmFuaZm0eHh4006UAiKhgWmTKYBKZQAIO8ALhbtBpE21KyXdPstLgWdZh;rb6;c5o;0;1
98;88;12220;0;331;MTXCREFD;0;;1609;1707914710127235584;9386911497791781148;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710127235584;9386911497791781148;mbsC;mESP1BAextEAWOOxFSHps4QKfJq1A4XuqSFji7BYOZ7bK3dY9nNa93yEgOFI;N3G;MkV;0;1
98;88;12220;0;331;MTXCREFD;0;;1610;1707914710128013312;15945904702959017171;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710128013312;15945904702959017171;fOwC;kDiueK9nhL8P16RPAS6wz9cHNumKDLEZIcwGuA9LW051JgYpjyOEKbgtvVDi;RPW;6li;1;1
98;88;12220;0;331;MTXCREFD;0;;1611;1707914710128786688;17939146469122335414;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710128786688;17939146469122335414;fSdt;xKpHTATKcIPpRb9jXIBsAXcrb6CW9sBq57jq6P22FJE8nNJrsF1VVKfubzZq;zoU;zMC;0;1
98;88;12220;0;331;MTXCREFD;0;;1612;1707914710129554176;856960233609126052;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710129554176;856960233609126052;uxET;TyhvIffLTR887cNOgkAVOhusO7oPcx6XctO1Fr8m5ng2rCalGqGvoApkLA0f;r2T;PEb;1;1
98;88;12220;0;331;MTXCREFD;0;;1613;1707914710130330880;16056651653528031339;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710130330880;16056651653528031339;1C5A;iJgHAwLv98nmHE7kiZhAs5uR4fHTPxSxM6EJ4du8FdaOjIyn2alUIXmipkWm;zbv;pUd;1;1
98;88;12220;0;331;MTXCREFD;0;;1614;1707914710131110912;11072702805906050745;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710131110912;11072702805906050745;QVZ0;LO0v9MyqHuthIpaqKim79ItSAjLepE2mSwGCha0Tyl1vn6gG0FDGXZvbdK8b;Bbt;sbu;2;1
98;88;12220;0;331;MTXCREFD;0;;1615;1707914710131890176;14484275222062275658;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914710131890176;14484275222062275658;MmTH;FJ6ecJwHFBVWRWBoeKXPxkRFKqFysrhepaWyE5CHtUyq0VUZdou6gEsfYM67;35H;imj;1;1
