msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;bookINTime;symbolIndex;eMM;eventId;orderID;executionWithinFirmShortCode;clientIdentificationShortCode;sequenceTime;orderQualifiers 
84;74;12019;0;331;2BLKPTOL;8;0;87;1707914901031724032;8508019388907964276;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;4680456038014810305;Zs;i3Gl8jfGYhBe7df2EkBouc1Tdv0526AGfOekKB839BiwRh4xc6Jzfib6JQ0SlbRcFkgfBP;kkp;1361693871;1;2961152153;7;1707914901031724032;8508019388907964276;13;4;7;17;1706095059407559970;1706095059407562814;282931915;9;13161444235109481738;16384603155984855953;-77323809;-1347454985;1706095059407571634;6
84;74;12019;0;331;2BLKPTOL;8;0;88;1707914901034606848;8156399574874462464;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;11647427006493921470;cj;mRUubYoMqiZ2bjwOyFMwsoXk34kYh2a96IXyUq5PW0PwtPKdNi5arXa2KTc3k8rtfh5SWa;pr9;1583101631;0;651886310;7;1707914901034606848;8156399574874462464;5;1;3;10;1706095059408106396;1706095059408109266;317605844;4;9755658447418239244;11709938833045360851;1550841337;-948253970;1706095059408118115;5
84;74;12019;0;331;2BLKPTOL;8;0;89;1707914901049477632;6626546186877618262;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914901049477632;6626546186877618262;20;2;3;8;1706095059411816622;1706095059411819344;783519657;14;759100373442319517;13473167843877484650;-810442156;-1934869313;1706095059411828211;3
84;74;12019;0;331;2BLKPTOL;8;0;90;1707914901066915328;9688549892931673557;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914901066915328;9688549892931673557;11;2;7;20;1706095059417166751;1706095059417169488;588523366;99;18204359101123064258;11839801907816262664;-367538705;560361505;1706095059417178445;4
84;74;12019;0;331;2BLKPTOL;8;0;91;1707914901075639296;17806600288617315553;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914901075639296;17806600288617315553;19;2;0;14;1706095059420418157;1706095059420420892;564169381;17;8795525601078295435;13587446419448125784;26620465;-1592046554;1706095059420429782;2
84;74;12019;0;331;2BLKPTOL;8;0;92;1707914901083552512;3924552677602198562;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;1707914901083552512;3924552677602198562;18;6;5;11;1706095059423649925;1706095059423652747;410867151;11;3780565227978600117;15141336503796482585;-1955343844;-2139273116;1706095059423661681;3
84;74;12019;0;331;2BLKPTOL;8;0;93;1707914901084357888;10309770247825929757;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914901084357888;10309770247825929757;15;2;7;6;1706095059423987725;1706095059423990460;137559582;10;16131779168809267046;7451106907113050446;394243971;822883940;1706095059423999164;6
84;74;12019;0;331;2BLKPTOL;8;0;94;1707914901085938944;9628168651751234491;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914901085938944;9628168651751234491;13;3;0;17;1706095059424662713;1706095059424665511;946518645;10;17362963612099277875;14253610184873697543;-963818992;-1163683510;1706095059424674490;1
84;74;12019;0;331;2BLKPTOL;8;0;95;1707914901090303488;9918704560089367818;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914901090303488;9918704560089367818;19;1;0;17;1706095059426081348;1706095059426084049;584621813;1;13303635137601854619;15462456168855370969;-544767536;-1225346673;1706095059426093032;5
84;74;12019;0;331;2BLKPTOL;8;0;96;1707914901093010176;18301727157734561742;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914901093010176;18301727157734561742;7;3;2;1;1706095059427151748;1706095059427154433;519103305;4;6620541154185031961;429193132522229035;507446096;147324712;1706095059427163251;6
84;74;12019;0;331;2BLKPTOL;8;0;200;1707914901276616704;3174691878697463591;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914901276616704;3174691878697463591;2;5;1;20;1706095059430890377;1706095059430893153;120173096;1;10327923283132871121;12753810448217173787;-1370149341;1843203082;1706095059430901801;5
84;74;12019;0;331;2BLKPTOL;8;0;201;1707914901278290944;847493455799700370;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901278290944;847493455799700370;20;2;1;1;1706095059431664730;1706095059431667532;146079271;10;1269709977030920725;10006243274367702469;-1362144832;-1237901480;1706095059431676296;0
84;74;12019;0;331;2BLKPTOL;8;0;202;1707914901283119360;13605746852534025419;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914901283119360;13605746852534025419;2;2;2;18;1706095059434063432;1706095059434066192;682402479;11;4724836892537526490;3287870852484463277;-1915762089;-80353244;1706095059434075153;6
84;74;12019;0;331;2BLKPTOL;8;0;203;1707914901283918848;291077140158709241;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901283918848;291077140158709241;1;3;7;12;1706095059434470098;1706095059434472900;376270613;9;5594839168358278357;1043204568685512678;-1634993485;6680144;1706095059434481622;4
84;74;12019;0;331;2BLKPTOL;8;0;204;1707914901287137792;15213234016300497382;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914901287137792;15213234016300497382;13;4;3;6;1706095059436132302;1706095059436135143;293632506;15;9900494318672873937;3807000835482939163;1876635369;438366438;1706095059436144002;1
84;74;12019;0;331;2BLKPTOL;8;0;205;1707914901288727808;17676584377703580039;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914901288727808;17676584377703580039;7;8;5;10;1706095059436972601;1706095059436975290;25531303;6;6569767070834652758;10247807952500236013;1794563254;826909872;1706095059436984092;5
84;74;12019;0;331;2BLKPTOL;8;0;206;1707914901289515008;6316786338232970209;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914901289515008;6316786338232970209;17;4;3;8;1706095059437396365;1706095059437399291;302074901;17;14349601227162864649;5573714710682065770;824137288;1727547448;1706095059437408113;1
84;74;12019;0;331;2BLKPTOL;8;0;207;1707914901301469184;2553594841978879939;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914901301469184;2553594841978879939;11;5;1;22;1706095059444098020;1706095059444100823;519103305;10;13060164926107432292;4803299977327586959;1575325043;-1333692481;1706095059444109821;4
84;74;12019;0;331;2BLKPTOL;8;0;208;1707914901302281472;5044924511802917083;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914901302281472;5044924511802917083;15;6;3;13;1706095059444560101;1706095059444562849;646191940;14;6952146039127967601;18086519313554761735;90712229;-1144749733;1706095059444571608;3
84;74;12019;0;331;2BLKPTOL;8;0;209;1707914901311850752;1601816933401692726;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901311850752;1601816933401692726;12;6;1;12;1706095059450318845;1706095059450321557;179056924;11;9968372977999242328;5372129345450022141;-1383090786;1100716157;1706095059450330568;1
84;74;12019;0;331;2BLKPTOL;8;0;210;1707914901318213120;4295119197318813510;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914901318213120;4295119197318813510;13;8;7;13;1706095059454359540;1706095059454362333;971929135;11;5161345563432205507;3846953011765919716;213595963;-679368307;1706095059454371140;3
84;74;12019;0;331;2BLKPTOL;8;0;211;1707914901320604416;12011145737010233167;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914901320604416;12011145737010233167;14;7;1;24;1706095059455927510;1706095059455930303;624214946;99;18054022224082356610;13062577577767492680;1642577705;-1589624075;1706095059455939303;3
84;74;12019;0;331;2BLKPTOL;8;0;322;1707914901594379776;1903617915273671636;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914901594379776;1903617915273671636;7;2;6;21;1706095059465782777;1706095059465785621;592228969;1;1917365816118037445;2222563108733510170;-1274508708;247380630;1706095059465794496;2
84;74;12019;0;331;2BLKPTOL;8;0;323;1707914901597591552;4198088177437890759;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914901597591552;4198088177437890759;8;7;0;1;1706095059468084255;1706095059468086916;958972949;15;14158675484076157019;6476220441539300321;970667260;-211841037;1706095059468095572;4
84;74;12019;0;331;2BLKPTOL;9;0;101;1707914901021122560;16047597370661511840;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914901021122560;16047597370661511840;3;8;2;18;1706095059405471353;1706095059405474146;164996825;5;277503173727358448;1797218699112869934;1132116617;-343043240;1706095059405482872;4
84;74;12019;0;331;2BLKPTOL;9;0;102;1707914901025967104;543136249607967325;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914901025967104;543136249607967325;15;5;1;12;1706095059406365485;1706095059406368153;393921509;11;8784183722755304955;17061418115810444745;-1572380776;1829855165;1706095059406376849;6
84;74;12019;0;331;2BLKPTOL;9;0;103;1707914901054081024;252007824318642106;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914901054081024;252007824318642106;14;7;2;10;1706095059412993024;1706095059412995614;773471534;99;9802012419600634512;9050084143763578991;38851000;-1392528215;1706095059413004307;6
84;74;12019;0;331;2BLKPTOL;9;0;104;1707914901054933504;6422787887579128203;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914901054933504;6422787887579128203;8;7;4;6;1706095059413234126;1706095059413236899;911319188;8;11583995314294704759;13479302597754254976;-1402543283;819500295;1706095059413245810;4
84;74;12019;0;331;2BLKPTOL;9;0;105;1707914901056528640;14803436910765791347;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901056528640;14803436910765791347;13;6;5;2;1706095059413727245;1706095059413730061;586880250;2;8943704402570837715;1748893051197309942;-1792478966;-1256658896;1706095059413738860;0
84;74;12019;0;331;2BLKPTOL;9;0;106;1707914901062124288;5577503959626226893;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914901062124288;5577503959626226893;5;5;2;2;1706095059415524511;1706095059415527291;168342053;9;9695618429823270985;16712107329951390461;-2111954475;186461698;1706095059415536071;5
84;74;12019;0;331;2BLKPTOL;9;0;107;1707914901066121728;14912159078888486226;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707914901066121728;14912159078888486226;5;4;3;4;1706095059416887700;1706095059416890474;338352934;1;1062038587950749778;16564547562587209819;1703580597;-1325696161;1706095059416899187;0
84;74;12019;0;331;2BLKPTOL;9;0;108;1707914901067708160;10601681479699320609;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;1707914901067708160;10601681479699320609;23;5;4;21;1706095059417451246;1706095059417453992;37149125;2;4841996866129278838;9495318090740991588;486864404;2020947949;1706095059417462640;3
84;74;12019;0;331;2BLKPTOL;9;0;109;1707914901070882304;11180707575858827851;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914901070882304;11180707575858827851;11;2;2;12;1706095059418610206;1706095059418612903;742696025;17;11500667292486155890;3471588920864292803;1549560621;1324541814;1706095059418621743;1
84;74;12019;0;331;2BLKPTOL;9;0;110;1707914901073260288;7549987326914952433;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;4403052311478408602;ZJ;HR0owOlnfPpmCv5A5GnTBNqsBLe02c6ZYsy2F9GRoCwO78CZL9btXNrGjLHPLTuNkB0Q3A;4bF;4187754424;0;2043547757;7;1707914901073260288;7549987326914952433;16;2;6;18;1706095059419497154;1706095059419499877;357076211;11;14655935988879097738;2583885002740073926;1268083630;838285003;1706095059419508677;1
84;74;12019;0;331;2BLKPTOL;9;0;111;1707914901074842624;2230568975672462605;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1372060987366733032;sa;YOGvsHtPStgtEDUgu7nK8KI3ZEXZPZ2LcGIFMgJgYCtpJMOALBh3wdXcyw4EVyWm7Sna9v;9Mx;2053645330;1;1659700653;7;1707914901074842624;2230568975672462605;12;5;7;3;1706095059420110739;1706095059420113538;83351337;11;961281980331627199;9809147486785869647;-1884675813;-159425735;1706095059420122545;5
84;74;12019;0;331;2BLKPTOL;9;0;112;1707914901078016256;656821612617990117;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901078016256;656821612617990117;9;2;4;22;1706095059421361724;1706095059421364409;710897910;10;14456475663441872066;6795050577598706783;-1225102644;-1787722647;1706095059421373399;3
84;74;12019;0;331;2BLKPTOL;9;0;113;1707914901082765568;9445936449795247868;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4500241957006454205;7J;YRQzng57gf62Y7Zd7MRGcznzjYHzPPCqcfuCWczYvE2ZrVKKUsAJDflUaacJYbsVYpatIm;Rlx;417793756;1;938879602;7;1707914901082765568;9445936449795247868;21;6;0;12;1706095059423319130;1706095059423321877;955146857;9;5649689736904802444;9215965121085363401;624124988;532067062;1706095059423330652;0
84;74;12019;0;331;2BLKPTOL;9;0;114;1707914901086828544;11066568651587588953;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901086828544;11066568651587588953;11;5;4;18;1706095059425011323;1706095059425014115;876746933;99;5305102791367925853;9811128015792967647;2107284308;-1723282732;1706095059425023048;0
84;74;12019;0;331;2BLKPTOL;9;0;278;1707914901286340352;7208262870399893874;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;614541690210646299;2a;pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH;rCa;3914517719;1;3154998015;7;1707914901286340352;7208262870399893874;3;3;0;20;1706095059435715424;1706095059435718124;184047301;9;6550180166847772901;12698469515228327502;1925859309;-1198864765;1706095059435726852;4
84;74;12019;0;331;2BLKPTOL;9;0;279;1707914901287930112;2284253428085308996;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;14081163277357308690;0Z;Iz7pdwYaijvaPkcHB3cFmAImKfaxx8LKR1bHd6h7RUer2BmYvF9ZBD5rIlAa1EhHGV0dr0;U34;2074824395;1;2843167339;7;1707914901287930112;2284253428085308996;17;4;2;14;1706095059436551446;1706095059436554197;15674241;7;17886245878391788942;8297758128224301587;847235043;-1889347320;1706095059436563018;1
84;74;12019;0;331;2BLKPTOL;9;0;280;1707914901296668416;9801945214642777486;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914901296668416;9801945214642777486;3;3;2;13;1706095059441341575;1706095059441344407;453799485;5;3179719932674809754;15184537205194865149;601410361;1000876603;1706095059441353318;1
84;74;12019;0;331;2BLKPTOL;9;0;281;1707914901297460224;4363724771081467643;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;4302214173325118317;zE;ovH7yCj5z6Nu0HcDZwmWxxL8wAhlreNWutsmHlrjUt90r2zkG1NbJJvfUsNg1MD5PIvOkr;nN7;4174597307;0;3774155814;7;1707914901297460224;4363724771081467643;17;2;7;11;1706095059441794386;1706095059441797241;727509241;17;18235624888049352688;10185471125393436903;-1600500142;512733562;1706095059441806292;0
84;74;12019;0;331;2BLKPTOL;9;0;282;1707914901325383168;3018155210221291363;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;1707914901325383168;3018155210221291363;9;5;6;20;1706095059459112637;1706095059459115360;281877941;5;13747202623293408025;11770774189558694274;505535666;-846105601;1706095059459124480;6
84;74;12019;0;331;2BLKPTOL;9;0;340;1707914901589626624;13739918791831539859;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;12560490813292387585;5I;q5F66gf8yKxrWv1DonM4jJ9X63HYdo0nRgbyPJCxoQV3KDE8KbHUF0hK5qrVfz7hSicYNN;j66;1375150690;1;2128515861;7;1707914901589626624;13739918791831539859;2;5;1;9;1706095059462398260;1706095059462401047;105108297;4;2713766224943709329;7537523461818650261;-699734355;1341053336;1706095059462409896;3
84;74;12019;0;331;2BLKPTOL;9;0;341;1707914901593590528;2815915394561712339;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914901593590528;2815915394561712339;22;5;3;12;1706095059465209934;1706095059465212716;841345320;11;8825378099055044468;5585967631365782238;-930617605;1125238580;1706095059465221555;1
84;74;12019;0;331;2BLKPTOL;9;0;342;1707914901595981312;17760157549570446379;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;1707914901595981312;17760157549570446379;6;4;4;22;1706095059466927984;1706095059466930813;657517808;6;18427550585709413828;14636322700265291239;930916939;-616274284;1706095059466939746;2
84;74;12019;0;331;2ETFPTOL;0;0;1863;1707914930010862592;3642584051010018748;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;1941955256451427870;U2;r561sFoMQiK5WuaJKa0kvTQ4hoIG5mShwa80wuL0U5vWAPeOBjcIgMFQTnpZYDrjCLmF8M;wsE;1859601324;0;3151477274;7;1707914930010862592;3642584051010018748;12;3;0;6;1706095059403302432;1706095059403305156;906768783;14;1345998098551070540;7457553171262450042;-387189835;-26887326;1706095059403313989;1
84;74;12019;0;331;2ETFPTOL;0;0;1864;1707914930019740928;17896329956833249881;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914930019740928;17896329956833249881;15;6;4;23;1706095059404533504;1706095059404536328;564169381;1;13430864639738144094;550719770779367681;434210996;143389078;1706095059404545020;1
84;74;12019;0;331;2ETFPTOL;0;0;1865;1707914930022151424;11597059657720245249;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914930022151424;11597059657720245249;23;4;2;9;1706095059404924538;1706095059404927411;922513693;9;15406137201074599317;3276472636471049807;-2037234927;471972728;1706095059404936370;5
84;74;12019;0;331;2ETFPTOL;0;0;1866;1707914930043745024;18095994972547480519;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914930043745024;18095994972547480519;6;5;2;0;1706095059409454241;1706095059409456942;471710007;1;2514350006457037922;7335236332465274767;1931957626;-1868979046;1706095059409465603;4
84;74;12019;0;331;2ETFPTOL;0;0;1867;1707914930078963968;17216557773172340512;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;15700594716965461706;Iv;NI3ZigcstsvWfkMnISqY6spDplBqATUc42m8tSEaNn4D2ULsYNKsXX0GwIsrUg4h0yoBYk;pwc;1625613301;0;44528469;7;1707914930078963968;17216557773172340512;4;1;3;20;1706095059420731774;1706095059420734636;971929135;99;6235561903751948512;16714323530469227280;-2046551816;-1258024387;1706095059420743408;2
84;74;12019;0;331;2ETFPTOL;0;0;1868;1707914930097187328;5871144293256578853;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;8421005763191075415;2G;H9aNIJPCiwHi3bQ1DBzy6roNIoc7BLPOT9jD9xife4kCjH32uZHYuhfjACYB5Bw7pX2pie;hhg;3138991619;0;1248976379;7;1707914930097187328;5871144293256578853;5;4;4;2;1706095059428614882;1706095059428617655;897061568;1;7049430486568236106;4796848093323671233;1733033290;-2084946368;1706095059428626388;0
84;74;12019;0;331;2ETFPTOL;0;0;1869;1707914930111051264;14265805021037574754;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707914930111051264;14265805021037574754;15;1;1;1;1706095059434881671;1706095059434884408;25531303;2;3061199605920414582;15438421587167728492;-1926533214;523789295;1706095059434893485;4
