msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;currency;currencyLabel;interbankRate;interbankRateDecimals;dateOfInterbankRate;batchID;currency2;currencyLabel2;yearlyECBRate;yearlyECBRateDate
124;114;12216;0;331;MTXCREFD;0;;719;1707914674057598720;8947540285523440735;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674057598720;8947540285523440735;V8R;NtG7CK72ToNagkGZokNTJN3MeFjCiO1IRhHXRcoa;16187597322419622955;7;9685;1;LSW;GvpJSBvG1NDnOZ8zVWooFTZO9gkOWdtHlNVrt1BG;;
124;114;12216;0;331;MTXCREFD;0;;720;1707914674058380288;13075880862997532566;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674058380288;13075880862997532566;2h5;6UmwLqfMUBiAZxI4A8UDGgtjhpQlVUFVLOMMMRr6;15210834222658629622;7;6111;1;Wk7;2IXffhO3SLXwn2MgdHe7NdfMSR4fXj77bMMEusMg;;
124;114;12216;0;331;MTXCREFD;0;;721;1707914674059159808;9890246803326410281;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674059159808;9890246803326410281;U14;Kxi0Aosf6w72PKFAYzIsaNojOeT1PsFkfWznEMeg;9366942127229656644;7;7552;1;zdW;x7z7EGR78yQnDKhEqhBnhZjSX3r2RHkpbeOPCmhz;;
124;114;12216;0;331;MTXCREFD;0;;722;1707914674059938304;2644827812424521114;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674059938304;2644827812424521114;pgn;le06GJLligXwpCZQaRPfXk7VGPvkISA4RH3B2VmE;9353940117222207371;7;14341;1;D05;9i2iBog7TdWaMRizri6FsVegcc2VY8EGW7oYcax9;;
124;114;12216;0;331;MTXCREFD;0;;723;1707914674060719360;6048994152243515753;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674060719360;6048994152243515753;NnE;EJ4rtN7G7LnV7e6pjQbqrOFc33E1DGnGiHYshVGF;213406306723293374;7;14156;1;BBU;JOWw9yXOQQX2VVG3n6IwUQ7hTAed22TwEAQsc2d4;;
124;114;12216;0;331;MTXCREFD;0;;724;1707914674061488896;3126288305386973950;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674061488896;3126288305386973950;RyG;ugpTxBTq2IsnsBxQzb4oW2bRRMP897FJ8OcoDSm5;7893649866392381776;7;13914;1;mHm;3siDo5eZYwXSrESONCHarjMdD8BjcJLQShAvNY1i;;
124;114;12216;0;331;MTXCREFD;0;;725;1707914674062268672;12778215796529723246;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674062268672;12778215796529723246;tjZ;7due8MY9u1rysiLZi7IUe8TvWcv6MjmmLOIMwIQF;12611098238204057110;7;15717;1;VAw;4hYbbcYjsHmrqUhktGHjm6z1m9mCt9FB0oRvYYD9;;
124;114;12216;0;331;MTXCREFD;0;;726;1707914674063057664;7412779689293589803;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674063057664;7412779689293589803;XAM;40Wmykakc1iWsd8zmBXO9RhFWJ1kzxWQl5rfpPgx;7567794719192207036;7;18109;1;0yX;II7S0GnP106TLUf51aR7gxfdGkBjE7cWBUx4Ylua;;
124;114;12216;0;331;MTXCREFD;0;;727;1707914674063835648;4008201105942916090;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674063835648;4008201105942916090;heh;nozigCFaxNr9HxtmvnAGqjP8LJCsrgHWlrm5TSQd;16849707695395494283;7;21367;1;glK;Hjuar9zsv2aZjenvikTPPfy3JN5Zp1v9kyDnFYIv;;
124;114;12216;0;331;MTXCREFD;0;;728;1707914674064608512;12655316675974337850;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674064608512;12655316675974337850;70p;GC8kuBg2cRhkhapyTh5xX6BcpQ37pP9nrwQHRuj5;18271112035044970493;7;30106;1;L1d;1uCPkCtDhvia04PCgTJnV9jfGLE496iF7qyYTjNA;;
124;114;12216;0;331;MTXCREFD;0;;729;1707914674065389056;10420379421111764006;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674065389056;10420379421111764006;7yi;yrzvOTUCWQ6rnFXJWmdh9epCQidROh4E5l2XcMzp;11725808932385920180;7;36677;1;NtQ;MxwYhZaPPDjR17cMajs2SoqH6AahCNfxAVTD6Hhx;;
124;114;12216;0;331;MTXCREFD;0;;730;1707914674066164992;17513743034857733424;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674066164992;17513743034857733424;7mb;dWQsYUr8Y0r5sF46xpkUQuBOH1icgdFPVJbkzokG;2296260929443725862;7;43654;1;i2m;u1JqBPHdrq574MzERFqX2fAOyOCF4kngLGf0rHt9;;
124;114;12216;0;331;MTXCREFD;0;;731;1707914674066944000;15027029461062217952;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674066944000;15027029461062217952;VJV;MQwJG7AzVI6ZT9iHaJhhSq0DKwBcpmt0wZR83BP9;4401338455093496199;7;51642;1;XMO;h3BEFMHAJXDSpUIk1xEGqTYjZXDxrNWHkiWeRibW;;
124;114;12216;0;331;MTXCREFD;0;;732;1707914674067719936;2962242562094407178;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674067719936;2962242562094407178;MGq;rK4OKZhDfWq5XzYNH3rhsEZ12HylNgSAtl3YvK6n;14003489069565589212;7;59467;1;8it;u4mJIRYOB2u3ZuuzmLulxYRr4tg2NgNUzQPnV0Ku;;
124;114;12216;0;331;MTXCREFD;0;;733;1707914674068493312;12454987815130850539;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674068493312;12454987815130850539;Va2;19YXxFJlkB3Vn5eCGmCxWJxrjdjIoC1PvKVqi8Sc;11045696036845050254;7;2115;1;s1G;drMyMsaG82DtnobsffrVh5lsRUSq9WD05d3zMhhV;;
124;114;12216;0;331;MTXCREFD;0;;734;1707914674069273088;7665790455255548800;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674069273088;7665790455255548800;Kag;lvWtz7A9caFKejXzlkR5V4pm6BTzMtH8Fc6bDUlr;13540566374743966209;7;12205;1;GoP;gVFeGMU8KbQxdXvXzJYU11Mlqpi9E2d4zxPN6s1i;;
124;114;12216;0;331;MTXCREFD;0;;735;1707914674070062848;11746128887757120900;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674070062848;11746128887757120900;nK3;EOUVEhDcDjr7njCXCDqe0PszvFNjYdJXwfoTH7Hn;13677655785356506745;7;28051;1;K9K;ddLHvOdidLw6gshDdsgnrn2dQTkQ3QqTVXCGTTOx;;
124;114;12216;0;331;MTXCREFD;0;;736;1707914674070843392;6510975214303376945;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674070843392;6510975214303376945;w1W;eWlucUvxvxgtGjJvOuKFX8UA41o1x1pVuV2Dsqja;9623656884326020516;7;45943;1;eU0;SZd5X1AI4kliiRQp6P6SM0ywL0tsJx1xcQDHp5DS;;
124;114;12216;0;331;MTXCREFD;0;;737;1707914674071625984;15639675827491449356;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674071625984;15639675827491449356;OYf;Y5hwiuJc4kJ4bWZynBO5UiDKgc6zihc3bahi3Csc;2980142728989838546;7;60504;1;JIP;rNqNCzG0l5EhRh7YeNaxBVv9xwIExALdu1s6dZXt;;
124;114;12216;0;331;MTXCREFD;0;;738;1707914674072398080;7666188733232353213;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674072398080;7666188733232353213;IyN;fHIdyHjRBu08lscufsync8ZYJhBOqCZG1sbjlzGV;7949033931065439535;7;9219;1;RVT;oo6rpNXsD27BU7WChpWP2Koim3sTbrTIiAKMT2fy;;
124;114;12216;0;331;MTXCREFD;0;;739;1707914674073179648;6114152059488915375;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674073179648;6114152059488915375;aUW;T1ZIXdBF4beKnmUTrJK3nCSmEvThD1QE1RgAc2y6;15460191449085746723;7;25908;1;Mh8;TUyCKvvpNhubRGrpglgceiAE65xcG4rC85lMUfVm;;
124;114;12216;0;331;MTXCREFD;0;;740;1707914674073954048;12725908709185621041;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674073954048;12725908709185621041;oCF;EBImyCuP4SEVHNTAG6r4Cm9ok39fzcX5xXRhMi1Y;15149930499362667579;7;43533;1;pDZ;ixZgQQWdHfn9B2kkWeoJYVT0YSvLDNBZqRcZlh5n;;
124;114;12216;0;331;MTXCREFD;0;;741;1707914674074737664;4592760730644892594;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674074737664;4592760730644892594;EHD;syO0S9Yp8CdTlRZqiGr6xOQT9lGCfvQeKCDjBv1z;5883943454119896229;7;60455;1;kOz;7ImSR3gG1x36ZrFd4vka50jJDMODp6yJwH11KWIO;;
124;114;12216;0;331;MTXCREFD;0;;742;1707914674075511296;12917646529033136737;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674075511296;12917646529033136737;4bH;IBoifK5lQtPKvTlkNUYPi5pmHaAejBhoPgLgUUSH;1093608035882156190;7;29957;1;H8P;80neOKUy45NiLKVeSHYr4kabqzD14x6AlB35qAkb;;
124;114;12216;0;331;MTXCREFD;0;;743;1707914674076294912;626239526837913293;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674076294912;626239526837913293;QDb;efqpkpgZgn5EZ4b5FdTdcdtIk0AQdMHfRFxl5i3w;2055926851497598625;7;51695;1;Be8;GLxBASdqyna5lXPp8lEhKMcFrMcJ7GKAPbo42kp5;;
124;114;12216;0;331;MTXCREFD;0;;744;1707914674077068800;18325647660017322186;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674077068800;18325647660017322186;7O6;0TolkE3PViF3JjTKmWEPo4l9BthtDXkbhFliRki4;13560401154167302137;7;8677;1;EnP;Dvc7g8gp4IdXvKYldo6cbGxXqU4aGTS1JvYW5zOC;;
124;114;12216;0;331;MTXCREFD;0;;745;1707914674077847040;18316035157251997404;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674077847040;18316035157251997404;kAu;XdUDbLgmcYb4J1ludHh8LRkfc929aw9faKbPcOwB;15335625855734774307;7;29678;1;hEa;P7ecXNGnqX5YkEuBGN0Yfbc20IxBe8l9qZ4uSdpF;;
124;114;12216;0;331;MTXCREFD;0;;746;1707914674078613248;5182803245088995766;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674078613248;5182803245088995766;0dG;mjVMdXxY9gbtEHGNDZhFXz2BhY7y6M83W4ivLmtV;9498954744986013247;7;50844;1;QU4;Kfybq3nv5TT9smwdzZHZDfdWadbAtenU20vzgWkr;;
124;114;12216;0;331;MTXCREFD;0;;747;1707914674079406336;6588090600449083400;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674079406336;6588090600449083400;HS3;PLRHUDooy7XrqOrXj5wPD84i47NJXNxj4FpYLWNj;7361306834381050069;7;9805;1;3vZ;ztrJUlltjWrjdxrTHjTYsy6Ebk8nctvgtZNmZZ1Z;;
124;114;12216;0;331;MTXCREFD;0;;748;1707914674080184320;18058083938970943690;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674080184320;18058083938970943690;dyr;IGarU86KzrtlTsPCwA3trHRjlEsx4oH1qfgMdaIz;15201748697736913580;7;35896;1;ZeL;qcqVJJw4uaMpAJ6hMfiR7mDdt2tbHyGc7f4Akmlh;;
124;114;12216;0;331;MTXCREFD;0;;749;1707914674080965120;439600639109732378;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674080965120;439600639109732378;EEr;pF92IwmtXJw7EDXLCkRTlci2gTeKSNeyUoFzywTx;1674339468404942167;7;2397;1;I2P;LO9JTI0DOppPXi8t4MLxYvTEv1LvvsiUTFCL8UXu;;
124;114;12216;0;331;MTXCREFD;0;;750;1707914674081747712;15932163422265635059;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674081747712;15932163422265635059;tqO;nLP0DfkeYZb3LgoclKizNYicAL0zhWEDVGoulqpi;13983186409363257924;7;29991;1;YeU;fJkUX5w7hTRbR0C9y3yaTz14w8MCnLhYLQ51PWww;;
124;114;12216;0;331;MTXCREFD;0;;751;1707914674082524928;9025647204672581007;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674082524928;9025647204672581007;uTb;uJFHmQwDgZY5EeNDUSzr0LYOTi9wZ6XpJ7fXhF52;16726558588278199552;7;58781;1;5mg;RSnNLtmEKZBuZwpV3eEjDjIUyVMQ3kx3VF0flA7Q;;
124;114;12216;0;331;MTXCREFD;0;;752;1707914674083302400;136780003547701856;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674083302400;136780003547701856;qpj;bhWFmHKT483KKhmxzlEjhIuYz0E1Bilonu5CnLea;14058059012993420440;7;22872;1;Yjb;e3wr3Vmmqrcux6MjnH1UTtxvf5SS3D9U6vVhZm6O;;
124;114;12216;0;331;MTXCREFD;0;;753;1707914674084084480;14643629620397039037;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674084084480;14643629620397039037;r9D;QZD7xTE1uX0BUHNuFQzwcVB8TPimyXIDMHsMpYZD;18183829423357710689;7;53257;1;3W3;mp3q4srywr6uyfn3UQaGoejmYvFTW9BaJYHURbga;;
124;114;12216;0;331;MTXCREFD;0;;754;1707914674084862976;2762101020379833490;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674084862976;2762101020379833490;2Sj;DusDVcdTJuP577fiQmUweq9n4YOku6aEqgmnpC9a;14574788936166777105;7;19447;1;rTq;3WevMrUICgjGQAGKnpDU3VK4SBHzMVerD7piCEKz;;
124;114;12216;0;331;MTXCREFD;0;;755;1707914674085643008;7646497733558132066;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674085643008;7646497733558132066;aM5;6OuY8VvjKYZTk5BnIPTvEytu8GS7JUS6uZNmSC2s;6547303479683239975;7;54789;1;mfN;wdF6oAnbJLHd5rJfk64BQQTGN16p9tVB8Nn92aos;;
124;114;12216;0;331;MTXCREFD;0;;756;1707914674086418432;7323182395802760376;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674086418432;7323182395802760376;bN5;EHw61vu3A3CK95VkiPbjkpYq5iPah3bsLorAm9JO;16947538295586104522;7;24383;1;SpS;b88uflOZo07l3wnMqmcGLy3pVpidlHYqVurQnhl0;;
124;114;12216;0;331;MTXCREFD;0;;757;1707914674087200256;16438291535697218009;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674087200256;16438291535697218009;vII;mHFsLEsG9KaJCNvlIjktgXRFws8BsI0RYtCiLU1Z;17703700626663496028;7;58551;1;reS;2jkt4oWzzOpsa1v1Mu9xwKH11dkvTOclRBSjqOSL;;
124;114;12216;0;331;MTXCREFD;0;;758;1707914674087983616;14188800693544834993;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674087983616;14188800693544834993;pU2;GiPR5zn5MOnsZtcWRDby4R7EQI3vuDaG0F3ka20M;11178990374013512935;7;28688;1;fh1;pDV8SpxCK6FIX2AerO3T3PYGTmvR6ZNRo8EaDwJM;;
124;114;12216;0;331;MTXCREFD;0;;759;1707914674088765952;8199944628562104627;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674088765952;8199944628562104627;BaT;Qk7VuggB8AWchRJVvjI8rvWFHgY9sD0VC5pqZ1F1;838068946576164181;7;639;1;Bfg;CarvuT24C9p3AtXNpeGgO7wBRHiS8rpsJS0eAQ4f;;
124;114;12216;0;331;MTXCREFD;0;;760;1707914674089541632;1754115713526479914;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674089541632;1754115713526479914;Mzh;09U57VVfAUaHmfzHMFWZHTREG5t5IU8g2xNDZqFy;15379914755518624377;7;39086;1;dc8;6ek5I1VwkSnLh3TvEafD5Nrimk6m6aS17QEeq94E;;
124;114;12216;0;331;MTXCREFD;0;;761;1707914674090329088;8414306231298559702;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674090329088;8414306231298559702;pKF;47sgHyDGMxN8IYnnXphF1OWtHXsJgaYIr6pVbFvn;774632418830146027;7;30313;1;8vc;XrWoogLYqEHsLml6273kn8bbJoL1yed6UdbLLuPY;;
124;114;12216;0;331;MTXCREFD;0;;762;1707914674091107328;10240228963719199088;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674091107328;10240228963719199088;rbf;XgoIdaOvImDHsKcUMbdDZANxi5V09mgI9OtRz2HK;5396381354053053322;7;6828;1;aJr;1SH3CsSsU0ZRytEQhpE9Mx6gJ5Q5dKuF2HpyKtrP;;
124;114;12216;0;331;MTXCREFD;0;;763;1707914674091892224;13368792357486737123;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674091892224;13368792357486737123;mnU;KDUHz843HnR4Lnlz3gGOc4Blw0T9sxApXbHVdYXC;3277343230980514396;7;47928;1;aMR;LpiAzVyxsj9GwuZBLpBVKILol5Oz2HoCkbS9hjPq;;
124;114;12216;0;331;MTXCREFD;0;;764;1707914674092663552;17121764299885816703;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674092663552;17121764299885816703;oPf;hI42qK6Ukg4LZ7Lfe2e5ICjtQo6NcYgSZaWFBPEi;10864445786845625537;7;24826;1;vSX;M1MMcBst0zsok1BOHh7DYOSSF2rPyNFH35yWfXh3;;
124;114;12216;0;331;MTXCREFD;0;;765;1707914674093442816;18372909526140527080;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674093442816;18372909526140527080;957;WjJYekt6sGQew0MvcRibeTAlgwXfraXbIXF6LggY;9272772941677521249;7;2223;1;Ytw;zwCiAW1j81957qD9sufpmxetovxQ6oLLV6moWQER;;
124;114;12216;0;331;MTXCREFD;0;;766;1707914674094220288;13852273825639766163;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674094220288;13852273825639766163;cGo;SDVupeK5MtAGCaEMG5wSrQVbD3rZKGPAtG97SdeS;13548441980874941071;7;50315;1;SNa;LBGfRdwVbHb0Kj637STAHAvupmg3Eg7bH0ieLFCJ;;
124;114;12216;0;331;MTXCREFD;0;;767;1707914674095003904;11789390878648601271;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674095003904;11789390878648601271;tIH;JN7x6HLTKspdC562OH0tgSJS7zdjhJks44qrazbJ;1051609319381247038;7;29489;1;6aD;QuzGVntng81VmCNxrMxNDfZOsdC3hmpp6iprOWnl;;
124;114;12216;0;331;MTXCREFD;0;;768;1707914674095777280;17093369136760338505;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674095777280;17093369136760338505;779;H5h5ymr1U1bs0QPlwyk2kshyh6XymfkyFe36mUnz;3357111984739045185;7;11487;1;R5v;viiLTqvnUeXyUWiZtdEa3azCklWyjPlghVvoLRtN;;
124;114;12216;0;331;MTXCREFD;0;;769;1707914674096550656;8411787382481534465;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674096550656;8411787382481534465;Pns;ZA8swplfJf4MxlZwlPeVXioRUZGvn38gSEHomj7n;10466279670353817819;7;57779;1;4Wg;NSyBk9KsJXv2efb719CJTxFiQlTC16L6eIONwVwh;;
124;114;12216;0;331;MTXCREFD;0;;770;1707914674097330176;1378836328329786666;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674097330176;1378836328329786666;XbS;bYbkZUBedWmVF47Jwv82yQoWjGI04Tx8hIk7oQwV;3858114970274562295;7;40407;1;DUv;jAQFnrbAlBJuBtqR0HFKYSSVzhZXjb5nIND7TWur;;
124;114;12216;0;331;MTXCREFD;0;;771;1707914674098110208;16379211518621405728;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674098110208;16379211518621405728;H59;d2iNWET8Y02Dy8oU14tl0G1xsYbfrIOIobxpMQBD;9097633959995858337;7;22618;1;wBZ;dV8HiGZNiwPxuLntADFIyk6WiN4x5JiVKgEFUeUP;;
124;114;12216;0;331;MTXCREFD;0;;772;1707914674098891776;3950088105732570248;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674098891776;3950088105732570248;iZ5;bMTbIen24LKJWOttmqXiprLEoA1AtKjGxpqTd54c;7123758679115331321;7;9017;1;2yV;6aVCNpmlwe6sca1HCyehbWwYxKv0cRy2RpSPBVsw;;
124;114;12216;0;331;MTXCREFD;0;;773;1707914674099677696;14612609064240586682;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674099677696;14612609064240586682;Or7;1gBJB0qAFzqwiOSepAbm261oUGandNrNxI1AV21I;5645915838933640065;7;61292;1;5r0;e8HstvyXDmpqaTUfaHRKHSnjoCfAaKTABMYQ65iw;;
124;114;12216;0;331;MTXCREFD;0;;774;1707914674100453120;12565652308359557314;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674100453120;12565652308359557314;Yxc;fs6pMszXP8wl11I6hGny99o84neTD3IcVJtX09k0;6633915055502982123;7;48617;1;PtH;xehBnci0fmL1hPuy39RfZ1vT3xTZChmclDgy7WL2;;
124;114;12216;0;331;MTXCREFD;0;;775;1707914674101243648;589728838543503300;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674101243648;589728838543503300;G35;rez3PGKOW4pbNcJhbMojEl4VEz4vZPPvYQZiKLC2;17980135894757992841;7;37070;1;1k6;KyE3UuROhNQdi6Af5JMR3EEBLMRghwLcKGFYZoFn;;
124;114;12216;0;331;MTXCREFD;0;;776;1707914674102020864;16731372653175495518;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674102020864;16731372653175495518;7g6;hye20JNt70bsbzt5yqRP94Qz32felpvYIEUKTXba;6346624154819006378;7;26027;1;t1X;LYtvkS1YEFFjZjwqvbmu8kiSJgBlR86MEkPrKYHo;;
124;114;12216;0;331;MTXCREFD;0;;777;1707914674102804736;1002578763234115212;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674102804736;1002578763234115212;XL2;xweBIbegcSOMjkEP6gE7P1kg5mjw1mSyOhol48wN;13480531548457148040;7;20398;1;l4c;PZ7sbsaeT7HBsB77Rd2cOf2nws0sItN9okL1QPKk;;
124;114;12216;0;331;MTXCREFD;0;;778;1707914674103572992;9176578056723078056;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674103572992;9176578056723078056;bIY;B5lj58Q0U11EeGLx5Sq6fUgvCC2lOP4m82jsC3qb;12075357326113328048;7;9888;1;Zfs;c0E7lOSm7hB5OvVyjYBw0rPBuK8TqqxtbC7dCjB6;;
124;114;12216;0;331;MTXCREFD;0;;779;1707914674104354304;2415296454861673159;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674104354304;2415296454861673159;rQq;1zJftl7X9bRdrGd1W1hiWJsBAePWc6Vp8SuiikTq;13273661147024555486;7;1768;1;eP3;zdzUM3SgK3ZwPDjMDYbSJOB7oyEqcM3X44AYPiGP;;
124;114;12216;0;331;MTXCREFD;0;;780;1707914674105137408;14746138178989321326;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674105137408;14746138178989321326;4N6;dx3uftQxmPQRiDevMlvi1zYGyZqoz7MElz3W6ABI;14841176260407099208;7;59801;1;vGC;tLXj6ajzPQA7c3ezuwJrT4IWEWZPEvrxKkhCl6Jz;;
124;114;12216;0;331;MTXCREFD;0;;781;1707914674105919488;15252946442443094394;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674105919488;15252946442443094394;2XE;ofL7gb5cJxWVPUX7oKbcp6YvCf53njFmBXW683r6;17672523065205656503;7;54879;1;ps4;oonxvu5qnjekiTyQrIIMpg6qiSX2r68kEv0xVSoi;;
124;114;12216;0;331;MTXCREFD;0;;782;1707914674106686720;14575419661699342034;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674106686720;14575419661699342034;qJr;GyNnvRvRUgrzdACQawHKUIBGBXy1e4CBZF4UbnSj;13567511667349376341;7;49812;1;0VZ;hCU2CmwwCsMiPIZEj3dR8WSds0LKiq1O2WN9H29d;;
124;114;12216;0;331;MTXCREFD;0;;783;1707914674107471616;6266341614557365517;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674107471616;6266341614557365517;ucH;qpQl4p8gLT0aoVGuZSirbOoEgtmfVgmruY7P26mo;8010748872952932361;7;50091;1;twU;kDVI2BoIv29fArtjAlPsvlyv16ICKfYenWRLWmNW;;
124;114;12216;0;331;MTXCREFD;0;;784;1707914674108251904;6744915019559556275;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674108251904;6744915019559556275;wrI;v1An32Goprv9IUpsvcMwR6fOm5TUqmZawEjW67mR;419716067210979272;7;48896;1;efd;CjzMq84FJp9vKU2g1duYkOxlgR9dyoNQdWIHCC4j;;
124;114;12216;0;331;MTXCREFD;0;;785;1707914674109044480;15686113258608228742;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674109044480;15686113258608228742;uvn;qDMzOqrntm4KN4bLN9MCYPOvSa3SUaNVJWKioRIF;15042809870406184625;7;48532;1;rD4;olbSwiENgKfIjwBJz9hVVrrSaMZ7ZtU6K8865flW;;
124;114;12216;0;331;MTXCREFD;0;;786;1707914674109818880;10427876990496322852;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674109818880;10427876990496322852;HeB;kVkaiy17u14AZNFY5aodHews8VjGq0TTsIn8I7st;8870888955861559155;7;47892;1;891;yd1ZZOgrs0UZaZKpciv6y5iGGDy75fEHC8YHJsCQ;;
124;114;12216;0;331;MTXCREFD;0;;787;1707914674110601728;16597488538090750361;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674110601728;16597488538090750361;luR;lejumMv3euY4Origt0RAn1BBvQZZpHk4rlYxTkKi;15013405082030185734;7;49582;1;JuJ;zPmAE92BogptetVrS6kKXyXmJyBLyQd9UWI2IuAx;;
124;114;12216;0;331;MTXCREFD;0;;788;1707914674111386368;17389654852619714257;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674111386368;17389654852619714257;c4t;x851rEAMnYsXlxYvvOSd8qswSSTVcEctUHdph5qK;12175709181830202702;7;54914;1;gsZ;bHe6svJaO49T7qWswP6q85JiDRZ2KpNptKeHR1Bf;;
124;114;12216;0;331;MTXCREFD;0;;789;1707914674112163840;18293564941781439125;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674112163840;18293564941781439125;QtL;8kYK3eIE60tvy4XyPVT8w1ESA15BbMAwRVcFqQaX;9138788305983830177;7;59973;1;lOP;LFeOgogde8p2Xfd8Hv4D16GubX7so7sR2L20Yj8x;;
124;114;12216;0;331;MTXCREFD;0;;790;1707914674112943872;345477374621204666;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674112943872;345477374621204666;od1;IBNnUDgplGwFt0dszsc6FV3exJwzsl5hVCAyCZRU;11391653480144864146;7;63620;1;g3Y;nWC26I8iaV6MywB5P9K8ikeqU9tU0Vh23Ute60pe;;
124;114;12216;0;331;MTXCREFD;0;;791;1707914674113734144;18211679178183255426;K2CDWMTXCREFD;-;;;;;;;;;;;;;1707914674113734144;18211679178183255426;o58;gkamzAwI2iZOIt1FpJp6FtQsP3tg51iiqKdVsuIA;3844315000736629751;7;4008;1;HLP;nI6knlkXH8KCvM0Iuq4HF76dq7mi5adPox2EbS5g;;
