msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;symbolIndex;eMM;orderID;orderEventType;routingStrategy 
41;31;12073;0;331;2BLKPTOL;0;0;666;1707914901304636416;9222908657883172028;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914901304636416;9222908657883172028;869985226;1;4944961164698845089;12;1
41;31;12073;0;331;2BLKPTOL;0;0;667;1707914901305411328;9595930542566606736;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901305411328;9595930542566606736;968476971;17;7541493927064096811;5;1
41;31;12073;0;331;2BLKPTOL;0;0;668;1707914901306189056;2157491611909510378;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901306189056;2157491611909510378;493822760;10;18112043255512002527;16;1
41;31;12073;0;331;2BLKPTOL;0;0;669;1707914901306961408;3380547136059002818;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901306961408;3380547136059002818;315863755;14;6924271578006492395;9;1
41;31;12073;0;331;2BLKPTOL;0;0;670;1707914901307733248;16134669614204514344;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914901307733248;16134669614204514344;149423575;4;3648914480504744589;16;1
41;31;12073;0;331;2BLKPTOL;0;0;671;1707914901308501760;15662126804577252693;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914901308501760;15662126804577252693;56973008;14;15435451470522257155;9;1
41;31;12073;0;331;2BLKPTOL;0;0;672;1707914901309279744;16059245541191631599;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914901309279744;16059245541191631599;588523366;2;2758459379639041320;7;1
41;31;12073;0;331;2BLKPTOL;0;0;673;1707914901310055168;6240978866731135759;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901310055168;6240978866731135759;135619081;8;6239830085989483169;5;1
41;31;12073;0;331;2BLKPTOL;0;0;674;1707914901310828544;5159954897087911428;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914901310828544;5159954897087911428;687820829;15;13931148431809109943;19;1
41;31;12073;0;331;2BLKPTOL;0;0;675;1707914901311605248;5788166684664649469;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901311605248;5788166684664649469;376270613;11;2206999672286069300;19;1
41;31;12073;0;331;2BLKPTOL;0;0;676;1707914901312393216;4409751539639191857;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914901312393216;4409751539639191857;315494969;6;17548898077251639861;14;1
41;31;12073;0;331;2BLKPTOL;0;0;677;1707914901313176576;5752277288400253685;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914901313176576;5752277288400253685;618823017;17;15644666912319354977;19;1
41;31;12073;0;331;2BLKPTOL;0;0;678;1707914901313957376;2194088318130142832;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;7457226585439693564;CH;QGI5Y6pkFWMccJJVlj6Yw9gznQeG5Matv5ui3czHBA97PfKfNWEFNvqAGul4xs2gUgkH5Y;1vt;1016068115;1;2089963836;7;1707914901313957376;2194088318130142832;179939061;4;1807728809133737252;15;1
41;31;12073;0;331;2BLKPTOL;0;0;679;1707914901314728192;12624374207683175236;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;802337334887254903;Up;HLJPPGEehNvpWH89DGOJ8PLMGzmiGW5paIkbZXyckbXBp3s7Kz5QDI53BAbUBarq8Ut3gy;vSr;2977716072;1;1562943352;7;1707914901314728192;12624374207683175236;270958719;14;13285235676408976067;23;1
41;31;12073;0;331;2BLKPTOL;0;0;680;1707914901315494656;5589853110204318600;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914901315494656;5589853110204318600;225699642;10;6706093945752016607;19;1
41;31;12073;0;331;2BLKPTOL;0;0;681;1707914901316266752;1697010457662341025;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914901316266752;1697010457662341025;177707962;17;4820568329965904326;19;1
41;31;12073;0;331;2BLKPTOL;0;0;682;1707914901317047552;6502110801663641350;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901317047552;6502110801663641350;586880250;15;3377330144394774183;14;1
41;31;12073;0;331;2BLKPTOL;0;0;683;1707914901317821184;13648595103997008583;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914901317821184;13648595103997008583;645935213;1;8029597183828429433;18;1
41;31;12073;0;331;2BLKPTOL;0;0;684;1707914901318597632;2773677201199380136;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914901318597632;2773677201199380136;407371549;99;10464296013024422735;17;1
41;31;12073;0;331;2BLKPTOL;0;0;685;1707914901319380736;8439769726572048655;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914901319380736;8439769726572048655;164996825;11;9746155581352562404;20;1
41;31;12073;0;331;2BLKPTOL;0;0;686;1707914901320153600;4996337879591798755;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914901320153600;4996337879591798755;506920201;2;9807223124044143153;4;1
41;31;12073;0;331;2BLKPTOL;0;0;687;1707914901320930560;2268819438971512551;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10526347176353020884;aI;oVg3fgIkvwEBwJ9ICQpoUw6MhcuPwUaf4KXBUOa9G92vP3a0nrF0FuabP4DV7zR0zc4YGp;97D;1579314002;0;1496809732;7;1707914901320930560;2268819438971512551;255231752;99;12447915220936389165;7;1
41;31;12073;0;331;2BLKPTOL;0;0;688;1707914901321701120;4987104263717266342;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914901321701120;4987104263717266342;896742034;5;14926430111251176004;14;1
41;31;12073;0;331;2BLKPTOL;0;0;689;1707914901322474240;9345875335650160703;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901322474240;9345875335650160703;468896029;15;5577769461292765122;16;1
41;31;12073;0;331;2BLKPTOL;0;0;690;1707914901323255552;14095516134426831553;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901323255552;14095516134426831553;767156925;4;12539230089811727802;9;1
41;31;12073;0;331;2BLKPTOL;0;0;691;1707914901324029440;10177104757539857655;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;1707914901324029440;10177104757539857655;768903345;9;8989263385442091097;12;1
41;31;12073;0;331;2BLKPTOL;0;0;692;1707914901324802816;14368329995976935281;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901324802816;14368329995976935281;586880250;1;489537624494516035;16;1
41;31;12073;0;331;2BLKPTOL;0;0;693;1707914901325572096;8225666430149569120;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914901325572096;8225666430149569120;958972949;4;16974090270460770772;23;1
41;31;12073;0;331;2BLKPTOL;0;0;694;1707914901326353664;17414053060757688497;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914901326353664;17414053060757688497;773471534;1;8183605815137197835;19;1
41;31;12073;0;331;2BLKPTOL;0;0;919;1707914901327131904;18302263657946881930;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901327131904;18302263657946881930;968476971;15;3180701276813169616;3;1
41;31;12073;0;331;2BLKPTOL;0;0;920;1707914901587506432;3411748735353170101;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;17649996035600062801;y4;m4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d;QX5;2817311705;1;1500233684;7;1707914901587506432;3411748735353170101;451161021;1;1931886497329607586;21;1
41;31;12073;0;331;2BLKPTOL;0;0;921;1707914901588347904;7165276506583303634;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901588347904;7165276506583303634;468896029;10;16311183861405577456;13;1
41;31;12073;0;331;2BLKPTOL;0;0;922;1707914901589143552;5599042689053403875;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914901589143552;5599042689053403875;471710007;4;9894162173073647870;23;1
41;31;12073;0;331;2BLKPTOL;0;0;923;1707914901589924352;14402847930756882207;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914901589924352;14402847930756882207;783519657;15;5332681845768872630;18;1
41;31;12073;0;331;2BLKPTOL;0;0;924;1707914901590704384;14836086779163903786;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;136383756536745750;sr;bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG;MV2;860359950;0;4513943;7;1707914901590704384;14836086779163903786;678028550;6;4591400092050270747;9;1
41;31;12073;0;331;2BLKPTOL;0;0;925;1707914901591485440;12029789565773530193;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914901591485440;12029789565773530193;190979236;5;6849203832348802246;16;1
41;31;12073;0;331;2BLKPTOL;0;0;926;1707914901592264192;7402781557301499587;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901592264192;7402781557301499587;193650200;17;1966454321909888076;12;1
41;31;12073;0;331;2BLKPTOL;0;0;927;1707914901593043968;1917684726722734638;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914901593043968;1917684726722734638;653494834;17;9366243866250242218;15;1
41;31;12073;0;331;2BLKPTOL;0;0;928;1707914901593816576;17872072384526126789;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901593816576;17872072384526126789;767156925;8;891437554518225250;9;1
41;31;12073;0;331;2BLKPTOL;0;0;929;1707914901594599680;9207484344238462366;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901594599680;9207484344238462366;146079271;15;15510542882968117573;21;1
41;31;12073;0;331;2BLKPTOL;0;0;930;1707914901595392768;17237606849322325341;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914901595392768;17237606849322325341;407985055;7;8648324667134844262;13;1
41;31;12073;0;331;2BLKPTOL;0;0;931;1707914901596162304;1956083019841337756;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901596162304;1956083019841337756;315863755;99;15935932776548294536;23;1
41;31;12073;0;331;2BLKPTOL;0;0;932;1707914901596951552;8598650295522271484;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914901596951552;8598650295522271484;338709066;14;13747005415801311469;22;1
41;31;12073;0;331;2ETFPTOL;0;0;1;1707914930004427264;3477736760562480374;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930004427264;3477736760562480374;782873053;5;4089053456313630953;7;1
41;31;12073;0;331;2ETFPTOL;0;0;2;1707914930005527296;17099796419061354839;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914930005527296;17099796419061354839;584956955;10;9812728355029203117;13;1
41;31;12073;0;331;2ETFPTOL;0;0;3;1707914930009772288;6830124190735207466;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;9966071513210804530;XA;UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3;Xqi;3126835492;1;316094341;7;1707914930009772288;6830124190735207466;502919184;11;9634525441611687243;14;1
41;31;12073;0;331;2ETFPTOL;0;0;4;1707914930010729472;7518135247603960789;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914930010729472;7518135247603960789;75493707;6;12106713084142479608;10;1
41;31;12073;0;331;2ETFPTOL;0;0;5;1707914930011592960;14435555136306159799;K2CDW2ETFPTOL01;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914930011592960;14435555136306159799;880078379;1;12533059638572263715;21;1
41;31;12073;0;331;2ETFPTOL;0;0;6;1707914930012402688;14899693196333793148;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;10544058226050518423;yE;0u7en7xi0goL4hB9R3Ye4xD2iOUkPSWA2XgE5tmrT9LczLrNRBOQgEV94vNywaR8P649ck;SJV;1601985361;0;1943305045;7;1707914930012402688;14899693196333793148;946518645;8;8290983431322336465;18;1
41;31;12073;0;331;2ETFPTOL;0;0;7;1707914930013204992;4004058111930131764;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914930013204992;4004058111930131764;274114089;14;5796356016486644278;3;1
41;31;12073;0;331;2ETFPTOL;0;0;8;1707914930014004480;5635308820683790369;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;8608480177233787394;0W;Tptinu2sxPn8jOBRKYzEq2HFOQ9t0lLE3HBMvYwsRuvekmfSW3KDhCYIHBXCkjFG3o0z7Y;ZyQ;3985526438;1;1377745811;7;1707914930014004480;5635308820683790369;646191940;4;1194748768086274728;8;1
41;31;12073;0;331;2ETFPTOL;0;0;9;1707914930014822144;5116102906494163557;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914930014822144;5116102906494163557;142043921;15;1304856523549484740;1;1
41;31;12073;0;331;2ETFPTOL;0;0;10;1707914930015620352;7347632242350460652;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914930015620352;7347632242350460652;624214946;7;18292431910308199160;19;1
41;31;12073;0;331;2ETFPTOL;0;0;11;1707914930016420096;4074988874699610891;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;9223372036854775807;Cy;f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT;u8D;2147483647;127;4294967284;7;1707914930016420096;4074988874699610891;854171136;99;2969923368639811964;11;1
41;31;12073;0;331;2ETFPTOL;0;0;12;1707914930017202176;4194444762281520655;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914930017202176;4194444762281520655;397856163;9;1375431296856410456;15;1
41;31;12073;0;331;2ETFPTOL;0;0;13;1707914930018076160;15386677765363926600;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914930018076160;15386677765363926600;584956955;2;16165533532214154354;4;1
41;31;12073;0;331;2ETFPTOL;0;0;14;1707914930018875392;6676511670221205031;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914930018875392;6676511670221205031;592228969;17;5787067506977844849;12;1
41;31;12073;0;331;2ETFPTOL;0;0;15;1707914930019661824;17294755304759399622;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914930019661824;17294755304759399622;273258314;9;12595607722531087266;2;1
41;31;12073;0;331;2ETFPTOL;0;0;16;1707914930020455936;10111739996643580316;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;1707914930020455936;10111739996643580316;657517808;1;1158969508447665216;9;1
41;31;12073;0;331;2ETFPTOL;0;0;17;1707914930021256704;4146641086080337384;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914930021256704;4146641086080337384;330454191;17;15459275526762082812;23;1
41;31;12073;0;331;2ETFPTOL;0;0;18;1707914930022042880;5782070797246252338;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;1707914930022042880;5782070797246252338;762062763;4;11869943727935241663;20;1
41;31;12073;0;331;2ETFPTOL;0;0;19;1707914930022833920;3795063280129541727;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;253383926040436670;rY;8sJh4IjTQ36PIQZuVACyJ3nhjBAcIpHImKwFt9MIVJ7XV6zSpsH3fNmc4FsgnJLHhlRUMq;RK7;4069860172;0;385347070;7;1707914930022833920;3795063280129541727;812571727;6;8479271434546987789;22;1
41;31;12073;0;331;2ETFPTOL;0;0;20;1707914930023613952;13372494018244952180;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914930023613952;13372494018244952180;48267691;9;16787744003087117007;5;1
41;31;12073;0;331;2ETFPTOL;0;0;21;1707914930024407040;10250471773484583913;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;15497960358411912793;n9;1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq;kXq;1199095479;1;690093252;7;1707914930024407040;10250471773484583913;226183924;17;9313275226999118631;17;1
41;31;12073;0;331;2ETFPTOL;0;0;22;1707914930025207296;12652153584991848204;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914930025207296;12652153584991848204;354837546;4;13915507837285043708;6;1
