msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;batchID;firmID;iSINCode;mIC;currency;symbolIndex;MMR_eMM_1;MMR_role_1
111;48;12229;0;331;MTXCREFD;0;;2896;1707914768078893312;1962483663909410492;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;5561708281641363767;C0;4lDnubiWbciUwbr6pY2OAs7luwFTqm5Er8M1icBDDygvuOlEQXYnjwZbZfG1jwLxdalTBO;szr;2271801785;1;3610844124;7;1707914768078893312;1962483663909410492;1;zbiLqSyD;pipXbKB4dgCs;xTEp;wk6;521966104;9;80MD2hXc3MMJWR1UBzqQW3zAdhDCyudawqta5y33UNgBTBz00J
111;48;12229;0;331;MTXCREFD;0;;2897;1707914768080413696;12760540830687500596;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914768080413696;12760540830687500596;1;KlzbRlzV;48YEKmm3FOLw;1Sz1;yRY;120173096;15;nIEybkm4AzA2QwQTFwpkgFI2Ga2HeluE5YgimiTLow55Z3hVXT
111;48;12229;0;331;MTXCREFD;0;;2898;1707914768081955072;708082691984666685;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914768081955072;708082691984666685;1;A05Fibaz;3ihNLRTfQZCP;nWgb;JL7;841345320;9;9JDe42OJnQUEEvqxOsG7JfvUa6Vih35qXrDtXWpBQpFMob35rS
111;48;12229;0;331;MTXCREFD;0;;2899;1707914768083475712;14515979423680725686;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914768083475712;14515979423680725686;1;OvkjDORW;VkRVfi5lHuUy;rDYi;HrC;190979236;4;9SEXaEnKY9WNCPN0XvHxw0OMusZF9N8P09gAmFjn2Xxc7uaiIZ
111;48;12229;0;331;MTXCREFD;0;;2900;1707914768085012480;173433640628360609;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914768085012480;173433640628360609;1;s3H8RWdo;8PrcB9JvwCj0;5jZJ;RSs;354837546;8;vRXGc7vhlcqbKMMFvwc48HbYr9GkbL0rJQENsgHQp0TRCz58wz
111;48;12229;0;331;MTXCREFD;0;;2901;1707914768086546944;14411172042112736339;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914768086546944;14411172042112736339;1;89SKNr6h;f8vGRZ5sTJmX;t91N;j0S;326226168;7;BhPG92VI7aSeXR8elgFt4CXKglpUoTobInp3upqGHKvgcEyuF3
111;48;12229;0;331;MTXCREFD;0;;2902;1707914768088082944;11866001190630619680;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914768088082944;11866001190630619680;1;ZCfW2JXo;YjUZDqhSL4hq;YaIv;ZO0;584956955;4;ub22nfM4AiAVuMd807ZqYyZFicWBNm5jsxob52bQClGLuBijsD
111;48;12229;0;331;MTXCREFD;0;;2903;1707914768089611264;7265484780644038008;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;2808618809613454277;3p;4KSTodHB88pDPow5fKpEqgnfimfTagNDvfM3EddVYqBlAdDkXIwq5HNzNYkc9HQwBmdHCF;bi5;3849503028;0;1744694244;7;1707914768089611264;7265484780644038008;1;DvtxTAIp;Zn8ftj00CYUj;RFTd;oEM;213949604;10;EOeHGwd2rsDbC0rfp8zTMfxFksvhk15uiqqxMLCYPUVhoM3J9f
111;48;12229;0;331;MTXCREFD;0;;2904;1707914768091138816;12233532053234004089;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914768091138816;12233532053234004089;1;5HEESP82;nF9J8ptsOeIo;avS3;45E;105538185;6;peOldwvgkLuIQUW9Cih2Iyd7bUY9Gt9QID3rAsHRfa6a33Pntw
111;48;12229;0;331;MTXCREFD;0;;2905;1707914768092674048;13386341246874782982;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914768092674048;13386341246874782982;1;imEZVa6j;X5fvRJa8TvjR;YXR8;dX2;48267691;99;dPkz21FVe8WmtdE2FpplZVJwNz8dmfELFxlKTIXDGdtbrKCA4s
111;48;12229;0;331;MTXCREFD;0;;2906;1707914768094212096;1086346966751071997;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914768094212096;1086346966751071997;1;x7zAgamF;19RqMwxkf2ID;1QOI;aDe;942403957;2;9Hmjae5v0B43UHGMtGjvwopMYkGShbG35W1FXj5kDhJQkAVYmK
111;48;12229;0;331;MTXCREFD;0;;2907;1707914768095736576;8067742612400021210;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914768095736576;8067742612400021210;1;qrDxXWhd;KxNRScM7M5GF;pcQ8;7dE;190979236;10;ElmJi25KimkK82d8YfCzYEuXZyK48caD3KhaNIXUb5YZeFwcNy
111;48;12229;0;331;MTXCREFD;0;;2908;1707914768097266176;9295174042306723182;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707914768097266176;9295174042306723182;1;t8Cey6SB;p8aYOOPNWXG8;IAAG;tmt;355525551;4;adqnrxOB1nl37stUizhzxNzQA0XgodjkWH3Lr8KJZJ7fk7dz3w
111;48;12229;0;331;MTXCREFD;0;;2909;1707914768098804992;9888003786420353110;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;14738162350122594880;9J;t5FqON4msuDdmTI6kSjPOEt0gLi20GST6Fewkgsh8keUP8SsRGu3Z175EpVeNAi6B8r8Gm;gYB;2295104860;1;3752047070;7;1707914768098804992;9888003786420353110;1;ZagMTevd;GazlaDFzte3w;Ux1E;BWn;682402479;1;NBTId6qUQ5ImsfKbUvQpMhnPLuGE28yDH4x9UXWNk5ICzrg3ah
111;48;12229;0;331;MTXCREFD;0;;2910;1707914768100372992;15407972949453275555;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914768100372992;15407972949453275555;1;69syV3B4;rvlengRcqg9l;SJfK;UvN;457170075;7;lWDib3msEawBxIpTNpHCA3UpjWvpjiy49RgIcrbBRt0kyelk2g
111;48;12229;0;331;MTXCREFD;0;;2911;1707914768101991680;4839572964538708456;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914768101991680;4839572964538708456;1;8qo0MAYx;Hm0nCmLY0xO1;qQ5j;Vg2;137559582;6;pbs7qoUpOeSI1vucVULP9cDudwnrwfkCFxu0tH1sSeIAmxHh3n
111;48;12229;0;331;MTXCREFD;0;;2912;1707914768103562496;3113024457180931358;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914768103562496;3113024457180931358;1;jdU8p3Mn;E3vKyEg5fjT2;acBy;YM5;135619081;17;66iVUdjcrxlYbkaknMulUxDJKISYbTy3qhX7RueARKOvsIx6Hx
111;48;12229;0;331;MTXCREFD;0;;2913;1707914768105114368;3632119630636637661;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;7487099411368351722;Bp;Lkk9fF6t7UC6GukUtZADRKWjTIeSlGoiGJS6WvmWR6YOfHzmxGHnHnUBkRnNyovH1gTYhE;2Qt;1829541870;0;3035844106;7;1707914768105114368;3632119630636637661;1;VmUodBnx;ZBJAOcCrRjxe;BoOt;SCX;315494969;14;SY2zhkA9TU2NRQGTBj668aZRNJWZtFXSHLa5wlAMOyYiJHhYzQ
111;48;12229;0;331;MTXCREFD;0;;2914;1707914768106668032;3509758852063746379;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;11214469527078785917;6R;lRwk8TR9Sc0KXHiAXt7Y4QXHtl9mm3SSIpeOTNUukiXLFSfJJNd2V1hcljacnetCWVD4mE;fLc;3922324778;1;2984614128;7;1707914768106668032;3509758852063746379;1;orpmvOkH;OitwMrzVFrdl;jRi2;ZdB;641399268;15;q2xPjqu4wKqUNnaAALYN5OkNVY5U5UFDQotxvKw1dvfh1o5W0Q
111;48;12229;0;331;MTXCREFD;0;;2915;1707914768108248576;12806332119918709772;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914768108248576;12806332119918709772;1;nGoHr1Zv;SISTI00NANbD;nuyC;XRc;315863755;17;PLvQCQSxkaRMoQT5H8wON5XXtM3UpaYnHGR5t2UH9L4jO5c4Cu
111;48;12229;0;331;MTXCREFD;0;;2916;1707914768109799168;4474643094849810518;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914768109799168;4474643094849810518;1;vLrWv5zv;wnagCoXf1qqd;9PZm;BPN;433085588;10;ttuLUYzkENzwX4gfUS6DAypNOhVzdY8hDaKTon6gSiscCUnVGI
111;48;12229;0;331;MTXCREFD;0;;2917;1707914768111332864;18414261679638880796;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914768111332864;18414261679638880796;1;O5fxxSrn;kVBi9d3bvcpq;4uCM;AxM;468243658;9;EgrXvQOV3sK5ZXqbRf1B0d8NsVk7o2GBKW8BYKz7qSnmRWMbbp
111;48;12229;0;331;MTXCREFD;0;;2918;1707914768112868352;5171373107109187411;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914768112868352;5171373107109187411;1;AT9oWziS;LgzQXhRRYFLA;bNE3;log;773471534;14;dIn5qRQsg8ewJsLjlBqTyVWtqAtsE6RB9bk7YzDY2yIFNzuZrv
111;48;12229;0;331;MTXCREFD;0;;2919;1707914768114403072;16734406458782834044;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;11757426431497952689;8t;ZJTIImJh5M2ycBPjaJeJ3HE6ZSNrPKKXUAAoO51m8fs4iHLpBcuBvWRfPacpVKK5C9ulHA;mwc;287223562;0;501196996;7;1707914768114403072;16734406458782834044;1;cmLnuJvz;hQI3u1zq8Sdi;ftap;dYp;27066957;17;8UFMXcxu1UP7RpVz7txTjt4OeQTU0W4cEWc2x3HTiBoMAs8Jkb
111;48;12229;0;331;MTXCREFD;0;;2920;1707914768115927808;12981705499434320209;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914768115927808;12981705499434320209;1;a9n914Zf;g9EQFXF0fdZ8;3Zsy;tEr;636453490;2;JrNFKKmABTfZK3wqqczhUera1KDwdGyNHChXIB6zpVJzidY7O8
111;48;12229;0;331;MTXCREFD;0;;2921;1707914768117463040;5496223215704212701;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914768117463040;5496223215704212701;1;8D1jWzuQ;ZFspdFGgkdfN;ULVX;yUh;105538185;15;uMn2ZHATnRprK5EwcheVqFeNfSpKelbz0LAI2RSgz9Oies5VXd
111;48;12229;0;331;MTXCREFD;0;;2922;1707914768119049472;5417407076521673109;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;15519337400172948934;pk;sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn;mFh;103756350;1;2167108551;7;1707914768119049472;5417407076521673109;1;ANHkqgaq;ZGXvv1TBOpmH;S7es;Kvq;704352555;6;11C6qbzAIulmJKwfA50okxqjiiXaXt5EOgfLxKa6f3lDqO5WrU
111;48;12229;0;331;MTXCREFD;0;;2923;1707914768120594176;9663662832847721730;K2CDWMTXCREFD;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707914768120594176;9663662832847721730;1;43PLeucH;Ex0gBGqIbwA2;h2Xp;4VY;786357755;2;VDdtzdRJsJ1318PKL1AZAkfdnMP35JSaoQHQwi895C923qqYHd
111;48;12229;0;331;MTXCREFD;0;;2924;1707914768122134528;7872320995575801325;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;4683628498442344368;9v;JgDjKT4L7ox4V7ljRfW7KQo2axBTa77ALmUOMcHGb3Bx4249f1Id0bRjhhd6kSdXGmP1QR;pHf;3137226570;0;405583517;7;1707914768122134528;7872320995575801325;1;9xHUncNB;7wmKTCQpCXOe;SIrn;Uch;922513693;8;FYbgDIHY4n2L6apwigK52rU9FpLKd0igJGnap8hNJtIuoJqfxb
111;48;12229;0;331;MTXCREFD;0;;2925;1707914768123669504;2975173817225202517;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914768123669504;2975173817225202517;1;QN5SgXla;sKAIufqb1l7g;WQ78;7IK;293632506;99;FsGlYMlVqEDPyDdeDayP67pSOFA2FZUswqDuemJVHisUm2pLSJ
111;48;12229;0;331;MTXCREFD;0;;2926;1707914768125208832;2616647161256961654;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;18446744073709551612;GY;cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi;ll3;4294967291;244;4294967294;7;1707914768125208832;2616647161256961654;1;PirI6BvZ;F72ZMkfvVCuG;2rCa;1de;142043921;2;qYgny4TXnNIlBhCSykX5TvCzWRxzVO3zQrU6Ywjxuej4t0BgQM
111;48;12229;0;331;MTXCREFD;0;;2927;1707914768126735104;13364438824523955256;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;1707914768126735104;13364438824523955256;1;GkAheRsD;WZZRvDpwgpNH;IuyW;HsG;411542454;8;MrH32mp5bqa3uVK3uuq4SULQfZxwHJNx39R2MaHcFvJUAN9zLM
111;48;12229;0;331;MTXCREFD;0;;2928;1707914768128263424;2442928603882348446;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914768128263424;2442928603882348446;1;melkE3ZO;JosXn12xcjCf;6act;SkZ;243374731;8;sIh4CizbMzTqtYX8QKYqo0LHxkNh1MIjCkxs5TLJQiHlRuVqsI
111;48;12229;0;331;MTXCREFD;0;;2929;1707914768129786368;17450363178702959593;K2CDWMTXCREFD;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914768129786368;17450363178702959593;1;1sH2TsOJ;d6quOrzgUUs3;b0Dw;Om4;592228969;2;AKdp6ZZ3xsfXu7HElSwVkhEhgBKhAg4ivC0jfRTuz1ZRJ2FLsw
111;48;12229;0;331;MTXCREFD;0;;2930;1707914768131314944;4972860795267659075;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914768131314944;4972860795267659075;1;fbWTcUzd;cDu1MUJ1j9Ie;PXPa;M4T;471710007;2;jRaQt2pNmTkp0AEtQT1YR8GoHFiLBv4psqq0xHfq47rIiN1yPu
111;48;12229;0;331;MTXCREFD;0;;2931;1707914768132839936;8123370962705538838;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914768132839936;8123370962705538838;1;WqBvbnET;ycT6FmFbGlDX;kR7k;lRb;710897910;14;yqShnHVttnoRcYstq2HOP7M11GyjoigEEZRdJUsJzxMziBm0IP
111;48;12229;0;331;MTXCREFD;0;;2932;1707914768134371584;3455057361179051488;K2CDWMTXCREFD;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914768134371584;3455057361179051488;1;FG2zA9rp;ekv6qx1Pvt9R;Cukl;cy1;376270613;8;50178p7vLAefpiii7BjMk1wHbtimmfohru7W5OETaErbZ8Q1PO
111;48;12229;0;331;MTXCREFD;0;;2933;1707914768135903232;3966454663081588330;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914768135903232;3966454663081588330;1;65oRcYF4;uuQhTytmjuLK;tAw6;Gbu;366139516;5;o0yu54TjAuGAGyLILIUYUqp7Y24MWxQLpVjFvi2ql85o695BbH
111;48;12229;0;331;MTXCREFD;0;;2934;1707914768137416960;8679445134389101295;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914768137416960;8679445134389101295;1;yeRUFFNc;vLF90uWfZtLW;oBio;ovf;451829176;4;NhWC7z4cWCUFLeaEpUt7oUAovgblWe0DfS4YkzkxraQvoSXwyK
111;48;12229;0;331;MTXCREFD;0;;2935;1707914768139064832;8999682858510922678;K2CDWMTXCREFD;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;1707914768139064832;8999682858510922678;1;h0JC7VcF;7Tl5IVCmGLtg;VouS;UmG;372840;14;ZM7AqUy0s4hkoAfXcNScRgzvGH5cWOgCXnlUlnJqUkdMjHxrrt
111;48;12229;0;331;MTXCREFD;0;;2936;1707914768140648448;13940939520499288928;K2CDWMTXCREFD;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914768140648448;13940939520499288928;1;w8CQQwZT;BKBS0g1RiCCS;CGkh;xTF;136283212;1;21UMMu9JJBbrlEpmQHBZ5Zb70YRYL7PcXQvCGrQLiB3juvhw0t
111;48;12229;0;331;MTXCREFD;0;;2937;1707914768142174464;9596303246976156719;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;18358697419713461226;Gt;dbOLDX8tS76zPqvB5SWN1vYVJgX4ZjBbkwL4tzGEh8bB5Bx70HWWhD9P1ZD5RVayfbrt4I;mut;1028372657;1;1708593561;7;1707914768142174464;9596303246976156719;1;Or8iLbcJ;hAmufjp3n8W7;LKBT;oXt;984029995;8;Q1rqOf1pQaZPDrCuWCfDm8AEG9YzLrjI2pOtPieT81F6LMdopx
111;48;12229;0;331;MTXCREFD;0;;2938;1707914768143707136;10076557292339931784;K2CDWMTXCREFD;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914768143707136;10076557292339931784;1;J9t8ogb0;PGvJZRXkUFQ8;Ohf0;D6q;782873053;15;zGD9hgiWUxd4QeKmv0vTub5HQi195oUb8y1DkB8haLrMhaZVOP
111;48;12229;0;331;MTXCREFD;0;;2939;1707914768145243904;8061794413321866380;K2CDWMTXCREFD;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914768145243904;8061794413321866380;1;wfJcWCzF;vjlw94gxZhAK;eT4l;4pf;587146478;11;M9qKUJPuVHdzWRzJPZJecKjka4cl6umagRVUT8b2eCQ2fWUnzV
111;48;12229;0;331;MTXCREFD;0;;2940;1707914768146786048;10619571343274570529;K2CDWMTXCREFD;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914768146786048;10619571343274570529;1;Jcosc52F;0znYJKeejwME;OL3t;Qom;581937651;11;n9l0qXoo1W63rAAkXtiBLD8KiobCzjsKKfCDpWigrc0iKQkILU
111;48;12229;0;331;MTXCREFD;0;;2941;1707914768148329984;13483211007882952967;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914768148329984;13483211007882952967;1;6syb5TOq;S9m6lOKbxOjB;j8dF;0Ky;137559582;7;gH3VvdbRRzYe7EIJxBjlzUDC4Iqp8hUouAkl0LuIgGsNImqTVT
111;48;12229;0;331;MTXCREFD;0;;2942;1707914768149848832;121816537307708124;K2CDWMTXCREFD;MOTX;DSS_CDW_test;7;7;7;430287363295834731;qh;lyJGXsksPM6KIvyTRVIsJssrVnxgCY9eJscA9Xnj5K574gEIJaRgQRscJVuWX1mIEa3RU7;LEV;1272361034;0;754422102;7;1707914768149848832;121816537307708124;1;tcxcfrNQ;GKbLUocedrPb;cULM;knM;149423575;1;jcCZaMQ2p25lnq4LffZ980dczIekf2w0jZa4fNsqjME1ICrkPw
111;48;12229;0;331;MTXCREFD;0;;2943;1707914768151374336;17590377819039991462;K2CDWMTXCREFD;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914768151374336;17590377819039991462;1;VQS7yEig;puUP8yNHMWRz;BIoP;9Ku;710897910;14;2iOBDGUx40Ggrnyzh1KKuVQGfMGOyhpb2Vt7XZL626FsT67SB6
111;48;12229;0;331;MTXCREFD;0;;2944;1707914768152905984;13091138004154239532;K2CDWMTXCREFD;ATFX;DSS_CDW_test;7;7;7;17178618988375998938;38;VS8shPftpZ3vOp4OfxaA44bBmrNYxGzvsHLaHFRAeI8704noqzjLWkWgDwc09jz6TM4wak;FIj;3092920877;1;171703297;7;1707914768152905984;13091138004154239532;1;5sSWDl3t;EddMy32tMq1m;aryE;HGt;388645711;9;uFNs2tR55msIQD5SwqaNg5kfxp7BRPW45CMWCK9xSnF7uOyI89
