msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;eventId;phaseId;tradingGroupState;instrumentState;changeType;symbolIndex;eventTime;bookState;statusReason;phaseQualifier;tradingPeriod;tradingSide;priceLimits;quoteSpreadMultiplier;orderEntryQualifier;session_;scheduledEvent;scheduledEventTime;tradingGroupOrderEntryQualifier;instrumentOrderEntryQualifier;phaseTime;contractSymbolIndex;priceLimitStyle;sequenceTime;startTimeSMC;actualEventTime;endTimeSMC 
117;107;12001;0;331;2BLKPTOL;9;0;18;1707914901045580800;5494744966191204780;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6354086023392194540;51;hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX;mN2;2072881519;0;3204674649;7;1707914901045580800;5494744966191204780;4;14670826996189443568;7;1;18;0;630708295;1706095049759156116;10;21;10;1;4;126;2;4;7;9;1706095049759191974;1;5;8356178824902557689;1854752861;36;1706095049759205019;1706095049759207834;1706095049759210014;1706095049759212036
117;107;12001;0;331;2BLKPTOL;9;0;19;1707914901052425728;18084380321804003670;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914901052425728;18084380321804003670;99;7268395645779229147;2;0;16;1;356770038;1706095049762260051;10;12;6;1;4;147;1;2;3;6;1706095049762295932;3;2;67109271359638956;2132405049;38;1706095049762308865;1706095049762311762;1706095049762314066;1706095049762316174
117;107;12001;0;331;2BLKPTOL;9;0;20;1707914901053279744;16230248798130868785;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10031496303304613600;aB;ePRcPltk3UajEtJmMiK95nZcnGrIeX5vVx93sIY4arXRWZyFoVJcM1QHPUCb43MhHuzJ2B;BSj;3477342094;1;2703678993;7;1707914901053279744;16230248798130868785;8;9859711805374224981;4;1;10;2;843359534;1706095049762667064;1;23;0;1;3;44;1;3;2;5;1706095049762707079;3;5;13185874060965802737;1827845505;15;1706095049762720068;1706095049762722865;1706095049762725142;1706095049762727235
117;107;12001;0;331;2BLKPTOL;9;0;21;1707914901059053568;835060613535294358;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;1707914901059053568;835060613535294358;7;12944975945234112181;7;1;3;2;814610997;1706095049765663834;1;23;7;2;2;205;3;4;5;0;1706095049765704312;4;5;4717566586722715336;2905837723;29;1706095049765717498;1706095049765720373;1706095049765722702;1706095049765724763
117;107;12001;0;331;2BLKPTOL;9;0;22;1707914901082056192;18157748769294688527;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901082056192;18157748769294688527;15;9505496320786891587;1;1;12;1;840406118;1706095049779879324;10;8;2;2;3;50;3;0;2;9;1706095049779915629;1;1;11721246079318915316;295145158;147;1706095049779928644;1706095049779931495;1706095049779933782;1706095049779935906
117;107;12001;0;331;2BLKPTOL;9;0;23;1707914901090362368;1004989520523447196;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;1707914901090362368;1004989520523447196;10;17976181328515885599;5;0;9;2;410867151;1706095049785215503;99;11;10;3;3;105;1;5;3;15;1706095049785251932;2;5;4059322598835788851;2891788951;160;1706095049785264947;1706095049785267691;1706095049785269893;1706095049785272054
117;107;12001;0;331;2BLKPTOL;9;0;24;1707914901094855168;18286543289833711754;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901094855168;18286543289833711754;15;18126076218442308486;2;1;9;1;493822760;1706095049788318605;99;23;3;2;4;29;3;1;5;3;1706095049788355193;1;3;14984700280410857367;4262700523;208;1706095049788368339;1706095049788371224;1706095049788373681;1706095049788375814
117;107;12001;0;331;2BLKPTOL;9;0;25;1707914901096495616;2351570762859422592;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914901096495616;2351570762859422592;6;15034036416768936858;7;1;8;2;993224417;1706095049789603954;6;21;5;3;4;65;3;4;1;14;1706095049789639945;5;0;1503191100167041377;3009049568;220;1706095049789652956;1706095049789655677;1706095049789657895;1706095049789660011
117;107;12001;0;331;2BLKPTOL;9;0;26;1707914901097310464;11469298848585331276;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;749269245730578301;UH;qp6muFVBEzRSwQwrmudAg1D8bkYSMVYBjoGK1uDzKV201ZJWKi51lpzj00OGRYAwFZSqJe;6jJ;1236754072;0;4163892170;7;1707914901097310464;11469298848585331276;99;2385091818211866891;4;1;11;0;731342202;1706095049790256508;1;11;8;2;4;12;3;1;5;0;1706095049790293177;1;4;6479245945330026513;3543938821;118;1706095049790306307;1706095049790309139;1706095049790311610;1706095049790313653
117;107;12001;0;331;2BLKPTOL;9;0;27;1707914901098164480;14551235374180344149;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914901098164480;14551235374180344149;1;9176147208871029510;7;1;11;1;840406118;1706095049790915575;6;12;10;3;4;11;2;2;4;14;1706095049790951676;0;5;12774614070714115479;1995274941;38;1706095049790964479;1706095049790967280;1706095049790969666;1706095049790971791
117;107;12001;0;331;2BLKPTOL;9;0;235;1707914901279303680;1739892110993958534;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914901279303680;1739892110993958534;6;8116998952267797098;3;0;16;1;24832667;1706095049795610171;8;21;2;3;3;203;2;2;6;6;1706095049795646132;1;2;5619699609980864573;2508459207;59;1706095049795659180;1706095049795662003;1706095049795664157;1706095049795666240
117;107;12001;0;331;2BLKPTOL;9;0;236;1707914901290892544;15002177888294375059;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901290892544;15002177888294375059;99;14132090201952977298;7;1;8;2;579919728;1706095049805728216;99;4;8;1;2;35;1;4;4;4;1706095049805764028;1;5;12991958455463084791;1815273118;189;1706095049805777037;1706095049805779802;1706095049805782075;1706095049805784205
117;107;12001;0;331;2BLKPTOL;9;0;237;1707914901296710400;17424870351156544722;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;13013610096980342663;zi;n2BzGHJQizdJuGeylooinNnYwY1D1IhgmTQAbQWnJwM2eI1LQMDsTsYxfU8f20YbXsc993;ZxP;1185135321;1;2700231817;7;1707914901296710400;17424870351156544722;8;11459095845556624644;3;0;17;1;315863755;1706095049811131136;4;22;6;3;2;213;1;0;9;9;1706095049811167209;4;0;11734448780486400094;944183986;113;1706095049811180102;1706095049811182917;1706095049811185255;1706095049811187339
117;107;12001;0;331;2BLKPTOL;9;0;238;1707914901324657152;10905214071801153008;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9073334914057698938;CL;PEKvkSXcY12iiGe6VqvyFNSV5RkYLcy3V9h8GM5HGE2KhkOqP6T6vBcN2PKHBZFuoNSee9;caX;1203790480;0;1032103264;7;1707914901324657152;10905214071801153008;14;14560791744474654425;2;1;13;1;614218173;1706095049840465500;1;11;3;1;3;202;1;4;0;8;1706095049840502058;2;0;11038415838537228107;234915367;87;1706095049840515193;1706095049840518097;1706095049840520564;1706095049840522638
117;107;12001;0;331;2BLKPTOL;9;0;319;1707914901327110144;6424138413471356953;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901327110144;6424138413471356953;4;12262171589875323959;1;0;11;0;968476971;1706095049843224238;5;13;0;2;3;157;1;4;6;7;1706095049843261482;0;3;13139614991785861316;3952875927;150;1706095049843274873;1706095049843277760;1706095049843280165;1706095049843282400
117;107;12001;0;331;2BLKPTOL;9;0;320;1707914901590073600;5003088795022601763;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914901590073600;5003088795022601763;10;4928066777936447643;4;0;18;1;697925876;1706095049846898570;4;16;1;1;1;103;2;2;2;16;1706095049846934517;0;1;1382670633348828160;1680291166;159;1706095049846947253;1706095049846950022;1706095049846952344;1706095049846954423
117;107;12001;0;331;2BLKPTOL;9;0;321;1707914901591714816;12502414562327106858;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;1707914901591714816;12502414562327106858;11;1948125304963804954;5;0;6;0;968476971;1706095049848747639;1;20;6;1;2;12;1;2;5;7;1706095049848784590;3;5;1282350833683421893;2679770073;24;1706095049848797914;1706095049848800714;1706095049848803153;1706095049848805335
117;107;12001;0;331;2BLKPTOL;9;0;322;1707914901600003072;1401705875871266324;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;14046758234998495118;j3;v5a3qPvMXs4LtM0cS8it6NfoNP5DK2P4M0tGDDhwAQTACPqrCeLHpDspwJJS5RMMurDP99;s65;2803396950;1;1479390798;7;1707914901600003072;1401705875871266324;2;8184143216976563826;3;1;16;0;433085588;1706095049857940482;6;23;8;2;3;10;2;0;4;3;1706095049857976167;1;4;15550824406988260988;2874932505;164;1706095049857989032;1706095049857991707;1706095049857993986;1706095049857996073
117;107;12001;0;331;2BLKPTOL;9;0;323;1707914901600835072;4868938628562831243;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;7098185481396160225;K4;lpS6vWoUolUmGWHXkKXlicPLknfumE7IxQayxm2dfpRvYdKxbr1X7YLTpuIk33RVcylHsr;ERY;2210663297;0;3262542249;7;1707914901600835072;4868938628562831243;5;6221241242877029105;7;0;1;1;366139516;1706095049858856092;7;0;1;1;2;168;1;4;6;6;1706095049858891895;3;3;140040823497847790;271259010;84;1706095049858904779;1706095049858907585;1706095049858909795;1706095049858911905
117;107;12001;0;331;2BLKPTOL;9;0;324;1707914901604123392;11735857864472221396;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;136383756536745750;sr;bxQ8UbVBAzlauZemwRNH1soWxK57ilCETFdxqehnQLBPoRC0jLYZ8xhwcoZJFbdBltectG;MV2;860359950;0;4513943;7;1707914901604123392;11735857864472221396;6;4787692070522725838;4;1;5;0;678028550;1706095049862557751;4;22;3;1;4;73;1;2;3;5;1706095049862594461;0;2;11917994543347013955;3399377274;17;1706095049862607581;1706095049862610520;1706095049862612961;1706095049862615206
117;107;12001;0;331;2BLKPTOL;9;0;325;1707914901604960768;16052443283768425459;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914901604960768;16052443283768425459;10;1375970969053351155;2;1;16;1;136283212;1706095049863474579;6;23;8;1;4;10;3;0;8;5;1706095049863510434;1;5;18240538856876220868;2280431667;73;1706095049863523251;1706095049863526004;1706095049863528213;1706095049863530255
117;107;12001;0;331;2ETFPTOL;0;0;220;1707914930010202624;6366523411373359269;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;18029192518840629494;F9;dRvQALUfO5pbN6uAT6xJ8b1IjuVMiTcIDarYexl4uInsYHC1tO2EXvTOHJyTfXD8UhOuMF;mZz;715298285;1;3664267567;7;1707914930010202624;6366523411373359269;14;11605718072805104824;1;0;21;2;45567501;1706095049746972385;3;4;5;3;4;22;3;0;9;10;1706095049747010130;1;2;5486031780660106952;2555989456;62;1706095049747023977;1706095049747026804;1706095049747029118;1706095049747031260
117;107;12001;0;331;2ETFPTOL;0;0;221;1707914930018104064;6516832087321263915;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914930018104064;6516832087321263915;6;17247553539893210453;7;1;11;1;845948744;1706095049748639827;4;8;9;2;3;13;3;1;3;8;1706095049748676122;5;1;17739790531320787884;1687345064;89;1706095049748689390;1706095049748692125;1706095049748698225;1706095049748700381
117;107;12001;0;331;2ETFPTOL;0;0;222;1707914930036278016;15439875305341238312;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707914930036278016;15439875305341238312;14;1251683434783147903;1;0;14;2;845948744;1706095049754220314;2;8;9;3;2;54;3;3;6;13;1706095049754256680;1;1;7380857484057706225;1733827755;160;1706095049754269736;1706095049754272553;1706095049754274922;1706095049754277023
117;107;12001;0;331;2ETFPTOL;0;0;223;1707914930039603968;509202227194888165;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;14925397566473685119;iA;Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp;CKB;3973333575;1;1472418203;7;1707914930039603968;509202227194888165;6;7666259240326051630;5;1;11;0;75493707;1706095049755647233;4;23;9;3;2;186;3;1;4;14;1706095049755685096;3;4;3773357578420767402;3195844749;15;1706095049755712477;1706095049755720368;1706095049755726276;1706095049755732416
117;107;12001;0;331;2ETFPTOL;0;0;224;1707914930045397760;7477652373483812882;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;14821398345820716570;hL;gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN;ehZ;859163287;0;2067586902;7;1707914930045397760;7477652373483812882;6;13939220091901738399;3;1;6;1;592228969;1706095049758080643;8;4;6;3;3;84;2;3;0;11;1706095049758117159;5;4;5668752836837440755;1642835385;180;1706095049758130088;1706095049758132778;1706095049758135083;1706095049758137208
117;107;12001;0;331;2ETFPTOL;0;0;225;1707914930079863808;1701952762503032242;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;13445691230971385553;Oj;yQK5LAsLcQb75NmmBy9nOhKt6h2wdEunzbMmX8iM3NZpdGNVTdIwgofa5sgDIPbvHMYPxT;iH9;1301425996;0;3314353334;7;1707914930079863808;1701952762503032242;15;7331945871668604364;5;0;13;2;844959358;1706095049777084101;99;0;10;3;2;217;3;4;6;13;1706095049777119425;2;3;3215832932324416925;1300386504;188;1706095049777132239;1706095049777134898;1706095049777137242;1706095049777139402
117;107;12001;0;331;2ETFPTOL;0;0;226;1707914930080688640;10404056145012719783;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914930080688640;10404056145012719783;9;12245487290338357409;1;1;3;2;542212191;1706095049777629600;2;23;2;1;4;211;1;2;4;8;1706095049777666240;3;3;14787571507889861029;2613013117;109;1706095049777679488;1706095049777682383;1706095049777684772;1706095049777686894
117;107;12001;0;331;2ETFPTOL;0;0;227;1707914930093046784;5129808089293104289;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914930093046784;5129808089293104289;14;74037575467890464;5;1;5;2;733634346;1706095049786431797;3;24;2;1;3;227;3;0;8;16;1706095049786468632;2;1;6615849125972263026;1106178529;224;1706095049786481903;1706095049786484798;1706095049786487191;1706095049786489338
117;107;12001;0;331;2ETFPTOL;0;0;228;1707914930102098176;10896467343022283705;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914930102098176;10896467343022283705;1;12538765616834453163;5;0;19;2;293632506;1706095049793576049;7;20;4;2;2;137;1;4;8;8;1706095049793611671;2;5;11485818726907228723;2566592127;133;1706095049793624622;1706095049793627382;1706095049793629559;1706095049793631692
117;107;12001;0;331;2ETFPTOL;0;0;229;1707914930102920192;3129490500285803170;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914930102920192;3129490500285803170;2;5285144360947434216;5;0;7;2;587677045;1706095049794251559;2;13;2;2;4;194;2;5;6;13;1706095049794288133;1;3;11964570462633078604;1091812058;157;1706095049794301375;1706095049794304227;1706095049794306683;1706095049794308860
117;107;12001;0;331;2ETFPTOL;0;0;230;1707914930107013888;1623021961538346450;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914930107013888;1623021961538346450;8;16679493643414969515;7;0;11;1;584621813;1706095049797714117;8;23;4;3;4;154;2;1;6;16;1706095049797749929;3;4;3315521339579709789;1781745022;139;1706095049797762762;1706095049797765497;1706095049797767715;1706095049797769769
117;107;12001;0;331;2ETFPTOL;0;0;231;1707914930393096704;8499254139401226154;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914930393096704;8499254139401226154;17;3408869981920328008;1;1;12;0;354837546;1706095049828620468;7;22;9;3;2;118;1;2;7;6;1706095049828655937;3;4;233642950433492123;3903702904;217;1706095049828668919;1706095049828671717;1706095049828673937;1706095049828676044
117;107;12001;0;331;2ETFPTOL;0;0;232;1707914930407849984;7460016784281575073;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;16171179892472711912;kG;sI5F8aR0S6q9fBp73Qq8vMWpqiFCqpqRvY7k6nBPe7HwO2XYXMkvvm9k5D7fX8WxABCrbH;T49;342248851;0;3943033858;7;1707914930407849984;7460016784281575073;14;15369728765812530073;3;1;21;0;587677045;1706095049845067443;2;22;7;3;2;99;1;0;8;10;1706095049845103282;3;3;2211818673860871694;1769761561;94;1706095049845115998;1706095049845118761;1706095049845121057;1706095049845123138
117;107;12001;0;331;2ETFPTOL;0;0;233;1707914930416889344;539727643941928582;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;4263704605048348022;cc;8j7GxDN2u7nU0ZS9Yse5pGydZ7nVz7jftCKUTlFM8xw1Gr7QmQrGm2PvXdKS66GPNZ8MHY;Lcr;2596924038;1;403912618;7;1707914930416889344;539727643941928582;2;10674511570470731685;2;0;18;0;576024396;1706095049855190238;9;21;6;1;4;100;2;3;5;6;1706095049855226048;0;2;7542113231545782086;1521492369;163;1706095049855238795;1706095049855241543;1706095049855243802;1706095049855245890
117;107;12001;0;331;2ETFPTOL;0;0;234;1707914930418510080;3505176633266755428;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;13023257585034230035;DB;tutQDaGhbA8MTq6zU695v4jck5egsnoQIb8AXaBq7GmGhLVVR7OFghoj6icYlmFDzJ7xKs;6yH;2168245239;1;948051717;7;1707914930418510080;3505176633266755428;9;7032681711522434864;5;0;10;1;451829176;1706095049857019795;1;13;4;3;1;243;3;3;7;6;1706095049857056801;4;3;14977645982303614248;2190884205;165;1706095049857070153;1706095049857073021;1706095049857075433;1706095049857077531
117;107;12001;0;331;2ETFPTOL;0;0;235;1707914930420965120;17438342672657593848;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;17178618988375998938;38;VS8shPftpZ3vOp4OfxaA44bBmrNYxGzvsHLaHFRAeI8704noqzjLWkWgDwc09jz6TM4wak;FIj;3092920877;1;171703297;7;1707914930420965120;17438342672657593848;7;4154502768259669183;5;1;4;0;388645711;1706095049859782211;3;15;4;3;4;231;1;2;7;15;1706095049859819187;3;1;5140503108657876178;3333429238;59;1706095049859832522;1706095049859835424;1706095049859837879;1706095049859839983
117;107;12001;0;331;2ETFPTOL;0;0;236;1707914930421779456;13436526790402170785;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;1084506781393670789;Bt;6IblcImme8QpQBuSbpO9lKVbRq5ILNPUpatLf59V3Il0t3L2on76peqY7hi7LNKQpvxiOS;2PM;2586114677;0;2274376626;7;1707914930421779456;13436526790402170785;4;3971331056750390172;4;0;16;2;168342053;1706095049860704807;99;8;10;2;1;67;3;0;5;13;1706095049860740942;0;2;12427519661251275111;818967768;206;1706095049860754005;1706095049860756777;1706095049860759037;1706095049860761117
117;107;12001;0;331;2ETFPTOL;1;0;25;1707914930014758400;8686081786877680289;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707914930014758400;8686081786877680289;15;14578790051835891147;1;0;2;0;840406118;1706095049747860115;8;15;8;3;1;165;3;2;3;13;1706095049747897447;5;0;15280876299886382297;3913824244;130;1706095049747910826;1706095049747913651;1706095049747915913;1706095049747918026
117;107;12001;0;331;2ETFPTOL;1;0;26;1707914930021417984;15439707142077208853;K2CDW2ETFPTOL02;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914930021417984;15439707142077208853;1;15420446722795196872;1;0;13;1;624214946;1706095049749488050;4;13;10;1;1;203;2;2;6;14;1706095049749524486;3;4;17680372181082981532;1832025995;98;1706095049749537480;1706095049749540365;1706095049749542743;1706095049749544960
117;107;12001;0;331;2ETFPTOL;1;0;27;1707914930026368512;173404471877977933;K2CDW2ETFPTOL02;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;1707914930026368512;173404471877977933;14;6940875969519885705;4;1;18;1;624214946;1706095049750918152;99;21;10;2;3;241;3;2;9;15;1706095049750954741;2;1;6987814346392697169;3995484023;47;1706095049750967994;1706095049750970925;1706095049750973316;1706095049750975378
117;107;12001;0;331;2ETFPTOL;1;0;28;1707914930027190016;7394088307912084860;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;1618233978100863137;h7;j5QNVf1N05pK7Q0dDjBWBA1YvY2W7AZBghl89NmCrKVlSv5vETss1nR8xUz0B1URF9w4tI;odS;3188566063;1;432093612;7;1707914930027190016;7394088307912084860;11;8790079600887284906;4;1;21;2;359830187;1706095049751168015;7;13;6;1;1;44;1;2;0;15;1706095049751204273;3;3;441468462012870424;487782718;2;1706095049751217332;1706095049751220150;1706095049751222348;1706095049751224446
117;107;12001;0;331;2ETFPTOL;1;0;29;1707914930038769920;11364602446855045307;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;13759351882060585018;tS;Od1uyWz3vPAj5EgoOiGg3A1DQJiAcUbgFwtNVTjv9jGsBEX14oJo1cE4OToxlTtNfrDJKm;M4N;1316862324;1;4249865977;7;1707914930038769920;11364602446855045307;17;12539113749752007105;3;1;5;1;225699642;1706095049755241306;1;12;10;2;1;200;1;4;1;13;1706095049755298518;5;2;8256988331162102522;2536593250;242;1706095049755319000;1706095049755323394;1706095049755326977;1706095049755330590
117;107;12001;0;331;2ETFPTOL;1;0;30;1707914930053593344;12604865195246355669;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;425687636301581413;3H;6bQR81ivF1qIGQVNOz8a36ClObp6rO8Wngwl25Y6NAmHFeN9KJgvJI3K17glAOnnarnoZi;RNW;279948516;0;246238483;7;1707914930053593344;12604865195246355669;99;3392264266878693449;5;0;10;1;857233523;1706095049761855500;3;8;1;1;3;90;2;0;2;13;1706095049761892482;5;1;7673709863686444896;1137357235;121;1706095049761905700;1706095049761908581;1706095049761911074;1706095049761913227
117;107;12001;0;331;2ETFPTOL;1;0;31;1707914930066720000;15983001387733720664;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;14324812313368930972;om;c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp;K1I;957906397;1;1372775908;7;1707914930066720000;15983001387733720664;10;3386978653556150268;1;1;9;0;542212191;1706095049768885359;2;12;1;1;3;142;2;3;2;13;1706095049768921357;5;0;4786575451818151619;4000583841;107;1706095049768934234;1706095049768936956;1706095049768939325;1706095049768941449
