msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;bookIn;bookOUTTime;clientOrderID;eMM;eventId;indicativeAuctionPrice;indicativeAuctionVolume;oESessionID;oEGINFromMember;oEGOUTTimeToME;orderID;symbolIndex;killReason;sequenceTime;orderQualifiers;strategyIACAFinishDC;orderPx;orderQty 
140;130;12009;0;331;2BLKPTOL;6;0;7;1707914901045432320;6030982247067247362;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914901045432320;6030982247067247362;16;1706095058035320287;1706095058035322403;501261364092856509;14;2410314876916350445;-2292782906657472123;44404614001844617;4287067423574053829;1706095058035327962;1706095058035330424;6420389871877542267;120173096;16;1706095058035339214;5;1;1542729056153509709;3283024838902516618
140;130;12009;0;331;2BLKPTOL;6;0;8;1707914901066409728;10233186215432953646;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10246361558492176439;U8;xfBNNZ17Yr78IdQLxJEIwbSnJo8DV6DivuoxwRimLM6Un8c7nUsWEZ5GaDa3y4yI2CMsFX;XBj;3988664633;0;2951723148;7;1707914901066409728;10233186215432953646;6;1706095058043144916;1706095058043147172;2554258633219543676;10;5744956254493113468;-2433067597422674285;5524654526475413772;10980711131971913567;1706095058043152989;1706095058043155503;3089271735934536086;515238894;9;1706095058043164550;1;1;-4354070309490917731;15928253487590531099
140;130;12009;0;331;2BLKPTOL;6;0;9;1707914901076180224;4781687639952034022;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901076180224;4781687639952034022;22;1706095058047660913;1706095058047663112;-442574310867822577;11;1977117287137187915;4298035053286464120;7475596658556346206;655547725900738036;1706095058047668772;1706095058047671232;7689826006414868019;198284442;2;1706095058047680198;1;0;-4976078719747867687;12230672607652941856
140;130;12009;0;331;2BLKPTOL;6;0;10;1707914901087723520;3770835175061687612;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901087723520;3770835175061687612;17;1706095058053545036;1706095058053547260;-8109521896263582798;2;11721649998251233540;-5104854374597336559;12555730388521830904;10553619508061492739;1706095058053552919;1706095058053555531;15013048712380742110;876746933;37;1706095058053564714;6;0;-2742908601194880087;2661380405202517848
140;130;12009;0;331;2BLKPTOL;6;0;11;1707914901089468672;2833294089666017711;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;4596634193538000816;NH;sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB;hbQ;841316448;0;3865433911;7;1707914901089468672;2833294089666017711;3;1706095058054434140;1706095058054436256;7592200658593992349;7;3561608131845891627;-8623663639440884593;18021016895946562631;2401362686213992378;1706095058054442055;1706095058054444590;14547329319899222678;471710007;5;1706095058054453572;0;1;-6423939478427442294;16501464969689491572
140;130;12009;0;331;2BLKPTOL;6;0;12;1707914901091301120;2948029671661742251;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;2717021003556715908;Bl;a6i5NmEUr9X9wZ9uWT2OfE5BKbjJ8zaEYcvuOsM8HjCrST57ySjDQvHcwLDjGSFQFoMp48;1AE;2023598337;1;3554670256;7;1707914901091301120;2948029671661742251;7;1706095058055342420;1706095058055344629;-6065217488567319241;14;7032117074372871222;268176257728150259;8665895512850283181;7953268027045052958;1706095058055350525;1706095058055353131;1450050010979933667;657517808;15;1706095058055362338;5;1;-8195996318909514805;12672804724336311456
140;130;12009;0;331;2BLKPTOL;6;0;13;1707914901093075456;17814933715793814869;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;17502663871563463515;iC;SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2;G7T;2126895777;1;3651464833;7;1707914901093075456;17814933715793814869;19;1706095058056259766;1706095058056262045;-8808934691679290394;10;14178502248421523621;-5925307202928236541;2665211591884450827;18054878600459093746;1706095058056268253;1706095058056270763;9726842203086226760;880524655;18;1706095058056279964;3;0;-1102713976809915827;4868107066096474470
140;130;12009;0;331;2BLKPTOL;6;0;14;1707914901095521280;4643328399843168193;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;1707914901095521280;4643328399843168193;23;1706095058057690922;1706095058057696576;-7608610864610019662;10;5821206899173032542;-3054540946821183232;4138229030796396870;9110755783211231888;1706095058057702539;1706095058057705092;14595847227394864773;840387731;32;1706095058057714202;5;1;5013439894080594995;4452827576216116391
140;130;12009;0;331;2BLKPTOL;6;0;15;1707914901098125056;2471226723209571186;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914901098125056;2471226723209571186;15;1706095058059132101;1706095058059134385;3435077716045449142;17;6857085445736578265;5872055138322034468;15440320348457971411;14516982106383702568;1706095058059140081;1706095058059142689;10683224210212458017;767156925;5;1706095058059151666;6;1;-1838633822587828338;5551819125077613089
140;130;12009;0;331;2BLKPTOL;6;0;218;1707914901099769856;329922369162368024;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914901099769856;329922369162368024;19;1706095058060102071;1706095058060104388;-8841472151203435533;99;17707022081425320674;-8435028621631527213;10408783933199146696;4605557861420675877;1706095058060110380;1706095058060113052;1539095694825820636;869985226;17;1706095058060122221;3;1;666052670343705356;10458221123036123191
140;130;12009;0;331;2BLKPTOL;6;0;219;1707914901281179136;389960348522525938;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;12394693413727062746;ug;X9exMBSwqxeUwLunKGKCTjR8wTRIlMdCgfs8Fj3rFIlS2fYNzBvSBwCBG5QzY8TICdAyHN;7lO;2180949356;1;315526868;7;1707914901281179136;389960348522525938;1;1706095058063611959;1706095058063613999;4036550206454077119;15;8653568977746230625;7106357159533693095;6288445362356327478;5166714012705578113;1706095058063619565;1706095058063621967;10946582598695843548;179056924;17;1706095058063630894;0;0;-1364685272272293950;11065998364894837055
140;130;12009;0;331;2BLKPTOL;6;0;220;1707914901284537600;16801998583618086567;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914901284537600;16801998583618086567;20;1706095058065700729;1706095058065703051;-6912544352089425312;10;7275498272893784324;-729306675480761092;14100495739526833548;16397689429337076894;1706095058065708822;1706095058065711347;12848434851870012836;20640451;19;1706095058065720606;2;0;-4033849255304531929;4477066583186402447
140;130;12009;0;331;2BLKPTOL;6;0;221;1707914901287827712;17547913506878366277;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1323854212775701313;0o;562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69;jLI;1364211919;0;1396619064;7;1707914901287827712;17547913506878366277;9;1706095058067838543;1706095058067840747;-6975531416690652376;10;1048360507415624777;6711730848082509072;16652623719794234696;1313303189688822839;1706095058067846422;1706095058067848960;9004111636607797258;154123499;21;1706095058067858008;4;0;4040947819352781757;15148907277601808260
140;130;12009;0;331;2BLKPTOL;6;0;222;1707914901293585664;7814508814388794862;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914901293585664;7814508814388794862;17;1706095058072162051;1706095058072164253;4668362636651853224;4;5596316541274536206;-6046655546851392945;1561404595819938459;5245459831450809138;1706095058072170099;1706095058072172700;15775421591345901633;136283212;35;1706095058072181761;1;0;873190732274520853;8991668268975360314
140;130;12009;0;331;2BLKPTOL;6;0;223;1707914901304972032;7618307451264467792;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;13336993056537659059;mh;7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH;Nj2;1365604021;0;2978421877;7;1707914901304972032;7618307451264467792;8;1706095058080470183;1706095058080472370;7572496437485135928;17;9907462968960737414;-2071613320512033899;10622689561872916662;14867703565708595059;1706095058080477962;1706095058080480420;1385281657683702488;352622121;30;1706095058080489402;2;1;-900912196148135971;12506032300936171241
140;130;12009;0;331;2BLKPTOL;6;0;224;1707914901309108736;2370551600561999895;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;10420890321279608836;L4;BolzvsKg8RTfdvJD0QOoE42erjyXtu9Cuydilbxtx2GxQX4DCirIoB7UkbgedcEx6x1cyu;7HO;4044296391;1;4041271779;7;1707914901309108736;2370551600561999895;16;1706095058083584478;1706095058083586820;2648974848422228786;15;1735714858291242220;-8582572031177633337;8525931759163258809;15076240126925116123;1706095058083592522;1706095058083594995;12937779589404239280;773240909;31;1706095058083604037;0;1;7049932154395202624;14338812126946644627
140;130;12009;0;331;2BLKPTOL;6;0;225;1707914901315615232;15569245905946464992;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;1707914901315615232;15569245905946464992;23;1706095058088740599;1706095058088742925;-7456204846659780835;14;6061536404148574228;6441071753409818286;1339030733741324831;5314547735679878697;1706095058088748760;1706095058088751230;2012856388570677895;365314678;15;1706095058088760266;3;1;-6660546984359562574;9953752080628159082
140;130;12009;0;331;2BLKPTOL;6;0;226;1707914901318939392;14275286581319261248;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914901318939392;14275286581319261248;10;1706095058091399029;1706095058091401381;-8375744203767765998;8;4751203799506134541;-7453920943258440932;11631439235095974794;15585164119566082335;1706095058091407167;1706095058091409698;4620531991233650340;120173096;20;1706095058091418894;2;0;8916546566982443104;9233763584991122118
140;130;12009;0;331;2BLKPTOL;6;0;227;1707914901320571136;3617375575726790598;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6456555394431310975;wT;J7d05Nlpw30UkqRRZBpps8LzLeSJEMqW1aVxJppcj7gVHsFC4kLxxVc6SInwBoM8uI94T0;I00;3241077299;1;4206840220;7;1707914901320571136;3617375575726790598;12;1706095058092751468;1706095058092753544;-8981603841831807524;8;7677506562427623833;7243667471639157527;17710727368387146653;15556539116727121506;1706095058092759264;1706095058092761585;17549394968558691358;653494834;12;1706095058092770395;6;1;3122520167920713809;14424389735958345846
140;130;12009;0;331;2BLKPTOL;6;0;228;1707914901323010304;3115940309637575265;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914901323010304;3115940309637575265;14;1706095058094806070;1706095058094808217;-9079768666302260284;14;3672547810643379452;-8805151295513643335;14088379716555837179;5821243016206048797;1706095058094813796;1706095058094816243;11075640935770963422;882027164;42;1706095058094825106;6;0;-4900656138680286667;15827472542993150231
140;130;12009;0;331;2BLKPTOL;6;0;352;1707914901590098688;2834823845497545399;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;17019311978123542868;dR;z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e;C3l;2739451981;1;438787376;7;1707914901590098688;2834823845497545399;17;1706095058101154301;1706095058101156589;7348507201932808175;5;8020725525395268056;7045089353536703661;5619014401944007749;8281178722973887148;1706095058101162462;1706095058101164986;10125308328814309369;608805387;12;1706095058101174225;4;0;-9058649350738106190;6198362639411078342
140;130;12009;0;331;2BLKPTOL;6;0;353;1707914901593447936;15063833081058016389;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914901593447936;15063833081058016389;15;1706095058104049261;1706095058104051253;-8862719416767417970;17;10597797621450160480;1405808640825151950;1775442525999527010;6283324133559351242;1706095058104056841;1706095058104059332;9623609069936204078;137559582;6;1706095058104068100;5;0;3650425695795359286;751273856253467969
140;130;12009;0;331;2BLKPTOL;7;0;1;1707914901000474880;7150062249763062707;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13180576197349592966;Ya;LvoLr3gGSgjQ3CPkb0hw1PsQNlPhohcO0PkmG8buRVBEzBmZeCta4pOCzb9TXvplE2lD5n;ZEE;1370878464;0;564556373;7;1707914901000474880;7150062249763062707;12;1706095058025508582;1706095058025511138;6140820653748991815;8;13527152779894572935;-7314382159018589614;6335107037214739579;450958300773203273;1706095058025518134;1706095058025520826;17641331860121272010;882027164;19;1706095058025531517;3;0;6501114259044882339;10750600829559328051
140;130;12009;0;331;2BLKPTOL;7;0;2;1707914901001674240;998660149915876599;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914901001674240;998660149915876599;14;1706095058025661154;1706095058025663445;2712063023078627219;9;460830906140684676;5704241383345649262;7207073254138689024;16588663820787909995;1706095058025669546;1706095058025672089;8578618505939005174;407371549;26;1706095058025681639;2;1;-1687077594872674140;17468960077657213598
140;130;12009;0;331;2BLKPTOL;7;0;3;1707914901004261888;13301387418183001552;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901004261888;13301387418183001552;16;1706095058025992168;1706095058025994400;-2942544515918949309;10;13283422028219286613;4609972887109676019;6496128382534743419;10879191549342923709;1706095058026000251;1706095058026002779;754364537537730220;468896029;30;1706095058026012170;1;0;8166576292712977983;232590431805202944
140;130;12009;0;331;2BLKPTOL;7;0;4;1707914901017289472;12746415201139813105;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914901017289472;12746415201139813105;1;1706095058028010866;1706095058028013023;-4704724714148130042;5;1549691000355987763;638089205017402740;4000526868287585855;2051124402361948418;1706095058028018799;1706095058028021376;12346493381511648995;993224417;37;1706095058028030684;3;1;-858988338846854781;17432448502740899603
140;130;12009;0;331;2BLKPTOL;7;0;5;1707914901021425152;8001230887150590021;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914901021425152;8001230887150590021;3;1706095058028843282;1706095058028845288;1025453068570919923;11;7701554780735602063;2274559437420903624;5939211799638609866;4545263710386775771;1706095058028850836;1706095058028853218;427434501533696138;916475071;25;1706095058028862387;6;1;-977638352500038995;13266690463230150870
140;130;12009;0;331;2BLKPTOL;7;0;6;1707914901027153408;2148209679966255554;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8800164249227026528;C9;kcx8Dj57stdQ6lZI2BUg9zK9HQ2qZdi0ljW0624kkxLfFz4kkv77eyIXfgxwVkRmf3fNf5;mZZ;2572105786;1;1650941192;7;1707914901027153408;2148209679966255554;19;1706095058030149069;1706095058030151299;-8489220156863951528;99;17897263069584014752;-9132346500772034128;1487734773140900455;10138729323975036450;1706095058030157073;1706095058030159593;6058769579774670398;243374731;1;1706095058030168567;4;1;-6448307660262912381;16331064056329122976
140;130;12009;0;331;2BLKPTOL;7;0;7;1707914901043001600;15204425853050564790;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914901043001600;15204425853050564790;19;1706095058034519613;1706095058034521863;-3415652630497637611;6;16537335913296623087;-6593819426290194265;14284378129884877440;5596321025065783461;1706095058034527528;1706095058034530083;13917937736382801212;177707962;33;1706095058034539021;5;0;-7561793038075469180;12468045807159176097
140;130;12009;0;331;2BLKPTOL;7;0;8;1707914901043816704;2447301199452677064;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914901043816704;2447301199452677064;8;1706095058034785025;1706095058034787345;5108459556516842680;14;14056377756369790488;-5366164570603783807;5693408025909108937;7417568039952336286;1706095058034793212;1706095058034795757;1557809568330747164;722112170;31;1706095058034804938;2;1;-8102319269475495592;4647792008899718043
140;130;12009;0;331;2BLKPTOL;7;0;9;1707914901047877376;2953509703641741900;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901047877376;2953509703641741900;18;1706095058036154492;1706095058036156749;7119638841278144790;14;1594819835793414222;-8045068340389513688;16448588765180694335;15742676463488034176;1706095058036162324;1706095058036164799;18290371631794619579;125257059;32;1706095058036173802;3;0;-6878192212040700135;4945557701647211349
140;130;12009;0;331;2BLKPTOL;7;0;10;1707914901063162368;12125461644707012358;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;6620225234107763773;NL;ZV8GPH5MLTbH9bG2MxDjgzv0xzRVpA4IVtYyjBDsZENMCyGtBZ1XplZprCI9kKdu9qhIES;GHZ;1077934047;0;3898597376;7;1707914901063162368;12125461644707012358;15;1706095058041755565;1706095058041757758;3105007920621042893;5;1289112157625998083;3159746054677377348;2140475916874306069;5832540672931496602;1706095058041763332;1706095058041765829;15074183110140858731;468243658;43;1706095058041774753;2;0;-5833184796941793083;15091582900067335896
140;130;12009;0;331;2BLKPTOL;7;0;11;1707914901065596672;4428388071847818688;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901065596672;4428388071847818688;8;1706095058042793925;1706095058042795998;-3239294442306959504;10;13107297782133102363;7038562510753082248;9851494261171910411;9921624016883588462;1706095058042801800;1706095058042804240;11922630817125880947;213087042;42;1706095058042812961;5;1;-131570157642999470;9690704109653827792
140;130;12009;0;331;2BLKPTOL;7;0;12;1707914901083490560;7207036812873855097;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707914901083490560;7207036812873855097;20;1706095058051368857;1706095058051371175;5396404658316314120;5;5991388960155717981;8932466573469011959;17860847987305479840;2659902867409567924;1706095058051377113;1706095058051379730;9080075701276029032;923345875;6;1706095058051388924;3;1;5216427120327400411;2821891405494679619
140;130;12009;0;331;2BLKPTOL;7;0;13;1707914901096332800;14421826012661769713;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914901096332800;14421826012661769713;21;1706095058058171637;1706095058058173953;-6193242856280949979;8;10217752068951592931;-4234727648687644613;6107653364005917835;6974904808931703409;1706095058058179655;1706095058058182082;12749950290808154624;952282621;44;1706095058058191105;0;1;8378503081418738826;11271776759945249513
140;130;12009;0;331;2BLKPTOL;7;0;280;1707914901282857984;9904499488074992545;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914901282857984;9904499488074992545;14;1706095058064641506;1706095058064643700;7753793923827510930;6;4558525268621675995;4604257782046908311;8110614166629532780;15730011328241389667;1706095058064649527;1706095058064652047;10666408261100443519;24832667;30;1706095058064661000;2;0;-4724198295419938348;4441841585326563515
140;130;12009;0;331;2BLKPTOL;7;0;281;1707914901286180608;14169008737389336621;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;2747794012786548291;O1;N6sWonQgg8dwJraFkkov3Sh2XNFZvRpKliCeH7Iz2ZTnM2PGqeecv88RTIXtM6oUeH0avs;Fb3;3866550079;1;953821923;7;1707914901286180608;14169008737389336621;22;1706095058066760950;1706095058066763217;-6898643404510393304;2;15153840590770517983;-4902312381681797072;10930267139907685366;16228237712435058915;1706095058066769138;1706095058066771692;5517096940156210687;830866530;15;1706095058066780931;2;1;6911020826815384639;13978475487102743116
140;130;12009;0;331;2BLKPTOL;7;0;282;1707914901296833536;6662019931636518332;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914901296833536;6662019931636518332;1;1706095058074481075;1706095058074483097;-6148747689779688009;8;16675041142690714609;-6663093331475139428;15189845574332850909;8950043636298325162;1706095058074488675;1706095058074491166;16214736904447234266;876746933;38;1706095058074499941;5;0;3549225326188921925;13904895509793438955
140;130;12009;0;331;2BLKPTOL;7;0;283;1707914901316460032;9951655552349328655;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914901316460032;9951655552349328655;22;1706095058089401578;1706095058089403981;5004417565850096531;14;2892841548872976039;-8417267505823748554;3807609602041216380;8708898709458667706;1706095058089409795;1706095058089412331;9951805862897930341;993224417;25;1706095058089421351;0;0;3998577703786399125;15759941089144358835
140;130;12009;0;331;2BLKPTOL;7;0;284;1707914901321385984;2465826857434755603;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914901321385984;2465826857434755603;15;1706095058093429670;1706095058093431968;7803460194301369572;17;12071231993484101706;-9109142003747047364;5894835272042244819;538037694944327099;1706095058093437891;1706095058093440259;7467082437072243915;146079271;23;1706095058093449345;0;0;6653367182467608169;12488095440167068380
140;130;12009;0;331;2BLKPTOL;7;0;285;1707914901324686592;11938819577669405539;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1293858113929826603;Yv;mK4IuG0cv4P5uzCElKjHC1PplDPsPnxvfONYrtT7COVJvUzvWIY9GFyen0rGWTYiVQYhxy;eRW;609587171;1;2923765661;7;1707914901324686592;11938819577669405539;8;1706095058096192268;1706095058096194526;-4532491296911838213;17;12409933464578557144;-7866044626454111206;9245021026288400696;1224394505072154740;1706095058096200184;1706095058096202666;14034623488250052387;966477508;38;1706095058096211581;0;0;4759106179854705490;12892522053723011280
140;130;12009;0;331;2BLKPTOL;7;0;323;1707914901591766784;13085912883040053873;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914901591766784;13085912883040053873;22;1706095058102594811;1706095058102597047;-4946866636016592634;8;17010455333302712111;-2006186571613750270;17334661322700971387;334440588026545384;1706095058102602926;1706095058102605492;15050442115494255149;193650200;18;1706095058102614655;4;0;7748548034863012536;2754037771857787155
140;130;12009;0;331;2BLKPTOL;8;0;56;1707914901015651072;18297001219302622557;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914901015651072;18297001219302622557;8;1706095058027699701;1706095058027701951;-5216618465186940081;9;3135797380706971104;-1654994014006051357;7405510631632842419;9717132556080527218;1706095058027707939;1706095058027710470;5043634728144940678;20640451;31;1706095058027719839;6;1;-6636365630951373708;17682014527293736664
