msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;indicativeAuctionPrice;indicativeAuctionVolume;orderID;orderPriority;symbolIndex;sequenceTime;orderQualifiers 
92;82;12014;0;331;2BLKPTOL;9;0;289;1707914901305440512;14713449456306230672;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;1707914901305440512;14713449456306230672;8;3;5;3;1706095058444521236;6;11157186934149198539;1545403143981941576;12202107461326351095;4525876707561331865;8920511004638575356;56973008;1706095058444530159;1
92;82;12014;0;331;2BLKPTOL;9;0;290;1707914901313384448;7161777763782379284;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914901313384448;7161777763782379284;10;5;6;7;1706095058448681623;11;17532897733865474027;-4725980589906937047;11697587946264021815;17919989114823534453;8417596812638343884;839729658;1706095058448690403;4
92;82;12014;0;331;2BLKPTOL;9;0;291;1707914901323718400;15809388518887211511;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914901323718400;15809388518887211511;9;2;6;7;1706095058454398489;4;10764270669718039485;76151564768261359;14355761449135407978;12644624725638227657;8282088175021097240;162618251;1706095058454407614;6
92;82;12014;0;331;2BLKPTOL;9;0;292;1707914901324504320;4715236266636405991;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914901324504320;4715236266636405991;9;1;6;24;1706095058454856260;7;449800180137468116;-6414749006776148189;3628722208670326819;6746493037591956089;7338857827192703385;726810605;1706095058454865014;2
92;82;12014;0;331;2BLKPTOL;9;0;293;1707914901325302528;2307751112425664777;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6508669201590734907;x9;TdbzAJ7bc8JyBFXvKkdK09SIx34YJk14Rlzl1MxRq8gEt5P48CrNRPVixvrwTYewUArhZc;4z0;1460889714;1;2377036615;7;1707914901325302528;2307751112425664777;6;3;5;12;1706095058455311572;17;3897932620499651332;-4034362967230139076;11474225575481836233;16960273198869159320;17968642591055662934;896742034;1706095058455320347;2
92;82;12014;0;331;2BLKPTOL;9;0;294;1707914901326094080;3126831027275101633;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914901326094080;3126831027275101633;22;6;6;23;1706095058455768104;6;9484442832977528984;8634323855881315737;14966632197985326820;18268932837793592481;13323496881197061211;137559582;1706095058455777428;4
92;82;12014;0;331;2BLKPTOL;9;0;334;1707914901588163072;7307512934504664226;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;1707914901588163072;7307512934504664226;21;7;7;2;1706095058457145444;4;16556607578224020653;-3275512307820444963;9695178762257337603;8912065820749607456;2222547710397123912;326226168;1706095058457154605;1
92;82;12014;0;331;2ETFPTOL;0;0;1067;1707914930014646528;9357069860250535290;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;13427938165684466644;nf;jUZ39D8GID7zdBueF0jDztsLCdCnXsiDJhtZTV4dNbQm13xw83bjwOTsSxJM2jxTC0cCxi;6UR;3504059426;0;1595551522;7;1707914930014646528;9357069860250535290;7;3;7;4;1706095058406662156;14;3913783862170493160;-3677042454164303704;6271146296370066717;17481416091028249823;12144329240511708884;485081213;1706095058406671204;5
92;82;12014;0;331;2ETFPTOL;0;0;1068;1707914930024217600;7122782382269648198;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914930024217600;7122782382269648198;9;7;0;5;1706095058408108392;6;6388308704527410247;3024442374059810736;10011721115513110667;1206093109913572985;2225873192568377301;519103305;1706095058408117649;0
92;82;12014;0;331;2ETFPTOL;0;0;1069;1707914930028171264;4259742888950351883;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914930028171264;4259742888950351883;8;8;6;5;1706095058408782141;7;11802405165256111690;269348115480649615;17568375354554359449;9958444924978586036;14060668782536646038;942403957;1706095058408791083;6
92;82;12014;0;331;2ETFPTOL;0;0;1070;1707914930028964608;2324781504056715063;K2CDW2ETFPTOL01;ATFX;DSS_CDW_test;7;7;7;2337247468056382699;Ae;tbVVNEcqbSuZRsn6gCPx1sFJaU44TJsd4JR3WfBjPcdBk9kslY4iSuGR7lal1tadGzExls;kFF;3527223126;0;4275500947;7;1707914930028964608;2324781504056715063;16;4;3;4;1706095058408921370;7;8249976367344518587;2691638617334108628;4175454062218954277;11437595289252040718;12384911700040491405;697925876;1706095058408930028;6
92;82;12014;0;331;2ETFPTOL;0;0;1071;1707914930029754624;11277129150699558577;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914930029754624;11277129150699558577;6;6;2;1;1706095058409060211;8;5175321747378434531;-947194944001605912;18439112131134562619;10899409020245106503;3503974133856599628;579919728;1706095058409069346;4
92;82;12014;0;331;2ETFPTOL;0;0;1072;1707914930045785600;6657665058091240574;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;5892877872095613379;Ss;kWHhmWoknEaGxT1WyJCvNLfu2XlIZlLFCd2zXjvRDcdkP8NeB5bqJGXzjVURzQvY7jpsh2;9Dg;2611233839;1;1151219429;7;1707914930045785600;6657665058091240574;9;7;3;17;1706095058412284471;4;8561729822465104243;3098185309127879979;16025704927235799611;2236705850675430733;67265324696767256;146079271;1706095058412293212;3
92;82;12014;0;331;2ETFPTOL;0;0;1073;1707914930048933888;11346900764115743840;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707914930048933888;11346900764115743840;6;4;3;2;1706095058413030959;1;11531218365518847340;-1473332763787091274;13892757498881653382;8610678575283237600;14735866529391124348;356770038;1706095058413039951;0
92;82;12014;0;331;2ETFPTOL;0;0;1074;1707914930052911360;11992188745352672095;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;14023083985803221550;Zn;cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J;tYG;369584988;0;1209581377;7;1707914930052911360;11992188745352672095;23;7;1;2;1706095058414004577;4;4324015756035553977;-9046163498878276731;6247188240020759362;4096560795857965209;674442035267403217;923345875;1706095058414013504;0
92;82;12014;0;331;2ETFPTOL;0;0;1075;1707914930066329088;16237880956888599940;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914930066329088;16237880956888599940;7;3;7;7;1706095058417712769;9;10962641104023333128;-3419445498386964242;17969240046728592562;1368368198882028668;10566361241238451498;782873053;1706095058417721837;4
92;82;12014;0;331;2ETFPTOL;0;0;1076;1707914930074308096;3334002941409084566;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;9126161773135246369;V4;b0SGWAvUgBOnw7r5EbqcROWq1cS8TKHYtIc5hpmMFZRim2fOGhJMTC09Cv8KXMWllhQ6aY;HqT;111313295;1;2239711727;7;1707914930074308096;3334002941409084566;12;2;4;22;1706095058420182005;6;17398686942048187409;578873188598286303;470700194420426243;7706192660508428429;4282898196007911368;104997053;1706095058420190572;6
92;82;12014;0;331;2ETFPTOL;0;0;1077;1707914930076674304;507863856259715880;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;12369365502866502262;yp;Bif62lLmaxmwv5WSDVLqX1246SlTdVDRbRl4rFJi0pEe6wLFagE8My6OsbFa5j5vjUAqie;jEL;4083509881;0;2262818496;7;1707914930076674304;507863856259715880;3;6;3;1;1706095058420961453;14;13424743376237519600;-3796701005957839074;5358740055348633212;17422057866948064877;7339577932851802218;365314678;1706095058420970282;3
92;82;12014;0;331;2ETFPTOL;0;0;1078;1707914930081503488;12569113306394079001;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;1707914930081503488;12569113306394079001;22;5;1;13;1706095058422577759;15;1109436407660739112;-3637784576483325625;1624864792098021853;10383159859669596961;7006633314375093067;338709066;1706095058422586505;3
92;82;12014;0;331;2ETFPTOL;0;0;1079;1707914930090191872;10171358753196032944;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;4162630343438579170;Wo;iIrXrGD84i1cSExhKh5ydTAbUaFwYpEYYS4mqlWJr1GtvOT0c7ptc6ShJaQNyktb9AFOHu;yhj;3270525008;0;2643206244;7;1707914930090191872;10171358753196032944;4;7;7;1;1706095058426279328;10;5714978076344650968;3943309722969060823;3742947617166470495;21172226343417510;11038598771895372360;164996825;1706095058426288333;5
92;82;12014;0;331;2ETFPTOL;0;0;1080;1707914930097333504;10674628625041253499;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914930097333504;10674628625041253499;11;3;7;10;1706095058429057616;1;10069836480824232887;-711715603779104589;10616429293925307462;2318218233979547538;4626210163721153359;24832667;1706095058429066503;0
92;82;12014;0;331;2ETFPTOL;0;0;1081;1707914930099773440;13468934432836222452;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914930099773440;13468934432836222452;6;3;6;22;1706095058430019396;5;12783942309494065719;-2024237918987707574;14301208535320510141;1861597581578405498;581599438917388287;645935213;1706095058430028220;3
92;82;12014;0;331;2ETFPTOL;0;0;1082;1707914930370836480;7749420102556909494;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;15683498924355126261;B3;XL7LD750JEMIYKXnfj7zDkIsCRMjbRP5F7M9G5dx4rdg4yFIQTTWlFg3KQofDkxNvLDpgY;oOU;3451839064;1;2587173959;7;1707914930370836480;7749420102556909494;1;6;6;22;1706095058438669654;99;7651550762099925900;9140199186911877334;9947185580239989218;14962759789189015902;15897002382860961784;780255171;1706095058438678727;1
92;82;12014;0;331;2ETFPTOL;0;0;1083;1707914930373264384;12872995760762981218;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;11037862016003139632;TY;cEjzOzgvcJkbz3Ou4JAB9E8qUnBMMIEuwhCBJ5pCLAs6yAHhNUs02QcipAeVtKUl9DkfEr;5Ty;2794813678;1;2305051789;7;1707914930373264384;12872995760762981218;8;3;7;15;1706095058439804866;17;16988398409466671859;3005034687955658039;17263581559076656515;11024637581906553637;13694438239416111887;397856163;1706095058439813833;3
92;82;12014;0;331;2ETFPTOL;0;0;1084;1707914930379629568;4174885147112415852;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914930379629568;4174885147112415852;1;4;1;5;1706095058442919693;7;2418672060914146387;-5875668265686269406;3527208292681200218;6534479733485268610;14363785192953126740;773471534;1706095058442928960;4
92;82;12014;0;331;2ETFPTOL;0;0;1085;1707914930389554688;11444097610581313211;K2CDW2ETFPTOL01;XMOT;DSS_CDW_test;7;7;7;2368880406978480806;ao;PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29;HEb;3322819621;1;2932390847;7;1707914930389554688;11444097610581313211;21;7;6;15;1706095058447411294;10;13075845565117009293;-2349689460247633984;16434368859506189553;7999691929334824470;15385821312244886121;453799485;1706095058447420120;6
92;82;12014;0;331;2ETFPTOL;0;0;1086;1707914930390356224;512606128739380012;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914930390356224;512606128739380012;10;6;6;13;1706095058447835259;1;4473428489773312424;-2015740812607237009;5159189677337191232;1784213105127186413;4005984901424096905;198522762;1706095058447844260;0
92;82;12014;0;331;2ETFPTOL;0;0;1087;1707914930395115008;5515876545047623015;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;6725499392402630146;cm;QtljJ18rQrk4Eh8TjMsx3AZr7KnL7vREkIJ381SuPVCeNsva40hnhHoMW1ZZnMYTWMAvGM;yOk;2123342926;0;4019879605;7;1707914930395115008;5515876545047623015;4;4;0;7;1706095058450410703;8;14316304948853396191;884424972306474818;17942802355890484744;13613507205756645706;1868593523196599691;581937651;1706095058450419963;2
92;82;12014;0;331;2ETFPTOL;0;0;1088;1707914930407766272;8854007569603852688;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914930407766272;8854007569603852688;10;3;3;15;1706095058457606121;15;17310981341584399621;-5287253990972825700;10956472912885522837;635696616691050040;11203389942391430577;198522762;1706095058457614885;0
92;82;12014;0;331;2ETFPTOL;0;0;1089;1707914930409349376;3931857041205205312;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914930409349376;3931857041205205312;11;8;4;22;1706095058458544537;15;16984175916247077719;7555649846104237798;3542919601566321233;4665222382880537104;10084115428012099533;889615201;1706095058458553594;2
92;82;12014;0;331;2ETFPTOL;1;0;196;1707914930005456128;1661854704140424646;K2CDW2ETFPTOL02;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914930005456128;1661854704140424646;1;8;6;14;1706095058405980781;6;2875819766616930782;-4796404653613634535;13496264330336646673;13884174164561335657;16820731301381699606;880078379;1706095058405989907;1
92;82;12014;0;331;2ETFPTOL;1;0;197;1707914930009746944;5113612045892589526;K2CDW2ETFPTOL02;EXGM;DSS_CDW_test;7;7;7;1946574016199202419;Cr;wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ;nX5;1535288690;0;3756389310;7;1707914930009746944;5113612045892589526;23;2;4;21;1706095058406075270;4;4704717495314167524;-7151437844666747692;13821842674099930704;9546001438529027552;3434320569634896794;40139414;1706095058406084045;0
92;82;12014;0;331;2ETFPTOL;1;0;198;1707914930010593536;2394422684069153188;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914930010593536;2394422684069153188;20;4;2;12;1706095058406173279;17;17393501988669096940;6317760485435502234;10532472404443149529;3956344226940151820;6635786163031633992;889615201;1706095058406182682;5
92;82;12014;0;331;2ETFPTOL;1;0;199;1707914930016247808;11529719897332200188;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;1707914930016247808;11529719897332200188;3;8;3;9;1706095058406903789;15;12193798007044157793;1150793712544445062;17397547530748947096;15994515782136644348;5569964233509880431;506920201;1706095058406912943;3
92;82;12014;0;331;2ETFPTOL;1;0;200;1707914930022616064;8456580510730354765;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;12054811170271428204;nV;FPXreqKwXS9gFZc7kSv3pq313nGk9zQg81axdoUMuKtfCtAMKbIy7eVIjVndhWk5PsL5Vz;p1o;2788483957;1;57016669;7;1707914930022616064;8456580510730354765;18;7;5;15;1706095058407856665;15;7962425125747039819;-5714186951283680968;17255790293636411297;2150532270375512085;11942888655330622670;618823017;1706095058407865416;1
92;82;12014;0;331;2ETFPTOL;1;0;201;1707914930033784064;6305868615145479902;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;14806697138920524315;gv;oWPj4KYNzdbHn0i6WZvzYIrhl41PahZzJNHOycxlcp0d8rtztqCVECTHjuKY7n59ibsCoC;eQC;2599679337;1;2858420169;7;1707914930033784064;6305868615145479902;8;5;7;7;1706095058409795239;14;1711085685113981118;-3249474540577652704;9387249458441742020;2742009267703470495;1298037362780734406;105538185;1706095058409803857;4
92;82;12014;0;331;2ETFPTOL;1;0;202;1707914930044205312;16433864866343955829;K2CDW2ETFPTOL02;MTAA;DSS_CDW_test;7;7;7;10606995290711262190;Uw;h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6;fjQ;3344392578;0;1375184246;7;1707914930044205312;16433864866343955829;11;4;2;20;1706095058411922132;17;7846496873311526876;9214596277462836798;11170688437781596049;14230109299263953998;5208103687487796881;876746933;1706095058411931072;2
92;82;12014;0;331;2ETFPTOL;1;0;203;1707914930049728256;10331306589084856518;K2CDW2ETFPTOL02;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914930049728256;10331306589084856518;19;7;7;0;1706095058413220153;7;6015299912660082934;-1783522019173914200;8283519265354840304;7874543406913173604;11757676979871194435;919853333;1706095058413229056;0
92;82;12014;0;331;2ETFPTOL;1;0;204;1707914930054487296;4596843831964885829;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;;hq;8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU;R5d;4294967293;253;;7;1707914930054487296;4596843831964885829;22;3;7;7;1706095058414409909;9;16828974861204855581;-2365712517048837563;18062547082196062816;15874558361628390790;5930800953253691787;304152982;1706095058414418808;1
92;82;12014;0;331;2ETFPTOL;1;0;205;1707914930056075520;12182682049234969453;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;6879535445576783198;tX;880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr;2Kc;1744737449;1;338990475;7;1707914930056075520;12182682049234969453;8;2;3;2;1706095058414826087;17;614688124900726632;-7506337161509213699;5893549472508372056;4156909697557556436;11218163471832225150;687820829;1706095058414835317;3
92;82;12014;0;331;2ETFPTOL;1;0;206;1707914930060829952;408357601677051180;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;15410550345934938421;sB;yiSjAOTwVMsH46V3RN6wvT2MEtGqotg07a6TVVOE2OlRMxbmsvAJBNRN5feCxn4IaKICfK;GZ2;201310474;0;2314124588;7;1707914930060829952;408357601677051180;17;5;2;13;1706095058416114105;99;10799850273113187675;5787675380138541606;5049909986067295192;7693350419986310996;12637781011672931335;179555593;1706095058416123267;5
92;82;12014;0;331;2ETFPTOL;1;0;207;1707914930063979264;6976634962323141609;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914930063979264;6976634962323141609;21;7;7;21;1706095058417011620;6;5192561848976778276;2665863944776794729;18197971112933826593;3659794322555114663;13204436732034352085;135619081;1706095058417020603;0
92;82;12014;0;331;2ETFPTOL;1;0;208;1707914930072730368;16552575647041466531;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;1707914930072730368;16552575647041466531;12;2;5;12;1706095058419671786;7;15504858296777841804;-3876620011261354338;298546472098401341;14179073214489445928;18170149468056122128;293632506;1706095058419680891;5
92;82;12014;0;331;2ETFPTOL;1;0;209;1707914930075876096;2790759443456566019;K2CDW2ETFPTOL02;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;1707914930075876096;2790759443456566019;1;8;1;11;1706095058420699135;8;9721053038984788334;8028865460091147974;559959948419486384;14980953661492443920;9906725271198742150;41437899;1706095058420707828;3
92;82;12014;0;331;2ETFPTOL;1;0;210;1707914930088613632;2553412585442925085;K2CDW2ETFPTOL02;ETLX;DSS_CDW_test;7;7;7;9051513195601219563;e5;LzSLvJ9gP6zeCQbrIa5bBc7QOHBcm231F3XxtNU20pW6X7T0OLZquhccxX7ItdJQpuyHJD;py7;4243157527;1;1263944569;7;1707914930088613632;2553412585442925085;15;6;7;19;1706095058425682281;15;8995556521378640077;6259050986406126587;10590699202141082957;4921283796123593225;3883521744911625080;548619297;1706095058425691202;0
92;82;12014;0;331;2ETFPTOL;1;0;211;1707914930100556544;6083212526493074778;K2CDW2ETFPTOL02;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914930100556544;6083212526493074778;3;2;2;13;1706095058430342816;2;4815517805265965682;8426738538217817865;9126772586833838576;16845982627618743130;929172185679911557;457170075;1706095058430351881;5
92;82;12014;0;331;2ETFPTOL;1;0;212;1707914930103726080;13315580884823585379;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914930103726080;13315580884823585379;23;5;4;20;1706095058431663225;11;7810773251201572463;7393084180571341432;7221365247507599165;9326659130555297758;14898260524881133538;213087042;1706095058431672396;3
92;82;12014;0;331;2ETFPTOL;1;0;213;1707914930106877696;13971247305577505734;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914930106877696;13971247305577505734;17;2;0;20;1706095058433017639;7;12330374039279428591;7322175769831903226;729719388402271980;16941762801490525874;16405364564224246766;579919728;1706095058433026590;4
92;82;12014;0;331;2ETFPTOL;1;0;214;1707914930115657472;12903398561683136373;K2CDW2ETFPTOL02;XMOT;DSS_CDW_test;7;7;7;8661022669243564463;KN;f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba;QZS;2174646449;1;1614907519;7;1707914930115657472;12903398561683136373;8;4;7;17;1706095058436468375;5;5590773484858174892;-3456817861281700880;4474645348542731815;16983877150022319752;3122154283738577437;193650200;1706095058436477193;6
92;82;12014;0;331;2ETFPTOL;1;0;215;1707914930366632960;22231302819069870;K2CDW2ETFPTOL02;EXGM;DSS_CDW_test;7;7;7;2869366915666923874;vW;QqVhD55VX4sqnIEoj11y32Kk1ZT1BbalNy9n80Ac8W9q3EwbJ3KvQjEUPCa88EnY944q5c;ChR;2722708383;0;3283284035;7;1707914930366632960;22231302819069870;20;3;7;15;1706095058437197326;10;13201154493044806701;-8340088354194729879;6824458692527596403;10166300635183028656;545246105826889029;587146478;1706095058437206372;4
92;82;12014;0;331;2ETFPTOL;1;0;216;1707914930387977984;7563154669432513022;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914930387977984;7563154669432513022;7;3;2;5;1706095058446575615;9;17351181610644105960;4040918320590228145;4501237815623689794;3107748062870962079;17844929962382023695;137559582;1706095058446584650;1
