msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;orderEventType;ackPhase;ackQualifiers;ackType;bookOUTTime;eMM;eventId;indicativeAuctionPrice;indicativeAuctionVolume;orderID;orderPriority;orderType;timeInForce;symbolIndex;sequenceTime;orderQualifiers 
94;84;12011;0;331;2BLKPTOL;8;0;22;1707914901087643136;1013814784085015805;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901087643136;1013814784085015805;1;6;7;12;1706095058248429169;1;9780231189905337820;5842697058774835336;12502155889585163092;6454300974917264579;15593164870605550286;10;7;487911392;1706095058248444081;1
94;84;12011;0;331;2BLKPTOL;8;0;268;1707914901295169536;5750745973641037423;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914901295169536;5750745973641037423;21;6;7;0;1706095058261355843;6;14428521856459441574;8612622485641670274;16074137487025249454;10655488568790919411;6986188591969232049;5;0;841345320;1706095058261370538;5
94;84;12011;0;331;2BLKPTOL;8;0;269;1707914901297597696;2649074159430986567;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;4871479418555692688;92;6Ta980PnTTI0AYrc3xGHLIZ177OFgTUH4KSgiJIDZo3YFoQBcNrlMar3GAcBQ15tp725Rk;Htk;455828342;0;3467496179;7;1707914901297597696;2649074159430986567;20;6;0;10;1706095058262554886;99;9604293159358626888;-7524694059934727576;2749231851283390841;3630042778835762466;116166968020476548;1;8;51267762;1706095058262569773;4
94;84;12011;0;331;2BLKPTOL;8;0;270;1707914901319268608;16019725256418992059;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;6005986335603308262;xw;8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD;4IT;3521509732;0;1964750142;7;1707914901319268608;16019725256418992059;5;1;5;18;1706095058274540378;4;9168915439959792294;-9080414458693722342;5422810675157288688;10348416764393160877;4597699321064320578;9;6;919853333;1706095058274555598;0
94;84;12011;0;331;2BLKPTOL;9;0;42;1707914901008965120;10314995615348594296;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;13521653307139138462;Ox;B8AFc3fbuZWNtWFqGr2Ge4DWaVULaPHxa1WAcGtl2f4alPnTHPhtuKjcqJWC0vNGWNfeih;Kyw;757520659;1;2618767501;7;1707914901008965120;10314995615348594296;8;8;3;24;1706095058227727536;99;7170181019379437191;9031562258849974169;14526434086270854393;5738412633403478773;3468822474534192545;8;2;135619081;1706095058227743155;0
94;84;12011;0;331;2BLKPTOL;9;0;43;1707914901020649472;1814771721619386901;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914901020649472;1814771721619386901;1;5;7;2;1706095058229516100;5;16358069024257604260;-719710715392355050;10943224609711909929;9590137019226198118;17365085374851562778;12;1;20640451;1706095058229531345;1
94;84;12011;0;331;2BLKPTOL;9;0;44;1707914901032832512;6379705226960750067;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;16081107132960409725;GG;Bdeo6knsWTbefYk6hQBUG9ZEkHUnxWPtTMfZkg6tKIaHikanm5bSHLTy1Bgd2xao7wbV9n;9UV;468501852;1;2448287991;7;1707914901032832512;6379705226960750067;16;8;0;11;1706095058231870236;4;9357012054178449612;2174884600203283875;17069937880318715322;7054396621210186141;820010666707538270;7;2;579919728;1706095058231884903;2
94;84;12011;0;331;2BLKPTOL;9;0;45;1707914901037106688;2209337895561250074;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;18446744073709551614;gH;YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2;612;4294967294;251;4294967294;7;1707914901037106688;2209337895561250074;2;4;4;3;1706095058232770963;1;1295889033427371962;2413845064272462374;12830675179003610633;5981006520705840500;2287259632299452161;1;10;687165927;1706095058232785614;4
94;84;12011;0;331;2BLKPTOL;9;0;46;1707914901045168640;6227613114388837399;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;12115424642110324892;Q6;Gc2KB0MzOKEGwQ3rpYiXONXtvBBOyqClkLjQN0K30vyUJND6014LOGrZCL0PqfrwEphTdS;0Zv;1972153778;0;1845816919;7;1707914901045168640;6227613114388837399;14;5;6;15;1706095058234737816;1;11323532428820482495;2622194521224730129;6899219436633941076;7233887337498700129;18443492113000467657;1;10;14113038;1706095058234752504;6
94;84;12011;0;331;2BLKPTOL;9;0;47;1707914901051522048;8324718954890835190;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;1707914901051522048;8324718954890835190;8;4;1;12;1706095058236232981;15;12614894320852141596;-1660819627995596294;17499373842813386681;2104383134318920451;10912664811950348135;4;10;457170075;1706095058236248157;3
94;84;12011;0;331;2BLKPTOL;9;0;48;1707914901053242880;118965288249465750;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;1707914901053242880;118965288249465750;7;8;1;19;1706095058236677345;15;7374893953208594444;8569098550699646410;8670607986132272336;14691062611550214335;5617630441519198710;5;7;742696025;1706095058236692225;2
94;84;12011;0;331;2BLKPTOL;9;0;49;1707914901058860288;17660413496835317761;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914901058860288;17660413496835317761;3;8;4;21;1706095058238319143;15;17145791567538156725;-6387805912948672726;3078605409458536682;6219394920780532815;9637790148769160469;11;1;138846668;1706095058238333768;3
94;84;12011;0;331;2BLKPTOL;9;0;50;1707914901074100736;16283490418164028315;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914901074100736;16283490418164028315;21;4;0;10;1706095058243291342;10;12490393688895025562;7615052114137150289;3961083341651616141;9549318644997555466;5010932506119856944;10;3;765519849;1706095058243306177;3
94;84;12011;0;331;2BLKPTOL;9;0;51;1707914901078862080;10254489453092827153;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16538608658982160848;YD;rh9SKPUNE3t2qxuPR4qK7Jzw5c3J1RKFvf89Ut4oSo70SFIXM5eZljCsqloMxMjnj3f6NF;Z9l;1149410083;0;2517573438;7;1707914901078862080;10254489453092827153;12;6;4;16;1706095058245037152;1;7251197960769534087;-4603809939366637040;401263309658903186;14172727601005770422;4817597084926877097;6;2;564169381;1706095058245051888;6
94;84;12011;0;331;2BLKPTOL;9;0;52;1707914901084464128;5219266244238486639;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;10303292442040980450;UE;TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB;Qou;4243392910;0;3399151433;7;1707914901084464128;5219266244238486639;6;2;4;22;1706095058247156930;15;12327376834072509770;-2716617836915575534;2707322217925513362;6403076073912108579;13987442988073329176;2;1;916475071;1706095058247171673;0
94;84;12011;0;331;2BLKPTOL;9;0;275;1707914901286220800;10992684886849475986;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;44956015518759300;pU;Xnia6wK8dJH66zsgcL0jaORXJM0YfKcacdS9mBlrKtiUSMZsQkyTdzcBTXsTQjhD36tmos;7kk;2113077151;1;3084259250;7;1707914901286220800;10992684886849475986;17;4;5;11;1706095058257114551;10;5465899053751618492;7797233859272825408;17184631721081812323;16063999043975927902;13995804872763143459;10;7;786357755;1706095058257129109;2
94;84;12011;0;331;2BLKPTOL;9;0;276;1707914901287052544;13860801267172820590;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707914901287052544;13860801267172820590;23;6;1;4;1706095058257490339;11;781001789489638698;8547403104503989557;6066843670577523777;5161982876743955873;3155227526640109940;7;1;393921509;1706095058257504990;2
94;84;12011;0;331;2BLKPTOL;9;0;277;1707914901295989760;15020800940199232082;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10967367424687215335;2v;W5yenAAoIomWU4kALbRaJMKENpFvG1I9IofaLLylfSITmofckklNWJLwhcjGliIh3jXYYc;LVD;1587570106;1;2079309820;7;1707914901295989760;15020800940199232082;20;2;2;21;1706095058261754876;10;9457643336464685632;-2344487431221162078;9682340468110746358;757668386966148887;11096386033753816544;8;4;726810605;1706095058261769697;0
94;84;12011;0;331;2BLKPTOL;9;0;332;1707914901327299584;18306008532611807040;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914901327299584;18306008532611807040;17;3;5;19;1706095058279305949;2;15844588782884938401;6057358239275107305;1500930375271190764;11331175721834023714;1206980121298521298;1;1;889615201;1706095058279320982;3
94;84;12011;0;331;2BLKPTOL;9;0;333;1707914901599895808;12684208154568747192;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914901599895808;12684208154568747192;19;2;1;4;1706095058287348728;17;3586477714778272691;236579499485705799;4720899503577202279;16122540915109072996;16989641319852867119;2;5;407371549;1706095058287363603;0
94;84;12011;0;331;2ETFPTOL;0;0;999;1707914930010560512;12695410248207167803;K2CDW2ETFPTOL01;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914930010560512;12695410248207167803;23;1;3;1;1706095058227076434;9;12443751438868878567;-7682232055972817466;7072471082633868930;3724802710625015045;12643636919068370722;11;3;315339150;1706095058227092655;5
94;84;12011;0;331;2ETFPTOL;0;0;1000;1707914930013012992;479821950570179935;K2CDW2ETFPTOL01;MIVX;DSS_CDW_test;7;7;7;17467895347737353331;FW;nj0aDOedRgcRQzrXMSZyHe7zrB7U9D95JcLTj7t59GqhecuN1Ilj4b5oHOcgGq0DoSUptv;9AT;693201641;0;3222109028;7;1707914930013012992;479821950570179935;12;7;5;22;1706095058227388205;10;2828182615575556745;7710553984375274304;4259388752334372157;3441036946093971344;13813335446942436252;4;6;53738436;1706095058227403644;4
94;84;12011;0;331;2ETFPTOL;0;0;1001;1707914930020282880;2191720527952329979;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;16917003236363965301;Qk;jwDNjsVITWihoSQqmivXXAnC8XGisn3KeMwqbWGV5vy1gCn4tkRz1RXco3n3Pihz0Z5GI4;nlk;235036440;1;1142496033;7;1707914930020282880;2191720527952329979;22;6;0;5;1706095058228439434;15;17039606749145590806;9131441796020960070;12413640981849215395;7101177430252453836;2452763464409466049;5;5;136283212;1706095058228455026;3
94;84;12011;0;331;2ETFPTOL;0;0;1002;1707914930028275456;1569487757424423902;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;1707914930028275456;1569487757424423902;3;2;1;12;1706095058229805771;15;3284910002554135494;-3935702670561885660;46708294235080974;4154213477614054776;16914893610273595002;8;3;733634346;1706095058229820826;6
94;84;12011;0;331;2ETFPTOL;0;0;1003;1707914930029089280;15061334587784704974;K2CDW2ETFPTOL01;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914930029089280;15061334587784704974;15;5;3;5;1706095058229950029;17;17904337220077226587;7748720403897795558;5418130385848127642;8613997523689590974;15820149990499323134;6;5;880078379;1706095058229965150;4
94;84;12011;0;331;2ETFPTOL;0;0;1004;1707914930029895936;13422472986362798414;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;7233542875087553737;7l;py8nuKQ6UPmKROFkHUE2KnxZ4lm8sjk0YJhOL59oEYqEeMTRaDLcAzoeC2NvwvKPLotX24;3aZ;2929561295;1;3397842308;7;1707914930029895936;13422472986362798414;15;8;3;5;1706095058230096344;9;18144399320190796677;-1667039346522046438;4517939372604312974;12422829275015780323;17775352131363886483;3;5;839729658;1706095058230111055;3
94;84;12011;0;331;2ETFPTOL;0;0;1005;1707914930036285440;14180494949450632341;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914930036285440;14180494949450632341;17;3;5;12;1706095058231361171;9;5896925011991088172;5605392974574158034;12985933228295186864;14882090816598715140;226696142580252111;5;6;302074901;1706095058231375832;5
94;84;12011;0;331;2ETFPTOL;0;0;1006;1707914930037118464;14415844388391637215;K2CDW2ETFPTOL01;BGEM;DSS_CDW_test;7;7;7;735870582654623346;BE;qUPQJFdet2tqfkZnBzE4fibDY4YKbdn1ADWcSBhfOfMWgRoj4PdwiQ1YNIaSE095MGkykK;9z6;2471500330;0;1795999533;7;1707914930037118464;14415844388391637215;17;5;3;15;1706095058231526511;5;13154918194348320401;-1446199931372551762;5929921474444209397;11162473335600709149;18280893918927666916;5;8;641357936;1706095058231541515;0
94;84;12011;0;331;2ETFPTOL;0;0;1007;1707914930053238272;16988434880477491312;K2CDW2ETFPTOL01;ETLX;DSS_CDW_test;7;7;7;18224159925091816607;5G;IdH2iGRSsECR28fUxdAZ49HAvvcHbOuSKed7iA6F1ATAnZ6qzjFI3Fy43YAgp2tfa145EI;qwC;3235506832;1;2147312822;7;1707914930053238272;16988434880477491312;3;2;6;23;1706095058235364602;8;36025305036258721;4841795729651074043;4716362050009351048;12600687494709085600;9636537808811713704;12;2;120173096;1706095058235379233;2
94;84;12011;0;331;2ETFPTOL;0;0;1008;1707914930054831872;9255100219330979109;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;11511670735128227535;op;Zvgh0HbknVhKNb5TpOLJ4fK0Np3zqNFTeIcnnmSJ9q7v14MbHCK1cTRaJ7BQzvZErou4oY;mAM;3853572414;0;1850639244;7;1707914930054831872;9255100219330979109;2;2;2;1;1706095058235796214;7;13454212411943848666;-7219685134545585854;8838438376243001428;11362420325320221883;6345940703467863505;9;1;37149125;1706095058235810990;2
94;84;12011;0;331;2ETFPTOL;0;0;1009;1707914930077899264;8994495796432159668;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707914930077899264;8994495796432159668;9;7;5;2;1706095058243010948;10;17051153251863316303;-1604487239249777067;6062073690008976298;8328280165589141273;9467831451157060606;2;4;354837546;1706095058243025866;5
94;84;12011;0;331;2ETFPTOL;0;0;1010;1707914930079472128;6547214674603723078;K2CDW2ETFPTOL01;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707914930079472128;6547214674603723078;1;6;2;23;1706095058243573856;7;7722635235762282059;8083572916355391498;11112415002274567613;12118755589580471836;15527599889806866037;11;1;418664403;1706095058243588782;5
94;84;12011;0;331;2ETFPTOL;0;0;1011;1707914930086637568;1109543572230165741;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;10783652485391872695;6y;AAzXD4bujik7RE99bS2xHAGROZnWeF3DgN61ad6wM2o9OPjfdobKJViKHsu7QUbOBey97W;BoL;3764808320;1;3273946360;7;1707914930086637568;1109543572230165741;2;7;0;5;1706095058246232301;5;1665305788744485975;1736383369205709429;4820441002823660809;16035480938681507516;18339768451765363276;9;8;784339346;1706095058246246954;3
94;84;12011;0;331;2ETFPTOL;0;0;1012;1707914930103356416;13789486192174915725;K2CDW2ETFPTOL01;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707914930103356416;13789486192174915725;11;1;7;2;1706095058253121338;17;9588523987798086351;-3857108007030635071;17504358879667887194;6593099581206705706;10951213875882346924;7;0;526725252;1706095058253136280;1
94;84;12011;0;331;2ETFPTOL;0;0;1013;1707914930110940672;1632513792329951736;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;10051211470154715749;tC;wgmMI6ngssJn0EcunmK2dTb6FGJjDGePQQINhET9LzV3FsVXuButMIPC1zO599CbfCLteg;2Jb;2164436114;0;3984001619;7;1707914930110940672;1632513792329951736;3;2;5;14;1706095058255993648;11;4605108438380036416;547146787363629311;927049595764620478;13063410764863977791;5659378712274131492;13;0;302074901;1706095058256008360;5
94;84;12011;0;331;2ETFPTOL;0;0;1014;1707914930371545600;13940681180363209888;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;1399964743776718599;RD;qi7yUi5Xz0HFUmDj3PZk6kJTLc2Hjjh9U8Yqn8cWUwSiZdr11MCxAhLlfdaFObjpxhdMyZ;hx1;933337045;1;2129756308;7;1707914930371545600;13940681180363209888;10;4;3;6;1706095058260166232;10;3334757885643322036;-7862834020193807094;15580308296209140239;14516426140551381288;3390442644399113079;11;10;190979236;1706095058260181145;4
94;84;12011;0;331;2ETFPTOL;0;0;1015;1707914930377945088;9349026324159292716;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;10302757817329576957;Bx;3wM7yZo65zxLpsBmhedpbDvyvlw81ITARFsdl2O6V7eLMaCJbEbfb9q2SYU5G55PwjmtaX;oRU;2178893625;1;3475080591;7;1707914930377945088;9349026324159292716;11;1;3;11;1706095058263372217;6;15248001248598907127;-60007947067462839;1417772472001281726;2541962795106791497;11258604567004215316;12;1;407371549;1706095058263387220;6
94;84;12011;0;331;2ETFPTOL;0;0;1016;1707914930378749440;55979464999066787;K2CDW2ETFPTOL01;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;1707914930378749440;55979464999066787;9;4;0;17;1706095058263783264;99;11008151403491603485;-2405139112072810145;11054489642825941429;10431736232216519974;687820038723211674;13;3;765519849;1706095058263798194;2
94;84;12011;0;331;2ETFPTOL;0;0;1017;1707914930388726784;6819409278173651360;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707914930388726784;6819409278173651360;9;6;2;5;1706095058268463616;11;13717626545214308653;-7114183487224122516;2824045550027250894;6019152407905120434;15599450214839668135;3;10;162618251;1706095058268478456;0
94;84;12011;0;331;2ETFPTOL;0;0;1018;1707914930397418496;1758587388386209838;K2CDW2ETFPTOL01;EXGM;DSS_CDW_test;7;7;7;2553913687493546923;qi;05RFpwWXV9p2sRcqtJCNGO1oHqJVxUdmVGTpfD6cd0AoNgiCdnJU0GIcCdMhOR4V65Q9xs;jD3;174816006;1;3599672894;7;1707914930397418496;1758587388386209838;17;2;4;2;1706095058273577402;14;2768698779897786654;4430372440546114913;15154738854028011761;3870696908185557718;4908270636028093701;10;5;767156925;1706095058273593334;4
94;84;12011;0;331;2ETFPTOL;0;0;1019;1707914930405391104;9207888688376503714;K2CDW2ETFPTOL01;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707914930405391104;9207888688376503714;18;4;5;16;1706095058278331325;2;17274747451352843506;-3842144758933065672;18216811613037916227;1784557854622108635;9474591039490566029;4;3;584956955;1706095058278346273;3
94;84;12011;0;331;2ETFPTOL;0;0;1020;1707914930406190848;11372529048383696985;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;4621947972623774841;R1;AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM;oAW;61387213;0;149025090;7;1707914930406190848;11372529048383696985;12;3;3;15;1706095058278816384;9;2187700914195205632;4042818908372654853;5950552206072384664;11135502343842573354;5803044625613802249;3;7;583228200;1706095058278831291;2
94;84;12011;0;331;2ETFPTOL;0;0;1021;1707914930409383424;17223033463971751562;K2CDW2ETFPTOL01;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707914930409383424;17223033463971751562;7;7;7;7;1706095058280773262;5;4814491396827406345;-920054652442851464;18365522173046582463;14570747785299386;4985773373980872550;3;2;588523366;1706095058280788460;2
94;84;12011;0;331;2ETFPTOL;1;0;121;1707914930030702336;1343529305129154633;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;8943933701115578874;9G;VQlHFNtQYKhFqxHOD5ncjSC1q8uP7mF3yNEdGv1lFbzOiydlcyhTylb07Rq625ymS1twaz;Xr7;3629286593;0;235437051;7;1707914930030702336;1343529305129154633;9;2;7;1;1706095058230244811;6;5137886730127269657;-1593566967477269657;1117765224769191906;2412628157255274724;7363077033583301953;1;1;955011091;1706095058230259557;3
94;84;12011;0;331;2ETFPTOL;1;0;122;1707914930055646464;3473394696073402127;K2CDW2ETFPTOL02;MIVX;DSS_CDW_test;7;7;7;17545395245734829072;k9;xEX29W8dnINHcdHdJwpTnHbzssgObUeCJS2jdgJi4MBIhtlqtqU6JMirJ2SfeozbaBVpLa;7Hm;1927176781;0;568547390;7;1707914930055646464;3473394696073402127;16;5;5;6;1706095058236013311;11;11861293865792744347;8685229399743053197;6484392897405182141;3427223172314092494;11297167577512876744;10;6;743125215;1706095058236028163;5
94;84;12011;0;331;2ETFPTOL;1;0;123;1707914930059612416;7200171400157018195;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;11871043582309635757;bK;zWIRpiGwyQnoiWiYLZUbYqgmNpu9KQRkXbitvFOIP16LfGeBnvxLxJSkh0hD88LU93YBRX;n53;4133966827;0;2968765200;7;1707914930059612416;7200171400157018195;17;6;4;6;1706095058237137769;5;12463701049084806375;-4912038306635938998;9809729768524107010;10143958084667585343;15515942257143782561;10;4;952282621;1706095058237152662;3
94;84;12011;0;331;2ETFPTOL;1;0;124;1707914930069958144;5791482437667975441;K2CDW2ETFPTOL02;MTAH;DSS_CDW_test;7;7;7;167335769121138592;n3;QddX6EHSyMUkyaCqPHQ2yVkJPdfPnSQlrXBa2cYzoSeryKwcxTGF9lsyAAycELFbaI5507;kd0;1025439045;0;1521194008;7;1707914930069958144;5791482437667975441;4;7;2;10;1706095058240321688;2;544836201544183892;-6978252281950164241;7068555742445319392;5031524646812258771;9020262297679866572;6;1;648090412;1706095058240336484;1
94;84;12011;0;331;2ETFPTOL;1;0;125;1707914930072340480;1935888025232062410;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;7946700087367777004;yq;CF9LzFvEMcAEFrXksi7xaYDLhYECfbTBUTvf47Iyhg94lnxn643vndRVZug91JilWQrPoh;H5X;4105738847;0;4102579803;7;1707914930072340480;1935888025232062410;10;2;6;20;1706095058241102741;15;15386535383215984620;6797343321814998490;6165554668016105444;16280314579045753234;7303300618130772320;13;2;306138594;1706095058241117480;1
94;84;12011;0;331;2ETFPTOL;1;0;126;1707914930076303360;4693149059147917765;K2CDW2ETFPTOL02;BGEM;DSS_CDW_test;7;7;7;15944547988559204306;dh;BsdLkFYr1Aar69IQf1zIgi2ljD8TsO7fMRuUG2Bz2MlgLTTEJvi0VjBxjof9oMWgV7JRiT;1Vy;759889583;1;452097841;7;1707914930076303360;4693149059147917765;16;7;4;6;1706095058242451621;4;2551621116497404059;-9212390902911674637;17582485462634076664;2810509131781325758;879823512664224453;12;0;662272845;1706095058242466407;2
94;84;12011;0;331;2ETFPTOL;1;0;127;1707914930084262656;10752996579615265770;K2CDW2ETFPTOL02;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914930084262656;10752996579615265770;18;6;1;9;1706095058245331598;5;3175875984329130450;405087163458523092;18012370901022597588;897463447573236405;3697611112029527034;6;4;345150432;1706095058245346453;2
94;84;12011;0;331;2ETFPTOL;1;0;128;1707914930089836032;1919851632090487930;K2CDW2ETFPTOL02;ETFP;DSS_CDW_test;7;7;7;11773808196081417067;LG;J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS;LOJ;3263351655;0;1338195933;7;1707914930089836032;1919851632090487930;17;1;2;14;1706095058247467967;11;6566607494369475810;-8588649983049657850;3386072807683112712;6666038677017232435;10171198226263012100;10;2;993224417;1706095058247482594;4
