msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;executionID;eMM;eventId;symbolIndex;bookIn;lastTradedPx;lastShares;vWAP;tradeTime;tradeType;sequenceTime;tradeUniqueIdentifier;tradeParkingActionIndicator 
109;99;12016;0;331;2BLKPTOL;0;0;827;1707914901614282752;17441175302890753700;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;3871136976767915508;no;OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb;uK9;599176339;0;1991586982;7;1707914901614282752;17441175302890753700;3693035000;5;14402591838193871514;911319188;1706095058598108155;94626068;2805;6929733786401888311;1706095058598117024;20;1706095058598123229;sHrGbcYDW0ZoS6bt;3
109;99;12016;0;331;2BLKPTOL;0;0;828;1707914901615098880;15321503664825444877;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914901615098880;15321503664825444877;2771659082;6;9565921532925899806;20640451;1706095058598787292;357351778;2860;4616559006866214232;1706095058598795995;33;1706095058598802184;62tr1kGrsvaBNYXo;1
109;99;12016;0;331;2BLKPTOL;0;0;829;1707914901615897088;6630088503120895917;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;9801344369318373676;6g;NRognJTtB0ihEBXWX7bDcmys9vo7S3b3x9E7WtgBRCzN2nxmMKnOXWxYeMIKBgP35f0LEL;6fk;1466185011;0;2234508486;7;1707914901615897088;6630088503120895917;483893065;15;13399857340823150057;773471534;1706095058599458215;514747128;1214;450932920787742523;1706095058599466887;49;1706095058599473255;BagcrakDaFGEy1Oh;2
109;99;12016;0;331;2BLKPTOL;0;0;830;1707914901616684544;16082423977511254839;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;6135723462153394188;6P;zhKMGSfCAMCboLpPrOSNKn5qqQTwlzy30lh08KCtEjs6W0ag7wXyKXgSXjmvEdc1fPRyAi;9vy;1610505332;1;2224170165;7;1707914901616684544;16082423977511254839;4257187593;99;1869687371877372034;138846668;1706095058600117048;352287853;3091;-3373635099002631844;1706095058600125687;27;1706095058600132167;BSdW8PaUsRaT6OU5;1
109;99;12016;0;331;2BLKPTOL;0;0;831;1707914901617480704;1066458011806913358;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;3348679182658530887;Dm;UbnqngxPRLvBibVAd5Nep624qO6YqnCnT1wFztGjUC8beNAgmUjy3JDjxr7tqUMdHsKF8G;bYQ;3374658886;0;2174242990;7;1707914901617480704;1066458011806913358;3817453520;6;5903399731888432705;137559582;1706095058600796404;615576521;2587;-5619080568413565061;1706095058600805161;16;1706095058600811388;VL1HAajf8UnCRLwh;3
109;99;12016;0;331;2BLKPTOL;0;0;832;1707914901618268928;17322261476446349325;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;4580367871792003646;Ej;SGWaFQSdDwcEEg6NqPAhfRgvpzUYhZxmKicUESMe4hU1n6ob1Krwew1sVjkJs3fisC9sRk;8YZ;3930911048;1;73427586;7;1707914901618268928;17322261476446349325;2892705288;5;8363833888597920140;722112170;1706095058601475301;255584439;3656;-5211295869530319391;1706095058601483946;38;1706095058601490071;FFNvC1S3NeZS3pZw;2
109;99;12016;0;331;2BLKPTOL;0;0;833;1707914901619063296;17622747622191123650;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;754693969242946701;Lp;DUkXLrYRNI1obHwI9il6R6yM1lpfCA8ENzPfpHkthVMg2AiUr2rEiu3TUUVkCMkZfQBEB4;PvH;3292635971;0;4077098094;7;1707914901619063296;17622747622191123650;2831806367;14;392071848602604896;24832667;1706095058602159136;318543177;634;-7131236384100670783;1706095058602168119;42;1706095058602174326;ypuIjcBUH3k7wXy8;2
109;99;12016;0;331;2BLKPTOL;0;0;834;1707914901619858432;3842705905178933100;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707914901619858432;3842705905178933100;815707243;11;5986612236518010574;493822760;1706095058602847888;996947141;2371;6803665197008358358;1706095058602856760;47;1706095058602862855;3CPaFEKH03NgEyLo;2
109;99;12016;0;331;2BLKPTOL;0;0;835;1707914901620700928;13092992283909728220;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;18425908593694622649;hb;tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft;0Qv;3114588180;0;2620991329;7;1707914901620700928;13092992283909728220;1140020938;7;6300492234590808338;942403957;1706095058603540809;78817609;2494;1830033961813497489;1706095058603549806;103;1706095058603556163;nQJkYs0choDPrOfS;2
109;99;12016;0;331;2BLKPTOL;0;0;836;1707914901621489664;8404251459915033192;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914901621489664;8404251459915033192;1392673225;11;7947765042599746068;958972949;1706095058604213815;886050020;3389;-1397969964297293373;1706095058604222548;25;1706095058604228749;g9CM5ZhWbb2iti7j;2
109;99;12016;0;331;2BLKPTOL;0;0;837;1707914901622286848;1180303432479022275;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914901622286848;1180303432479022275;4038852391;15;2824399262006986117;330454191;1706095058604909069;355401628;3341;825017900234489517;1706095058604917779;3;1706095058604924032;Q185y29DgIKhorU1;3
109;99;12016;0;331;2BLKPTOL;0;0;838;1707914901623076864;17849632666845505221;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901623076864;17849632666845505221;376733883;9;7925188312675509588;213087042;1706095058605603912;111150898;1197;1620497957881031580;1706095058605613161;15;1706095058605619446;nge7ME23xplUZ8v2;2
109;99;12016;0;331;2BLKPTOL;0;0;839;1707914901623864576;16722931368245018667;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914901623864576;16722931368245018667;3102956647;11;4481851699539372428;519103305;1706095058606312148;498346703;2122;-947766004711596072;1706095058606320701;43;1706095058606327051;C7wasXfSobZN45rx;3
109;99;12016;0;331;2BLKPTOL;0;0;840;1707914901624652288;2424208054429291223;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8961283129513184610;Tr;lh4fas3DzZqcCdIgmyBxbwrxMeoHzOyQK55X73SuHF5QR6JgJZvV0S5dzxc2CosSonpJSu;utl;2389041993;0;3640874400;7;1707914901624652288;2424208054429291223;3058127442;15;6125903083909324043;584621813;1706095058607025300;765937543;4949;8127062308619552483;1706095058607034747;42;1706095058607041017;MU3CpNAcKW1A4hdM;3
109;99;12016;0;331;2BLKPTOL;0;0;841;1707914901625450240;10794152141871481555;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;432575572496956472;51;ZoN8AMqKRSFWAZmSVY89AUkV2eY0sqm4DpjgHMC8Q4P3OhOdI5SJqnIub1mGZw59Y8JsnT;1Oh;4154696354;0;128672798;7;1707914901625450240;10794152141871481555;922554987;11;16421734195455058603;48267691;1706095058607752921;2219412;1482;1054505667661341105;1706095058607762436;34;1706095058607768912;c5TYj1i6mcB5J0KN;1
109;99;12016;0;331;2BLKPTOL;0;0;842;1707914901626238720;14160251922373592924;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;9126161773135246369;V4;b0SGWAvUgBOnw7r5EbqcROWq1cS8TKHYtIc5hpmMFZRim2fOGhJMTC09Cv8KXMWllhQ6aY;HqT;111313295;1;2239711727;7;1707914901626238720;14160251922373592924;283550566;10;5030037052681188723;104997053;1706095058608463466;978946359;1073;8723075455269807892;1706095058608472262;19;1706095058608478461;JOKUQBclqNZkSekr;1
109;99;12016;0;331;2BLKPTOL;0;0;843;1707914901627044608;12698440601646565932;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;16824244099157158796;af;87H4TY3FEgOdbVLj5Al3f5RvH9wVWvzVtAlbU4iU8oBH8GplncVBxKkNs1uH4X4qgxSzpd;qyb;727212199;1;841884960;7;1707914901627044608;12698440601646565932;3739235238;15;11563649124681541064;889615201;1706095058609181505;39808325;4600;-6731519318408243834;1706095058609190369;19;1706095058609196519;wmkER9OENlYaJy6p;3
109;99;12016;0;331;2BLKPTOL;0;0;844;1707914901627836160;18348964053874899150;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707914901627836160;18348964053874899150;3077351959;11;3276331281955378649;783519657;1706095058609899124;53680324;815;-6430397325604808549;1706095058609907993;50;1706095058609914215;5UY7r6GiGQhnLt3e;2
109;99;12016;0;331;2BLKPTOL;0;0;845;1707914901628628224;4205715760408502392;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;2214246784611142582;Em;nIGEFuu4qLK8h4fQvvRCcLh5QXg9xtoASLYGhZI3sCllJupZO6RCuXzQHSbbqpWhWONK4C;aDz;3596835518;0;932878956;7;1707914901628628224;4205715760408502392;3061333110;6;1490180225367683978;519103305;1706095058610619117;562301108;768;-3251800888154031570;1706095058610628078;13;1706095058610634422;n3ykzA5M4DRVVA2P;1
109;99;12016;0;331;2BLKPTOL;0;0;846;1707914901629436672;60871298505560427;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;5295398863502197985;ea;f3R6BUopgMEyJetj4PlB2oLfR0DEY5lDmXcdq5h6s2QqEeqOjtbEQO7rAPF0wlluxjRhKW;zoY;2022587352;0;3677129230;7;1707914901629436672;60871298505560427;2918659170;14;1191477951439057786;869985226;1706095058611313922;394224502;1219;-8426011811913095419;1706095058611323044;7;1706095058611329222;J6mv3E6c8RCKAGt8;2
109;99;12016;0;331;2BLKPTOL;0;0;847;1707914901630233600;12721066025922095581;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;2876767187145082859;Th;3qjmlteudEe9WXg2ZsaYxsnlKwwgIZ5syjSHIZ2Y3cEgJOkQxHCvvTbHzRzogp8MYMJRzw;acx;2408594424;0;1018186798;7;1707914901630233600;12721066025922095581;1534489540;17;1360025296435893684;20640451;1706095058612046141;670518438;787;6916817159345649594;1706095058612055023;2;1706095058612061444;v2XPtN1wcD15pbpj;1
109;99;12016;0;331;2BLKPTOL;0;0;848;1707914901631018752;14534912612387963681;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;11949289693168082599;Gd;SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX;aak;2828450737;1;4144898225;7;1707914901631018752;14534912612387963681;1106877856;1;18185344897144881104;407985055;1706095058612779269;190717105;997;-4185839327377529107;1706095058612787973;15;1706095058612794278;mkSwznzWBddTXjh8;3
109;99;12016;0;331;2BLKPTOL;0;0;849;1707914901631806720;3999464739869962881;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;1887790168013491197;oc;Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf;SwB;3347463342;1;499384430;7;1707914901631806720;3999464739869962881;2903451571;8;2957991139941023813;586880250;1706095058613510572;704410223;2623;-9069177351915572250;1706095058613519356;40;1706095058613525724;ESBQAD59CrGzM0rH;2
109;99;12016;0;331;2BLKPTOL;0;0;850;1707914901632597760;12474403942515314820;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;16604201063603075126;C8;WTPQHMtC6OOssgUauml5HdbLjeYJcTxzShEdbz7us7BjAPTYkBOr5jhbH2t0C33otcERGC;nI9;2198488968;0;2497330175;7;1707914901632597760;12474403942515314820;2691200591;1;3437496675121745627;116590120;1706095058614247861;901325477;3079;8324714776403029389;1706095058614256814;25;1706095058614263070;08kToRYLACXTsx8g;1
109;99;12016;0;331;2BLKPTOL;0;0;851;1707914901633395456;2261838667380075553;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;10857787113686633384;B2;bqTIcyZ1E6WnMCnyiXrs6axNzUDh8nZMHEdPrjCKVFtI5U3JeEkPHDYO42qq9we4MKGJNL;OCF;1975180780;0;3207683071;7;1707914901633395456;2261838667380075553;3558475590;99;7190076601178327409;345150432;1706095058614983406;57182082;3345;5862587080754239814;1706095058614992310;42;1706095058614998587;PpiT7HEdm8nMnpAt;2
109;99;12016;0;331;2BLKPTOL;0;0;852;1707914901634186752;16155672432767187032;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;1931040184549803271;sP;eXjD0dmUFob2myEu4WHmnyrY9slxTyHo2gcRH9lhkWuT8MuVhAJ5y7yBGKlAFITc1oD0tS;pZS;2003829940;0;1804395850;7;1707914901634186752;16155672432767187032;885814342;17;6698773400332828396;710897910;1706095058615725917;561742022;1783;-805315048135385639;1706095058615734810;12;1706095058615740922;peBrLq9HXvqYuWik;2
109;99;12016;0;331;2BLKPTOL;0;0;853;1707914901634981632;13854584367972506362;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;1707914901634981632;13854584367972506362;533413921;9;4961897566067943840;841345320;1706095058616461707;211426796;1386;7171904035527536757;1706095058616470461;25;1706095058616476813;aBvQh93sCC6ZSWB9;2
109;99;12016;0;331;2BLKPTOL;0;0;854;1707914901635765760;12653770202306581422;K2CDW2BLKPTOL;MTAH;DSS_CDW_test;7;7;7;7284258380882109656;UL;36AaBiO39uTJw7NsyPbpCrBnqtspYw7hDsuTe9k15jb6dltAlX8xT3KgYKNTP7IzM4jvc9;MR3;786392512;1;2029096719;7;1707914901635765760;12653770202306581422;478120334;11;16168998596736831383;645935213;1706095058617203591;89968459;2311;-957081480720041124;1706095058617212263;44;1706095058617218393;MaXtC38Rqv8CVEuj;2
109;99;12016;0;331;2BLKPTOL;0;0;855;1707914901636553216;4774083439297968565;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;3719974924905300726;XM;jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2;1K7;4181483227;0;1947319333;7;1707914901636553216;4774083439297968565;2284231736;5;17765125680756891163;330454191;1706095058617952450;31501753;2003;-670640171616981719;1706095058617961306;32;1706095058617967465;uoJ74ONNcw5gUx0L;3
109;99;12016;0;331;2BLKPTOL;0;0;856;1707914901637346560;14880177060529320362;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;1707914901637346560;14880177060529320362;876163397;9;8664967841649614243;850417414;1706095058618709854;71615664;851;-3277490366826095135;1706095058618718471;25;1706095058618724735;tac5FbkNOwQZsBwN;3
109;99;12016;0;331;2BLKPTOL;0;0;857;1707914901638139904;9419412520958937613;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;9751561908763964141;vZ;WVpX9nTvqnLWL7jGsWg3tGEjkmayf1FHmlTydihS7tz5kQiPpWegw6lib4mjjDspzCOH7z;epL;558546678;0;69290684;7;1707914901638139904;9419412520958937613;3104370853;8;9780600434568808482;274114089;1706095058619457892;140408701;2229;-4556689871065339329;1706095058619466765;43;1706095058619473072;uMiTrDnhAdm4BmWK;2
109;99;12016;0;331;2BLKPTOL;0;0;858;1707914901638926336;4196312367438092934;K2CDW2BLKPTOL;ETLX;DSS_CDW_test;7;7;7;15339731900989333959;Pu;8vsPmiNjTv4q8b3hMFoS59iQPaIpDl6ZARmTvMfSzpBIt97yvzDJYPbSkIJA82ohFaLcIG;xB7;4056966122;1;3771760196;7;1707914901638926336;4196312367438092934;906034082;5;2418879254638735673;273258314;1706095058620212966;235162340;109;1658455931903990483;1706095058620221617;33;1706095058620227776;aJhs6WfQmawhAp8o;1
109;99;12016;0;331;2BLKPTOL;0;0;859;1707914901639716608;15780332862909776042;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707914901639716608;15780332862909776042;2954065952;6;7748223214523473908;571771961;1706095058620969190;867152804;4137;-7756995042119807032;1706095058620978064;101;1706095058620984490;F3x6wCBCEr5cO0GI;3
109;99;12016;0;331;2BLKPTOL;0;0;860;1707914901640499200;8781501759621484219;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;15023251686796296357;af;eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T;0PJ;3631577752;0;3559875488;7;1707914901640499200;8781501759621484219;3417152302;1;10803213138472740693;361807266;1706095058621754946;921005750;3622;558931326000722208;1706095058621775484;101;1706095058621793005;XN9EyoshcTs6DVj0;2
109;99;12016;0;331;2BLKPTOL;0;0;861;1707914901641306112;3690739191535998740;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;1707914901641306112;3690739191535998740;135715162;9;8191592687122272827;814610997;1706095058622561095;13127505;2785;-5157908043390208505;1706095058622570948;15;1706095058622577575;049sydeqIuOuCwwU;1
109;99;12016;0;331;2BLKPTOL;0;0;862;1707914901642106112;2685462609366276004;K2CDW2BLKPTOL;ETFP;DSS_CDW_test;7;7;7;15870838569435904952;pi;6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W;21q;580210742;1;4013051584;7;1707914901642106112;2685462609366276004;3959449274;15;7785849523556043650;958128478;1706095058623340334;907264612;3812;5439652543691240802;1706095058623349583;13;1706095058623355987;zWsfjGiU106XPbdf;2
109;99;12016;0;331;2BLKPTOL;0;0;863;1707914901642894336;12576191434651781692;K2CDW2BLKPTOL;BGEM;DSS_CDW_test;7;7;7;8455796870640476680;2e;NXYIUAMhe8F90Pq2HKu4UptMXR0WhWBVCzvMdKaPRTCLmkLM3HmCHdSRWiO0CBXbQHtWo0;R7n;183963952;0;1035156442;7;1707914901642894336;12576191434651781692;2814552900;14;13540364097143393888;468896029;1706095058624119019;677776914;2708;4935547922549887904;1706095058624127972;9;1706095058624134482;01VLTNGjeEXK4z5z;1
109;99;12016;0;331;2BLKPTOL;0;0;864;1707914901643680256;16146511964126878594;K2CDW2BLKPTOL;MTAA;DSS_CDW_test;7;7;7;8266442834919254042;yr;5b2nAmyN8rTgG8fb6emZrDwb5rtgVBx02p3gk0lgiRYSnxHOPj1ki1LbY8aXviYDEIHOWT;Ned;2104623119;0;2932992915;7;1707914901643680256;16146511964126878594;1723960193;10;11532512491997659747;198284442;1706095058624897526;515996492;726;-7700615695149085409;1706095058624907260;39;1706095058624913632;wHubtT4BJS9UaDqg;3
109;99;12016;0;331;2BLKPTOL;0;0;865;1707914901644473344;14991222299346117770;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901644473344;14991222299346117770;3532246826;4;2712220695814061219;213087042;1706095058625676444;154376914;1241;-2277950604948968335;1706095058625685308;49;1706095058625691863;B7QAuXgv5EhcYQyp;1
109;99;12016;0;331;2BLKPTOL;0;0;866;1707914901645261824;8627720501677088641;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;1707914901645261824;8627720501677088641;47680719;15;9719288376131015650;177707962;1706095058626463301;307727476;3993;-636384975438142132;1706095058626472096;9;1706095058626478335;tXElifVHhlwDbERV;3
109;99;12016;0;331;2BLKPTOL;0;0;867;1707914901646052608;12564793455865942254;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707914901646052608;12564793455865942254;3580179044;8;7712031741369936141;213087042;1706095058627260981;137165309;3572;8233023998283135408;1706095058627270171;43;1706095058627276534;klDdqB9JlrOCNPcC;3
109;99;12016;0;331;2BLKPTOL;0;0;868;1707914901646852352;8644080000466597981;K2CDW2BLKPTOL;SEDX;DSS_CDW_test;7;7;7;8072011793266017923;ad;gQfwK6xd82vEPEBO62Hr5lnI5lBo4dLQRbuoSIGk90H5pG2D4bw3mZpjQo1Yv253il8J8R;btU;1516155693;1;687048176;7;1707914901646852352;8644080000466597981;1435135899;4;5529284461654710023;376270613;1706095058628044939;69424443;4385;-4910996654229054670;1706095058628053757;2;1706095058628060086;EzIBxS4ICoE4SpXM;1
109;99;12016;0;331;2BLKPTOL;0;0;869;1707914901647645952;12710912425407406793;K2CDW2BLKPTOL;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;1707914901647645952;12710912425407406793;863407322;14;15232315615608871997;198522762;1706095058628834779;809142191;4802;5876555696628992646;1706095058628843975;102;1706095058628850344;w1aPVbrLc7IxgpMv;1
109;99;12016;0;331;2BLKPTOL;0;0;870;1707914901648436992;4970487595769412005;K2CDW2BLKPTOL;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;1707914901648436992;4970487595769412005;313717824;4;1140839898340441333;315339150;1706095058629618088;66686552;1098;7181559587927271704;1706095058629627182;103;1706095058629633350;ihruTIhl5v0cZjaf;2
109;99;12016;0;331;2BLKPTOL;0;0;871;1707914901649231872;7996612510821523453;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;16640777651013728151;Wr;w08mLhl4SkS6mmCIgNqPyNsOVmUkdxRoa95mGyA7uPFKzvcFBpRhjD6KJXG38VMkjvAQdS;y8t;723370767;1;2063910704;7;1707914901649231872;7996612510821523453;14013560;4;6463078236144405792;636453490;1706095058630408979;700975187;410;-7601939198747733152;1706095058630418066;101;1706095058630424407;iQHQTCrlzAr80NAn;1
109;99;12016;0;331;2BLKPTOL;0;0;872;1707914901650026496;12244951516712604847;K2CDW2BLKPTOL;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707914901650026496;12244951516712604847;393354855;6;5563967770322230617;782873053;1706095058631201457;127102005;1942;-7438305690386265802;1706095058631210354;44;1706095058631216567;1IVDWuC49WGdDkUx;1
109;99;12016;0;331;2BLKPTOL;0;0;873;1707914901650822656;10525554191605719958;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;1;7h;YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO;ECy;0;127;1;7;1707914901650822656;10525554191605719958;1868723673;17;1777807683006475029;125257059;1706095058632001510;854439235;2105;-1030833784679707320;1706095058632010361;26;1706095058632017017;Tpwu8x13ab7gsVSe;2
109;99;12016;0;331;2BLKPTOL;0;0;874;1707914901651606272;7350217246425257997;K2CDW2BLKPTOL;EXGM;DSS_CDW_test;7;7;7;17043361403996190271;4U;r66rDYVT9Cmm7bkyTMvRwXab2u4rVV4wuJp606V2W4xOBpbR3skiWkVnGrrXT3L01r5qDM;g6S;2209958177;0;89384945;7;1707914901651606272;7350217246425257997;4174485931;7;14759931246403031538;785304035;1706095058632802681;200182316;4737;2471916512361590788;1706095058632811447;25;1706095058632817743;YkibeCGQGvRVkHTu;3
109;99;12016;0;331;2BLKPTOL;0;0;875;1707914901652413184;9161491579312594890;K2CDW2BLKPTOL;XMOT;DSS_CDW_test;7;7;7;16326185390817402054;P9;F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e;M5p;2175342837;1;691508342;7;1707914901652413184;9161491579312594890;3548835343;17;9291978700208367917;487911392;1706095058633598984;439247155;234;7646431514811187488;1706095058633607993;4;1706095058633614317;h0ktyynElb51JPuN;1
109;99;12016;0;331;2BLKPTOL;0;0;876;1707914901653212416;7548528950838592329;K2CDW2BLKPTOL;ATFX;DSS_CDW_test;7;7;7;6449116440024891814;Jg;NWCAWS3uu34skFuAzlzNoxhiN3GZu0SxqEEjgVao2KNcStkXt8Y1X44lCURZ3Iz6kJCShd;x0Y;548344005;0;376511674;7;1707914901653212416;7548528950838592329;232418519;99;8610435826013045865;958972949;1706095058634409593;91421994;3074;-2415120788232009838;1706095058634418534;104;1706095058634424661;9M2CIj3prB4WfWFS;1
109;99;12016;0;331;2BLKPTOL;0;0;877;1707914901654010112;6893818470655134038;K2CDW2BLKPTOL;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;1707914901654010112;6893818470655134038;2358272474;11;15816494355304712559;880078379;1706095058635217552;734344152;959;3742271598712528498;1706095058635226524;43;1706095058635232680;b5DC1q2O0AJf47at;1
